,date,value,name_B07N8FNPZZ
213,2020-12-25,7382.0,Triphala
214,2020-12-26,7382.0,Triphala
215,2020-12-27,8812.0,Triphala
216,2020-12-28,8812.0,Triphala
217,2020-12-29,8812.0,Triphala
218,2020-12-30,7972.0,Triphala
219,2020-12-31,7972.0,Triphala
220,2021-01-01,7972.0,Triphala
221,2021-01-02,7972.0,Triphala
222,2021-01-03,7452.0,Triphala
223,2021-01-04,9265.0,Triphala
224,2021-01-05,9265.0,Triphala
225,2021-01-06,10027.0,Triphala
226,2021-01-07,10027.0,Triphala
227,2021-01-08,10027.0,Triphala
228,2021-01-09,11409.0,Triphala
229,2021-01-10,11409.0,Triphala
230,2021-01-11,11409.0,Triphala
231,2021-01-12,15224.0,Triphala
232,2021-01-13,9563.0,Triphala
233,2021-01-14,9563.0,Triphala
234,2021-01-15,9563.0,Triphala
235,2021-01-16,16135.0,Triphala
236,2021-01-17,16135.0,Triphala
237,2021-01-18,16135.0,Triphala
238,2021-01-19,14725.0,Triphala
239,2021-01-20,14656.0,Triphala
240,2021-01-21,14656.0,Triphala
241,2021-01-22,14656.0,Triphala
242,2021-01-23,14231.0,Triphala
243,2021-01-24,14231.0,Triphala
244,2021-01-25,10205.0,Triphala
245,2021-01-26,12287.0,Triphala
246,2021-01-27,12287.0,Triphala
247,2021-01-28,12287.0,Triphala
248,2021-01-29,9393.0,Triphala
249,2021-01-30,9393.0,Triphala
250,2021-01-31,9393.0,Triphala
251,2021-02-01,10205.0,Triphala
252,2021-02-02,8736.0,Triphala
253,2021-02-03,8736.0,Triphala
254,2021-02-04,8736.0,Triphala
255,2021-02-05,10291.0,Triphala
256,2021-02-06,10291.0,Triphala
257,2021-02-07,9211.0,Triphala
258,2021-02-08,8437.0,Triphala
259,2021-02-09,8437.0,Triphala
260,2021-02-10,8437.0,Triphala
261,2021-02-11,9128.0,Triphala
262,2021-02-12,9128.0,Triphala
263,2021-02-13,9128.0,Triphala
264,2021-02-14,9128.0,Triphala
265,2021-02-15,9592.0,Triphala
266,2021-02-16,9592.0,Triphala
267,2021-02-17,9592.0,Triphala
268,2021-02-18,9381.0,Triphala
269,2021-02-19,9381.0,Triphala
270,2021-02-20,9931.0,Triphala
271,2021-02-21,9931.0,Triphala
272,2021-02-22,12107.0,Triphala
273,2021-02-23,12107.0,Triphala
274,2021-02-24,8663.0,Triphala
275,2021-02-25,8663.0,Triphala
276,2021-02-26,8663.0,Triphala
277,2021-02-27,8663.0,Triphala
278,2021-02-28,9142.0,Triphala
279,2021-03-01,9142.0,Triphala
280,2021-03-02,9142.0,Triphala
281,2021-03-03,9001.0,Triphala
282,2021-03-04,8263.0,Triphala
283,2021-03-05,8263.0,Triphala
284,2021-03-06,8263.0,Triphala
285,2021-03-07,9304.0,Triphala
286,2021-03-08,9304.0,Triphala
287,2021-03-09,9304.0,Triphala
288,2021-03-10,8160.0,Triphala
289,2021-03-11,8160.0,Triphala
290,2021-03-12,8045.0,Triphala
291,2021-03-13,8045.0,Triphala
292,2021-03-14,8045.0,Triphala
293,2021-03-15,9912.0,Triphala
294,2021-03-16,9912.0,Triphala
295,2021-03-17,8634.0,Triphala
296,2021-03-18,8225.0,Triphala
297,2021-03-19,8225.0,Triphala
298,2021-03-20,8225.0,Triphala
299,2021-03-21,7706.0,Triphala
300,2021-03-22,7706.0,Triphala
301,2021-03-23,8537.0,Triphala
302,2021-03-24,8537.0,Triphala
303,2021-03-25,8537.0,Triphala
304,2021-03-26,8537.0,Triphala
305,2021-03-27,8436.0,Triphala
306,2021-03-28,8174.0,Triphala
307,2021-03-29,8174.0,Triphala
308,2021-03-30,8174.0,Triphala
309,2021-03-31,8174.0,Triphala
310,2021-04-01,7536.0,Triphala
311,2021-04-02,7536.0,Triphala
312,2021-04-03,7536.0,Triphala
313,2021-04-04,7536.0,Triphala
314,2021-04-05,7536.0,Triphala
315,2021-04-06,7301.0,Triphala
316,2021-04-07,7301.0,Triphala
317,2021-04-08,7960.0,Triphala
318,2021-04-09,7960.0,Triphala
319,2021-04-10,7960.0,Triphala
320,2021-04-11,8333.0,Triphala
321,2021-04-12,8333.0,Triphala
322,2021-04-13,8333.0,Triphala
323,2021-04-14,7983.0,Triphala
324,2021-04-15,7983.0,Triphala
325,2021-04-16,7983.0,Triphala
326,2021-04-17,7983.0,Triphala
327,2021-04-18,7983.0,Triphala
328,2021-04-19,7983.0,Triphala
329,2021-04-20,7983.0,Triphala
330,2021-04-21,7983.0,Triphala
331,2021-04-22,7983.0,Triphala
332,2021-04-23,33164.0,Triphala
333,2021-04-24,33164.0,Triphala
334,2021-04-25,33164.0,Triphala
335,2021-04-26,19276.0,Triphala
336,2021-04-27,19276.0,Triphala
337,2021-04-28,11773.0,Triphala
338,2021-04-29,9668.0,Triphala
339,2021-04-30,9668.0,Triphala
340,2021-05-01,9668.0,Triphala
341,2021-05-02,8861.0,Triphala
342,2021-05-03,8861.0,Triphala
343,2021-05-04,8861.0,Triphala
344,2021-05-05,8377.0,Triphala
345,2021-05-06,8377.0,Triphala
346,2021-05-07,8589.0,Triphala
347,2021-05-08,8589.0,Triphala
348,2021-05-09,8548.0,Triphala
349,2021-05-10,9617.0,Triphala
350,2021-05-11,9617.0,Triphala
351,2021-05-12,9617.0,Triphala
352,2021-05-13,10550.0,Triphala
353,2021-05-14,10168.0,Triphala
354,2021-05-15,10168.0,Triphala
355,2021-05-16,9925.0,Triphala
356,2021-05-17,9925.0,Triphala
357,2021-05-18,9925.0,Triphala
358,2021-05-19,8806.0,Triphala
359,2021-05-20,9042.0,Triphala
360,2021-05-21,9260.0,Triphala
361,2021-05-22,9260.0,Triphala
362,2021-05-23,10114.0,Triphala
363,2021-05-24,10114.0,Triphala
364,2021-05-25,10289.0,Triphala
365,2021-05-26,10289.0,Triphala
366,2021-05-27,10361.0,Triphala
367,2021-05-28,10361.0,Triphala
368,2021-05-29,8398.0,Triphala
369,2021-05-30,8398.0,Triphala
370,2021-05-31,10057.0,Triphala
371,2021-06-01,10057.0,Triphala
372,2021-06-02,8628.0,Triphala
373,2021-06-03,9043.0,Triphala
374,2021-06-04,9043.0,Triphala
375,2021-06-05,9904.0,Triphala
376,2021-06-06,9904.0,Triphala
377,2021-06-07,9904.0,Triphala
378,2021-06-08,8721.0,Triphala
379,2021-06-09,8721.0,Triphala
380,2021-06-10,9782.0,Triphala
381,2021-06-11,9782.0,Triphala
382,2021-06-12,9782.0,Triphala
383,2021-06-13,10306.0,Triphala
384,2021-06-14,10306.0,Triphala
385,2021-06-15,9639.0,Triphala
386,2021-06-16,9639.0,Triphala
387,2021-06-17,9917.0,Triphala
388,2021-06-18,9917.0,Triphala
389,2021-06-19,9917.0,Triphala
390,2021-06-20,10901.0,Triphala
391,2021-06-21,9710.0,Triphala
392,2021-06-22,9641.0,Triphala
393,2021-06-23,9641.0,Triphala
394,2021-06-24,10345.0,Triphala
395,2021-06-25,9509.0,Triphala
396,2021-06-26,9509.0,Triphala
397,2021-06-27,9509.0,Triphala
398,2021-06-28,10636.0,Triphala
399,2021-06-29,10636.0,Triphala
400,2021-06-30,9182.0,Triphala
401,2021-07-01,9182.0,Triphala
402,2021-07-02,9182.0,Triphala
403,2021-07-03,10897.0,Triphala
404,2021-07-04,10897.0,Triphala
405,2021-07-05,10897.0,Triphala
406,2021-07-06,9324.0,Triphala
407,2021-07-07,9324.0,Triphala
408,2021-07-08,10466.0,Triphala
409,2021-07-09,10518.0,Triphala
410,2021-07-10,10518.0,Triphala
411,2021-07-11,10119.0,Triphala
