,date,value,name_B085FWXWKT
170,2020-08-29,5402.0,Hammock Tree Straps
171,2020-08-30,4170.0,Hammock Tree Straps
172,2020-08-31,5093.0,Hammock Tree Straps
173,2020-09-01,5093.0,Hammock Tree Straps
174,2020-09-02,5093.0,Hammock Tree Straps
175,2020-09-03,3321.0,Hammock Tree Straps
176,2020-09-04,3321.0,Hammock Tree Straps
177,2020-09-05,3321.0,Hammock Tree Straps
178,2020-09-06,2729.0,Hammock Tree Straps
179,2020-09-07,2729.0,Hammock Tree Straps
180,2020-09-08,4169.0,Hammock Tree Straps
181,2020-09-09,5040.0,Hammock Tree Straps
182,2020-09-10,3643.0,Hammock Tree Straps
183,2020-09-11,3699.0,Hammock Tree Straps
184,2020-09-12,6388.0,Hammock Tree Straps
185,2020-09-13,6388.0,Hammock Tree Straps
186,2020-09-14,6388.0,Hammock Tree Straps
187,2020-09-15,4362.0,Hammock Tree Straps
188,2020-09-16,4008.0,Hammock Tree Straps
189,2020-09-17,4008.0,Hammock Tree Straps
190,2020-09-18,3498.0,Hammock Tree Straps
191,2020-09-19,3498.0,Hammock Tree Straps
192,2020-09-20,5185.0,Hammock Tree Straps
193,2020-09-21,5185.0,Hammock Tree Straps
194,2020-09-22,5185.0,Hammock Tree Straps
195,2020-09-23,4552.0,Hammock Tree Straps
196,2020-09-24,3902.0,Hammock Tree Straps
197,2020-09-25,3902.0,Hammock Tree Straps
198,2020-09-26,3902.0,Hammock Tree Straps
199,2020-09-27,4162.0,Hammock Tree Straps
200,2020-09-28,4162.0,Hammock Tree Straps
201,2020-09-29,4973.0,Hammock Tree Straps
202,2020-09-30,3920.0,Hammock Tree Straps
203,2020-10-01,4620.0,Hammock Tree Straps
204,2020-10-02,4818.0,Hammock Tree Straps
205,2020-10-03,4818.0,Hammock Tree Straps
206,2020-10-04,4818.0,Hammock Tree Straps
207,2020-10-05,3685.0,Hammock Tree Straps
208,2020-10-06,3685.0,Hammock Tree Straps
209,2020-10-07,4403.0,Hammock Tree Straps
210,2020-10-08,4403.0,Hammock Tree Straps
211,2020-10-09,4403.0,Hammock Tree Straps
212,2020-10-10,6161.0,Hammock Tree Straps
213,2020-10-11,4256.0,Hammock Tree Straps
214,2020-10-12,4256.0,Hammock Tree Straps
215,2020-10-13,4256.0,Hammock Tree Straps
216,2020-10-14,5172.0,Hammock Tree Straps
217,2020-10-15,5172.0,Hammock Tree Straps
218,2020-10-16,5172.0,Hammock Tree Straps
219,2020-10-17,4692.0,Hammock Tree Straps
220,2020-10-18,4692.0,Hammock Tree Straps
221,2020-10-19,5232.0,Hammock Tree Straps
222,2020-10-20,5232.0,Hammock Tree Straps
223,2020-10-21,5232.0,Hammock Tree Straps
224,2020-10-22,5232.0,Hammock Tree Straps
225,2020-10-23,5451.0,Hammock Tree Straps
226,2020-10-24,5451.0,Hammock Tree Straps
227,2020-10-25,5451.0,Hammock Tree Straps
228,2020-10-26,6078.0,Hammock Tree Straps
229,2020-10-27,6078.0,Hammock Tree Straps
230,2020-10-28,6078.0,Hammock Tree Straps
231,2020-10-29,5724.0,Hammock Tree Straps
232,2020-10-30,5724.0,Hammock Tree Straps
233,2020-10-31,4593.0,Hammock Tree Straps
234,2020-11-01,4593.0,Hammock Tree Straps
235,2020-11-02,4593.0,Hammock Tree Straps
236,2020-11-03,5619.0,Hammock Tree Straps
237,2020-11-04,5619.0,Hammock Tree Straps
238,2020-11-05,5619.0,Hammock Tree Straps
239,2020-11-06,4981.0,Hammock Tree Straps
240,2020-11-07,4981.0,Hammock Tree Straps
241,2020-11-08,4981.0,Hammock Tree Straps
242,2020-11-09,4981.0,Hammock Tree Straps
243,2020-11-10,7116.0,Hammock Tree Straps
244,2020-11-11,6236.0,Hammock Tree Straps
245,2020-11-12,5326.0,Hammock Tree Straps
246,2020-11-13,5326.0,Hammock Tree Straps
247,2020-11-14,7403.0,Hammock Tree Straps
248,2020-11-15,7403.0,Hammock Tree Straps
249,2020-11-16,7403.0,Hammock Tree Straps
250,2020-11-17,7634.0,Hammock Tree Straps
251,2020-11-18,7634.0,Hammock Tree Straps
252,2020-11-19,6783.0,Hammock Tree Straps
253,2020-11-20,6783.0,Hammock Tree Straps
254,2020-11-21,6783.0,Hammock Tree Straps
255,2020-11-22,6783.0,Hammock Tree Straps
256,2020-11-23,6706.0,Hammock Tree Straps
257,2020-11-24,6706.0,Hammock Tree Straps
258,2020-11-25,6706.0,Hammock Tree Straps
259,2020-11-26,6438.0,Hammock Tree Straps
260,2020-11-27,6438.0,Hammock Tree Straps
261,2020-11-28,7650.0,Hammock Tree Straps
262,2020-11-29,7650.0,Hammock Tree Straps
263,2020-11-30,7650.0,Hammock Tree Straps
264,2020-12-01,9290.0,Hammock Tree Straps
265,2020-12-02,9290.0,Hammock Tree Straps
266,2020-12-03,9290.0,Hammock Tree Straps
267,2020-12-04,6490.0,Hammock Tree Straps
268,2020-12-05,7125.0,Hammock Tree Straps
269,2020-12-06,7125.0,Hammock Tree Straps
270,2020-12-07,7125.0,Hammock Tree Straps
271,2020-12-08,10957.0,Hammock Tree Straps
272,2020-12-09,10957.0,Hammock Tree Straps
273,2020-12-10,10957.0,Hammock Tree Straps
274,2020-12-11,10957.0,Hammock Tree Straps
275,2020-12-12,8449.0,Hammock Tree Straps
276,2020-12-13,8449.0,Hammock Tree Straps
277,2020-12-14,8449.0,Hammock Tree Straps
278,2020-12-15,8449.0,Hammock Tree Straps
279,2020-12-16,8449.0,Hammock Tree Straps
280,2020-12-17,6745.0,Hammock Tree Straps
281,2020-12-18,8125.0,Hammock Tree Straps
282,2020-12-19,8106.0,Hammock Tree Straps
283,2020-12-20,6593.0,Hammock Tree Straps
284,2020-12-21,6593.0,Hammock Tree Straps
285,2020-12-22,6593.0,Hammock Tree Straps
286,2020-12-23,6593.0,Hammock Tree Straps
287,2020-12-24,6038.0,Hammock Tree Straps
288,2020-12-25,5664.0,Hammock Tree Straps
289,2020-12-26,5664.0,Hammock Tree Straps
290,2020-12-27,5664.0,Hammock Tree Straps
291,2020-12-28,3293.0,Hammock Tree Straps
292,2020-12-29,3964.0,Hammock Tree Straps
293,2020-12-30,3964.0,Hammock Tree Straps
294,2020-12-31,3964.0,Hammock Tree Straps
295,2021-01-01,3964.0,Hammock Tree Straps
296,2021-01-02,5256.0,Hammock Tree Straps
297,2021-01-03,5256.0,Hammock Tree Straps
298,2021-01-04,5256.0,Hammock Tree Straps
299,2021-01-05,4243.0,Hammock Tree Straps
300,2021-01-06,4919.0,Hammock Tree Straps
301,2021-01-07,4927.0,Hammock Tree Straps
302,2021-01-08,4143.0,Hammock Tree Straps
303,2021-01-09,4143.0,Hammock Tree Straps
304,2021-01-10,4143.0,Hammock Tree Straps
305,2021-01-11,4395.0,Hammock Tree Straps
306,2021-01-12,5788.0,Hammock Tree Straps
307,2021-01-13,3651.0,Hammock Tree Straps
308,2021-01-14,7172.0,Hammock Tree Straps
309,2021-01-15,7172.0,Hammock Tree Straps
310,2021-01-16,7172.0,Hammock Tree Straps
311,2021-01-17,7172.0,Hammock Tree Straps
312,2021-01-18,4823.0,Hammock Tree Straps
313,2021-01-19,5818.0,Hammock Tree Straps
314,2021-01-20,5818.0,Hammock Tree Straps
315,2021-01-21,5818.0,Hammock Tree Straps
316,2021-01-22,9211.0,Hammock Tree Straps
317,2021-01-23,9211.0,Hammock Tree Straps
318,2021-01-24,5395.0,Hammock Tree Straps
319,2021-01-25,5395.0,Hammock Tree Straps
320,2021-01-26,8543.0,Hammock Tree Straps
321,2021-01-27,7414.0,Hammock Tree Straps
322,2021-01-28,5975.0,Hammock Tree Straps
323,2021-01-29,8099.0,Hammock Tree Straps
324,2021-01-30,7125.0,Hammock Tree Straps
325,2021-01-31,7125.0,Hammock Tree Straps
326,2021-02-01,7125.0,Hammock Tree Straps
327,2021-02-02,7125.0,Hammock Tree Straps
328,2021-02-03,6335.0,Hammock Tree Straps
329,2021-02-04,6335.0,Hammock Tree Straps
330,2021-02-05,6335.0,Hammock Tree Straps
331,2021-02-06,8504.0,Hammock Tree Straps
332,2021-02-07,4480.0,Hammock Tree Straps
333,2021-02-08,4480.0,Hammock Tree Straps
334,2021-02-09,8424.0,Hammock Tree Straps
335,2021-02-10,8424.0,Hammock Tree Straps
336,2021-02-11,8424.0,Hammock Tree Straps
337,2021-02-12,8424.0,Hammock Tree Straps
338,2021-02-13,8021.0,Hammock Tree Straps
339,2021-02-14,8021.0,Hammock Tree Straps
340,2021-02-15,8021.0,Hammock Tree Straps
341,2021-02-16,8876.0,Hammock Tree Straps
342,2021-02-17,8876.0,Hammock Tree Straps
343,2021-02-18,8876.0,Hammock Tree Straps
344,2021-02-19,8876.0,Hammock Tree Straps
345,2021-02-20,7165.0,Hammock Tree Straps
346,2021-02-21,7165.0,Hammock Tree Straps
347,2021-02-22,7165.0,Hammock Tree Straps
348,2021-02-23,9008.0,Hammock Tree Straps
349,2021-02-24,9008.0,Hammock Tree Straps
350,2021-02-25,9008.0,Hammock Tree Straps
351,2021-02-26,8764.0,Hammock Tree Straps
352,2021-02-27,8764.0,Hammock Tree Straps
353,2021-02-28,8764.0,Hammock Tree Straps
354,2021-03-01,7864.0,Hammock Tree Straps
355,2021-03-02,7864.0,Hammock Tree Straps
356,2021-03-03,7864.0,Hammock Tree Straps
357,2021-03-04,10841.0,Hammock Tree Straps
358,2021-03-05,8807.0,Hammock Tree Straps
359,2021-03-06,8807.0,Hammock Tree Straps
360,2021-03-07,8807.0,Hammock Tree Straps
361,2021-03-08,13857.0,Hammock Tree Straps
362,2021-03-09,8586.0,Hammock Tree Straps
363,2021-03-10,8586.0,Hammock Tree Straps
364,2021-03-11,8586.0,Hammock Tree Straps
365,2021-03-12,8586.0,Hammock Tree Straps
366,2021-03-13,8586.0,Hammock Tree Straps
367,2021-03-14,11079.0,Hammock Tree Straps
368,2021-03-15,11079.0,Hammock Tree Straps
369,2021-03-16,11079.0,Hammock Tree Straps
370,2021-03-17,7131.0,Hammock Tree Straps
371,2021-03-18,8469.0,Hammock Tree Straps
372,2021-03-19,8469.0,Hammock Tree Straps
373,2021-03-20,8469.0,Hammock Tree Straps
374,2021-03-21,13898.0,Hammock Tree Straps
375,2021-03-22,10810.0,Hammock Tree Straps
376,2021-03-23,10375.0,Hammock Tree Straps
377,2021-03-24,10375.0,Hammock Tree Straps
378,2021-03-25,10375.0,Hammock Tree Straps
379,2021-03-26,5967.0,Hammock Tree Straps
380,2021-03-27,5967.0,Hammock Tree Straps
381,2021-03-28,5967.0,Hammock Tree Straps
382,2021-03-29,5967.0,Hammock Tree Straps
383,2021-03-30,9431.0,Hammock Tree Straps
384,2021-03-31,9431.0,Hammock Tree Straps
385,2021-04-01,9431.0,Hammock Tree Straps
386,2021-04-02,9431.0,Hammock Tree Straps
387,2021-04-03,9431.0,Hammock Tree Straps
388,2021-04-04,7278.0,Hammock Tree Straps
389,2021-04-05,7278.0,Hammock Tree Straps
390,2021-04-06,7278.0,Hammock Tree Straps
391,2021-04-07,9942.0,Hammock Tree Straps
392,2021-04-08,9942.0,Hammock Tree Straps
393,2021-04-09,9942.0,Hammock Tree Straps
394,2021-04-10,9942.0,Hammock Tree Straps
395,2021-04-11,9942.0,Hammock Tree Straps
396,2021-04-12,8644.0,Hammock Tree Straps
397,2021-04-13,9384.0,Hammock Tree Straps
398,2021-04-14,11262.0,Hammock Tree Straps
399,2021-04-15,11262.0,Hammock Tree Straps
400,2021-04-16,11262.0,Hammock Tree Straps
401,2021-04-17,13532.0,Hammock Tree Straps
402,2021-04-18,13532.0,Hammock Tree Straps
403,2021-04-19,13532.0,Hammock Tree Straps
404,2021-04-20,13532.0,Hammock Tree Straps
405,2021-04-21,13532.0,Hammock Tree Straps
406,2021-04-22,13474.0,Hammock Tree Straps
407,2021-04-23,12713.0,Hammock Tree Straps
408,2021-04-24,12713.0,Hammock Tree Straps
409,2021-04-25,12713.0,Hammock Tree Straps
410,2021-04-26,14498.0,Hammock Tree Straps
411,2021-04-27,14498.0,Hammock Tree Straps
412,2021-04-28,14498.0,Hammock Tree Straps
413,2021-04-29,14498.0,Hammock Tree Straps
414,2021-04-30,14996.0,Hammock Tree Straps
415,2021-05-01,14996.0,Hammock Tree Straps
416,2021-05-02,14996.0,Hammock Tree Straps
417,2021-05-03,14112.0,Hammock Tree Straps
418,2021-05-04,18613.0,Hammock Tree Straps
419,2021-05-05,18613.0,Hammock Tree Straps
420,2021-05-06,18613.0,Hammock Tree Straps
421,2021-05-07,18613.0,Hammock Tree Straps
422,2021-05-08,18613.0,Hammock Tree Straps
423,2021-05-09,24282.0,Hammock Tree Straps
424,2021-05-10,24282.0,Hammock Tree Straps
425,2021-05-11,35604.0,Hammock Tree Straps
426,2021-05-12,35604.0,Hammock Tree Straps
427,2021-05-13,35604.0,Hammock Tree Straps
428,2021-05-14,56858.0,Hammock Tree Straps
429,2021-05-15,56858.0,Hammock Tree Straps
430,2021-05-16,56858.0,Hammock Tree Straps
431,2021-05-17,56858.0,Hammock Tree Straps
432,2021-05-18,28223.0,Hammock Tree Straps
433,2021-05-19,28223.0,Hammock Tree Straps
434,2021-05-20,19610.0,Hammock Tree Straps
435,2021-05-21,19610.0,Hammock Tree Straps
436,2021-05-22,19610.0,Hammock Tree Straps
437,2021-05-23,19392.0,Hammock Tree Straps
438,2021-05-24,11885.0,Hammock Tree Straps
439,2021-05-25,11681.0,Hammock Tree Straps
440,2021-05-26,11681.0,Hammock Tree Straps
441,2021-05-27,11681.0,Hammock Tree Straps
442,2021-05-28,11681.0,Hammock Tree Straps
443,2021-05-29,15651.0,Hammock Tree Straps
444,2021-05-30,15651.0,Hammock Tree Straps
445,2021-05-31,15651.0,Hammock Tree Straps
446,2021-06-01,10980.0,Hammock Tree Straps
447,2021-06-02,12464.0,Hammock Tree Straps
448,2021-06-03,16841.0,Hammock Tree Straps
449,2021-06-04,16841.0,Hammock Tree Straps
450,2021-06-05,16841.0,Hammock Tree Straps
451,2021-06-06,16841.0,Hammock Tree Straps
452,2021-06-07,16841.0,Hammock Tree Straps
453,2021-06-08,15191.0,Hammock Tree Straps
454,2021-06-09,22353.0,Hammock Tree Straps
455,2021-06-10,22353.0,Hammock Tree Straps
456,2021-06-11,24414.0,Hammock Tree Straps
457,2021-06-12,24414.0,Hammock Tree Straps
458,2021-06-13,19053.0,Hammock Tree Straps
459,2021-06-14,19053.0,Hammock Tree Straps
460,2021-06-15,19053.0,Hammock Tree Straps
461,2021-06-16,19053.0,Hammock Tree Straps
462,2021-06-17,19053.0,Hammock Tree Straps
463,2021-06-18,14362.0,Hammock Tree Straps
464,2021-06-19,14362.0,Hammock Tree Straps
465,2021-06-20,10479.0,Hammock Tree Straps
466,2021-06-21,10479.0,Hammock Tree Straps
467,2021-06-22,12745.0,Hammock Tree Straps
468,2021-06-23,12745.0,Hammock Tree Straps
469,2021-06-24,14865.0,Hammock Tree Straps
470,2021-06-25,14865.0,Hammock Tree Straps
471,2021-06-26,13031.0,Hammock Tree Straps
472,2021-06-27,13031.0,Hammock Tree Straps
473,2021-06-28,13031.0,Hammock Tree Straps
474,2021-06-29,13031.0,Hammock Tree Straps
475,2021-06-30,16844.0,Hammock Tree Straps
476,2021-07-01,16844.0,Hammock Tree Straps
477,2021-07-02,22093.0,Hammock Tree Straps
478,2021-07-03,19801.0,Hammock Tree Straps
479,2021-07-04,19801.0,Hammock Tree Straps
480,2021-07-05,19801.0,Hammock Tree Straps
481,2021-07-06,19801.0,Hammock Tree Straps
482,2021-07-07,19801.0,Hammock Tree Straps
483,2021-07-08,19801.0,Hammock Tree Straps
484,2021-07-09,14620.0,Hammock Tree Straps
