,date,value,name_B07P95Z7QR
198,2020-12-16,15813.0,Organizers & Travel Kits
199,2020-12-17,14903.0,Organizers & Travel Kits
200,2020-12-18,13302.0,Organizers & Travel Kits
201,2020-12-19,13646.0,Organizers & Travel Kits
202,2020-12-20,12646.0,Organizers & Travel Kits
203,2020-12-21,12646.0,Organizers & Travel Kits
204,2020-12-22,14681.0,Organizers & Travel Kits
205,2020-12-23,14681.0,Organizers & Travel Kits
206,2020-12-24,14681.0,Organizers & Travel Kits
207,2020-12-25,14681.0,Organizers & Travel Kits
208,2020-12-26,14681.0,Organizers & Travel Kits
209,2020-12-27,21773.0,Organizers & Travel Kits
210,2020-12-28,21773.0,Organizers & Travel Kits
211,2020-12-29,21773.0,Organizers & Travel Kits
212,2020-12-30,21773.0,Organizers & Travel Kits
213,2020-12-31,17299.0,Organizers & Travel Kits
214,2021-01-01,17299.0,Organizers & Travel Kits
215,2021-01-02,17299.0,Organizers & Travel Kits
216,2021-01-03,17299.0,Organizers & Travel Kits
217,2021-01-04,17299.0,Organizers & Travel Kits
218,2021-01-05,24270.0,Organizers & Travel Kits
219,2021-01-06,24270.0,Organizers & Travel Kits
220,2021-01-07,24270.0,Organizers & Travel Kits
221,2021-01-08,21524.0,Organizers & Travel Kits
222,2021-01-09,21524.0,Organizers & Travel Kits
223,2021-01-10,21524.0,Organizers & Travel Kits
224,2021-01-11,21524.0,Organizers & Travel Kits
225,2021-01-12,21258.0,Organizers & Travel Kits
226,2021-01-13,22737.0,Organizers & Travel Kits
227,2021-01-14,22737.0,Organizers & Travel Kits
228,2021-01-15,19406.0,Organizers & Travel Kits
229,2021-01-16,19406.0,Organizers & Travel Kits
230,2021-01-17,16994.0,Organizers & Travel Kits
231,2021-01-18,16994.0,Organizers & Travel Kits
232,2021-01-19,16994.0,Organizers & Travel Kits
233,2021-01-20,17451.0,Organizers & Travel Kits
234,2021-01-21,17451.0,Organizers & Travel Kits
235,2021-01-22,17604.0,Organizers & Travel Kits
236,2021-01-23,17604.0,Organizers & Travel Kits
237,2021-01-24,17604.0,Organizers & Travel Kits
238,2021-01-25,18908.0,Organizers & Travel Kits
239,2021-01-26,21078.0,Organizers & Travel Kits
240,2021-01-27,21078.0,Organizers & Travel Kits
241,2021-01-28,21078.0,Organizers & Travel Kits
242,2021-01-29,16858.0,Organizers & Travel Kits
243,2021-01-30,16858.0,Organizers & Travel Kits
244,2021-01-31,16858.0,Organizers & Travel Kits
245,2021-02-01,16858.0,Organizers & Travel Kits
246,2021-02-02,16858.0,Organizers & Travel Kits
247,2021-02-03,16858.0,Organizers & Travel Kits
248,2021-02-04,16858.0,Organizers & Travel Kits
249,2021-02-05,34013.0,Organizers & Travel Kits
250,2021-02-06,34013.0,Organizers & Travel Kits
251,2021-02-07,34013.0,Organizers & Travel Kits
252,2021-02-08,24449.0,Organizers & Travel Kits
253,2021-02-09,24449.0,Organizers & Travel Kits
254,2021-02-10,24449.0,Organizers & Travel Kits
255,2021-02-11,24449.0,Organizers & Travel Kits
256,2021-02-12,21657.0,Organizers & Travel Kits
257,2021-02-13,21657.0,Organizers & Travel Kits
258,2021-02-14,21657.0,Organizers & Travel Kits
259,2021-02-15,18024.0,Organizers & Travel Kits
260,2021-02-16,17317.0,Organizers & Travel Kits
261,2021-02-17,17317.0,Organizers & Travel Kits
262,2021-02-18,17317.0,Organizers & Travel Kits
263,2021-02-19,17317.0,Organizers & Travel Kits
264,2021-02-20,17590.0,Organizers & Travel Kits
265,2021-02-21,17590.0,Organizers & Travel Kits
266,2021-02-22,13749.0,Organizers & Travel Kits
267,2021-02-23,13749.0,Organizers & Travel Kits
268,2021-02-24,13775.0,Organizers & Travel Kits
269,2021-02-25,14019.0,Organizers & Travel Kits
270,2021-02-26,14608.0,Organizers & Travel Kits
271,2021-02-27,15745.0,Organizers & Travel Kits
272,2021-02-28,15745.0,Organizers & Travel Kits
273,2021-03-01,15745.0,Organizers & Travel Kits
274,2021-03-02,26969.0,Organizers & Travel Kits
275,2021-03-03,26969.0,Organizers & Travel Kits
276,2021-03-04,26969.0,Organizers & Travel Kits
277,2021-03-05,28645.0,Organizers & Travel Kits
278,2021-03-06,28645.0,Organizers & Travel Kits
279,2021-03-07,28645.0,Organizers & Travel Kits
280,2021-03-08,28645.0,Organizers & Travel Kits
281,2021-03-09,28645.0,Organizers & Travel Kits
282,2021-03-10,30681.0,Organizers & Travel Kits
283,2021-03-11,24469.0,Organizers & Travel Kits
284,2021-03-12,24469.0,Organizers & Travel Kits
285,2021-03-13,24854.0,Organizers & Travel Kits
286,2021-03-14,24854.0,Organizers & Travel Kits
287,2021-03-15,24854.0,Organizers & Travel Kits
288,2021-03-16,24854.0,Organizers & Travel Kits
289,2021-03-17,18979.0,Organizers & Travel Kits
290,2021-03-18,20000.0,Organizers & Travel Kits
291,2021-03-19,20000.0,Organizers & Travel Kits
292,2021-03-20,20000.0,Organizers & Travel Kits
293,2021-03-21,20000.0,Organizers & Travel Kits
294,2021-03-22,20853.0,Organizers & Travel Kits
295,2021-03-23,17520.0,Organizers & Travel Kits
296,2021-03-24,15116.0,Organizers & Travel Kits
297,2021-03-25,11941.0,Organizers & Travel Kits
298,2021-03-26,11941.0,Organizers & Travel Kits
299,2021-03-27,12270.0,Organizers & Travel Kits
300,2021-03-28,11024.0,Organizers & Travel Kits
301,2021-03-29,11024.0,Organizers & Travel Kits
302,2021-03-30,11459.0,Organizers & Travel Kits
303,2021-03-31,13447.0,Organizers & Travel Kits
304,2021-04-01,13447.0,Organizers & Travel Kits
305,2021-04-02,13447.0,Organizers & Travel Kits
306,2021-04-03,13447.0,Organizers & Travel Kits
307,2021-04-04,12078.0,Organizers & Travel Kits
308,2021-04-05,12078.0,Organizers & Travel Kits
309,2021-04-06,12078.0,Organizers & Travel Kits
310,2021-04-07,11199.0,Organizers & Travel Kits
311,2021-04-08,11199.0,Organizers & Travel Kits
312,2021-04-09,11199.0,Organizers & Travel Kits
313,2021-04-10,11199.0,Organizers & Travel Kits
314,2021-04-11,11199.0,Organizers & Travel Kits
315,2021-04-12,11199.0,Organizers & Travel Kits
316,2021-04-13,30392.0,Organizers & Travel Kits
317,2021-04-14,27837.0,Organizers & Travel Kits
318,2021-04-15,27837.0,Organizers & Travel Kits
319,2021-04-16,29951.0,Organizers & Travel Kits
320,2021-04-17,29951.0,Organizers & Travel Kits
321,2021-04-18,29951.0,Organizers & Travel Kits
322,2021-04-19,29951.0,Organizers & Travel Kits
323,2021-04-20,29951.0,Organizers & Travel Kits
324,2021-04-21,22604.0,Organizers & Travel Kits
325,2021-04-22,22604.0,Organizers & Travel Kits
326,2021-04-23,17125.0,Organizers & Travel Kits
327,2021-04-24,16406.0,Organizers & Travel Kits
328,2021-04-25,16406.0,Organizers & Travel Kits
329,2021-04-26,15266.0,Organizers & Travel Kits
330,2021-04-27,13465.0,Organizers & Travel Kits
331,2021-04-28,12846.0,Organizers & Travel Kits
332,2021-04-29,12846.0,Organizers & Travel Kits
333,2021-04-30,15504.0,Organizers & Travel Kits
334,2021-05-01,15504.0,Organizers & Travel Kits
335,2021-05-02,12515.0,Organizers & Travel Kits
336,2021-05-03,12515.0,Organizers & Travel Kits
337,2021-05-04,12515.0,Organizers & Travel Kits
338,2021-05-05,12515.0,Organizers & Travel Kits
339,2021-05-06,15081.0,Organizers & Travel Kits
340,2021-05-07,15081.0,Organizers & Travel Kits
341,2021-05-08,15081.0,Organizers & Travel Kits
342,2021-05-09,15081.0,Organizers & Travel Kits
343,2021-05-10,15081.0,Organizers & Travel Kits
344,2021-05-11,17604.0,Organizers & Travel Kits
345,2021-05-12,17604.0,Organizers & Travel Kits
346,2021-05-13,17604.0,Organizers & Travel Kits
347,2021-05-14,22145.0,Organizers & Travel Kits
348,2021-05-15,22145.0,Organizers & Travel Kits
349,2021-05-16,21288.0,Organizers & Travel Kits
350,2021-05-17,21288.0,Organizers & Travel Kits
351,2021-05-18,21288.0,Organizers & Travel Kits
352,2021-05-19,21288.0,Organizers & Travel Kits
353,2021-05-20,15613.0,Organizers & Travel Kits
354,2021-05-21,12202.0,Organizers & Travel Kits
355,2021-05-22,12202.0,Organizers & Travel Kits
356,2021-05-23,12815.0,Organizers & Travel Kits
357,2021-05-24,12815.0,Organizers & Travel Kits
358,2021-05-25,11303.0,Organizers & Travel Kits
359,2021-05-26,11303.0,Organizers & Travel Kits
360,2021-05-27,10176.0,Organizers & Travel Kits
361,2021-05-28,10176.0,Organizers & Travel Kits
362,2021-05-29,10271.0,Organizers & Travel Kits
363,2021-05-30,10271.0,Organizers & Travel Kits
364,2021-05-31,10165.0,Organizers & Travel Kits
365,2021-06-01,10165.0,Organizers & Travel Kits
366,2021-06-02,10165.0,Organizers & Travel Kits
367,2021-06-03,9981.0,Organizers & Travel Kits
368,2021-06-04,9981.0,Organizers & Travel Kits
369,2021-06-05,9981.0,Organizers & Travel Kits
370,2021-06-06,9981.0,Organizers & Travel Kits
371,2021-06-07,7557.0,Organizers & Travel Kits
372,2021-06-08,7557.0,Organizers & Travel Kits
373,2021-06-09,7719.0,Organizers & Travel Kits
374,2021-06-10,7682.0,Organizers & Travel Kits
375,2021-06-11,7682.0,Organizers & Travel Kits
376,2021-06-12,8092.0,Organizers & Travel Kits
377,2021-06-13,7809.0,Organizers & Travel Kits
378,2021-06-14,7809.0,Organizers & Travel Kits
379,2021-06-15,7809.0,Organizers & Travel Kits
380,2021-06-16,21719.0,Organizers & Travel Kits
381,2021-06-17,20317.0,Organizers & Travel Kits
382,2021-06-18,20317.0,Organizers & Travel Kits
383,2021-06-19,20317.0,Organizers & Travel Kits
384,2021-06-20,20317.0,Organizers & Travel Kits
385,2021-06-21,20554.0,Organizers & Travel Kits
386,2021-06-22,11689.0,Organizers & Travel Kits
387,2021-06-23,11689.0,Organizers & Travel Kits
388,2021-06-24,12723.0,Organizers & Travel Kits
389,2021-06-25,15390.0,Organizers & Travel Kits
390,2021-06-26,15390.0,Organizers & Travel Kits
391,2021-06-27,16109.0,Organizers & Travel Kits
392,2021-06-28,16109.0,Organizers & Travel Kits
393,2021-06-29,19058.0,Organizers & Travel Kits
394,2021-06-30,19058.0,Organizers & Travel Kits
395,2021-07-01,19058.0,Organizers & Travel Kits
396,2021-07-02,19058.0,Organizers & Travel Kits
397,2021-07-03,19058.0,Organizers & Travel Kits
398,2021-07-04,12467.0,Organizers & Travel Kits
399,2021-07-05,10811.0,Organizers & Travel Kits
400,2021-07-06,10811.0,Organizers & Travel Kits
401,2021-07-07,10811.0,Organizers & Travel Kits
402,2021-07-08,10811.0,Organizers & Travel Kits
403,2021-07-09,9283.0,Organizers & Travel Kits
404,2021-07-10,7660.0,Organizers & Travel Kits
405,2021-07-11,7033.0,Organizers & Travel Kits
