,date,value,name_B08429WG8T
517,2021-06-27,15038.0,Wall & Tabletop Frames
518,2021-06-28,12913.0,Wall & Tabletop Frames
519,2021-06-29,12913.0,Wall & Tabletop Frames
520,2021-06-30,13917.0,Wall & Tabletop Frames
521,2021-07-01,11183.0,Wall & Tabletop Frames
522,2021-07-02,11183.0,Wall & Tabletop Frames
523,2021-07-03,11079.0,Wall & Tabletop Frames
524,2021-07-04,11079.0,Wall & Tabletop Frames
525,2021-07-05,11079.0,Wall & Tabletop Frames
526,2021-07-06,16546.0,Wall & Tabletop Frames
527,2021-07-07,16546.0,Wall & Tabletop Frames
528,2021-07-08,12888.0,Wall & Tabletop Frames
529,2021-07-09,12888.0,Wall & Tabletop Frames
530,2021-07-10,12888.0,Wall & Tabletop Frames
531,2021-07-11,14879.0,Wall & Tabletop Frames
