,date,value,name_B08DXYVCRS
59,2020-10-03,20163.0,Wall & Tabletop Frames
60,2020-10-04,18900.0,Wall & Tabletop Frames
61,2020-10-05,18900.0,Wall & Tabletop Frames
62,2020-10-06,18900.0,Wall & Tabletop Frames
63,2020-10-07,18900.0,Wall & Tabletop Frames
64,2020-10-08,17811.0,Wall & Tabletop Frames
65,2020-10-09,17811.0,Wall & Tabletop Frames
66,2020-10-10,17811.0,Wall & Tabletop Frames
67,2020-10-11,17811.0,Wall & Tabletop Frames
68,2020-10-12,12909.0,Wall & Tabletop Frames
69,2020-10-13,12909.0,Wall & Tabletop Frames
70,2020-10-14,12909.0,Wall & Tabletop Frames
71,2020-10-15,12909.0,Wall & Tabletop Frames
72,2020-10-16,14769.0,Wall & Tabletop Frames
73,2020-10-17,14769.0,Wall & Tabletop Frames
74,2020-10-18,14769.0,Wall & Tabletop Frames
75,2020-10-19,14769.0,Wall & Tabletop Frames
76,2020-10-20,20792.0,Wall & Tabletop Frames
77,2020-10-21,20792.0,Wall & Tabletop Frames
78,2020-10-22,18363.0,Wall & Tabletop Frames
79,2020-10-23,18363.0,Wall & Tabletop Frames
80,2020-10-24,18094.0,Wall & Tabletop Frames
81,2020-10-25,13886.0,Wall & Tabletop Frames
82,2020-10-26,13886.0,Wall & Tabletop Frames
83,2020-10-27,13086.0,Wall & Tabletop Frames
84,2020-10-28,13086.0,Wall & Tabletop Frames
85,2020-10-29,13086.0,Wall & Tabletop Frames
86,2020-10-30,13086.0,Wall & Tabletop Frames
87,2020-10-31,13086.0,Wall & Tabletop Frames
88,2020-11-01,13086.0,Wall & Tabletop Frames
89,2020-11-02,13086.0,Wall & Tabletop Frames
90,2020-11-03,15671.0,Wall & Tabletop Frames
91,2020-11-04,21070.0,Wall & Tabletop Frames
92,2020-11-05,21070.0,Wall & Tabletop Frames
93,2020-11-06,21070.0,Wall & Tabletop Frames
94,2020-11-07,21070.0,Wall & Tabletop Frames
95,2020-11-08,21070.0,Wall & Tabletop Frames
96,2020-11-09,21070.0,Wall & Tabletop Frames
97,2020-11-10,18509.0,Wall & Tabletop Frames
98,2020-11-11,16530.0,Wall & Tabletop Frames
99,2020-11-12,16530.0,Wall & Tabletop Frames
100,2020-11-13,18809.0,Wall & Tabletop Frames
101,2020-11-14,18809.0,Wall & Tabletop Frames
102,2020-11-15,18809.0,Wall & Tabletop Frames
103,2020-11-16,18809.0,Wall & Tabletop Frames
104,2020-11-17,18809.0,Wall & Tabletop Frames
105,2020-11-18,17755.0,Wall & Tabletop Frames
106,2020-11-19,17755.0,Wall & Tabletop Frames
107,2020-11-20,19306.0,Wall & Tabletop Frames
108,2020-11-21,19306.0,Wall & Tabletop Frames
109,2020-11-22,19306.0,Wall & Tabletop Frames
110,2020-11-23,19306.0,Wall & Tabletop Frames
111,2020-11-24,19413.0,Wall & Tabletop Frames
112,2020-11-25,19413.0,Wall & Tabletop Frames
113,2020-11-26,19413.0,Wall & Tabletop Frames
114,2020-11-27,19413.0,Wall & Tabletop Frames
115,2020-11-28,19413.0,Wall & Tabletop Frames
116,2020-11-29,20247.0,Wall & Tabletop Frames
117,2020-11-30,20247.0,Wall & Tabletop Frames
118,2020-12-01,20247.0,Wall & Tabletop Frames
119,2020-12-02,20247.0,Wall & Tabletop Frames
120,2020-12-03,20247.0,Wall & Tabletop Frames
121,2020-12-04,16760.0,Wall & Tabletop Frames
122,2020-12-05,16760.0,Wall & Tabletop Frames
123,2020-12-06,16760.0,Wall & Tabletop Frames
124,2020-12-07,16760.0,Wall & Tabletop Frames
125,2020-12-08,16760.0,Wall & Tabletop Frames
126,2020-12-09,13237.0,Wall & Tabletop Frames
127,2020-12-10,14274.0,Wall & Tabletop Frames
128,2020-12-11,14274.0,Wall & Tabletop Frames
129,2020-12-12,14274.0,Wall & Tabletop Frames
130,2020-12-13,16768.0,Wall & Tabletop Frames
131,2020-12-14,16768.0,Wall & Tabletop Frames
132,2020-12-15,16768.0,Wall & Tabletop Frames
133,2020-12-16,20639.0,Wall & Tabletop Frames
134,2020-12-17,20639.0,Wall & Tabletop Frames
135,2020-12-18,20639.0,Wall & Tabletop Frames
136,2020-12-19,20639.0,Wall & Tabletop Frames
137,2020-12-20,13657.0,Wall & Tabletop Frames
138,2020-12-21,13657.0,Wall & Tabletop Frames
139,2020-12-22,13657.0,Wall & Tabletop Frames
140,2020-12-23,13177.0,Wall & Tabletop Frames
141,2020-12-24,13177.0,Wall & Tabletop Frames
142,2020-12-25,13177.0,Wall & Tabletop Frames
143,2020-12-26,13177.0,Wall & Tabletop Frames
144,2020-12-27,13177.0,Wall & Tabletop Frames
145,2020-12-28,22860.0,Wall & Tabletop Frames
146,2020-12-29,24369.0,Wall & Tabletop Frames
147,2020-12-30,25338.0,Wall & Tabletop Frames
148,2020-12-31,25338.0,Wall & Tabletop Frames
149,2021-01-01,25338.0,Wall & Tabletop Frames
150,2021-01-02,25338.0,Wall & Tabletop Frames
151,2021-01-03,25338.0,Wall & Tabletop Frames
152,2021-01-04,11757.0,Wall & Tabletop Frames
153,2021-01-05,11757.0,Wall & Tabletop Frames
154,2021-01-06,11757.0,Wall & Tabletop Frames
155,2021-01-07,14033.0,Wall & Tabletop Frames
156,2021-01-08,14033.0,Wall & Tabletop Frames
157,2021-01-09,14033.0,Wall & Tabletop Frames
158,2021-01-10,14033.0,Wall & Tabletop Frames
159,2021-01-11,17280.0,Wall & Tabletop Frames
160,2021-01-12,17280.0,Wall & Tabletop Frames
161,2021-01-13,17280.0,Wall & Tabletop Frames
162,2021-01-14,21750.0,Wall & Tabletop Frames
163,2021-01-15,21750.0,Wall & Tabletop Frames
164,2021-01-16,21750.0,Wall & Tabletop Frames
165,2021-01-17,21750.0,Wall & Tabletop Frames
166,2021-01-18,21750.0,Wall & Tabletop Frames
167,2021-01-19,25519.0,Wall & Tabletop Frames
168,2021-01-20,25519.0,Wall & Tabletop Frames
169,2021-01-21,25519.0,Wall & Tabletop Frames
170,2021-01-22,29433.0,Wall & Tabletop Frames
171,2021-01-23,29433.0,Wall & Tabletop Frames
172,2021-01-24,29433.0,Wall & Tabletop Frames
173,2021-01-25,29433.0,Wall & Tabletop Frames
174,2021-01-26,29433.0,Wall & Tabletop Frames
175,2021-01-27,25378.0,Wall & Tabletop Frames
176,2021-01-28,25378.0,Wall & Tabletop Frames
177,2021-01-29,25378.0,Wall & Tabletop Frames
178,2021-01-30,25378.0,Wall & Tabletop Frames
179,2021-01-31,25378.0,Wall & Tabletop Frames
180,2021-02-01,22095.0,Wall & Tabletop Frames
181,2021-02-02,22095.0,Wall & Tabletop Frames
182,2021-02-03,22095.0,Wall & Tabletop Frames
183,2021-02-04,22095.0,Wall & Tabletop Frames
184,2021-02-05,22095.0,Wall & Tabletop Frames
185,2021-02-06,22095.0,Wall & Tabletop Frames
186,2021-02-07,33631.0,Wall & Tabletop Frames
187,2021-02-08,33631.0,Wall & Tabletop Frames
188,2021-02-09,33631.0,Wall & Tabletop Frames
189,2021-02-10,26026.0,Wall & Tabletop Frames
190,2021-02-11,26026.0,Wall & Tabletop Frames
191,2021-02-12,26026.0,Wall & Tabletop Frames
192,2021-02-13,26026.0,Wall & Tabletop Frames
193,2021-02-14,26026.0,Wall & Tabletop Frames
194,2021-02-15,26026.0,Wall & Tabletop Frames
195,2021-02-16,26026.0,Wall & Tabletop Frames
196,2021-02-17,27520.0,Wall & Tabletop Frames
197,2021-02-18,27520.0,Wall & Tabletop Frames
198,2021-02-19,27520.0,Wall & Tabletop Frames
199,2021-02-20,27520.0,Wall & Tabletop Frames
200,2021-02-21,27520.0,Wall & Tabletop Frames
201,2021-02-22,34962.0,Wall & Tabletop Frames
202,2021-02-23,34962.0,Wall & Tabletop Frames
203,2021-02-24,34962.0,Wall & Tabletop Frames
204,2021-02-25,34962.0,Wall & Tabletop Frames
205,2021-02-26,31365.0,Wall & Tabletop Frames
206,2021-02-27,32327.0,Wall & Tabletop Frames
207,2021-02-28,32327.0,Wall & Tabletop Frames
208,2021-03-01,32327.0,Wall & Tabletop Frames
209,2021-03-02,31212.0,Wall & Tabletop Frames
210,2021-03-03,19632.0,Wall & Tabletop Frames
211,2021-03-04,19632.0,Wall & Tabletop Frames
212,2021-03-05,19632.0,Wall & Tabletop Frames
213,2021-03-06,19632.0,Wall & Tabletop Frames
214,2021-03-07,19632.0,Wall & Tabletop Frames
215,2021-03-08,26786.0,Wall & Tabletop Frames
216,2021-03-09,26786.0,Wall & Tabletop Frames
217,2021-03-10,27687.0,Wall & Tabletop Frames
218,2021-03-11,27687.0,Wall & Tabletop Frames
219,2021-03-12,27687.0,Wall & Tabletop Frames
220,2021-03-13,27687.0,Wall & Tabletop Frames
221,2021-03-14,27687.0,Wall & Tabletop Frames
222,2021-03-15,27687.0,Wall & Tabletop Frames
223,2021-03-16,18540.0,Wall & Tabletop Frames
224,2021-03-17,18540.0,Wall & Tabletop Frames
225,2021-03-18,18540.0,Wall & Tabletop Frames
226,2021-03-19,26140.0,Wall & Tabletop Frames
227,2021-03-20,26140.0,Wall & Tabletop Frames
228,2021-03-21,26140.0,Wall & Tabletop Frames
229,2021-03-22,26140.0,Wall & Tabletop Frames
230,2021-03-23,26140.0,Wall & Tabletop Frames
231,2021-03-24,26140.0,Wall & Tabletop Frames
232,2021-03-25,22529.0,Wall & Tabletop Frames
233,2021-03-26,22529.0,Wall & Tabletop Frames
234,2021-03-27,22529.0,Wall & Tabletop Frames
235,2021-03-28,22529.0,Wall & Tabletop Frames
236,2021-03-29,19380.0,Wall & Tabletop Frames
237,2021-03-30,19380.0,Wall & Tabletop Frames
238,2021-03-31,19380.0,Wall & Tabletop Frames
239,2021-04-01,25231.0,Wall & Tabletop Frames
240,2021-04-02,26644.0,Wall & Tabletop Frames
241,2021-04-03,26644.0,Wall & Tabletop Frames
242,2021-04-04,26644.0,Wall & Tabletop Frames
243,2021-04-05,31630.0,Wall & Tabletop Frames
244,2021-04-06,31956.0,Wall & Tabletop Frames
245,2021-04-07,31956.0,Wall & Tabletop Frames
246,2021-04-08,31956.0,Wall & Tabletop Frames
247,2021-04-09,31956.0,Wall & Tabletop Frames
248,2021-04-10,31471.0,Wall & Tabletop Frames
249,2021-04-11,31471.0,Wall & Tabletop Frames
250,2021-04-12,31471.0,Wall & Tabletop Frames
251,2021-04-13,35949.0,Wall & Tabletop Frames
252,2021-04-14,35949.0,Wall & Tabletop Frames
253,2021-04-15,35949.0,Wall & Tabletop Frames
254,2021-04-16,35949.0,Wall & Tabletop Frames
255,2021-04-17,35949.0,Wall & Tabletop Frames
256,2021-04-18,35949.0,Wall & Tabletop Frames
257,2021-04-19,35949.0,Wall & Tabletop Frames
258,2021-04-20,35949.0,Wall & Tabletop Frames
259,2021-04-21,33590.0,Wall & Tabletop Frames
260,2021-04-22,33590.0,Wall & Tabletop Frames
261,2021-04-23,19724.0,Wall & Tabletop Frames
262,2021-04-24,19724.0,Wall & Tabletop Frames
263,2021-04-25,19724.0,Wall & Tabletop Frames
264,2021-04-26,42082.0,Wall & Tabletop Frames
265,2021-04-27,42082.0,Wall & Tabletop Frames
266,2021-04-28,42082.0,Wall & Tabletop Frames
267,2021-04-29,42082.0,Wall & Tabletop Frames
268,2021-04-30,42082.0,Wall & Tabletop Frames
269,2021-05-01,42082.0,Wall & Tabletop Frames
270,2021-05-02,42082.0,Wall & Tabletop Frames
271,2021-05-03,42082.0,Wall & Tabletop Frames
272,2021-05-04,22942.0,Wall & Tabletop Frames
273,2021-05-05,22942.0,Wall & Tabletop Frames
274,2021-05-06,22942.0,Wall & Tabletop Frames
275,2021-05-07,23096.0,Wall & Tabletop Frames
276,2021-05-08,23096.0,Wall & Tabletop Frames
277,2021-05-09,23096.0,Wall & Tabletop Frames
278,2021-05-10,23096.0,Wall & Tabletop Frames
279,2021-05-11,23096.0,Wall & Tabletop Frames
280,2021-05-12,27356.0,Wall & Tabletop Frames
281,2021-05-13,27356.0,Wall & Tabletop Frames
282,2021-05-14,27356.0,Wall & Tabletop Frames
283,2021-05-15,29958.0,Wall & Tabletop Frames
284,2021-05-16,29958.0,Wall & Tabletop Frames
285,2021-05-17,29958.0,Wall & Tabletop Frames
286,2021-05-18,29777.0,Wall & Tabletop Frames
287,2021-05-19,29777.0,Wall & Tabletop Frames
288,2021-05-20,30111.0,Wall & Tabletop Frames
289,2021-05-21,30111.0,Wall & Tabletop Frames
290,2021-05-22,30111.0,Wall & Tabletop Frames
291,2021-05-23,22591.0,Wall & Tabletop Frames
292,2021-05-24,23330.0,Wall & Tabletop Frames
293,2021-05-25,23330.0,Wall & Tabletop Frames
294,2021-05-26,23330.0,Wall & Tabletop Frames
295,2021-05-27,23330.0,Wall & Tabletop Frames
296,2021-05-28,20214.0,Wall & Tabletop Frames
297,2021-05-29,20214.0,Wall & Tabletop Frames
298,2021-05-30,20214.0,Wall & Tabletop Frames
299,2021-05-31,21328.0,Wall & Tabletop Frames
300,2021-06-01,23119.0,Wall & Tabletop Frames
301,2021-06-02,23119.0,Wall & Tabletop Frames
302,2021-06-03,23119.0,Wall & Tabletop Frames
303,2021-06-04,19795.0,Wall & Tabletop Frames
304,2021-06-05,19795.0,Wall & Tabletop Frames
305,2021-06-06,19795.0,Wall & Tabletop Frames
306,2021-06-07,24000.0,Wall & Tabletop Frames
307,2021-06-08,24000.0,Wall & Tabletop Frames
308,2021-06-09,24000.0,Wall & Tabletop Frames
309,2021-06-10,24000.0,Wall & Tabletop Frames
310,2021-06-11,18078.0,Wall & Tabletop Frames
311,2021-06-12,18078.0,Wall & Tabletop Frames
312,2021-06-13,18078.0,Wall & Tabletop Frames
313,2021-06-14,18078.0,Wall & Tabletop Frames
314,2021-06-15,14393.0,Wall & Tabletop Frames
315,2021-06-16,15395.0,Wall & Tabletop Frames
316,2021-06-17,15395.0,Wall & Tabletop Frames
317,2021-06-18,18473.0,Wall & Tabletop Frames
318,2021-06-19,18473.0,Wall & Tabletop Frames
319,2021-06-20,18473.0,Wall & Tabletop Frames
320,2021-06-21,21134.0,Wall & Tabletop Frames
321,2021-06-22,22404.0,Wall & Tabletop Frames
322,2021-06-23,22404.0,Wall & Tabletop Frames
323,2021-06-24,22404.0,Wall & Tabletop Frames
324,2021-06-25,22404.0,Wall & Tabletop Frames
325,2021-06-26,22404.0,Wall & Tabletop Frames
326,2021-06-27,14277.0,Wall & Tabletop Frames
327,2021-06-28,12725.0,Wall & Tabletop Frames
328,2021-06-29,18075.0,Wall & Tabletop Frames
329,2021-06-30,18075.0,Wall & Tabletop Frames
330,2021-07-01,16192.0,Wall & Tabletop Frames
331,2021-07-02,16192.0,Wall & Tabletop Frames
332,2021-07-03,16433.0,Wall & Tabletop Frames
333,2021-07-04,16433.0,Wall & Tabletop Frames
334,2021-07-05,16433.0,Wall & Tabletop Frames
335,2021-07-06,18760.0,Wall & Tabletop Frames
336,2021-07-07,13643.0,Wall & Tabletop Frames
337,2021-07-08,13891.0,Wall & Tabletop Frames
338,2021-07-09,13891.0,Wall & Tabletop Frames
339,2021-07-10,15461.0,Wall & Tabletop Frames
340,2021-07-11,15448.0,Wall & Tabletop Frames
