,date,value,name_B081B9NQ8S
156,2020-04-22,15169.0,Pool Filter Valves
157,2020-04-23,15169.0,Pool Filter Valves
158,2020-04-24,15169.0,Pool Filter Valves
159,2020-04-25,15169.0,Pool Filter Valves
160,2020-04-26,15169.0,Pool Filter Valves
161,2020-04-27,15169.0,Pool Filter Valves
162,2020-04-28,15169.0,Pool Filter Valves
163,2020-04-29,15169.0,Pool Filter Valves
164,2020-04-30,15169.0,Pool Filter Valves
165,2020-05-01,15169.0,Pool Filter Valves
166,2020-05-02,15169.0,Pool Filter Valves
167,2020-05-03,15169.0,Pool Filter Valves
168,2020-05-04,15169.0,Pool Filter Valves
169,2020-05-05,12531.0,Pool Filter Valves
170,2020-05-06,12531.0,Pool Filter Valves
171,2020-05-07,12531.0,Pool Filter Valves
172,2020-05-08,12531.0,Pool Filter Valves
173,2020-05-09,12531.0,Pool Filter Valves
174,2020-05-10,7506.0,Pool Filter Valves
175,2020-05-11,7506.0,Pool Filter Valves
176,2020-05-12,7506.0,Pool Filter Valves
177,2020-05-13,7506.0,Pool Filter Valves
178,2020-05-14,7506.0,Pool Filter Valves
179,2020-05-15,7506.0,Pool Filter Valves
180,2020-05-16,7506.0,Pool Filter Valves
181,2020-05-17,9341.0,Pool Filter Valves
182,2020-05-18,9341.0,Pool Filter Valves
183,2020-05-19,9341.0,Pool Filter Valves
184,2020-05-20,9096.0,Pool Filter Valves
185,2020-05-21,9096.0,Pool Filter Valves
186,2020-05-22,9444.0,Pool Filter Valves
187,2020-05-23,7987.0,Pool Filter Valves
188,2020-05-24,7987.0,Pool Filter Valves
189,2020-05-25,7987.0,Pool Filter Valves
190,2020-05-26,7987.0,Pool Filter Valves
191,2020-05-27,8397.0,Pool Filter Valves
192,2020-05-28,8397.0,Pool Filter Valves
193,2020-05-29,8397.0,Pool Filter Valves
194,2020-05-30,7950.0,Pool Filter Valves
195,2020-05-31,7950.0,Pool Filter Valves
196,2020-06-01,7950.0,Pool Filter Valves
197,2020-06-02,9017.0,Pool Filter Valves
198,2020-06-03,9017.0,Pool Filter Valves
199,2020-06-04,8957.0,Pool Filter Valves
200,2020-06-05,8957.0,Pool Filter Valves
201,2020-06-06,8957.0,Pool Filter Valves
202,2020-06-07,8957.0,Pool Filter Valves
203,2020-06-08,8233.0,Pool Filter Valves
204,2020-06-09,8233.0,Pool Filter Valves
205,2020-06-10,8233.0,Pool Filter Valves
206,2020-06-11,8233.0,Pool Filter Valves
207,2020-06-12,8233.0,Pool Filter Valves
208,2020-06-13,8233.0,Pool Filter Valves
209,2020-06-14,8641.0,Pool Filter Valves
210,2020-06-15,10590.0,Pool Filter Valves
211,2020-06-16,10590.0,Pool Filter Valves
212,2020-06-17,10590.0,Pool Filter Valves
213,2020-06-18,10674.0,Pool Filter Valves
214,2020-06-19,10674.0,Pool Filter Valves
215,2020-06-20,10674.0,Pool Filter Valves
216,2020-06-21,10674.0,Pool Filter Valves
217,2020-06-22,13952.0,Pool Filter Valves
218,2020-06-23,9728.0,Pool Filter Valves
219,2020-06-24,9728.0,Pool Filter Valves
220,2020-06-25,9728.0,Pool Filter Valves
221,2020-06-26,9728.0,Pool Filter Valves
222,2020-06-27,9728.0,Pool Filter Valves
223,2020-06-28,6962.0,Pool Filter Valves
224,2020-06-29,9316.0,Pool Filter Valves
225,2020-06-30,9316.0,Pool Filter Valves
226,2020-07-01,9316.0,Pool Filter Valves
227,2020-07-02,8824.0,Pool Filter Valves
228,2020-07-03,8824.0,Pool Filter Valves
229,2020-07-04,8824.0,Pool Filter Valves
230,2020-07-05,8824.0,Pool Filter Valves
231,2020-07-06,8824.0,Pool Filter Valves
232,2020-07-07,8824.0,Pool Filter Valves
233,2020-07-08,8824.0,Pool Filter Valves
234,2020-07-09,11705.0,Pool Filter Valves
235,2020-07-10,11705.0,Pool Filter Valves
236,2020-07-11,11705.0,Pool Filter Valves
237,2020-07-12,7303.0,Pool Filter Valves
238,2020-07-13,7303.0,Pool Filter Valves
239,2020-07-14,8932.0,Pool Filter Valves
240,2020-07-15,8932.0,Pool Filter Valves
241,2020-07-16,8932.0,Pool Filter Valves
242,2020-07-17,7600.0,Pool Filter Valves
243,2020-07-18,7600.0,Pool Filter Valves
244,2020-07-19,7600.0,Pool Filter Valves
245,2020-07-20,7600.0,Pool Filter Valves
246,2020-07-21,9582.0,Pool Filter Valves
247,2020-07-22,9582.0,Pool Filter Valves
248,2020-07-23,9075.0,Pool Filter Valves
249,2020-07-24,9075.0,Pool Filter Valves
250,2020-07-25,9075.0,Pool Filter Valves
251,2020-07-26,8702.0,Pool Filter Valves
252,2020-07-27,8702.0,Pool Filter Valves
253,2020-07-28,8702.0,Pool Filter Valves
254,2020-07-29,8702.0,Pool Filter Valves
255,2020-07-30,10239.0,Pool Filter Valves
256,2020-07-31,10239.0,Pool Filter Valves
257,2020-08-01,10239.0,Pool Filter Valves
258,2020-08-02,10511.0,Pool Filter Valves
259,2020-08-03,10511.0,Pool Filter Valves
260,2020-08-04,10511.0,Pool Filter Valves
261,2020-08-05,12778.0,Pool Filter Valves
262,2020-08-06,12778.0,Pool Filter Valves
263,2020-08-07,13367.0,Pool Filter Valves
264,2020-08-08,13367.0,Pool Filter Valves
265,2020-08-09,13367.0,Pool Filter Valves
266,2020-08-10,13367.0,Pool Filter Valves
267,2020-08-11,13367.0,Pool Filter Valves
268,2020-08-12,13367.0,Pool Filter Valves
269,2020-08-13,13367.0,Pool Filter Valves
270,2020-08-14,10949.0,Pool Filter Valves
271,2020-08-15,10949.0,Pool Filter Valves
272,2020-08-16,10949.0,Pool Filter Valves
273,2020-08-17,12713.0,Pool Filter Valves
274,2020-08-18,7556.0,Pool Filter Valves
275,2020-08-19,7556.0,Pool Filter Valves
276,2020-08-20,7556.0,Pool Filter Valves
277,2020-08-21,7556.0,Pool Filter Valves
278,2020-08-22,7556.0,Pool Filter Valves
279,2020-08-23,7556.0,Pool Filter Valves
280,2020-08-24,7556.0,Pool Filter Valves
281,2020-08-25,7556.0,Pool Filter Valves
282,2020-08-26,8288.0,Pool Filter Valves
283,2020-08-27,8288.0,Pool Filter Valves
284,2020-08-28,8288.0,Pool Filter Valves
285,2020-08-29,9918.0,Pool Filter Valves
286,2020-08-30,9918.0,Pool Filter Valves
287,2020-08-31,12750.0,Pool Filter Valves
288,2020-09-01,12750.0,Pool Filter Valves
289,2020-09-02,7819.0,Pool Filter Valves
290,2020-09-03,7819.0,Pool Filter Valves
291,2020-09-04,7819.0,Pool Filter Valves
292,2020-09-05,7819.0,Pool Filter Valves
293,2020-09-06,7819.0,Pool Filter Valves
294,2020-09-07,11967.0,Pool Filter Valves
295,2020-09-08,11967.0,Pool Filter Valves
296,2020-09-09,11967.0,Pool Filter Valves
297,2020-09-10,11819.0,Pool Filter Valves
298,2020-09-11,11819.0,Pool Filter Valves
299,2020-09-12,11819.0,Pool Filter Valves
300,2020-09-13,11819.0,Pool Filter Valves
301,2020-09-14,12236.0,Pool Filter Valves
302,2020-09-15,15298.0,Pool Filter Valves
303,2020-09-16,15298.0,Pool Filter Valves
304,2020-09-17,9256.0,Pool Filter Valves
305,2020-09-18,9256.0,Pool Filter Valves
306,2020-09-19,9256.0,Pool Filter Valves
307,2020-09-20,11227.0,Pool Filter Valves
308,2020-09-21,11227.0,Pool Filter Valves
309,2020-09-22,11227.0,Pool Filter Valves
310,2020-09-23,11227.0,Pool Filter Valves
311,2020-09-24,11165.0,Pool Filter Valves
312,2020-09-25,11165.0,Pool Filter Valves
313,2020-09-26,11165.0,Pool Filter Valves
314,2020-09-27,10561.0,Pool Filter Valves
315,2020-09-28,10561.0,Pool Filter Valves
316,2020-09-29,10561.0,Pool Filter Valves
317,2020-09-30,14636.0,Pool Filter Valves
318,2020-10-01,14636.0,Pool Filter Valves
319,2020-10-02,10970.0,Pool Filter Valves
320,2020-10-03,10970.0,Pool Filter Valves
321,2020-10-04,10970.0,Pool Filter Valves
322,2020-10-05,10796.0,Pool Filter Valves
323,2020-10-06,10796.0,Pool Filter Valves
324,2020-10-07,12057.0,Pool Filter Valves
325,2020-10-08,12057.0,Pool Filter Valves
326,2020-10-09,12057.0,Pool Filter Valves
327,2020-10-10,12057.0,Pool Filter Valves
328,2020-10-11,9194.0,Pool Filter Valves
329,2020-10-12,11762.0,Pool Filter Valves
330,2020-10-13,10004.0,Pool Filter Valves
331,2020-10-14,10004.0,Pool Filter Valves
332,2020-10-15,10004.0,Pool Filter Valves
333,2020-10-16,10004.0,Pool Filter Valves
334,2020-10-17,13431.0,Pool Filter Valves
335,2020-10-18,13431.0,Pool Filter Valves
336,2020-10-19,13431.0,Pool Filter Valves
337,2020-10-20,13939.0,Pool Filter Valves
338,2020-10-21,13939.0,Pool Filter Valves
339,2020-10-22,13939.0,Pool Filter Valves
340,2020-10-23,22127.0,Pool Filter Valves
341,2020-10-24,22127.0,Pool Filter Valves
342,2020-10-25,22127.0,Pool Filter Valves
343,2020-10-26,22127.0,Pool Filter Valves
344,2020-10-27,22127.0,Pool Filter Valves
345,2020-10-28,13587.0,Pool Filter Valves
346,2020-10-29,13587.0,Pool Filter Valves
347,2020-10-30,15425.0,Pool Filter Valves
348,2020-10-31,15425.0,Pool Filter Valves
349,2020-11-01,15425.0,Pool Filter Valves
350,2020-11-02,12348.0,Pool Filter Valves
351,2020-11-03,12348.0,Pool Filter Valves
352,2020-11-04,12348.0,Pool Filter Valves
353,2020-11-05,12669.0,Pool Filter Valves
354,2020-11-06,12669.0,Pool Filter Valves
355,2020-11-07,12669.0,Pool Filter Valves
356,2020-11-08,12669.0,Pool Filter Valves
357,2020-11-09,9027.0,Pool Filter Valves
358,2020-11-10,12249.0,Pool Filter Valves
359,2020-11-11,12249.0,Pool Filter Valves
360,2020-11-12,12249.0,Pool Filter Valves
361,2020-11-13,12249.0,Pool Filter Valves
362,2020-11-14,12249.0,Pool Filter Valves
363,2020-11-15,12249.0,Pool Filter Valves
364,2020-11-16,12249.0,Pool Filter Valves
365,2020-11-17,11118.0,Pool Filter Valves
366,2020-11-18,11118.0,Pool Filter Valves
367,2020-11-19,11118.0,Pool Filter Valves
368,2020-11-20,11619.0,Pool Filter Valves
369,2020-11-21,11619.0,Pool Filter Valves
370,2020-11-22,11619.0,Pool Filter Valves
371,2020-11-23,12151.0,Pool Filter Valves
372,2020-11-24,12151.0,Pool Filter Valves
373,2020-11-25,12151.0,Pool Filter Valves
374,2020-11-26,12151.0,Pool Filter Valves
375,2020-11-27,12151.0,Pool Filter Valves
376,2020-11-28,12452.0,Pool Filter Valves
377,2020-11-29,12452.0,Pool Filter Valves
378,2020-11-30,12452.0,Pool Filter Valves
379,2020-12-01,12452.0,Pool Filter Valves
380,2020-12-02,12452.0,Pool Filter Valves
381,2020-12-03,13928.0,Pool Filter Valves
382,2020-12-04,13928.0,Pool Filter Valves
383,2020-12-05,17170.0,Pool Filter Valves
384,2020-12-06,17170.0,Pool Filter Valves
385,2020-12-07,17170.0,Pool Filter Valves
386,2020-12-08,17170.0,Pool Filter Valves
387,2020-12-09,17170.0,Pool Filter Valves
388,2020-12-10,13964.0,Pool Filter Valves
389,2020-12-11,13964.0,Pool Filter Valves
390,2020-12-12,18410.0,Pool Filter Valves
391,2020-12-13,18410.0,Pool Filter Valves
392,2020-12-14,18410.0,Pool Filter Valves
393,2020-12-15,18410.0,Pool Filter Valves
394,2020-12-16,18410.0,Pool Filter Valves
395,2020-12-17,16629.0,Pool Filter Valves
396,2020-12-18,16629.0,Pool Filter Valves
397,2020-12-19,16629.0,Pool Filter Valves
398,2020-12-20,16629.0,Pool Filter Valves
399,2020-12-21,16629.0,Pool Filter Valves
400,2020-12-22,12663.0,Pool Filter Valves
401,2020-12-23,12663.0,Pool Filter Valves
402,2020-12-24,13754.0,Pool Filter Valves
403,2020-12-25,13754.0,Pool Filter Valves
404,2020-12-26,13754.0,Pool Filter Valves
405,2020-12-27,13754.0,Pool Filter Valves
406,2020-12-28,9318.0,Pool Filter Valves
407,2020-12-29,9318.0,Pool Filter Valves
408,2020-12-30,9318.0,Pool Filter Valves
409,2020-12-31,9318.0,Pool Filter Valves
410,2021-01-01,9318.0,Pool Filter Valves
411,2021-01-02,9318.0,Pool Filter Valves
412,2021-01-03,9318.0,Pool Filter Valves
413,2021-01-04,9318.0,Pool Filter Valves
414,2021-01-05,6119.0,Pool Filter Valves
415,2021-01-06,6531.0,Pool Filter Valves
416,2021-01-07,6531.0,Pool Filter Valves
417,2021-01-08,6531.0,Pool Filter Valves
418,2021-01-09,10495.0,Pool Filter Valves
419,2021-01-10,10495.0,Pool Filter Valves
420,2021-01-11,7815.0,Pool Filter Valves
421,2021-01-12,15302.0,Pool Filter Valves
422,2021-01-13,15302.0,Pool Filter Valves
423,2021-01-14,15302.0,Pool Filter Valves
424,2021-01-15,15302.0,Pool Filter Valves
425,2021-01-16,7115.0,Pool Filter Valves
426,2021-01-17,7115.0,Pool Filter Valves
427,2021-01-18,7115.0,Pool Filter Valves
428,2021-01-19,5388.0,Pool Filter Valves
429,2021-01-20,5388.0,Pool Filter Valves
430,2021-01-21,5388.0,Pool Filter Valves
431,2021-01-22,8591.0,Pool Filter Valves
432,2021-01-23,8591.0,Pool Filter Valves
433,2021-01-24,8591.0,Pool Filter Valves
434,2021-01-25,8591.0,Pool Filter Valves
435,2021-01-26,8591.0,Pool Filter Valves
436,2021-01-27,8591.0,Pool Filter Valves
437,2021-01-28,8591.0,Pool Filter Valves
438,2021-01-29,9324.0,Pool Filter Valves
439,2021-01-30,9324.0,Pool Filter Valves
440,2021-01-31,9324.0,Pool Filter Valves
441,2021-02-01,7954.0,Pool Filter Valves
442,2021-02-02,7954.0,Pool Filter Valves
443,2021-02-03,7954.0,Pool Filter Valves
444,2021-02-04,6379.0,Pool Filter Valves
445,2021-02-05,6379.0,Pool Filter Valves
446,2021-02-06,6379.0,Pool Filter Valves
447,2021-02-07,6379.0,Pool Filter Valves
448,2021-02-08,11399.0,Pool Filter Valves
449,2021-02-09,8799.0,Pool Filter Valves
450,2021-02-10,8799.0,Pool Filter Valves
451,2021-02-11,8799.0,Pool Filter Valves
452,2021-02-12,12215.0,Pool Filter Valves
453,2021-02-13,12215.0,Pool Filter Valves
454,2021-02-14,12215.0,Pool Filter Valves
455,2021-02-15,12215.0,Pool Filter Valves
456,2021-02-16,10913.0,Pool Filter Valves
457,2021-02-17,10913.0,Pool Filter Valves
458,2021-02-18,10913.0,Pool Filter Valves
459,2021-02-19,9564.0,Pool Filter Valves
460,2021-02-20,9564.0,Pool Filter Valves
461,2021-02-21,9564.0,Pool Filter Valves
462,2021-02-22,2683.0,Pool Filter Valves
463,2021-02-23,2683.0,Pool Filter Valves
464,2021-02-24,2683.0,Pool Filter Valves
465,2021-02-25,3396.0,Pool Filter Valves
466,2021-02-26,3396.0,Pool Filter Valves
467,2021-02-27,3396.0,Pool Filter Valves
468,2021-02-28,3396.0,Pool Filter Valves
469,2021-03-01,5410.0,Pool Filter Valves
470,2021-03-02,5410.0,Pool Filter Valves
471,2021-03-03,5410.0,Pool Filter Valves
472,2021-03-04,5884.0,Pool Filter Valves
473,2021-03-05,5884.0,Pool Filter Valves
474,2021-03-06,5884.0,Pool Filter Valves
475,2021-03-07,5884.0,Pool Filter Valves
476,2021-03-08,4563.0,Pool Filter Valves
477,2021-03-09,4563.0,Pool Filter Valves
478,2021-03-10,4563.0,Pool Filter Valves
479,2021-03-11,7201.0,Pool Filter Valves
480,2021-03-12,7201.0,Pool Filter Valves
481,2021-03-13,7735.0,Pool Filter Valves
482,2021-03-14,7735.0,Pool Filter Valves
483,2021-03-15,7735.0,Pool Filter Valves
484,2021-03-16,9823.0,Pool Filter Valves
485,2021-03-17,9823.0,Pool Filter Valves
486,2021-03-18,9823.0,Pool Filter Valves
487,2021-03-19,11902.0,Pool Filter Valves
488,2021-03-20,11902.0,Pool Filter Valves
489,2021-03-21,11902.0,Pool Filter Valves
490,2021-03-22,13619.0,Pool Filter Valves
491,2021-03-23,13619.0,Pool Filter Valves
492,2021-03-24,13619.0,Pool Filter Valves
493,2021-03-25,17887.0,Pool Filter Valves
494,2021-03-26,17887.0,Pool Filter Valves
495,2021-03-27,17887.0,Pool Filter Valves
496,2021-03-28,17887.0,Pool Filter Valves
497,2021-03-29,14429.0,Pool Filter Valves
498,2021-03-30,14429.0,Pool Filter Valves
499,2021-03-31,14429.0,Pool Filter Valves
500,2021-04-01,14429.0,Pool Filter Valves
501,2021-04-02,14429.0,Pool Filter Valves
502,2021-04-03,14429.0,Pool Filter Valves
503,2021-04-04,14208.0,Pool Filter Valves
504,2021-04-05,13802.0,Pool Filter Valves
505,2021-04-06,13802.0,Pool Filter Valves
506,2021-04-07,13668.0,Pool Filter Valves
507,2021-04-08,13668.0,Pool Filter Valves
508,2021-04-09,13668.0,Pool Filter Valves
509,2021-04-10,13668.0,Pool Filter Valves
510,2021-04-11,13668.0,Pool Filter Valves
511,2021-04-12,13668.0,Pool Filter Valves
512,2021-04-13,13668.0,Pool Filter Valves
513,2021-04-14,14117.0,Pool Filter Valves
514,2021-04-15,14117.0,Pool Filter Valves
515,2021-04-16,7077.0,Pool Filter Valves
516,2021-04-17,7077.0,Pool Filter Valves
517,2021-04-18,7077.0,Pool Filter Valves
518,2021-04-19,9088.0,Pool Filter Valves
519,2021-04-20,9088.0,Pool Filter Valves
520,2021-04-21,14187.0,Pool Filter Valves
521,2021-04-22,14187.0,Pool Filter Valves
522,2021-04-23,14187.0,Pool Filter Valves
523,2021-04-24,14187.0,Pool Filter Valves
524,2021-04-25,14187.0,Pool Filter Valves
525,2021-04-26,6427.0,Pool Filter Valves
526,2021-04-27,6427.0,Pool Filter Valves
527,2021-04-28,6427.0,Pool Filter Valves
528,2021-04-29,8991.0,Pool Filter Valves
529,2021-04-30,8991.0,Pool Filter Valves
530,2021-05-01,8991.0,Pool Filter Valves
531,2021-05-02,10574.0,Pool Filter Valves
532,2021-05-03,10574.0,Pool Filter Valves
533,2021-05-04,17461.0,Pool Filter Valves
534,2021-05-05,17461.0,Pool Filter Valves
535,2021-05-06,12341.0,Pool Filter Valves
536,2021-05-07,9210.0,Pool Filter Valves
537,2021-05-08,9210.0,Pool Filter Valves
538,2021-05-09,12412.0,Pool Filter Valves
539,2021-05-10,12412.0,Pool Filter Valves
540,2021-05-11,11040.0,Pool Filter Valves
541,2021-05-12,11040.0,Pool Filter Valves
542,2021-05-13,9222.0,Pool Filter Valves
543,2021-05-14,8040.0,Pool Filter Valves
544,2021-05-15,5752.0,Pool Filter Valves
545,2021-05-16,8032.0,Pool Filter Valves
546,2021-05-17,8321.0,Pool Filter Valves
547,2021-05-18,8557.0,Pool Filter Valves
548,2021-05-19,9025.0,Pool Filter Valves
549,2021-05-20,7030.0,Pool Filter Valves
550,2021-05-21,7030.0,Pool Filter Valves
551,2021-05-22,8751.0,Pool Filter Valves
552,2021-05-23,8751.0,Pool Filter Valves
553,2021-05-24,8490.0,Pool Filter Valves
554,2021-05-25,8490.0,Pool Filter Valves
555,2021-05-26,8680.0,Pool Filter Valves
556,2021-05-27,8680.0,Pool Filter Valves
557,2021-05-28,9330.0,Pool Filter Valves
558,2021-05-29,10279.0,Pool Filter Valves
559,2021-05-30,10279.0,Pool Filter Valves
560,2021-05-31,8746.0,Pool Filter Valves
561,2021-06-01,8746.0,Pool Filter Valves
562,2021-06-02,9094.0,Pool Filter Valves
563,2021-06-03,9094.0,Pool Filter Valves
564,2021-06-04,9184.0,Pool Filter Valves
565,2021-06-05,9671.0,Pool Filter Valves
566,2021-06-06,9671.0,Pool Filter Valves
567,2021-06-07,9671.0,Pool Filter Valves
568,2021-06-08,9595.0,Pool Filter Valves
569,2021-06-09,9294.0,Pool Filter Valves
570,2021-06-10,9294.0,Pool Filter Valves
571,2021-06-11,11143.0,Pool Filter Valves
572,2021-06-12,11143.0,Pool Filter Valves
573,2021-06-13,9815.0,Pool Filter Valves
574,2021-06-14,11526.0,Pool Filter Valves
575,2021-06-15,11526.0,Pool Filter Valves
576,2021-06-16,11526.0,Pool Filter Valves
577,2021-06-17,9012.0,Pool Filter Valves
578,2021-06-18,9012.0,Pool Filter Valves
579,2021-06-19,9012.0,Pool Filter Valves
580,2021-06-20,6767.0,Pool Filter Valves
