,date,value,name_B07N1DSLBL
122,2020-09-25,38965.0,Pea
123,2020-09-26,38965.0,Pea
124,2020-09-27,51261.0,Pea
125,2020-09-28,51261.0,Pea
126,2020-09-29,51261.0,Pea
127,2020-09-30,40731.0,Pea
128,2020-10-01,40731.0,Pea
129,2020-10-02,40731.0,Pea
130,2020-10-03,40731.0,Pea
131,2020-10-04,40731.0,Pea
132,2020-10-05,48146.0,Pea
133,2020-10-06,48146.0,Pea
134,2020-10-07,55963.0,Pea
135,2020-10-08,55963.0,Pea
136,2020-10-09,55963.0,Pea
137,2020-10-10,55963.0,Pea
138,2020-10-11,51775.0,Pea
139,2020-10-12,51775.0,Pea
140,2020-10-13,52850.0,Pea
141,2020-10-14,52850.0,Pea
142,2020-10-15,52850.0,Pea
143,2020-10-16,55693.0,Pea
144,2020-10-17,55693.0,Pea
145,2020-10-18,56284.0,Pea
146,2020-10-19,56284.0,Pea
147,2020-10-20,56284.0,Pea
148,2020-10-21,40061.0,Pea
149,2020-10-22,40061.0,Pea
150,2020-10-23,40061.0,Pea
151,2020-10-24,46603.0,Pea
152,2020-10-25,46603.0,Pea
153,2020-10-26,46603.0,Pea
154,2020-10-27,33194.0,Pea
155,2020-10-28,32268.0,Pea
156,2020-10-29,32268.0,Pea
157,2020-10-30,32268.0,Pea
158,2020-10-31,32268.0,Pea
159,2020-11-01,36247.0,Pea
160,2020-11-02,36247.0,Pea
161,2020-11-03,36247.0,Pea
162,2020-11-04,36247.0,Pea
163,2020-11-05,36247.0,Pea
164,2020-11-06,36247.0,Pea
165,2020-11-07,36247.0,Pea
166,2020-11-08,38523.0,Pea
167,2020-11-09,38523.0,Pea
168,2020-11-10,38523.0,Pea
169,2020-11-11,38523.0,Pea
170,2020-11-12,38523.0,Pea
171,2020-11-13,62644.0,Pea
172,2020-11-14,62644.0,Pea
173,2020-11-15,44075.0,Pea
174,2020-11-16,44075.0,Pea
175,2020-11-17,44075.0,Pea
176,2020-11-18,44075.0,Pea
177,2020-11-19,39026.0,Pea
178,2020-11-20,39026.0,Pea
179,2020-11-21,39026.0,Pea
180,2020-11-22,45860.0,Pea
181,2020-11-23,45860.0,Pea
182,2020-11-24,52376.0,Pea
183,2020-11-25,52376.0,Pea
184,2020-11-26,52376.0,Pea
185,2020-11-27,52376.0,Pea
186,2020-11-28,52376.0,Pea
187,2020-11-29,52376.0,Pea
188,2020-11-30,53375.0,Pea
189,2020-12-01,53375.0,Pea
190,2020-12-02,53375.0,Pea
191,2020-12-03,53375.0,Pea
192,2020-12-04,53923.0,Pea
193,2020-12-05,70997.0,Pea
194,2020-12-06,70997.0,Pea
195,2020-12-07,70997.0,Pea
196,2020-12-08,44060.0,Pea
197,2020-12-09,44060.0,Pea
198,2020-12-10,44060.0,Pea
199,2020-12-11,46008.0,Pea
200,2020-12-12,46008.0,Pea
201,2020-12-13,46008.0,Pea
202,2020-12-14,43237.0,Pea
203,2020-12-15,43237.0,Pea
204,2020-12-16,43237.0,Pea
205,2020-12-17,43237.0,Pea
206,2020-12-18,36355.0,Pea
207,2020-12-19,36355.0,Pea
208,2020-12-20,39059.0,Pea
209,2020-12-21,39059.0,Pea
210,2020-12-22,43542.0,Pea
211,2020-12-23,43542.0,Pea
212,2020-12-24,43542.0,Pea
213,2020-12-25,47549.0,Pea
214,2020-12-26,47549.0,Pea
215,2020-12-27,47549.0,Pea
216,2020-12-28,56190.0,Pea
217,2020-12-29,56190.0,Pea
218,2020-12-30,56190.0,Pea
219,2020-12-31,50108.0,Pea
220,2021-01-01,41861.0,Pea
221,2021-01-02,41861.0,Pea
222,2021-01-03,41861.0,Pea
223,2021-01-04,41861.0,Pea
224,2021-01-05,36145.0,Pea
225,2021-01-06,36145.0,Pea
226,2021-01-07,39418.0,Pea
227,2021-01-08,39418.0,Pea
228,2021-01-09,39418.0,Pea
229,2021-01-10,39418.0,Pea
230,2021-01-11,36785.0,Pea
231,2021-01-12,35932.0,Pea
232,2021-01-13,35932.0,Pea
233,2021-01-14,39510.0,Pea
234,2021-01-15,39510.0,Pea
235,2021-01-16,39510.0,Pea
236,2021-01-17,39510.0,Pea
237,2021-01-18,39510.0,Pea
238,2021-01-19,39510.0,Pea
239,2021-01-20,50394.0,Pea
240,2021-01-21,34059.0,Pea
241,2021-01-22,52338.0,Pea
242,2021-01-23,52338.0,Pea
243,2021-01-24,52338.0,Pea
244,2021-01-25,52338.0,Pea
245,2021-01-26,41261.0,Pea
246,2021-01-27,41261.0,Pea
247,2021-01-28,41261.0,Pea
248,2021-01-29,43630.0,Pea
249,2021-01-30,43630.0,Pea
250,2021-01-31,43630.0,Pea
251,2021-02-01,43130.0,Pea
252,2021-02-02,45277.0,Pea
253,2021-02-03,45277.0,Pea
254,2021-02-04,35971.0,Pea
255,2021-02-05,35971.0,Pea
256,2021-02-06,43864.0,Pea
257,2021-02-07,43864.0,Pea
258,2021-02-08,43864.0,Pea
259,2021-02-09,43864.0,Pea
260,2021-02-10,39296.0,Pea
261,2021-02-11,39296.0,Pea
262,2021-02-12,39296.0,Pea
263,2021-02-13,43929.0,Pea
264,2021-02-14,47232.0,Pea
265,2021-02-15,47232.0,Pea
266,2021-02-16,47232.0,Pea
267,2021-02-17,34281.0,Pea
268,2021-02-18,34281.0,Pea
269,2021-02-19,34281.0,Pea
270,2021-02-20,34281.0,Pea
271,2021-02-21,40639.0,Pea
272,2021-02-22,40639.0,Pea
273,2021-02-23,40639.0,Pea
274,2021-02-24,40639.0,Pea
275,2021-02-25,40639.0,Pea
276,2021-02-26,47744.0,Pea
277,2021-02-27,47744.0,Pea
278,2021-02-28,47744.0,Pea
279,2021-03-01,39636.0,Pea
280,2021-03-02,39636.0,Pea
281,2021-03-03,39636.0,Pea
282,2021-03-04,44813.0,Pea
283,2021-03-05,44813.0,Pea
284,2021-03-06,44813.0,Pea
285,2021-03-07,44813.0,Pea
286,2021-03-08,36940.0,Pea
287,2021-03-09,40682.0,Pea
288,2021-03-10,40682.0,Pea
289,2021-03-11,40682.0,Pea
290,2021-03-12,40682.0,Pea
291,2021-03-13,40682.0,Pea
292,2021-03-14,40682.0,Pea
293,2021-03-15,40682.0,Pea
294,2021-03-16,40682.0,Pea
295,2021-03-17,40682.0,Pea
296,2021-03-18,39414.0,Pea
297,2021-03-19,39414.0,Pea
298,2021-03-20,39414.0,Pea
299,2021-03-21,44892.0,Pea
300,2021-03-22,44892.0,Pea
301,2021-03-23,44892.0,Pea
302,2021-03-24,44892.0,Pea
303,2021-03-25,34216.0,Pea
304,2021-03-26,34216.0,Pea
305,2021-03-27,34216.0,Pea
306,2021-03-28,28780.0,Pea
307,2021-03-29,28780.0,Pea
308,2021-03-30,28780.0,Pea
309,2021-03-31,44638.0,Pea
310,2021-04-01,44638.0,Pea
311,2021-04-02,44638.0,Pea
312,2021-04-03,44638.0,Pea
313,2021-04-04,44638.0,Pea
314,2021-04-05,42014.0,Pea
315,2021-04-06,42014.0,Pea
316,2021-04-07,42014.0,Pea
317,2021-04-08,42014.0,Pea
318,2021-04-09,42014.0,Pea
319,2021-04-10,38143.0,Pea
320,2021-04-11,38143.0,Pea
321,2021-04-12,38143.0,Pea
322,2021-04-13,43846.0,Pea
323,2021-04-14,43846.0,Pea
324,2021-04-15,43846.0,Pea
325,2021-04-16,43846.0,Pea
326,2021-04-17,43846.0,Pea
327,2021-04-18,43846.0,Pea
328,2021-04-19,43846.0,Pea
329,2021-04-20,35787.0,Pea
330,2021-04-21,44480.0,Pea
331,2021-04-22,33476.0,Pea
332,2021-04-23,39520.0,Pea
333,2021-04-24,39520.0,Pea
334,2021-04-25,48565.0,Pea
335,2021-04-26,48565.0,Pea
336,2021-04-27,39960.0,Pea
337,2021-04-28,39960.0,Pea
338,2021-04-29,39960.0,Pea
339,2021-04-30,30652.0,Pea
340,2021-05-01,30652.0,Pea
341,2021-05-02,30652.0,Pea
342,2021-05-03,30652.0,Pea
343,2021-05-04,30652.0,Pea
344,2021-05-05,44535.0,Pea
345,2021-05-06,44535.0,Pea
346,2021-05-07,36808.0,Pea
347,2021-05-08,36808.0,Pea
348,2021-05-09,36808.0,Pea
349,2021-05-10,36808.0,Pea
350,2021-05-11,36808.0,Pea
351,2021-05-12,42216.0,Pea
352,2021-05-13,42216.0,Pea
353,2021-05-14,42216.0,Pea
354,2021-05-15,34638.0,Pea
355,2021-05-16,34504.0,Pea
356,2021-05-17,34504.0,Pea
357,2021-05-18,34504.0,Pea
358,2021-05-19,34504.0,Pea
359,2021-05-20,38758.0,Pea
360,2021-05-21,48030.0,Pea
361,2021-05-22,48030.0,Pea
362,2021-05-23,39489.0,Pea
363,2021-05-24,39489.0,Pea
364,2021-05-25,39489.0,Pea
365,2021-05-26,39489.0,Pea
366,2021-05-27,39489.0,Pea
367,2021-05-28,39489.0,Pea
368,2021-05-29,28006.0,Pea
369,2021-05-30,28006.0,Pea
370,2021-05-31,35634.0,Pea
371,2021-06-01,35634.0,Pea
372,2021-06-02,35634.0,Pea
373,2021-06-03,53855.0,Pea
374,2021-06-04,53855.0,Pea
375,2021-06-05,38428.0,Pea
376,2021-06-06,39901.0,Pea
377,2021-06-07,43727.0,Pea
378,2021-06-08,37157.0,Pea
379,2021-06-09,34161.0,Pea
380,2021-06-10,48248.0,Pea
381,2021-06-11,48248.0,Pea
382,2021-06-12,37154.0,Pea
383,2021-06-13,37432.0,Pea
384,2021-06-14,37432.0,Pea
385,2021-06-15,40221.0,Pea
386,2021-06-16,44823.0,Pea
387,2021-06-17,43106.0,Pea
388,2021-06-18,27242.0,Pea
389,2021-06-19,27242.0,Pea
390,2021-06-20,27242.0,Pea
391,2021-06-21,35637.0,Pea
392,2021-06-22,38898.0,Pea
393,2021-06-23,38898.0,Pea
394,2021-06-24,38898.0,Pea
395,2021-06-25,35729.0,Pea
396,2021-06-26,32618.0,Pea
397,2021-06-27,40218.0,Pea
398,2021-06-28,40218.0,Pea
399,2021-06-29,34898.0,Pea
400,2021-06-30,34898.0,Pea
401,2021-07-01,34898.0,Pea
402,2021-07-02,34725.0,Pea
403,2021-07-03,34725.0,Pea
404,2021-07-04,43878.0,Pea
405,2021-07-05,43878.0,Pea
406,2021-07-06,43878.0,Pea
407,2021-07-07,43878.0,Pea
408,2021-07-08,43878.0,Pea
409,2021-07-09,29621.0,Pea
410,2021-07-10,36040.0,Pea
