,date,value,name_B083954G7P
109,2020-10-05,8881.0,Scents
110,2020-10-06,18980.0,Scents
111,2020-10-07,18980.0,Scents
112,2020-10-08,18980.0,Scents
113,2020-10-09,20573.0,Scents
114,2020-10-10,20573.0,Scents
115,2020-10-11,20573.0,Scents
116,2020-10-12,20573.0,Scents
117,2020-10-13,16210.0,Scents
118,2020-10-14,16210.0,Scents
119,2020-10-15,16210.0,Scents
120,2020-10-16,16210.0,Scents
121,2020-10-17,19008.0,Scents
122,2020-10-18,19008.0,Scents
123,2020-10-19,19008.0,Scents
124,2020-10-20,16669.0,Scents
125,2020-10-21,24084.0,Scents
126,2020-10-22,24084.0,Scents
127,2020-10-23,24084.0,Scents
128,2020-10-24,12572.0,Scents
129,2020-10-25,12572.0,Scents
130,2020-10-26,12572.0,Scents
131,2020-10-27,12572.0,Scents
132,2020-10-28,12572.0,Scents
133,2020-10-29,12572.0,Scents
134,2020-10-30,19505.0,Scents
135,2020-10-31,19505.0,Scents
136,2020-11-01,19505.0,Scents
137,2020-11-02,23110.0,Scents
138,2020-11-03,23110.0,Scents
139,2020-11-04,23110.0,Scents
140,2020-11-05,23110.0,Scents
141,2020-11-06,23110.0,Scents
142,2020-11-07,17469.0,Scents
143,2020-11-08,17469.0,Scents
144,2020-11-09,17469.0,Scents
145,2020-11-10,17469.0,Scents
146,2020-11-11,15154.0,Scents
147,2020-11-12,15154.0,Scents
148,2020-11-13,15154.0,Scents
149,2020-11-14,15154.0,Scents
150,2020-11-15,15154.0,Scents
151,2020-11-16,15154.0,Scents
152,2020-11-17,23666.0,Scents
153,2020-11-18,23666.0,Scents
154,2020-11-19,23666.0,Scents
155,2020-11-20,23666.0,Scents
156,2020-11-21,23666.0,Scents
157,2020-11-22,23666.0,Scents
158,2020-11-23,14893.0,Scents
159,2020-11-24,14893.0,Scents
160,2020-11-25,14893.0,Scents
161,2020-11-26,14893.0,Scents
162,2020-11-27,10754.0,Scents
163,2020-11-28,10754.0,Scents
164,2020-11-29,10754.0,Scents
165,2020-11-30,10754.0,Scents
166,2020-12-01,10754.0,Scents
167,2020-12-02,11983.0,Scents
168,2020-12-03,11983.0,Scents
169,2020-12-04,11983.0,Scents
170,2020-12-05,11983.0,Scents
171,2020-12-06,12022.0,Scents
172,2020-12-07,12022.0,Scents
173,2020-12-08,12022.0,Scents
174,2020-12-09,12022.0,Scents
175,2020-12-10,12022.0,Scents
176,2020-12-11,25037.0,Scents
177,2020-12-12,25037.0,Scents
178,2020-12-13,25037.0,Scents
179,2020-12-14,25037.0,Scents
180,2020-12-15,25037.0,Scents
181,2020-12-16,16153.0,Scents
182,2020-12-17,16153.0,Scents
183,2020-12-18,16153.0,Scents
184,2020-12-19,16153.0,Scents
185,2020-12-20,16153.0,Scents
186,2020-12-21,17259.0,Scents
187,2020-12-22,17259.0,Scents
188,2020-12-23,17259.0,Scents
189,2020-12-24,17259.0,Scents
190,2020-12-25,17259.0,Scents
191,2020-12-26,17259.0,Scents
192,2020-12-27,17259.0,Scents
193,2020-12-28,17259.0,Scents
194,2020-12-29,17259.0,Scents
195,2020-12-30,17259.0,Scents
196,2020-12-31,17793.0,Scents
197,2021-01-01,17793.0,Scents
198,2021-01-02,17793.0,Scents
199,2021-01-03,17793.0,Scents
200,2021-01-04,17793.0,Scents
201,2021-01-05,17793.0,Scents
202,2021-01-06,22635.0,Scents
203,2021-01-07,22635.0,Scents
204,2021-01-08,22635.0,Scents
205,2021-01-09,22635.0,Scents
206,2021-01-10,22635.0,Scents
207,2021-01-11,8292.0,Scents
208,2021-01-12,8292.0,Scents
209,2021-01-13,8292.0,Scents
210,2021-01-14,8292.0,Scents
211,2021-01-15,8292.0,Scents
212,2021-01-16,7074.0,Scents
213,2021-01-17,7074.0,Scents
214,2021-01-18,7074.0,Scents
215,2021-01-19,7074.0,Scents
216,2021-01-20,7074.0,Scents
217,2021-01-21,7074.0,Scents
218,2021-01-22,7074.0,Scents
219,2021-01-23,7074.0,Scents
220,2021-01-24,7749.0,Scents
221,2021-01-25,7749.0,Scents
222,2021-01-26,11738.0,Scents
223,2021-01-27,11738.0,Scents
224,2021-01-28,11738.0,Scents
225,2021-01-29,11738.0,Scents
226,2021-01-30,11738.0,Scents
227,2021-01-31,11738.0,Scents
228,2021-02-01,8963.0,Scents
229,2021-02-02,8963.0,Scents
230,2021-02-03,7702.0,Scents
231,2021-02-04,7702.0,Scents
232,2021-02-05,7702.0,Scents
233,2021-02-06,7702.0,Scents
234,2021-02-07,7702.0,Scents
235,2021-02-08,7702.0,Scents
236,2021-02-09,7702.0,Scents
237,2021-02-10,7702.0,Scents
238,2021-02-11,7702.0,Scents
239,2021-02-12,9093.0,Scents
240,2021-02-13,9093.0,Scents
241,2021-02-14,9093.0,Scents
242,2021-02-15,9093.0,Scents
243,2021-02-16,9093.0,Scents
244,2021-02-17,9093.0,Scents
245,2021-02-18,9493.0,Scents
246,2021-02-19,9493.0,Scents
247,2021-02-20,9493.0,Scents
248,2021-02-21,9207.0,Scents
249,2021-02-22,9207.0,Scents
250,2021-02-23,9207.0,Scents
251,2021-02-24,9207.0,Scents
252,2021-02-25,9207.0,Scents
253,2021-02-26,10297.0,Scents
254,2021-02-27,10297.0,Scents
255,2021-02-28,10297.0,Scents
256,2021-03-01,10297.0,Scents
257,2021-03-02,10297.0,Scents
258,2021-03-03,10297.0,Scents
259,2021-03-04,5469.0,Scents
260,2021-03-05,5469.0,Scents
261,2021-03-06,5469.0,Scents
262,2021-03-07,5469.0,Scents
263,2021-03-08,5469.0,Scents
264,2021-03-09,14006.0,Scents
265,2021-03-10,14006.0,Scents
266,2021-03-11,14006.0,Scents
267,2021-03-12,14006.0,Scents
268,2021-03-13,14006.0,Scents
269,2021-03-14,14006.0,Scents
270,2021-03-15,6733.0,Scents
271,2021-03-16,8750.0,Scents
272,2021-03-17,8750.0,Scents
273,2021-03-18,8750.0,Scents
274,2021-03-19,8750.0,Scents
275,2021-03-20,8750.0,Scents
276,2021-03-21,8750.0,Scents
277,2021-03-22,7925.0,Scents
278,2021-03-23,7925.0,Scents
279,2021-03-24,7925.0,Scents
280,2021-03-25,7925.0,Scents
281,2021-03-26,7925.0,Scents
282,2021-03-27,7925.0,Scents
283,2021-03-28,7925.0,Scents
284,2021-03-29,7521.0,Scents
285,2021-03-30,6074.0,Scents
286,2021-03-31,6074.0,Scents
287,2021-04-01,6074.0,Scents
288,2021-04-02,9040.0,Scents
289,2021-04-03,9040.0,Scents
290,2021-04-04,9040.0,Scents
291,2021-04-05,9040.0,Scents
292,2021-04-06,9040.0,Scents
293,2021-04-07,9040.0,Scents
294,2021-04-08,9559.0,Scents
295,2021-04-09,9559.0,Scents
296,2021-04-10,9559.0,Scents
297,2021-04-11,9559.0,Scents
298,2021-04-12,9559.0,Scents
299,2021-04-13,11217.0,Scents
300,2021-04-14,13987.0,Scents
301,2021-04-15,13987.0,Scents
302,2021-04-16,8470.0,Scents
303,2021-04-17,8470.0,Scents
304,2021-04-18,8470.0,Scents
305,2021-04-19,14535.0,Scents
306,2021-04-20,14535.0,Scents
307,2021-04-21,14535.0,Scents
308,2021-04-22,14535.0,Scents
309,2021-04-23,14535.0,Scents
310,2021-04-24,14535.0,Scents
311,2021-04-25,14535.0,Scents
312,2021-04-26,14535.0,Scents
313,2021-04-27,14535.0,Scents
314,2021-04-28,10055.0,Scents
315,2021-04-29,10055.0,Scents
316,2021-04-30,10055.0,Scents
317,2021-05-01,10055.0,Scents
318,2021-05-02,16133.0,Scents
319,2021-05-03,16133.0,Scents
320,2021-05-04,13258.0,Scents
321,2021-05-05,13258.0,Scents
322,2021-05-06,13258.0,Scents
323,2021-05-07,13258.0,Scents
324,2021-05-08,6947.0,Scents
325,2021-05-09,6947.0,Scents
326,2021-05-10,11097.0,Scents
327,2021-05-11,11097.0,Scents
328,2021-05-12,10562.0,Scents
329,2021-05-13,12888.0,Scents
330,2021-05-14,12888.0,Scents
331,2021-05-15,10251.0,Scents
332,2021-05-16,10251.0,Scents
333,2021-05-17,17144.0,Scents
334,2021-05-18,17144.0,Scents
335,2021-05-19,17144.0,Scents
336,2021-05-20,17144.0,Scents
337,2021-05-21,13613.0,Scents
338,2021-05-22,13613.0,Scents
339,2021-05-23,10356.0,Scents
340,2021-05-24,13914.0,Scents
341,2021-05-25,13914.0,Scents
342,2021-05-26,13914.0,Scents
343,2021-05-27,17399.0,Scents
344,2021-05-28,17399.0,Scents
345,2021-05-29,17399.0,Scents
346,2021-05-30,17399.0,Scents
347,2021-05-31,17399.0,Scents
348,2021-06-01,13624.0,Scents
349,2021-06-02,13624.0,Scents
350,2021-06-03,13624.0,Scents
351,2021-06-04,13624.0,Scents
352,2021-06-05,13624.0,Scents
353,2021-06-06,15672.0,Scents
354,2021-06-07,15672.0,Scents
355,2021-06-08,15672.0,Scents
356,2021-06-09,15672.0,Scents
357,2021-06-10,15672.0,Scents
358,2021-06-11,15672.0,Scents
359,2021-06-12,15672.0,Scents
360,2021-06-13,8702.0,Scents
361,2021-06-14,8702.0,Scents
362,2021-06-15,8702.0,Scents
363,2021-06-16,8702.0,Scents
364,2021-06-17,11570.0,Scents
365,2021-06-18,11570.0,Scents
366,2021-06-19,11570.0,Scents
367,2021-06-20,11570.0,Scents
368,2021-06-21,11570.0,Scents
369,2021-06-22,11570.0,Scents
370,2021-06-23,12312.0,Scents
371,2021-06-24,12312.0,Scents
372,2021-06-25,12312.0,Scents
373,2021-06-26,12312.0,Scents
374,2021-06-27,12312.0,Scents
375,2021-06-28,12312.0,Scents
376,2021-06-29,12312.0,Scents
377,2021-06-30,12312.0,Scents
378,2021-07-01,12312.0,Scents
379,2021-07-02,12312.0,Scents
380,2021-07-03,12312.0,Scents
381,2021-07-04,12312.0,Scents
382,2021-07-05,23281.0,Scents
383,2021-07-06,23281.0,Scents
384,2021-07-07,23281.0,Scents
385,2021-07-08,17095.0,Scents
386,2021-07-09,12382.0,Scents
387,2021-07-10,12098.0,Scents
