,date,value,name_B071Y7KGK1
112,2020-09-24,6757.0,Personal Organizers
113,2020-09-25,6757.0,Personal Organizers
114,2020-09-26,6757.0,Personal Organizers
115,2020-09-27,5573.0,Personal Organizers
116,2020-09-28,5573.0,Personal Organizers
117,2020-09-29,5573.0,Personal Organizers
118,2020-09-30,6427.0,Personal Organizers
119,2020-10-01,6427.0,Personal Organizers
120,2020-10-02,6427.0,Personal Organizers
121,2020-10-03,6369.0,Personal Organizers
122,2020-10-04,6369.0,Personal Organizers
123,2020-10-05,8909.0,Personal Organizers
124,2020-10-06,8909.0,Personal Organizers
125,2020-10-07,5831.0,Personal Organizers
126,2020-10-08,7235.0,Personal Organizers
127,2020-10-09,7235.0,Personal Organizers
128,2020-10-10,6299.0,Personal Organizers
129,2020-10-11,6299.0,Personal Organizers
130,2020-10-12,6299.0,Personal Organizers
131,2020-10-13,6454.0,Personal Organizers
132,2020-10-14,6454.0,Personal Organizers
133,2020-10-15,6454.0,Personal Organizers
134,2020-10-16,8495.0,Personal Organizers
135,2020-10-17,6456.0,Personal Organizers
136,2020-10-18,12664.0,Personal Organizers
137,2020-10-19,12664.0,Personal Organizers
138,2020-10-20,12664.0,Personal Organizers
139,2020-10-21,12664.0,Personal Organizers
140,2020-10-22,7061.0,Personal Organizers
141,2020-10-23,7061.0,Personal Organizers
142,2020-10-24,7061.0,Personal Organizers
143,2020-10-25,10377.0,Personal Organizers
144,2020-10-26,10377.0,Personal Organizers
145,2020-10-27,10377.0,Personal Organizers
146,2020-10-28,6461.0,Personal Organizers
147,2020-10-29,6461.0,Personal Organizers
148,2020-10-30,6461.0,Personal Organizers
149,2020-10-31,6461.0,Personal Organizers
150,2020-11-01,6461.0,Personal Organizers
151,2020-11-02,8166.0,Personal Organizers
152,2020-11-03,8166.0,Personal Organizers
153,2020-11-04,8166.0,Personal Organizers
154,2020-11-05,8166.0,Personal Organizers
155,2020-11-06,8166.0,Personal Organizers
156,2020-11-07,8470.0,Personal Organizers
157,2020-11-08,8470.0,Personal Organizers
158,2020-11-09,8470.0,Personal Organizers
159,2020-11-10,9945.0,Personal Organizers
160,2020-11-11,9945.0,Personal Organizers
161,2020-11-12,9945.0,Personal Organizers
162,2020-11-13,9945.0,Personal Organizers
163,2020-11-14,13365.0,Personal Organizers
164,2020-11-15,13365.0,Personal Organizers
165,2020-11-16,13365.0,Personal Organizers
166,2020-11-17,10205.0,Personal Organizers
167,2020-11-18,10205.0,Personal Organizers
168,2020-11-19,9562.0,Personal Organizers
169,2020-11-20,9562.0,Personal Organizers
170,2020-11-21,9562.0,Personal Organizers
171,2020-11-22,11216.0,Personal Organizers
172,2020-11-23,11216.0,Personal Organizers
173,2020-11-24,11216.0,Personal Organizers
174,2020-11-25,8570.0,Personal Organizers
175,2020-11-26,9932.0,Personal Organizers
176,2020-11-27,9932.0,Personal Organizers
177,2020-11-28,10295.0,Personal Organizers
178,2020-11-29,10295.0,Personal Organizers
179,2020-11-30,10295.0,Personal Organizers
180,2020-12-01,10117.0,Personal Organizers
181,2020-12-02,11952.0,Personal Organizers
182,2020-12-03,11952.0,Personal Organizers
183,2020-12-04,11952.0,Personal Organizers
184,2020-12-05,11952.0,Personal Organizers
185,2020-12-06,11952.0,Personal Organizers
186,2020-12-07,11198.0,Personal Organizers
187,2020-12-08,11198.0,Personal Organizers
188,2020-12-09,11198.0,Personal Organizers
189,2020-12-10,10407.0,Personal Organizers
190,2020-12-11,10407.0,Personal Organizers
191,2020-12-12,9169.0,Personal Organizers
192,2020-12-13,9169.0,Personal Organizers
193,2020-12-14,9169.0,Personal Organizers
194,2020-12-15,6427.0,Personal Organizers
195,2020-12-16,6427.0,Personal Organizers
196,2020-12-17,6427.0,Personal Organizers
197,2020-12-18,6427.0,Personal Organizers
198,2020-12-19,12259.0,Personal Organizers
199,2020-12-20,12259.0,Personal Organizers
200,2020-12-21,12259.0,Personal Organizers
201,2020-12-22,9443.0,Personal Organizers
202,2020-12-23,9443.0,Personal Organizers
203,2020-12-24,9443.0,Personal Organizers
204,2020-12-25,9443.0,Personal Organizers
205,2020-12-26,9443.0,Personal Organizers
206,2020-12-27,7487.0,Personal Organizers
207,2020-12-28,7487.0,Personal Organizers
208,2020-12-29,7102.0,Personal Organizers
209,2020-12-30,6317.0,Personal Organizers
210,2020-12-31,6317.0,Personal Organizers
211,2021-01-01,6317.0,Personal Organizers
212,2021-01-02,4798.0,Personal Organizers
213,2021-01-03,4798.0,Personal Organizers
214,2021-01-04,2972.0,Personal Organizers
215,2021-01-05,2972.0,Personal Organizers
216,2021-01-06,2972.0,Personal Organizers
217,2021-01-07,3387.0,Personal Organizers
218,2021-01-08,3387.0,Personal Organizers
219,2021-01-09,3387.0,Personal Organizers
220,2021-01-10,3042.0,Personal Organizers
221,2021-01-11,3042.0,Personal Organizers
222,2021-01-12,3042.0,Personal Organizers
223,2021-01-13,3087.0,Personal Organizers
224,2021-01-14,3087.0,Personal Organizers
225,2021-01-15,4556.0,Personal Organizers
226,2021-01-16,4556.0,Personal Organizers
227,2021-01-17,4556.0,Personal Organizers
228,2021-01-18,4556.0,Personal Organizers
229,2021-01-19,3944.0,Personal Organizers
230,2021-01-20,3944.0,Personal Organizers
231,2021-01-21,7780.0,Personal Organizers
232,2021-01-22,9514.0,Personal Organizers
233,2021-01-23,9514.0,Personal Organizers
234,2021-01-24,13116.0,Personal Organizers
235,2021-01-25,13116.0,Personal Organizers
236,2021-01-26,13116.0,Personal Organizers
237,2021-01-27,12227.0,Personal Organizers
238,2021-01-28,12227.0,Personal Organizers
239,2021-01-29,12227.0,Personal Organizers
240,2021-01-30,12227.0,Personal Organizers
241,2021-01-31,15402.0,Personal Organizers
242,2021-02-01,15402.0,Personal Organizers
243,2021-02-02,15402.0,Personal Organizers
244,2021-02-03,15402.0,Personal Organizers
245,2021-02-04,15402.0,Personal Organizers
246,2021-02-05,15402.0,Personal Organizers
247,2021-02-06,37398.0,Personal Organizers
248,2021-02-07,33445.0,Personal Organizers
249,2021-02-08,33445.0,Personal Organizers
250,2021-02-09,33445.0,Personal Organizers
251,2021-02-10,27743.0,Personal Organizers
252,2021-02-11,27743.0,Personal Organizers
253,2021-02-12,27743.0,Personal Organizers
254,2021-02-13,27743.0,Personal Organizers
255,2021-02-14,27743.0,Personal Organizers
256,2021-02-15,55704.0,Personal Organizers
257,2021-02-16,55704.0,Personal Organizers
258,2021-02-17,55704.0,Personal Organizers
259,2021-02-18,55704.0,Personal Organizers
260,2021-02-19,55704.0,Personal Organizers
261,2021-02-20,55704.0,Personal Organizers
262,2021-02-21,55704.0,Personal Organizers
263,2021-02-22,55704.0,Personal Organizers
264,2021-02-23,55704.0,Personal Organizers
265,2021-02-24,55704.0,Personal Organizers
266,2021-02-25,55704.0,Personal Organizers
267,2021-02-26,81034.0,Personal Organizers
268,2021-02-27,81034.0,Personal Organizers
269,2021-02-28,81034.0,Personal Organizers
270,2021-03-01,81034.0,Personal Organizers
271,2021-03-02,81034.0,Personal Organizers
272,2021-03-03,81034.0,Personal Organizers
273,2021-03-04,81034.0,Personal Organizers
274,2021-03-05,81034.0,Personal Organizers
275,2021-03-06,81034.0,Personal Organizers
276,2021-03-07,81034.0,Personal Organizers
277,2021-03-08,81034.0,Personal Organizers
278,2021-03-09,81034.0,Personal Organizers
279,2021-03-10,81034.0,Personal Organizers
280,2021-03-11,81034.0,Personal Organizers
281,2021-03-12,81034.0,Personal Organizers
282,2021-03-13,81034.0,Personal Organizers
283,2021-03-14,81034.0,Personal Organizers
284,2021-03-15,81034.0,Personal Organizers
285,2021-03-16,81034.0,Personal Organizers
286,2021-03-17,81034.0,Personal Organizers
287,2021-03-18,107570.0,Personal Organizers
288,2021-03-19,107570.0,Personal Organizers
289,2021-03-20,107570.0,Personal Organizers
290,2021-03-21,107570.0,Personal Organizers
291,2021-03-22,92493.0,Personal Organizers
292,2021-03-23,92493.0,Personal Organizers
293,2021-03-24,92493.0,Personal Organizers
294,2021-03-25,107693.0,Personal Organizers
295,2021-03-26,107693.0,Personal Organizers
296,2021-03-27,107693.0,Personal Organizers
297,2021-03-28,107693.0,Personal Organizers
298,2021-03-29,107693.0,Personal Organizers
299,2021-03-30,107693.0,Personal Organizers
300,2021-03-31,107693.0,Personal Organizers
301,2021-04-01,107693.0,Personal Organizers
302,2021-04-02,107693.0,Personal Organizers
303,2021-04-03,107693.0,Personal Organizers
304,2021-04-04,107693.0,Personal Organizers
305,2021-04-05,107693.0,Personal Organizers
306,2021-04-06,107693.0,Personal Organizers
307,2021-04-07,107693.0,Personal Organizers
308,2021-04-08,107693.0,Personal Organizers
309,2021-04-09,107693.0,Personal Organizers
310,2021-04-10,107693.0,Personal Organizers
311,2021-04-11,107693.0,Personal Organizers
312,2021-04-12,107693.0,Personal Organizers
313,2021-04-13,107693.0,Personal Organizers
314,2021-04-14,107693.0,Personal Organizers
315,2021-04-15,107693.0,Personal Organizers
316,2021-04-16,112096.0,Personal Organizers
317,2021-04-17,112096.0,Personal Organizers
318,2021-04-18,112096.0,Personal Organizers
319,2021-04-19,112096.0,Personal Organizers
320,2021-04-20,112096.0,Personal Organizers
321,2021-04-21,112096.0,Personal Organizers
322,2021-04-22,112096.0,Personal Organizers
323,2021-04-23,112096.0,Personal Organizers
324,2021-04-24,119836.0,Personal Organizers
325,2021-04-25,119836.0,Personal Organizers
326,2021-04-26,119836.0,Personal Organizers
327,2021-04-27,119836.0,Personal Organizers
328,2021-04-28,119836.0,Personal Organizers
329,2021-04-29,115298.0,Personal Organizers
330,2021-04-30,115298.0,Personal Organizers
331,2021-05-01,115298.0,Personal Organizers
332,2021-05-02,115298.0,Personal Organizers
333,2021-05-03,88947.0,Personal Organizers
334,2021-05-04,112054.0,Personal Organizers
335,2021-05-05,112054.0,Personal Organizers
336,2021-05-06,112054.0,Personal Organizers
337,2021-05-07,112054.0,Personal Organizers
338,2021-05-08,112054.0,Personal Organizers
339,2021-05-09,112054.0,Personal Organizers
340,2021-05-10,112054.0,Personal Organizers
341,2021-05-11,112054.0,Personal Organizers
342,2021-05-12,110766.0,Personal Organizers
343,2021-05-13,110766.0,Personal Organizers
344,2021-05-14,110766.0,Personal Organizers
345,2021-05-15,110766.0,Personal Organizers
346,2021-05-16,71084.0,Personal Organizers
347,2021-05-17,71084.0,Personal Organizers
348,2021-05-18,71084.0,Personal Organizers
349,2021-05-19,102217.0,Personal Organizers
350,2021-05-20,102217.0,Personal Organizers
351,2021-05-21,106070.0,Personal Organizers
352,2021-05-22,106070.0,Personal Organizers
353,2021-05-23,106070.0,Personal Organizers
354,2021-05-24,106070.0,Personal Organizers
355,2021-05-25,106070.0,Personal Organizers
356,2021-05-26,106070.0,Personal Organizers
357,2021-05-27,106070.0,Personal Organizers
358,2021-05-28,112679.0,Personal Organizers
359,2021-05-29,112679.0,Personal Organizers
360,2021-05-30,112679.0,Personal Organizers
361,2021-05-31,112679.0,Personal Organizers
362,2021-06-01,112679.0,Personal Organizers
363,2021-06-02,112679.0,Personal Organizers
364,2021-06-03,112679.0,Personal Organizers
365,2021-06-04,112679.0,Personal Organizers
366,2021-06-05,112679.0,Personal Organizers
367,2021-06-06,100287.0,Personal Organizers
368,2021-06-07,100287.0,Personal Organizers
369,2021-06-08,3772.0,Personal Organizers
370,2021-06-09,3772.0,Personal Organizers
371,2021-06-10,3772.0,Personal Organizers
372,2021-06-11,5170.0,Personal Organizers
373,2021-06-12,5170.0,Personal Organizers
374,2021-06-13,5170.0,Personal Organizers
375,2021-06-14,7462.0,Personal Organizers
376,2021-06-15,6758.0,Personal Organizers
377,2021-06-16,6758.0,Personal Organizers
378,2021-06-17,6758.0,Personal Organizers
379,2021-06-18,6758.0,Personal Organizers
380,2021-06-19,10395.0,Personal Organizers
381,2021-06-20,10395.0,Personal Organizers
382,2021-06-21,10395.0,Personal Organizers
383,2021-06-22,7518.0,Personal Organizers
384,2021-06-23,7518.0,Personal Organizers
385,2021-06-24,7626.0,Personal Organizers
386,2021-06-25,7207.0,Personal Organizers
387,2021-06-26,7207.0,Personal Organizers
388,2021-06-27,7207.0,Personal Organizers
389,2021-06-28,7145.0,Personal Organizers
390,2021-06-29,8776.0,Personal Organizers
391,2021-06-30,8776.0,Personal Organizers
392,2021-07-01,8776.0,Personal Organizers
393,2021-07-02,8776.0,Personal Organizers
394,2021-07-03,8776.0,Personal Organizers
395,2021-07-04,8776.0,Personal Organizers
396,2021-07-05,5974.0,Personal Organizers
397,2021-07-06,5974.0,Personal Organizers
398,2021-07-07,4320.0,Personal Organizers
399,2021-07-08,4320.0,Personal Organizers
400,2021-07-09,4320.0,Personal Organizers
401,2021-07-10,6663.0,Personal Organizers
