,date,value,name_B07P2X9VD3
367,2020-02-29,29417.0,Decorative Bookends
368,2020-03-01,29324.0,Decorative Bookends
369,2020-03-02,29324.0,Decorative Bookends
370,2020-03-03,26884.0,Decorative Bookends
371,2020-03-04,26884.0,Decorative Bookends
372,2020-03-05,31127.0,Decorative Bookends
373,2020-03-06,31127.0,Decorative Bookends
374,2020-03-07,31127.0,Decorative Bookends
375,2020-03-08,31127.0,Decorative Bookends
376,2020-03-09,31127.0,Decorative Bookends
377,2020-03-10,31127.0,Decorative Bookends
378,2020-03-11,35595.0,Decorative Bookends
379,2020-03-12,35595.0,Decorative Bookends
380,2020-03-13,35595.0,Decorative Bookends
381,2020-03-14,35595.0,Decorative Bookends
382,2020-03-15,35595.0,Decorative Bookends
383,2020-03-16,35595.0,Decorative Bookends
384,2020-03-17,35595.0,Decorative Bookends
385,2020-03-18,35595.0,Decorative Bookends
386,2020-03-19,31038.0,Decorative Bookends
387,2020-03-20,31038.0,Decorative Bookends
388,2020-03-21,31038.0,Decorative Bookends
389,2020-03-22,31038.0,Decorative Bookends
390,2020-03-23,25490.0,Decorative Bookends
391,2020-03-24,25490.0,Decorative Bookends
392,2020-03-25,25490.0,Decorative Bookends
393,2020-03-26,25490.0,Decorative Bookends
394,2020-03-27,25490.0,Decorative Bookends
395,2020-03-28,25490.0,Decorative Bookends
396,2020-03-29,18025.0,Decorative Bookends
397,2020-03-30,18025.0,Decorative Bookends
398,2020-03-31,18025.0,Decorative Bookends
399,2020-04-01,38444.0,Decorative Bookends
400,2020-04-02,29449.0,Decorative Bookends
401,2020-04-03,29449.0,Decorative Bookends
402,2020-04-04,29449.0,Decorative Bookends
403,2020-04-05,29449.0,Decorative Bookends
404,2020-04-06,61315.0,Decorative Bookends
405,2020-04-07,64479.0,Decorative Bookends
406,2020-04-08,64479.0,Decorative Bookends
407,2020-04-09,51184.0,Decorative Bookends
408,2020-04-10,51184.0,Decorative Bookends
409,2020-04-11,51184.0,Decorative Bookends
410,2020-04-12,51184.0,Decorative Bookends
411,2020-04-13,51184.0,Decorative Bookends
412,2020-04-14,51184.0,Decorative Bookends
413,2020-04-15,43453.0,Decorative Bookends
414,2020-04-16,43453.0,Decorative Bookends
415,2020-04-17,43453.0,Decorative Bookends
416,2020-04-18,43453.0,Decorative Bookends
417,2020-04-19,43453.0,Decorative Bookends
418,2020-04-20,43453.0,Decorative Bookends
419,2020-04-21,43453.0,Decorative Bookends
420,2020-04-22,55901.0,Decorative Bookends
421,2020-04-23,55901.0,Decorative Bookends
422,2020-04-24,55901.0,Decorative Bookends
423,2020-04-25,55901.0,Decorative Bookends
424,2020-04-26,55901.0,Decorative Bookends
425,2020-04-27,27835.0,Decorative Bookends
426,2020-04-28,27835.0,Decorative Bookends
427,2020-04-29,27835.0,Decorative Bookends
428,2020-04-30,27835.0,Decorative Bookends
429,2020-05-01,27835.0,Decorative Bookends
430,2020-05-02,27835.0,Decorative Bookends
431,2020-05-03,35540.0,Decorative Bookends
432,2020-05-04,35540.0,Decorative Bookends
433,2020-05-05,35540.0,Decorative Bookends
434,2020-05-06,35540.0,Decorative Bookends
435,2020-05-07,35540.0,Decorative Bookends
436,2020-05-08,35540.0,Decorative Bookends
437,2020-05-09,38002.0,Decorative Bookends
438,2020-05-10,38002.0,Decorative Bookends
439,2020-05-11,38002.0,Decorative Bookends
440,2020-05-12,38002.0,Decorative Bookends
441,2020-05-13,38002.0,Decorative Bookends
442,2020-05-14,37457.0,Decorative Bookends
443,2020-05-15,37457.0,Decorative Bookends
444,2020-05-16,37457.0,Decorative Bookends
445,2020-05-17,37457.0,Decorative Bookends
446,2020-05-18,44641.0,Decorative Bookends
447,2020-05-19,44641.0,Decorative Bookends
448,2020-05-20,44641.0,Decorative Bookends
449,2020-05-21,37993.0,Decorative Bookends
450,2020-05-22,37993.0,Decorative Bookends
451,2020-05-23,38126.0,Decorative Bookends
452,2020-05-24,38126.0,Decorative Bookends
453,2020-05-25,38126.0,Decorative Bookends
454,2020-05-26,38126.0,Decorative Bookends
455,2020-05-27,46703.0,Decorative Bookends
456,2020-05-28,46703.0,Decorative Bookends
457,2020-05-29,46703.0,Decorative Bookends
458,2020-05-30,46703.0,Decorative Bookends
459,2020-05-31,46703.0,Decorative Bookends
460,2020-06-01,49424.0,Decorative Bookends
461,2020-06-02,49424.0,Decorative Bookends
462,2020-06-03,42471.0,Decorative Bookends
463,2020-06-04,42471.0,Decorative Bookends
464,2020-06-05,41581.0,Decorative Bookends
465,2020-06-06,41581.0,Decorative Bookends
466,2020-06-07,41581.0,Decorative Bookends
467,2020-06-08,35771.0,Decorative Bookends
468,2020-06-09,35771.0,Decorative Bookends
469,2020-06-10,35771.0,Decorative Bookends
470,2020-06-11,35771.0,Decorative Bookends
471,2020-06-12,60651.0,Decorative Bookends
472,2020-06-13,60651.0,Decorative Bookends
473,2020-06-14,60651.0,Decorative Bookends
474,2020-06-15,60651.0,Decorative Bookends
475,2020-06-16,60651.0,Decorative Bookends
476,2020-06-17,60651.0,Decorative Bookends
477,2020-06-18,60651.0,Decorative Bookends
478,2020-06-19,60651.0,Decorative Bookends
479,2020-06-20,60651.0,Decorative Bookends
480,2020-06-21,54673.0,Decorative Bookends
481,2020-06-22,54673.0,Decorative Bookends
482,2020-06-23,54673.0,Decorative Bookends
483,2020-06-24,55377.0,Decorative Bookends
484,2020-06-25,55377.0,Decorative Bookends
485,2020-06-26,55377.0,Decorative Bookends
486,2020-06-27,52076.0,Decorative Bookends
487,2020-06-28,52076.0,Decorative Bookends
488,2020-06-29,52076.0,Decorative Bookends
489,2020-06-30,55401.0,Decorative Bookends
490,2020-07-01,65322.0,Decorative Bookends
491,2020-07-02,65322.0,Decorative Bookends
492,2020-07-03,65322.0,Decorative Bookends
493,2020-07-04,65322.0,Decorative Bookends
494,2020-07-05,65322.0,Decorative Bookends
495,2020-07-06,62680.0,Decorative Bookends
496,2020-07-07,65326.0,Decorative Bookends
497,2020-07-08,65326.0,Decorative Bookends
498,2020-07-09,65326.0,Decorative Bookends
499,2020-07-10,65326.0,Decorative Bookends
500,2020-07-11,40786.0,Decorative Bookends
501,2020-07-12,45657.0,Decorative Bookends
502,2020-07-13,45657.0,Decorative Bookends
503,2020-07-14,45657.0,Decorative Bookends
504,2020-07-15,45657.0,Decorative Bookends
505,2020-07-16,41427.0,Decorative Bookends
506,2020-07-17,41427.0,Decorative Bookends
507,2020-07-18,41427.0,Decorative Bookends
508,2020-07-19,41427.0,Decorative Bookends
509,2020-07-20,41427.0,Decorative Bookends
510,2020-07-21,32948.0,Decorative Bookends
511,2020-07-22,32948.0,Decorative Bookends
512,2020-07-23,32948.0,Decorative Bookends
513,2020-07-24,32948.0,Decorative Bookends
514,2020-07-25,32948.0,Decorative Bookends
515,2020-07-26,26689.0,Decorative Bookends
516,2020-07-27,26689.0,Decorative Bookends
517,2020-07-28,28645.0,Decorative Bookends
518,2020-07-29,28645.0,Decorative Bookends
519,2020-07-30,28645.0,Decorative Bookends
520,2020-07-31,28645.0,Decorative Bookends
521,2020-08-01,28645.0,Decorative Bookends
522,2020-08-02,28645.0,Decorative Bookends
523,2020-08-03,23978.0,Decorative Bookends
524,2020-08-04,25742.0,Decorative Bookends
525,2020-08-05,22531.0,Decorative Bookends
526,2020-08-06,22531.0,Decorative Bookends
527,2020-08-07,22531.0,Decorative Bookends
528,2020-08-08,22531.0,Decorative Bookends
529,2020-08-09,21380.0,Decorative Bookends
530,2020-08-10,21380.0,Decorative Bookends
531,2020-08-11,21110.0,Decorative Bookends
532,2020-08-12,21110.0,Decorative Bookends
533,2020-08-13,21110.0,Decorative Bookends
534,2020-08-14,21110.0,Decorative Bookends
535,2020-08-15,21110.0,Decorative Bookends
536,2020-08-16,36433.0,Decorative Bookends
537,2020-08-17,36433.0,Decorative Bookends
538,2020-08-18,37838.0,Decorative Bookends
539,2020-08-19,37838.0,Decorative Bookends
540,2020-08-20,37838.0,Decorative Bookends
541,2020-08-21,37838.0,Decorative Bookends
542,2020-08-22,37838.0,Decorative Bookends
543,2020-08-23,37838.0,Decorative Bookends
544,2020-08-24,37838.0,Decorative Bookends
545,2020-08-25,36750.0,Decorative Bookends
546,2020-08-26,36750.0,Decorative Bookends
547,2020-08-27,36750.0,Decorative Bookends
548,2020-08-28,36750.0,Decorative Bookends
549,2020-08-29,27549.0,Decorative Bookends
550,2020-08-30,27549.0,Decorative Bookends
551,2020-08-31,27549.0,Decorative Bookends
552,2020-09-01,27567.0,Decorative Bookends
553,2020-09-02,31811.0,Decorative Bookends
554,2020-09-03,31811.0,Decorative Bookends
555,2020-09-04,31811.0,Decorative Bookends
556,2020-09-05,31811.0,Decorative Bookends
557,2020-09-06,31811.0,Decorative Bookends
558,2020-09-07,30979.0,Decorative Bookends
559,2020-09-08,32853.0,Decorative Bookends
560,2020-09-09,32853.0,Decorative Bookends
561,2020-09-10,47500.0,Decorative Bookends
562,2020-09-11,47500.0,Decorative Bookends
563,2020-09-12,26314.0,Decorative Bookends
564,2020-09-13,26314.0,Decorative Bookends
565,2020-09-14,26314.0,Decorative Bookends
566,2020-09-15,26314.0,Decorative Bookends
567,2020-09-16,26314.0,Decorative Bookends
568,2020-09-17,26731.0,Decorative Bookends
569,2020-09-18,26731.0,Decorative Bookends
570,2020-09-19,26731.0,Decorative Bookends
571,2020-09-20,26731.0,Decorative Bookends
572,2020-09-21,26731.0,Decorative Bookends
573,2020-09-22,26930.0,Decorative Bookends
574,2020-09-23,26930.0,Decorative Bookends
575,2020-09-24,27868.0,Decorative Bookends
576,2020-09-25,27868.0,Decorative Bookends
577,2020-09-26,27868.0,Decorative Bookends
578,2020-09-27,27868.0,Decorative Bookends
579,2020-09-28,30694.0,Decorative Bookends
580,2020-09-29,30694.0,Decorative Bookends
581,2020-09-30,37367.0,Decorative Bookends
582,2020-10-01,37367.0,Decorative Bookends
583,2020-10-02,37367.0,Decorative Bookends
584,2020-10-03,37367.0,Decorative Bookends
585,2020-10-04,37367.0,Decorative Bookends
586,2020-10-05,36120.0,Decorative Bookends
587,2020-10-06,36120.0,Decorative Bookends
588,2020-10-07,41966.0,Decorative Bookends
589,2020-10-08,41966.0,Decorative Bookends
590,2020-10-09,32747.0,Decorative Bookends
591,2020-10-10,32747.0,Decorative Bookends
592,2020-10-11,32747.0,Decorative Bookends
593,2020-10-12,32747.0,Decorative Bookends
594,2020-10-13,32747.0,Decorative Bookends
595,2020-10-14,36253.0,Decorative Bookends
596,2020-10-15,33297.0,Decorative Bookends
597,2020-10-16,33297.0,Decorative Bookends
598,2020-10-17,33297.0,Decorative Bookends
599,2020-10-18,33297.0,Decorative Bookends
600,2020-10-19,28490.0,Decorative Bookends
601,2020-10-20,28490.0,Decorative Bookends
602,2020-10-21,26014.0,Decorative Bookends
603,2020-10-22,29324.0,Decorative Bookends
604,2020-10-23,29324.0,Decorative Bookends
605,2020-10-24,29324.0,Decorative Bookends
606,2020-10-25,29324.0,Decorative Bookends
