,date,value,name_B086RPBLQK
161,2021-01-08,30084.0,Neck & Cervical Pillows
162,2021-01-09,30084.0,Neck & Cervical Pillows
163,2021-01-10,30084.0,Neck & Cervical Pillows
164,2021-01-11,34747.0,Neck & Cervical Pillows
165,2021-01-12,34747.0,Neck & Cervical Pillows
166,2021-01-13,42338.0,Neck & Cervical Pillows
167,2021-01-14,42338.0,Neck & Cervical Pillows
168,2021-01-15,42338.0,Neck & Cervical Pillows
169,2021-01-16,42338.0,Neck & Cervical Pillows
170,2021-01-17,93808.0,Neck & Cervical Pillows
171,2021-01-18,93808.0,Neck & Cervical Pillows
172,2021-01-19,113448.0,Neck & Cervical Pillows
173,2021-01-20,113448.0,Neck & Cervical Pillows
174,2021-01-21,113448.0,Neck & Cervical Pillows
175,2021-01-22,124666.0,Neck & Cervical Pillows
176,2021-01-23,99531.0,Neck & Cervical Pillows
177,2021-01-24,64124.0,Neck & Cervical Pillows
178,2021-01-25,64124.0,Neck & Cervical Pillows
179,2021-01-26,64124.0,Neck & Cervical Pillows
180,2021-01-27,46432.0,Neck & Cervical Pillows
181,2021-01-28,46432.0,Neck & Cervical Pillows
182,2021-01-29,50110.0,Neck & Cervical Pillows
183,2021-01-30,68439.0,Neck & Cervical Pillows
184,2021-01-31,51415.0,Neck & Cervical Pillows
185,2021-02-01,53411.0,Neck & Cervical Pillows
186,2021-02-02,53411.0,Neck & Cervical Pillows
187,2021-02-03,53411.0,Neck & Cervical Pillows
188,2021-02-04,55160.0,Neck & Cervical Pillows
189,2021-02-05,41401.0,Neck & Cervical Pillows
190,2021-02-06,41401.0,Neck & Cervical Pillows
191,2021-02-07,41401.0,Neck & Cervical Pillows
192,2021-02-08,45285.0,Neck & Cervical Pillows
193,2021-02-09,51691.0,Neck & Cervical Pillows
194,2021-02-10,51691.0,Neck & Cervical Pillows
195,2021-02-11,51691.0,Neck & Cervical Pillows
196,2021-02-12,51691.0,Neck & Cervical Pillows
197,2021-02-13,53903.0,Neck & Cervical Pillows
198,2021-02-14,53903.0,Neck & Cervical Pillows
199,2021-02-15,53903.0,Neck & Cervical Pillows
200,2021-02-16,40216.0,Neck & Cervical Pillows
201,2021-02-17,40216.0,Neck & Cervical Pillows
202,2021-02-18,38854.0,Neck & Cervical Pillows
203,2021-02-19,38854.0,Neck & Cervical Pillows
204,2021-02-20,35231.0,Neck & Cervical Pillows
205,2021-02-21,35231.0,Neck & Cervical Pillows
206,2021-02-22,35231.0,Neck & Cervical Pillows
207,2021-02-23,35231.0,Neck & Cervical Pillows
208,2021-02-24,40527.0,Neck & Cervical Pillows
209,2021-02-25,48244.0,Neck & Cervical Pillows
210,2021-02-26,48244.0,Neck & Cervical Pillows
211,2021-02-27,52063.0,Neck & Cervical Pillows
212,2021-02-28,52063.0,Neck & Cervical Pillows
213,2021-03-01,42763.0,Neck & Cervical Pillows
214,2021-03-02,42763.0,Neck & Cervical Pillows
215,2021-03-03,48934.0,Neck & Cervical Pillows
216,2021-03-04,44109.0,Neck & Cervical Pillows
217,2021-03-05,45906.0,Neck & Cervical Pillows
218,2021-03-06,47096.0,Neck & Cervical Pillows
219,2021-03-07,26682.0,Neck & Cervical Pillows
220,2021-03-08,38631.0,Neck & Cervical Pillows
221,2021-03-09,38631.0,Neck & Cervical Pillows
222,2021-03-10,41610.0,Neck & Cervical Pillows
223,2021-03-11,37230.0,Neck & Cervical Pillows
224,2021-03-12,54491.0,Neck & Cervical Pillows
225,2021-03-13,54491.0,Neck & Cervical Pillows
226,2021-03-14,54491.0,Neck & Cervical Pillows
227,2021-03-15,51508.0,Neck & Cervical Pillows
228,2021-03-16,51508.0,Neck & Cervical Pillows
229,2021-03-17,79312.0,Neck & Cervical Pillows
230,2021-03-18,79312.0,Neck & Cervical Pillows
231,2021-03-19,105517.0,Neck & Cervical Pillows
232,2021-03-20,93388.0,Neck & Cervical Pillows
233,2021-03-21,93388.0,Neck & Cervical Pillows
234,2021-03-22,60719.0,Neck & Cervical Pillows
235,2021-03-23,60719.0,Neck & Cervical Pillows
236,2021-03-24,60719.0,Neck & Cervical Pillows
237,2021-03-25,32328.0,Neck & Cervical Pillows
238,2021-03-26,41346.0,Neck & Cervical Pillows
239,2021-03-27,41346.0,Neck & Cervical Pillows
240,2021-03-28,39165.0,Neck & Cervical Pillows
241,2021-03-29,39165.0,Neck & Cervical Pillows
242,2021-03-30,39165.0,Neck & Cervical Pillows
243,2021-03-31,46091.0,Neck & Cervical Pillows
244,2021-04-01,46091.0,Neck & Cervical Pillows
245,2021-04-02,41400.0,Neck & Cervical Pillows
246,2021-04-03,41400.0,Neck & Cervical Pillows
247,2021-04-04,33446.0,Neck & Cervical Pillows
248,2021-04-05,34834.0,Neck & Cervical Pillows
249,2021-04-06,43065.0,Neck & Cervical Pillows
250,2021-04-07,43065.0,Neck & Cervical Pillows
251,2021-04-08,61362.0,Neck & Cervical Pillows
252,2021-04-09,56837.0,Neck & Cervical Pillows
253,2021-04-10,78533.0,Neck & Cervical Pillows
254,2021-04-11,79714.0,Neck & Cervical Pillows
255,2021-04-12,60226.0,Neck & Cervical Pillows
256,2021-04-13,60226.0,Neck & Cervical Pillows
257,2021-04-14,46534.0,Neck & Cervical Pillows
258,2021-04-15,38366.0,Neck & Cervical Pillows
259,2021-04-16,31895.0,Neck & Cervical Pillows
260,2021-04-17,32726.0,Neck & Cervical Pillows
261,2021-04-18,34173.0,Neck & Cervical Pillows
262,2021-04-19,28185.0,Neck & Cervical Pillows
263,2021-04-20,25227.0,Neck & Cervical Pillows
264,2021-04-21,28882.0,Neck & Cervical Pillows
265,2021-04-22,33625.0,Neck & Cervical Pillows
266,2021-04-23,33625.0,Neck & Cervical Pillows
267,2021-04-24,11038.0,Neck & Cervical Pillows
268,2021-04-25,15994.0,Neck & Cervical Pillows
269,2021-04-26,17377.0,Neck & Cervical Pillows
270,2021-04-27,22413.0,Neck & Cervical Pillows
271,2021-04-28,18731.0,Neck & Cervical Pillows
272,2021-04-29,19807.0,Neck & Cervical Pillows
273,2021-04-30,18112.0,Neck & Cervical Pillows
274,2021-05-01,15210.0,Neck & Cervical Pillows
275,2021-05-02,15210.0,Neck & Cervical Pillows
276,2021-05-03,15210.0,Neck & Cervical Pillows
277,2021-05-04,15780.0,Neck & Cervical Pillows
278,2021-05-05,15780.0,Neck & Cervical Pillows
279,2021-05-06,19173.0,Neck & Cervical Pillows
280,2021-05-07,22880.0,Neck & Cervical Pillows
281,2021-05-08,22880.0,Neck & Cervical Pillows
282,2021-05-09,22880.0,Neck & Cervical Pillows
283,2021-05-10,12610.0,Neck & Cervical Pillows
284,2021-05-11,12610.0,Neck & Cervical Pillows
285,2021-05-12,17509.0,Neck & Cervical Pillows
286,2021-05-13,14010.0,Neck & Cervical Pillows
287,2021-05-14,16036.0,Neck & Cervical Pillows
288,2021-05-15,14361.0,Neck & Cervical Pillows
289,2021-05-16,16987.0,Neck & Cervical Pillows
290,2021-05-17,22896.0,Neck & Cervical Pillows
291,2021-05-18,16925.0,Neck & Cervical Pillows
292,2021-05-19,16925.0,Neck & Cervical Pillows
293,2021-05-20,11820.0,Neck & Cervical Pillows
294,2021-05-21,11820.0,Neck & Cervical Pillows
295,2021-05-22,11769.0,Neck & Cervical Pillows
296,2021-05-23,10654.0,Neck & Cervical Pillows
297,2021-05-24,10654.0,Neck & Cervical Pillows
298,2021-05-25,10029.0,Neck & Cervical Pillows
299,2021-05-26,12602.0,Neck & Cervical Pillows
300,2021-05-27,11178.0,Neck & Cervical Pillows
301,2021-05-28,11178.0,Neck & Cervical Pillows
302,2021-05-29,8478.0,Neck & Cervical Pillows
303,2021-05-30,7072.0,Neck & Cervical Pillows
304,2021-05-31,7072.0,Neck & Cervical Pillows
305,2021-06-01,8058.0,Neck & Cervical Pillows
306,2021-06-02,7170.0,Neck & Cervical Pillows
307,2021-06-03,9825.0,Neck & Cervical Pillows
308,2021-06-04,10734.0,Neck & Cervical Pillows
309,2021-06-05,8311.0,Neck & Cervical Pillows
310,2021-06-06,8311.0,Neck & Cervical Pillows
311,2021-06-07,9431.0,Neck & Cervical Pillows
312,2021-06-08,10169.0,Neck & Cervical Pillows
313,2021-06-09,10169.0,Neck & Cervical Pillows
314,2021-06-10,10169.0,Neck & Cervical Pillows
315,2021-06-11,17721.0,Neck & Cervical Pillows
316,2021-06-12,17721.0,Neck & Cervical Pillows
317,2021-06-13,9322.0,Neck & Cervical Pillows
318,2021-06-14,9322.0,Neck & Cervical Pillows
319,2021-06-15,17527.0,Neck & Cervical Pillows
320,2021-06-16,17527.0,Neck & Cervical Pillows
321,2021-06-17,17656.0,Neck & Cervical Pillows
322,2021-06-18,13744.0,Neck & Cervical Pillows
323,2021-06-19,11314.0,Neck & Cervical Pillows
324,2021-06-20,11314.0,Neck & Cervical Pillows
325,2021-06-21,12009.0,Neck & Cervical Pillows
326,2021-06-22,15254.0,Neck & Cervical Pillows
327,2021-06-23,17615.0,Neck & Cervical Pillows
