,date,value,name_B07226LCZF
59,2020-07-23,7222.0,Claw Care
60,2020-07-24,7222.0,Claw Care
61,2020-07-25,7222.0,Claw Care
62,2020-07-26,8693.0,Claw Care
63,2020-07-27,8693.0,Claw Care
64,2020-07-28,10973.0,Claw Care
65,2020-07-29,13222.0,Claw Care
66,2020-07-30,11896.0,Claw Care
67,2020-07-31,11896.0,Claw Care
68,2020-08-01,11896.0,Claw Care
69,2020-08-02,10753.0,Claw Care
70,2020-08-03,10753.0,Claw Care
71,2020-08-04,10753.0,Claw Care
72,2020-08-05,12706.0,Claw Care
73,2020-08-06,14235.0,Claw Care
74,2020-08-07,14235.0,Claw Care
75,2020-08-08,9881.0,Claw Care
76,2020-08-09,9881.0,Claw Care
77,2020-08-10,9739.0,Claw Care
78,2020-08-11,10192.0,Claw Care
79,2020-08-12,10192.0,Claw Care
80,2020-08-13,10192.0,Claw Care
81,2020-08-14,9816.0,Claw Care
82,2020-08-15,9816.0,Claw Care
83,2020-08-16,9816.0,Claw Care
84,2020-08-17,10620.0,Claw Care
85,2020-08-18,9489.0,Claw Care
86,2020-08-19,8542.0,Claw Care
87,2020-08-20,9871.0,Claw Care
88,2020-08-21,9871.0,Claw Care
89,2020-08-22,9871.0,Claw Care
90,2020-08-23,9871.0,Claw Care
91,2020-08-24,9125.0,Claw Care
92,2020-08-25,9125.0,Claw Care
93,2020-08-26,9125.0,Claw Care
94,2020-08-27,11843.0,Claw Care
95,2020-08-28,11843.0,Claw Care
96,2020-08-29,10107.0,Claw Care
97,2020-08-30,11958.0,Claw Care
98,2020-08-31,11958.0,Claw Care
99,2020-09-01,11958.0,Claw Care
100,2020-09-02,12825.0,Claw Care
101,2020-09-03,12825.0,Claw Care
102,2020-09-04,12825.0,Claw Care
103,2020-09-05,16338.0,Claw Care
104,2020-09-06,12362.0,Claw Care
105,2020-09-07,9815.0,Claw Care
106,2020-09-08,12423.0,Claw Care
107,2020-09-09,12423.0,Claw Care
108,2020-09-10,12423.0,Claw Care
109,2020-09-11,11789.0,Claw Care
110,2020-09-12,11789.0,Claw Care
111,2020-09-13,11789.0,Claw Care
112,2020-09-14,12301.0,Claw Care
113,2020-09-15,12301.0,Claw Care
114,2020-09-16,12789.0,Claw Care
115,2020-09-17,12789.0,Claw Care
116,2020-09-18,9952.0,Claw Care
117,2020-09-19,9952.0,Claw Care
118,2020-09-20,9952.0,Claw Care
119,2020-09-21,11581.0,Claw Care
120,2020-09-22,11581.0,Claw Care
121,2020-09-23,13684.0,Claw Care
122,2020-09-24,10748.0,Claw Care
123,2020-09-25,10748.0,Claw Care
124,2020-09-26,10748.0,Claw Care
125,2020-09-27,9060.0,Claw Care
126,2020-09-28,8868.0,Claw Care
127,2020-09-29,10546.0,Claw Care
128,2020-09-30,10546.0,Claw Care
129,2020-10-01,7431.0,Claw Care
130,2020-10-02,7431.0,Claw Care
131,2020-10-03,7431.0,Claw Care
132,2020-10-04,10566.0,Claw Care
133,2020-10-05,10566.0,Claw Care
134,2020-10-06,8101.0,Claw Care
135,2020-10-07,8101.0,Claw Care
136,2020-10-08,9281.0,Claw Care
137,2020-10-09,9281.0,Claw Care
138,2020-10-10,9281.0,Claw Care
139,2020-10-11,10186.0,Claw Care
140,2020-10-12,10186.0,Claw Care
141,2020-10-13,10186.0,Claw Care
142,2020-10-14,10902.0,Claw Care
143,2020-10-15,11212.0,Claw Care
144,2020-10-16,11212.0,Claw Care
145,2020-10-17,10778.0,Claw Care
146,2020-10-18,10778.0,Claw Care
147,2020-10-19,10253.0,Claw Care
148,2020-10-20,15745.0,Claw Care
149,2020-10-21,15745.0,Claw Care
150,2020-10-22,13099.0,Claw Care
151,2020-10-23,13099.0,Claw Care
152,2020-10-24,13099.0,Claw Care
153,2020-10-25,14019.0,Claw Care
154,2020-10-26,14204.0,Claw Care
155,2020-10-27,14204.0,Claw Care
156,2020-10-28,14204.0,Claw Care
157,2020-10-29,19678.0,Claw Care
158,2020-10-30,19678.0,Claw Care
159,2020-10-31,19678.0,Claw Care
160,2020-11-01,15475.0,Claw Care
161,2020-11-02,15475.0,Claw Care
162,2020-11-03,15475.0,Claw Care
163,2020-11-04,11775.0,Claw Care
164,2020-11-05,11775.0,Claw Care
165,2020-11-06,11775.0,Claw Care
166,2020-11-07,15752.0,Claw Care
167,2020-11-08,15752.0,Claw Care
168,2020-11-09,16521.0,Claw Care
169,2020-11-10,16521.0,Claw Care
170,2020-11-11,14272.0,Claw Care
171,2020-11-12,13826.0,Claw Care
172,2020-11-13,13563.0,Claw Care
173,2020-11-14,13563.0,Claw Care
174,2020-11-15,13563.0,Claw Care
175,2020-11-16,15978.0,Claw Care
176,2020-11-17,15978.0,Claw Care
177,2020-11-18,15978.0,Claw Care
178,2020-11-19,11065.0,Claw Care
179,2020-11-20,15246.0,Claw Care
180,2020-11-21,15246.0,Claw Care
181,2020-11-22,15246.0,Claw Care
182,2020-11-23,13561.0,Claw Care
183,2020-11-24,16153.0,Claw Care
184,2020-11-25,16153.0,Claw Care
185,2020-11-26,16153.0,Claw Care
186,2020-11-27,16153.0,Claw Care
187,2020-11-28,24395.0,Claw Care
188,2020-11-29,24395.0,Claw Care
189,2020-11-30,24559.0,Claw Care
190,2020-12-01,24391.0,Claw Care
191,2020-12-02,24391.0,Claw Care
192,2020-12-03,15042.0,Claw Care
193,2020-12-04,15042.0,Claw Care
194,2020-12-05,15042.0,Claw Care
195,2020-12-06,25075.0,Claw Care
196,2020-12-07,25075.0,Claw Care
197,2020-12-08,25075.0,Claw Care
198,2020-12-09,19183.0,Claw Care
199,2020-12-10,22878.0,Claw Care
200,2020-12-11,22878.0,Claw Care
201,2020-12-12,17083.0,Claw Care
202,2020-12-13,17083.0,Claw Care
203,2020-12-14,17660.0,Claw Care
204,2020-12-15,17660.0,Claw Care
205,2020-12-16,17660.0,Claw Care
206,2020-12-17,19882.0,Claw Care
207,2020-12-18,24643.0,Claw Care
208,2020-12-19,24643.0,Claw Care
209,2020-12-20,24643.0,Claw Care
210,2020-12-21,24031.0,Claw Care
211,2020-12-22,22982.0,Claw Care
212,2020-12-23,22982.0,Claw Care
213,2020-12-24,22982.0,Claw Care
214,2020-12-25,22982.0,Claw Care
215,2020-12-26,18226.0,Claw Care
216,2020-12-27,18226.0,Claw Care
217,2020-12-28,17618.0,Claw Care
218,2020-12-29,28290.0,Claw Care
219,2020-12-30,28290.0,Claw Care
220,2020-12-31,19268.0,Claw Care
221,2021-01-01,19268.0,Claw Care
222,2021-01-02,14245.0,Claw Care
223,2021-01-03,14245.0,Claw Care
224,2021-01-04,14245.0,Claw Care
225,2021-01-05,16400.0,Claw Care
226,2021-01-06,14001.0,Claw Care
227,2021-01-07,16324.0,Claw Care
228,2021-01-08,16324.0,Claw Care
229,2021-01-09,16324.0,Claw Care
230,2021-01-10,12236.0,Claw Care
231,2021-01-11,12236.0,Claw Care
232,2021-01-12,17908.0,Claw Care
233,2021-01-13,19365.0,Claw Care
234,2021-01-14,16434.0,Claw Care
235,2021-01-15,16434.0,Claw Care
236,2021-01-16,11932.0,Claw Care
237,2021-01-17,9528.0,Claw Care
238,2021-01-18,9528.0,Claw Care
239,2021-01-19,14944.0,Claw Care
240,2021-01-20,17903.0,Claw Care
241,2021-01-21,17903.0,Claw Care
242,2021-01-22,20750.0,Claw Care
243,2021-01-23,21032.0,Claw Care
244,2021-01-24,21524.0,Claw Care
245,2021-01-25,21524.0,Claw Care
246,2021-01-26,21524.0,Claw Care
247,2021-01-27,16774.0,Claw Care
248,2021-01-28,16626.0,Claw Care
249,2021-01-29,16862.0,Claw Care
250,2021-01-30,16862.0,Claw Care
251,2021-01-31,16862.0,Claw Care
252,2021-02-01,13418.0,Claw Care
253,2021-02-02,15774.0,Claw Care
254,2021-02-03,18694.0,Claw Care
255,2021-02-04,17215.0,Claw Care
256,2021-02-05,17215.0,Claw Care
257,2021-02-06,17215.0,Claw Care
258,2021-02-07,17215.0,Claw Care
259,2021-02-08,14887.0,Claw Care
260,2021-02-09,16175.0,Claw Care
261,2021-02-10,13047.0,Claw Care
262,2021-02-11,13047.0,Claw Care
263,2021-02-12,13047.0,Claw Care
264,2021-02-13,13047.0,Claw Care
265,2021-02-14,10317.0,Claw Care
266,2021-02-15,10317.0,Claw Care
267,2021-02-16,11415.0,Claw Care
268,2021-02-17,11415.0,Claw Care
269,2021-02-18,14380.0,Claw Care
270,2021-02-19,12105.0,Claw Care
271,2021-02-20,12105.0,Claw Care
272,2021-02-21,12105.0,Claw Care
273,2021-02-22,10267.0,Claw Care
274,2021-02-23,10267.0,Claw Care
275,2021-02-24,10267.0,Claw Care
276,2021-02-25,8759.0,Claw Care
277,2021-02-26,10750.0,Claw Care
278,2021-02-27,10750.0,Claw Care
279,2021-02-28,10750.0,Claw Care
280,2021-03-01,8219.0,Claw Care
281,2021-03-02,8219.0,Claw Care
282,2021-03-03,8219.0,Claw Care
283,2021-03-04,10084.0,Claw Care
284,2021-03-05,11984.0,Claw Care
285,2021-03-06,11984.0,Claw Care
286,2021-03-07,11984.0,Claw Care
287,2021-03-08,9018.0,Claw Care
288,2021-03-09,10552.0,Claw Care
289,2021-03-10,10552.0,Claw Care
290,2021-03-11,8510.0,Claw Care
291,2021-03-12,8510.0,Claw Care
292,2021-03-13,10896.0,Claw Care
293,2021-03-14,10896.0,Claw Care
294,2021-03-15,10810.0,Claw Care
295,2021-03-16,11924.0,Claw Care
296,2021-03-17,11924.0,Claw Care
297,2021-03-18,9217.0,Claw Care
298,2021-03-19,9217.0,Claw Care
299,2021-03-20,9217.0,Claw Care
300,2021-03-21,8785.0,Claw Care
301,2021-03-22,8442.0,Claw Care
302,2021-03-23,8442.0,Claw Care
303,2021-03-24,7915.0,Claw Care
304,2021-03-25,7915.0,Claw Care
305,2021-03-26,7915.0,Claw Care
306,2021-03-27,8765.0,Claw Care
307,2021-03-28,8765.0,Claw Care
308,2021-03-29,8765.0,Claw Care
309,2021-03-30,6867.0,Claw Care
310,2021-03-31,6867.0,Claw Care
311,2021-04-01,7434.0,Claw Care
312,2021-04-02,7434.0,Claw Care
313,2021-04-03,6697.0,Claw Care
314,2021-04-04,6122.0,Claw Care
315,2021-04-05,6122.0,Claw Care
316,2021-04-06,7831.0,Claw Care
317,2021-04-07,7299.0,Claw Care
318,2021-04-08,7299.0,Claw Care
319,2021-04-09,6656.0,Claw Care
320,2021-04-10,6845.0,Claw Care
321,2021-04-11,6845.0,Claw Care
322,2021-04-12,6845.0,Claw Care
323,2021-04-13,7252.0,Claw Care
324,2021-04-14,7252.0,Claw Care
325,2021-04-15,7252.0,Claw Care
326,2021-04-16,6105.0,Claw Care
327,2021-04-17,7404.0,Claw Care
328,2021-04-18,8407.0,Claw Care
329,2021-04-19,7159.0,Claw Care
330,2021-04-20,8728.0,Claw Care
331,2021-04-21,7925.0,Claw Care
332,2021-04-22,7836.0,Claw Care
333,2021-04-23,8450.0,Claw Care
334,2021-04-24,9293.0,Claw Care
335,2021-04-25,6140.0,Claw Care
336,2021-04-26,6139.0,Claw Care
337,2021-04-27,6139.0,Claw Care
338,2021-04-28,7586.0,Claw Care
339,2021-04-29,9270.0,Claw Care
340,2021-04-30,9270.0,Claw Care
341,2021-05-01,7674.0,Claw Care
342,2021-05-02,7674.0,Claw Care
343,2021-05-03,7674.0,Claw Care
344,2021-05-04,7154.0,Claw Care
345,2021-05-05,7154.0,Claw Care
346,2021-05-06,8867.0,Claw Care
347,2021-05-07,7770.0,Claw Care
348,2021-05-08,8397.0,Claw Care
349,2021-05-09,8397.0,Claw Care
350,2021-05-10,8397.0,Claw Care
351,2021-05-11,8127.0,Claw Care
352,2021-05-12,6753.0,Claw Care
353,2021-05-13,6753.0,Claw Care
354,2021-05-14,5769.0,Claw Care
355,2021-05-15,6110.0,Claw Care
356,2021-05-16,4736.0,Claw Care
357,2021-05-17,5993.0,Claw Care
358,2021-05-18,5386.0,Claw Care
359,2021-05-19,5354.0,Claw Care
360,2021-05-20,6159.0,Claw Care
361,2021-05-21,6507.0,Claw Care
362,2021-05-22,6507.0,Claw Care
363,2021-05-23,6308.0,Claw Care
364,2021-05-24,7060.0,Claw Care
365,2021-05-25,6185.0,Claw Care
366,2021-05-26,6185.0,Claw Care
367,2021-05-27,6259.0,Claw Care
368,2021-05-28,5108.0,Claw Care
369,2021-05-29,6017.0,Claw Care
370,2021-05-30,6616.0,Claw Care
371,2021-05-31,6616.0,Claw Care
372,2021-06-01,5623.0,Claw Care
373,2021-06-02,6699.0,Claw Care
374,2021-06-03,5674.0,Claw Care
375,2021-06-04,5674.0,Claw Care
376,2021-06-05,5674.0,Claw Care
377,2021-06-06,6757.0,Claw Care
378,2021-06-07,7830.0,Claw Care
379,2021-06-08,5932.0,Claw Care
380,2021-06-09,6497.0,Claw Care
381,2021-06-10,9321.0,Claw Care
382,2021-06-11,6501.0,Claw Care
383,2021-06-12,6654.0,Claw Care
384,2021-06-13,8955.0,Claw Care
385,2021-06-14,9655.0,Claw Care
386,2021-06-15,7428.0,Claw Care
387,2021-06-16,8448.0,Claw Care
388,2021-06-17,8669.0,Claw Care
389,2021-06-18,9844.0,Claw Care
390,2021-06-19,9844.0,Claw Care
391,2021-06-20,6238.0,Claw Care
392,2021-06-21,6579.0,Claw Care
393,2021-06-22,6130.0,Claw Care
394,2021-06-23,4748.0,Claw Care
395,2021-06-24,5528.0,Claw Care
396,2021-06-25,5528.0,Claw Care
397,2021-06-26,7583.0,Claw Care
398,2021-06-27,7507.0,Claw Care
399,2021-06-28,7507.0,Claw Care
400,2021-06-29,9175.0,Claw Care
401,2021-06-30,9917.0,Claw Care
402,2021-07-01,9917.0,Claw Care
403,2021-07-02,11962.0,Claw Care
404,2021-07-03,11962.0,Claw Care
405,2021-07-04,10689.0,Claw Care
406,2021-07-05,10689.0,Claw Care
407,2021-07-06,10689.0,Claw Care
408,2021-07-07,12797.0,Claw Care
409,2021-07-08,12213.0,Claw Care
410,2021-07-09,12937.0,Claw Care
411,2021-07-10,15344.0,Claw Care
412,2021-07-11,11342.0,Claw Care
