,date,value,name_B01N9ORWDI
96,2020-08-26,26989.0,Ibuprofen
97,2020-08-27,22955.0,Ibuprofen
98,2020-08-28,22955.0,Ibuprofen
99,2020-08-29,22955.0,Ibuprofen
100,2020-08-30,40265.0,Ibuprofen
101,2020-08-31,47992.0,Ibuprofen
102,2020-09-01,47992.0,Ibuprofen
103,2020-09-02,47992.0,Ibuprofen
104,2020-09-03,31196.0,Ibuprofen
105,2020-09-04,31196.0,Ibuprofen
106,2020-09-05,31196.0,Ibuprofen
107,2020-09-06,22508.0,Ibuprofen
108,2020-09-07,22956.0,Ibuprofen
109,2020-09-08,22956.0,Ibuprofen
110,2020-09-09,23071.0,Ibuprofen
111,2020-09-10,23738.0,Ibuprofen
112,2020-09-11,23738.0,Ibuprofen
113,2020-09-12,23738.0,Ibuprofen
114,2020-09-13,18740.0,Ibuprofen
115,2020-09-14,18740.0,Ibuprofen
116,2020-09-15,18740.0,Ibuprofen
117,2020-09-16,17436.0,Ibuprofen
118,2020-09-17,17436.0,Ibuprofen
119,2020-09-18,17436.0,Ibuprofen
120,2020-09-19,17436.0,Ibuprofen
121,2020-09-20,22453.0,Ibuprofen
122,2020-09-21,22453.0,Ibuprofen
123,2020-09-22,22453.0,Ibuprofen
124,2020-09-23,24002.0,Ibuprofen
125,2020-09-24,24002.0,Ibuprofen
126,2020-09-25,24002.0,Ibuprofen
127,2020-09-26,20128.0,Ibuprofen
128,2020-09-27,20128.0,Ibuprofen
129,2020-09-28,25359.0,Ibuprofen
130,2020-09-29,25359.0,Ibuprofen
131,2020-09-30,22473.0,Ibuprofen
132,2020-10-01,22473.0,Ibuprofen
133,2020-10-02,22473.0,Ibuprofen
134,2020-10-03,22473.0,Ibuprofen
135,2020-10-04,22473.0,Ibuprofen
136,2020-10-05,34522.0,Ibuprofen
137,2020-10-06,28445.0,Ibuprofen
138,2020-10-07,31934.0,Ibuprofen
139,2020-10-08,31934.0,Ibuprofen
140,2020-10-09,27143.0,Ibuprofen
141,2020-10-10,30339.0,Ibuprofen
142,2020-10-11,30339.0,Ibuprofen
143,2020-10-12,28781.0,Ibuprofen
144,2020-10-13,23730.0,Ibuprofen
145,2020-10-14,23730.0,Ibuprofen
146,2020-10-15,23730.0,Ibuprofen
147,2020-10-16,26158.0,Ibuprofen
148,2020-10-17,26158.0,Ibuprofen
149,2020-10-18,26158.0,Ibuprofen
150,2020-10-19,24479.0,Ibuprofen
151,2020-10-20,24479.0,Ibuprofen
152,2020-10-21,18368.0,Ibuprofen
153,2020-10-22,24700.0,Ibuprofen
154,2020-10-23,19324.0,Ibuprofen
155,2020-10-24,19324.0,Ibuprofen
156,2020-10-25,19674.0,Ibuprofen
157,2020-10-26,18346.0,Ibuprofen
158,2020-10-27,18346.0,Ibuprofen
159,2020-10-28,22222.0,Ibuprofen
160,2020-10-29,22222.0,Ibuprofen
161,2020-10-30,22222.0,Ibuprofen
162,2020-10-31,22222.0,Ibuprofen
163,2020-11-01,20698.0,Ibuprofen
164,2020-11-02,24420.0,Ibuprofen
165,2020-11-03,24825.0,Ibuprofen
166,2020-11-04,24825.0,Ibuprofen
167,2020-11-05,20527.0,Ibuprofen
168,2020-11-06,20141.0,Ibuprofen
169,2020-11-07,18223.0,Ibuprofen
170,2020-11-08,18223.0,Ibuprofen
171,2020-11-09,18223.0,Ibuprofen
172,2020-11-10,14660.0,Ibuprofen
173,2020-11-11,14928.0,Ibuprofen
174,2020-11-12,14928.0,Ibuprofen
175,2020-11-13,11724.0,Ibuprofen
176,2020-11-14,11724.0,Ibuprofen
177,2020-11-15,15066.0,Ibuprofen
178,2020-11-16,15066.0,Ibuprofen
179,2020-11-17,18111.0,Ibuprofen
180,2020-11-18,18111.0,Ibuprofen
181,2020-11-19,11864.0,Ibuprofen
182,2020-11-20,11864.0,Ibuprofen
183,2020-11-21,8366.0,Ibuprofen
184,2020-11-22,8366.0,Ibuprofen
185,2020-11-23,8366.0,Ibuprofen
186,2020-11-24,12384.0,Ibuprofen
187,2020-11-25,15752.0,Ibuprofen
188,2020-11-26,15752.0,Ibuprofen
189,2020-11-27,15752.0,Ibuprofen
190,2020-11-28,15752.0,Ibuprofen
191,2020-11-29,17270.0,Ibuprofen
192,2020-11-30,17270.0,Ibuprofen
193,2020-12-01,23209.0,Ibuprofen
194,2020-12-02,25374.0,Ibuprofen
195,2020-12-03,23459.0,Ibuprofen
196,2020-12-04,26914.0,Ibuprofen
197,2020-12-05,26914.0,Ibuprofen
198,2020-12-06,20091.0,Ibuprofen
199,2020-12-07,20091.0,Ibuprofen
200,2020-12-08,28336.0,Ibuprofen
201,2020-12-09,29090.0,Ibuprofen
202,2020-12-10,29090.0,Ibuprofen
203,2020-12-11,28161.0,Ibuprofen
204,2020-12-12,28161.0,Ibuprofen
205,2020-12-13,31907.0,Ibuprofen
206,2020-12-14,31907.0,Ibuprofen
207,2020-12-15,31907.0,Ibuprofen
208,2020-12-16,35022.0,Ibuprofen
209,2020-12-17,35022.0,Ibuprofen
210,2020-12-18,29502.0,Ibuprofen
211,2020-12-19,29502.0,Ibuprofen
212,2020-12-20,28929.0,Ibuprofen
213,2020-12-21,28929.0,Ibuprofen
214,2020-12-22,32551.0,Ibuprofen
215,2020-12-23,32551.0,Ibuprofen
216,2020-12-24,32551.0,Ibuprofen
217,2020-12-25,33991.0,Ibuprofen
218,2020-12-26,41756.0,Ibuprofen
219,2020-12-27,41756.0,Ibuprofen
220,2020-12-28,41756.0,Ibuprofen
221,2020-12-29,30776.0,Ibuprofen
222,2020-12-30,36256.0,Ibuprofen
223,2020-12-31,30619.0,Ibuprofen
224,2021-01-01,34847.0,Ibuprofen
225,2021-01-02,34847.0,Ibuprofen
226,2021-01-03,40296.0,Ibuprofen
227,2021-01-04,45570.0,Ibuprofen
228,2021-01-05,40128.0,Ibuprofen
229,2021-01-06,26973.0,Ibuprofen
230,2021-01-07,34454.0,Ibuprofen
231,2021-01-08,34454.0,Ibuprofen
232,2021-01-09,32662.0,Ibuprofen
233,2021-01-10,32976.0,Ibuprofen
234,2021-01-11,32976.0,Ibuprofen
235,2021-01-12,25251.0,Ibuprofen
236,2021-01-13,25251.0,Ibuprofen
237,2021-01-14,21506.0,Ibuprofen
238,2021-01-15,21506.0,Ibuprofen
239,2021-01-16,21506.0,Ibuprofen
240,2021-01-17,21506.0,Ibuprofen
241,2021-01-18,26510.0,Ibuprofen
242,2021-01-19,23226.0,Ibuprofen
243,2021-01-20,25395.0,Ibuprofen
244,2021-01-21,21952.0,Ibuprofen
245,2021-01-22,21952.0,Ibuprofen
246,2021-01-23,21952.0,Ibuprofen
247,2021-01-24,18425.0,Ibuprofen
248,2021-01-25,18425.0,Ibuprofen
249,2021-01-26,18425.0,Ibuprofen
250,2021-01-27,20004.0,Ibuprofen
251,2021-01-28,16329.0,Ibuprofen
252,2021-01-29,16329.0,Ibuprofen
253,2021-01-30,16329.0,Ibuprofen
254,2021-01-31,12400.0,Ibuprofen
255,2021-02-01,11496.0,Ibuprofen
256,2021-02-02,11496.0,Ibuprofen
257,2021-02-03,13794.0,Ibuprofen
258,2021-02-04,13794.0,Ibuprofen
259,2021-02-05,15879.0,Ibuprofen
260,2021-02-06,15879.0,Ibuprofen
261,2021-02-07,15879.0,Ibuprofen
262,2021-02-08,23873.0,Ibuprofen
263,2021-02-09,23873.0,Ibuprofen
264,2021-02-10,19452.0,Ibuprofen
265,2021-02-11,17111.0,Ibuprofen
266,2021-02-12,17111.0,Ibuprofen
267,2021-02-13,17111.0,Ibuprofen
268,2021-02-14,12519.0,Ibuprofen
269,2021-02-15,12627.0,Ibuprofen
270,2021-02-16,12627.0,Ibuprofen
271,2021-02-17,13534.0,Ibuprofen
272,2021-02-18,13534.0,Ibuprofen
273,2021-02-19,13534.0,Ibuprofen
274,2021-02-20,12130.0,Ibuprofen
275,2021-02-21,11806.0,Ibuprofen
276,2021-02-22,10522.0,Ibuprofen
277,2021-02-23,10666.0,Ibuprofen
278,2021-02-24,12246.0,Ibuprofen
279,2021-02-25,11170.0,Ibuprofen
280,2021-02-26,11170.0,Ibuprofen
281,2021-02-27,11170.0,Ibuprofen
282,2021-02-28,12002.0,Ibuprofen
283,2021-03-01,12706.0,Ibuprofen
284,2021-03-02,10463.0,Ibuprofen
285,2021-03-03,10463.0,Ibuprofen
286,2021-03-04,15862.0,Ibuprofen
287,2021-03-05,14968.0,Ibuprofen
288,2021-03-06,14968.0,Ibuprofen
289,2021-03-07,14968.0,Ibuprofen
290,2021-03-08,19038.0,Ibuprofen
291,2021-03-09,19038.0,Ibuprofen
292,2021-03-10,19140.0,Ibuprofen
293,2021-03-11,19140.0,Ibuprofen
294,2021-03-12,16269.0,Ibuprofen
295,2021-03-13,18596.0,Ibuprofen
296,2021-03-14,18596.0,Ibuprofen
297,2021-03-15,18596.0,Ibuprofen
298,2021-03-16,19572.0,Ibuprofen
299,2021-03-17,19572.0,Ibuprofen
300,2021-03-18,23421.0,Ibuprofen
301,2021-03-19,24025.0,Ibuprofen
302,2021-03-20,24461.0,Ibuprofen
303,2021-03-21,22656.0,Ibuprofen
304,2021-03-22,21596.0,Ibuprofen
305,2021-03-23,21596.0,Ibuprofen
306,2021-03-24,22858.0,Ibuprofen
307,2021-03-25,26904.0,Ibuprofen
308,2021-03-26,26904.0,Ibuprofen
309,2021-03-27,26904.0,Ibuprofen
310,2021-03-28,19547.0,Ibuprofen
311,2021-03-29,15540.0,Ibuprofen
312,2021-03-30,14260.0,Ibuprofen
313,2021-03-31,15356.0,Ibuprofen
314,2021-04-01,15356.0,Ibuprofen
315,2021-04-02,15356.0,Ibuprofen
316,2021-04-03,17687.0,Ibuprofen
317,2021-04-04,17687.0,Ibuprofen
318,2021-04-05,17687.0,Ibuprofen
319,2021-04-06,17016.0,Ibuprofen
320,2021-04-07,20413.0,Ibuprofen
321,2021-04-08,20413.0,Ibuprofen
322,2021-04-09,20413.0,Ibuprofen
323,2021-04-10,25392.0,Ibuprofen
324,2021-04-11,22099.0,Ibuprofen
325,2021-04-12,22712.0,Ibuprofen
326,2021-04-13,22712.0,Ibuprofen
327,2021-04-14,17797.0,Ibuprofen
328,2021-04-15,21596.0,Ibuprofen
329,2021-04-16,21596.0,Ibuprofen
330,2021-04-17,21596.0,Ibuprofen
331,2021-04-18,21596.0,Ibuprofen
332,2021-04-19,28839.0,Ibuprofen
333,2021-04-20,28839.0,Ibuprofen
334,2021-04-21,22814.0,Ibuprofen
335,2021-04-22,22814.0,Ibuprofen
336,2021-04-23,16900.0,Ibuprofen
337,2021-04-24,16900.0,Ibuprofen
338,2021-04-25,23979.0,Ibuprofen
339,2021-04-26,23979.0,Ibuprofen
340,2021-04-27,18394.0,Ibuprofen
341,2021-04-28,17469.0,Ibuprofen
342,2021-04-29,17469.0,Ibuprofen
343,2021-04-30,17058.0,Ibuprofen
344,2021-05-01,15290.0,Ibuprofen
345,2021-05-02,15059.0,Ibuprofen
346,2021-05-03,15059.0,Ibuprofen
347,2021-05-04,12591.0,Ibuprofen
348,2021-05-05,12591.0,Ibuprofen
349,2021-05-06,14487.0,Ibuprofen
350,2021-05-07,14487.0,Ibuprofen
351,2021-05-08,16018.0,Ibuprofen
352,2021-05-09,16446.0,Ibuprofen
353,2021-05-10,19404.0,Ibuprofen
354,2021-05-11,13908.0,Ibuprofen
355,2021-05-12,13908.0,Ibuprofen
356,2021-05-13,12821.0,Ibuprofen
357,2021-05-14,12821.0,Ibuprofen
358,2021-05-15,13605.0,Ibuprofen
359,2021-05-16,14818.0,Ibuprofen
360,2021-05-17,14818.0,Ibuprofen
361,2021-05-18,13311.0,Ibuprofen
362,2021-05-19,13311.0,Ibuprofen
363,2021-05-20,14038.0,Ibuprofen
364,2021-05-21,13205.0,Ibuprofen
365,2021-05-22,13205.0,Ibuprofen
366,2021-05-23,12658.0,Ibuprofen
367,2021-05-24,12658.0,Ibuprofen
368,2021-05-25,13075.0,Ibuprofen
369,2021-05-26,13075.0,Ibuprofen
370,2021-05-27,13075.0,Ibuprofen
371,2021-05-28,13990.0,Ibuprofen
372,2021-05-29,13990.0,Ibuprofen
373,2021-05-30,13974.0,Ibuprofen
374,2021-05-31,12326.0,Ibuprofen
375,2021-06-01,12326.0,Ibuprofen
376,2021-06-02,12967.0,Ibuprofen
377,2021-06-03,12967.0,Ibuprofen
378,2021-06-04,12967.0,Ibuprofen
379,2021-06-05,13012.0,Ibuprofen
380,2021-06-06,12167.0,Ibuprofen
381,2021-06-07,12167.0,Ibuprofen
382,2021-06-08,10541.0,Ibuprofen
383,2021-06-09,10541.0,Ibuprofen
384,2021-06-10,10541.0,Ibuprofen
385,2021-06-11,13932.0,Ibuprofen
386,2021-06-12,12851.0,Ibuprofen
387,2021-06-13,12851.0,Ibuprofen
388,2021-06-14,14222.0,Ibuprofen
389,2021-06-15,14222.0,Ibuprofen
390,2021-06-16,14945.0,Ibuprofen
391,2021-06-17,16627.0,Ibuprofen
392,2021-06-18,16627.0,Ibuprofen
393,2021-06-19,16627.0,Ibuprofen
394,2021-06-20,18277.0,Ibuprofen
395,2021-06-21,16886.0,Ibuprofen
396,2021-06-22,13998.0,Ibuprofen
397,2021-06-23,13998.0,Ibuprofen
398,2021-06-24,13998.0,Ibuprofen
399,2021-06-25,14284.0,Ibuprofen
400,2021-06-26,14284.0,Ibuprofen
401,2021-06-27,16630.0,Ibuprofen
402,2021-06-28,16630.0,Ibuprofen
403,2021-06-29,17279.0,Ibuprofen
404,2021-06-30,17279.0,Ibuprofen
405,2021-07-01,16519.0,Ibuprofen
406,2021-07-02,16519.0,Ibuprofen
407,2021-07-03,16519.0,Ibuprofen
408,2021-07-04,17141.0,Ibuprofen
409,2021-07-05,17141.0,Ibuprofen
410,2021-07-06,16993.0,Ibuprofen
411,2021-07-07,14240.0,Ibuprofen
412,2021-07-08,14240.0,Ibuprofen
413,2021-07-09,13053.0,Ibuprofen
414,2021-07-10,13053.0,Ibuprofen
415,2021-07-11,16569.0,Ibuprofen
