,date,value,name_B0885ZMM7L
110,2020-10-04,153272.0,Plant Covers
111,2020-10-05,153272.0,Plant Covers
112,2020-10-06,153272.0,Plant Covers
113,2020-10-07,153272.0,Plant Covers
114,2020-10-08,153272.0,Plant Covers
115,2020-10-09,156572.0,Plant Covers
116,2020-10-10,156572.0,Plant Covers
117,2020-10-11,156572.0,Plant Covers
118,2020-10-12,156572.0,Plant Covers
119,2020-10-13,156572.0,Plant Covers
120,2020-10-14,156572.0,Plant Covers
121,2020-10-15,156572.0,Plant Covers
122,2020-10-16,156572.0,Plant Covers
123,2020-10-17,156572.0,Plant Covers
124,2020-10-18,156572.0,Plant Covers
125,2020-10-19,73112.0,Plant Covers
126,2020-10-20,73112.0,Plant Covers
127,2020-10-21,73112.0,Plant Covers
128,2020-10-22,179249.0,Plant Covers
129,2020-10-23,179249.0,Plant Covers
130,2020-10-24,179249.0,Plant Covers
131,2020-10-25,179249.0,Plant Covers
132,2020-10-26,179249.0,Plant Covers
133,2020-10-27,179249.0,Plant Covers
134,2020-10-28,179249.0,Plant Covers
135,2020-10-29,179249.0,Plant Covers
136,2020-10-30,179249.0,Plant Covers
137,2020-10-31,179249.0,Plant Covers
138,2020-11-01,179249.0,Plant Covers
139,2020-11-02,189039.0,Plant Covers
140,2020-11-03,189039.0,Plant Covers
141,2020-11-04,189039.0,Plant Covers
142,2020-11-05,189039.0,Plant Covers
143,2020-11-06,189039.0,Plant Covers
144,2020-11-07,189039.0,Plant Covers
145,2020-11-08,189039.0,Plant Covers
146,2020-11-09,189039.0,Plant Covers
147,2020-11-10,189039.0,Plant Covers
148,2020-11-11,189039.0,Plant Covers
149,2020-11-12,189039.0,Plant Covers
150,2020-11-13,189039.0,Plant Covers
151,2020-11-14,189039.0,Plant Covers
152,2020-11-15,43435.0,Plant Covers
153,2020-11-16,98873.0,Plant Covers
154,2020-11-17,98873.0,Plant Covers
155,2020-11-18,98873.0,Plant Covers
156,2020-11-19,98873.0,Plant Covers
157,2020-11-20,98873.0,Plant Covers
158,2020-11-21,98873.0,Plant Covers
159,2020-11-22,98873.0,Plant Covers
160,2020-11-23,98873.0,Plant Covers
161,2020-11-24,98873.0,Plant Covers
162,2020-11-25,98873.0,Plant Covers
163,2020-11-26,75149.0,Plant Covers
164,2020-11-27,75149.0,Plant Covers
165,2020-11-28,75149.0,Plant Covers
166,2020-11-29,75149.0,Plant Covers
167,2020-11-30,75149.0,Plant Covers
168,2020-12-01,75149.0,Plant Covers
169,2020-12-02,75149.0,Plant Covers
170,2020-12-03,75149.0,Plant Covers
171,2020-12-04,166285.0,Plant Covers
172,2020-12-05,166285.0,Plant Covers
173,2020-12-06,166285.0,Plant Covers
174,2020-12-07,166285.0,Plant Covers
175,2020-12-08,166285.0,Plant Covers
176,2020-12-09,166285.0,Plant Covers
177,2020-12-10,166285.0,Plant Covers
178,2020-12-11,166666.0,Plant Covers
179,2020-12-12,166666.0,Plant Covers
180,2020-12-13,166666.0,Plant Covers
181,2020-12-14,166666.0,Plant Covers
182,2020-12-15,166666.0,Plant Covers
183,2020-12-16,166666.0,Plant Covers
184,2020-12-17,166666.0,Plant Covers
185,2020-12-18,166666.0,Plant Covers
186,2020-12-19,166666.0,Plant Covers
187,2020-12-20,166666.0,Plant Covers
188,2020-12-21,166666.0,Plant Covers
189,2020-12-22,166666.0,Plant Covers
190,2020-12-23,166666.0,Plant Covers
191,2020-12-24,166666.0,Plant Covers
192,2020-12-25,166666.0,Plant Covers
193,2020-12-26,166666.0,Plant Covers
194,2020-12-27,166666.0,Plant Covers
195,2020-12-28,166666.0,Plant Covers
196,2020-12-29,166666.0,Plant Covers
197,2020-12-30,166666.0,Plant Covers
198,2020-12-31,166666.0,Plant Covers
199,2021-01-01,166666.0,Plant Covers
200,2021-01-02,166666.0,Plant Covers
201,2021-01-03,166666.0,Plant Covers
202,2021-01-04,59408.0,Plant Covers
203,2021-01-05,123015.0,Plant Covers
204,2021-01-06,123015.0,Plant Covers
205,2021-01-07,123015.0,Plant Covers
206,2021-01-08,123015.0,Plant Covers
207,2021-01-09,123015.0,Plant Covers
208,2021-01-10,123015.0,Plant Covers
209,2021-01-11,77857.0,Plant Covers
210,2021-01-12,77857.0,Plant Covers
211,2021-01-13,77857.0,Plant Covers
212,2021-01-14,77857.0,Plant Covers
213,2021-01-15,77857.0,Plant Covers
214,2021-01-16,77857.0,Plant Covers
215,2021-01-17,77857.0,Plant Covers
216,2021-01-18,124130.0,Plant Covers
217,2021-01-19,124130.0,Plant Covers
218,2021-01-20,124130.0,Plant Covers
219,2021-01-21,124130.0,Plant Covers
220,2021-01-22,124130.0,Plant Covers
221,2021-01-23,124130.0,Plant Covers
222,2021-01-24,124130.0,Plant Covers
223,2021-01-25,124130.0,Plant Covers
224,2021-01-26,84868.0,Plant Covers
225,2021-01-27,84868.0,Plant Covers
226,2021-01-28,34875.0,Plant Covers
227,2021-01-29,34875.0,Plant Covers
228,2021-01-30,34875.0,Plant Covers
229,2021-01-31,34875.0,Plant Covers
230,2021-02-01,34875.0,Plant Covers
231,2021-02-02,34875.0,Plant Covers
232,2021-02-03,34875.0,Plant Covers
233,2021-02-04,56112.0,Plant Covers
234,2021-02-05,56112.0,Plant Covers
235,2021-02-06,56112.0,Plant Covers
236,2021-02-07,56112.0,Plant Covers
237,2021-02-08,56112.0,Plant Covers
238,2021-02-09,56112.0,Plant Covers
239,2021-02-10,56112.0,Plant Covers
240,2021-02-11,56112.0,Plant Covers
241,2021-02-12,56112.0,Plant Covers
242,2021-02-13,56112.0,Plant Covers
243,2021-02-14,56112.0,Plant Covers
244,2021-02-15,56112.0,Plant Covers
245,2021-02-16,51183.0,Plant Covers
246,2021-02-17,51183.0,Plant Covers
247,2021-02-18,51183.0,Plant Covers
248,2021-02-19,51183.0,Plant Covers
249,2021-02-20,51183.0,Plant Covers
250,2021-02-21,51183.0,Plant Covers
251,2021-02-22,53848.0,Plant Covers
252,2021-02-23,53848.0,Plant Covers
253,2021-02-24,53848.0,Plant Covers
254,2021-02-25,53848.0,Plant Covers
255,2021-02-26,53848.0,Plant Covers
256,2021-02-27,53848.0,Plant Covers
257,2021-02-28,53848.0,Plant Covers
258,2021-03-01,53848.0,Plant Covers
259,2021-03-02,53848.0,Plant Covers
260,2021-03-03,201294.0,Plant Covers
261,2021-03-04,201294.0,Plant Covers
262,2021-03-05,201294.0,Plant Covers
263,2021-03-06,201294.0,Plant Covers
264,2021-03-07,201294.0,Plant Covers
265,2021-03-08,201294.0,Plant Covers
266,2021-03-09,201294.0,Plant Covers
267,2021-03-10,186188.0,Plant Covers
268,2021-03-11,186188.0,Plant Covers
269,2021-03-12,186188.0,Plant Covers
270,2021-03-13,186188.0,Plant Covers
271,2021-03-14,186188.0,Plant Covers
272,2021-03-15,186188.0,Plant Covers
273,2021-03-16,165316.0,Plant Covers
274,2021-03-17,165316.0,Plant Covers
275,2021-03-18,165316.0,Plant Covers
276,2021-03-19,165316.0,Plant Covers
277,2021-03-20,165316.0,Plant Covers
278,2021-03-21,165316.0,Plant Covers
279,2021-03-22,76442.0,Plant Covers
280,2021-03-23,76442.0,Plant Covers
281,2021-03-24,76442.0,Plant Covers
282,2021-03-25,76442.0,Plant Covers
283,2021-03-26,76442.0,Plant Covers
284,2021-03-27,76442.0,Plant Covers
285,2021-03-28,76442.0,Plant Covers
286,2021-03-29,76442.0,Plant Covers
287,2021-03-30,76442.0,Plant Covers
288,2021-03-31,76442.0,Plant Covers
289,2021-04-01,76442.0,Plant Covers
290,2021-04-02,76442.0,Plant Covers
291,2021-04-03,76442.0,Plant Covers
292,2021-04-04,76442.0,Plant Covers
293,2021-04-05,76442.0,Plant Covers
294,2021-04-06,86849.0,Plant Covers
295,2021-04-07,86849.0,Plant Covers
296,2021-04-08,86849.0,Plant Covers
297,2021-04-09,86849.0,Plant Covers
298,2021-04-10,106306.0,Plant Covers
299,2021-04-11,106306.0,Plant Covers
300,2021-04-12,106306.0,Plant Covers
301,2021-04-13,46147.0,Plant Covers
302,2021-04-14,44165.0,Plant Covers
303,2021-04-15,44165.0,Plant Covers
304,2021-04-16,44165.0,Plant Covers
305,2021-04-17,24406.0,Plant Covers
306,2021-04-18,24406.0,Plant Covers
307,2021-04-19,24406.0,Plant Covers
308,2021-04-20,24406.0,Plant Covers
309,2021-04-21,20609.0,Plant Covers
310,2021-04-22,14261.0,Plant Covers
311,2021-04-23,8954.0,Plant Covers
312,2021-04-24,8496.0,Plant Covers
313,2021-04-25,8496.0,Plant Covers
314,2021-04-26,4619.0,Plant Covers
315,2021-04-27,4619.0,Plant Covers
316,2021-04-28,4740.0,Plant Covers
317,2021-04-29,5469.0,Plant Covers
318,2021-04-30,5469.0,Plant Covers
319,2021-05-01,5469.0,Plant Covers
320,2021-05-02,5469.0,Plant Covers
321,2021-05-03,5469.0,Plant Covers
322,2021-05-04,5469.0,Plant Covers
323,2021-05-05,23363.0,Plant Covers
324,2021-05-06,24608.0,Plant Covers
325,2021-05-07,48831.0,Plant Covers
326,2021-05-08,48831.0,Plant Covers
327,2021-05-09,48831.0,Plant Covers
328,2021-05-10,48831.0,Plant Covers
329,2021-05-11,48831.0,Plant Covers
330,2021-05-12,48831.0,Plant Covers
331,2021-05-13,48831.0,Plant Covers
332,2021-05-14,48831.0,Plant Covers
333,2021-05-15,48771.0,Plant Covers
334,2021-05-16,68355.0,Plant Covers
335,2021-05-17,68355.0,Plant Covers
336,2021-05-18,8342.0,Plant Covers
337,2021-05-19,3945.0,Plant Covers
338,2021-05-20,3945.0,Plant Covers
339,2021-05-21,6183.0,Plant Covers
340,2021-05-22,6183.0,Plant Covers
341,2021-05-23,8203.0,Plant Covers
342,2021-05-24,12027.0,Plant Covers
343,2021-05-25,12027.0,Plant Covers
344,2021-05-26,11289.0,Plant Covers
345,2021-05-27,11289.0,Plant Covers
346,2021-05-28,7021.0,Plant Covers
347,2021-05-29,9283.0,Plant Covers
348,2021-05-30,9283.0,Plant Covers
349,2021-05-31,10896.0,Plant Covers
350,2021-06-01,10896.0,Plant Covers
351,2021-06-02,8938.0,Plant Covers
352,2021-06-03,8938.0,Plant Covers
353,2021-06-04,9262.0,Plant Covers
354,2021-06-05,8443.0,Plant Covers
355,2021-06-06,8445.0,Plant Covers
356,2021-06-07,8445.0,Plant Covers
357,2021-06-08,8445.0,Plant Covers
358,2021-06-09,6165.0,Plant Covers
359,2021-06-10,8276.0,Plant Covers
360,2021-06-11,8276.0,Plant Covers
361,2021-06-12,11853.0,Plant Covers
362,2021-06-13,11853.0,Plant Covers
363,2021-06-14,11853.0,Plant Covers
364,2021-06-15,10834.0,Plant Covers
365,2021-06-16,9515.0,Plant Covers
366,2021-06-17,10132.0,Plant Covers
367,2021-06-18,10132.0,Plant Covers
368,2021-06-19,10132.0,Plant Covers
369,2021-06-20,10096.0,Plant Covers
370,2021-06-21,10096.0,Plant Covers
371,2021-06-22,10096.0,Plant Covers
372,2021-06-23,16316.0,Plant Covers
373,2021-06-24,16316.0,Plant Covers
374,2021-06-25,12687.0,Plant Covers
375,2021-06-26,12687.0,Plant Covers
376,2021-06-27,12687.0,Plant Covers
377,2021-06-28,11403.0,Plant Covers
378,2021-06-29,10334.0,Plant Covers
379,2021-06-30,12297.0,Plant Covers
380,2021-07-01,12297.0,Plant Covers
381,2021-07-02,14174.0,Plant Covers
382,2021-07-03,11516.0,Plant Covers
383,2021-07-04,11516.0,Plant Covers
384,2021-07-05,11516.0,Plant Covers
385,2021-07-06,10193.0,Plant Covers
386,2021-07-07,10932.0,Plant Covers
387,2021-07-08,8798.0,Plant Covers
388,2021-07-09,10223.0,Plant Covers
