,date,value,name_B0865YJMDY
109,2021-04-10,20190.0,Molds
110,2021-04-11,20190.0,Molds
111,2021-04-12,20190.0,Molds
112,2021-04-13,20190.0,Molds
113,2021-04-14,20190.0,Molds
114,2021-04-15,34253.0,Molds
115,2021-04-16,34253.0,Molds
116,2021-04-17,34253.0,Molds
117,2021-04-18,34253.0,Molds
118,2021-04-19,15615.0,Molds
119,2021-04-20,15615.0,Molds
120,2021-04-21,17247.0,Molds
121,2021-04-22,17247.0,Molds
122,2021-04-23,17247.0,Molds
123,2021-04-24,17247.0,Molds
124,2021-04-25,17247.0,Molds
125,2021-04-26,17247.0,Molds
126,2021-04-27,17247.0,Molds
127,2021-04-28,17247.0,Molds
128,2021-04-29,35762.0,Molds
129,2021-04-30,35762.0,Molds
130,2021-05-01,35762.0,Molds
131,2021-05-02,80430.0,Molds
132,2021-05-03,80430.0,Molds
133,2021-05-04,40480.0,Molds
134,2021-05-05,40480.0,Molds
135,2021-05-06,40480.0,Molds
136,2021-05-07,40480.0,Molds
137,2021-05-08,40480.0,Molds
138,2021-05-09,40480.0,Molds
139,2021-05-10,42931.0,Molds
140,2021-05-11,42931.0,Molds
141,2021-05-12,15737.0,Molds
142,2021-05-13,23498.0,Molds
143,2021-05-14,23498.0,Molds
144,2021-05-15,23498.0,Molds
145,2021-05-16,23498.0,Molds
146,2021-05-17,23498.0,Molds
147,2021-05-18,23498.0,Molds
148,2021-05-19,23498.0,Molds
149,2021-05-20,53089.0,Molds
150,2021-05-21,53089.0,Molds
151,2021-05-22,53089.0,Molds
152,2021-05-23,53089.0,Molds
153,2021-05-24,53089.0,Molds
154,2021-05-25,53089.0,Molds
155,2021-05-26,70050.0,Molds
156,2021-05-27,70050.0,Molds
157,2021-05-28,70050.0,Molds
158,2021-05-29,70050.0,Molds
159,2021-05-30,70050.0,Molds
160,2021-05-31,70050.0,Molds
161,2021-06-01,70050.0,Molds
162,2021-06-02,70050.0,Molds
163,2021-06-03,70050.0,Molds
164,2021-06-04,70050.0,Molds
165,2021-06-05,70050.0,Molds
166,2021-06-06,70050.0,Molds
167,2021-06-07,70050.0,Molds
168,2021-06-08,70050.0,Molds
169,2021-06-09,70050.0,Molds
170,2021-06-10,70050.0,Molds
171,2021-06-11,26288.0,Molds
172,2021-06-12,26288.0,Molds
173,2021-06-13,69525.0,Molds
174,2021-06-14,69525.0,Molds
175,2021-06-15,69525.0,Molds
176,2021-06-16,69525.0,Molds
177,2021-06-17,69525.0,Molds
178,2021-06-18,69525.0,Molds
179,2021-06-19,69525.0,Molds
180,2021-06-20,69525.0,Molds
181,2021-06-21,26174.0,Molds
182,2021-06-22,26174.0,Molds
183,2021-06-23,53725.0,Molds
184,2021-06-24,53725.0,Molds
185,2021-06-25,53725.0,Molds
186,2021-06-26,26600.0,Molds
187,2021-06-27,26600.0,Molds
188,2021-06-28,19017.0,Molds
189,2021-06-29,25061.0,Molds
190,2021-06-30,25061.0,Molds
191,2021-07-01,25061.0,Molds
192,2021-07-02,25061.0,Molds
193,2021-07-03,25061.0,Molds
194,2021-07-04,25061.0,Molds
195,2021-07-05,28850.0,Molds
196,2021-07-06,28850.0,Molds
197,2021-07-07,26611.0,Molds
198,2021-07-08,26611.0,Molds
199,2021-07-09,37441.0,Molds
