,date,value,name_B08397Q2DY
170,2020-06-21,24340.0,Bath Rugs
171,2020-06-22,21463.0,Bath Rugs
172,2020-06-23,21463.0,Bath Rugs
173,2020-06-24,21463.0,Bath Rugs
174,2020-06-25,21463.0,Bath Rugs
175,2020-06-26,15404.0,Bath Rugs
176,2020-06-27,15404.0,Bath Rugs
177,2020-06-28,15404.0,Bath Rugs
178,2020-06-29,15593.0,Bath Rugs
179,2020-06-30,16606.0,Bath Rugs
180,2020-07-01,12294.0,Bath Rugs
181,2020-07-02,12294.0,Bath Rugs
182,2020-07-03,16222.0,Bath Rugs
183,2020-07-04,18998.0,Bath Rugs
184,2020-07-05,18998.0,Bath Rugs
185,2020-07-06,16642.0,Bath Rugs
186,2020-07-07,16642.0,Bath Rugs
187,2020-07-08,16642.0,Bath Rugs
188,2020-07-09,16642.0,Bath Rugs
189,2020-07-10,25027.0,Bath Rugs
190,2020-07-11,25027.0,Bath Rugs
191,2020-07-12,25027.0,Bath Rugs
192,2020-07-13,25027.0,Bath Rugs
193,2020-07-14,18692.0,Bath Rugs
194,2020-07-15,23451.0,Bath Rugs
195,2020-07-16,23451.0,Bath Rugs
196,2020-07-17,21325.0,Bath Rugs
197,2020-07-18,21325.0,Bath Rugs
198,2020-07-19,21325.0,Bath Rugs
199,2020-07-20,17416.0,Bath Rugs
200,2020-07-21,17217.0,Bath Rugs
201,2020-07-22,21814.0,Bath Rugs
202,2020-07-23,21814.0,Bath Rugs
203,2020-07-24,22828.0,Bath Rugs
204,2020-07-25,22828.0,Bath Rugs
205,2020-07-26,22828.0,Bath Rugs
206,2020-07-27,22828.0,Bath Rugs
207,2020-07-28,22828.0,Bath Rugs
208,2020-07-29,17811.0,Bath Rugs
209,2020-07-30,17811.0,Bath Rugs
210,2020-07-31,17811.0,Bath Rugs
211,2020-08-01,17811.0,Bath Rugs
212,2020-08-02,17811.0,Bath Rugs
213,2020-08-03,16818.0,Bath Rugs
214,2020-08-04,16818.0,Bath Rugs
215,2020-08-05,15083.0,Bath Rugs
216,2020-08-06,15083.0,Bath Rugs
217,2020-08-07,15083.0,Bath Rugs
218,2020-08-08,16801.0,Bath Rugs
219,2020-08-09,16801.0,Bath Rugs
220,2020-08-10,16801.0,Bath Rugs
221,2020-08-11,19108.0,Bath Rugs
222,2020-08-12,19108.0,Bath Rugs
223,2020-08-13,25274.0,Bath Rugs
224,2020-08-14,25274.0,Bath Rugs
225,2020-08-15,25274.0,Bath Rugs
226,2020-08-16,25274.0,Bath Rugs
227,2020-08-17,24104.0,Bath Rugs
228,2020-08-18,24104.0,Bath Rugs
229,2020-08-19,24104.0,Bath Rugs
230,2020-08-20,15184.0,Bath Rugs
231,2020-08-21,15184.0,Bath Rugs
232,2020-08-22,15184.0,Bath Rugs
233,2020-08-23,15184.0,Bath Rugs
234,2020-08-24,14732.0,Bath Rugs
235,2020-08-25,14732.0,Bath Rugs
236,2020-08-26,13892.0,Bath Rugs
237,2020-08-27,13892.0,Bath Rugs
238,2020-08-28,13892.0,Bath Rugs
239,2020-08-29,16355.0,Bath Rugs
240,2020-08-30,16355.0,Bath Rugs
241,2020-08-31,14000.0,Bath Rugs
242,2020-09-01,16511.0,Bath Rugs
243,2020-09-02,16511.0,Bath Rugs
244,2020-09-03,16511.0,Bath Rugs
245,2020-09-04,16860.0,Bath Rugs
246,2020-09-05,16860.0,Bath Rugs
247,2020-09-06,16860.0,Bath Rugs
248,2020-09-07,16718.0,Bath Rugs
249,2020-09-08,14551.0,Bath Rugs
250,2020-09-09,17556.0,Bath Rugs
251,2020-09-10,17556.0,Bath Rugs
252,2020-09-11,16210.0,Bath Rugs
253,2020-09-12,16210.0,Bath Rugs
254,2020-09-13,16210.0,Bath Rugs
255,2020-09-14,16210.0,Bath Rugs
256,2020-09-15,17347.0,Bath Rugs
257,2020-09-16,16421.0,Bath Rugs
258,2020-09-17,16421.0,Bath Rugs
259,2020-09-18,16421.0,Bath Rugs
260,2020-09-19,11028.0,Bath Rugs
261,2020-09-20,11028.0,Bath Rugs
262,2020-09-21,15233.0,Bath Rugs
263,2020-09-22,12595.0,Bath Rugs
264,2020-09-23,12595.0,Bath Rugs
265,2020-09-24,12595.0,Bath Rugs
266,2020-09-25,15328.0,Bath Rugs
267,2020-09-26,15328.0,Bath Rugs
268,2020-09-27,15328.0,Bath Rugs
269,2020-09-28,12967.0,Bath Rugs
270,2020-09-29,12967.0,Bath Rugs
271,2020-09-30,12967.0,Bath Rugs
272,2020-10-01,12967.0,Bath Rugs
273,2020-10-02,14795.0,Bath Rugs
274,2020-10-03,10722.0,Bath Rugs
275,2020-10-04,10722.0,Bath Rugs
276,2020-10-05,11340.0,Bath Rugs
277,2020-10-06,11340.0,Bath Rugs
278,2020-10-07,11340.0,Bath Rugs
279,2020-10-08,11370.0,Bath Rugs
280,2020-10-09,11370.0,Bath Rugs
281,2020-10-10,11370.0,Bath Rugs
282,2020-10-11,11720.0,Bath Rugs
283,2020-10-12,10304.0,Bath Rugs
284,2020-10-13,11623.0,Bath Rugs
285,2020-10-14,5468.0,Bath Rugs
286,2020-10-15,5991.0,Bath Rugs
287,2020-10-16,5991.0,Bath Rugs
288,2020-10-17,5991.0,Bath Rugs
289,2020-10-18,5991.0,Bath Rugs
290,2020-10-19,14690.0,Bath Rugs
291,2020-10-20,15708.0,Bath Rugs
292,2020-10-21,10964.0,Bath Rugs
293,2020-10-22,14798.0,Bath Rugs
294,2020-10-23,13485.0,Bath Rugs
295,2020-10-24,13485.0,Bath Rugs
296,2020-10-25,12614.0,Bath Rugs
297,2020-10-26,12614.0,Bath Rugs
298,2020-10-27,12614.0,Bath Rugs
299,2020-10-28,10859.0,Bath Rugs
300,2020-10-29,14068.0,Bath Rugs
301,2020-10-30,22260.0,Bath Rugs
302,2020-10-31,22260.0,Bath Rugs
303,2020-11-01,22260.0,Bath Rugs
304,2020-11-02,18786.0,Bath Rugs
305,2020-11-03,18786.0,Bath Rugs
306,2020-11-04,18786.0,Bath Rugs
307,2020-11-05,26394.0,Bath Rugs
308,2020-11-06,26394.0,Bath Rugs
309,2020-11-07,25099.0,Bath Rugs
310,2020-11-08,25099.0,Bath Rugs
311,2020-11-09,25099.0,Bath Rugs
312,2020-11-10,25099.0,Bath Rugs
313,2020-11-11,39491.0,Bath Rugs
314,2020-11-12,38772.0,Bath Rugs
315,2020-11-13,38772.0,Bath Rugs
316,2020-11-14,38772.0,Bath Rugs
317,2020-11-15,38772.0,Bath Rugs
318,2020-11-16,38772.0,Bath Rugs
319,2020-11-17,35466.0,Bath Rugs
320,2020-11-18,35466.0,Bath Rugs
321,2020-11-19,35466.0,Bath Rugs
322,2020-11-20,27431.0,Bath Rugs
323,2020-11-21,27431.0,Bath Rugs
324,2020-11-22,27431.0,Bath Rugs
325,2020-11-23,27431.0,Bath Rugs
326,2020-11-24,27431.0,Bath Rugs
327,2020-11-25,27431.0,Bath Rugs
328,2020-11-26,27431.0,Bath Rugs
329,2020-11-27,32132.0,Bath Rugs
330,2020-11-28,32132.0,Bath Rugs
331,2020-11-29,32132.0,Bath Rugs
332,2020-11-30,32132.0,Bath Rugs
333,2020-12-01,30292.0,Bath Rugs
334,2020-12-02,30292.0,Bath Rugs
335,2020-12-03,30292.0,Bath Rugs
336,2020-12-04,30292.0,Bath Rugs
337,2020-12-05,30292.0,Bath Rugs
338,2020-12-06,28596.0,Bath Rugs
339,2020-12-07,28596.0,Bath Rugs
340,2020-12-08,28596.0,Bath Rugs
341,2020-12-09,38036.0,Bath Rugs
342,2020-12-10,40255.0,Bath Rugs
343,2020-12-11,40255.0,Bath Rugs
344,2020-12-12,40255.0,Bath Rugs
345,2020-12-13,41363.0,Bath Rugs
346,2020-12-14,41363.0,Bath Rugs
347,2020-12-15,41363.0,Bath Rugs
348,2020-12-16,41363.0,Bath Rugs
349,2020-12-17,41363.0,Bath Rugs
350,2020-12-18,36151.0,Bath Rugs
351,2020-12-19,36151.0,Bath Rugs
352,2020-12-20,36151.0,Bath Rugs
353,2020-12-21,36151.0,Bath Rugs
354,2020-12-22,36151.0,Bath Rugs
355,2020-12-23,36151.0,Bath Rugs
356,2020-12-24,30769.0,Bath Rugs
357,2020-12-25,30769.0,Bath Rugs
358,2020-12-26,32486.0,Bath Rugs
359,2020-12-27,32486.0,Bath Rugs
360,2020-12-28,32986.0,Bath Rugs
361,2020-12-29,32986.0,Bath Rugs
362,2020-12-30,32986.0,Bath Rugs
363,2020-12-31,29489.0,Bath Rugs
364,2021-01-01,29489.0,Bath Rugs
365,2021-01-02,29489.0,Bath Rugs
366,2021-01-03,29489.0,Bath Rugs
367,2021-01-04,46233.0,Bath Rugs
368,2021-01-05,46233.0,Bath Rugs
369,2021-01-06,46233.0,Bath Rugs
370,2021-01-07,46233.0,Bath Rugs
371,2021-01-08,46233.0,Bath Rugs
372,2021-01-09,46233.0,Bath Rugs
373,2021-01-10,46233.0,Bath Rugs
374,2021-01-11,40037.0,Bath Rugs
375,2021-01-12,40037.0,Bath Rugs
376,2021-01-13,40037.0,Bath Rugs
377,2021-01-14,32157.0,Bath Rugs
378,2021-01-15,32157.0,Bath Rugs
379,2021-01-16,32157.0,Bath Rugs
380,2021-01-17,31234.0,Bath Rugs
381,2021-01-18,31234.0,Bath Rugs
382,2021-01-19,31234.0,Bath Rugs
383,2021-01-20,31234.0,Bath Rugs
384,2021-01-21,31942.0,Bath Rugs
385,2021-01-22,17197.0,Bath Rugs
386,2021-01-23,17197.0,Bath Rugs
387,2021-01-24,17197.0,Bath Rugs
388,2021-01-25,17197.0,Bath Rugs
389,2021-01-26,42213.0,Bath Rugs
390,2021-01-27,42213.0,Bath Rugs
391,2021-01-28,42213.0,Bath Rugs
392,2021-01-29,42213.0,Bath Rugs
393,2021-01-30,29237.0,Bath Rugs
394,2021-01-31,29237.0,Bath Rugs
395,2021-02-01,29237.0,Bath Rugs
396,2021-02-02,33817.0,Bath Rugs
397,2021-02-03,33817.0,Bath Rugs
398,2021-02-04,26633.0,Bath Rugs
399,2021-02-05,26633.0,Bath Rugs
400,2021-02-06,33506.0,Bath Rugs
401,2021-02-07,36294.0,Bath Rugs
402,2021-02-08,36294.0,Bath Rugs
403,2021-02-09,43009.0,Bath Rugs
404,2021-02-10,43009.0,Bath Rugs
405,2021-02-11,44772.0,Bath Rugs
406,2021-02-12,44772.0,Bath Rugs
407,2021-02-13,44772.0,Bath Rugs
408,2021-02-14,44772.0,Bath Rugs
409,2021-02-15,44772.0,Bath Rugs
410,2021-02-16,44772.0,Bath Rugs
411,2021-02-17,50449.0,Bath Rugs
412,2021-02-18,50449.0,Bath Rugs
413,2021-02-19,50449.0,Bath Rugs
414,2021-02-20,50449.0,Bath Rugs
415,2021-02-21,50449.0,Bath Rugs
416,2021-02-22,38657.0,Bath Rugs
417,2021-02-23,38657.0,Bath Rugs
418,2021-02-24,38657.0,Bath Rugs
419,2021-02-25,38657.0,Bath Rugs
420,2021-02-26,38657.0,Bath Rugs
421,2021-02-27,38657.0,Bath Rugs
422,2021-02-28,38657.0,Bath Rugs
423,2021-03-01,20009.0,Bath Rugs
424,2021-03-02,17201.0,Bath Rugs
425,2021-03-03,17201.0,Bath Rugs
426,2021-03-04,17201.0,Bath Rugs
427,2021-03-05,18431.0,Bath Rugs
428,2021-03-06,18431.0,Bath Rugs
429,2021-03-07,18431.0,Bath Rugs
430,2021-03-08,17387.0,Bath Rugs
431,2021-03-09,17387.0,Bath Rugs
432,2021-03-10,17387.0,Bath Rugs
433,2021-03-11,12684.0,Bath Rugs
434,2021-03-12,17308.0,Bath Rugs
435,2021-03-13,17308.0,Bath Rugs
436,2021-03-14,17308.0,Bath Rugs
437,2021-03-15,17399.0,Bath Rugs
438,2021-03-16,22879.0,Bath Rugs
439,2021-03-17,26606.0,Bath Rugs
440,2021-03-18,26606.0,Bath Rugs
441,2021-03-19,26606.0,Bath Rugs
442,2021-03-20,26606.0,Bath Rugs
443,2021-03-21,42741.0,Bath Rugs
444,2021-03-22,34014.0,Bath Rugs
445,2021-03-23,34014.0,Bath Rugs
446,2021-03-24,34014.0,Bath Rugs
447,2021-03-25,34014.0,Bath Rugs
448,2021-03-26,37563.0,Bath Rugs
449,2021-03-27,37563.0,Bath Rugs
450,2021-03-28,37563.0,Bath Rugs
451,2021-03-29,37563.0,Bath Rugs
452,2021-03-30,48018.0,Bath Rugs
453,2021-03-31,48018.0,Bath Rugs
454,2021-04-01,48018.0,Bath Rugs
455,2021-04-02,47998.0,Bath Rugs
456,2021-04-03,47998.0,Bath Rugs
457,2021-04-04,33032.0,Bath Rugs
458,2021-04-05,33032.0,Bath Rugs
459,2021-04-06,33032.0,Bath Rugs
460,2021-04-07,42153.0,Bath Rugs
461,2021-04-08,42153.0,Bath Rugs
462,2021-04-09,42153.0,Bath Rugs
463,2021-04-10,42153.0,Bath Rugs
464,2021-04-11,42153.0,Bath Rugs
465,2021-04-12,60118.0,Bath Rugs
466,2021-04-13,60118.0,Bath Rugs
467,2021-04-14,60118.0,Bath Rugs
468,2021-04-15,47438.0,Bath Rugs
469,2021-04-16,47438.0,Bath Rugs
470,2021-04-17,37199.0,Bath Rugs
471,2021-04-18,37199.0,Bath Rugs
472,2021-04-19,50924.0,Bath Rugs
473,2021-04-20,50924.0,Bath Rugs
474,2021-04-21,47708.0,Bath Rugs
475,2021-04-22,47708.0,Bath Rugs
476,2021-04-23,47708.0,Bath Rugs
477,2021-04-24,34486.0,Bath Rugs
478,2021-04-25,34486.0,Bath Rugs
479,2021-04-26,34486.0,Bath Rugs
480,2021-04-27,36080.0,Bath Rugs
481,2021-04-28,36080.0,Bath Rugs
482,2021-04-29,36080.0,Bath Rugs
483,2021-04-30,42335.0,Bath Rugs
484,2021-05-01,42335.0,Bath Rugs
485,2021-05-02,42087.0,Bath Rugs
486,2021-05-03,42087.0,Bath Rugs
487,2021-05-04,42242.0,Bath Rugs
488,2021-05-05,42242.0,Bath Rugs
489,2021-05-06,42242.0,Bath Rugs
490,2021-05-07,46009.0,Bath Rugs
491,2021-05-08,46009.0,Bath Rugs
492,2021-05-09,46009.0,Bath Rugs
493,2021-05-10,46009.0,Bath Rugs
494,2021-05-11,44659.0,Bath Rugs
495,2021-05-12,44659.0,Bath Rugs
496,2021-05-13,44659.0,Bath Rugs
497,2021-05-14,44659.0,Bath Rugs
498,2021-05-15,44659.0,Bath Rugs
499,2021-05-16,44659.0,Bath Rugs
500,2021-05-17,47246.0,Bath Rugs
501,2021-05-18,47246.0,Bath Rugs
502,2021-05-19,47935.0,Bath Rugs
503,2021-05-20,43696.0,Bath Rugs
504,2021-05-21,43696.0,Bath Rugs
505,2021-05-22,37687.0,Bath Rugs
506,2021-05-23,47067.0,Bath Rugs
507,2021-05-24,47067.0,Bath Rugs
508,2021-05-25,31511.0,Bath Rugs
509,2021-05-26,30359.0,Bath Rugs
510,2021-05-27,30359.0,Bath Rugs
511,2021-05-28,30359.0,Bath Rugs
512,2021-05-29,25684.0,Bath Rugs
513,2021-05-30,25684.0,Bath Rugs
514,2021-05-31,31225.0,Bath Rugs
515,2021-06-01,40132.0,Bath Rugs
516,2021-06-02,30302.0,Bath Rugs
517,2021-06-03,30302.0,Bath Rugs
518,2021-06-04,30302.0,Bath Rugs
519,2021-06-05,30302.0,Bath Rugs
520,2021-06-06,30302.0,Bath Rugs
521,2021-06-07,36823.0,Bath Rugs
522,2021-06-08,36823.0,Bath Rugs
523,2021-06-09,25541.0,Bath Rugs
524,2021-06-10,25541.0,Bath Rugs
525,2021-06-11,34677.0,Bath Rugs
526,2021-06-12,34677.0,Bath Rugs
527,2021-06-13,26148.0,Bath Rugs
528,2021-06-14,26148.0,Bath Rugs
529,2021-06-15,26148.0,Bath Rugs
530,2021-06-16,46754.0,Bath Rugs
531,2021-06-17,33370.0,Bath Rugs
532,2021-06-18,33370.0,Bath Rugs
533,2021-06-19,36687.0,Bath Rugs
534,2021-06-20,36687.0,Bath Rugs
535,2021-06-21,25170.0,Bath Rugs
536,2021-06-22,25170.0,Bath Rugs
537,2021-06-23,25170.0,Bath Rugs
538,2021-06-24,25170.0,Bath Rugs
539,2021-06-25,23085.0,Bath Rugs
540,2021-06-26,23085.0,Bath Rugs
541,2021-06-27,23085.0,Bath Rugs
542,2021-06-28,24627.0,Bath Rugs
543,2021-06-29,25778.0,Bath Rugs
544,2021-06-30,25778.0,Bath Rugs
545,2021-07-01,25514.0,Bath Rugs
546,2021-07-02,25514.0,Bath Rugs
547,2021-07-03,25514.0,Bath Rugs
548,2021-07-04,25514.0,Bath Rugs
549,2021-07-05,20064.0,Bath Rugs
550,2021-07-06,26116.0,Bath Rugs
551,2021-07-07,24441.0,Bath Rugs
552,2021-07-08,29786.0,Bath Rugs
553,2021-07-09,32126.0,Bath Rugs
554,2021-07-10,32126.0,Bath Rugs
555,2021-07-11,34413.0,Bath Rugs
