,date,value,name_B083PP74JX
176,2020-11-20,3277.0,"Cookies, Biscuits & Snacks"
177,2020-11-21,3277.0,"Cookies, Biscuits & Snacks"
178,2020-11-22,2854.0,"Cookies, Biscuits & Snacks"
179,2020-11-23,2706.0,"Cookies, Biscuits & Snacks"
180,2020-11-24,2706.0,"Cookies, Biscuits & Snacks"
181,2020-11-25,2706.0,"Cookies, Biscuits & Snacks"
182,2020-11-26,2888.0,"Cookies, Biscuits & Snacks"
183,2020-11-27,3376.0,"Cookies, Biscuits & Snacks"
184,2020-11-28,3376.0,"Cookies, Biscuits & Snacks"
185,2020-11-29,3376.0,"Cookies, Biscuits & Snacks"
186,2020-11-30,3538.0,"Cookies, Biscuits & Snacks"
187,2020-12-01,3538.0,"Cookies, Biscuits & Snacks"
188,2020-12-02,3538.0,"Cookies, Biscuits & Snacks"
189,2020-12-03,3514.0,"Cookies, Biscuits & Snacks"
190,2020-12-04,3514.0,"Cookies, Biscuits & Snacks"
191,2020-12-05,3514.0,"Cookies, Biscuits & Snacks"
192,2020-12-06,2507.0,"Cookies, Biscuits & Snacks"
193,2020-12-07,2507.0,"Cookies, Biscuits & Snacks"
194,2020-12-08,2689.0,"Cookies, Biscuits & Snacks"
195,2020-12-09,3150.0,"Cookies, Biscuits & Snacks"
196,2020-12-10,3180.0,"Cookies, Biscuits & Snacks"
197,2020-12-11,3180.0,"Cookies, Biscuits & Snacks"
198,2020-12-12,3947.0,"Cookies, Biscuits & Snacks"
199,2020-12-13,3947.0,"Cookies, Biscuits & Snacks"
200,2020-12-14,5527.0,"Cookies, Biscuits & Snacks"
201,2020-12-15,5782.0,"Cookies, Biscuits & Snacks"
202,2020-12-16,6113.0,"Cookies, Biscuits & Snacks"
203,2020-12-17,6113.0,"Cookies, Biscuits & Snacks"
204,2020-12-18,6113.0,"Cookies, Biscuits & Snacks"
205,2020-12-19,6113.0,"Cookies, Biscuits & Snacks"
206,2020-12-20,6113.0,"Cookies, Biscuits & Snacks"
207,2020-12-21,9468.0,"Cookies, Biscuits & Snacks"
208,2020-12-22,9468.0,"Cookies, Biscuits & Snacks"
209,2020-12-23,9468.0,"Cookies, Biscuits & Snacks"
210,2020-12-24,9468.0,"Cookies, Biscuits & Snacks"
211,2020-12-25,8896.0,"Cookies, Biscuits & Snacks"
212,2020-12-26,8896.0,"Cookies, Biscuits & Snacks"
213,2020-12-27,8896.0,"Cookies, Biscuits & Snacks"
214,2020-12-28,14929.0,"Cookies, Biscuits & Snacks"
215,2020-12-29,14929.0,"Cookies, Biscuits & Snacks"
216,2020-12-30,14929.0,"Cookies, Biscuits & Snacks"
217,2020-12-31,14929.0,"Cookies, Biscuits & Snacks"
218,2021-01-01,14929.0,"Cookies, Biscuits & Snacks"
219,2021-01-02,14929.0,"Cookies, Biscuits & Snacks"
220,2021-01-03,14929.0,"Cookies, Biscuits & Snacks"
221,2021-01-04,14929.0,"Cookies, Biscuits & Snacks"
222,2021-01-05,19456.0,"Cookies, Biscuits & Snacks"
223,2021-01-06,19456.0,"Cookies, Biscuits & Snacks"
224,2021-01-07,19456.0,"Cookies, Biscuits & Snacks"
225,2021-01-08,19456.0,"Cookies, Biscuits & Snacks"
226,2021-01-09,19456.0,"Cookies, Biscuits & Snacks"
227,2021-01-10,19456.0,"Cookies, Biscuits & Snacks"
228,2021-01-11,8928.0,"Cookies, Biscuits & Snacks"
229,2021-01-12,8928.0,"Cookies, Biscuits & Snacks"
230,2021-01-13,8928.0,"Cookies, Biscuits & Snacks"
231,2021-01-14,8928.0,"Cookies, Biscuits & Snacks"
232,2021-01-15,8472.0,"Cookies, Biscuits & Snacks"
233,2021-01-16,8472.0,"Cookies, Biscuits & Snacks"
234,2021-01-17,8472.0,"Cookies, Biscuits & Snacks"
235,2021-01-18,8472.0,"Cookies, Biscuits & Snacks"
236,2021-01-19,8075.0,"Cookies, Biscuits & Snacks"
237,2021-01-20,8075.0,"Cookies, Biscuits & Snacks"
238,2021-01-21,8075.0,"Cookies, Biscuits & Snacks"
239,2021-01-22,8075.0,"Cookies, Biscuits & Snacks"
240,2021-01-23,8075.0,"Cookies, Biscuits & Snacks"
241,2021-01-24,8075.0,"Cookies, Biscuits & Snacks"
242,2021-01-25,8075.0,"Cookies, Biscuits & Snacks"
243,2021-01-26,10153.0,"Cookies, Biscuits & Snacks"
244,2021-01-27,10153.0,"Cookies, Biscuits & Snacks"
245,2021-01-28,10153.0,"Cookies, Biscuits & Snacks"
246,2021-01-29,4684.0,"Cookies, Biscuits & Snacks"
247,2021-01-30,4684.0,"Cookies, Biscuits & Snacks"
248,2021-01-31,3785.0,"Cookies, Biscuits & Snacks"
249,2021-02-01,3785.0,"Cookies, Biscuits & Snacks"
250,2021-02-02,3785.0,"Cookies, Biscuits & Snacks"
251,2021-02-03,3785.0,"Cookies, Biscuits & Snacks"
252,2021-02-04,4213.0,"Cookies, Biscuits & Snacks"
253,2021-02-05,4213.0,"Cookies, Biscuits & Snacks"
254,2021-02-06,4213.0,"Cookies, Biscuits & Snacks"
255,2021-02-07,4871.0,"Cookies, Biscuits & Snacks"
256,2021-02-08,4027.0,"Cookies, Biscuits & Snacks"
257,2021-02-09,4027.0,"Cookies, Biscuits & Snacks"
258,2021-02-10,4723.0,"Cookies, Biscuits & Snacks"
259,2021-02-11,4723.0,"Cookies, Biscuits & Snacks"
260,2021-02-12,4723.0,"Cookies, Biscuits & Snacks"
261,2021-02-13,4723.0,"Cookies, Biscuits & Snacks"
262,2021-02-14,4723.0,"Cookies, Biscuits & Snacks"
263,2021-02-15,3569.0,"Cookies, Biscuits & Snacks"
264,2021-02-16,3912.0,"Cookies, Biscuits & Snacks"
265,2021-02-17,3912.0,"Cookies, Biscuits & Snacks"
266,2021-02-18,3214.0,"Cookies, Biscuits & Snacks"
267,2021-02-19,3234.0,"Cookies, Biscuits & Snacks"
268,2021-02-20,3130.0,"Cookies, Biscuits & Snacks"
269,2021-02-21,3130.0,"Cookies, Biscuits & Snacks"
270,2021-02-22,3214.0,"Cookies, Biscuits & Snacks"
271,2021-02-23,3214.0,"Cookies, Biscuits & Snacks"
272,2021-02-24,3214.0,"Cookies, Biscuits & Snacks"
273,2021-02-25,3422.0,"Cookies, Biscuits & Snacks"
274,2021-02-26,3422.0,"Cookies, Biscuits & Snacks"
275,2021-02-27,2946.0,"Cookies, Biscuits & Snacks"
276,2021-02-28,2946.0,"Cookies, Biscuits & Snacks"
277,2021-03-01,2946.0,"Cookies, Biscuits & Snacks"
278,2021-03-02,2972.0,"Cookies, Biscuits & Snacks"
279,2021-03-03,2972.0,"Cookies, Biscuits & Snacks"
280,2021-03-04,2972.0,"Cookies, Biscuits & Snacks"
281,2021-03-05,4953.0,"Cookies, Biscuits & Snacks"
282,2021-03-06,4953.0,"Cookies, Biscuits & Snacks"
283,2021-03-07,4165.0,"Cookies, Biscuits & Snacks"
284,2021-03-08,4165.0,"Cookies, Biscuits & Snacks"
285,2021-03-09,6089.0,"Cookies, Biscuits & Snacks"
286,2021-03-10,6089.0,"Cookies, Biscuits & Snacks"
287,2021-03-11,6089.0,"Cookies, Biscuits & Snacks"
288,2021-03-12,12177.0,"Cookies, Biscuits & Snacks"
289,2021-03-13,12177.0,"Cookies, Biscuits & Snacks"
290,2021-03-14,7982.0,"Cookies, Biscuits & Snacks"
291,2021-03-15,8859.0,"Cookies, Biscuits & Snacks"
292,2021-03-16,8859.0,"Cookies, Biscuits & Snacks"
293,2021-03-17,8859.0,"Cookies, Biscuits & Snacks"
294,2021-03-18,8413.0,"Cookies, Biscuits & Snacks"
295,2021-03-19,8570.0,"Cookies, Biscuits & Snacks"
296,2021-03-20,8570.0,"Cookies, Biscuits & Snacks"
297,2021-03-21,8570.0,"Cookies, Biscuits & Snacks"
298,2021-03-22,8850.0,"Cookies, Biscuits & Snacks"
299,2021-03-23,8850.0,"Cookies, Biscuits & Snacks"
300,2021-03-24,8850.0,"Cookies, Biscuits & Snacks"
301,2021-03-25,7847.0,"Cookies, Biscuits & Snacks"
302,2021-03-26,7847.0,"Cookies, Biscuits & Snacks"
303,2021-03-27,7012.0,"Cookies, Biscuits & Snacks"
304,2021-03-28,7012.0,"Cookies, Biscuits & Snacks"
305,2021-03-29,6943.0,"Cookies, Biscuits & Snacks"
306,2021-03-30,9439.0,"Cookies, Biscuits & Snacks"
307,2021-03-31,8710.0,"Cookies, Biscuits & Snacks"
308,2021-04-01,7432.0,"Cookies, Biscuits & Snacks"
309,2021-04-02,7731.0,"Cookies, Biscuits & Snacks"
310,2021-04-03,8270.0,"Cookies, Biscuits & Snacks"
311,2021-04-04,8270.0,"Cookies, Biscuits & Snacks"
312,2021-04-05,8270.0,"Cookies, Biscuits & Snacks"
313,2021-04-06,8270.0,"Cookies, Biscuits & Snacks"
314,2021-04-07,6813.0,"Cookies, Biscuits & Snacks"
315,2021-04-08,7130.0,"Cookies, Biscuits & Snacks"
316,2021-04-09,7359.0,"Cookies, Biscuits & Snacks"
317,2021-04-10,6380.0,"Cookies, Biscuits & Snacks"
318,2021-04-11,6380.0,"Cookies, Biscuits & Snacks"
319,2021-04-12,6179.0,"Cookies, Biscuits & Snacks"
320,2021-04-13,6791.0,"Cookies, Biscuits & Snacks"
321,2021-04-14,6440.0,"Cookies, Biscuits & Snacks"
322,2021-04-15,5636.0,"Cookies, Biscuits & Snacks"
323,2021-04-16,5636.0,"Cookies, Biscuits & Snacks"
324,2021-04-17,5636.0,"Cookies, Biscuits & Snacks"
325,2021-04-18,4595.0,"Cookies, Biscuits & Snacks"
326,2021-04-19,4595.0,"Cookies, Biscuits & Snacks"
327,2021-04-20,4595.0,"Cookies, Biscuits & Snacks"
328,2021-04-21,4950.0,"Cookies, Biscuits & Snacks"
329,2021-04-22,4950.0,"Cookies, Biscuits & Snacks"
330,2021-04-23,4610.0,"Cookies, Biscuits & Snacks"
331,2021-04-24,4610.0,"Cookies, Biscuits & Snacks"
332,2021-04-25,2944.0,"Cookies, Biscuits & Snacks"
333,2021-04-26,2944.0,"Cookies, Biscuits & Snacks"
334,2021-04-27,2944.0,"Cookies, Biscuits & Snacks"
335,2021-04-28,3497.0,"Cookies, Biscuits & Snacks"
336,2021-04-29,3497.0,"Cookies, Biscuits & Snacks"
337,2021-04-30,3010.0,"Cookies, Biscuits & Snacks"
338,2021-05-01,3010.0,"Cookies, Biscuits & Snacks"
339,2021-05-02,3010.0,"Cookies, Biscuits & Snacks"
340,2021-05-03,3487.0,"Cookies, Biscuits & Snacks"
341,2021-05-04,3487.0,"Cookies, Biscuits & Snacks"
342,2021-05-05,4340.0,"Cookies, Biscuits & Snacks"
343,2021-05-06,4340.0,"Cookies, Biscuits & Snacks"
344,2021-05-07,5569.0,"Cookies, Biscuits & Snacks"
345,2021-05-08,5569.0,"Cookies, Biscuits & Snacks"
346,2021-05-09,5569.0,"Cookies, Biscuits & Snacks"
347,2021-05-10,3494.0,"Cookies, Biscuits & Snacks"
348,2021-05-11,3795.0,"Cookies, Biscuits & Snacks"
349,2021-05-12,3795.0,"Cookies, Biscuits & Snacks"
350,2021-05-13,3394.0,"Cookies, Biscuits & Snacks"
351,2021-05-14,3394.0,"Cookies, Biscuits & Snacks"
352,2021-05-15,3394.0,"Cookies, Biscuits & Snacks"
353,2021-05-16,4259.0,"Cookies, Biscuits & Snacks"
354,2021-05-17,4259.0,"Cookies, Biscuits & Snacks"
355,2021-05-18,3811.0,"Cookies, Biscuits & Snacks"
356,2021-05-19,3811.0,"Cookies, Biscuits & Snacks"
357,2021-05-20,3526.0,"Cookies, Biscuits & Snacks"
358,2021-05-21,3666.0,"Cookies, Biscuits & Snacks"
359,2021-05-22,3449.0,"Cookies, Biscuits & Snacks"
360,2021-05-23,3098.0,"Cookies, Biscuits & Snacks"
361,2021-05-24,2864.0,"Cookies, Biscuits & Snacks"
362,2021-05-25,2691.0,"Cookies, Biscuits & Snacks"
363,2021-05-26,2691.0,"Cookies, Biscuits & Snacks"
364,2021-05-27,2932.0,"Cookies, Biscuits & Snacks"
365,2021-05-28,2932.0,"Cookies, Biscuits & Snacks"
366,2021-05-29,2932.0,"Cookies, Biscuits & Snacks"
367,2021-05-30,2932.0,"Cookies, Biscuits & Snacks"
368,2021-05-31,2932.0,"Cookies, Biscuits & Snacks"
369,2021-06-01,3181.0,"Cookies, Biscuits & Snacks"
370,2021-06-02,3181.0,"Cookies, Biscuits & Snacks"
371,2021-06-03,3098.0,"Cookies, Biscuits & Snacks"
372,2021-06-04,3098.0,"Cookies, Biscuits & Snacks"
373,2021-06-05,3098.0,"Cookies, Biscuits & Snacks"
374,2021-06-06,3210.0,"Cookies, Biscuits & Snacks"
375,2021-06-07,3210.0,"Cookies, Biscuits & Snacks"
376,2021-06-08,2835.0,"Cookies, Biscuits & Snacks"
377,2021-06-09,2835.0,"Cookies, Biscuits & Snacks"
378,2021-06-10,3111.0,"Cookies, Biscuits & Snacks"
379,2021-06-11,3111.0,"Cookies, Biscuits & Snacks"
380,2021-06-12,2744.0,"Cookies, Biscuits & Snacks"
381,2021-06-13,2744.0,"Cookies, Biscuits & Snacks"
382,2021-06-14,2435.0,"Cookies, Biscuits & Snacks"
383,2021-06-15,2435.0,"Cookies, Biscuits & Snacks"
384,2021-06-16,2435.0,"Cookies, Biscuits & Snacks"
385,2021-06-17,2629.0,"Cookies, Biscuits & Snacks"
386,2021-06-18,2629.0,"Cookies, Biscuits & Snacks"
387,2021-06-19,2723.0,"Cookies, Biscuits & Snacks"
388,2021-06-20,2723.0,"Cookies, Biscuits & Snacks"
389,2021-06-21,2723.0,"Cookies, Biscuits & Snacks"
390,2021-06-22,3691.0,"Cookies, Biscuits & Snacks"
391,2021-06-23,3691.0,"Cookies, Biscuits & Snacks"
392,2021-06-24,3433.0,"Cookies, Biscuits & Snacks"
