,date,value,name_B07P7F6TDJ
75,2020-08-10,18892.0,Sleep Sound Machines
76,2020-08-11,18892.0,Sleep Sound Machines
77,2020-08-12,18892.0,Sleep Sound Machines
78,2020-08-13,15205.0,Sleep Sound Machines
79,2020-08-14,15205.0,Sleep Sound Machines
80,2020-08-15,13673.0,Sleep Sound Machines
81,2020-08-16,13673.0,Sleep Sound Machines
82,2020-08-17,13673.0,Sleep Sound Machines
83,2020-08-18,13673.0,Sleep Sound Machines
84,2020-08-19,13528.0,Sleep Sound Machines
85,2020-08-20,13528.0,Sleep Sound Machines
86,2020-08-21,13528.0,Sleep Sound Machines
87,2020-08-22,13528.0,Sleep Sound Machines
88,2020-08-23,14050.0,Sleep Sound Machines
89,2020-08-24,14050.0,Sleep Sound Machines
90,2020-08-25,14050.0,Sleep Sound Machines
91,2020-08-26,14050.0,Sleep Sound Machines
92,2020-08-27,14735.0,Sleep Sound Machines
93,2020-08-28,14735.0,Sleep Sound Machines
94,2020-08-29,14735.0,Sleep Sound Machines
95,2020-08-30,16432.0,Sleep Sound Machines
96,2020-08-31,16432.0,Sleep Sound Machines
97,2020-09-01,16432.0,Sleep Sound Machines
98,2020-09-02,16269.0,Sleep Sound Machines
99,2020-09-03,16269.0,Sleep Sound Machines
100,2020-09-04,16269.0,Sleep Sound Machines
101,2020-09-05,17567.0,Sleep Sound Machines
102,2020-09-06,17567.0,Sleep Sound Machines
103,2020-09-07,13586.0,Sleep Sound Machines
104,2020-09-08,13586.0,Sleep Sound Machines
105,2020-09-09,13586.0,Sleep Sound Machines
106,2020-09-10,15452.0,Sleep Sound Machines
107,2020-09-11,15452.0,Sleep Sound Machines
108,2020-09-12,15452.0,Sleep Sound Machines
109,2020-09-13,15452.0,Sleep Sound Machines
110,2020-09-14,16017.0,Sleep Sound Machines
111,2020-09-15,16017.0,Sleep Sound Machines
112,2020-09-16,12871.0,Sleep Sound Machines
113,2020-09-17,14205.0,Sleep Sound Machines
114,2020-09-18,14205.0,Sleep Sound Machines
115,2020-09-19,14205.0,Sleep Sound Machines
116,2020-09-20,14205.0,Sleep Sound Machines
117,2020-09-21,13350.0,Sleep Sound Machines
118,2020-09-22,13350.0,Sleep Sound Machines
119,2020-09-23,11768.0,Sleep Sound Machines
120,2020-09-24,11768.0,Sleep Sound Machines
121,2020-09-25,11768.0,Sleep Sound Machines
122,2020-09-26,12400.0,Sleep Sound Machines
123,2020-09-27,12400.0,Sleep Sound Machines
124,2020-09-28,13852.0,Sleep Sound Machines
125,2020-09-29,13852.0,Sleep Sound Machines
126,2020-09-30,13852.0,Sleep Sound Machines
127,2020-10-01,13852.0,Sleep Sound Machines
128,2020-10-02,10569.0,Sleep Sound Machines
129,2020-10-03,10569.0,Sleep Sound Machines
130,2020-10-04,13597.0,Sleep Sound Machines
131,2020-10-05,13597.0,Sleep Sound Machines
132,2020-10-06,13303.0,Sleep Sound Machines
133,2020-10-07,13303.0,Sleep Sound Machines
134,2020-10-08,13303.0,Sleep Sound Machines
135,2020-10-09,11736.0,Sleep Sound Machines
136,2020-10-10,11674.0,Sleep Sound Machines
137,2020-10-11,11674.0,Sleep Sound Machines
138,2020-10-12,11674.0,Sleep Sound Machines
139,2020-10-13,12684.0,Sleep Sound Machines
140,2020-10-14,12684.0,Sleep Sound Machines
141,2020-10-15,12684.0,Sleep Sound Machines
142,2020-10-16,12684.0,Sleep Sound Machines
143,2020-10-17,12684.0,Sleep Sound Machines
144,2020-10-18,12684.0,Sleep Sound Machines
145,2020-10-19,19462.0,Sleep Sound Machines
146,2020-10-20,19462.0,Sleep Sound Machines
147,2020-10-21,19462.0,Sleep Sound Machines
148,2020-10-22,19462.0,Sleep Sound Machines
149,2020-10-23,19462.0,Sleep Sound Machines
150,2020-10-24,11540.0,Sleep Sound Machines
151,2020-10-25,11540.0,Sleep Sound Machines
152,2020-10-26,11540.0,Sleep Sound Machines
153,2020-10-27,11793.0,Sleep Sound Machines
154,2020-10-28,11793.0,Sleep Sound Machines
155,2020-10-29,12998.0,Sleep Sound Machines
156,2020-10-30,12998.0,Sleep Sound Machines
157,2020-10-31,10357.0,Sleep Sound Machines
158,2020-11-01,10357.0,Sleep Sound Machines
159,2020-11-02,10357.0,Sleep Sound Machines
160,2020-11-03,12110.0,Sleep Sound Machines
161,2020-11-04,12110.0,Sleep Sound Machines
162,2020-11-05,11044.0,Sleep Sound Machines
163,2020-11-06,11044.0,Sleep Sound Machines
164,2020-11-07,12163.0,Sleep Sound Machines
165,2020-11-08,12163.0,Sleep Sound Machines
166,2020-11-09,12163.0,Sleep Sound Machines
167,2020-11-10,12163.0,Sleep Sound Machines
168,2020-11-11,13169.0,Sleep Sound Machines
169,2020-11-12,13169.0,Sleep Sound Machines
170,2020-11-13,13169.0,Sleep Sound Machines
171,2020-11-14,15008.0,Sleep Sound Machines
172,2020-11-15,14724.0,Sleep Sound Machines
173,2020-11-16,14724.0,Sleep Sound Machines
174,2020-11-17,14724.0,Sleep Sound Machines
175,2020-11-18,14724.0,Sleep Sound Machines
176,2020-11-19,13133.0,Sleep Sound Machines
177,2020-11-20,13133.0,Sleep Sound Machines
178,2020-11-21,13133.0,Sleep Sound Machines
179,2020-11-22,13133.0,Sleep Sound Machines
180,2020-11-23,13133.0,Sleep Sound Machines
181,2020-11-24,11342.0,Sleep Sound Machines
182,2020-11-25,11342.0,Sleep Sound Machines
183,2020-11-26,11342.0,Sleep Sound Machines
184,2020-11-27,11861.0,Sleep Sound Machines
185,2020-11-28,11861.0,Sleep Sound Machines
186,2020-11-29,10358.0,Sleep Sound Machines
187,2020-11-30,10358.0,Sleep Sound Machines
188,2020-12-01,7897.0,Sleep Sound Machines
189,2020-12-02,7897.0,Sleep Sound Machines
190,2020-12-03,7897.0,Sleep Sound Machines
191,2020-12-04,8106.0,Sleep Sound Machines
192,2020-12-05,8106.0,Sleep Sound Machines
193,2020-12-06,8106.0,Sleep Sound Machines
194,2020-12-07,8268.0,Sleep Sound Machines
195,2020-12-08,8268.0,Sleep Sound Machines
196,2020-12-09,6859.0,Sleep Sound Machines
197,2020-12-10,6859.0,Sleep Sound Machines
198,2020-12-11,6859.0,Sleep Sound Machines
199,2020-12-12,6859.0,Sleep Sound Machines
200,2020-12-13,6859.0,Sleep Sound Machines
201,2020-12-14,6416.0,Sleep Sound Machines
202,2020-12-15,6416.0,Sleep Sound Machines
203,2020-12-16,7282.0,Sleep Sound Machines
204,2020-12-17,7282.0,Sleep Sound Machines
205,2020-12-18,7282.0,Sleep Sound Machines
206,2020-12-19,8633.0,Sleep Sound Machines
207,2020-12-20,8527.0,Sleep Sound Machines
208,2020-12-21,8404.0,Sleep Sound Machines
209,2020-12-22,8404.0,Sleep Sound Machines
210,2020-12-23,9650.0,Sleep Sound Machines
211,2020-12-24,9650.0,Sleep Sound Machines
212,2020-12-25,11865.0,Sleep Sound Machines
213,2020-12-26,11633.0,Sleep Sound Machines
214,2020-12-27,11633.0,Sleep Sound Machines
215,2020-12-28,11633.0,Sleep Sound Machines
216,2020-12-29,11633.0,Sleep Sound Machines
217,2020-12-30,11223.0,Sleep Sound Machines
218,2020-12-31,11223.0,Sleep Sound Machines
219,2021-01-01,11223.0,Sleep Sound Machines
220,2021-01-02,11032.0,Sleep Sound Machines
221,2021-01-03,11032.0,Sleep Sound Machines
222,2021-01-04,11032.0,Sleep Sound Machines
223,2021-01-05,11659.0,Sleep Sound Machines
224,2021-01-06,9596.0,Sleep Sound Machines
225,2021-01-07,9596.0,Sleep Sound Machines
226,2021-01-08,9596.0,Sleep Sound Machines
227,2021-01-09,11066.0,Sleep Sound Machines
228,2021-01-10,11066.0,Sleep Sound Machines
229,2021-01-11,11066.0,Sleep Sound Machines
230,2021-01-12,10683.0,Sleep Sound Machines
231,2021-01-13,10683.0,Sleep Sound Machines
232,2021-01-14,10683.0,Sleep Sound Machines
233,2021-01-15,11070.0,Sleep Sound Machines
234,2021-01-16,10548.0,Sleep Sound Machines
235,2021-01-17,10548.0,Sleep Sound Machines
236,2021-01-18,13694.0,Sleep Sound Machines
237,2021-01-19,13694.0,Sleep Sound Machines
238,2021-01-20,10373.0,Sleep Sound Machines
239,2021-01-21,11408.0,Sleep Sound Machines
240,2021-01-22,11408.0,Sleep Sound Machines
241,2021-01-23,11408.0,Sleep Sound Machines
242,2021-01-24,11408.0,Sleep Sound Machines
243,2021-01-25,11026.0,Sleep Sound Machines
244,2021-01-26,11026.0,Sleep Sound Machines
245,2021-01-27,11488.0,Sleep Sound Machines
246,2021-01-28,11488.0,Sleep Sound Machines
247,2021-01-29,10698.0,Sleep Sound Machines
248,2021-01-30,10698.0,Sleep Sound Machines
249,2021-01-31,10698.0,Sleep Sound Machines
250,2021-02-01,10698.0,Sleep Sound Machines
251,2021-02-02,10698.0,Sleep Sound Machines
252,2021-02-03,15873.0,Sleep Sound Machines
253,2021-02-04,11432.0,Sleep Sound Machines
254,2021-02-05,11432.0,Sleep Sound Machines
255,2021-02-06,10548.0,Sleep Sound Machines
256,2021-02-07,10548.0,Sleep Sound Machines
257,2021-02-08,10548.0,Sleep Sound Machines
258,2021-02-09,11221.0,Sleep Sound Machines
259,2021-02-10,11221.0,Sleep Sound Machines
260,2021-02-11,11221.0,Sleep Sound Machines
261,2021-02-12,13359.0,Sleep Sound Machines
262,2021-02-13,13359.0,Sleep Sound Machines
263,2021-02-14,13359.0,Sleep Sound Machines
264,2021-02-15,12090.0,Sleep Sound Machines
265,2021-02-16,12090.0,Sleep Sound Machines
266,2021-02-17,13073.0,Sleep Sound Machines
267,2021-02-18,11200.0,Sleep Sound Machines
268,2021-02-19,11546.0,Sleep Sound Machines
269,2021-02-20,14288.0,Sleep Sound Machines
270,2021-02-21,14288.0,Sleep Sound Machines
271,2021-02-22,14288.0,Sleep Sound Machines
272,2021-02-23,14288.0,Sleep Sound Machines
273,2021-02-24,12666.0,Sleep Sound Machines
274,2021-02-25,12666.0,Sleep Sound Machines
275,2021-02-26,12666.0,Sleep Sound Machines
276,2021-02-27,13979.0,Sleep Sound Machines
277,2021-02-28,13979.0,Sleep Sound Machines
278,2021-03-01,13979.0,Sleep Sound Machines
279,2021-03-02,13979.0,Sleep Sound Machines
280,2021-03-03,13979.0,Sleep Sound Machines
281,2021-03-04,12807.0,Sleep Sound Machines
282,2021-03-05,12807.0,Sleep Sound Machines
283,2021-03-06,12807.0,Sleep Sound Machines
284,2021-03-07,10234.0,Sleep Sound Machines
285,2021-03-08,10234.0,Sleep Sound Machines
286,2021-03-09,13672.0,Sleep Sound Machines
287,2021-03-10,13672.0,Sleep Sound Machines
288,2021-03-11,14762.0,Sleep Sound Machines
289,2021-03-12,14762.0,Sleep Sound Machines
290,2021-03-13,14762.0,Sleep Sound Machines
291,2021-03-14,14540.0,Sleep Sound Machines
292,2021-03-15,14540.0,Sleep Sound Machines
293,2021-03-16,13268.0,Sleep Sound Machines
294,2021-03-17,17825.0,Sleep Sound Machines
295,2021-03-18,17825.0,Sleep Sound Machines
296,2021-03-19,15669.0,Sleep Sound Machines
297,2021-03-20,15669.0,Sleep Sound Machines
298,2021-03-21,15669.0,Sleep Sound Machines
299,2021-03-22,14556.0,Sleep Sound Machines
300,2021-03-23,18414.0,Sleep Sound Machines
301,2021-03-24,18414.0,Sleep Sound Machines
302,2021-03-25,18414.0,Sleep Sound Machines
303,2021-03-26,17057.0,Sleep Sound Machines
304,2021-03-27,17057.0,Sleep Sound Machines
305,2021-03-28,17057.0,Sleep Sound Machines
306,2021-03-29,17057.0,Sleep Sound Machines
307,2021-03-30,17057.0,Sleep Sound Machines
308,2021-03-31,19041.0,Sleep Sound Machines
309,2021-04-01,19041.0,Sleep Sound Machines
310,2021-04-02,19041.0,Sleep Sound Machines
311,2021-04-03,19041.0,Sleep Sound Machines
312,2021-04-04,19041.0,Sleep Sound Machines
313,2021-04-05,15022.0,Sleep Sound Machines
314,2021-04-06,15022.0,Sleep Sound Machines
315,2021-04-07,16516.0,Sleep Sound Machines
316,2021-04-08,16516.0,Sleep Sound Machines
317,2021-04-09,16516.0,Sleep Sound Machines
318,2021-04-10,16516.0,Sleep Sound Machines
319,2021-04-11,20050.0,Sleep Sound Machines
320,2021-04-12,20050.0,Sleep Sound Machines
321,2021-04-13,20050.0,Sleep Sound Machines
322,2021-04-14,20087.0,Sleep Sound Machines
323,2021-04-15,20087.0,Sleep Sound Machines
324,2021-04-16,17393.0,Sleep Sound Machines
325,2021-04-17,17393.0,Sleep Sound Machines
326,2021-04-18,17393.0,Sleep Sound Machines
327,2021-04-19,18807.0,Sleep Sound Machines
328,2021-04-20,19420.0,Sleep Sound Machines
329,2021-04-21,19420.0,Sleep Sound Machines
330,2021-04-22,19420.0,Sleep Sound Machines
331,2021-04-23,16337.0,Sleep Sound Machines
332,2021-04-24,16337.0,Sleep Sound Machines
333,2021-04-25,16337.0,Sleep Sound Machines
334,2021-04-26,16337.0,Sleep Sound Machines
335,2021-04-27,16337.0,Sleep Sound Machines
336,2021-04-28,16337.0,Sleep Sound Machines
337,2021-04-29,17654.0,Sleep Sound Machines
338,2021-04-30,17654.0,Sleep Sound Machines
339,2021-05-01,17654.0,Sleep Sound Machines
340,2021-05-02,17654.0,Sleep Sound Machines
341,2021-05-03,18548.0,Sleep Sound Machines
342,2021-05-04,18548.0,Sleep Sound Machines
343,2021-05-05,18548.0,Sleep Sound Machines
344,2021-05-06,15193.0,Sleep Sound Machines
345,2021-05-07,19343.0,Sleep Sound Machines
346,2021-05-08,19343.0,Sleep Sound Machines
347,2021-05-09,21250.0,Sleep Sound Machines
348,2021-05-10,19651.0,Sleep Sound Machines
349,2021-05-11,19651.0,Sleep Sound Machines
350,2021-05-12,18026.0,Sleep Sound Machines
351,2021-05-13,18026.0,Sleep Sound Machines
352,2021-05-14,21377.0,Sleep Sound Machines
353,2021-05-15,21377.0,Sleep Sound Machines
354,2021-05-16,16239.0,Sleep Sound Machines
355,2021-05-17,14319.0,Sleep Sound Machines
356,2021-05-18,14319.0,Sleep Sound Machines
357,2021-05-19,19057.0,Sleep Sound Machines
358,2021-05-20,18974.0,Sleep Sound Machines
359,2021-05-21,19985.0,Sleep Sound Machines
360,2021-05-22,19985.0,Sleep Sound Machines
361,2021-05-23,23309.0,Sleep Sound Machines
362,2021-05-24,23309.0,Sleep Sound Machines
363,2021-05-25,19906.0,Sleep Sound Machines
364,2021-05-26,19906.0,Sleep Sound Machines
365,2021-05-27,21981.0,Sleep Sound Machines
366,2021-05-28,21981.0,Sleep Sound Machines
367,2021-05-29,20782.0,Sleep Sound Machines
368,2021-05-30,20782.0,Sleep Sound Machines
369,2021-05-31,19588.0,Sleep Sound Machines
370,2021-06-01,18296.0,Sleep Sound Machines
371,2021-06-02,18296.0,Sleep Sound Machines
372,2021-06-03,19987.0,Sleep Sound Machines
373,2021-06-04,19987.0,Sleep Sound Machines
374,2021-06-05,17148.0,Sleep Sound Machines
375,2021-06-06,17148.0,Sleep Sound Machines
376,2021-06-07,23112.0,Sleep Sound Machines
377,2021-06-08,22247.0,Sleep Sound Machines
378,2021-06-09,22247.0,Sleep Sound Machines
379,2021-06-10,22247.0,Sleep Sound Machines
380,2021-06-11,22247.0,Sleep Sound Machines
381,2021-06-12,21916.0,Sleep Sound Machines
382,2021-06-13,21916.0,Sleep Sound Machines
383,2021-06-14,21049.0,Sleep Sound Machines
384,2021-06-15,21049.0,Sleep Sound Machines
385,2021-06-16,21049.0,Sleep Sound Machines
386,2021-06-17,19109.0,Sleep Sound Machines
387,2021-06-18,19109.0,Sleep Sound Machines
388,2021-06-19,19109.0,Sleep Sound Machines
389,2021-06-20,16126.0,Sleep Sound Machines
390,2021-06-21,17591.0,Sleep Sound Machines
391,2021-06-22,9366.0,Sleep Sound Machines
392,2021-06-23,9366.0,Sleep Sound Machines
393,2021-06-24,9366.0,Sleep Sound Machines
394,2021-06-25,16146.0,Sleep Sound Machines
395,2021-06-26,16146.0,Sleep Sound Machines
396,2021-06-27,16146.0,Sleep Sound Machines
397,2021-06-28,26037.0,Sleep Sound Machines
398,2021-06-29,17740.0,Sleep Sound Machines
399,2021-06-30,16390.0,Sleep Sound Machines
400,2021-07-01,16390.0,Sleep Sound Machines
401,2021-07-02,16390.0,Sleep Sound Machines
402,2021-07-03,16390.0,Sleep Sound Machines
403,2021-07-04,15602.0,Sleep Sound Machines
404,2021-07-05,15602.0,Sleep Sound Machines
405,2021-07-06,15602.0,Sleep Sound Machines
406,2021-07-07,17372.0,Sleep Sound Machines
407,2021-07-08,17372.0,Sleep Sound Machines
408,2021-07-09,17372.0,Sleep Sound Machines
409,2021-07-10,18007.0,Sleep Sound Machines
410,2021-07-11,18659.0,Sleep Sound Machines
