,date,value,name_B086MZ73Z5
130,2020-08-21,36108.0,Weed Killers
131,2020-08-22,36108.0,Weed Killers
132,2020-08-23,36108.0,Weed Killers
133,2020-08-24,36108.0,Weed Killers
134,2020-08-25,36108.0,Weed Killers
135,2020-08-26,32037.0,Weed Killers
136,2020-08-27,32037.0,Weed Killers
137,2020-08-28,32037.0,Weed Killers
138,2020-08-29,30960.0,Weed Killers
139,2020-08-30,30960.0,Weed Killers
140,2020-08-31,23586.0,Weed Killers
141,2020-09-01,23586.0,Weed Killers
142,2020-09-02,23586.0,Weed Killers
143,2020-09-03,23586.0,Weed Killers
144,2020-09-04,23586.0,Weed Killers
145,2020-09-05,23586.0,Weed Killers
146,2020-09-06,23586.0,Weed Killers
147,2020-09-07,23586.0,Weed Killers
148,2020-09-08,23586.0,Weed Killers
149,2020-09-09,23586.0,Weed Killers
150,2020-09-10,23586.0,Weed Killers
151,2020-09-11,23586.0,Weed Killers
152,2020-09-12,23586.0,Weed Killers
153,2020-09-13,23586.0,Weed Killers
154,2020-09-14,28037.0,Weed Killers
155,2020-09-15,28037.0,Weed Killers
156,2020-09-16,28037.0,Weed Killers
157,2020-09-17,28037.0,Weed Killers
158,2020-09-18,28037.0,Weed Killers
159,2020-09-19,28037.0,Weed Killers
160,2020-09-20,29161.0,Weed Killers
161,2020-09-21,29161.0,Weed Killers
162,2020-09-22,29161.0,Weed Killers
163,2020-09-23,29161.0,Weed Killers
164,2020-09-24,36690.0,Weed Killers
165,2020-09-25,36690.0,Weed Killers
166,2020-09-26,36690.0,Weed Killers
167,2020-09-27,36690.0,Weed Killers
168,2020-09-28,36729.0,Weed Killers
169,2020-09-29,36729.0,Weed Killers
170,2020-09-30,36729.0,Weed Killers
171,2020-10-01,36729.0,Weed Killers
172,2020-10-02,36729.0,Weed Killers
173,2020-10-03,30496.0,Weed Killers
174,2020-10-04,30496.0,Weed Killers
175,2020-10-05,30496.0,Weed Killers
176,2020-10-06,37588.0,Weed Killers
177,2020-10-07,37588.0,Weed Killers
178,2020-10-08,37588.0,Weed Killers
179,2020-10-09,37588.0,Weed Killers
180,2020-10-10,37588.0,Weed Killers
181,2020-10-11,37588.0,Weed Killers
182,2020-10-12,63395.0,Weed Killers
183,2020-10-13,63395.0,Weed Killers
184,2020-10-14,63395.0,Weed Killers
185,2020-10-15,37540.0,Weed Killers
186,2020-10-16,37540.0,Weed Killers
187,2020-10-17,37540.0,Weed Killers
188,2020-10-18,30434.0,Weed Killers
189,2020-10-19,30434.0,Weed Killers
190,2020-10-20,30434.0,Weed Killers
191,2020-10-21,30434.0,Weed Killers
192,2020-10-22,39984.0,Weed Killers
193,2020-10-23,39984.0,Weed Killers
194,2020-10-24,39984.0,Weed Killers
195,2020-10-25,39984.0,Weed Killers
196,2020-10-26,113885.0,Weed Killers
197,2020-10-27,113885.0,Weed Killers
198,2020-10-28,113885.0,Weed Killers
199,2020-10-29,113885.0,Weed Killers
200,2020-10-30,44889.0,Weed Killers
201,2020-10-31,44889.0,Weed Killers
202,2020-11-01,44889.0,Weed Killers
203,2020-11-02,44889.0,Weed Killers
204,2020-11-03,44889.0,Weed Killers
205,2020-11-04,107281.0,Weed Killers
206,2020-11-05,107281.0,Weed Killers
207,2020-11-06,107281.0,Weed Killers
208,2020-11-07,107281.0,Weed Killers
209,2020-11-08,107281.0,Weed Killers
210,2020-11-09,107281.0,Weed Killers
211,2020-11-10,107281.0,Weed Killers
212,2020-11-11,107281.0,Weed Killers
213,2020-11-12,43344.0,Weed Killers
214,2020-11-13,43344.0,Weed Killers
215,2020-11-14,43344.0,Weed Killers
216,2020-11-15,43344.0,Weed Killers
217,2020-11-16,43344.0,Weed Killers
218,2020-11-17,43344.0,Weed Killers
219,2020-11-18,43344.0,Weed Killers
220,2020-11-19,43344.0,Weed Killers
221,2020-11-20,43344.0,Weed Killers
222,2020-11-21,43344.0,Weed Killers
223,2020-11-22,43344.0,Weed Killers
224,2020-11-23,43344.0,Weed Killers
225,2020-11-24,43344.0,Weed Killers
226,2020-11-25,43344.0,Weed Killers
227,2020-11-26,43344.0,Weed Killers
228,2020-11-27,43344.0,Weed Killers
229,2020-11-28,43344.0,Weed Killers
230,2020-11-29,43344.0,Weed Killers
231,2020-11-30,43344.0,Weed Killers
232,2020-12-01,43344.0,Weed Killers
233,2020-12-02,43344.0,Weed Killers
234,2020-12-03,43344.0,Weed Killers
235,2020-12-04,43344.0,Weed Killers
236,2020-12-05,43344.0,Weed Killers
237,2020-12-06,43344.0,Weed Killers
238,2020-12-07,43344.0,Weed Killers
239,2020-12-08,43344.0,Weed Killers
240,2020-12-09,43344.0,Weed Killers
241,2020-12-10,43344.0,Weed Killers
242,2020-12-11,43344.0,Weed Killers
243,2020-12-12,43344.0,Weed Killers
244,2020-12-13,43344.0,Weed Killers
245,2020-12-14,43344.0,Weed Killers
246,2020-12-15,43344.0,Weed Killers
247,2020-12-16,43344.0,Weed Killers
248,2020-12-17,43344.0,Weed Killers
249,2020-12-18,43344.0,Weed Killers
250,2020-12-19,43344.0,Weed Killers
251,2020-12-20,43344.0,Weed Killers
252,2020-12-21,43344.0,Weed Killers
253,2020-12-22,43344.0,Weed Killers
254,2020-12-23,43344.0,Weed Killers
255,2020-12-24,43344.0,Weed Killers
256,2020-12-25,43344.0,Weed Killers
257,2020-12-26,43344.0,Weed Killers
258,2020-12-27,43344.0,Weed Killers
259,2020-12-28,43344.0,Weed Killers
260,2020-12-29,64303.0,Weed Killers
261,2020-12-30,64303.0,Weed Killers
262,2020-12-31,64303.0,Weed Killers
263,2021-01-01,64303.0,Weed Killers
264,2021-01-02,64303.0,Weed Killers
265,2021-01-03,64303.0,Weed Killers
266,2021-01-04,64303.0,Weed Killers
267,2021-01-05,64303.0,Weed Killers
268,2021-01-06,64303.0,Weed Killers
269,2021-01-07,121882.0,Weed Killers
270,2021-01-08,121882.0,Weed Killers
271,2021-01-09,130519.0,Weed Killers
272,2021-01-10,130519.0,Weed Killers
273,2021-01-11,139531.0,Weed Killers
274,2021-01-12,139531.0,Weed Killers
275,2021-01-13,139531.0,Weed Killers
276,2021-01-14,139531.0,Weed Killers
277,2021-01-15,139531.0,Weed Killers
278,2021-01-16,139531.0,Weed Killers
279,2021-01-17,139531.0,Weed Killers
280,2021-01-18,110922.0,Weed Killers
281,2021-01-19,110922.0,Weed Killers
282,2021-01-20,133609.0,Weed Killers
283,2021-01-21,133840.0,Weed Killers
284,2021-01-22,95204.0,Weed Killers
285,2021-01-23,95204.0,Weed Killers
286,2021-01-24,90360.0,Weed Killers
287,2021-01-25,90360.0,Weed Killers
288,2021-01-26,90360.0,Weed Killers
289,2021-01-27,90360.0,Weed Killers
290,2021-01-28,90360.0,Weed Killers
291,2021-01-29,90360.0,Weed Killers
292,2021-01-30,90360.0,Weed Killers
293,2021-01-31,90360.0,Weed Killers
294,2021-02-01,77751.0,Weed Killers
295,2021-02-02,77751.0,Weed Killers
296,2021-02-03,77751.0,Weed Killers
297,2021-02-04,77751.0,Weed Killers
298,2021-02-05,77751.0,Weed Killers
299,2021-02-06,77751.0,Weed Killers
300,2021-02-07,77751.0,Weed Killers
301,2021-02-08,77751.0,Weed Killers
302,2021-02-09,77751.0,Weed Killers
303,2021-02-10,77751.0,Weed Killers
304,2021-02-11,77751.0,Weed Killers
305,2021-02-12,96235.0,Weed Killers
306,2021-02-13,49218.0,Weed Killers
307,2021-02-14,49218.0,Weed Killers
308,2021-02-15,49218.0,Weed Killers
309,2021-02-16,49218.0,Weed Killers
310,2021-02-17,126962.0,Weed Killers
311,2021-02-18,126962.0,Weed Killers
312,2021-02-19,126962.0,Weed Killers
313,2021-02-20,135339.0,Weed Killers
314,2021-02-21,135339.0,Weed Killers
315,2021-02-22,135339.0,Weed Killers
316,2021-02-23,135339.0,Weed Killers
317,2021-02-24,135339.0,Weed Killers
318,2021-02-25,135339.0,Weed Killers
319,2021-02-26,135339.0,Weed Killers
320,2021-02-27,135339.0,Weed Killers
321,2021-02-28,135339.0,Weed Killers
322,2021-03-01,135339.0,Weed Killers
323,2021-03-02,99135.0,Weed Killers
324,2021-03-03,99135.0,Weed Killers
325,2021-03-04,99135.0,Weed Killers
326,2021-03-05,99135.0,Weed Killers
327,2021-03-06,99135.0,Weed Killers
328,2021-03-07,99135.0,Weed Killers
329,2021-03-08,99135.0,Weed Killers
330,2021-03-09,25919.0,Weed Killers
331,2021-03-10,25919.0,Weed Killers
332,2021-03-11,25919.0,Weed Killers
333,2021-03-12,25919.0,Weed Killers
334,2021-03-13,25919.0,Weed Killers
335,2021-03-14,25919.0,Weed Killers
336,2021-03-15,25919.0,Weed Killers
337,2021-03-16,25919.0,Weed Killers
338,2021-03-17,25919.0,Weed Killers
339,2021-03-18,29870.0,Weed Killers
340,2021-03-19,29870.0,Weed Killers
341,2021-03-20,29870.0,Weed Killers
342,2021-03-21,29870.0,Weed Killers
343,2021-03-22,29628.0,Weed Killers
344,2021-03-23,31783.0,Weed Killers
345,2021-03-24,31783.0,Weed Killers
346,2021-03-25,31783.0,Weed Killers
347,2021-03-26,29228.0,Weed Killers
348,2021-03-27,43976.0,Weed Killers
349,2021-03-28,49387.0,Weed Killers
350,2021-03-29,49387.0,Weed Killers
351,2021-03-30,49387.0,Weed Killers
352,2021-03-31,49387.0,Weed Killers
353,2021-04-01,49387.0,Weed Killers
354,2021-04-02,49387.0,Weed Killers
355,2021-04-03,30828.0,Weed Killers
356,2021-04-04,30828.0,Weed Killers
357,2021-04-05,30828.0,Weed Killers
358,2021-04-06,30828.0,Weed Killers
359,2021-04-07,30828.0,Weed Killers
360,2021-04-08,15389.0,Weed Killers
361,2021-04-09,15389.0,Weed Killers
362,2021-04-10,19175.0,Weed Killers
363,2021-04-11,19175.0,Weed Killers
364,2021-04-12,19175.0,Weed Killers
365,2021-04-13,19175.0,Weed Killers
366,2021-04-14,13550.0,Weed Killers
367,2021-04-15,15088.0,Weed Killers
368,2021-04-16,15088.0,Weed Killers
369,2021-04-17,19902.0,Weed Killers
370,2021-04-18,19902.0,Weed Killers
371,2021-04-19,19902.0,Weed Killers
372,2021-04-20,16197.0,Weed Killers
373,2021-04-21,15216.0,Weed Killers
374,2021-04-22,15216.0,Weed Killers
375,2021-04-23,15216.0,Weed Killers
376,2021-04-24,15724.0,Weed Killers
377,2021-04-25,15724.0,Weed Killers
378,2021-04-26,22661.0,Weed Killers
379,2021-04-27,22661.0,Weed Killers
380,2021-04-28,22661.0,Weed Killers
381,2021-04-29,21588.0,Weed Killers
382,2021-04-30,21588.0,Weed Killers
383,2021-05-01,19207.0,Weed Killers
384,2021-05-02,19207.0,Weed Killers
385,2021-05-03,19207.0,Weed Killers
386,2021-05-04,14954.0,Weed Killers
387,2021-05-05,14954.0,Weed Killers
388,2021-05-06,14954.0,Weed Killers
389,2021-05-07,15690.0,Weed Killers
390,2021-05-08,15690.0,Weed Killers
391,2021-05-09,19581.0,Weed Killers
392,2021-05-10,19411.0,Weed Killers
393,2021-05-11,19411.0,Weed Killers
394,2021-05-12,20894.0,Weed Killers
395,2021-05-13,20894.0,Weed Killers
396,2021-05-14,20894.0,Weed Killers
397,2021-05-15,20894.0,Weed Killers
398,2021-05-16,15875.0,Weed Killers
399,2021-05-17,15875.0,Weed Killers
400,2021-05-18,14901.0,Weed Killers
401,2021-05-19,14901.0,Weed Killers
402,2021-05-20,12466.0,Weed Killers
403,2021-05-21,12466.0,Weed Killers
404,2021-05-22,12466.0,Weed Killers
405,2021-05-23,12032.0,Weed Killers
406,2021-05-24,12032.0,Weed Killers
407,2021-05-25,11173.0,Weed Killers
408,2021-05-26,11173.0,Weed Killers
409,2021-05-27,12687.0,Weed Killers
410,2021-05-28,12687.0,Weed Killers
411,2021-05-29,12687.0,Weed Killers
412,2021-05-30,12637.0,Weed Killers
413,2021-05-31,12637.0,Weed Killers
414,2021-06-01,12366.0,Weed Killers
415,2021-06-02,12366.0,Weed Killers
416,2021-06-03,12366.0,Weed Killers
417,2021-06-04,13071.0,Weed Killers
418,2021-06-05,13071.0,Weed Killers
419,2021-06-06,14360.0,Weed Killers
420,2021-06-07,14360.0,Weed Killers
421,2021-06-08,14360.0,Weed Killers
422,2021-06-09,10220.0,Weed Killers
423,2021-06-10,11455.0,Weed Killers
424,2021-06-11,11455.0,Weed Killers
425,2021-06-12,10530.0,Weed Killers
426,2021-06-13,10530.0,Weed Killers
427,2021-06-14,9829.0,Weed Killers
428,2021-06-15,9829.0,Weed Killers
429,2021-06-16,11209.0,Weed Killers
430,2021-06-17,11209.0,Weed Killers
431,2021-06-18,9605.0,Weed Killers
432,2021-06-19,9605.0,Weed Killers
433,2021-06-20,11272.0,Weed Killers
434,2021-06-21,11272.0,Weed Killers
435,2021-06-22,13820.0,Weed Killers
436,2021-06-23,13820.0,Weed Killers
437,2021-06-24,13820.0,Weed Killers
438,2021-06-25,14085.0,Weed Killers
439,2021-06-26,14085.0,Weed Killers
440,2021-06-27,14085.0,Weed Killers
441,2021-06-28,9209.0,Weed Killers
442,2021-06-29,12324.0,Weed Killers
443,2021-06-30,12324.0,Weed Killers
444,2021-07-01,12324.0,Weed Killers
445,2021-07-02,10986.0,Weed Killers
446,2021-07-03,10986.0,Weed Killers
447,2021-07-04,11486.0,Weed Killers
448,2021-07-05,12446.0,Weed Killers
449,2021-07-06,12446.0,Weed Killers
450,2021-07-07,12446.0,Weed Killers
451,2021-07-08,5566.0,Weed Killers
452,2021-07-09,8058.0,Weed Killers
453,2021-07-10,8058.0,Weed Killers
454,2021-07-11,8439.0,Weed Killers
