,date,value,name_B01GGVE4EE
172,2020-11-16,4672.0,Probiotics
173,2020-11-17,4672.0,Probiotics
174,2020-11-18,4672.0,Probiotics
175,2020-11-19,4672.0,Probiotics
176,2020-11-20,4672.0,Probiotics
177,2020-11-21,4672.0,Probiotics
178,2020-11-22,5329.0,Probiotics
179,2020-11-23,5329.0,Probiotics
180,2020-11-24,5329.0,Probiotics
181,2020-11-25,6019.0,Probiotics
182,2020-11-26,5849.0,Probiotics
183,2020-11-27,5849.0,Probiotics
184,2020-11-28,6175.0,Probiotics
185,2020-11-29,6175.0,Probiotics
186,2020-11-30,6175.0,Probiotics
187,2020-12-01,6175.0,Probiotics
188,2020-12-02,6175.0,Probiotics
189,2020-12-03,6175.0,Probiotics
190,2020-12-04,6175.0,Probiotics
191,2020-12-05,6175.0,Probiotics
192,2020-12-06,6690.0,Probiotics
193,2020-12-07,6690.0,Probiotics
194,2020-12-08,6690.0,Probiotics
195,2020-12-09,6690.0,Probiotics
196,2020-12-10,5908.0,Probiotics
197,2020-12-11,5908.0,Probiotics
198,2020-12-12,5908.0,Probiotics
199,2020-12-13,5908.0,Probiotics
200,2020-12-14,5908.0,Probiotics
201,2020-12-15,5998.0,Probiotics
202,2020-12-16,5998.0,Probiotics
203,2020-12-17,5998.0,Probiotics
204,2020-12-18,5998.0,Probiotics
205,2020-12-19,6632.0,Probiotics
206,2020-12-20,6632.0,Probiotics
207,2020-12-21,6632.0,Probiotics
208,2020-12-22,5831.0,Probiotics
209,2020-12-23,5831.0,Probiotics
210,2020-12-24,5831.0,Probiotics
211,2020-12-25,4142.0,Probiotics
212,2020-12-26,4142.0,Probiotics
213,2020-12-27,4262.0,Probiotics
214,2020-12-28,4466.0,Probiotics
215,2020-12-29,4466.0,Probiotics
216,2020-12-30,4466.0,Probiotics
217,2020-12-31,4594.0,Probiotics
218,2021-01-01,4594.0,Probiotics
219,2021-01-02,4594.0,Probiotics
220,2021-01-03,4594.0,Probiotics
221,2021-01-04,4189.0,Probiotics
222,2021-01-05,4189.0,Probiotics
223,2021-01-06,4593.0,Probiotics
224,2021-01-07,4593.0,Probiotics
225,2021-01-08,4593.0,Probiotics
226,2021-01-09,4593.0,Probiotics
227,2021-01-10,4128.0,Probiotics
228,2021-01-11,4128.0,Probiotics
229,2021-01-12,4128.0,Probiotics
230,2021-01-13,3596.0,Probiotics
231,2021-01-14,3596.0,Probiotics
232,2021-01-15,3596.0,Probiotics
233,2021-01-16,3596.0,Probiotics
234,2021-01-17,3596.0,Probiotics
235,2021-01-18,4497.0,Probiotics
236,2021-01-19,4795.0,Probiotics
237,2021-01-20,4795.0,Probiotics
238,2021-01-21,4795.0,Probiotics
239,2021-01-22,4974.0,Probiotics
240,2021-01-23,4974.0,Probiotics
241,2021-01-24,4721.0,Probiotics
242,2021-01-25,5099.0,Probiotics
243,2021-01-26,5371.0,Probiotics
244,2021-01-27,5371.0,Probiotics
245,2021-01-28,5371.0,Probiotics
246,2021-01-29,5519.0,Probiotics
247,2021-01-30,5519.0,Probiotics
248,2021-01-31,5519.0,Probiotics
249,2021-02-01,4582.0,Probiotics
250,2021-02-02,4582.0,Probiotics
251,2021-02-03,4582.0,Probiotics
252,2021-02-04,4339.0,Probiotics
253,2021-02-05,4339.0,Probiotics
254,2021-02-06,4339.0,Probiotics
255,2021-02-07,5580.0,Probiotics
256,2021-02-08,5580.0,Probiotics
257,2021-02-09,5580.0,Probiotics
258,2021-02-10,5658.0,Probiotics
259,2021-02-11,5658.0,Probiotics
260,2021-02-12,5658.0,Probiotics
261,2021-02-13,4427.0,Probiotics
262,2021-02-14,4427.0,Probiotics
263,2021-02-15,4427.0,Probiotics
264,2021-02-16,4233.0,Probiotics
265,2021-02-17,4233.0,Probiotics
266,2021-02-18,4536.0,Probiotics
267,2021-02-19,4536.0,Probiotics
268,2021-02-20,4536.0,Probiotics
269,2021-02-21,5005.0,Probiotics
270,2021-02-22,5005.0,Probiotics
271,2021-02-23,5005.0,Probiotics
272,2021-02-24,4944.0,Probiotics
273,2021-02-25,4944.0,Probiotics
274,2021-02-26,4944.0,Probiotics
275,2021-02-27,4944.0,Probiotics
276,2021-02-28,4944.0,Probiotics
277,2021-03-01,4857.0,Probiotics
278,2021-03-02,4857.0,Probiotics
279,2021-03-03,5564.0,Probiotics
280,2021-03-04,5564.0,Probiotics
281,2021-03-05,5564.0,Probiotics
282,2021-03-06,5564.0,Probiotics
283,2021-03-07,5590.0,Probiotics
284,2021-03-08,5590.0,Probiotics
285,2021-03-09,5569.0,Probiotics
286,2021-03-10,5569.0,Probiotics
287,2021-03-11,5569.0,Probiotics
288,2021-03-12,5569.0,Probiotics
289,2021-03-13,5569.0,Probiotics
290,2021-03-14,5569.0,Probiotics
291,2021-03-15,5147.0,Probiotics
292,2021-03-16,5147.0,Probiotics
293,2021-03-17,5211.0,Probiotics
294,2021-03-18,5211.0,Probiotics
295,2021-03-19,5211.0,Probiotics
296,2021-03-20,5211.0,Probiotics
297,2021-03-21,5211.0,Probiotics
298,2021-03-22,5096.0,Probiotics
299,2021-03-23,5096.0,Probiotics
300,2021-03-24,4236.0,Probiotics
301,2021-03-25,4236.0,Probiotics
302,2021-03-26,4236.0,Probiotics
303,2021-03-27,6372.0,Probiotics
304,2021-03-28,6372.0,Probiotics
305,2021-03-29,6372.0,Probiotics
306,2021-03-30,6071.0,Probiotics
307,2021-03-31,6071.0,Probiotics
308,2021-04-01,6632.0,Probiotics
309,2021-04-02,6632.0,Probiotics
310,2021-04-03,6632.0,Probiotics
311,2021-04-04,6632.0,Probiotics
312,2021-04-05,5973.0,Probiotics
313,2021-04-06,5973.0,Probiotics
314,2021-04-07,6445.0,Probiotics
315,2021-04-08,6445.0,Probiotics
316,2021-04-09,6445.0,Probiotics
317,2021-04-10,5482.0,Probiotics
318,2021-04-11,5482.0,Probiotics
319,2021-04-12,4377.0,Probiotics
320,2021-04-13,4377.0,Probiotics
321,2021-04-14,4377.0,Probiotics
322,2021-04-15,4944.0,Probiotics
323,2021-04-16,4944.0,Probiotics
324,2021-04-17,4944.0,Probiotics
325,2021-04-18,4944.0,Probiotics
326,2021-04-19,6346.0,Probiotics
327,2021-04-20,6346.0,Probiotics
328,2021-04-21,6346.0,Probiotics
329,2021-04-22,5628.0,Probiotics
330,2021-04-23,5628.0,Probiotics
331,2021-04-24,5896.0,Probiotics
332,2021-04-25,4770.0,Probiotics
333,2021-04-26,4770.0,Probiotics
334,2021-04-27,3916.0,Probiotics
335,2021-04-28,3916.0,Probiotics
336,2021-04-29,3916.0,Probiotics
337,2021-04-30,5583.0,Probiotics
338,2021-05-01,5583.0,Probiotics
339,2021-05-02,5583.0,Probiotics
340,2021-05-03,6434.0,Probiotics
341,2021-05-04,6214.0,Probiotics
342,2021-05-05,6214.0,Probiotics
343,2021-05-06,5331.0,Probiotics
344,2021-05-07,5331.0,Probiotics
345,2021-05-08,5783.0,Probiotics
346,2021-05-09,5783.0,Probiotics
347,2021-05-10,4649.0,Probiotics
348,2021-05-11,4649.0,Probiotics
349,2021-05-12,4649.0,Probiotics
350,2021-05-13,5387.0,Probiotics
351,2021-05-14,6269.0,Probiotics
352,2021-05-15,6269.0,Probiotics
353,2021-05-16,6269.0,Probiotics
354,2021-05-17,5178.0,Probiotics
355,2021-05-18,5178.0,Probiotics
356,2021-05-19,5178.0,Probiotics
357,2021-05-20,6193.0,Probiotics
358,2021-05-21,6193.0,Probiotics
359,2021-05-22,6193.0,Probiotics
360,2021-05-23,6193.0,Probiotics
361,2021-05-24,6332.0,Probiotics
362,2021-05-25,6332.0,Probiotics
363,2021-05-26,5485.0,Probiotics
364,2021-05-27,5485.0,Probiotics
365,2021-05-28,6832.0,Probiotics
366,2021-05-29,6832.0,Probiotics
367,2021-05-30,6832.0,Probiotics
368,2021-05-31,6832.0,Probiotics
369,2021-06-01,5648.0,Probiotics
370,2021-06-02,5648.0,Probiotics
371,2021-06-03,6722.0,Probiotics
372,2021-06-04,5568.0,Probiotics
373,2021-06-05,4953.0,Probiotics
374,2021-06-06,4926.0,Probiotics
375,2021-06-07,5010.0,Probiotics
376,2021-06-08,5242.0,Probiotics
377,2021-06-09,6102.0,Probiotics
378,2021-06-10,5630.0,Probiotics
379,2021-06-11,5630.0,Probiotics
380,2021-06-12,4897.0,Probiotics
381,2021-06-13,4897.0,Probiotics
382,2021-06-14,5056.0,Probiotics
383,2021-06-15,5056.0,Probiotics
384,2021-06-16,5056.0,Probiotics
385,2021-06-17,5063.0,Probiotics
386,2021-06-18,5063.0,Probiotics
387,2021-06-19,5208.0,Probiotics
388,2021-06-20,4292.0,Probiotics
389,2021-06-21,4648.0,Probiotics
390,2021-06-22,4415.0,Probiotics
391,2021-06-23,4082.0,Probiotics
392,2021-06-24,5001.0,Probiotics
393,2021-06-25,5128.0,Probiotics
394,2021-06-26,5069.0,Probiotics
395,2021-06-27,5069.0,Probiotics
396,2021-06-28,5069.0,Probiotics
397,2021-06-29,4666.0,Probiotics
398,2021-06-30,4666.0,Probiotics
399,2021-07-01,4666.0,Probiotics
400,2021-07-02,5412.0,Probiotics
401,2021-07-03,5109.0,Probiotics
402,2021-07-04,5680.0,Probiotics
403,2021-07-05,5136.0,Probiotics
404,2021-07-06,5379.0,Probiotics
405,2021-07-07,5379.0,Probiotics
406,2021-07-08,5340.0,Probiotics
407,2021-07-09,5340.0,Probiotics
408,2021-07-10,5340.0,Probiotics
409,2021-07-11,4873.0,Probiotics
