,date,value,name_B07KP1N9SF
171,2019-05-21,-1.0,Disposable Napkins
172,2019-05-22,-1.0,Disposable Napkins
173,2019-05-23,-1.0,Disposable Napkins
174,2019-05-24,-1.0,Disposable Napkins
175,2019-05-25,-1.0,Disposable Napkins
176,2019-05-26,-1.0,Disposable Napkins
177,2019-05-27,-1.0,Disposable Napkins
178,2019-05-28,-1.0,Disposable Napkins
179,2019-05-29,-1.0,Disposable Napkins
180,2019-05-30,-1.0,Disposable Napkins
181,2019-05-31,-1.0,Disposable Napkins
182,2019-06-01,-1.0,Disposable Napkins
183,2019-06-02,-1.0,Disposable Napkins
184,2019-06-03,-1.0,Disposable Napkins
185,2019-06-04,-1.0,Disposable Napkins
186,2019-06-05,-1.0,Disposable Napkins
187,2019-06-06,-1.0,Disposable Napkins
188,2019-06-07,-1.0,Disposable Napkins
189,2019-06-08,-1.0,Disposable Napkins
190,2019-06-09,-1.0,Disposable Napkins
191,2019-06-10,-1.0,Disposable Napkins
192,2019-06-11,-1.0,Disposable Napkins
193,2019-06-12,-1.0,Disposable Napkins
194,2019-06-13,-1.0,Disposable Napkins
195,2019-06-14,-1.0,Disposable Napkins
196,2019-06-15,-1.0,Disposable Napkins
197,2019-06-16,83077.0,Disposable Napkins
198,2019-06-17,83077.0,Disposable Napkins
199,2019-06-18,83077.0,Disposable Napkins
200,2019-06-19,83077.0,Disposable Napkins
201,2019-06-20,104797.0,Disposable Napkins
202,2019-06-21,104797.0,Disposable Napkins
203,2019-06-22,104797.0,Disposable Napkins
204,2019-06-23,104797.0,Disposable Napkins
205,2019-06-24,104797.0,Disposable Napkins
206,2019-06-25,37618.0,Disposable Napkins
207,2019-06-26,37618.0,Disposable Napkins
208,2019-06-27,37618.0,Disposable Napkins
209,2019-06-28,26900.0,Disposable Napkins
210,2019-06-29,26900.0,Disposable Napkins
211,2019-06-30,26900.0,Disposable Napkins
212,2019-07-01,74293.0,Disposable Napkins
213,2019-07-02,74293.0,Disposable Napkins
214,2019-07-03,74293.0,Disposable Napkins
215,2019-07-04,74293.0,Disposable Napkins
216,2019-07-05,74293.0,Disposable Napkins
217,2019-07-06,65998.0,Disposable Napkins
218,2019-07-07,65998.0,Disposable Napkins
219,2019-07-08,65998.0,Disposable Napkins
220,2019-07-09,65998.0,Disposable Napkins
221,2019-07-10,64150.0,Disposable Napkins
222,2019-07-11,64150.0,Disposable Napkins
223,2019-07-12,64150.0,Disposable Napkins
224,2019-07-13,64150.0,Disposable Napkins
225,2019-07-14,64150.0,Disposable Napkins
226,2019-07-15,64150.0,Disposable Napkins
227,2019-07-16,64722.0,Disposable Napkins
228,2019-07-17,64722.0,Disposable Napkins
229,2019-07-18,64722.0,Disposable Napkins
230,2019-07-19,64722.0,Disposable Napkins
231,2019-07-20,71601.0,Disposable Napkins
232,2019-07-21,71601.0,Disposable Napkins
233,2019-07-22,71601.0,Disposable Napkins
234,2019-07-23,71601.0,Disposable Napkins
235,2019-07-24,93997.0,Disposable Napkins
236,2019-07-25,93997.0,Disposable Napkins
237,2019-07-26,93997.0,Disposable Napkins
238,2019-07-27,93997.0,Disposable Napkins
239,2019-07-28,93997.0,Disposable Napkins
240,2019-07-29,69286.0,Disposable Napkins
241,2019-07-30,69286.0,Disposable Napkins
242,2019-07-31,69286.0,Disposable Napkins
243,2019-08-01,69286.0,Disposable Napkins
244,2019-08-02,65085.0,Disposable Napkins
245,2019-08-03,65085.0,Disposable Napkins
246,2019-08-04,65085.0,Disposable Napkins
247,2019-08-05,68276.0,Disposable Napkins
248,2019-08-06,30048.0,Disposable Napkins
249,2019-08-07,36428.0,Disposable Napkins
250,2019-08-08,36428.0,Disposable Napkins
251,2019-08-09,36428.0,Disposable Napkins
252,2019-08-10,106813.0,Disposable Napkins
253,2019-08-11,106813.0,Disposable Napkins
254,2019-08-12,106813.0,Disposable Napkins
255,2019-08-13,106813.0,Disposable Napkins
256,2019-08-14,106813.0,Disposable Napkins
257,2019-08-15,106813.0,Disposable Napkins
258,2019-08-16,176883.0,Disposable Napkins
259,2019-08-17,180649.0,Disposable Napkins
260,2019-08-18,47752.0,Disposable Napkins
261,2019-08-19,47752.0,Disposable Napkins
262,2019-08-20,47752.0,Disposable Napkins
263,2019-08-21,47752.0,Disposable Napkins
264,2019-08-22,79509.0,Disposable Napkins
265,2019-08-23,79509.0,Disposable Napkins
266,2019-08-24,79509.0,Disposable Napkins
267,2019-08-25,26811.0,Disposable Napkins
268,2019-08-26,26811.0,Disposable Napkins
269,2019-08-27,26811.0,Disposable Napkins
270,2019-08-28,26811.0,Disposable Napkins
271,2019-08-29,40907.0,Disposable Napkins
272,2019-08-30,40907.0,Disposable Napkins
273,2019-08-31,40907.0,Disposable Napkins
274,2019-09-01,45753.0,Disposable Napkins
275,2019-09-02,45753.0,Disposable Napkins
276,2019-09-03,45753.0,Disposable Napkins
277,2019-09-04,45753.0,Disposable Napkins
278,2019-09-05,45753.0,Disposable Napkins
279,2019-09-06,45753.0,Disposable Napkins
280,2019-09-07,45753.0,Disposable Napkins
281,2019-09-08,35309.0,Disposable Napkins
282,2019-09-09,18710.0,Disposable Napkins
283,2019-09-10,17924.0,Disposable Napkins
284,2019-09-11,15860.0,Disposable Napkins
285,2019-09-12,15860.0,Disposable Napkins
286,2019-09-13,24278.0,Disposable Napkins
287,2019-09-14,26386.0,Disposable Napkins
288,2019-09-15,26386.0,Disposable Napkins
289,2019-09-16,18441.0,Disposable Napkins
290,2019-09-17,20782.0,Disposable Napkins
291,2019-09-18,13549.0,Disposable Napkins
292,2019-09-19,20779.0,Disposable Napkins
293,2019-09-20,20779.0,Disposable Napkins
294,2019-09-21,20779.0,Disposable Napkins
295,2019-09-22,19453.0,Disposable Napkins
296,2019-09-23,26788.0,Disposable Napkins
297,2019-09-24,16431.0,Disposable Napkins
298,2019-09-25,16431.0,Disposable Napkins
299,2019-09-26,18079.0,Disposable Napkins
300,2019-09-27,12735.0,Disposable Napkins
301,2019-09-28,22899.0,Disposable Napkins
302,2019-09-29,20687.0,Disposable Napkins
303,2019-09-30,20687.0,Disposable Napkins
304,2019-10-01,20687.0,Disposable Napkins
305,2019-10-02,20687.0,Disposable Napkins
306,2019-10-03,21194.0,Disposable Napkins
307,2019-10-04,21194.0,Disposable Napkins
308,2019-10-05,21194.0,Disposable Napkins
309,2019-10-06,26911.0,Disposable Napkins
310,2019-10-07,26911.0,Disposable Napkins
311,2019-10-08,26911.0,Disposable Napkins
312,2019-10-09,26911.0,Disposable Napkins
313,2019-10-10,20494.0,Disposable Napkins
314,2019-10-11,20494.0,Disposable Napkins
315,2019-10-12,20494.0,Disposable Napkins
316,2019-10-13,20494.0,Disposable Napkins
317,2019-10-14,14809.0,Disposable Napkins
318,2019-10-15,19999.0,Disposable Napkins
319,2019-10-16,26317.0,Disposable Napkins
320,2019-10-17,22287.0,Disposable Napkins
321,2019-10-18,22287.0,Disposable Napkins
322,2019-10-19,20802.0,Disposable Napkins
323,2019-10-20,20802.0,Disposable Napkins
324,2019-10-21,20802.0,Disposable Napkins
325,2019-10-22,12746.0,Disposable Napkins
326,2019-10-23,12746.0,Disposable Napkins
327,2019-10-24,21173.0,Disposable Napkins
328,2019-10-25,19179.0,Disposable Napkins
329,2019-10-26,19179.0,Disposable Napkins
330,2019-10-27,18761.0,Disposable Napkins
331,2019-10-28,18761.0,Disposable Napkins
332,2019-10-29,18761.0,Disposable Napkins
333,2019-10-30,15583.0,Disposable Napkins
334,2019-10-31,10951.0,Disposable Napkins
335,2019-11-01,10951.0,Disposable Napkins
336,2019-11-02,10951.0,Disposable Napkins
337,2019-11-03,20658.0,Disposable Napkins
338,2019-11-04,20658.0,Disposable Napkins
339,2019-11-05,10640.0,Disposable Napkins
340,2019-11-06,10640.0,Disposable Napkins
341,2019-11-07,14619.0,Disposable Napkins
342,2019-11-08,14619.0,Disposable Napkins
343,2019-11-09,14619.0,Disposable Napkins
344,2019-11-10,14619.0,Disposable Napkins
345,2019-11-11,19116.0,Disposable Napkins
346,2019-11-12,19116.0,Disposable Napkins
347,2019-11-13,19116.0,Disposable Napkins
348,2019-11-14,27938.0,Disposable Napkins
349,2019-11-15,27938.0,Disposable Napkins
350,2019-11-16,27938.0,Disposable Napkins
351,2019-11-17,27938.0,Disposable Napkins
352,2019-11-18,17068.0,Disposable Napkins
353,2019-11-19,17068.0,Disposable Napkins
354,2019-11-20,17775.0,Disposable Napkins
355,2019-11-21,25974.0,Disposable Napkins
356,2019-11-22,25974.0,Disposable Napkins
357,2019-11-23,25974.0,Disposable Napkins
358,2019-11-24,25974.0,Disposable Napkins
359,2019-11-25,17544.0,Disposable Napkins
360,2019-11-26,19880.0,Disposable Napkins
361,2019-11-27,32054.0,Disposable Napkins
362,2019-11-28,32054.0,Disposable Napkins
363,2019-11-29,35528.0,Disposable Napkins
364,2019-11-30,35528.0,Disposable Napkins
365,2019-12-01,35528.0,Disposable Napkins
366,2019-12-02,32653.0,Disposable Napkins
367,2019-12-03,58771.0,Disposable Napkins
368,2019-12-04,58771.0,Disposable Napkins
369,2019-12-05,58771.0,Disposable Napkins
370,2019-12-06,58771.0,Disposable Napkins
371,2019-12-07,58771.0,Disposable Napkins
372,2019-12-08,58771.0,Disposable Napkins
373,2019-12-09,58771.0,Disposable Napkins
374,2019-12-10,58771.0,Disposable Napkins
375,2019-12-11,34073.0,Disposable Napkins
376,2019-12-12,34073.0,Disposable Napkins
377,2019-12-13,34073.0,Disposable Napkins
378,2019-12-14,34073.0,Disposable Napkins
379,2019-12-15,34073.0,Disposable Napkins
380,2019-12-16,45916.0,Disposable Napkins
381,2019-12-17,47515.0,Disposable Napkins
382,2019-12-18,47515.0,Disposable Napkins
383,2019-12-19,49470.0,Disposable Napkins
384,2019-12-20,49470.0,Disposable Napkins
385,2019-12-21,49470.0,Disposable Napkins
386,2019-12-22,44135.0,Disposable Napkins
387,2019-12-23,44135.0,Disposable Napkins
388,2019-12-24,44135.0,Disposable Napkins
389,2019-12-25,44135.0,Disposable Napkins
390,2019-12-26,44135.0,Disposable Napkins
391,2019-12-27,44135.0,Disposable Napkins
392,2019-12-28,44135.0,Disposable Napkins
393,2019-12-29,44135.0,Disposable Napkins
394,2019-12-30,44135.0,Disposable Napkins
395,2019-12-31,44135.0,Disposable Napkins
396,2020-01-01,44135.0,Disposable Napkins
397,2020-01-02,44135.0,Disposable Napkins
398,2020-01-03,50062.0,Disposable Napkins
399,2020-01-04,50062.0,Disposable Napkins
400,2020-01-05,50062.0,Disposable Napkins
401,2020-01-06,50062.0,Disposable Napkins
402,2020-01-07,50062.0,Disposable Napkins
403,2020-01-08,25091.0,Disposable Napkins
404,2020-01-09,25419.0,Disposable Napkins
405,2020-01-10,25419.0,Disposable Napkins
406,2020-01-11,25419.0,Disposable Napkins
407,2020-01-12,25419.0,Disposable Napkins
408,2020-01-13,25419.0,Disposable Napkins
409,2020-01-14,24231.0,Disposable Napkins
410,2020-01-15,24231.0,Disposable Napkins
411,2020-01-16,24231.0,Disposable Napkins
412,2020-01-17,24231.0,Disposable Napkins
413,2020-01-18,24231.0,Disposable Napkins
414,2020-01-19,24231.0,Disposable Napkins
415,2020-01-20,24231.0,Disposable Napkins
416,2020-01-21,24231.0,Disposable Napkins
417,2020-01-22,24231.0,Disposable Napkins
418,2020-01-23,24231.0,Disposable Napkins
419,2020-01-24,24231.0,Disposable Napkins
420,2020-01-25,33551.0,Disposable Napkins
421,2020-01-26,33551.0,Disposable Napkins
422,2020-01-27,33551.0,Disposable Napkins
423,2020-01-28,33551.0,Disposable Napkins
424,2020-01-29,19276.0,Disposable Napkins
425,2020-01-30,19276.0,Disposable Napkins
426,2020-01-31,29496.0,Disposable Napkins
427,2020-02-01,27457.0,Disposable Napkins
428,2020-02-02,27457.0,Disposable Napkins
429,2020-02-03,27457.0,Disposable Napkins
430,2020-02-04,17518.0,Disposable Napkins
431,2020-02-05,17518.0,Disposable Napkins
432,2020-02-06,17518.0,Disposable Napkins
433,2020-02-07,28796.0,Disposable Napkins
434,2020-02-08,28796.0,Disposable Napkins
435,2020-02-09,28796.0,Disposable Napkins
436,2020-02-10,28796.0,Disposable Napkins
437,2020-02-11,28796.0,Disposable Napkins
438,2020-02-12,28796.0,Disposable Napkins
439,2020-02-13,28796.0,Disposable Napkins
440,2020-02-14,28796.0,Disposable Napkins
441,2020-02-15,28796.0,Disposable Napkins
442,2020-02-16,28796.0,Disposable Napkins
443,2020-02-17,28796.0,Disposable Napkins
444,2020-02-18,30998.0,Disposable Napkins
445,2020-02-19,30998.0,Disposable Napkins
446,2020-02-20,30998.0,Disposable Napkins
447,2020-02-21,30998.0,Disposable Napkins
448,2020-02-22,30998.0,Disposable Napkins
449,2020-02-23,16471.0,Disposable Napkins
450,2020-02-24,16471.0,Disposable Napkins
451,2020-02-25,16471.0,Disposable Napkins
452,2020-02-26,16471.0,Disposable Napkins
453,2020-02-27,16471.0,Disposable Napkins
454,2020-02-28,19948.0,Disposable Napkins
455,2020-02-29,24922.0,Disposable Napkins
456,2020-03-01,24922.0,Disposable Napkins
457,2020-03-02,24922.0,Disposable Napkins
458,2020-03-03,24922.0,Disposable Napkins
459,2020-03-04,24922.0,Disposable Napkins
460,2020-03-05,19783.0,Disposable Napkins
461,2020-03-06,19783.0,Disposable Napkins
462,2020-03-07,19783.0,Disposable Napkins
463,2020-03-08,19783.0,Disposable Napkins
464,2020-03-09,19783.0,Disposable Napkins
465,2020-03-10,19783.0,Disposable Napkins
466,2020-03-11,19783.0,Disposable Napkins
467,2020-03-12,19783.0,Disposable Napkins
468,2020-03-13,19783.0,Disposable Napkins
469,2020-03-14,19783.0,Disposable Napkins
470,2020-03-15,19783.0,Disposable Napkins
471,2020-03-16,19783.0,Disposable Napkins
472,2020-03-17,19783.0,Disposable Napkins
473,2020-03-18,-1.0,Disposable Napkins
