,date,value,name_B084KVWXF9
377,2021-02-21,8127.0,Garment Covers
378,2021-02-22,10254.0,Garment Covers
379,2021-02-23,8273.0,Garment Covers
380,2021-02-24,8273.0,Garment Covers
381,2021-02-25,10144.0,Garment Covers
382,2021-02-26,10144.0,Garment Covers
383,2021-02-27,10356.0,Garment Covers
384,2021-02-28,10356.0,Garment Covers
385,2021-03-01,10356.0,Garment Covers
386,2021-03-02,8234.0,Garment Covers
387,2021-03-03,8234.0,Garment Covers
388,2021-03-04,8234.0,Garment Covers
389,2021-03-05,11314.0,Garment Covers
390,2021-03-06,11314.0,Garment Covers
391,2021-03-07,11314.0,Garment Covers
392,2021-03-08,8878.0,Garment Covers
393,2021-03-09,8878.0,Garment Covers
394,2021-03-10,8878.0,Garment Covers
395,2021-03-11,10496.0,Garment Covers
396,2021-03-12,14912.0,Garment Covers
397,2021-03-13,14912.0,Garment Covers
398,2021-03-14,14912.0,Garment Covers
399,2021-03-15,15658.0,Garment Covers
400,2021-03-16,12118.0,Garment Covers
401,2021-03-17,12118.0,Garment Covers
402,2021-03-18,19083.0,Garment Covers
403,2021-03-19,19083.0,Garment Covers
404,2021-03-20,19083.0,Garment Covers
405,2021-03-21,19083.0,Garment Covers
406,2021-03-22,15956.0,Garment Covers
407,2021-03-23,20516.0,Garment Covers
408,2021-03-24,20516.0,Garment Covers
409,2021-03-25,20516.0,Garment Covers
410,2021-03-26,20516.0,Garment Covers
411,2021-03-27,20516.0,Garment Covers
412,2021-03-28,20516.0,Garment Covers
413,2021-03-29,20516.0,Garment Covers
414,2021-03-30,33408.0,Garment Covers
415,2021-03-31,24762.0,Garment Covers
416,2021-04-01,34237.0,Garment Covers
417,2021-04-02,34237.0,Garment Covers
418,2021-04-03,24351.0,Garment Covers
419,2021-04-04,23909.0,Garment Covers
420,2021-04-05,23909.0,Garment Covers
421,2021-04-06,23909.0,Garment Covers
422,2021-04-07,19200.0,Garment Covers
423,2021-04-08,22587.0,Garment Covers
424,2021-04-09,24316.0,Garment Covers
425,2021-04-10,19376.0,Garment Covers
426,2021-04-11,19376.0,Garment Covers
427,2021-04-12,19376.0,Garment Covers
428,2021-04-13,17072.0,Garment Covers
429,2021-04-14,17416.0,Garment Covers
430,2021-04-15,17416.0,Garment Covers
431,2021-04-16,17416.0,Garment Covers
432,2021-04-17,17416.0,Garment Covers
433,2021-04-18,17416.0,Garment Covers
434,2021-04-19,14119.0,Garment Covers
435,2021-04-20,14119.0,Garment Covers
436,2021-04-21,14119.0,Garment Covers
437,2021-04-22,15371.0,Garment Covers
438,2021-04-23,15371.0,Garment Covers
439,2021-04-24,15371.0,Garment Covers
440,2021-04-25,15371.0,Garment Covers
441,2021-04-26,15371.0,Garment Covers
442,2021-04-27,13714.0,Garment Covers
443,2021-04-28,13714.0,Garment Covers
444,2021-04-29,14778.0,Garment Covers
445,2021-04-30,17666.0,Garment Covers
446,2021-05-01,14015.0,Garment Covers
447,2021-05-02,14015.0,Garment Covers
448,2021-05-03,14015.0,Garment Covers
449,2021-05-04,14015.0,Garment Covers
450,2021-05-05,17017.0,Garment Covers
451,2021-05-06,17017.0,Garment Covers
452,2021-05-07,15921.0,Garment Covers
453,2021-05-08,15102.0,Garment Covers
454,2021-05-09,13427.0,Garment Covers
455,2021-05-10,14677.0,Garment Covers
456,2021-05-11,14677.0,Garment Covers
457,2021-05-12,14677.0,Garment Covers
458,2021-05-13,10964.0,Garment Covers
459,2021-05-14,11064.0,Garment Covers
460,2021-05-15,11064.0,Garment Covers
461,2021-05-16,11064.0,Garment Covers
462,2021-05-17,12755.0,Garment Covers
463,2021-05-18,12755.0,Garment Covers
464,2021-05-19,12755.0,Garment Covers
465,2021-05-20,11527.0,Garment Covers
466,2021-05-21,13107.0,Garment Covers
467,2021-05-22,13107.0,Garment Covers
468,2021-05-23,16677.0,Garment Covers
469,2021-05-24,20117.0,Garment Covers
470,2021-05-25,20117.0,Garment Covers
471,2021-05-26,13585.0,Garment Covers
472,2021-05-27,14013.0,Garment Covers
473,2021-05-28,12751.0,Garment Covers
474,2021-05-29,12751.0,Garment Covers
475,2021-05-30,11172.0,Garment Covers
476,2021-05-31,11172.0,Garment Covers
477,2021-06-01,13366.0,Garment Covers
478,2021-06-02,13366.0,Garment Covers
479,2021-06-03,7495.0,Garment Covers
480,2021-06-04,7495.0,Garment Covers
481,2021-06-05,9798.0,Garment Covers
482,2021-06-06,9798.0,Garment Covers
483,2021-06-07,11051.0,Garment Covers
484,2021-06-08,11051.0,Garment Covers
485,2021-06-09,11051.0,Garment Covers
486,2021-06-10,8330.0,Garment Covers
487,2021-06-11,8330.0,Garment Covers
488,2021-06-12,11765.0,Garment Covers
489,2021-06-13,11765.0,Garment Covers
490,2021-06-14,11765.0,Garment Covers
491,2021-06-15,13158.0,Garment Covers
492,2021-06-16,13158.0,Garment Covers
493,2021-06-17,10324.0,Garment Covers
494,2021-06-18,15827.0,Garment Covers
495,2021-06-19,15827.0,Garment Covers
496,2021-06-20,19255.0,Garment Covers
497,2021-06-21,30459.0,Garment Covers
498,2021-06-22,30459.0,Garment Covers
499,2021-06-23,33198.0,Garment Covers
500,2021-06-24,33198.0,Garment Covers
501,2021-06-25,33198.0,Garment Covers
502,2021-06-26,32379.0,Garment Covers
503,2021-06-27,32379.0,Garment Covers
504,2021-06-28,32379.0,Garment Covers
505,2021-06-29,52523.0,Garment Covers
506,2021-06-30,42548.0,Garment Covers
507,2021-07-01,42548.0,Garment Covers
508,2021-07-02,64383.0,Garment Covers
509,2021-07-03,64383.0,Garment Covers
510,2021-07-04,64383.0,Garment Covers
511,2021-07-05,64383.0,Garment Covers
512,2021-07-06,64383.0,Garment Covers
513,2021-07-07,64383.0,Garment Covers
514,2021-07-08,76776.0,Garment Covers
515,2021-07-09,88067.0,Garment Covers
516,2021-07-10,75849.0,Garment Covers
517,2021-07-11,66771.0,Garment Covers
