,date,value,name_B086JZM9TS
37,2020-11-23,1792.0,Craft & Sewing Supplies Storage
38,2020-11-24,1462.0,Craft & Sewing Supplies Storage
39,2020-11-25,1462.0,Craft & Sewing Supplies Storage
40,2020-11-26,1462.0,Craft & Sewing Supplies Storage
41,2020-11-27,2128.0,Craft & Sewing Supplies Storage
42,2020-11-28,2128.0,Craft & Sewing Supplies Storage
43,2020-11-29,2004.0,Craft & Sewing Supplies Storage
44,2020-11-30,1859.0,Craft & Sewing Supplies Storage
45,2020-12-01,1859.0,Craft & Sewing Supplies Storage
46,2020-12-02,1859.0,Craft & Sewing Supplies Storage
47,2020-12-03,1859.0,Craft & Sewing Supplies Storage
48,2020-12-04,1368.0,Craft & Sewing Supplies Storage
49,2020-12-05,1529.0,Craft & Sewing Supplies Storage
50,2020-12-06,1529.0,Craft & Sewing Supplies Storage
51,2020-12-07,1529.0,Craft & Sewing Supplies Storage
52,2020-12-08,1542.0,Craft & Sewing Supplies Storage
53,2020-12-09,1542.0,Craft & Sewing Supplies Storage
54,2020-12-10,1542.0,Craft & Sewing Supplies Storage
55,2020-12-11,1542.0,Craft & Sewing Supplies Storage
56,2020-12-12,1639.0,Craft & Sewing Supplies Storage
57,2020-12-13,1856.0,Craft & Sewing Supplies Storage
58,2020-12-14,1856.0,Craft & Sewing Supplies Storage
59,2020-12-15,2254.0,Craft & Sewing Supplies Storage
60,2020-12-16,2081.0,Craft & Sewing Supplies Storage
61,2020-12-17,2108.0,Craft & Sewing Supplies Storage
62,2020-12-18,2467.0,Craft & Sewing Supplies Storage
63,2020-12-19,2467.0,Craft & Sewing Supplies Storage
64,2020-12-20,2467.0,Craft & Sewing Supplies Storage
65,2020-12-21,2064.0,Craft & Sewing Supplies Storage
66,2020-12-22,2274.0,Craft & Sewing Supplies Storage
67,2020-12-23,2274.0,Craft & Sewing Supplies Storage
68,2020-12-24,1982.0,Craft & Sewing Supplies Storage
69,2020-12-25,1982.0,Craft & Sewing Supplies Storage
70,2020-12-26,1982.0,Craft & Sewing Supplies Storage
71,2020-12-27,1982.0,Craft & Sewing Supplies Storage
72,2020-12-28,2153.0,Craft & Sewing Supplies Storage
73,2020-12-29,2153.0,Craft & Sewing Supplies Storage
74,2020-12-30,1234.0,Craft & Sewing Supplies Storage
75,2020-12-31,1199.0,Craft & Sewing Supplies Storage
76,2021-01-01,1199.0,Craft & Sewing Supplies Storage
77,2021-01-02,1080.0,Craft & Sewing Supplies Storage
78,2021-01-03,1080.0,Craft & Sewing Supplies Storage
79,2021-01-04,1172.0,Craft & Sewing Supplies Storage
80,2021-01-05,1119.0,Craft & Sewing Supplies Storage
81,2021-01-06,1055.0,Craft & Sewing Supplies Storage
82,2021-01-07,858.0,Craft & Sewing Supplies Storage
83,2021-01-08,794.0,Craft & Sewing Supplies Storage
84,2021-01-09,725.0,Craft & Sewing Supplies Storage
85,2021-01-10,725.0,Craft & Sewing Supplies Storage
86,2021-01-11,725.0,Craft & Sewing Supplies Storage
87,2021-01-12,934.0,Craft & Sewing Supplies Storage
88,2021-01-13,787.0,Craft & Sewing Supplies Storage
89,2021-01-14,787.0,Craft & Sewing Supplies Storage
90,2021-01-15,844.0,Craft & Sewing Supplies Storage
91,2021-01-16,844.0,Craft & Sewing Supplies Storage
92,2021-01-17,844.0,Craft & Sewing Supplies Storage
93,2021-01-18,1212.0,Craft & Sewing Supplies Storage
94,2021-01-19,1129.0,Craft & Sewing Supplies Storage
95,2021-01-20,1354.0,Craft & Sewing Supplies Storage
96,2021-01-21,1354.0,Craft & Sewing Supplies Storage
97,2021-01-22,1030.0,Craft & Sewing Supplies Storage
98,2021-01-23,1030.0,Craft & Sewing Supplies Storage
99,2021-01-24,1030.0,Craft & Sewing Supplies Storage
100,2021-01-25,1244.0,Craft & Sewing Supplies Storage
101,2021-01-26,1244.0,Craft & Sewing Supplies Storage
102,2021-01-27,1244.0,Craft & Sewing Supplies Storage
103,2021-01-28,940.0,Craft & Sewing Supplies Storage
104,2021-01-29,1054.0,Craft & Sewing Supplies Storage
105,2021-01-30,1054.0,Craft & Sewing Supplies Storage
106,2021-01-31,1054.0,Craft & Sewing Supplies Storage
107,2021-02-01,1660.0,Craft & Sewing Supplies Storage
108,2021-02-02,1660.0,Craft & Sewing Supplies Storage
109,2021-02-03,1660.0,Craft & Sewing Supplies Storage
110,2021-02-04,1301.0,Craft & Sewing Supplies Storage
111,2021-02-05,1301.0,Craft & Sewing Supplies Storage
112,2021-02-06,1532.0,Craft & Sewing Supplies Storage
113,2021-02-07,1532.0,Craft & Sewing Supplies Storage
114,2021-02-08,1532.0,Craft & Sewing Supplies Storage
115,2021-02-09,1490.0,Craft & Sewing Supplies Storage
116,2021-02-10,1490.0,Craft & Sewing Supplies Storage
117,2021-02-11,1490.0,Craft & Sewing Supplies Storage
118,2021-02-12,1322.0,Craft & Sewing Supplies Storage
119,2021-02-13,1322.0,Craft & Sewing Supplies Storage
120,2021-02-14,1607.0,Craft & Sewing Supplies Storage
121,2021-02-15,1427.0,Craft & Sewing Supplies Storage
122,2021-02-16,1301.0,Craft & Sewing Supplies Storage
123,2021-02-17,1301.0,Craft & Sewing Supplies Storage
124,2021-02-18,1301.0,Craft & Sewing Supplies Storage
125,2021-02-19,1119.0,Craft & Sewing Supplies Storage
126,2021-02-20,1119.0,Craft & Sewing Supplies Storage
127,2021-02-21,1119.0,Craft & Sewing Supplies Storage
128,2021-02-22,1175.0,Craft & Sewing Supplies Storage
129,2021-02-23,1175.0,Craft & Sewing Supplies Storage
130,2021-02-24,903.0,Craft & Sewing Supplies Storage
131,2021-02-25,903.0,Craft & Sewing Supplies Storage
132,2021-02-26,903.0,Craft & Sewing Supplies Storage
133,2021-02-27,1138.0,Craft & Sewing Supplies Storage
134,2021-02-28,1138.0,Craft & Sewing Supplies Storage
135,2021-03-01,1682.0,Craft & Sewing Supplies Storage
136,2021-03-02,1682.0,Craft & Sewing Supplies Storage
137,2021-03-03,1682.0,Craft & Sewing Supplies Storage
138,2021-03-04,1230.0,Craft & Sewing Supplies Storage
139,2021-03-05,1230.0,Craft & Sewing Supplies Storage
140,2021-03-06,1247.0,Craft & Sewing Supplies Storage
141,2021-03-07,1247.0,Craft & Sewing Supplies Storage
142,2021-03-08,1247.0,Craft & Sewing Supplies Storage
143,2021-03-09,1406.0,Craft & Sewing Supplies Storage
144,2021-03-10,1515.0,Craft & Sewing Supplies Storage
145,2021-03-11,1515.0,Craft & Sewing Supplies Storage
146,2021-03-12,1515.0,Craft & Sewing Supplies Storage
147,2021-03-13,987.0,Craft & Sewing Supplies Storage
148,2021-03-14,1586.0,Craft & Sewing Supplies Storage
149,2021-03-15,1631.0,Craft & Sewing Supplies Storage
150,2021-03-16,1631.0,Craft & Sewing Supplies Storage
151,2021-03-17,1631.0,Craft & Sewing Supplies Storage
152,2021-03-18,1023.0,Craft & Sewing Supplies Storage
153,2021-03-19,1244.0,Craft & Sewing Supplies Storage
154,2021-03-20,1152.0,Craft & Sewing Supplies Storage
155,2021-03-21,1364.0,Craft & Sewing Supplies Storage
156,2021-03-22,1417.0,Craft & Sewing Supplies Storage
157,2021-03-23,1529.0,Craft & Sewing Supplies Storage
158,2021-03-24,1529.0,Craft & Sewing Supplies Storage
159,2021-03-25,1313.0,Craft & Sewing Supplies Storage
160,2021-03-26,1313.0,Craft & Sewing Supplies Storage
161,2021-03-27,1212.0,Craft & Sewing Supplies Storage
162,2021-03-28,1212.0,Craft & Sewing Supplies Storage
163,2021-03-29,1322.0,Craft & Sewing Supplies Storage
164,2021-03-30,1322.0,Craft & Sewing Supplies Storage
165,2021-03-31,1998.0,Craft & Sewing Supplies Storage
166,2021-04-01,1998.0,Craft & Sewing Supplies Storage
167,2021-04-02,1998.0,Craft & Sewing Supplies Storage
168,2021-04-03,1366.0,Craft & Sewing Supplies Storage
169,2021-04-04,1594.0,Craft & Sewing Supplies Storage
170,2021-04-05,1594.0,Craft & Sewing Supplies Storage
171,2021-04-06,1594.0,Craft & Sewing Supplies Storage
172,2021-04-07,1293.0,Craft & Sewing Supplies Storage
173,2021-04-08,1293.0,Craft & Sewing Supplies Storage
174,2021-04-09,1618.0,Craft & Sewing Supplies Storage
175,2021-04-10,1618.0,Craft & Sewing Supplies Storage
176,2021-04-11,1318.0,Craft & Sewing Supplies Storage
177,2021-04-12,1318.0,Craft & Sewing Supplies Storage
178,2021-04-13,1177.0,Craft & Sewing Supplies Storage
179,2021-04-14,1177.0,Craft & Sewing Supplies Storage
180,2021-04-15,1168.0,Craft & Sewing Supplies Storage
181,2021-04-16,1052.0,Craft & Sewing Supplies Storage
182,2021-04-17,1052.0,Craft & Sewing Supplies Storage
183,2021-04-18,1408.0,Craft & Sewing Supplies Storage
184,2021-04-19,1408.0,Craft & Sewing Supplies Storage
185,2021-04-20,1323.0,Craft & Sewing Supplies Storage
186,2021-04-21,1323.0,Craft & Sewing Supplies Storage
187,2021-04-22,1297.0,Craft & Sewing Supplies Storage
188,2021-04-23,1277.0,Craft & Sewing Supplies Storage
189,2021-04-24,1277.0,Craft & Sewing Supplies Storage
190,2021-04-25,1725.0,Craft & Sewing Supplies Storage
191,2021-04-26,1725.0,Craft & Sewing Supplies Storage
192,2021-04-27,1725.0,Craft & Sewing Supplies Storage
193,2021-04-28,1859.0,Craft & Sewing Supplies Storage
194,2021-04-29,1859.0,Craft & Sewing Supplies Storage
195,2021-04-30,1666.0,Craft & Sewing Supplies Storage
196,2021-05-01,1666.0,Craft & Sewing Supplies Storage
197,2021-05-02,1469.0,Craft & Sewing Supplies Storage
198,2021-05-03,1469.0,Craft & Sewing Supplies Storage
199,2021-05-04,1726.0,Craft & Sewing Supplies Storage
200,2021-05-05,1652.0,Craft & Sewing Supplies Storage
201,2021-05-06,1829.0,Craft & Sewing Supplies Storage
202,2021-05-07,1829.0,Craft & Sewing Supplies Storage
203,2021-05-08,2217.0,Craft & Sewing Supplies Storage
204,2021-05-09,2217.0,Craft & Sewing Supplies Storage
205,2021-05-10,1568.0,Craft & Sewing Supplies Storage
206,2021-05-11,1851.0,Craft & Sewing Supplies Storage
207,2021-05-12,2049.0,Craft & Sewing Supplies Storage
208,2021-05-13,1513.0,Craft & Sewing Supplies Storage
209,2021-05-14,1513.0,Craft & Sewing Supplies Storage
210,2021-05-15,1245.0,Craft & Sewing Supplies Storage
211,2021-05-16,1245.0,Craft & Sewing Supplies Storage
212,2021-05-17,1972.0,Craft & Sewing Supplies Storage
213,2021-05-18,1972.0,Craft & Sewing Supplies Storage
214,2021-05-19,1972.0,Craft & Sewing Supplies Storage
215,2021-05-20,2370.0,Craft & Sewing Supplies Storage
216,2021-05-21,2452.0,Craft & Sewing Supplies Storage
217,2021-05-22,2452.0,Craft & Sewing Supplies Storage
218,2021-05-23,2447.0,Craft & Sewing Supplies Storage
219,2021-05-24,2231.0,Craft & Sewing Supplies Storage
220,2021-05-25,2231.0,Craft & Sewing Supplies Storage
221,2021-05-26,1627.0,Craft & Sewing Supplies Storage
222,2021-05-27,1627.0,Craft & Sewing Supplies Storage
223,2021-05-28,2560.0,Craft & Sewing Supplies Storage
224,2021-05-29,2899.0,Craft & Sewing Supplies Storage
225,2021-05-30,2899.0,Craft & Sewing Supplies Storage
226,2021-05-31,2592.0,Craft & Sewing Supplies Storage
227,2021-06-01,2592.0,Craft & Sewing Supplies Storage
228,2021-06-02,2592.0,Craft & Sewing Supplies Storage
229,2021-06-03,2985.0,Craft & Sewing Supplies Storage
230,2021-06-04,2985.0,Craft & Sewing Supplies Storage
231,2021-06-05,2985.0,Craft & Sewing Supplies Storage
232,2021-06-06,2242.0,Craft & Sewing Supplies Storage
233,2021-06-07,2242.0,Craft & Sewing Supplies Storage
234,2021-06-08,2242.0,Craft & Sewing Supplies Storage
235,2021-06-09,2614.0,Craft & Sewing Supplies Storage
236,2021-06-10,2614.0,Craft & Sewing Supplies Storage
237,2021-06-11,1928.0,Craft & Sewing Supplies Storage
238,2021-06-12,1928.0,Craft & Sewing Supplies Storage
239,2021-06-13,1928.0,Craft & Sewing Supplies Storage
240,2021-06-14,2865.0,Craft & Sewing Supplies Storage
241,2021-06-15,2865.0,Craft & Sewing Supplies Storage
242,2021-06-16,2443.0,Craft & Sewing Supplies Storage
243,2021-06-17,2443.0,Craft & Sewing Supplies Storage
244,2021-06-18,2443.0,Craft & Sewing Supplies Storage
245,2021-06-19,2659.0,Craft & Sewing Supplies Storage
246,2021-06-20,2659.0,Craft & Sewing Supplies Storage
247,2021-06-21,4290.0,Craft & Sewing Supplies Storage
248,2021-06-22,4290.0,Craft & Sewing Supplies Storage
249,2021-06-23,4025.0,Craft & Sewing Supplies Storage
250,2021-06-24,4025.0,Craft & Sewing Supplies Storage
251,2021-06-25,2419.0,Craft & Sewing Supplies Storage
252,2021-06-26,2419.0,Craft & Sewing Supplies Storage
253,2021-06-27,2419.0,Craft & Sewing Supplies Storage
254,2021-06-28,3713.0,Craft & Sewing Supplies Storage
255,2021-06-29,3713.0,Craft & Sewing Supplies Storage
256,2021-06-30,3713.0,Craft & Sewing Supplies Storage
257,2021-07-01,3405.0,Craft & Sewing Supplies Storage
258,2021-07-02,3405.0,Craft & Sewing Supplies Storage
259,2021-07-03,3033.0,Craft & Sewing Supplies Storage
260,2021-07-04,3033.0,Craft & Sewing Supplies Storage
261,2021-07-05,3967.0,Craft & Sewing Supplies Storage
262,2021-07-06,3967.0,Craft & Sewing Supplies Storage
263,2021-07-07,3967.0,Craft & Sewing Supplies Storage
264,2021-07-08,3966.0,Craft & Sewing Supplies Storage
265,2021-07-09,3287.0,Craft & Sewing Supplies Storage
266,2021-07-10,4401.0,Craft & Sewing Supplies Storage
267,2021-07-11,3772.0,Craft & Sewing Supplies Storage
