,date,value,name_B0791DCM8F
77,2020-08-11,456.0,Canvas Boards & Panels
78,2020-08-12,456.0,Canvas Boards & Panels
79,2020-08-13,298.0,Canvas Boards & Panels
80,2020-08-14,298.0,Canvas Boards & Panels
81,2020-08-15,434.0,Canvas Boards & Panels
82,2020-08-16,434.0,Canvas Boards & Panels
83,2020-08-17,434.0,Canvas Boards & Panels
84,2020-08-18,485.0,Canvas Boards & Panels
85,2020-08-19,485.0,Canvas Boards & Panels
86,2020-08-20,485.0,Canvas Boards & Panels
87,2020-08-21,522.0,Canvas Boards & Panels
88,2020-08-22,522.0,Canvas Boards & Panels
89,2020-08-23,494.0,Canvas Boards & Panels
90,2020-08-24,494.0,Canvas Boards & Panels
91,2020-08-25,494.0,Canvas Boards & Panels
92,2020-08-26,577.0,Canvas Boards & Panels
93,2020-08-27,577.0,Canvas Boards & Panels
94,2020-08-28,577.0,Canvas Boards & Panels
95,2020-08-29,604.0,Canvas Boards & Panels
96,2020-08-30,604.0,Canvas Boards & Panels
97,2020-08-31,604.0,Canvas Boards & Panels
98,2020-09-01,512.0,Canvas Boards & Panels
99,2020-09-02,512.0,Canvas Boards & Panels
100,2020-09-03,512.0,Canvas Boards & Panels
101,2020-09-04,512.0,Canvas Boards & Panels
102,2020-09-05,512.0,Canvas Boards & Panels
103,2020-09-06,645.0,Canvas Boards & Panels
104,2020-09-07,645.0,Canvas Boards & Panels
105,2020-09-08,695.0,Canvas Boards & Panels
106,2020-09-09,695.0,Canvas Boards & Panels
107,2020-09-10,695.0,Canvas Boards & Panels
108,2020-09-11,449.0,Canvas Boards & Panels
109,2020-09-12,449.0,Canvas Boards & Panels
110,2020-09-13,449.0,Canvas Boards & Panels
111,2020-09-14,462.0,Canvas Boards & Panels
112,2020-09-15,462.0,Canvas Boards & Panels
113,2020-09-16,462.0,Canvas Boards & Panels
114,2020-09-17,473.0,Canvas Boards & Panels
115,2020-09-18,473.0,Canvas Boards & Panels
116,2020-09-19,473.0,Canvas Boards & Panels
117,2020-09-20,367.0,Canvas Boards & Panels
118,2020-09-21,396.0,Canvas Boards & Panels
119,2020-09-22,396.0,Canvas Boards & Panels
120,2020-09-23,435.0,Canvas Boards & Panels
121,2020-09-24,435.0,Canvas Boards & Panels
122,2020-09-25,435.0,Canvas Boards & Panels
123,2020-09-26,481.0,Canvas Boards & Panels
124,2020-09-27,544.0,Canvas Boards & Panels
125,2020-09-28,489.0,Canvas Boards & Panels
126,2020-09-29,489.0,Canvas Boards & Panels
127,2020-09-30,793.0,Canvas Boards & Panels
128,2020-10-01,793.0,Canvas Boards & Panels
129,2020-10-02,643.0,Canvas Boards & Panels
130,2020-10-03,643.0,Canvas Boards & Panels
131,2020-10-04,643.0,Canvas Boards & Panels
132,2020-10-05,945.0,Canvas Boards & Panels
133,2020-10-06,945.0,Canvas Boards & Panels
134,2020-10-07,945.0,Canvas Boards & Panels
135,2020-10-08,802.0,Canvas Boards & Panels
136,2020-10-09,802.0,Canvas Boards & Panels
137,2020-10-10,776.0,Canvas Boards & Panels
138,2020-10-11,776.0,Canvas Boards & Panels
139,2020-10-12,776.0,Canvas Boards & Panels
140,2020-10-13,835.0,Canvas Boards & Panels
141,2020-10-14,835.0,Canvas Boards & Panels
142,2020-10-15,835.0,Canvas Boards & Panels
143,2020-10-16,835.0,Canvas Boards & Panels
144,2020-10-17,828.0,Canvas Boards & Panels
145,2020-10-18,828.0,Canvas Boards & Panels
146,2020-10-19,1077.0,Canvas Boards & Panels
147,2020-10-20,1077.0,Canvas Boards & Panels
148,2020-10-21,1077.0,Canvas Boards & Panels
149,2020-10-22,1031.0,Canvas Boards & Panels
150,2020-10-23,1031.0,Canvas Boards & Panels
151,2020-10-24,1031.0,Canvas Boards & Panels
152,2020-10-25,1016.0,Canvas Boards & Panels
153,2020-10-26,1016.0,Canvas Boards & Panels
154,2020-10-27,1165.0,Canvas Boards & Panels
155,2020-10-28,1165.0,Canvas Boards & Panels
156,2020-10-29,1165.0,Canvas Boards & Panels
157,2020-10-30,906.0,Canvas Boards & Panels
158,2020-10-31,906.0,Canvas Boards & Panels
159,2020-11-01,906.0,Canvas Boards & Panels
160,2020-11-02,1178.0,Canvas Boards & Panels
161,2020-11-03,1178.0,Canvas Boards & Panels
162,2020-11-04,1178.0,Canvas Boards & Panels
163,2020-11-05,622.0,Canvas Boards & Panels
164,2020-11-06,622.0,Canvas Boards & Panels
165,2020-11-07,652.0,Canvas Boards & Panels
166,2020-11-08,652.0,Canvas Boards & Panels
167,2020-11-09,652.0,Canvas Boards & Panels
168,2020-11-10,601.0,Canvas Boards & Panels
169,2020-11-11,601.0,Canvas Boards & Panels
170,2020-11-12,601.0,Canvas Boards & Panels
171,2020-11-13,757.0,Canvas Boards & Panels
172,2020-11-14,672.0,Canvas Boards & Panels
173,2020-11-15,672.0,Canvas Boards & Panels
174,2020-11-16,672.0,Canvas Boards & Panels
175,2020-11-17,846.0,Canvas Boards & Panels
176,2020-11-18,846.0,Canvas Boards & Panels
177,2020-11-19,846.0,Canvas Boards & Panels
178,2020-11-20,908.0,Canvas Boards & Panels
179,2020-11-21,908.0,Canvas Boards & Panels
180,2020-11-22,908.0,Canvas Boards & Panels
181,2020-11-23,1086.0,Canvas Boards & Panels
182,2020-11-24,1086.0,Canvas Boards & Panels
183,2020-11-25,894.0,Canvas Boards & Panels
184,2020-11-26,798.0,Canvas Boards & Panels
185,2020-11-27,798.0,Canvas Boards & Panels
186,2020-11-28,798.0,Canvas Boards & Panels
187,2020-11-29,1089.0,Canvas Boards & Panels
188,2020-11-30,1089.0,Canvas Boards & Panels
189,2020-12-01,1189.0,Canvas Boards & Panels
190,2020-12-02,840.0,Canvas Boards & Panels
191,2020-12-03,922.0,Canvas Boards & Panels
192,2020-12-04,772.0,Canvas Boards & Panels
193,2020-12-05,772.0,Canvas Boards & Panels
194,2020-12-06,703.0,Canvas Boards & Panels
195,2020-12-07,550.0,Canvas Boards & Panels
196,2020-12-08,545.0,Canvas Boards & Panels
197,2020-12-09,549.0,Canvas Boards & Panels
198,2020-12-10,597.0,Canvas Boards & Panels
199,2020-12-11,501.0,Canvas Boards & Panels
200,2020-12-12,448.0,Canvas Boards & Panels
201,2020-12-13,394.0,Canvas Boards & Panels
202,2020-12-14,393.0,Canvas Boards & Panels
203,2020-12-15,366.0,Canvas Boards & Panels
204,2020-12-16,386.0,Canvas Boards & Panels
205,2020-12-17,304.0,Canvas Boards & Panels
206,2020-12-18,322.0,Canvas Boards & Panels
207,2020-12-19,278.0,Canvas Boards & Panels
208,2020-12-20,268.0,Canvas Boards & Panels
209,2020-12-21,254.0,Canvas Boards & Panels
210,2020-12-22,273.0,Canvas Boards & Panels
211,2020-12-23,245.0,Canvas Boards & Panels
212,2020-12-24,348.0,Canvas Boards & Panels
213,2020-12-25,446.0,Canvas Boards & Panels
214,2020-12-26,639.0,Canvas Boards & Panels
215,2020-12-27,851.0,Canvas Boards & Panels
216,2020-12-28,1049.0,Canvas Boards & Panels
217,2020-12-29,787.0,Canvas Boards & Panels
218,2020-12-30,956.0,Canvas Boards & Panels
219,2020-12-31,776.0,Canvas Boards & Panels
220,2021-01-01,950.0,Canvas Boards & Panels
221,2021-01-02,1082.0,Canvas Boards & Panels
222,2021-01-03,1169.0,Canvas Boards & Panels
223,2021-01-04,1083.0,Canvas Boards & Panels
224,2021-01-05,722.0,Canvas Boards & Panels
225,2021-01-06,698.0,Canvas Boards & Panels
226,2021-01-07,654.0,Canvas Boards & Panels
227,2021-01-08,738.0,Canvas Boards & Panels
228,2021-01-09,563.0,Canvas Boards & Panels
229,2021-01-10,563.0,Canvas Boards & Panels
230,2021-01-11,570.0,Canvas Boards & Panels
231,2021-01-12,641.0,Canvas Boards & Panels
232,2021-01-13,641.0,Canvas Boards & Panels
233,2021-01-14,592.0,Canvas Boards & Panels
234,2021-01-15,584.0,Canvas Boards & Panels
235,2021-01-16,579.0,Canvas Boards & Panels
236,2021-01-17,579.0,Canvas Boards & Panels
237,2021-01-18,538.0,Canvas Boards & Panels
238,2021-01-19,457.0,Canvas Boards & Panels
239,2021-01-20,576.0,Canvas Boards & Panels
240,2021-01-21,673.0,Canvas Boards & Panels
241,2021-01-22,726.0,Canvas Boards & Panels
242,2021-01-23,655.0,Canvas Boards & Panels
243,2021-01-24,638.0,Canvas Boards & Panels
244,2021-01-25,695.0,Canvas Boards & Panels
245,2021-01-26,721.0,Canvas Boards & Panels
246,2021-01-27,721.0,Canvas Boards & Panels
247,2021-01-28,721.0,Canvas Boards & Panels
248,2021-01-29,789.0,Canvas Boards & Panels
249,2021-01-30,789.0,Canvas Boards & Panels
250,2021-01-31,789.0,Canvas Boards & Panels
251,2021-02-01,689.0,Canvas Boards & Panels
252,2021-02-02,600.0,Canvas Boards & Panels
253,2021-02-03,600.0,Canvas Boards & Panels
254,2021-02-04,609.0,Canvas Boards & Panels
255,2021-02-05,696.0,Canvas Boards & Panels
256,2021-02-06,583.0,Canvas Boards & Panels
257,2021-02-07,583.0,Canvas Boards & Panels
258,2021-02-08,789.0,Canvas Boards & Panels
259,2021-02-09,771.0,Canvas Boards & Panels
260,2021-02-10,771.0,Canvas Boards & Panels
261,2021-02-11,771.0,Canvas Boards & Panels
262,2021-02-12,765.0,Canvas Boards & Panels
263,2021-02-13,689.0,Canvas Boards & Panels
264,2021-02-14,691.0,Canvas Boards & Panels
265,2021-02-15,605.0,Canvas Boards & Panels
266,2021-02-16,688.0,Canvas Boards & Panels
267,2021-02-17,707.0,Canvas Boards & Panels
268,2021-02-18,691.0,Canvas Boards & Panels
269,2021-02-19,638.0,Canvas Boards & Panels
270,2021-02-20,638.0,Canvas Boards & Panels
271,2021-02-21,784.0,Canvas Boards & Panels
272,2021-02-22,887.0,Canvas Boards & Panels
273,2021-02-23,887.0,Canvas Boards & Panels
274,2021-02-24,1031.0,Canvas Boards & Panels
275,2021-02-25,937.0,Canvas Boards & Panels
276,2021-02-26,1015.0,Canvas Boards & Panels
277,2021-02-27,915.0,Canvas Boards & Panels
278,2021-02-28,1424.0,Canvas Boards & Panels
279,2021-03-01,1390.0,Canvas Boards & Panels
280,2021-03-02,1377.0,Canvas Boards & Panels
281,2021-03-03,1385.0,Canvas Boards & Panels
282,2021-03-04,1431.0,Canvas Boards & Panels
283,2021-03-05,1391.0,Canvas Boards & Panels
284,2021-03-06,1181.0,Canvas Boards & Panels
285,2021-03-07,1181.0,Canvas Boards & Panels
286,2021-03-08,1126.0,Canvas Boards & Panels
287,2021-03-09,1023.0,Canvas Boards & Panels
288,2021-03-10,1223.0,Canvas Boards & Panels
289,2021-03-11,1137.0,Canvas Boards & Panels
290,2021-03-12,1023.0,Canvas Boards & Panels
291,2021-03-13,1565.0,Canvas Boards & Panels
292,2021-03-14,1565.0,Canvas Boards & Panels
293,2021-03-15,1855.0,Canvas Boards & Panels
294,2021-03-16,1783.0,Canvas Boards & Panels
295,2021-03-17,1566.0,Canvas Boards & Panels
296,2021-03-18,1811.0,Canvas Boards & Panels
297,2021-03-19,1706.0,Canvas Boards & Panels
298,2021-03-20,1898.0,Canvas Boards & Panels
299,2021-03-21,1898.0,Canvas Boards & Panels
300,2021-03-22,3058.0,Canvas Boards & Panels
301,2021-03-23,2162.0,Canvas Boards & Panels
302,2021-03-24,2103.0,Canvas Boards & Panels
303,2021-03-25,1330.0,Canvas Boards & Panels
304,2021-03-26,1483.0,Canvas Boards & Panels
305,2021-03-27,970.0,Canvas Boards & Panels
306,2021-03-28,970.0,Canvas Boards & Panels
307,2021-03-29,727.0,Canvas Boards & Panels
308,2021-03-30,630.0,Canvas Boards & Panels
309,2021-03-31,529.0,Canvas Boards & Panels
310,2021-04-01,532.0,Canvas Boards & Panels
311,2021-04-02,552.0,Canvas Boards & Panels
312,2021-04-03,444.0,Canvas Boards & Panels
313,2021-04-04,444.0,Canvas Boards & Panels
314,2021-04-05,434.0,Canvas Boards & Panels
315,2021-04-06,510.0,Canvas Boards & Panels
316,2021-04-07,459.0,Canvas Boards & Panels
317,2021-04-08,469.0,Canvas Boards & Panels
318,2021-04-09,404.0,Canvas Boards & Panels
319,2021-04-10,406.0,Canvas Boards & Panels
320,2021-04-11,440.0,Canvas Boards & Panels
321,2021-04-12,578.0,Canvas Boards & Panels
322,2021-04-13,530.0,Canvas Boards & Panels
323,2021-04-14,475.0,Canvas Boards & Panels
324,2021-04-15,460.0,Canvas Boards & Panels
325,2021-04-16,443.0,Canvas Boards & Panels
326,2021-04-17,468.0,Canvas Boards & Panels
327,2021-04-18,435.0,Canvas Boards & Panels
328,2021-04-19,426.0,Canvas Boards & Panels
329,2021-04-20,406.0,Canvas Boards & Panels
330,2021-04-21,434.0,Canvas Boards & Panels
331,2021-04-22,434.0,Canvas Boards & Panels
332,2021-04-23,452.0,Canvas Boards & Panels
333,2021-04-24,452.0,Canvas Boards & Panels
334,2021-04-25,436.0,Canvas Boards & Panels
335,2021-04-26,436.0,Canvas Boards & Panels
336,2021-04-27,436.0,Canvas Boards & Panels
337,2021-04-28,370.0,Canvas Boards & Panels
338,2021-04-29,370.0,Canvas Boards & Panels
339,2021-04-30,311.0,Canvas Boards & Panels
340,2021-05-01,311.0,Canvas Boards & Panels
341,2021-05-02,476.0,Canvas Boards & Panels
342,2021-05-03,460.0,Canvas Boards & Panels
343,2021-05-04,464.0,Canvas Boards & Panels
344,2021-05-05,543.0,Canvas Boards & Panels
345,2021-05-06,543.0,Canvas Boards & Panels
346,2021-05-07,796.0,Canvas Boards & Panels
347,2021-05-08,801.0,Canvas Boards & Panels
348,2021-05-09,801.0,Canvas Boards & Panels
349,2021-05-10,809.0,Canvas Boards & Panels
350,2021-05-11,846.0,Canvas Boards & Panels
351,2021-05-12,923.0,Canvas Boards & Panels
352,2021-05-13,948.0,Canvas Boards & Panels
353,2021-05-14,1119.0,Canvas Boards & Panels
354,2021-05-15,1119.0,Canvas Boards & Panels
355,2021-05-16,1330.0,Canvas Boards & Panels
356,2021-05-17,1330.0,Canvas Boards & Panels
357,2021-05-18,1039.0,Canvas Boards & Panels
358,2021-05-19,1211.0,Canvas Boards & Panels
359,2021-05-20,1211.0,Canvas Boards & Panels
360,2021-05-21,1199.0,Canvas Boards & Panels
361,2021-05-22,1258.0,Canvas Boards & Panels
362,2021-05-23,954.0,Canvas Boards & Panels
363,2021-05-24,1232.0,Canvas Boards & Panels
364,2021-05-25,1242.0,Canvas Boards & Panels
365,2021-05-26,1175.0,Canvas Boards & Panels
366,2021-05-27,1175.0,Canvas Boards & Panels
367,2021-05-28,1149.0,Canvas Boards & Panels
368,2021-05-29,1149.0,Canvas Boards & Panels
369,2021-05-30,1110.0,Canvas Boards & Panels
370,2021-05-31,1110.0,Canvas Boards & Panels
371,2021-06-01,1121.0,Canvas Boards & Panels
372,2021-06-02,1121.0,Canvas Boards & Panels
373,2021-06-03,816.0,Canvas Boards & Panels
374,2021-06-04,816.0,Canvas Boards & Panels
375,2021-06-05,942.0,Canvas Boards & Panels
376,2021-06-06,1020.0,Canvas Boards & Panels
377,2021-06-07,1020.0,Canvas Boards & Panels
378,2021-06-08,883.0,Canvas Boards & Panels
379,2021-06-09,883.0,Canvas Boards & Panels
380,2021-06-10,1049.0,Canvas Boards & Panels
381,2021-06-11,1049.0,Canvas Boards & Panels
382,2021-06-12,1049.0,Canvas Boards & Panels
383,2021-06-13,893.0,Canvas Boards & Panels
384,2021-06-14,893.0,Canvas Boards & Panels
385,2021-06-15,893.0,Canvas Boards & Panels
386,2021-06-16,910.0,Canvas Boards & Panels
387,2021-06-17,910.0,Canvas Boards & Panels
388,2021-06-18,915.0,Canvas Boards & Panels
389,2021-06-19,915.0,Canvas Boards & Panels
390,2021-06-20,954.0,Canvas Boards & Panels
391,2021-06-21,954.0,Canvas Boards & Panels
392,2021-06-22,1471.0,Canvas Boards & Panels
393,2021-06-23,1661.0,Canvas Boards & Panels
394,2021-06-24,1661.0,Canvas Boards & Panels
395,2021-06-25,1409.0,Canvas Boards & Panels
396,2021-06-26,1409.0,Canvas Boards & Panels
397,2021-06-27,1256.0,Canvas Boards & Panels
398,2021-06-28,1256.0,Canvas Boards & Panels
399,2021-06-29,1257.0,Canvas Boards & Panels
400,2021-06-30,1127.0,Canvas Boards & Panels
401,2021-07-01,1127.0,Canvas Boards & Panels
402,2021-07-02,1127.0,Canvas Boards & Panels
403,2021-07-03,920.0,Canvas Boards & Panels
404,2021-07-04,920.0,Canvas Boards & Panels
405,2021-07-05,920.0,Canvas Boards & Panels
406,2021-07-06,772.0,Canvas Boards & Panels
407,2021-07-07,772.0,Canvas Boards & Panels
408,2021-07-08,1076.0,Canvas Boards & Panels
409,2021-07-09,1400.0,Canvas Boards & Panels
410,2021-07-10,1400.0,Canvas Boards & Panels
411,2021-07-11,1562.0,Canvas Boards & Panels
