,date,value,name_B08BJV88N3
59,2020-08-19,3121.0,Gloves
60,2020-08-20,3380.0,Gloves
61,2020-08-21,2962.0,Gloves
62,2020-08-22,2782.0,Gloves
63,2020-08-23,2677.0,Gloves
64,2020-08-24,2900.0,Gloves
65,2020-08-25,2393.0,Gloves
66,2020-08-26,2196.0,Gloves
67,2020-08-27,1521.0,Gloves
68,2020-08-28,1390.0,Gloves
69,2020-08-29,1342.0,Gloves
70,2020-08-30,1554.0,Gloves
71,2020-08-31,1419.0,Gloves
72,2020-09-01,1385.0,Gloves
73,2020-09-02,1522.0,Gloves
74,2020-09-03,1510.0,Gloves
75,2020-09-04,1510.0,Gloves
76,2020-09-05,1793.0,Gloves
77,2020-09-06,1793.0,Gloves
78,2020-09-07,1572.0,Gloves
79,2020-09-08,1669.0,Gloves
80,2020-09-09,1908.0,Gloves
81,2020-09-10,1756.0,Gloves
82,2020-09-11,1658.0,Gloves
83,2020-09-12,1484.0,Gloves
84,2020-09-13,2161.0,Gloves
85,2020-09-14,2666.0,Gloves
86,2020-09-15,2088.0,Gloves
87,2020-09-16,2008.0,Gloves
88,2020-09-17,1611.0,Gloves
89,2020-09-18,1300.0,Gloves
90,2020-09-19,1055.0,Gloves
91,2020-09-20,1055.0,Gloves
92,2020-09-21,1114.0,Gloves
93,2020-09-22,928.0,Gloves
94,2020-09-23,1002.0,Gloves
95,2020-09-24,991.0,Gloves
96,2020-09-25,991.0,Gloves
97,2020-09-26,1103.0,Gloves
98,2020-09-27,1103.0,Gloves
99,2020-09-28,965.0,Gloves
100,2020-09-29,965.0,Gloves
101,2020-09-30,801.0,Gloves
102,2020-10-01,1048.0,Gloves
103,2020-10-02,1219.0,Gloves
104,2020-10-03,1219.0,Gloves
105,2020-10-04,1219.0,Gloves
106,2020-10-05,1481.0,Gloves
107,2020-10-06,1461.0,Gloves
108,2020-10-07,1340.0,Gloves
109,2020-10-08,1087.0,Gloves
110,2020-10-09,1138.0,Gloves
111,2020-10-10,1208.0,Gloves
112,2020-10-11,1143.0,Gloves
113,2020-10-12,1029.0,Gloves
114,2020-10-13,1101.0,Gloves
115,2020-10-14,824.0,Gloves
116,2020-10-15,945.0,Gloves
117,2020-10-16,992.0,Gloves
118,2020-10-17,1223.0,Gloves
119,2020-10-18,1432.0,Gloves
120,2020-10-19,1334.0,Gloves
121,2020-10-20,1677.0,Gloves
122,2020-10-21,1677.0,Gloves
123,2020-10-22,1348.0,Gloves
124,2020-10-23,1348.0,Gloves
125,2020-10-24,1348.0,Gloves
126,2020-10-25,1499.0,Gloves
127,2020-10-26,1499.0,Gloves
128,2020-10-27,1215.0,Gloves
129,2020-10-28,1215.0,Gloves
130,2020-10-29,1083.0,Gloves
131,2020-10-30,1000.0,Gloves
132,2020-10-31,939.0,Gloves
133,2020-11-01,1233.0,Gloves
134,2020-11-02,1218.0,Gloves
135,2020-11-03,1066.0,Gloves
136,2020-11-04,1066.0,Gloves
137,2020-11-05,1023.0,Gloves
138,2020-11-06,913.0,Gloves
139,2020-11-07,920.0,Gloves
140,2020-11-08,1109.0,Gloves
141,2020-11-09,1109.0,Gloves
142,2020-11-10,1008.0,Gloves
143,2020-11-11,1443.0,Gloves
144,2020-11-12,1443.0,Gloves
145,2020-11-13,1354.0,Gloves
146,2020-11-14,1570.0,Gloves
147,2020-11-15,1591.0,Gloves
148,2020-11-16,1832.0,Gloves
149,2020-11-17,1832.0,Gloves
150,2020-11-18,1717.0,Gloves
151,2020-11-19,1754.0,Gloves
152,2020-11-20,1599.0,Gloves
153,2020-11-21,1205.0,Gloves
154,2020-11-22,1205.0,Gloves
155,2020-11-23,1295.0,Gloves
156,2020-11-24,1295.0,Gloves
157,2020-11-25,977.0,Gloves
158,2020-11-26,1073.0,Gloves
159,2020-11-27,1277.0,Gloves
160,2020-11-28,1295.0,Gloves
161,2020-11-29,1295.0,Gloves
162,2020-11-30,1295.0,Gloves
163,2020-12-01,1427.0,Gloves
164,2020-12-02,1285.0,Gloves
165,2020-12-03,1034.0,Gloves
166,2020-12-04,1135.0,Gloves
167,2020-12-05,1421.0,Gloves
168,2020-12-06,1472.0,Gloves
169,2020-12-07,1651.0,Gloves
170,2020-12-08,1651.0,Gloves
171,2020-12-09,1147.0,Gloves
172,2020-12-10,1199.0,Gloves
173,2020-12-11,1261.0,Gloves
174,2020-12-12,1322.0,Gloves
175,2020-12-13,1774.0,Gloves
176,2020-12-14,1774.0,Gloves
177,2020-12-15,1838.0,Gloves
178,2020-12-16,1867.0,Gloves
179,2020-12-17,2123.0,Gloves
180,2020-12-18,1787.0,Gloves
181,2020-12-19,1897.0,Gloves
182,2020-12-20,1897.0,Gloves
183,2020-12-21,1562.0,Gloves
184,2020-12-22,1722.0,Gloves
185,2020-12-23,1478.0,Gloves
186,2020-12-24,1350.0,Gloves
187,2020-12-25,1737.0,Gloves
188,2020-12-26,1902.0,Gloves
189,2020-12-27,1902.0,Gloves
190,2020-12-28,1902.0,Gloves
191,2020-12-29,2079.0,Gloves
192,2020-12-30,2360.0,Gloves
193,2020-12-31,2030.0,Gloves
194,2021-01-01,2096.0,Gloves
195,2021-01-02,2096.0,Gloves
196,2021-01-03,2096.0,Gloves
197,2021-01-04,2036.0,Gloves
198,2021-01-05,1633.0,Gloves
199,2021-01-06,1551.0,Gloves
200,2021-01-07,1626.0,Gloves
201,2021-01-08,1456.0,Gloves
202,2021-01-09,1456.0,Gloves
203,2021-01-10,1456.0,Gloves
204,2021-01-11,1775.0,Gloves
205,2021-01-12,1349.0,Gloves
206,2021-01-13,1391.0,Gloves
207,2021-01-14,1391.0,Gloves
208,2021-01-15,1696.0,Gloves
209,2021-01-16,1696.0,Gloves
210,2021-01-17,1696.0,Gloves
211,2021-01-18,1745.0,Gloves
212,2021-01-19,1785.0,Gloves
213,2021-01-20,1739.0,Gloves
214,2021-01-21,1739.0,Gloves
215,2021-01-22,1739.0,Gloves
216,2021-01-23,1368.0,Gloves
217,2021-01-24,1509.0,Gloves
218,2021-01-25,1562.0,Gloves
219,2021-01-26,1709.0,Gloves
220,2021-01-27,1709.0,Gloves
221,2021-01-28,1990.0,Gloves
222,2021-01-29,1962.0,Gloves
223,2021-01-30,2204.0,Gloves
224,2021-01-31,2204.0,Gloves
225,2021-02-01,2537.0,Gloves
226,2021-02-02,2650.0,Gloves
227,2021-02-03,2663.0,Gloves
228,2021-02-04,2829.0,Gloves
229,2021-02-05,2705.0,Gloves
230,2021-02-06,2534.0,Gloves
231,2021-02-07,2769.0,Gloves
232,2021-02-08,3082.0,Gloves
233,2021-02-09,2966.0,Gloves
234,2021-02-10,2966.0,Gloves
235,2021-02-11,3291.0,Gloves
236,2021-02-12,3291.0,Gloves
237,2021-02-13,3291.0,Gloves
238,2021-02-14,4548.0,Gloves
239,2021-02-15,5609.0,Gloves
240,2021-02-16,6144.0,Gloves
241,2021-02-17,6144.0,Gloves
242,2021-02-18,6144.0,Gloves
243,2021-02-19,5479.0,Gloves
244,2021-02-20,7787.0,Gloves
245,2021-02-21,7787.0,Gloves
246,2021-02-22,7787.0,Gloves
247,2021-02-23,7766.0,Gloves
248,2021-02-24,8388.0,Gloves
249,2021-02-25,8388.0,Gloves
250,2021-02-26,8388.0,Gloves
251,2021-02-27,6918.0,Gloves
252,2021-02-28,9637.0,Gloves
253,2021-03-01,9637.0,Gloves
254,2021-03-02,9637.0,Gloves
255,2021-03-03,6399.0,Gloves
256,2021-03-04,6399.0,Gloves
257,2021-03-05,7733.0,Gloves
258,2021-03-06,7733.0,Gloves
259,2021-03-07,7733.0,Gloves
260,2021-03-08,7935.0,Gloves
261,2021-03-09,7527.0,Gloves
262,2021-03-10,7527.0,Gloves
263,2021-03-11,6942.0,Gloves
264,2021-03-12,6645.0,Gloves
265,2021-03-13,6645.0,Gloves
266,2021-03-14,6645.0,Gloves
267,2021-03-15,7519.0,Gloves
268,2021-03-16,6777.0,Gloves
269,2021-03-17,7133.0,Gloves
270,2021-03-18,7133.0,Gloves
271,2021-03-19,7590.0,Gloves
272,2021-03-20,7590.0,Gloves
273,2021-03-21,7590.0,Gloves
274,2021-03-22,8256.0,Gloves
275,2021-03-23,8256.0,Gloves
276,2021-03-24,8256.0,Gloves
277,2021-03-25,7861.0,Gloves
278,2021-03-26,7861.0,Gloves
279,2021-03-27,8904.0,Gloves
280,2021-03-28,8904.0,Gloves
281,2021-03-29,10628.0,Gloves
282,2021-03-30,10628.0,Gloves
283,2021-03-31,10127.0,Gloves
284,2021-04-01,10127.0,Gloves
285,2021-04-02,10127.0,Gloves
286,2021-04-03,8276.0,Gloves
287,2021-04-04,8710.0,Gloves
288,2021-04-05,10097.0,Gloves
289,2021-04-06,8306.0,Gloves
290,2021-04-07,8890.0,Gloves
291,2021-04-08,7801.0,Gloves
292,2021-04-09,7984.0,Gloves
293,2021-04-10,7984.0,Gloves
294,2021-04-11,9812.0,Gloves
295,2021-04-12,9812.0,Gloves
296,2021-04-13,10021.0,Gloves
297,2021-04-14,9103.0,Gloves
298,2021-04-15,9103.0,Gloves
299,2021-04-16,8278.0,Gloves
300,2021-04-17,7571.0,Gloves
301,2021-04-18,7571.0,Gloves
302,2021-04-19,8881.0,Gloves
303,2021-04-20,8841.0,Gloves
304,2021-04-21,7695.0,Gloves
305,2021-04-22,7972.0,Gloves
306,2021-04-23,9033.0,Gloves
307,2021-04-24,9033.0,Gloves
308,2021-04-25,9033.0,Gloves
309,2021-04-26,6777.0,Gloves
310,2021-04-27,4805.0,Gloves
311,2021-04-28,4805.0,Gloves
312,2021-04-29,5142.0,Gloves
313,2021-04-30,5142.0,Gloves
314,2021-05-01,4595.0,Gloves
315,2021-05-02,5064.0,Gloves
316,2021-05-03,5027.0,Gloves
317,2021-05-04,4876.0,Gloves
318,2021-05-05,4986.0,Gloves
319,2021-05-06,4986.0,Gloves
320,2021-05-07,6129.0,Gloves
321,2021-05-08,6129.0,Gloves
322,2021-05-09,6689.0,Gloves
323,2021-05-10,7156.0,Gloves
324,2021-05-11,7156.0,Gloves
325,2021-05-12,8470.0,Gloves
326,2021-05-13,8470.0,Gloves
327,2021-05-14,9980.0,Gloves
328,2021-05-15,8905.0,Gloves
329,2021-05-16,8905.0,Gloves
330,2021-05-17,11501.0,Gloves
331,2021-05-18,11205.0,Gloves
332,2021-05-19,11205.0,Gloves
333,2021-05-20,10224.0,Gloves
334,2021-05-21,11739.0,Gloves
335,2021-05-22,10980.0,Gloves
336,2021-05-23,11244.0,Gloves
337,2021-05-24,11244.0,Gloves
338,2021-05-25,11259.0,Gloves
339,2021-05-26,11259.0,Gloves
340,2021-05-27,12445.0,Gloves
341,2021-05-28,12901.0,Gloves
342,2021-05-29,20930.0,Gloves
343,2021-05-30,14141.0,Gloves
344,2021-05-31,15004.0,Gloves
345,2021-06-01,15004.0,Gloves
346,2021-06-02,15004.0,Gloves
347,2021-06-03,9724.0,Gloves
348,2021-06-04,9696.0,Gloves
349,2021-06-05,10682.0,Gloves
350,2021-06-06,10811.0,Gloves
351,2021-06-07,10811.0,Gloves
352,2021-06-08,10811.0,Gloves
353,2021-06-09,11324.0,Gloves
354,2021-06-10,11160.0,Gloves
355,2021-06-11,10088.0,Gloves
356,2021-06-12,10088.0,Gloves
357,2021-06-13,10052.0,Gloves
358,2021-06-14,10576.0,Gloves
359,2021-06-15,10222.0,Gloves
360,2021-06-16,10364.0,Gloves
361,2021-06-17,10039.0,Gloves
362,2021-06-18,8859.0,Gloves
363,2021-06-19,8859.0,Gloves
364,2021-06-20,8859.0,Gloves
365,2021-06-21,11907.0,Gloves
366,2021-06-22,9699.0,Gloves
367,2021-06-23,9699.0,Gloves
368,2021-06-24,9699.0,Gloves
369,2021-06-25,9808.0,Gloves
370,2021-06-26,9808.0,Gloves
371,2021-06-27,9808.0,Gloves
372,2021-06-28,10771.0,Gloves
373,2021-06-29,9864.0,Gloves
374,2021-06-30,11066.0,Gloves
375,2021-07-01,10918.0,Gloves
376,2021-07-02,10918.0,Gloves
377,2021-07-03,9840.0,Gloves
378,2021-07-04,9049.0,Gloves
379,2021-07-05,9049.0,Gloves
380,2021-07-06,10277.0,Gloves
381,2021-07-07,10277.0,Gloves
382,2021-07-08,9379.0,Gloves
383,2021-07-09,10703.0,Gloves
384,2021-07-10,12398.0,Gloves
