,date,value,name_B07TZGF2H1
664,2021-06-06,36865.0,Tablecloths
665,2021-06-07,36865.0,Tablecloths
666,2021-06-08,26039.0,Tablecloths
667,2021-06-09,26039.0,Tablecloths
668,2021-06-10,26039.0,Tablecloths
669,2021-06-11,26039.0,Tablecloths
670,2021-06-12,16818.0,Tablecloths
671,2021-06-13,16818.0,Tablecloths
672,2021-06-14,16818.0,Tablecloths
673,2021-06-15,16818.0,Tablecloths
674,2021-06-16,16818.0,Tablecloths
675,2021-06-17,15438.0,Tablecloths
676,2021-06-18,15438.0,Tablecloths
677,2021-06-19,26235.0,Tablecloths
678,2021-06-20,26235.0,Tablecloths
679,2021-06-21,22148.0,Tablecloths
680,2021-06-22,22148.0,Tablecloths
681,2021-06-23,39779.0,Tablecloths
682,2021-06-24,39779.0,Tablecloths
683,2021-06-25,39779.0,Tablecloths
684,2021-06-26,39779.0,Tablecloths
685,2021-06-27,39779.0,Tablecloths
686,2021-06-28,20198.0,Tablecloths
687,2021-06-29,16490.0,Tablecloths
688,2021-06-30,16490.0,Tablecloths
689,2021-07-01,19279.0,Tablecloths
690,2021-07-02,19279.0,Tablecloths
691,2021-07-03,19279.0,Tablecloths
692,2021-07-04,21596.0,Tablecloths
693,2021-07-05,21596.0,Tablecloths
694,2021-07-06,21596.0,Tablecloths
695,2021-07-07,21596.0,Tablecloths
696,2021-07-08,21596.0,Tablecloths
697,2021-07-09,25805.0,Tablecloths
