,date,value,name_B083HBZ9FZ
80,2020-08-13,5692.0,Albums
81,2020-08-14,5692.0,Albums
82,2020-08-15,5692.0,Albums
83,2020-08-16,5496.0,Albums
84,2020-08-17,5496.0,Albums
85,2020-08-18,5496.0,Albums
86,2020-08-19,6123.0,Albums
87,2020-08-20,6355.0,Albums
88,2020-08-21,6355.0,Albums
89,2020-08-22,6355.0,Albums
90,2020-08-23,6355.0,Albums
91,2020-08-24,6162.0,Albums
92,2020-08-25,6162.0,Albums
93,2020-08-26,6162.0,Albums
94,2020-08-27,9414.0,Albums
95,2020-08-28,9414.0,Albums
96,2020-08-29,9414.0,Albums
97,2020-08-30,9031.0,Albums
98,2020-08-31,9031.0,Albums
99,2020-09-01,7782.0,Albums
100,2020-09-02,7782.0,Albums
101,2020-09-03,7782.0,Albums
102,2020-09-04,9684.0,Albums
103,2020-09-05,9684.0,Albums
104,2020-09-06,9684.0,Albums
105,2020-09-07,7244.0,Albums
106,2020-09-08,7244.0,Albums
107,2020-09-09,7244.0,Albums
108,2020-09-10,7244.0,Albums
109,2020-09-11,9082.0,Albums
110,2020-09-12,9082.0,Albums
111,2020-09-13,9082.0,Albums
112,2020-09-14,7717.0,Albums
113,2020-09-15,7717.0,Albums
114,2020-09-16,7717.0,Albums
115,2020-09-17,7717.0,Albums
116,2020-09-18,7717.0,Albums
117,2020-09-19,7717.0,Albums
118,2020-09-20,10284.0,Albums
119,2020-09-21,10284.0,Albums
120,2020-09-22,10483.0,Albums
121,2020-09-23,10483.0,Albums
122,2020-09-24,9221.0,Albums
123,2020-09-25,9221.0,Albums
124,2020-09-26,9573.0,Albums
125,2020-09-27,9573.0,Albums
126,2020-09-28,7732.0,Albums
127,2020-09-29,6452.0,Albums
128,2020-09-30,6452.0,Albums
129,2020-10-01,6452.0,Albums
130,2020-10-02,6246.0,Albums
131,2020-10-03,6246.0,Albums
132,2020-10-04,6246.0,Albums
133,2020-10-05,6246.0,Albums
134,2020-10-06,8607.0,Albums
135,2020-10-07,8607.0,Albums
136,2020-10-08,8607.0,Albums
137,2020-10-09,8607.0,Albums
138,2020-10-10,7535.0,Albums
139,2020-10-11,7535.0,Albums
140,2020-10-12,7535.0,Albums
141,2020-10-13,7535.0,Albums
142,2020-10-14,7535.0,Albums
143,2020-10-15,6552.0,Albums
144,2020-10-16,6552.0,Albums
145,2020-10-17,6552.0,Albums
146,2020-10-18,6030.0,Albums
147,2020-10-19,6232.0,Albums
148,2020-10-20,6232.0,Albums
149,2020-10-21,6232.0,Albums
150,2020-10-22,5909.0,Albums
151,2020-10-23,7989.0,Albums
152,2020-10-24,7989.0,Albums
153,2020-10-25,7989.0,Albums
154,2020-10-26,7531.0,Albums
155,2020-10-27,6576.0,Albums
156,2020-10-28,5250.0,Albums
157,2020-10-29,5250.0,Albums
158,2020-10-30,5250.0,Albums
159,2020-10-31,5250.0,Albums
160,2020-11-01,5250.0,Albums
161,2020-11-02,5533.0,Albums
162,2020-11-03,5533.0,Albums
163,2020-11-04,7868.0,Albums
164,2020-11-05,7868.0,Albums
165,2020-11-06,7868.0,Albums
166,2020-11-07,3978.0,Albums
167,2020-11-08,3978.0,Albums
168,2020-11-09,3978.0,Albums
169,2020-11-10,5710.0,Albums
170,2020-11-11,5710.0,Albums
171,2020-11-12,5710.0,Albums
172,2020-11-13,5098.0,Albums
173,2020-11-14,5098.0,Albums
174,2020-11-15,5098.0,Albums
175,2020-11-16,5673.0,Albums
176,2020-11-17,5673.0,Albums
177,2020-11-18,5673.0,Albums
178,2020-11-19,4431.0,Albums
179,2020-11-20,4431.0,Albums
180,2020-11-21,4431.0,Albums
181,2020-11-22,4431.0,Albums
182,2020-11-23,6330.0,Albums
183,2020-11-24,5497.0,Albums
184,2020-11-25,5497.0,Albums
185,2020-11-26,5497.0,Albums
186,2020-11-27,5497.0,Albums
187,2020-11-28,5497.0,Albums
188,2020-11-29,5497.0,Albums
189,2020-11-30,5961.0,Albums
190,2020-12-01,5448.0,Albums
191,2020-12-02,5398.0,Albums
192,2020-12-03,5398.0,Albums
193,2020-12-04,5398.0,Albums
194,2020-12-05,5398.0,Albums
195,2020-12-06,5398.0,Albums
196,2020-12-07,6110.0,Albums
197,2020-12-08,6110.0,Albums
198,2020-12-09,6110.0,Albums
199,2020-12-10,7500.0,Albums
200,2020-12-11,8869.0,Albums
201,2020-12-12,8869.0,Albums
202,2020-12-13,8869.0,Albums
203,2020-12-14,5348.0,Albums
204,2020-12-15,6559.0,Albums
205,2020-12-16,6480.0,Albums
206,2020-12-17,6480.0,Albums
207,2020-12-18,6480.0,Albums
208,2020-12-19,6480.0,Albums
209,2020-12-20,6480.0,Albums
210,2020-12-21,5281.0,Albums
211,2020-12-22,5281.0,Albums
212,2020-12-23,5281.0,Albums
213,2020-12-24,4417.0,Albums
214,2020-12-25,4417.0,Albums
215,2020-12-26,4417.0,Albums
216,2020-12-27,3305.0,Albums
217,2020-12-28,3562.0,Albums
218,2020-12-29,3562.0,Albums
219,2020-12-30,2794.0,Albums
220,2020-12-31,2794.0,Albums
221,2021-01-01,2794.0,Albums
222,2021-01-02,2613.0,Albums
223,2021-01-03,2613.0,Albums
224,2021-01-04,2110.0,Albums
225,2021-01-05,2201.0,Albums
226,2021-01-06,2201.0,Albums
227,2021-01-07,2855.0,Albums
228,2021-01-08,2855.0,Albums
229,2021-01-09,2855.0,Albums
230,2021-01-10,2855.0,Albums
231,2021-01-11,2882.0,Albums
232,2021-01-12,3052.0,Albums
233,2021-01-13,3052.0,Albums
234,2021-01-14,3052.0,Albums
235,2021-01-15,2740.0,Albums
236,2021-01-16,3795.0,Albums
237,2021-01-17,3795.0,Albums
238,2021-01-18,3795.0,Albums
239,2021-01-19,3100.0,Albums
240,2021-01-20,3100.0,Albums
241,2021-01-21,3184.0,Albums
242,2021-01-22,3184.0,Albums
243,2021-01-23,3184.0,Albums
244,2021-01-24,4157.0,Albums
245,2021-01-25,4157.0,Albums
246,2021-01-26,4617.0,Albums
247,2021-01-27,4617.0,Albums
248,2021-01-28,4617.0,Albums
249,2021-01-29,6675.0,Albums
250,2021-01-30,5303.0,Albums
251,2021-01-31,5303.0,Albums
252,2021-02-01,8179.0,Albums
253,2021-02-02,4799.0,Albums
254,2021-02-03,4799.0,Albums
255,2021-02-04,4799.0,Albums
256,2021-02-05,3241.0,Albums
257,2021-02-06,3241.0,Albums
258,2021-02-07,4686.0,Albums
259,2021-02-08,2651.0,Albums
260,2021-02-09,3598.0,Albums
261,2021-02-10,3598.0,Albums
262,2021-02-11,3598.0,Albums
263,2021-02-12,4619.0,Albums
264,2021-02-13,4619.0,Albums
265,2021-02-14,6135.0,Albums
266,2021-02-15,6135.0,Albums
267,2021-02-16,4834.0,Albums
268,2021-02-17,4834.0,Albums
269,2021-02-18,4834.0,Albums
270,2021-02-19,4423.0,Albums
271,2021-02-20,4423.0,Albums
272,2021-02-21,4423.0,Albums
273,2021-02-22,4094.0,Albums
274,2021-02-23,4094.0,Albums
275,2021-02-24,4094.0,Albums
276,2021-02-25,4094.0,Albums
277,2021-02-26,4094.0,Albums
278,2021-02-27,4094.0,Albums
279,2021-02-28,4094.0,Albums
280,2021-03-01,4448.0,Albums
281,2021-03-02,4448.0,Albums
282,2021-03-03,3396.0,Albums
283,2021-03-04,3512.0,Albums
284,2021-03-05,4033.0,Albums
285,2021-03-06,4033.0,Albums
286,2021-03-07,4033.0,Albums
287,2021-03-08,3112.0,Albums
288,2021-03-09,3112.0,Albums
289,2021-03-10,3112.0,Albums
290,2021-03-11,3474.0,Albums
291,2021-03-12,3474.0,Albums
292,2021-03-13,3474.0,Albums
293,2021-03-14,4536.0,Albums
294,2021-03-15,4910.0,Albums
295,2021-03-16,4910.0,Albums
296,2021-03-17,4910.0,Albums
297,2021-03-18,5696.0,Albums
298,2021-03-19,5696.0,Albums
299,2021-03-20,8396.0,Albums
300,2021-03-21,8396.0,Albums
301,2021-03-22,4709.0,Albums
302,2021-03-23,4709.0,Albums
303,2021-03-24,4709.0,Albums
304,2021-03-25,4709.0,Albums
305,2021-03-26,4618.0,Albums
306,2021-03-27,4618.0,Albums
307,2021-03-28,6273.0,Albums
308,2021-03-29,6273.0,Albums
309,2021-03-30,6273.0,Albums
310,2021-03-31,6273.0,Albums
311,2021-04-01,3350.0,Albums
312,2021-04-02,3350.0,Albums
313,2021-04-03,3350.0,Albums
314,2021-04-04,3350.0,Albums
315,2021-04-05,2597.0,Albums
316,2021-04-06,2597.0,Albums
317,2021-04-07,2597.0,Albums
318,2021-04-08,2597.0,Albums
319,2021-04-09,2560.0,Albums
320,2021-04-10,2731.0,Albums
321,2021-04-11,2731.0,Albums
322,2021-04-12,2731.0,Albums
323,2021-04-13,2628.0,Albums
324,2021-04-14,2628.0,Albums
325,2021-04-15,3517.0,Albums
326,2021-04-16,3517.0,Albums
327,2021-04-17,3517.0,Albums
328,2021-04-18,3517.0,Albums
329,2021-04-19,3517.0,Albums
330,2021-04-20,3517.0,Albums
331,2021-04-21,5854.0,Albums
332,2021-04-22,5854.0,Albums
333,2021-04-23,7135.0,Albums
334,2021-04-24,7135.0,Albums
335,2021-04-25,7135.0,Albums
336,2021-04-26,7360.0,Albums
337,2021-04-27,7360.0,Albums
338,2021-04-28,7996.0,Albums
339,2021-04-29,7996.0,Albums
340,2021-04-30,7996.0,Albums
341,2021-05-01,7996.0,Albums
342,2021-05-02,7996.0,Albums
343,2021-05-03,9121.0,Albums
344,2021-05-04,6699.0,Albums
345,2021-05-05,6699.0,Albums
346,2021-05-06,6699.0,Albums
347,2021-05-07,6816.0,Albums
348,2021-05-08,6816.0,Albums
349,2021-05-09,6816.0,Albums
350,2021-05-10,3901.0,Albums
351,2021-05-11,3901.0,Albums
352,2021-05-12,3901.0,Albums
353,2021-05-13,2271.0,Albums
354,2021-05-14,2271.0,Albums
355,2021-05-15,2791.0,Albums
356,2021-05-16,2791.0,Albums
357,2021-05-17,1893.0,Albums
358,2021-05-18,1893.0,Albums
359,2021-05-19,2441.0,Albums
360,2021-05-20,2441.0,Albums
361,2021-05-21,2284.0,Albums
362,2021-05-22,2284.0,Albums
363,2021-05-23,2723.0,Albums
364,2021-05-24,2723.0,Albums
365,2021-05-25,1688.0,Albums
366,2021-05-26,1688.0,Albums
367,2021-05-27,2388.0,Albums
368,2021-05-28,2799.0,Albums
369,2021-05-29,2799.0,Albums
370,2021-05-30,2799.0,Albums
371,2021-05-31,1895.0,Albums
372,2021-06-01,1895.0,Albums
373,2021-06-02,1895.0,Albums
374,2021-06-03,1704.0,Albums
375,2021-06-04,1704.0,Albums
376,2021-06-05,2776.0,Albums
377,2021-06-06,2776.0,Albums
378,2021-06-07,2776.0,Albums
379,2021-06-08,2776.0,Albums
380,2021-06-09,3058.0,Albums
381,2021-06-10,2551.0,Albums
382,2021-06-11,2551.0,Albums
383,2021-06-12,2551.0,Albums
384,2021-06-13,2551.0,Albums
385,2021-06-14,2551.0,Albums
386,2021-06-15,2551.0,Albums
387,2021-06-16,4494.0,Albums
388,2021-06-17,4494.0,Albums
389,2021-06-18,4494.0,Albums
390,2021-06-19,2741.0,Albums
391,2021-06-20,2741.0,Albums
392,2021-06-21,2393.0,Albums
393,2021-06-22,2393.0,Albums
394,2021-06-23,3614.0,Albums
395,2021-06-24,3614.0,Albums
396,2021-06-25,2540.0,Albums
397,2021-06-26,2540.0,Albums
398,2021-06-27,2540.0,Albums
399,2021-06-28,4978.0,Albums
400,2021-06-29,4978.0,Albums
401,2021-06-30,4978.0,Albums
402,2021-07-01,4234.0,Albums
403,2021-07-02,4234.0,Albums
404,2021-07-03,4234.0,Albums
405,2021-07-04,3983.0,Albums
406,2021-07-05,3479.0,Albums
407,2021-07-06,3479.0,Albums
408,2021-07-07,3940.0,Albums
409,2021-07-08,3940.0,Albums
410,2021-07-09,3940.0,Albums
411,2021-07-10,3626.0,Albums
