,date,value,name_B07ZPGP66B
68,2020-01-07,229960.0,Shelf Baskets
69,2020-01-08,324392.0,Shelf Baskets
70,2020-01-09,324392.0,Shelf Baskets
71,2020-01-10,324392.0,Shelf Baskets
72,2020-01-11,324392.0,Shelf Baskets
73,2020-01-12,324392.0,Shelf Baskets
74,2020-01-13,324392.0,Shelf Baskets
75,2020-01-14,227677.0,Shelf Baskets
76,2020-01-15,227677.0,Shelf Baskets
77,2020-01-16,227677.0,Shelf Baskets
78,2020-01-17,227677.0,Shelf Baskets
79,2020-01-18,227677.0,Shelf Baskets
80,2020-01-19,227677.0,Shelf Baskets
81,2020-01-20,227677.0,Shelf Baskets
82,2020-01-21,227677.0,Shelf Baskets
83,2020-01-22,591531.0,Shelf Baskets
84,2020-01-23,69578.0,Shelf Baskets
85,2020-01-24,92489.0,Shelf Baskets
86,2020-01-25,92489.0,Shelf Baskets
87,2020-01-26,92489.0,Shelf Baskets
88,2020-01-27,92489.0,Shelf Baskets
89,2020-01-28,92489.0,Shelf Baskets
90,2020-01-29,92489.0,Shelf Baskets
91,2020-01-30,43671.0,Shelf Baskets
92,2020-01-31,43671.0,Shelf Baskets
93,2020-02-01,43671.0,Shelf Baskets
94,2020-02-02,43671.0,Shelf Baskets
95,2020-02-03,24569.0,Shelf Baskets
96,2020-02-04,24569.0,Shelf Baskets
97,2020-02-05,24569.0,Shelf Baskets
98,2020-02-06,24569.0,Shelf Baskets
99,2020-02-07,24569.0,Shelf Baskets
100,2020-02-08,11000.0,Shelf Baskets
101,2020-02-09,12317.0,Shelf Baskets
102,2020-02-10,12317.0,Shelf Baskets
103,2020-02-11,12317.0,Shelf Baskets
104,2020-02-12,12317.0,Shelf Baskets
105,2020-02-13,12317.0,Shelf Baskets
106,2020-02-14,12317.0,Shelf Baskets
107,2020-02-15,16369.0,Shelf Baskets
108,2020-02-16,16369.0,Shelf Baskets
109,2020-02-17,16851.0,Shelf Baskets
110,2020-02-18,17316.0,Shelf Baskets
111,2020-02-19,16557.0,Shelf Baskets
112,2020-02-20,16557.0,Shelf Baskets
113,2020-02-21,16557.0,Shelf Baskets
114,2020-02-22,16557.0,Shelf Baskets
115,2020-02-23,16557.0,Shelf Baskets
116,2020-02-24,20002.0,Shelf Baskets
117,2020-02-25,20002.0,Shelf Baskets
118,2020-02-26,19278.0,Shelf Baskets
119,2020-02-27,14788.0,Shelf Baskets
120,2020-02-28,14788.0,Shelf Baskets
121,2020-02-29,14788.0,Shelf Baskets
122,2020-03-01,14788.0,Shelf Baskets
123,2020-03-02,13697.0,Shelf Baskets
124,2020-03-03,13697.0,Shelf Baskets
125,2020-03-04,12422.0,Shelf Baskets
126,2020-03-05,11817.0,Shelf Baskets
127,2020-03-06,11817.0,Shelf Baskets
128,2020-03-07,11817.0,Shelf Baskets
129,2020-03-08,11817.0,Shelf Baskets
130,2020-03-09,8512.0,Shelf Baskets
131,2020-03-10,8512.0,Shelf Baskets
132,2020-03-11,8512.0,Shelf Baskets
133,2020-03-12,8512.0,Shelf Baskets
134,2020-03-13,8512.0,Shelf Baskets
135,2020-03-14,8512.0,Shelf Baskets
136,2020-03-15,8512.0,Shelf Baskets
137,2020-03-16,11468.0,Shelf Baskets
138,2020-03-17,11468.0,Shelf Baskets
139,2020-03-18,11468.0,Shelf Baskets
140,2020-03-19,10210.0,Shelf Baskets
141,2020-03-20,10603.0,Shelf Baskets
142,2020-03-21,10603.0,Shelf Baskets
143,2020-03-22,10603.0,Shelf Baskets
144,2020-03-23,8055.0,Shelf Baskets
145,2020-03-24,8055.0,Shelf Baskets
146,2020-03-25,8055.0,Shelf Baskets
147,2020-03-26,8055.0,Shelf Baskets
148,2020-03-27,8055.0,Shelf Baskets
149,2020-03-28,8055.0,Shelf Baskets
150,2020-03-29,8055.0,Shelf Baskets
151,2020-03-30,7523.0,Shelf Baskets
152,2020-03-31,8864.0,Shelf Baskets
153,2020-04-01,8864.0,Shelf Baskets
154,2020-04-02,8864.0,Shelf Baskets
155,2020-04-03,9865.0,Shelf Baskets
156,2020-04-04,9865.0,Shelf Baskets
157,2020-04-05,9865.0,Shelf Baskets
158,2020-04-06,7602.0,Shelf Baskets
159,2020-04-07,6435.0,Shelf Baskets
160,2020-04-08,6435.0,Shelf Baskets
161,2020-04-09,5880.0,Shelf Baskets
162,2020-04-10,5880.0,Shelf Baskets
163,2020-04-11,5880.0,Shelf Baskets
164,2020-04-12,19476.0,Shelf Baskets
165,2020-04-13,19476.0,Shelf Baskets
166,2020-04-14,40085.0,Shelf Baskets
167,2020-04-15,40085.0,Shelf Baskets
168,2020-04-16,40085.0,Shelf Baskets
169,2020-04-17,40085.0,Shelf Baskets
170,2020-04-18,59166.0,Shelf Baskets
171,2020-04-19,59166.0,Shelf Baskets
172,2020-04-20,59166.0,Shelf Baskets
173,2020-04-21,59166.0,Shelf Baskets
174,2020-04-22,43067.0,Shelf Baskets
175,2020-04-23,43067.0,Shelf Baskets
176,2020-04-24,96468.0,Shelf Baskets
177,2020-04-25,96468.0,Shelf Baskets
178,2020-04-26,111265.0,Shelf Baskets
179,2020-04-27,111265.0,Shelf Baskets
180,2020-04-28,111265.0,Shelf Baskets
181,2020-04-29,111265.0,Shelf Baskets
182,2020-04-30,111265.0,Shelf Baskets
183,2020-05-01,111265.0,Shelf Baskets
184,2020-05-02,192727.0,Shelf Baskets
185,2020-05-03,192727.0,Shelf Baskets
186,2020-05-04,192727.0,Shelf Baskets
187,2020-05-05,192727.0,Shelf Baskets
188,2020-05-06,192727.0,Shelf Baskets
189,2020-05-07,319744.0,Shelf Baskets
190,2020-05-08,199065.0,Shelf Baskets
191,2020-05-09,199065.0,Shelf Baskets
192,2020-05-10,199065.0,Shelf Baskets
193,2020-05-11,13143.0,Shelf Baskets
194,2020-05-12,13143.0,Shelf Baskets
195,2020-05-13,13143.0,Shelf Baskets
196,2020-05-14,12525.0,Shelf Baskets
197,2020-05-15,12525.0,Shelf Baskets
198,2020-05-16,8721.0,Shelf Baskets
199,2020-05-17,8721.0,Shelf Baskets
200,2020-05-18,8721.0,Shelf Baskets
201,2020-05-19,8810.0,Shelf Baskets
202,2020-05-20,7811.0,Shelf Baskets
203,2020-05-21,7490.0,Shelf Baskets
204,2020-05-22,7490.0,Shelf Baskets
205,2020-05-23,7490.0,Shelf Baskets
206,2020-05-24,7493.0,Shelf Baskets
207,2020-05-25,8057.0,Shelf Baskets
208,2020-05-26,8057.0,Shelf Baskets
209,2020-05-27,8057.0,Shelf Baskets
210,2020-05-28,8314.0,Shelf Baskets
211,2020-05-29,8314.0,Shelf Baskets
212,2020-05-30,6747.0,Shelf Baskets
213,2020-05-31,6747.0,Shelf Baskets
214,2020-06-01,7075.0,Shelf Baskets
215,2020-06-02,7029.0,Shelf Baskets
216,2020-06-03,7029.0,Shelf Baskets
217,2020-06-04,7029.0,Shelf Baskets
218,2020-06-05,5459.0,Shelf Baskets
219,2020-06-06,5459.0,Shelf Baskets
220,2020-06-07,5459.0,Shelf Baskets
221,2020-06-08,4776.0,Shelf Baskets
222,2020-06-09,4776.0,Shelf Baskets
223,2020-06-10,5096.0,Shelf Baskets
224,2020-06-11,5096.0,Shelf Baskets
225,2020-06-12,5096.0,Shelf Baskets
226,2020-06-13,5096.0,Shelf Baskets
227,2020-06-14,5096.0,Shelf Baskets
228,2020-06-15,27164.0,Shelf Baskets
229,2020-06-16,27164.0,Shelf Baskets
230,2020-06-17,60130.0,Shelf Baskets
231,2020-06-18,60130.0,Shelf Baskets
232,2020-06-19,60130.0,Shelf Baskets
233,2020-06-20,60130.0,Shelf Baskets
234,2020-06-21,60130.0,Shelf Baskets
235,2020-06-22,60130.0,Shelf Baskets
236,2020-06-23,92205.0,Shelf Baskets
237,2020-06-24,92205.0,Shelf Baskets
238,2020-06-25,92205.0,Shelf Baskets
239,2020-06-26,92205.0,Shelf Baskets
240,2020-06-27,92205.0,Shelf Baskets
241,2020-06-28,92205.0,Shelf Baskets
242,2020-06-29,92205.0,Shelf Baskets
243,2020-06-30,92205.0,Shelf Baskets
244,2020-07-01,92205.0,Shelf Baskets
245,2020-07-02,92205.0,Shelf Baskets
246,2020-07-03,92205.0,Shelf Baskets
247,2020-07-04,92205.0,Shelf Baskets
248,2020-07-05,92205.0,Shelf Baskets
249,2020-07-06,92205.0,Shelf Baskets
250,2020-07-07,167854.0,Shelf Baskets
251,2020-07-08,167854.0,Shelf Baskets
252,2020-07-09,167854.0,Shelf Baskets
253,2020-07-10,139861.0,Shelf Baskets
254,2020-07-11,139861.0,Shelf Baskets
255,2020-07-12,139861.0,Shelf Baskets
256,2020-07-13,139861.0,Shelf Baskets
257,2020-07-14,139861.0,Shelf Baskets
258,2020-07-15,139861.0,Shelf Baskets
259,2020-07-16,165254.0,Shelf Baskets
260,2020-07-17,165254.0,Shelf Baskets
261,2020-07-18,165254.0,Shelf Baskets
262,2020-07-19,165254.0,Shelf Baskets
263,2020-07-20,165254.0,Shelf Baskets
264,2020-07-21,294642.0,Shelf Baskets
265,2020-07-22,294642.0,Shelf Baskets
266,2020-07-23,294642.0,Shelf Baskets
267,2020-07-24,294642.0,Shelf Baskets
268,2020-07-25,294642.0,Shelf Baskets
269,2020-07-26,294642.0,Shelf Baskets
270,2020-07-27,219800.0,Shelf Baskets
271,2020-07-28,219800.0,Shelf Baskets
272,2020-07-29,219800.0,Shelf Baskets
273,2020-07-30,219800.0,Shelf Baskets
274,2020-07-31,219800.0,Shelf Baskets
275,2020-08-01,219800.0,Shelf Baskets
276,2020-08-02,219800.0,Shelf Baskets
277,2020-08-03,219800.0,Shelf Baskets
278,2020-08-04,219800.0,Shelf Baskets
279,2020-08-05,219800.0,Shelf Baskets
280,2020-08-06,219800.0,Shelf Baskets
281,2020-08-07,219800.0,Shelf Baskets
282,2020-08-08,112195.0,Shelf Baskets
283,2020-08-09,112195.0,Shelf Baskets
284,2020-08-10,34690.0,Shelf Baskets
285,2020-08-11,37662.0,Shelf Baskets
286,2020-08-12,37662.0,Shelf Baskets
287,2020-08-13,37662.0,Shelf Baskets
288,2020-08-14,37662.0,Shelf Baskets
289,2020-08-15,37662.0,Shelf Baskets
290,2020-08-16,27894.0,Shelf Baskets
291,2020-08-17,19570.0,Shelf Baskets
292,2020-08-18,19570.0,Shelf Baskets
293,2020-08-19,19570.0,Shelf Baskets
294,2020-08-20,13715.0,Shelf Baskets
295,2020-08-21,13715.0,Shelf Baskets
296,2020-08-22,13715.0,Shelf Baskets
297,2020-08-23,14469.0,Shelf Baskets
298,2020-08-24,14469.0,Shelf Baskets
299,2020-08-25,14469.0,Shelf Baskets
300,2020-08-26,14469.0,Shelf Baskets
301,2020-08-27,14469.0,Shelf Baskets
302,2020-08-28,10251.0,Shelf Baskets
303,2020-08-29,10251.0,Shelf Baskets
304,2020-08-30,8565.0,Shelf Baskets
305,2020-08-31,8565.0,Shelf Baskets
306,2020-09-01,9463.0,Shelf Baskets
307,2020-09-02,9463.0,Shelf Baskets
308,2020-09-03,9463.0,Shelf Baskets
309,2020-09-04,7810.0,Shelf Baskets
310,2020-09-05,7810.0,Shelf Baskets
311,2020-09-06,7810.0,Shelf Baskets
312,2020-09-07,7810.0,Shelf Baskets
313,2020-09-08,7810.0,Shelf Baskets
314,2020-09-09,7308.0,Shelf Baskets
315,2020-09-10,7308.0,Shelf Baskets
316,2020-09-11,7308.0,Shelf Baskets
317,2020-09-12,6762.0,Shelf Baskets
318,2020-09-13,6960.0,Shelf Baskets
319,2020-09-14,6141.0,Shelf Baskets
320,2020-09-15,6141.0,Shelf Baskets
321,2020-09-16,6141.0,Shelf Baskets
322,2020-09-17,6141.0,Shelf Baskets
323,2020-09-18,11304.0,Shelf Baskets
324,2020-09-19,11304.0,Shelf Baskets
325,2020-09-20,9835.0,Shelf Baskets
326,2020-09-21,9835.0,Shelf Baskets
327,2020-09-22,9135.0,Shelf Baskets
328,2020-09-23,9135.0,Shelf Baskets
329,2020-09-24,8385.0,Shelf Baskets
330,2020-09-25,8385.0,Shelf Baskets
331,2020-09-26,11551.0,Shelf Baskets
332,2020-09-27,11551.0,Shelf Baskets
333,2020-09-28,11551.0,Shelf Baskets
334,2020-09-29,8677.0,Shelf Baskets
335,2020-09-30,8677.0,Shelf Baskets
336,2020-10-01,8677.0,Shelf Baskets
337,2020-10-02,8677.0,Shelf Baskets
338,2020-10-03,8677.0,Shelf Baskets
339,2020-10-04,10831.0,Shelf Baskets
340,2020-10-05,10685.0,Shelf Baskets
341,2020-10-06,10685.0,Shelf Baskets
342,2020-10-07,10685.0,Shelf Baskets
343,2020-10-08,12119.0,Shelf Baskets
344,2020-10-09,12119.0,Shelf Baskets
345,2020-10-10,13940.0,Shelf Baskets
346,2020-10-11,13940.0,Shelf Baskets
347,2020-10-12,13940.0,Shelf Baskets
348,2020-10-13,14016.0,Shelf Baskets
349,2020-10-14,16922.0,Shelf Baskets
350,2020-10-15,16922.0,Shelf Baskets
351,2020-10-16,16922.0,Shelf Baskets
352,2020-10-17,16922.0,Shelf Baskets
353,2020-10-18,16922.0,Shelf Baskets
354,2020-10-19,16922.0,Shelf Baskets
355,2020-10-20,11685.0,Shelf Baskets
356,2020-10-21,11685.0,Shelf Baskets
357,2020-10-22,11685.0,Shelf Baskets
358,2020-10-23,14571.0,Shelf Baskets
359,2020-10-24,14571.0,Shelf Baskets
360,2020-10-25,14571.0,Shelf Baskets
361,2020-10-26,14571.0,Shelf Baskets
362,2020-10-27,14571.0,Shelf Baskets
363,2020-10-28,15485.0,Shelf Baskets
364,2020-10-29,15485.0,Shelf Baskets
365,2020-10-30,15485.0,Shelf Baskets
366,2020-10-31,15485.0,Shelf Baskets
367,2020-11-01,15485.0,Shelf Baskets
368,2020-11-02,21134.0,Shelf Baskets
369,2020-11-03,21134.0,Shelf Baskets
370,2020-11-04,21134.0,Shelf Baskets
371,2020-11-05,23413.0,Shelf Baskets
372,2020-11-06,23413.0,Shelf Baskets
373,2020-11-07,23413.0,Shelf Baskets
374,2020-11-08,23413.0,Shelf Baskets
375,2020-11-09,23413.0,Shelf Baskets
376,2020-11-10,20877.0,Shelf Baskets
377,2020-11-11,20877.0,Shelf Baskets
378,2020-11-12,18738.0,Shelf Baskets
379,2020-11-13,18738.0,Shelf Baskets
380,2020-11-14,18738.0,Shelf Baskets
381,2020-11-15,18738.0,Shelf Baskets
382,2020-11-16,26830.0,Shelf Baskets
383,2020-11-17,26830.0,Shelf Baskets
384,2020-11-18,21991.0,Shelf Baskets
385,2020-11-19,21991.0,Shelf Baskets
386,2020-11-20,21991.0,Shelf Baskets
387,2020-11-21,13805.0,Shelf Baskets
388,2020-11-22,13805.0,Shelf Baskets
389,2020-11-23,13805.0,Shelf Baskets
390,2020-11-24,13805.0,Shelf Baskets
391,2020-11-25,15440.0,Shelf Baskets
392,2020-11-26,15572.0,Shelf Baskets
393,2020-11-27,15572.0,Shelf Baskets
394,2020-11-28,15572.0,Shelf Baskets
395,2020-11-29,15572.0,Shelf Baskets
396,2020-11-30,19167.0,Shelf Baskets
397,2020-12-01,21423.0,Shelf Baskets
398,2020-12-02,21423.0,Shelf Baskets
399,2020-12-03,21423.0,Shelf Baskets
400,2020-12-04,21423.0,Shelf Baskets
401,2020-12-05,21423.0,Shelf Baskets
402,2020-12-06,21410.0,Shelf Baskets
403,2020-12-07,21410.0,Shelf Baskets
404,2020-12-08,21410.0,Shelf Baskets
405,2020-12-09,21410.0,Shelf Baskets
406,2020-12-10,21410.0,Shelf Baskets
407,2020-12-11,21410.0,Shelf Baskets
408,2020-12-12,25812.0,Shelf Baskets
409,2020-12-13,25812.0,Shelf Baskets
410,2020-12-14,25812.0,Shelf Baskets
411,2020-12-15,25812.0,Shelf Baskets
412,2020-12-16,38567.0,Shelf Baskets
413,2020-12-17,38567.0,Shelf Baskets
414,2020-12-18,38567.0,Shelf Baskets
415,2020-12-19,38567.0,Shelf Baskets
416,2020-12-20,28905.0,Shelf Baskets
417,2020-12-21,28905.0,Shelf Baskets
418,2020-12-22,28905.0,Shelf Baskets
419,2020-12-23,22094.0,Shelf Baskets
420,2020-12-24,22094.0,Shelf Baskets
421,2020-12-25,22094.0,Shelf Baskets
422,2020-12-26,19210.0,Shelf Baskets
423,2020-12-27,10881.0,Shelf Baskets
424,2020-12-28,10881.0,Shelf Baskets
425,2020-12-29,10881.0,Shelf Baskets
426,2020-12-30,6000.0,Shelf Baskets
427,2020-12-31,6000.0,Shelf Baskets
428,2021-01-01,5774.0,Shelf Baskets
429,2021-01-02,4333.0,Shelf Baskets
430,2021-01-03,4333.0,Shelf Baskets
431,2021-01-04,5029.0,Shelf Baskets
432,2021-01-05,5029.0,Shelf Baskets
433,2021-01-06,5029.0,Shelf Baskets
434,2021-01-07,4778.0,Shelf Baskets
435,2021-01-08,4778.0,Shelf Baskets
436,2021-01-09,4778.0,Shelf Baskets
437,2021-01-10,4703.0,Shelf Baskets
438,2021-01-11,4703.0,Shelf Baskets
439,2021-01-12,4703.0,Shelf Baskets
440,2021-01-13,7219.0,Shelf Baskets
441,2021-01-14,7219.0,Shelf Baskets
442,2021-01-15,7219.0,Shelf Baskets
443,2021-01-16,8547.0,Shelf Baskets
444,2021-01-17,8547.0,Shelf Baskets
445,2021-01-18,8547.0,Shelf Baskets
446,2021-01-19,6357.0,Shelf Baskets
447,2021-01-20,6357.0,Shelf Baskets
448,2021-01-21,6357.0,Shelf Baskets
449,2021-01-22,6130.0,Shelf Baskets
450,2021-01-23,6130.0,Shelf Baskets
451,2021-01-24,6447.0,Shelf Baskets
452,2021-01-25,6447.0,Shelf Baskets
453,2021-01-26,6447.0,Shelf Baskets
454,2021-01-27,7248.0,Shelf Baskets
455,2021-01-28,7599.0,Shelf Baskets
456,2021-01-29,7599.0,Shelf Baskets
457,2021-01-30,7599.0,Shelf Baskets
458,2021-01-31,11001.0,Shelf Baskets
459,2021-02-01,11605.0,Shelf Baskets
460,2021-02-02,11605.0,Shelf Baskets
461,2021-02-03,16040.0,Shelf Baskets
462,2021-02-04,16040.0,Shelf Baskets
463,2021-02-05,16040.0,Shelf Baskets
464,2021-02-06,16040.0,Shelf Baskets
465,2021-02-07,16040.0,Shelf Baskets
466,2021-02-08,15424.0,Shelf Baskets
467,2021-02-09,16027.0,Shelf Baskets
468,2021-02-10,16027.0,Shelf Baskets
469,2021-02-11,16027.0,Shelf Baskets
470,2021-02-12,13186.0,Shelf Baskets
471,2021-02-13,13186.0,Shelf Baskets
472,2021-02-14,13186.0,Shelf Baskets
473,2021-02-15,13186.0,Shelf Baskets
474,2021-02-16,12305.0,Shelf Baskets
475,2021-02-17,12305.0,Shelf Baskets
476,2021-02-18,12305.0,Shelf Baskets
477,2021-02-19,15544.0,Shelf Baskets
478,2021-02-20,15544.0,Shelf Baskets
479,2021-02-21,15999.0,Shelf Baskets
480,2021-02-22,17345.0,Shelf Baskets
481,2021-02-23,17345.0,Shelf Baskets
482,2021-02-24,17345.0,Shelf Baskets
483,2021-02-25,17718.0,Shelf Baskets
484,2021-02-26,17718.0,Shelf Baskets
485,2021-02-27,17915.0,Shelf Baskets
486,2021-02-28,17915.0,Shelf Baskets
487,2021-03-01,14043.0,Shelf Baskets
488,2021-03-02,14043.0,Shelf Baskets
489,2021-03-03,14043.0,Shelf Baskets
490,2021-03-04,16732.0,Shelf Baskets
491,2021-03-05,16732.0,Shelf Baskets
492,2021-03-06,16732.0,Shelf Baskets
493,2021-03-07,17964.0,Shelf Baskets
494,2021-03-08,17964.0,Shelf Baskets
495,2021-03-09,17088.0,Shelf Baskets
496,2021-03-10,17088.0,Shelf Baskets
497,2021-03-11,17088.0,Shelf Baskets
498,2021-03-12,21651.0,Shelf Baskets
499,2021-03-13,20094.0,Shelf Baskets
500,2021-03-14,20094.0,Shelf Baskets
501,2021-03-15,20094.0,Shelf Baskets
502,2021-03-16,19742.0,Shelf Baskets
503,2021-03-17,21082.0,Shelf Baskets
504,2021-03-18,22686.0,Shelf Baskets
505,2021-03-19,22686.0,Shelf Baskets
506,2021-03-20,29476.0,Shelf Baskets
507,2021-03-21,29476.0,Shelf Baskets
508,2021-03-22,22074.0,Shelf Baskets
509,2021-03-23,21504.0,Shelf Baskets
510,2021-03-24,21504.0,Shelf Baskets
511,2021-03-25,20383.0,Shelf Baskets
512,2021-03-26,20383.0,Shelf Baskets
513,2021-03-27,20383.0,Shelf Baskets
514,2021-03-28,12086.0,Shelf Baskets
515,2021-03-29,12086.0,Shelf Baskets
516,2021-03-30,12086.0,Shelf Baskets
517,2021-03-31,7978.0,Shelf Baskets
518,2021-04-01,8499.0,Shelf Baskets
519,2021-04-02,9157.0,Shelf Baskets
520,2021-04-03,8156.0,Shelf Baskets
521,2021-04-04,8680.0,Shelf Baskets
522,2021-04-05,8680.0,Shelf Baskets
523,2021-04-06,8627.0,Shelf Baskets
524,2021-04-07,8627.0,Shelf Baskets
525,2021-04-08,8627.0,Shelf Baskets
526,2021-04-09,9685.0,Shelf Baskets
527,2021-04-10,9685.0,Shelf Baskets
528,2021-04-11,10835.0,Shelf Baskets
529,2021-04-12,10835.0,Shelf Baskets
530,2021-04-13,12441.0,Shelf Baskets
531,2021-04-14,12441.0,Shelf Baskets
532,2021-04-15,12441.0,Shelf Baskets
533,2021-04-16,24047.0,Shelf Baskets
534,2021-04-17,40610.0,Shelf Baskets
535,2021-04-18,40610.0,Shelf Baskets
536,2021-04-19,40610.0,Shelf Baskets
537,2021-04-20,40610.0,Shelf Baskets
538,2021-04-21,43640.0,Shelf Baskets
539,2021-04-22,48644.0,Shelf Baskets
540,2021-04-23,48644.0,Shelf Baskets
541,2021-04-24,48644.0,Shelf Baskets
542,2021-04-25,48644.0,Shelf Baskets
543,2021-04-26,48644.0,Shelf Baskets
544,2021-04-27,55312.0,Shelf Baskets
545,2021-04-28,37911.0,Shelf Baskets
546,2021-04-29,37911.0,Shelf Baskets
547,2021-04-30,37911.0,Shelf Baskets
548,2021-05-01,37911.0,Shelf Baskets
549,2021-05-02,30218.0,Shelf Baskets
550,2021-05-03,30218.0,Shelf Baskets
551,2021-05-04,25234.0,Shelf Baskets
552,2021-05-05,25234.0,Shelf Baskets
553,2021-05-06,18543.0,Shelf Baskets
554,2021-05-07,18543.0,Shelf Baskets
555,2021-05-08,18543.0,Shelf Baskets
556,2021-05-09,18543.0,Shelf Baskets
557,2021-05-10,12432.0,Shelf Baskets
558,2021-05-11,12432.0,Shelf Baskets
559,2021-05-12,10489.0,Shelf Baskets
560,2021-05-13,10489.0,Shelf Baskets
561,2021-05-14,10932.0,Shelf Baskets
562,2021-05-15,10932.0,Shelf Baskets
563,2021-05-16,15987.0,Shelf Baskets
564,2021-05-17,8939.0,Shelf Baskets
565,2021-05-18,8939.0,Shelf Baskets
566,2021-05-19,10125.0,Shelf Baskets
567,2021-05-20,9020.0,Shelf Baskets
568,2021-05-21,8570.0,Shelf Baskets
569,2021-05-22,8570.0,Shelf Baskets
570,2021-05-23,8231.0,Shelf Baskets
571,2021-05-24,8231.0,Shelf Baskets
572,2021-05-25,6559.0,Shelf Baskets
573,2021-05-26,7983.0,Shelf Baskets
574,2021-05-27,9373.0,Shelf Baskets
575,2021-05-28,9373.0,Shelf Baskets
576,2021-05-29,9436.0,Shelf Baskets
577,2021-05-30,9436.0,Shelf Baskets
578,2021-05-31,7953.0,Shelf Baskets
579,2021-06-01,5610.0,Shelf Baskets
580,2021-06-02,6070.0,Shelf Baskets
581,2021-06-03,6573.0,Shelf Baskets
582,2021-06-04,6573.0,Shelf Baskets
583,2021-06-05,8467.0,Shelf Baskets
584,2021-06-06,8467.0,Shelf Baskets
585,2021-06-07,7684.0,Shelf Baskets
586,2021-06-08,10938.0,Shelf Baskets
587,2021-06-09,10938.0,Shelf Baskets
588,2021-06-10,10938.0,Shelf Baskets
589,2021-06-11,10938.0,Shelf Baskets
590,2021-06-12,14128.0,Shelf Baskets
591,2021-06-13,14128.0,Shelf Baskets
592,2021-06-14,22125.0,Shelf Baskets
593,2021-06-15,22125.0,Shelf Baskets
594,2021-06-16,22563.0,Shelf Baskets
595,2021-06-17,17244.0,Shelf Baskets
596,2021-06-18,17984.0,Shelf Baskets
597,2021-06-19,14670.0,Shelf Baskets
598,2021-06-20,14405.0,Shelf Baskets
599,2021-06-21,22100.0,Shelf Baskets
600,2021-06-22,22100.0,Shelf Baskets
601,2021-06-23,30759.0,Shelf Baskets
602,2021-06-24,35741.0,Shelf Baskets
603,2021-06-25,31716.0,Shelf Baskets
604,2021-06-26,28053.0,Shelf Baskets
605,2021-06-27,27770.0,Shelf Baskets
606,2021-06-28,22479.0,Shelf Baskets
