,date,value,name_B07GWCDZJC
80,2018-11-19,1069.0,Platters
81,2018-11-20,1069.0,Platters
82,2018-11-21,1057.0,Platters
83,2018-11-22,1201.0,Platters
84,2018-11-23,1201.0,Platters
85,2018-11-24,2378.0,Platters
86,2018-11-25,2378.0,Platters
87,2018-11-26,1618.0,Platters
88,2018-11-27,1618.0,Platters
89,2018-11-28,1488.0,Platters
90,2018-11-29,1644.0,Platters
91,2018-11-30,1464.0,Platters
92,2018-12-01,1599.0,Platters
93,2018-12-02,1645.0,Platters
94,2018-12-03,1929.0,Platters
95,2018-12-04,1929.0,Platters
96,2018-12-05,1426.0,Platters
97,2018-12-06,1426.0,Platters
98,2018-12-07,1426.0,Platters
99,2018-12-08,2022.0,Platters
100,2018-12-09,2022.0,Platters
101,2018-12-10,2161.0,Platters
102,2018-12-11,2161.0,Platters
103,2018-12-12,2161.0,Platters
104,2018-12-13,5087.0,Platters
105,2018-12-14,5087.0,Platters
106,2018-12-15,7062.0,Platters
107,2018-12-16,7648.0,Platters
108,2018-12-17,7648.0,Platters
109,2018-12-18,7780.0,Platters
110,2018-12-19,7780.0,Platters
111,2018-12-20,7780.0,Platters
112,2018-12-21,5361.0,Platters
113,2018-12-22,4363.0,Platters
114,2018-12-23,3204.0,Platters
115,2018-12-24,3204.0,Platters
116,2018-12-25,3204.0,Platters
117,2018-12-26,6781.0,Platters
118,2018-12-27,6781.0,Platters
119,2018-12-28,3757.0,Platters
120,2018-12-29,3757.0,Platters
121,2018-12-30,2395.0,Platters
122,2018-12-31,2335.0,Platters
123,2019-01-01,2335.0,Platters
124,2019-01-02,2815.0,Platters
125,2019-01-03,2815.0,Platters
126,2019-01-04,2815.0,Platters
127,2019-01-05,8042.0,Platters
128,2019-01-06,7035.0,Platters
129,2019-01-07,6139.0,Platters
130,2019-01-08,6139.0,Platters
131,2019-01-09,5177.0,Platters
132,2019-01-10,5177.0,Platters
133,2019-01-11,5177.0,Platters
134,2019-01-12,7071.0,Platters
135,2019-01-13,9241.0,Platters
136,2019-01-14,8569.0,Platters
137,2019-01-15,10571.0,Platters
138,2019-01-16,10571.0,Platters
139,2019-01-17,11958.0,Platters
140,2019-01-18,8468.0,Platters
141,2019-01-19,8468.0,Platters
142,2019-01-20,10735.0,Platters
143,2019-01-21,9780.0,Platters
144,2019-01-22,9780.0,Platters
145,2019-01-23,4146.0,Platters
146,2019-01-24,3879.0,Platters
147,2019-01-25,2911.0,Platters
148,2019-01-26,2911.0,Platters
149,2019-01-27,3776.0,Platters
150,2019-01-28,2499.0,Platters
151,2019-01-29,2323.0,Platters
152,2019-01-30,1663.0,Platters
153,2019-01-31,1663.0,Platters
154,2019-02-01,1779.0,Platters
155,2019-02-02,2078.0,Platters
156,2019-02-03,2078.0,Platters
157,2019-02-04,2216.0,Platters
158,2019-02-05,2216.0,Platters
159,2019-02-06,2216.0,Platters
160,2019-02-07,1569.0,Platters
161,2019-02-08,1569.0,Platters
162,2019-02-09,1792.0,Platters
163,2019-02-10,2102.0,Platters
164,2019-02-11,2102.0,Platters
165,2019-02-12,1599.0,Platters
166,2019-02-13,1599.0,Platters
167,2019-02-14,2046.0,Platters
168,2019-02-15,2046.0,Platters
169,2019-02-16,2046.0,Platters
170,2019-02-17,1958.0,Platters
171,2019-02-18,1372.0,Platters
172,2019-02-19,1372.0,Platters
173,2019-02-20,1372.0,Platters
174,2019-02-21,1147.0,Platters
175,2019-02-22,1351.0,Platters
176,2019-02-23,1238.0,Platters
177,2019-02-24,1238.0,Platters
178,2019-02-25,1792.0,Platters
179,2019-02-26,1070.0,Platters
180,2019-02-27,1187.0,Platters
181,2019-02-28,1057.0,Platters
182,2019-03-01,1308.0,Platters
183,2019-03-02,2050.0,Platters
184,2019-03-03,2050.0,Platters
185,2019-03-04,1977.0,Platters
186,2019-03-05,2014.0,Platters
187,2019-03-06,2014.0,Platters
188,2019-03-07,2385.0,Platters
189,2019-03-08,2385.0,Platters
190,2019-03-09,2385.0,Platters
191,2019-03-10,2385.0,Platters
192,2019-03-11,2296.0,Platters
193,2019-03-12,1933.0,Platters
194,2019-03-13,1501.0,Platters
195,2019-03-14,1243.0,Platters
196,2019-03-15,1243.0,Platters
197,2019-03-16,1636.0,Platters
198,2019-03-17,1844.0,Platters
199,2019-03-18,1724.0,Platters
200,2019-03-19,1650.0,Platters
201,2019-03-20,1304.0,Platters
202,2019-03-21,1236.0,Platters
203,2019-03-22,1125.0,Platters
204,2019-03-23,1377.0,Platters
205,2019-03-24,1507.0,Platters
206,2019-03-25,1711.0,Platters
207,2019-03-26,1711.0,Platters
208,2019-03-27,1116.0,Platters
209,2019-03-28,1078.0,Platters
210,2019-03-29,1271.0,Platters
211,2019-03-30,1079.0,Platters
212,2019-03-31,1079.0,Platters
213,2019-04-01,1176.0,Platters
214,2019-04-02,1068.0,Platters
215,2019-04-03,1053.0,Platters
216,2019-04-04,1031.0,Platters
217,2019-04-05,1192.0,Platters
218,2019-04-06,1100.0,Platters
219,2019-04-07,1100.0,Platters
220,2019-04-08,1149.0,Platters
221,2019-04-09,867.0,Platters
222,2019-04-10,867.0,Platters
223,2019-04-11,867.0,Platters
224,2019-04-12,833.0,Platters
225,2019-04-13,833.0,Platters
226,2019-04-14,1256.0,Platters
227,2019-04-15,1181.0,Platters
228,2019-04-16,1181.0,Platters
229,2019-04-17,1009.0,Platters
230,2019-04-18,931.0,Platters
231,2019-04-19,800.0,Platters
232,2019-04-20,843.0,Platters
233,2019-04-21,1035.0,Platters
234,2019-04-22,1035.0,Platters
235,2019-04-23,855.0,Platters
236,2019-04-24,713.0,Platters
237,2019-04-25,710.0,Platters
238,2019-04-26,749.0,Platters
239,2019-04-27,854.0,Platters
240,2019-04-28,1113.0,Platters
241,2019-04-29,1062.0,Platters
242,2019-04-30,856.0,Platters
243,2019-05-01,856.0,Platters
244,2019-05-02,748.0,Platters
245,2019-05-03,866.0,Platters
246,2019-05-04,982.0,Platters
247,2019-05-05,966.0,Platters
248,2019-05-06,1051.0,Platters
249,2019-05-07,736.0,Platters
250,2019-05-08,736.0,Platters
251,2019-05-09,645.0,Platters
252,2019-05-10,702.0,Platters
253,2019-05-11,1143.0,Platters
254,2019-05-12,1474.0,Platters
255,2019-05-13,1807.0,Platters
256,2019-05-14,1841.0,Platters
257,2019-05-15,1355.0,Platters
258,2019-05-16,1355.0,Platters
259,2019-05-17,1975.0,Platters
260,2019-05-18,1940.0,Platters
261,2019-05-19,2593.0,Platters
262,2019-05-20,2661.0,Platters
263,2019-05-21,2300.0,Platters
264,2019-05-22,1263.0,Platters
265,2019-05-23,2187.0,Platters
266,2019-05-24,2435.0,Platters
267,2019-05-25,3029.0,Platters
268,2019-05-26,2200.0,Platters
269,2019-05-27,1485.0,Platters
270,2019-05-28,1430.0,Platters
271,2019-05-29,912.0,Platters
272,2019-05-30,940.0,Platters
273,2019-05-31,1193.0,Platters
274,2019-06-01,1815.0,Platters
275,2019-06-02,1807.0,Platters
276,2019-06-03,1434.0,Platters
277,2019-06-04,1147.0,Platters
278,2019-06-05,1093.0,Platters
279,2019-06-06,1402.0,Platters
280,2019-06-07,1509.0,Platters
281,2019-06-08,1310.0,Platters
282,2019-06-09,1310.0,Platters
283,2019-06-10,1310.0,Platters
284,2019-06-11,1403.0,Platters
285,2019-06-12,1496.0,Platters
286,2019-06-13,1376.0,Platters
287,2019-06-14,1376.0,Platters
288,2019-06-15,2114.0,Platters
289,2019-06-16,2114.0,Platters
290,2019-06-17,2123.0,Platters
291,2019-06-18,1467.0,Platters
292,2019-06-19,2048.0,Platters
293,2019-06-20,2264.0,Platters
294,2019-06-21,2187.0,Platters
295,2019-06-22,1887.0,Platters
296,2019-06-23,1925.0,Platters
297,2019-06-24,2494.0,Platters
298,2019-06-25,1866.0,Platters
299,2019-06-26,2037.0,Platters
300,2019-06-27,2461.0,Platters
301,2019-06-28,2646.0,Platters
302,2019-06-29,2497.0,Platters
303,2019-06-30,3143.0,Platters
304,2019-07-01,3559.0,Platters
305,2019-07-02,2762.0,Platters
306,2019-07-03,2949.0,Platters
307,2019-07-04,2949.0,Platters
308,2019-07-05,3703.0,Platters
309,2019-07-06,4238.0,Platters
310,2019-07-07,4058.0,Platters
311,2019-07-08,2789.0,Platters
312,2019-07-09,3408.0,Platters
313,2019-07-10,3408.0,Platters
314,2019-07-11,1980.0,Platters
315,2019-07-12,1950.0,Platters
316,2019-07-13,2895.0,Platters
317,2019-07-14,2895.0,Platters
318,2019-07-15,2895.0,Platters
319,2019-07-16,4356.0,Platters
320,2019-07-17,3803.0,Platters
321,2019-07-18,2961.0,Platters
322,2019-07-19,2972.0,Platters
323,2019-07-20,2972.0,Platters
324,2019-07-21,2888.0,Platters
325,2019-07-22,2888.0,Platters
326,2019-07-23,2170.0,Platters
327,2019-07-24,2182.0,Platters
328,2019-07-25,2089.0,Platters
329,2019-07-26,2266.0,Platters
330,2019-07-27,2205.0,Platters
331,2019-07-28,2547.0,Platters
332,2019-07-29,2809.0,Platters
333,2019-07-30,2809.0,Platters
334,2019-07-31,2180.0,Platters
335,2019-08-01,2105.0,Platters
336,2019-08-02,2105.0,Platters
337,2019-08-03,1818.0,Platters
338,2019-08-04,1964.0,Platters
339,2019-08-05,2708.0,Platters
340,2019-08-06,2361.0,Platters
341,2019-08-07,1550.0,Platters
342,2019-08-08,1550.0,Platters
343,2019-08-09,1559.0,Platters
344,2019-08-10,1559.0,Platters
345,2019-08-11,2075.0,Platters
346,2019-08-12,2075.0,Platters
347,2019-08-13,2158.0,Platters
348,2019-08-14,1856.0,Platters
349,2019-08-15,1287.0,Platters
350,2019-08-16,1582.0,Platters
351,2019-08-17,1674.0,Platters
352,2019-08-18,2069.0,Platters
353,2019-08-19,2538.0,Platters
354,2019-08-20,2356.0,Platters
355,2019-08-21,1426.0,Platters
356,2019-08-22,1710.0,Platters
357,2019-08-23,1591.0,Platters
358,2019-08-24,1447.0,Platters
359,2019-08-25,1751.0,Platters
360,2019-08-26,1821.0,Platters
361,2019-08-27,1705.0,Platters
362,2019-08-28,1742.0,Platters
363,2019-08-29,1308.0,Platters
364,2019-08-30,1506.0,Platters
365,2019-08-31,1478.0,Platters
366,2019-09-01,1797.0,Platters
367,2019-09-02,1849.0,Platters
368,2019-09-03,1932.0,Platters
369,2019-09-04,1932.0,Platters
370,2019-09-05,1932.0,Platters
371,2019-09-06,1680.0,Platters
372,2019-09-07,1582.0,Platters
373,2019-09-08,1322.0,Platters
374,2019-09-09,1486.0,Platters
375,2019-09-10,1254.0,Platters
376,2019-09-11,1081.0,Platters
377,2019-09-12,1082.0,Platters
378,2019-09-13,1411.0,Platters
379,2019-09-14,1943.0,Platters
380,2019-09-15,1943.0,Platters
381,2019-09-16,2875.0,Platters
382,2019-09-17,2403.0,Platters
383,2019-09-18,1803.0,Platters
384,2019-09-19,2132.0,Platters
385,2019-09-20,2632.0,Platters
386,2019-09-21,2090.0,Platters
387,2019-09-22,2622.0,Platters
388,2019-09-23,2206.0,Platters
389,2019-09-24,1457.0,Platters
390,2019-09-25,1233.0,Platters
391,2019-09-26,1078.0,Platters
392,2019-09-27,1431.0,Platters
393,2019-09-28,1721.0,Platters
394,2019-09-29,1410.0,Platters
395,2019-09-30,1410.0,Platters
396,2019-10-01,1410.0,Platters
397,2019-10-02,1140.0,Platters
398,2019-10-03,1201.0,Platters
399,2019-10-04,1201.0,Platters
400,2019-10-05,1201.0,Platters
401,2019-10-06,1653.0,Platters
402,2019-10-07,1644.0,Platters
403,2019-10-08,1644.0,Platters
404,2019-10-09,1307.0,Platters
405,2019-10-10,1346.0,Platters
406,2019-10-11,1600.0,Platters
407,2019-10-12,1600.0,Platters
408,2019-10-13,1600.0,Platters
409,2019-10-14,1895.0,Platters
410,2019-10-15,1824.0,Platters
411,2019-10-16,1824.0,Platters
412,2019-10-17,977.0,Platters
413,2019-10-18,1200.0,Platters
414,2019-10-19,1369.0,Platters
415,2019-10-20,1301.0,Platters
416,2019-10-21,1932.0,Platters
417,2019-10-22,1932.0,Platters
418,2019-10-23,1321.0,Platters
419,2019-10-24,965.0,Platters
420,2019-10-25,1558.0,Platters
421,2019-10-26,1558.0,Platters
422,2019-10-27,1702.0,Platters
423,2019-10-28,1457.0,Platters
424,2019-10-29,1550.0,Platters
425,2019-10-30,1516.0,Platters
426,2019-10-31,1507.0,Platters
427,2019-11-01,2090.0,Platters
428,2019-11-02,2551.0,Platters
429,2019-11-03,1787.0,Platters
430,2019-11-04,1567.0,Platters
431,2019-11-05,1148.0,Platters
432,2019-11-06,1023.0,Platters
433,2019-11-07,774.0,Platters
434,2019-11-08,1029.0,Platters
435,2019-11-09,1102.0,Platters
436,2019-11-10,1208.0,Platters
437,2019-11-11,1208.0,Platters
438,2019-11-12,1703.0,Platters
439,2019-11-13,1703.0,Platters
440,2019-11-14,1703.0,Platters
441,2019-11-15,3571.0,Platters
442,2019-11-16,3571.0,Platters
443,2019-11-17,3077.0,Platters
444,2019-11-18,5009.0,Platters
445,2019-11-19,5156.0,Platters
446,2019-11-20,5476.0,Platters
447,2019-11-21,5524.0,Platters
448,2019-11-22,5524.0,Platters
449,2019-11-23,5524.0,Platters
450,2019-11-24,2462.0,Platters
451,2019-11-25,1349.0,Platters
452,2019-11-26,1163.0,Platters
453,2019-11-27,1163.0,Platters
454,2019-11-28,1163.0,Platters
455,2019-11-29,3099.0,Platters
456,2019-11-30,3703.0,Platters
457,2019-12-01,3703.0,Platters
458,2019-12-02,3715.0,Platters
459,2019-12-03,3363.0,Platters
460,2019-12-04,2631.0,Platters
461,2019-12-05,2199.0,Platters
462,2019-12-06,2199.0,Platters
463,2019-12-07,2199.0,Platters
464,2019-12-08,2199.0,Platters
465,2019-12-09,7839.0,Platters
466,2019-12-10,7839.0,Platters
467,2019-12-11,7839.0,Platters
468,2019-12-12,6889.0,Platters
469,2019-12-13,6889.0,Platters
470,2019-12-14,6889.0,Platters
471,2019-12-15,7664.0,Platters
472,2019-12-16,7664.0,Platters
473,2019-12-17,7664.0,Platters
474,2019-12-18,9371.0,Platters
475,2019-12-19,9371.0,Platters
476,2019-12-20,8019.0,Platters
477,2019-12-21,6499.0,Platters
478,2019-12-22,6499.0,Platters
479,2019-12-23,6499.0,Platters
480,2019-12-24,3396.0,Platters
481,2019-12-25,3125.0,Platters
482,2019-12-26,3125.0,Platters
483,2019-12-27,3125.0,Platters
484,2019-12-28,2946.0,Platters
485,2019-12-29,2946.0,Platters
486,2019-12-30,2946.0,Platters
487,2019-12-31,6020.0,Platters
488,2020-01-01,7706.0,Platters
489,2020-01-02,10298.0,Platters
490,2020-01-03,10298.0,Platters
491,2020-01-04,12886.0,Platters
492,2020-01-05,15459.0,Platters
493,2020-01-06,15459.0,Platters
494,2020-01-07,20593.0,Platters
495,2020-01-08,20593.0,Platters
496,2020-01-09,20593.0,Platters
497,2020-01-10,8981.0,Platters
498,2020-01-11,8981.0,Platters
499,2020-01-12,8981.0,Platters
500,2020-01-13,16231.0,Platters
501,2020-01-14,11392.0,Platters
502,2020-01-15,11392.0,Platters
503,2020-01-16,7650.0,Platters
504,2020-01-17,7650.0,Platters
505,2020-01-18,7650.0,Platters
506,2020-01-19,5637.0,Platters
507,2020-01-20,5637.0,Platters
508,2020-01-21,5120.0,Platters
509,2020-01-22,5120.0,Platters
510,2020-01-23,5120.0,Platters
511,2020-01-24,3927.0,Platters
512,2020-01-25,3927.0,Platters
513,2020-01-26,3927.0,Platters
514,2020-01-27,3927.0,Platters
515,2020-01-28,3927.0,Platters
516,2020-01-29,2340.0,Platters
517,2020-01-30,2340.0,Platters
518,2020-01-31,2340.0,Platters
519,2020-02-01,3379.0,Platters
520,2020-02-02,3379.0,Platters
521,2020-02-03,4741.0,Platters
522,2020-02-04,4741.0,Platters
523,2020-02-05,11992.0,Platters
524,2020-02-06,17060.0,Platters
525,2020-02-07,17060.0,Platters
526,2020-02-08,18478.0,Platters
527,2020-02-09,18478.0,Platters
528,2020-02-10,18478.0,Platters
529,2020-02-11,27965.0,Platters
530,2020-02-12,27965.0,Platters
531,2020-02-13,27965.0,Platters
532,2020-02-14,18913.0,Platters
533,2020-02-15,18913.0,Platters
534,2020-02-16,18913.0,Platters
535,2020-02-17,18916.0,Platters
536,2020-02-18,18916.0,Platters
537,2020-02-19,17690.0,Platters
538,2020-02-20,17690.0,Platters
539,2020-02-21,17690.0,Platters
540,2020-02-22,17690.0,Platters
541,2020-02-23,6422.0,Platters
542,2020-02-24,6422.0,Platters
543,2020-02-25,6422.0,Platters
544,2020-02-26,4431.0,Platters
545,2020-02-27,4431.0,Platters
546,2020-02-28,4431.0,Platters
547,2020-02-29,3250.0,Platters
548,2020-03-01,3788.0,Platters
549,2020-03-02,3788.0,Platters
550,2020-03-03,3068.0,Platters
551,2020-03-04,2627.0,Platters
552,2020-03-05,2341.0,Platters
553,2020-03-06,2465.0,Platters
554,2020-03-07,2465.0,Platters
555,2020-03-08,2465.0,Platters
556,2020-03-09,2465.0,Platters
557,2020-03-10,2465.0,Platters
558,2020-03-11,-1.0,Platters
