,date,value,name_B06XCGYR89
67,2020-07-30,4458.0,Cups
68,2020-07-31,4476.0,Cups
69,2020-08-01,4476.0,Cups
70,2020-08-02,5058.0,Cups
71,2020-08-03,5058.0,Cups
72,2020-08-04,4522.0,Cups
73,2020-08-05,4522.0,Cups
74,2020-08-06,4542.0,Cups
75,2020-08-07,4542.0,Cups
76,2020-08-08,4513.0,Cups
77,2020-08-09,4571.0,Cups
78,2020-08-10,4545.0,Cups
79,2020-08-11,4545.0,Cups
80,2020-08-12,4637.0,Cups
81,2020-08-13,5082.0,Cups
82,2020-08-14,5388.0,Cups
83,2020-08-15,5498.0,Cups
84,2020-08-16,5498.0,Cups
85,2020-08-17,4797.0,Cups
86,2020-08-18,4498.0,Cups
87,2020-08-19,5403.0,Cups
88,2020-08-20,5403.0,Cups
89,2020-08-21,4405.0,Cups
90,2020-08-22,4405.0,Cups
91,2020-08-23,4811.0,Cups
92,2020-08-24,4731.0,Cups
93,2020-08-25,4731.0,Cups
94,2020-08-26,4731.0,Cups
95,2020-08-27,4580.0,Cups
96,2020-08-28,4553.0,Cups
97,2020-08-29,4553.0,Cups
98,2020-08-30,4852.0,Cups
99,2020-08-31,5014.0,Cups
100,2020-09-01,5014.0,Cups
101,2020-09-02,5158.0,Cups
102,2020-09-03,5053.0,Cups
103,2020-09-04,5532.0,Cups
104,2020-09-05,4898.0,Cups
105,2020-09-06,4898.0,Cups
106,2020-09-07,4788.0,Cups
107,2020-09-08,4481.0,Cups
108,2020-09-09,4481.0,Cups
109,2020-09-10,4900.0,Cups
110,2020-09-11,4405.0,Cups
111,2020-09-12,4405.0,Cups
112,2020-09-13,4491.0,Cups
113,2020-09-14,4879.0,Cups
114,2020-09-15,4826.0,Cups
115,2020-09-16,6115.0,Cups
116,2020-09-17,6115.0,Cups
117,2020-09-18,4206.0,Cups
118,2020-09-19,5509.0,Cups
119,2020-09-20,5509.0,Cups
120,2020-09-21,52245.0,Cups
121,2020-09-22,52245.0,Cups
122,2020-09-23,4669.0,Cups
123,2020-09-24,4984.0,Cups
124,2020-09-25,4984.0,Cups
125,2020-09-26,5091.0,Cups
126,2020-09-27,5091.0,Cups
127,2020-09-28,5317.0,Cups
128,2020-09-29,5317.0,Cups
129,2020-09-30,5278.0,Cups
130,2020-10-01,5278.0,Cups
131,2020-10-02,5202.0,Cups
132,2020-10-03,5018.0,Cups
133,2020-10-04,5018.0,Cups
134,2020-10-05,5441.0,Cups
135,2020-10-06,5437.0,Cups
136,2020-10-07,5761.0,Cups
137,2020-10-08,5761.0,Cups
138,2020-10-09,4905.0,Cups
139,2020-10-10,6302.0,Cups
140,2020-10-11,6135.0,Cups
141,2020-10-12,6135.0,Cups
142,2020-10-13,4986.0,Cups
143,2020-10-14,4986.0,Cups
144,2020-10-15,6057.0,Cups
145,2020-10-16,6057.0,Cups
146,2020-10-17,5259.0,Cups
147,2020-10-18,5259.0,Cups
148,2020-10-19,5834.0,Cups
149,2020-10-20,5103.0,Cups
150,2020-10-21,4840.0,Cups
151,2020-10-22,5433.0,Cups
152,2020-10-23,5433.0,Cups
153,2020-10-24,5814.0,Cups
154,2020-10-25,6028.0,Cups
155,2020-10-26,5873.0,Cups
156,2020-10-27,5873.0,Cups
157,2020-10-28,5614.0,Cups
158,2020-10-29,5614.0,Cups
159,2020-10-30,5590.0,Cups
160,2020-10-31,6310.0,Cups
161,2020-11-01,6310.0,Cups
162,2020-11-02,6310.0,Cups
163,2020-11-03,5794.0,Cups
164,2020-11-04,5794.0,Cups
165,2020-11-05,6042.0,Cups
166,2020-11-06,6042.0,Cups
167,2020-11-07,5727.0,Cups
168,2020-11-08,5727.0,Cups
169,2020-11-09,5861.0,Cups
170,2020-11-10,5861.0,Cups
171,2020-11-11,5483.0,Cups
172,2020-11-12,5483.0,Cups
173,2020-11-13,5355.0,Cups
174,2020-11-14,5355.0,Cups
175,2020-11-15,6592.0,Cups
176,2020-11-16,6592.0,Cups
177,2020-11-17,6329.0,Cups
178,2020-11-18,6329.0,Cups
179,2020-11-19,6826.0,Cups
180,2020-11-20,6826.0,Cups
181,2020-11-21,8065.0,Cups
182,2020-11-22,8065.0,Cups
183,2020-11-23,7990.0,Cups
184,2020-11-24,7990.0,Cups
185,2020-11-25,7350.0,Cups
186,2020-11-26,8292.0,Cups
187,2020-11-27,8292.0,Cups
188,2020-11-28,8292.0,Cups
189,2020-11-29,7249.0,Cups
190,2020-11-30,8246.0,Cups
191,2020-12-01,7957.0,Cups
192,2020-12-02,7955.0,Cups
193,2020-12-03,7955.0,Cups
194,2020-12-04,7955.0,Cups
195,2020-12-05,7136.0,Cups
196,2020-12-06,7136.0,Cups
197,2020-12-07,7123.0,Cups
198,2020-12-08,6535.0,Cups
199,2020-12-09,5704.0,Cups
200,2020-12-10,6137.0,Cups
201,2020-12-11,6680.0,Cups
202,2020-12-12,6445.0,Cups
203,2020-12-13,7836.0,Cups
204,2020-12-14,6530.0,Cups
205,2020-12-15,7415.0,Cups
206,2020-12-16,7881.0,Cups
207,2020-12-17,7660.0,Cups
208,2020-12-18,6763.0,Cups
209,2020-12-19,7772.0,Cups
210,2020-12-20,7907.0,Cups
211,2020-12-21,6782.0,Cups
212,2020-12-22,7122.0,Cups
213,2020-12-23,7022.0,Cups
214,2020-12-24,6601.0,Cups
215,2020-12-25,6424.0,Cups
216,2020-12-26,6204.0,Cups
217,2020-12-27,5574.0,Cups
218,2020-12-28,5563.0,Cups
219,2020-12-29,5884.0,Cups
220,2020-12-30,6671.0,Cups
221,2020-12-31,6575.0,Cups
222,2021-01-01,6811.0,Cups
223,2021-01-02,7392.0,Cups
224,2021-01-03,7012.0,Cups
225,2021-01-04,7357.0,Cups
226,2021-01-05,8257.0,Cups
227,2021-01-06,8748.0,Cups
228,2021-01-07,7131.0,Cups
229,2021-01-08,7665.0,Cups
230,2021-01-09,6177.0,Cups
231,2021-01-10,6177.0,Cups
232,2021-01-11,5931.0,Cups
233,2021-01-12,5931.0,Cups
234,2021-01-13,5480.0,Cups
235,2021-01-14,5480.0,Cups
236,2021-01-15,5368.0,Cups
237,2021-01-16,5368.0,Cups
238,2021-01-17,4753.0,Cups
239,2021-01-18,4753.0,Cups
240,2021-01-19,4632.0,Cups
241,2021-01-20,4121.0,Cups
242,2021-01-21,4121.0,Cups
243,2021-01-22,4121.0,Cups
244,2021-01-23,5450.0,Cups
245,2021-01-24,5450.0,Cups
246,2021-01-25,5217.0,Cups
247,2021-01-26,5217.0,Cups
248,2021-01-27,7029.0,Cups
249,2021-01-28,7294.0,Cups
250,2021-01-29,6991.0,Cups
251,2021-01-30,6991.0,Cups
252,2021-01-31,7772.0,Cups
253,2021-02-01,5817.0,Cups
254,2021-02-02,5817.0,Cups
255,2021-02-03,6354.0,Cups
256,2021-02-04,6354.0,Cups
257,2021-02-05,6218.0,Cups
258,2021-02-06,6218.0,Cups
259,2021-02-07,5535.0,Cups
260,2021-02-08,5535.0,Cups
261,2021-02-09,6845.0,Cups
262,2021-02-10,6845.0,Cups
263,2021-02-11,6820.0,Cups
264,2021-02-12,6820.0,Cups
265,2021-02-13,6515.0,Cups
266,2021-02-14,6515.0,Cups
267,2021-02-15,5709.0,Cups
268,2021-02-16,5849.0,Cups
269,2021-02-17,5740.0,Cups
270,2021-02-18,5740.0,Cups
271,2021-02-19,5474.0,Cups
272,2021-02-20,5101.0,Cups
273,2021-02-21,5101.0,Cups
274,2021-02-22,5101.0,Cups
275,2021-02-23,5947.0,Cups
276,2021-02-24,5043.0,Cups
277,2021-02-25,5043.0,Cups
278,2021-02-26,5043.0,Cups
279,2021-02-27,4453.0,Cups
280,2021-02-28,4453.0,Cups
281,2021-03-01,4169.0,Cups
282,2021-03-02,4519.0,Cups
283,2021-03-03,4519.0,Cups
284,2021-03-04,4427.0,Cups
285,2021-03-05,4427.0,Cups
286,2021-03-06,5470.0,Cups
287,2021-03-07,5133.0,Cups
288,2021-03-08,5133.0,Cups
289,2021-03-09,4354.0,Cups
290,2021-03-10,4589.0,Cups
291,2021-03-11,3906.0,Cups
292,2021-03-12,3529.0,Cups
293,2021-03-13,3529.0,Cups
294,2021-03-14,3529.0,Cups
295,2021-03-15,3072.0,Cups
296,2021-03-16,3095.0,Cups
297,2021-03-17,3462.0,Cups
298,2021-03-18,3462.0,Cups
299,2021-03-19,3361.0,Cups
300,2021-03-20,3361.0,Cups
301,2021-03-21,3936.0,Cups
302,2021-03-22,3464.0,Cups
303,2021-03-23,3333.0,Cups
304,2021-03-24,3684.0,Cups
305,2021-03-25,3684.0,Cups
306,2021-03-26,3684.0,Cups
307,2021-03-27,3189.0,Cups
308,2021-03-28,3189.0,Cups
309,2021-03-29,3128.0,Cups
310,2021-03-30,3463.0,Cups
311,2021-03-31,3463.0,Cups
312,2021-04-01,3463.0,Cups
313,2021-04-02,3075.0,Cups
314,2021-04-03,3174.0,Cups
315,2021-04-04,3174.0,Cups
316,2021-04-05,2676.0,Cups
317,2021-04-06,2676.0,Cups
318,2021-04-07,2170.0,Cups
319,2021-04-08,2170.0,Cups
320,2021-04-09,2113.0,Cups
321,2021-04-10,2796.0,Cups
322,2021-04-11,2796.0,Cups
323,2021-04-12,2796.0,Cups
324,2021-04-13,3993.0,Cups
325,2021-04-14,3993.0,Cups
326,2021-04-15,3703.0,Cups
327,2021-04-16,2947.0,Cups
328,2021-04-17,2947.0,Cups
329,2021-04-18,2289.0,Cups
330,2021-04-19,2289.0,Cups
331,2021-04-20,2450.0,Cups
332,2021-04-21,2357.0,Cups
333,2021-04-22,2426.0,Cups
334,2021-04-23,2401.0,Cups
335,2021-04-24,2401.0,Cups
336,2021-04-25,2544.0,Cups
337,2021-04-26,2544.0,Cups
338,2021-04-27,2048.0,Cups
339,2021-04-28,2640.0,Cups
340,2021-04-29,2640.0,Cups
341,2021-04-30,2563.0,Cups
342,2021-05-01,2441.0,Cups
343,2021-05-02,2441.0,Cups
344,2021-05-03,2825.0,Cups
345,2021-05-04,2415.0,Cups
346,2021-05-05,2603.0,Cups
347,2021-05-06,2270.0,Cups
348,2021-05-07,2270.0,Cups
349,2021-05-08,2207.0,Cups
350,2021-05-09,2793.0,Cups
351,2021-05-10,2502.0,Cups
352,2021-05-11,2502.0,Cups
353,2021-05-12,2101.0,Cups
354,2021-05-13,2101.0,Cups
355,2021-05-14,2088.0,Cups
356,2021-05-15,2088.0,Cups
357,2021-05-16,2298.0,Cups
358,2021-05-17,1926.0,Cups
359,2021-05-18,1926.0,Cups
360,2021-05-19,1723.0,Cups
361,2021-05-20,1641.0,Cups
362,2021-05-21,1301.0,Cups
363,2021-05-22,1301.0,Cups
364,2021-05-23,2047.0,Cups
365,2021-05-24,2047.0,Cups
366,2021-05-25,2003.0,Cups
367,2021-05-26,2003.0,Cups
368,2021-05-27,2102.0,Cups
369,2021-05-28,2135.0,Cups
370,2021-05-29,2503.0,Cups
371,2021-05-30,2503.0,Cups
372,2021-05-31,3205.0,Cups
373,2021-06-01,3205.0,Cups
374,2021-06-02,3567.0,Cups
375,2021-06-03,3567.0,Cups
376,2021-06-04,3778.0,Cups
377,2021-06-05,3887.0,Cups
378,2021-06-06,3887.0,Cups
379,2021-06-07,2601.0,Cups
380,2021-06-08,2646.0,Cups
381,2021-06-09,2646.0,Cups
382,2021-06-10,2646.0,Cups
383,2021-06-11,2647.0,Cups
384,2021-06-12,2238.0,Cups
385,2021-06-13,2238.0,Cups
386,2021-06-14,2154.0,Cups
387,2021-06-15,2154.0,Cups
388,2021-06-16,2789.0,Cups
389,2021-06-17,2631.0,Cups
390,2021-06-18,3060.0,Cups
391,2021-06-19,3060.0,Cups
392,2021-06-20,4368.0,Cups
393,2021-06-21,5515.0,Cups
394,2021-06-22,6018.0,Cups
395,2021-06-23,6018.0,Cups
396,2021-06-24,5205.0,Cups
397,2021-06-25,5205.0,Cups
398,2021-06-26,3417.0,Cups
399,2021-06-27,2839.0,Cups
400,2021-06-28,2105.0,Cups
401,2021-06-29,2300.0,Cups
402,2021-06-30,2300.0,Cups
403,2021-07-01,3123.0,Cups
404,2021-07-02,3123.0,Cups
405,2021-07-03,3123.0,Cups
406,2021-07-04,3772.0,Cups
407,2021-07-05,3140.0,Cups
408,2021-07-06,3140.0,Cups
409,2021-07-07,4270.0,Cups
410,2021-07-08,4270.0,Cups
411,2021-07-09,5063.0,Cups
412,2021-07-10,5605.0,Cups
