,date,value,name_B08PYW67H9
150,2021-06-17,17554.0,Wall & Tabletop Frames
151,2021-06-18,17554.0,Wall & Tabletop Frames
152,2021-06-19,17554.0,Wall & Tabletop Frames
153,2021-06-20,16951.0,Wall & Tabletop Frames
154,2021-06-21,24870.0,Wall & Tabletop Frames
155,2021-06-22,63412.0,Wall & Tabletop Frames
156,2021-06-23,63412.0,Wall & Tabletop Frames
157,2021-06-24,69980.0,Wall & Tabletop Frames
158,2021-06-25,69980.0,Wall & Tabletop Frames
159,2021-06-26,69980.0,Wall & Tabletop Frames
160,2021-06-27,120620.0,Wall & Tabletop Frames
161,2021-06-28,120620.0,Wall & Tabletop Frames
162,2021-06-29,120620.0,Wall & Tabletop Frames
163,2021-06-30,79550.0,Wall & Tabletop Frames
164,2021-07-01,79550.0,Wall & Tabletop Frames
165,2021-07-02,100636.0,Wall & Tabletop Frames
166,2021-07-03,100636.0,Wall & Tabletop Frames
167,2021-07-04,100636.0,Wall & Tabletop Frames
168,2021-07-05,100636.0,Wall & Tabletop Frames
169,2021-07-06,223749.0,Wall & Tabletop Frames
170,2021-07-07,223749.0,Wall & Tabletop Frames
171,2021-07-08,223749.0,Wall & Tabletop Frames
172,2021-07-09,46413.0,Wall & Tabletop Frames
173,2021-07-10,46413.0,Wall & Tabletop Frames
174,2021-07-11,35089.0,Wall & Tabletop Frames
