,date,value,name_B07K9LT2NL
189,2019-11-25,42361.0,Shade Cloth
190,2019-11-26,42361.0,Shade Cloth
191,2019-11-27,42361.0,Shade Cloth
192,2019-11-28,42361.0,Shade Cloth
193,2019-11-29,42361.0,Shade Cloth
194,2019-11-30,42361.0,Shade Cloth
195,2019-12-01,42361.0,Shade Cloth
196,2019-12-02,42361.0,Shade Cloth
197,2019-12-03,42361.0,Shade Cloth
198,2019-12-04,42361.0,Shade Cloth
199,2019-12-05,42361.0,Shade Cloth
200,2019-12-06,42361.0,Shade Cloth
201,2019-12-07,23717.0,Shade Cloth
202,2019-12-08,23717.0,Shade Cloth
203,2019-12-09,23717.0,Shade Cloth
204,2019-12-10,48577.0,Shade Cloth
205,2019-12-11,47145.0,Shade Cloth
206,2019-12-12,47145.0,Shade Cloth
207,2019-12-13,47145.0,Shade Cloth
208,2019-12-14,47145.0,Shade Cloth
209,2019-12-15,47145.0,Shade Cloth
210,2019-12-16,47145.0,Shade Cloth
211,2019-12-17,47145.0,Shade Cloth
212,2019-12-18,47145.0,Shade Cloth
213,2019-12-19,47145.0,Shade Cloth
214,2019-12-20,39217.0,Shade Cloth
215,2019-12-21,39217.0,Shade Cloth
216,2019-12-22,40472.0,Shade Cloth
217,2019-12-23,40472.0,Shade Cloth
218,2019-12-24,40472.0,Shade Cloth
219,2019-12-25,40472.0,Shade Cloth
220,2019-12-26,40472.0,Shade Cloth
221,2019-12-27,40472.0,Shade Cloth
222,2019-12-28,40472.0,Shade Cloth
223,2019-12-29,40472.0,Shade Cloth
224,2019-12-30,40472.0,Shade Cloth
225,2019-12-31,61860.0,Shade Cloth
226,2020-01-01,61860.0,Shade Cloth
227,2020-01-02,61860.0,Shade Cloth
228,2020-01-03,61860.0,Shade Cloth
229,2020-01-04,61860.0,Shade Cloth
230,2020-01-05,61860.0,Shade Cloth
231,2020-01-06,61860.0,Shade Cloth
232,2020-01-07,61860.0,Shade Cloth
233,2020-01-08,61860.0,Shade Cloth
234,2020-01-09,61860.0,Shade Cloth
235,2020-01-10,39080.0,Shade Cloth
236,2020-01-11,25770.0,Shade Cloth
237,2020-01-12,36035.0,Shade Cloth
238,2020-01-13,21478.0,Shade Cloth
239,2020-01-14,45470.0,Shade Cloth
240,2020-01-15,45470.0,Shade Cloth
241,2020-01-16,45470.0,Shade Cloth
242,2020-01-17,45470.0,Shade Cloth
243,2020-01-18,45470.0,Shade Cloth
244,2020-01-19,54447.0,Shade Cloth
245,2020-01-20,54447.0,Shade Cloth
246,2020-01-21,56586.0,Shade Cloth
247,2020-01-22,56586.0,Shade Cloth
248,2020-01-23,56586.0,Shade Cloth
249,2020-01-24,56586.0,Shade Cloth
250,2020-01-25,56586.0,Shade Cloth
251,2020-01-26,15715.0,Shade Cloth
252,2020-01-27,18997.0,Shade Cloth
253,2020-01-28,18997.0,Shade Cloth
254,2020-01-29,18997.0,Shade Cloth
255,2020-01-30,18997.0,Shade Cloth
256,2020-01-31,18997.0,Shade Cloth
257,2020-02-01,18997.0,Shade Cloth
258,2020-02-02,18997.0,Shade Cloth
259,2020-02-03,18997.0,Shade Cloth
260,2020-02-04,44998.0,Shade Cloth
261,2020-02-05,44998.0,Shade Cloth
262,2020-02-06,44998.0,Shade Cloth
263,2020-02-07,44998.0,Shade Cloth
264,2020-02-08,47482.0,Shade Cloth
265,2020-02-09,47482.0,Shade Cloth
266,2020-02-10,47482.0,Shade Cloth
267,2020-02-11,58737.0,Shade Cloth
268,2020-02-12,58737.0,Shade Cloth
269,2020-02-13,58737.0,Shade Cloth
270,2020-02-14,58737.0,Shade Cloth
271,2020-02-15,58737.0,Shade Cloth
272,2020-02-16,58737.0,Shade Cloth
273,2020-02-17,58737.0,Shade Cloth
274,2020-02-18,58737.0,Shade Cloth
275,2020-02-19,58737.0,Shade Cloth
276,2020-02-20,24769.0,Shade Cloth
277,2020-02-21,24769.0,Shade Cloth
278,2020-02-22,24769.0,Shade Cloth
279,2020-02-23,24769.0,Shade Cloth
280,2020-02-24,24769.0,Shade Cloth
281,2020-02-25,24769.0,Shade Cloth
282,2020-02-26,24901.0,Shade Cloth
283,2020-02-27,24901.0,Shade Cloth
284,2020-02-28,23145.0,Shade Cloth
285,2020-02-29,19180.0,Shade Cloth
286,2020-03-01,19180.0,Shade Cloth
287,2020-03-02,14509.0,Shade Cloth
288,2020-03-03,14509.0,Shade Cloth
289,2020-03-04,14509.0,Shade Cloth
290,2020-03-05,14509.0,Shade Cloth
291,2020-03-06,14509.0,Shade Cloth
292,2020-03-07,14509.0,Shade Cloth
293,2020-03-08,14509.0,Shade Cloth
294,2020-03-09,14509.0,Shade Cloth
295,2020-03-10,14509.0,Shade Cloth
296,2020-03-11,14509.0,Shade Cloth
297,2020-03-12,14509.0,Shade Cloth
298,2020-03-13,15325.0,Shade Cloth
299,2020-03-14,15325.0,Shade Cloth
300,2020-03-15,15325.0,Shade Cloth
301,2020-03-16,15325.0,Shade Cloth
302,2020-03-17,15325.0,Shade Cloth
303,2020-03-18,15325.0,Shade Cloth
304,2020-03-19,12849.0,Shade Cloth
305,2020-03-20,12849.0,Shade Cloth
306,2020-03-21,12849.0,Shade Cloth
307,2020-03-22,12849.0,Shade Cloth
308,2020-03-23,12849.0,Shade Cloth
309,2020-03-24,12849.0,Shade Cloth
310,2020-03-25,12849.0,Shade Cloth
311,2020-03-26,12849.0,Shade Cloth
312,2020-03-27,12849.0,Shade Cloth
313,2020-03-28,19566.0,Shade Cloth
314,2020-03-29,19566.0,Shade Cloth
315,2020-03-30,10986.0,Shade Cloth
316,2020-03-31,10986.0,Shade Cloth
317,2020-04-01,10986.0,Shade Cloth
318,2020-04-02,14701.0,Shade Cloth
319,2020-04-03,14701.0,Shade Cloth
320,2020-04-04,14701.0,Shade Cloth
321,2020-04-05,14975.0,Shade Cloth
322,2020-04-06,14975.0,Shade Cloth
323,2020-04-07,14975.0,Shade Cloth
324,2020-04-08,14975.0,Shade Cloth
325,2020-04-09,14975.0,Shade Cloth
326,2020-04-10,14975.0,Shade Cloth
327,2020-04-11,13570.0,Shade Cloth
328,2020-04-12,13570.0,Shade Cloth
329,2020-04-13,11217.0,Shade Cloth
330,2020-04-14,11217.0,Shade Cloth
331,2020-04-15,11013.0,Shade Cloth
332,2020-04-16,11013.0,Shade Cloth
333,2020-04-17,11013.0,Shade Cloth
334,2020-04-18,11013.0,Shade Cloth
335,2020-04-19,11013.0,Shade Cloth
336,2020-04-20,11013.0,Shade Cloth
337,2020-04-21,11013.0,Shade Cloth
338,2020-04-22,11013.0,Shade Cloth
339,2020-04-23,11013.0,Shade Cloth
340,2020-04-24,11013.0,Shade Cloth
341,2020-04-25,11013.0,Shade Cloth
342,2020-04-26,6578.0,Shade Cloth
343,2020-04-27,6578.0,Shade Cloth
344,2020-04-28,6578.0,Shade Cloth
345,2020-04-29,6578.0,Shade Cloth
346,2020-04-30,6578.0,Shade Cloth
347,2020-05-01,6578.0,Shade Cloth
348,2020-05-02,6578.0,Shade Cloth
349,2020-05-03,6578.0,Shade Cloth
350,2020-05-04,6578.0,Shade Cloth
351,2020-05-05,13721.0,Shade Cloth
352,2020-05-06,13721.0,Shade Cloth
353,2020-05-07,19012.0,Shade Cloth
354,2020-05-08,12993.0,Shade Cloth
355,2020-05-09,12993.0,Shade Cloth
356,2020-05-10,12993.0,Shade Cloth
357,2020-05-11,12993.0,Shade Cloth
358,2020-05-12,19641.0,Shade Cloth
359,2020-05-13,19641.0,Shade Cloth
360,2020-05-14,23310.0,Shade Cloth
361,2020-05-15,23310.0,Shade Cloth
362,2020-05-16,23310.0,Shade Cloth
363,2020-05-17,23310.0,Shade Cloth
364,2020-05-18,23310.0,Shade Cloth
365,2020-05-19,23310.0,Shade Cloth
366,2020-05-20,23310.0,Shade Cloth
367,2020-05-21,23310.0,Shade Cloth
368,2020-05-22,19620.0,Shade Cloth
369,2020-05-23,28286.0,Shade Cloth
370,2020-05-24,28286.0,Shade Cloth
371,2020-05-25,28286.0,Shade Cloth
372,2020-05-26,28286.0,Shade Cloth
373,2020-05-27,28286.0,Shade Cloth
374,2020-05-28,28286.0,Shade Cloth
375,2020-05-29,28313.0,Shade Cloth
376,2020-05-30,28313.0,Shade Cloth
377,2020-05-31,28313.0,Shade Cloth
378,2020-06-01,28313.0,Shade Cloth
379,2020-06-02,16452.0,Shade Cloth
380,2020-06-03,16452.0,Shade Cloth
381,2020-06-04,28238.0,Shade Cloth
382,2020-06-05,28238.0,Shade Cloth
383,2020-06-06,28238.0,Shade Cloth
384,2020-06-07,28238.0,Shade Cloth
385,2020-06-08,28238.0,Shade Cloth
386,2020-06-09,28238.0,Shade Cloth
387,2020-06-10,28238.0,Shade Cloth
388,2020-06-11,28238.0,Shade Cloth
389,2020-06-12,28238.0,Shade Cloth
390,2020-06-13,28238.0,Shade Cloth
391,2020-06-14,28238.0,Shade Cloth
392,2020-06-15,21153.0,Shade Cloth
393,2020-06-16,21153.0,Shade Cloth
394,2020-06-17,21153.0,Shade Cloth
395,2020-06-18,21153.0,Shade Cloth
396,2020-06-19,21153.0,Shade Cloth
397,2020-06-20,21153.0,Shade Cloth
398,2020-06-21,21153.0,Shade Cloth
399,2020-06-22,21153.0,Shade Cloth
400,2020-06-23,21153.0,Shade Cloth
401,2020-06-24,21153.0,Shade Cloth
402,2020-06-25,21153.0,Shade Cloth
403,2020-06-26,23656.0,Shade Cloth
404,2020-06-27,23656.0,Shade Cloth
405,2020-06-28,23656.0,Shade Cloth
406,2020-06-29,23656.0,Shade Cloth
407,2020-06-30,23656.0,Shade Cloth
408,2020-07-01,23656.0,Shade Cloth
409,2020-07-02,23656.0,Shade Cloth
410,2020-07-03,23656.0,Shade Cloth
411,2020-07-04,23656.0,Shade Cloth
412,2020-07-05,23656.0,Shade Cloth
413,2020-07-06,18148.0,Shade Cloth
414,2020-07-07,18148.0,Shade Cloth
415,2020-07-08,18829.0,Shade Cloth
416,2020-07-09,18829.0,Shade Cloth
417,2020-07-10,18829.0,Shade Cloth
418,2020-07-11,18829.0,Shade Cloth
419,2020-07-12,18829.0,Shade Cloth
420,2020-07-13,18829.0,Shade Cloth
421,2020-07-14,18829.0,Shade Cloth
422,2020-07-15,18829.0,Shade Cloth
423,2020-07-16,18829.0,Shade Cloth
424,2020-07-17,18829.0,Shade Cloth
425,2020-07-18,18829.0,Shade Cloth
426,2020-07-19,24305.0,Shade Cloth
427,2020-07-20,24305.0,Shade Cloth
428,2020-07-21,21177.0,Shade Cloth
429,2020-07-22,21177.0,Shade Cloth
430,2020-07-23,31800.0,Shade Cloth
431,2020-07-24,26928.0,Shade Cloth
432,2020-07-25,26928.0,Shade Cloth
433,2020-07-26,26928.0,Shade Cloth
434,2020-07-27,17018.0,Shade Cloth
435,2020-07-28,17018.0,Shade Cloth
436,2020-07-29,17018.0,Shade Cloth
437,2020-07-30,17018.0,Shade Cloth
438,2020-07-31,17018.0,Shade Cloth
439,2020-08-01,17018.0,Shade Cloth
440,2020-08-02,16665.0,Shade Cloth
441,2020-08-03,16665.0,Shade Cloth
442,2020-08-04,16665.0,Shade Cloth
443,2020-08-05,16665.0,Shade Cloth
444,2020-08-06,26386.0,Shade Cloth
445,2020-08-07,26386.0,Shade Cloth
446,2020-08-08,26386.0,Shade Cloth
447,2020-08-09,26386.0,Shade Cloth
448,2020-08-10,26386.0,Shade Cloth
449,2020-08-11,26386.0,Shade Cloth
450,2020-08-12,26386.0,Shade Cloth
451,2020-08-13,26386.0,Shade Cloth
452,2020-08-14,26386.0,Shade Cloth
453,2020-08-15,26386.0,Shade Cloth
454,2020-08-16,26386.0,Shade Cloth
455,2020-08-17,26386.0,Shade Cloth
456,2020-08-18,26386.0,Shade Cloth
457,2020-08-19,26386.0,Shade Cloth
458,2020-08-20,26386.0,Shade Cloth
459,2020-08-21,26386.0,Shade Cloth
460,2020-08-22,26386.0,Shade Cloth
461,2020-08-23,26386.0,Shade Cloth
462,2020-08-24,26386.0,Shade Cloth
463,2020-08-25,26386.0,Shade Cloth
464,2020-08-26,26386.0,Shade Cloth
465,2020-08-27,26386.0,Shade Cloth
466,2020-08-28,46133.0,Shade Cloth
467,2020-08-29,46133.0,Shade Cloth
468,2020-08-30,46133.0,Shade Cloth
469,2020-08-31,46133.0,Shade Cloth
470,2020-09-01,46133.0,Shade Cloth
471,2020-09-02,46133.0,Shade Cloth
472,2020-09-03,46133.0,Shade Cloth
473,2020-09-04,46133.0,Shade Cloth
474,2020-09-05,48437.0,Shade Cloth
475,2020-09-06,48437.0,Shade Cloth
476,2020-09-07,48437.0,Shade Cloth
477,2020-09-08,48437.0,Shade Cloth
478,2020-09-09,41986.0,Shade Cloth
479,2020-09-10,41986.0,Shade Cloth
480,2020-09-11,41986.0,Shade Cloth
481,2020-09-12,41986.0,Shade Cloth
482,2020-09-13,41986.0,Shade Cloth
483,2020-09-14,41986.0,Shade Cloth
484,2020-09-15,41986.0,Shade Cloth
485,2020-09-16,41986.0,Shade Cloth
486,2020-09-17,41986.0,Shade Cloth
487,2020-09-18,41986.0,Shade Cloth
488,2020-09-19,41986.0,Shade Cloth
489,2020-09-20,41986.0,Shade Cloth
490,2020-09-21,41986.0,Shade Cloth
491,2020-09-22,41986.0,Shade Cloth
492,2020-09-23,41986.0,Shade Cloth
493,2020-09-24,41986.0,Shade Cloth
494,2020-09-25,41986.0,Shade Cloth
495,2020-09-26,41986.0,Shade Cloth
496,2020-09-27,41986.0,Shade Cloth
497,2020-09-28,41986.0,Shade Cloth
498,2020-09-29,41986.0,Shade Cloth
499,2020-09-30,41986.0,Shade Cloth
500,2020-10-01,41986.0,Shade Cloth
501,2020-10-02,41986.0,Shade Cloth
502,2020-10-03,32413.0,Shade Cloth
503,2020-10-04,32413.0,Shade Cloth
504,2020-10-05,62821.0,Shade Cloth
505,2020-10-06,62821.0,Shade Cloth
506,2020-10-07,62821.0,Shade Cloth
507,2020-10-08,62821.0,Shade Cloth
508,2020-10-09,62821.0,Shade Cloth
509,2020-10-10,62821.0,Shade Cloth
510,2020-10-11,62821.0,Shade Cloth
511,2020-10-12,40215.0,Shade Cloth
512,2020-10-13,40215.0,Shade Cloth
513,2020-10-14,40215.0,Shade Cloth
514,2020-10-15,40215.0,Shade Cloth
515,2020-10-16,40215.0,Shade Cloth
516,2020-10-17,40215.0,Shade Cloth
517,2020-10-18,40215.0,Shade Cloth
518,2020-10-19,40215.0,Shade Cloth
519,2020-10-20,40215.0,Shade Cloth
520,2020-10-21,40215.0,Shade Cloth
521,2020-10-22,40215.0,Shade Cloth
522,2020-10-23,39200.0,Shade Cloth
523,2020-10-24,48312.0,Shade Cloth
524,2020-10-25,45500.0,Shade Cloth
525,2020-10-26,44320.0,Shade Cloth
526,2020-10-27,44320.0,Shade Cloth
527,2020-10-28,44320.0,Shade Cloth
528,2020-10-29,32861.0,Shade Cloth
529,2020-10-30,32861.0,Shade Cloth
530,2020-10-31,32861.0,Shade Cloth
531,2020-11-01,41594.0,Shade Cloth
532,2020-11-02,40211.0,Shade Cloth
533,2020-11-03,52548.0,Shade Cloth
534,2020-11-04,50017.0,Shade Cloth
535,2020-11-05,51600.0,Shade Cloth
536,2020-11-06,51600.0,Shade Cloth
537,2020-11-07,51600.0,Shade Cloth
538,2020-11-08,26931.0,Shade Cloth
539,2020-11-09,26931.0,Shade Cloth
540,2020-11-10,34505.0,Shade Cloth
541,2020-11-11,51551.0,Shade Cloth
542,2020-11-12,51551.0,Shade Cloth
543,2020-11-13,75046.0,Shade Cloth
544,2020-11-14,75046.0,Shade Cloth
545,2020-11-15,75046.0,Shade Cloth
546,2020-11-16,75046.0,Shade Cloth
547,2020-11-17,55194.0,Shade Cloth
548,2020-11-18,71004.0,Shade Cloth
549,2020-11-19,95466.0,Shade Cloth
550,2020-11-20,99480.0,Shade Cloth
551,2020-11-21,99480.0,Shade Cloth
552,2020-11-22,99480.0,Shade Cloth
553,2020-11-23,51184.0,Shade Cloth
554,2020-11-24,77286.0,Shade Cloth
555,2020-11-25,72000.0,Shade Cloth
556,2020-11-26,80173.0,Shade Cloth
557,2020-11-27,60066.0,Shade Cloth
558,2020-11-28,60066.0,Shade Cloth
559,2020-11-29,60066.0,Shade Cloth
560,2020-11-30,60066.0,Shade Cloth
561,2020-12-01,65924.0,Shade Cloth
562,2020-12-02,66282.0,Shade Cloth
563,2020-12-03,66282.0,Shade Cloth
564,2020-12-04,66282.0,Shade Cloth
565,2020-12-05,80590.0,Shade Cloth
566,2020-12-06,80590.0,Shade Cloth
567,2020-12-07,122107.0,Shade Cloth
568,2020-12-08,120824.0,Shade Cloth
569,2020-12-09,66054.0,Shade Cloth
570,2020-12-10,77525.0,Shade Cloth
571,2020-12-11,77525.0,Shade Cloth
572,2020-12-12,77525.0,Shade Cloth
573,2020-12-13,104440.0,Shade Cloth
574,2020-12-14,104440.0,Shade Cloth
575,2020-12-15,119674.0,Shade Cloth
576,2020-12-16,119674.0,Shade Cloth
577,2020-12-17,57200.0,Shade Cloth
578,2020-12-18,57200.0,Shade Cloth
579,2020-12-19,57200.0,Shade Cloth
580,2020-12-20,77977.0,Shade Cloth
581,2020-12-21,98530.0,Shade Cloth
582,2020-12-22,107330.0,Shade Cloth
583,2020-12-23,107330.0,Shade Cloth
584,2020-12-24,107330.0,Shade Cloth
585,2020-12-25,73546.0,Shade Cloth
586,2020-12-26,73546.0,Shade Cloth
587,2020-12-27,73546.0,Shade Cloth
588,2020-12-28,76766.0,Shade Cloth
589,2020-12-29,76766.0,Shade Cloth
590,2020-12-30,47855.0,Shade Cloth
591,2020-12-31,47855.0,Shade Cloth
592,2021-01-01,47855.0,Shade Cloth
593,2021-01-02,73684.0,Shade Cloth
594,2021-01-03,39855.0,Shade Cloth
595,2021-01-04,39855.0,Shade Cloth
596,2021-01-05,39855.0,Shade Cloth
597,2021-01-06,71987.0,Shade Cloth
598,2021-01-07,71987.0,Shade Cloth
599,2021-01-08,74622.0,Shade Cloth
600,2021-01-09,62629.0,Shade Cloth
601,2021-01-10,62629.0,Shade Cloth
602,2021-01-11,62629.0,Shade Cloth
603,2021-01-12,62629.0,Shade Cloth
604,2021-01-13,84794.0,Shade Cloth
605,2021-01-14,84794.0,Shade Cloth
606,2021-01-15,35400.0,Shade Cloth
607,2021-01-16,49620.0,Shade Cloth
608,2021-01-17,37686.0,Shade Cloth
609,2021-01-18,39835.0,Shade Cloth
610,2021-01-19,39835.0,Shade Cloth
611,2021-01-20,51243.0,Shade Cloth
612,2021-01-21,51243.0,Shade Cloth
613,2021-01-22,49298.0,Shade Cloth
614,2021-01-23,70963.0,Shade Cloth
615,2021-01-24,70963.0,Shade Cloth
616,2021-01-25,43247.0,Shade Cloth
617,2021-01-26,56457.0,Shade Cloth
618,2021-01-27,24749.0,Shade Cloth
619,2021-01-28,58529.0,Shade Cloth
620,2021-01-29,79642.0,Shade Cloth
621,2021-01-30,79671.0,Shade Cloth
622,2021-01-31,79671.0,Shade Cloth
623,2021-02-01,79671.0,Shade Cloth
624,2021-02-02,85636.0,Shade Cloth
625,2021-02-03,85636.0,Shade Cloth
626,2021-02-04,45328.0,Shade Cloth
627,2021-02-05,23804.0,Shade Cloth
628,2021-02-06,31685.0,Shade Cloth
629,2021-02-07,37568.0,Shade Cloth
630,2021-02-08,34090.0,Shade Cloth
631,2021-02-09,33714.0,Shade Cloth
632,2021-02-10,28815.0,Shade Cloth
633,2021-02-11,45020.0,Shade Cloth
