,date,value,name_B084RBSB9J
97,2020-08-29,2586.0,Astaxanthin
98,2020-08-30,2586.0,Astaxanthin
99,2020-08-31,2914.0,Astaxanthin
100,2020-09-01,2914.0,Astaxanthin
101,2020-09-02,2914.0,Astaxanthin
102,2020-09-03,3859.0,Astaxanthin
103,2020-09-04,3859.0,Astaxanthin
104,2020-09-05,3859.0,Astaxanthin
105,2020-09-06,4048.0,Astaxanthin
106,2020-09-07,4048.0,Astaxanthin
107,2020-09-08,4048.0,Astaxanthin
108,2020-09-09,3399.0,Astaxanthin
109,2020-09-10,3494.0,Astaxanthin
110,2020-09-11,3494.0,Astaxanthin
111,2020-09-12,3494.0,Astaxanthin
112,2020-09-13,3656.0,Astaxanthin
113,2020-09-14,3656.0,Astaxanthin
114,2020-09-15,3656.0,Astaxanthin
115,2020-09-16,2956.0,Astaxanthin
116,2020-09-17,2956.0,Astaxanthin
117,2020-09-18,2956.0,Astaxanthin
118,2020-09-19,3178.0,Astaxanthin
119,2020-09-20,2937.0,Astaxanthin
120,2020-09-21,2937.0,Astaxanthin
121,2020-09-22,3870.0,Astaxanthin
122,2020-09-23,3870.0,Astaxanthin
123,2020-09-24,5748.0,Astaxanthin
124,2020-09-25,5748.0,Astaxanthin
125,2020-09-26,5748.0,Astaxanthin
126,2020-09-27,4310.0,Astaxanthin
127,2020-09-28,4366.0,Astaxanthin
128,2020-09-29,4366.0,Astaxanthin
129,2020-09-30,4046.0,Astaxanthin
130,2020-10-01,4046.0,Astaxanthin
131,2020-10-02,3240.0,Astaxanthin
132,2020-10-03,3240.0,Astaxanthin
133,2020-10-04,3510.0,Astaxanthin
134,2020-10-05,3510.0,Astaxanthin
135,2020-10-06,3497.0,Astaxanthin
136,2020-10-07,3497.0,Astaxanthin
137,2020-10-08,3497.0,Astaxanthin
138,2020-10-09,3401.0,Astaxanthin
139,2020-10-10,3228.0,Astaxanthin
140,2020-10-11,3512.0,Astaxanthin
141,2020-10-12,3512.0,Astaxanthin
142,2020-10-13,3512.0,Astaxanthin
143,2020-10-14,4099.0,Astaxanthin
144,2020-10-15,4099.0,Astaxanthin
145,2020-10-16,4887.0,Astaxanthin
146,2020-10-17,4887.0,Astaxanthin
147,2020-10-18,2564.0,Astaxanthin
148,2020-10-19,2564.0,Astaxanthin
149,2020-10-20,2564.0,Astaxanthin
150,2020-10-21,3740.0,Astaxanthin
151,2020-10-22,3796.0,Astaxanthin
152,2020-10-23,3796.0,Astaxanthin
153,2020-10-24,3796.0,Astaxanthin
154,2020-10-25,3980.0,Astaxanthin
155,2020-10-26,3980.0,Astaxanthin
156,2020-10-27,3980.0,Astaxanthin
157,2020-10-28,3645.0,Astaxanthin
158,2020-10-29,3645.0,Astaxanthin
159,2020-10-30,3512.0,Astaxanthin
160,2020-10-31,3643.0,Astaxanthin
161,2020-11-01,3236.0,Astaxanthin
162,2020-11-02,3389.0,Astaxanthin
163,2020-11-03,3389.0,Astaxanthin
164,2020-11-04,3389.0,Astaxanthin
165,2020-11-05,3606.0,Astaxanthin
166,2020-11-06,3606.0,Astaxanthin
167,2020-11-07,3593.0,Astaxanthin
168,2020-11-08,3593.0,Astaxanthin
169,2020-11-09,3593.0,Astaxanthin
170,2020-11-10,3664.0,Astaxanthin
171,2020-11-11,3664.0,Astaxanthin
172,2020-11-12,3254.0,Astaxanthin
173,2020-11-13,3254.0,Astaxanthin
174,2020-11-14,3254.0,Astaxanthin
175,2020-11-15,3766.0,Astaxanthin
176,2020-11-16,3766.0,Astaxanthin
177,2020-11-17,3397.0,Astaxanthin
178,2020-11-18,3397.0,Astaxanthin
179,2020-11-19,3397.0,Astaxanthin
180,2020-11-20,3397.0,Astaxanthin
181,2020-11-21,3516.0,Astaxanthin
182,2020-11-22,3516.0,Astaxanthin
183,2020-11-23,3758.0,Astaxanthin
184,2020-11-24,3917.0,Astaxanthin
185,2020-11-25,3676.0,Astaxanthin
186,2020-11-26,3676.0,Astaxanthin
187,2020-11-27,4438.0,Astaxanthin
188,2020-11-28,4438.0,Astaxanthin
189,2020-11-29,4438.0,Astaxanthin
190,2020-11-30,4400.0,Astaxanthin
191,2020-12-01,4400.0,Astaxanthin
192,2020-12-02,4400.0,Astaxanthin
193,2020-12-03,2806.0,Astaxanthin
194,2020-12-04,2338.0,Astaxanthin
195,2020-12-05,2778.0,Astaxanthin
196,2020-12-06,2778.0,Astaxanthin
197,2020-12-07,2778.0,Astaxanthin
198,2020-12-08,3949.0,Astaxanthin
199,2020-12-09,3949.0,Astaxanthin
200,2020-12-10,4733.0,Astaxanthin
201,2020-12-11,5537.0,Astaxanthin
202,2020-12-12,5458.0,Astaxanthin
203,2020-12-13,5148.0,Astaxanthin
204,2020-12-14,4953.0,Astaxanthin
205,2020-12-15,4886.0,Astaxanthin
206,2020-12-16,4920.0,Astaxanthin
207,2020-12-17,4712.0,Astaxanthin
208,2020-12-18,4697.0,Astaxanthin
209,2020-12-19,4441.0,Astaxanthin
210,2020-12-20,4865.0,Astaxanthin
211,2020-12-21,4265.0,Astaxanthin
212,2020-12-22,3917.0,Astaxanthin
213,2020-12-23,4071.0,Astaxanthin
214,2020-12-24,3925.0,Astaxanthin
215,2020-12-25,3705.0,Astaxanthin
216,2020-12-26,4261.0,Astaxanthin
217,2020-12-27,3943.0,Astaxanthin
218,2020-12-28,4146.0,Astaxanthin
219,2020-12-29,3658.0,Astaxanthin
220,2020-12-30,3676.0,Astaxanthin
221,2020-12-31,3533.0,Astaxanthin
222,2021-01-01,4017.0,Astaxanthin
223,2021-01-02,3299.0,Astaxanthin
224,2021-01-03,3896.0,Astaxanthin
225,2021-01-04,4294.0,Astaxanthin
226,2021-01-05,4131.0,Astaxanthin
227,2021-01-06,3763.0,Astaxanthin
228,2021-01-07,3736.0,Astaxanthin
229,2021-01-08,4046.0,Astaxanthin
230,2021-01-09,4440.0,Astaxanthin
231,2021-01-10,4704.0,Astaxanthin
232,2021-01-11,4295.0,Astaxanthin
233,2021-01-12,4295.0,Astaxanthin
234,2021-01-13,4295.0,Astaxanthin
235,2021-01-14,4557.0,Astaxanthin
236,2021-01-15,4111.0,Astaxanthin
237,2021-01-16,4148.0,Astaxanthin
238,2021-01-17,4148.0,Astaxanthin
239,2021-01-18,4148.0,Astaxanthin
240,2021-01-19,3762.0,Astaxanthin
241,2021-01-20,3989.0,Astaxanthin
242,2021-01-21,4410.0,Astaxanthin
243,2021-01-22,4410.0,Astaxanthin
244,2021-01-23,4410.0,Astaxanthin
245,2021-01-24,4081.0,Astaxanthin
246,2021-01-25,4081.0,Astaxanthin
247,2021-01-26,4183.0,Astaxanthin
248,2021-01-27,4183.0,Astaxanthin
249,2021-01-28,3504.0,Astaxanthin
250,2021-01-29,3504.0,Astaxanthin
251,2021-01-30,3504.0,Astaxanthin
252,2021-01-31,3721.0,Astaxanthin
253,2021-02-01,3721.0,Astaxanthin
254,2021-02-02,3402.0,Astaxanthin
255,2021-02-03,3402.0,Astaxanthin
256,2021-02-04,3402.0,Astaxanthin
257,2021-02-05,4170.0,Astaxanthin
258,2021-02-06,4170.0,Astaxanthin
259,2021-02-07,3982.0,Astaxanthin
260,2021-02-08,3982.0,Astaxanthin
261,2021-02-09,3982.0,Astaxanthin
262,2021-02-10,4428.0,Astaxanthin
263,2021-02-11,4428.0,Astaxanthin
264,2021-02-12,4035.0,Astaxanthin
265,2021-02-13,4035.0,Astaxanthin
266,2021-02-14,4035.0,Astaxanthin
267,2021-02-15,3552.0,Astaxanthin
268,2021-02-16,3552.0,Astaxanthin
269,2021-02-17,3552.0,Astaxanthin
270,2021-02-18,3620.0,Astaxanthin
271,2021-02-19,4053.0,Astaxanthin
272,2021-02-20,3591.0,Astaxanthin
273,2021-02-21,3591.0,Astaxanthin
274,2021-02-22,3591.0,Astaxanthin
275,2021-02-23,3814.0,Astaxanthin
276,2021-02-24,3814.0,Astaxanthin
277,2021-02-25,3814.0,Astaxanthin
278,2021-02-26,4335.0,Astaxanthin
279,2021-02-27,4335.0,Astaxanthin
280,2021-02-28,4335.0,Astaxanthin
281,2021-03-01,3338.0,Astaxanthin
282,2021-03-02,4186.0,Astaxanthin
283,2021-03-03,3899.0,Astaxanthin
284,2021-03-04,3899.0,Astaxanthin
285,2021-03-05,3050.0,Astaxanthin
286,2021-03-06,3050.0,Astaxanthin
287,2021-03-07,3050.0,Astaxanthin
288,2021-03-08,3043.0,Astaxanthin
289,2021-03-09,3043.0,Astaxanthin
290,2021-03-10,3043.0,Astaxanthin
291,2021-03-11,3256.0,Astaxanthin
292,2021-03-12,3256.0,Astaxanthin
293,2021-03-13,3256.0,Astaxanthin
294,2021-03-14,2787.0,Astaxanthin
295,2021-03-15,2787.0,Astaxanthin
296,2021-03-16,2787.0,Astaxanthin
297,2021-03-17,2912.0,Astaxanthin
298,2021-03-18,2912.0,Astaxanthin
299,2021-03-19,2912.0,Astaxanthin
300,2021-03-20,2515.0,Astaxanthin
301,2021-03-21,2515.0,Astaxanthin
302,2021-03-22,2515.0,Astaxanthin
303,2021-03-23,2942.0,Astaxanthin
304,2021-03-24,2942.0,Astaxanthin
305,2021-03-25,3126.0,Astaxanthin
306,2021-03-26,3126.0,Astaxanthin
307,2021-03-27,3126.0,Astaxanthin
308,2021-03-28,2569.0,Astaxanthin
309,2021-03-29,2569.0,Astaxanthin
310,2021-03-30,2569.0,Astaxanthin
311,2021-03-31,2466.0,Astaxanthin
312,2021-04-01,2466.0,Astaxanthin
313,2021-04-02,2478.0,Astaxanthin
314,2021-04-03,2478.0,Astaxanthin
315,2021-04-04,2478.0,Astaxanthin
316,2021-04-05,4456.0,Astaxanthin
317,2021-04-06,4456.0,Astaxanthin
318,2021-04-07,4456.0,Astaxanthin
319,2021-04-08,5987.0,Astaxanthin
320,2021-04-09,5987.0,Astaxanthin
321,2021-04-10,5987.0,Astaxanthin
322,2021-04-11,6684.0,Astaxanthin
323,2021-04-12,6684.0,Astaxanthin
324,2021-04-13,6684.0,Astaxanthin
325,2021-04-14,6673.0,Astaxanthin
326,2021-04-15,6673.0,Astaxanthin
327,2021-04-16,5508.0,Astaxanthin
328,2021-04-17,5508.0,Astaxanthin
329,2021-04-18,5811.0,Astaxanthin
330,2021-04-19,5811.0,Astaxanthin
331,2021-04-20,2988.0,Astaxanthin
332,2021-04-21,3335.0,Astaxanthin
333,2021-04-22,3335.0,Astaxanthin
334,2021-04-23,4603.0,Astaxanthin
335,2021-04-24,4603.0,Astaxanthin
336,2021-04-25,4603.0,Astaxanthin
337,2021-04-26,3877.0,Astaxanthin
338,2021-04-27,3877.0,Astaxanthin
339,2021-04-28,4139.0,Astaxanthin
340,2021-04-29,4139.0,Astaxanthin
341,2021-04-30,4106.0,Astaxanthin
342,2021-05-01,4106.0,Astaxanthin
343,2021-05-02,4106.0,Astaxanthin
344,2021-05-03,3685.0,Astaxanthin
345,2021-05-04,4457.0,Astaxanthin
346,2021-05-05,4457.0,Astaxanthin
347,2021-05-06,4300.0,Astaxanthin
348,2021-05-07,4300.0,Astaxanthin
349,2021-05-08,4300.0,Astaxanthin
350,2021-05-09,3174.0,Astaxanthin
351,2021-05-10,3174.0,Astaxanthin
352,2021-05-11,3337.0,Astaxanthin
353,2021-05-12,3351.0,Astaxanthin
354,2021-05-13,3351.0,Astaxanthin
355,2021-05-14,3216.0,Astaxanthin
356,2021-05-15,3216.0,Astaxanthin
357,2021-05-16,2625.0,Astaxanthin
358,2021-05-17,2625.0,Astaxanthin
359,2021-05-18,2625.0,Astaxanthin
360,2021-05-19,2752.0,Astaxanthin
361,2021-05-20,2835.0,Astaxanthin
362,2021-05-21,2764.0,Astaxanthin
363,2021-05-22,2764.0,Astaxanthin
364,2021-05-23,2788.0,Astaxanthin
365,2021-05-24,3183.0,Astaxanthin
366,2021-05-25,2573.0,Astaxanthin
367,2021-05-26,2573.0,Astaxanthin
368,2021-05-27,2673.0,Astaxanthin
369,2021-05-28,2673.0,Astaxanthin
370,2021-05-29,3006.0,Astaxanthin
371,2021-05-30,3006.0,Astaxanthin
372,2021-05-31,2519.0,Astaxanthin
373,2021-06-01,2642.0,Astaxanthin
374,2021-06-02,2642.0,Astaxanthin
375,2021-06-03,2642.0,Astaxanthin
376,2021-06-04,2727.0,Astaxanthin
377,2021-06-05,3059.0,Astaxanthin
378,2021-06-06,2746.0,Astaxanthin
379,2021-06-07,2542.0,Astaxanthin
380,2021-06-08,2542.0,Astaxanthin
381,2021-06-09,2753.0,Astaxanthin
382,2021-06-10,2753.0,Astaxanthin
383,2021-06-11,2269.0,Astaxanthin
384,2021-06-12,2269.0,Astaxanthin
385,2021-06-13,2316.0,Astaxanthin
386,2021-06-14,2316.0,Astaxanthin
387,2021-06-15,2179.0,Astaxanthin
388,2021-06-16,2404.0,Astaxanthin
389,2021-06-17,2484.0,Astaxanthin
390,2021-06-18,2402.0,Astaxanthin
391,2021-06-19,2402.0,Astaxanthin
392,2021-06-20,2253.0,Astaxanthin
393,2021-06-21,2112.0,Astaxanthin
394,2021-06-22,1230.0,Astaxanthin
395,2021-06-23,1230.0,Astaxanthin
396,2021-06-24,1445.0,Astaxanthin
397,2021-06-25,1540.0,Astaxanthin
398,2021-06-26,1540.0,Astaxanthin
399,2021-06-27,1713.0,Astaxanthin
400,2021-06-28,1713.0,Astaxanthin
401,2021-06-29,2030.0,Astaxanthin
402,2021-06-30,2091.0,Astaxanthin
403,2021-07-01,2030.0,Astaxanthin
404,2021-07-02,2030.0,Astaxanthin
405,2021-07-03,2004.0,Astaxanthin
406,2021-07-04,2004.0,Astaxanthin
407,2021-07-05,2004.0,Astaxanthin
408,2021-07-06,2268.0,Astaxanthin
409,2021-07-07,2268.0,Astaxanthin
410,2021-07-08,2268.0,Astaxanthin
411,2021-07-09,2697.0,Astaxanthin
412,2021-07-10,2469.0,Astaxanthin
