,date,value,name_B07G632X8C
238,2021-01-20,5228.0,Flea Shampoos
239,2021-01-21,5228.0,Flea Shampoos
240,2021-01-22,5228.0,Flea Shampoos
241,2021-01-23,5228.0,Flea Shampoos
242,2021-01-24,5228.0,Flea Shampoos
243,2021-01-25,5228.0,Flea Shampoos
244,2021-01-26,5228.0,Flea Shampoos
245,2021-01-27,5228.0,Flea Shampoos
246,2021-01-28,5228.0,Flea Shampoos
247,2021-01-29,5228.0,Flea Shampoos
248,2021-01-30,5228.0,Flea Shampoos
249,2021-01-31,5228.0,Flea Shampoos
250,2021-02-01,5228.0,Flea Shampoos
251,2021-02-02,5228.0,Flea Shampoos
252,2021-02-03,5228.0,Flea Shampoos
253,2021-02-04,5228.0,Flea Shampoos
254,2021-02-05,5228.0,Flea Shampoos
255,2021-02-06,5228.0,Flea Shampoos
256,2021-02-07,5228.0,Flea Shampoos
257,2021-02-08,5228.0,Flea Shampoos
258,2021-02-09,5228.0,Flea Shampoos
259,2021-02-10,5228.0,Flea Shampoos
260,2021-02-11,5228.0,Flea Shampoos
261,2021-02-12,5228.0,Flea Shampoos
262,2021-02-13,5228.0,Flea Shampoos
263,2021-02-14,5228.0,Flea Shampoos
264,2021-02-15,5228.0,Flea Shampoos
265,2021-02-16,5228.0,Flea Shampoos
266,2021-02-17,5228.0,Flea Shampoos
267,2021-02-18,5228.0,Flea Shampoos
268,2021-02-19,5228.0,Flea Shampoos
269,2021-02-20,5228.0,Flea Shampoos
270,2021-02-21,5228.0,Flea Shampoos
271,2021-02-22,5228.0,Flea Shampoos
272,2021-02-23,5228.0,Flea Shampoos
273,2021-02-24,5228.0,Flea Shampoos
274,2021-02-25,5228.0,Flea Shampoos
275,2021-02-26,5228.0,Flea Shampoos
276,2021-02-27,5228.0,Flea Shampoos
277,2021-02-28,5228.0,Flea Shampoos
278,2021-03-01,5228.0,Flea Shampoos
279,2021-03-02,5228.0,Flea Shampoos
280,2021-03-03,5228.0,Flea Shampoos
281,2021-03-04,5228.0,Flea Shampoos
282,2021-03-05,5228.0,Flea Shampoos
283,2021-03-06,5228.0,Flea Shampoos
284,2021-03-07,5228.0,Flea Shampoos
285,2021-03-08,5228.0,Flea Shampoos
286,2021-03-09,5228.0,Flea Shampoos
287,2021-03-10,5228.0,Flea Shampoos
288,2021-03-11,5228.0,Flea Shampoos
289,2021-03-12,5228.0,Flea Shampoos
290,2021-03-13,5228.0,Flea Shampoos
291,2021-03-14,5228.0,Flea Shampoos
292,2021-03-15,5228.0,Flea Shampoos
293,2021-03-16,5228.0,Flea Shampoos
294,2021-03-17,5228.0,Flea Shampoos
295,2021-03-18,5228.0,Flea Shampoos
296,2021-03-19,5228.0,Flea Shampoos
297,2021-03-20,5228.0,Flea Shampoos
298,2021-03-21,5228.0,Flea Shampoos
299,2021-03-22,5228.0,Flea Shampoos
300,2021-03-23,5228.0,Flea Shampoos
301,2021-03-24,5228.0,Flea Shampoos
302,2021-03-25,5228.0,Flea Shampoos
303,2021-03-26,5228.0,Flea Shampoos
304,2021-03-27,5228.0,Flea Shampoos
305,2021-03-28,5228.0,Flea Shampoos
306,2021-03-29,5228.0,Flea Shampoos
307,2021-03-30,5228.0,Flea Shampoos
308,2021-03-31,5228.0,Flea Shampoos
309,2021-04-01,9043.0,Flea Shampoos
310,2021-04-02,9043.0,Flea Shampoos
311,2021-04-03,12361.0,Flea Shampoos
312,2021-04-04,12361.0,Flea Shampoos
313,2021-04-05,12361.0,Flea Shampoos
314,2021-04-06,12361.0,Flea Shampoos
315,2021-04-07,8499.0,Flea Shampoos
316,2021-04-08,8499.0,Flea Shampoos
317,2021-04-09,8640.0,Flea Shampoos
318,2021-04-10,8640.0,Flea Shampoos
319,2021-04-11,8640.0,Flea Shampoos
320,2021-04-12,8482.0,Flea Shampoos
321,2021-04-13,8421.0,Flea Shampoos
322,2021-04-14,8421.0,Flea Shampoos
323,2021-04-15,8421.0,Flea Shampoos
324,2021-04-16,11203.0,Flea Shampoos
325,2021-04-17,11203.0,Flea Shampoos
326,2021-04-18,11203.0,Flea Shampoos
327,2021-04-19,10426.0,Flea Shampoos
328,2021-04-20,10426.0,Flea Shampoos
329,2021-04-21,10426.0,Flea Shampoos
330,2021-04-22,10003.0,Flea Shampoos
331,2021-04-23,10003.0,Flea Shampoos
332,2021-04-24,10003.0,Flea Shampoos
333,2021-04-25,8989.0,Flea Shampoos
334,2021-04-26,10432.0,Flea Shampoos
335,2021-04-27,12850.0,Flea Shampoos
336,2021-04-28,12850.0,Flea Shampoos
337,2021-04-29,11484.0,Flea Shampoos
338,2021-04-30,11484.0,Flea Shampoos
339,2021-05-01,8288.0,Flea Shampoos
340,2021-05-02,8288.0,Flea Shampoos
341,2021-05-03,8288.0,Flea Shampoos
342,2021-05-04,7765.0,Flea Shampoos
343,2021-05-05,7765.0,Flea Shampoos
344,2021-05-06,11046.0,Flea Shampoos
345,2021-05-07,11046.0,Flea Shampoos
346,2021-05-08,9282.0,Flea Shampoos
347,2021-05-09,9282.0,Flea Shampoos
348,2021-05-10,6490.0,Flea Shampoos
349,2021-05-11,6644.0,Flea Shampoos
350,2021-05-12,6644.0,Flea Shampoos
351,2021-05-13,10141.0,Flea Shampoos
352,2021-05-14,10141.0,Flea Shampoos
353,2021-05-15,10141.0,Flea Shampoos
354,2021-05-16,10141.0,Flea Shampoos
355,2021-05-17,7172.0,Flea Shampoos
356,2021-05-18,7172.0,Flea Shampoos
357,2021-05-19,7172.0,Flea Shampoos
358,2021-05-20,9309.0,Flea Shampoos
359,2021-05-21,9309.0,Flea Shampoos
360,2021-05-22,9309.0,Flea Shampoos
361,2021-05-23,9309.0,Flea Shampoos
362,2021-05-24,9309.0,Flea Shampoos
363,2021-05-25,9542.0,Flea Shampoos
364,2021-05-26,9542.0,Flea Shampoos
365,2021-05-27,8985.0,Flea Shampoos
366,2021-05-28,8985.0,Flea Shampoos
367,2021-05-29,8985.0,Flea Shampoos
368,2021-05-30,8985.0,Flea Shampoos
369,2021-05-31,6990.0,Flea Shampoos
370,2021-06-01,6047.0,Flea Shampoos
371,2021-06-02,7667.0,Flea Shampoos
372,2021-06-03,7667.0,Flea Shampoos
373,2021-06-04,6659.0,Flea Shampoos
374,2021-06-05,6659.0,Flea Shampoos
375,2021-06-06,6659.0,Flea Shampoos
376,2021-06-07,6133.0,Flea Shampoos
377,2021-06-08,6122.0,Flea Shampoos
378,2021-06-09,7206.0,Flea Shampoos
379,2021-06-10,6442.0,Flea Shampoos
380,2021-06-11,6442.0,Flea Shampoos
381,2021-06-12,6835.0,Flea Shampoos
382,2021-06-13,6321.0,Flea Shampoos
383,2021-06-14,6321.0,Flea Shampoos
384,2021-06-15,4952.0,Flea Shampoos
385,2021-06-16,5287.0,Flea Shampoos
386,2021-06-17,5287.0,Flea Shampoos
387,2021-06-18,5318.0,Flea Shampoos
388,2021-06-19,4904.0,Flea Shampoos
389,2021-06-20,4904.0,Flea Shampoos
390,2021-06-21,4904.0,Flea Shampoos
391,2021-06-22,7272.0,Flea Shampoos
392,2021-06-23,6479.0,Flea Shampoos
393,2021-06-24,5842.0,Flea Shampoos
394,2021-06-25,5810.0,Flea Shampoos
395,2021-06-26,5923.0,Flea Shampoos
396,2021-06-27,5319.0,Flea Shampoos
397,2021-06-28,5319.0,Flea Shampoos
398,2021-06-29,5684.0,Flea Shampoos
399,2021-06-30,5537.0,Flea Shampoos
400,2021-07-01,5249.0,Flea Shampoos
401,2021-07-02,5546.0,Flea Shampoos
402,2021-07-03,6263.0,Flea Shampoos
403,2021-07-04,6281.0,Flea Shampoos
404,2021-07-05,6238.0,Flea Shampoos
405,2021-07-06,5622.0,Flea Shampoos
406,2021-07-07,6200.0,Flea Shampoos
407,2021-07-08,6681.0,Flea Shampoos
408,2021-07-09,6003.0,Flea Shampoos
409,2021-07-10,6990.0,Flea Shampoos
