,date,value,name_B07PWZVRGL
138,2019-08-12,227.0,Accessories
139,2019-08-13,121.0,Accessories
140,2019-08-14,148.0,Accessories
141,2019-08-15,151.0,Accessories
142,2019-08-16,176.0,Accessories
143,2019-08-17,189.0,Accessories
144,2019-08-18,271.0,Accessories
145,2019-08-19,249.0,Accessories
146,2019-08-20,281.0,Accessories
147,2019-08-21,204.0,Accessories
148,2019-08-22,204.0,Accessories
149,2019-08-23,242.0,Accessories
150,2019-08-24,232.0,Accessories
151,2019-08-25,232.0,Accessories
152,2019-08-26,301.0,Accessories
153,2019-08-27,301.0,Accessories
154,2019-08-28,301.0,Accessories
155,2019-08-29,304.0,Accessories
156,2019-08-30,331.0,Accessories
157,2019-08-31,331.0,Accessories
158,2019-09-01,348.0,Accessories
159,2019-09-02,309.0,Accessories
160,2019-09-03,314.0,Accessories
161,2019-09-04,303.0,Accessories
162,2019-09-05,384.0,Accessories
163,2019-09-06,363.0,Accessories
164,2019-09-07,438.0,Accessories
165,2019-09-08,515.0,Accessories
166,2019-09-09,515.0,Accessories
167,2019-09-10,515.0,Accessories
168,2019-09-11,601.0,Accessories
169,2019-09-12,321.0,Accessories
170,2019-09-13,310.0,Accessories
171,2019-09-14,337.0,Accessories
172,2019-09-15,279.0,Accessories
173,2019-09-16,352.0,Accessories
174,2019-09-17,331.0,Accessories
175,2019-09-18,305.0,Accessories
176,2019-09-19,287.0,Accessories
177,2019-09-20,349.0,Accessories
178,2019-09-21,349.0,Accessories
179,2019-09-22,384.0,Accessories
180,2019-09-23,376.0,Accessories
181,2019-09-24,308.0,Accessories
182,2019-09-25,284.0,Accessories
183,2019-09-26,307.0,Accessories
184,2019-09-27,354.0,Accessories
185,2019-09-28,313.0,Accessories
186,2019-09-29,374.0,Accessories
187,2019-09-30,332.0,Accessories
188,2019-10-01,332.0,Accessories
189,2019-10-02,332.0,Accessories
190,2019-10-03,260.0,Accessories
191,2019-10-04,6925.0,Accessories
192,2019-10-05,6925.0,Accessories
193,2019-10-06,6925.0,Accessories
194,2019-10-07,9027.0,Accessories
195,2019-10-08,8365.0,Accessories
196,2019-10-09,8365.0,Accessories
197,2019-10-10,8909.0,Accessories
198,2019-10-11,8909.0,Accessories
199,2019-10-12,8909.0,Accessories
200,2019-10-13,7668.0,Accessories
201,2019-10-14,11603.0,Accessories
202,2019-10-15,10014.0,Accessories
203,2019-10-16,10014.0,Accessories
204,2019-10-17,13242.0,Accessories
205,2019-10-18,13242.0,Accessories
206,2019-10-19,10887.0,Accessories
207,2019-10-20,10887.0,Accessories
208,2019-10-21,14061.0,Accessories
209,2019-10-22,15264.0,Accessories
210,2019-10-23,13860.0,Accessories
211,2019-10-24,13860.0,Accessories
212,2019-10-25,13860.0,Accessories
213,2019-10-26,12631.0,Accessories
214,2019-10-27,12631.0,Accessories
215,2019-10-28,34616.0,Accessories
216,2019-10-29,34616.0,Accessories
217,2019-10-30,34616.0,Accessories
218,2019-10-31,32663.0,Accessories
219,2019-11-01,32663.0,Accessories
220,2019-11-02,11791.0,Accessories
221,2019-11-03,15691.0,Accessories
222,2019-11-04,12421.0,Accessories
223,2019-11-05,12421.0,Accessories
224,2019-11-06,12421.0,Accessories
225,2019-11-07,12953.0,Accessories
226,2019-11-08,12953.0,Accessories
227,2019-11-09,12953.0,Accessories
228,2019-11-10,12953.0,Accessories
229,2019-11-11,15002.0,Accessories
230,2019-11-12,19076.0,Accessories
231,2019-11-13,19076.0,Accessories
232,2019-11-14,19076.0,Accessories
233,2019-11-15,14280.0,Accessories
234,2019-11-16,14280.0,Accessories
235,2019-11-17,14280.0,Accessories
236,2019-11-18,30586.0,Accessories
237,2019-11-19,30586.0,Accessories
238,2019-11-20,16683.0,Accessories
239,2019-11-21,16683.0,Accessories
240,2019-11-22,16683.0,Accessories
241,2019-11-23,16683.0,Accessories
242,2019-11-24,16683.0,Accessories
243,2019-11-25,16683.0,Accessories
244,2019-11-26,11058.0,Accessories
245,2019-11-27,11058.0,Accessories
246,2019-11-28,11058.0,Accessories
247,2019-11-29,11058.0,Accessories
248,2019-11-30,11058.0,Accessories
249,2019-12-01,13828.0,Accessories
250,2019-12-02,13828.0,Accessories
251,2019-12-03,13828.0,Accessories
252,2019-12-04,13828.0,Accessories
253,2019-12-05,13828.0,Accessories
254,2019-12-06,36536.0,Accessories
255,2019-12-07,42492.0,Accessories
256,2019-12-08,42492.0,Accessories
257,2019-12-09,42492.0,Accessories
258,2019-12-10,42492.0,Accessories
259,2019-12-11,24648.0,Accessories
260,2019-12-12,24648.0,Accessories
261,2019-12-13,29612.0,Accessories
262,2019-12-14,29612.0,Accessories
263,2019-12-15,29612.0,Accessories
264,2019-12-16,29236.0,Accessories
265,2019-12-17,29236.0,Accessories
266,2019-12-18,29236.0,Accessories
267,2019-12-19,29236.0,Accessories
268,2019-12-20,29236.0,Accessories
269,2019-12-21,29236.0,Accessories
270,2019-12-22,29236.0,Accessories
271,2019-12-23,31047.0,Accessories
272,2019-12-24,31047.0,Accessories
273,2019-12-25,31047.0,Accessories
274,2019-12-26,33176.0,Accessories
275,2019-12-27,33176.0,Accessories
276,2019-12-28,33176.0,Accessories
277,2019-12-29,33176.0,Accessories
278,2019-12-30,33176.0,Accessories
279,2019-12-31,49992.0,Accessories
280,2020-01-01,23961.0,Accessories
281,2020-01-02,23961.0,Accessories
282,2020-01-03,23961.0,Accessories
283,2020-01-04,33449.0,Accessories
284,2020-01-05,33449.0,Accessories
285,2020-01-06,33449.0,Accessories
286,2020-01-07,45460.0,Accessories
287,2020-01-08,45460.0,Accessories
288,2020-01-09,45460.0,Accessories
289,2020-01-10,26664.0,Accessories
290,2020-01-11,26664.0,Accessories
291,2020-01-12,26664.0,Accessories
292,2020-01-13,26664.0,Accessories
293,2020-01-14,26664.0,Accessories
294,2020-01-15,17456.0,Accessories
295,2020-01-16,17456.0,Accessories
296,2020-01-17,50168.0,Accessories
297,2020-01-18,50168.0,Accessories
298,2020-01-19,50168.0,Accessories
299,2020-01-20,23850.0,Accessories
300,2020-01-21,23850.0,Accessories
301,2020-01-22,23850.0,Accessories
302,2020-01-23,40037.0,Accessories
303,2020-01-24,40037.0,Accessories
304,2020-01-25,48784.0,Accessories
305,2020-01-26,71421.0,Accessories
306,2020-01-27,71421.0,Accessories
307,2020-01-28,71421.0,Accessories
308,2020-01-29,29629.0,Accessories
309,2020-01-30,29629.0,Accessories
310,2020-01-31,29629.0,Accessories
311,2020-02-01,29629.0,Accessories
312,2020-02-02,46281.0,Accessories
313,2020-02-03,46281.0,Accessories
314,2020-02-04,46281.0,Accessories
315,2020-02-05,46281.0,Accessories
316,2020-02-06,28678.0,Accessories
317,2020-02-07,28678.0,Accessories
318,2020-02-08,28678.0,Accessories
319,2020-02-09,32563.0,Accessories
320,2020-02-10,32563.0,Accessories
321,2020-02-11,32563.0,Accessories
322,2020-02-12,32563.0,Accessories
323,2020-02-13,45341.0,Accessories
324,2020-02-14,45341.0,Accessories
325,2020-02-15,45341.0,Accessories
326,2020-02-16,45341.0,Accessories
327,2020-02-17,29882.0,Accessories
328,2020-02-18,29882.0,Accessories
329,2020-02-19,21491.0,Accessories
330,2020-02-20,28180.0,Accessories
331,2020-02-21,28180.0,Accessories
332,2020-02-22,28180.0,Accessories
333,2020-02-23,28180.0,Accessories
334,2020-02-24,28180.0,Accessories
335,2020-02-25,21171.0,Accessories
336,2020-02-26,21171.0,Accessories
337,2020-02-27,21171.0,Accessories
338,2020-02-28,21171.0,Accessories
339,2020-02-29,21171.0,Accessories
340,2020-03-01,24493.0,Accessories
341,2020-03-02,24493.0,Accessories
342,2020-03-03,24493.0,Accessories
343,2020-03-04,24493.0,Accessories
344,2020-03-05,24493.0,Accessories
345,2020-03-06,19667.0,Accessories
346,2020-03-07,19667.0,Accessories
347,2020-03-08,19667.0,Accessories
348,2020-03-09,19667.0,Accessories
349,2020-03-10,22390.0,Accessories
350,2020-03-11,19669.0,Accessories
351,2020-03-12,19669.0,Accessories
352,2020-03-13,19669.0,Accessories
353,2020-03-14,19669.0,Accessories
354,2020-03-15,19669.0,Accessories
355,2020-03-16,16312.0,Accessories
356,2020-03-17,16312.0,Accessories
357,2020-03-18,16312.0,Accessories
358,2020-03-19,16312.0,Accessories
359,2020-03-20,16312.0,Accessories
360,2020-03-21,16312.0,Accessories
361,2020-03-22,16312.0,Accessories
362,2020-03-23,49975.0,Accessories
363,2020-03-24,49975.0,Accessories
364,2020-03-25,49975.0,Accessories
365,2020-03-26,49975.0,Accessories
366,2020-03-27,49975.0,Accessories
367,2020-03-28,49975.0,Accessories
368,2020-03-29,49975.0,Accessories
369,2020-03-30,51522.0,Accessories
370,2020-03-31,51522.0,Accessories
371,2020-04-01,51522.0,Accessories
372,2020-04-02,51522.0,Accessories
373,2020-04-03,51522.0,Accessories
374,2020-04-04,51522.0,Accessories
375,2020-04-05,51522.0,Accessories
376,2020-04-06,60845.0,Accessories
377,2020-04-07,60845.0,Accessories
378,2020-04-08,60845.0,Accessories
379,2020-04-09,60845.0,Accessories
380,2020-04-10,60845.0,Accessories
381,2020-04-11,70858.0,Accessories
382,2020-04-12,111561.0,Accessories
383,2020-04-13,44843.0,Accessories
384,2020-04-14,44843.0,Accessories
385,2020-04-15,94284.0,Accessories
386,2020-04-16,94284.0,Accessories
387,2020-04-17,94284.0,Accessories
388,2020-04-18,68874.0,Accessories
389,2020-04-19,68874.0,Accessories
390,2020-04-20,68874.0,Accessories
391,2020-04-21,68874.0,Accessories
392,2020-04-22,1727.0,Accessories
393,2020-04-23,1727.0,Accessories
394,2020-04-24,1803.0,Accessories
395,2020-04-25,1723.0,Accessories
396,2020-04-26,1723.0,Accessories
397,2020-04-27,1723.0,Accessories
398,2020-04-28,1544.0,Accessories
399,2020-04-29,1472.0,Accessories
400,2020-04-30,1472.0,Accessories
401,2020-05-01,1591.0,Accessories
402,2020-05-02,1337.0,Accessories
403,2020-05-03,1337.0,Accessories
404,2020-05-04,1337.0,Accessories
405,2020-05-05,1011.0,Accessories
406,2020-05-06,1123.0,Accessories
407,2020-05-07,20325.0,Accessories
408,2020-05-08,1045.0,Accessories
409,2020-05-09,1045.0,Accessories
410,2020-05-10,1045.0,Accessories
411,2020-05-11,1115.0,Accessories
412,2020-05-12,965.0,Accessories
413,2020-05-13,985.0,Accessories
414,2020-05-14,862.0,Accessories
415,2020-05-15,862.0,Accessories
416,2020-05-16,814.0,Accessories
417,2020-05-17,814.0,Accessories
418,2020-05-18,814.0,Accessories
419,2020-05-19,494.0,Accessories
420,2020-05-20,494.0,Accessories
421,2020-05-21,437.0,Accessories
422,2020-05-22,437.0,Accessories
423,2020-05-23,558.0,Accessories
424,2020-05-24,533.0,Accessories
425,2020-05-25,434.0,Accessories
426,2020-05-26,526.0,Accessories
427,2020-05-27,526.0,Accessories
428,2020-05-28,510.0,Accessories
429,2020-05-29,510.0,Accessories
430,2020-05-30,543.0,Accessories
431,2020-05-31,543.0,Accessories
432,2020-06-01,610.0,Accessories
433,2020-06-02,610.0,Accessories
434,2020-06-03,747.0,Accessories
435,2020-06-04,671.0,Accessories
436,2020-06-05,703.0,Accessories
437,2020-06-06,725.0,Accessories
438,2020-06-07,671.0,Accessories
439,2020-06-08,606.0,Accessories
440,2020-06-09,660.0,Accessories
441,2020-06-10,896.0,Accessories
442,2020-06-11,1267.0,Accessories
443,2020-06-12,873.0,Accessories
444,2020-06-13,845.0,Accessories
445,2020-06-14,845.0,Accessories
446,2020-06-15,304.0,Accessories
447,2020-06-16,264.0,Accessories
448,2020-06-17,253.0,Accessories
449,2020-06-18,253.0,Accessories
450,2020-06-19,218.0,Accessories
451,2020-06-20,200.0,Accessories
452,2020-06-21,200.0,Accessories
453,2020-06-22,200.0,Accessories
454,2020-06-23,158.0,Accessories
455,2020-06-24,158.0,Accessories
456,2020-06-25,171.0,Accessories
457,2020-06-26,197.0,Accessories
458,2020-06-27,197.0,Accessories
459,2020-06-28,228.0,Accessories
460,2020-06-29,202.0,Accessories
461,2020-06-30,202.0,Accessories
462,2020-07-01,166.0,Accessories
463,2020-07-02,184.0,Accessories
464,2020-07-03,226.0,Accessories
465,2020-07-04,226.0,Accessories
466,2020-07-05,226.0,Accessories
467,2020-07-06,206.0,Accessories
468,2020-07-07,224.0,Accessories
469,2020-07-08,206.0,Accessories
470,2020-07-09,220.0,Accessories
471,2020-07-10,220.0,Accessories
472,2020-07-11,273.0,Accessories
473,2020-07-12,282.0,Accessories
474,2020-07-13,203.0,Accessories
475,2020-07-14,203.0,Accessories
476,2020-07-15,185.0,Accessories
477,2020-07-16,185.0,Accessories
478,2020-07-17,247.0,Accessories
479,2020-07-18,247.0,Accessories
480,2020-07-19,414.0,Accessories
481,2020-07-20,414.0,Accessories
482,2020-07-21,414.0,Accessories
483,2020-07-22,675.0,Accessories
484,2020-07-23,675.0,Accessories
485,2020-07-24,675.0,Accessories
486,2020-07-25,692.0,Accessories
487,2020-07-26,692.0,Accessories
488,2020-07-27,692.0,Accessories
489,2020-07-28,1565.0,Accessories
490,2020-07-29,1565.0,Accessories
491,2020-07-30,1565.0,Accessories
492,2020-07-31,1505.0,Accessories
493,2020-08-01,1505.0,Accessories
494,2020-08-02,890.0,Accessories
495,2020-08-03,890.0,Accessories
496,2020-08-04,469.0,Accessories
497,2020-08-05,469.0,Accessories
498,2020-08-06,418.0,Accessories
499,2020-08-07,471.0,Accessories
500,2020-08-08,510.0,Accessories
501,2020-08-09,481.0,Accessories
502,2020-08-10,385.0,Accessories
503,2020-08-11,343.0,Accessories
504,2020-08-12,343.0,Accessories
505,2020-08-13,343.0,Accessories
506,2020-08-14,446.0,Accessories
507,2020-08-15,446.0,Accessories
508,2020-08-16,398.0,Accessories
509,2020-08-17,418.0,Accessories
510,2020-08-18,418.0,Accessories
511,2020-08-19,418.0,Accessories
512,2020-08-20,418.0,Accessories
513,2020-08-21,520.0,Accessories
514,2020-08-22,520.0,Accessories
515,2020-08-23,622.0,Accessories
516,2020-08-24,622.0,Accessories
517,2020-08-25,622.0,Accessories
518,2020-08-26,560.0,Accessories
519,2020-08-27,560.0,Accessories
520,2020-08-28,584.0,Accessories
521,2020-08-29,584.0,Accessories
522,2020-08-30,584.0,Accessories
523,2020-08-31,730.0,Accessories
524,2020-09-01,555.0,Accessories
525,2020-09-02,582.0,Accessories
526,2020-09-03,582.0,Accessories
527,2020-09-04,582.0,Accessories
528,2020-09-05,652.0,Accessories
529,2020-09-06,652.0,Accessories
530,2020-09-07,601.0,Accessories
531,2020-09-08,601.0,Accessories
532,2020-09-09,601.0,Accessories
533,2020-09-10,606.0,Accessories
534,2020-09-11,606.0,Accessories
535,2020-09-12,606.0,Accessories
536,2020-09-13,725.0,Accessories
537,2020-09-14,810.0,Accessories
538,2020-09-15,715.0,Accessories
539,2020-09-16,1064.0,Accessories
540,2020-09-17,712.0,Accessories
541,2020-09-18,865.0,Accessories
542,2020-09-19,865.0,Accessories
543,2020-09-20,772.0,Accessories
544,2020-09-21,772.0,Accessories
545,2020-09-22,876.0,Accessories
546,2020-09-23,876.0,Accessories
547,2020-09-24,734.0,Accessories
548,2020-09-25,912.0,Accessories
549,2020-09-26,912.0,Accessories
550,2020-09-27,912.0,Accessories
551,2020-09-28,1169.0,Accessories
552,2020-09-29,1169.0,Accessories
553,2020-09-30,962.0,Accessories
554,2020-10-01,1041.0,Accessories
555,2020-10-02,1105.0,Accessories
556,2020-10-03,1105.0,Accessories
557,2020-10-04,1173.0,Accessories
558,2020-10-05,1150.0,Accessories
559,2020-10-06,1150.0,Accessories
560,2020-10-07,866.0,Accessories
561,2020-10-08,866.0,Accessories
562,2020-10-09,951.0,Accessories
563,2020-10-10,951.0,Accessories
564,2020-10-11,951.0,Accessories
565,2020-10-12,1066.0,Accessories
566,2020-10-13,1041.0,Accessories
567,2020-10-14,1041.0,Accessories
568,2020-10-15,886.0,Accessories
569,2020-10-16,886.0,Accessories
570,2020-10-17,886.0,Accessories
571,2020-10-18,1030.0,Accessories
572,2020-10-19,1127.0,Accessories
573,2020-10-20,1127.0,Accessories
574,2020-10-21,812.0,Accessories
575,2020-10-22,812.0,Accessories
576,2020-10-23,957.0,Accessories
577,2020-10-24,957.0,Accessories
578,2020-10-25,957.0,Accessories
579,2020-10-26,1209.0,Accessories
580,2020-10-27,1209.0,Accessories
581,2020-10-28,1064.0,Accessories
582,2020-10-29,1064.0,Accessories
583,2020-10-30,1064.0,Accessories
584,2020-10-31,928.0,Accessories
585,2020-11-01,928.0,Accessories
586,2020-11-02,928.0,Accessories
587,2020-11-03,998.0,Accessories
588,2020-11-04,1112.0,Accessories
589,2020-11-05,1112.0,Accessories
590,2020-11-06,1112.0,Accessories
591,2020-11-07,1128.0,Accessories
592,2020-11-08,1128.0,Accessories
593,2020-11-09,886.0,Accessories
594,2020-11-10,858.0,Accessories
595,2020-11-11,813.0,Accessories
596,2020-11-12,813.0,Accessories
597,2020-11-13,813.0,Accessories
598,2020-11-14,751.0,Accessories
599,2020-11-15,751.0,Accessories
600,2020-11-16,957.0,Accessories
601,2020-11-17,817.0,Accessories
602,2020-11-18,851.0,Accessories
603,2020-11-19,851.0,Accessories
604,2020-11-20,397.0,Accessories
605,2020-11-21,397.0,Accessories
606,2020-11-22,1012.0,Accessories
607,2020-11-23,1012.0,Accessories
608,2020-11-24,1012.0,Accessories
609,2020-11-25,1045.0,Accessories
610,2020-11-26,1045.0,Accessories
611,2020-11-27,1045.0,Accessories
612,2020-11-28,1889.0,Accessories
613,2020-11-29,1889.0,Accessories
614,2020-11-30,1766.0,Accessories
615,2020-12-01,1866.0,Accessories
616,2020-12-02,1866.0,Accessories
617,2020-12-03,1866.0,Accessories
618,2020-12-04,1901.0,Accessories
619,2020-12-05,1901.0,Accessories
620,2020-12-06,1901.0,Accessories
621,2020-12-07,2086.0,Accessories
622,2020-12-08,1866.0,Accessories
623,2020-12-09,1610.0,Accessories
624,2020-12-10,1683.0,Accessories
625,2020-12-11,2034.0,Accessories
626,2020-12-12,2717.0,Accessories
627,2020-12-13,2260.0,Accessories
628,2020-12-14,2404.0,Accessories
629,2020-12-15,2160.0,Accessories
630,2020-12-16,2233.0,Accessories
631,2020-12-17,2312.0,Accessories
632,2020-12-18,2733.0,Accessories
633,2020-12-19,2672.0,Accessories
634,2020-12-20,2700.0,Accessories
635,2020-12-21,2700.0,Accessories
636,2020-12-22,2207.0,Accessories
637,2020-12-23,2073.0,Accessories
638,2020-12-24,2073.0,Accessories
639,2020-12-25,2073.0,Accessories
640,2020-12-26,2058.0,Accessories
641,2020-12-27,2058.0,Accessories
642,2020-12-28,2058.0,Accessories
643,2020-12-29,1772.0,Accessories
644,2020-12-30,1867.0,Accessories
645,2020-12-31,1867.0,Accessories
646,2021-01-01,1867.0,Accessories
647,2021-01-02,2404.0,Accessories
648,2021-01-03,2404.0,Accessories
649,2021-01-04,2404.0,Accessories
650,2021-01-05,1898.0,Accessories
651,2021-01-06,1898.0,Accessories
652,2021-01-07,1541.0,Accessories
653,2021-01-08,1616.0,Accessories
654,2021-01-09,1616.0,Accessories
655,2021-01-10,1616.0,Accessories
656,2021-01-11,2566.0,Accessories
657,2021-01-12,2290.0,Accessories
658,2021-01-13,2290.0,Accessories
659,2021-01-14,2290.0,Accessories
660,2021-01-15,1436.0,Accessories
661,2021-01-16,1436.0,Accessories
662,2021-01-17,1436.0,Accessories
663,2021-01-18,2638.0,Accessories
664,2021-01-19,2638.0,Accessories
665,2021-01-20,2638.0,Accessories
666,2021-01-21,1626.0,Accessories
667,2021-01-22,1626.0,Accessories
668,2021-01-23,1626.0,Accessories
669,2021-01-24,1676.0,Accessories
670,2021-01-25,1832.0,Accessories
671,2021-01-26,1832.0,Accessories
672,2021-01-27,1832.0,Accessories
673,2021-01-28,1145.0,Accessories
674,2021-01-29,1373.0,Accessories
675,2021-01-30,1373.0,Accessories
676,2021-01-31,1373.0,Accessories
677,2021-02-01,1948.0,Accessories
678,2021-02-02,1923.0,Accessories
679,2021-02-03,1923.0,Accessories
680,2021-02-04,1667.0,Accessories
681,2021-02-05,1667.0,Accessories
682,2021-02-06,1667.0,Accessories
683,2021-02-07,1929.0,Accessories
684,2021-02-08,1929.0,Accessories
685,2021-02-09,2094.0,Accessories
686,2021-02-10,2094.0,Accessories
687,2021-02-11,2094.0,Accessories
688,2021-02-12,2094.0,Accessories
689,2021-02-13,2362.0,Accessories
690,2021-02-14,2362.0,Accessories
691,2021-02-15,2009.0,Accessories
692,2021-02-16,2009.0,Accessories
693,2021-02-17,2009.0,Accessories
694,2021-02-18,1758.0,Accessories
695,2021-02-19,2369.0,Accessories
696,2021-02-20,2369.0,Accessories
697,2021-02-21,1633.0,Accessories
698,2021-02-22,1633.0,Accessories
699,2021-02-23,1633.0,Accessories
700,2021-02-24,1506.0,Accessories
701,2021-02-25,1291.0,Accessories
702,2021-02-26,1291.0,Accessories
703,2021-02-27,1291.0,Accessories
704,2021-02-28,1291.0,Accessories
705,2021-03-01,1393.0,Accessories
706,2021-03-02,1393.0,Accessories
707,2021-03-03,1393.0,Accessories
708,2021-03-04,944.0,Accessories
709,2021-03-05,944.0,Accessories
710,2021-03-06,1058.0,Accessories
711,2021-03-07,1058.0,Accessories
712,2021-03-08,863.0,Accessories
713,2021-03-09,732.0,Accessories
714,2021-03-10,872.0,Accessories
715,2021-03-11,809.0,Accessories
716,2021-03-12,809.0,Accessories
717,2021-03-13,861.0,Accessories
718,2021-03-14,968.0,Accessories
719,2021-03-15,936.0,Accessories
720,2021-03-16,843.0,Accessories
721,2021-03-17,843.0,Accessories
722,2021-03-18,654.0,Accessories
723,2021-03-19,1362.0,Accessories
724,2021-03-20,1362.0,Accessories
725,2021-03-21,1362.0,Accessories
726,2021-03-22,2112.0,Accessories
727,2021-03-23,2112.0,Accessories
728,2021-03-24,2516.0,Accessories
729,2021-03-25,2552.0,Accessories
730,2021-03-26,2552.0,Accessories
731,2021-03-27,1016.0,Accessories
732,2021-03-28,1016.0,Accessories
733,2021-03-29,959.0,Accessories
734,2021-03-30,662.0,Accessories
735,2021-03-31,620.0,Accessories
736,2021-04-01,620.0,Accessories
737,2021-04-02,652.0,Accessories
738,2021-04-03,491.0,Accessories
739,2021-04-04,491.0,Accessories
740,2021-04-05,567.0,Accessories
741,2021-04-06,567.0,Accessories
742,2021-04-07,567.0,Accessories
743,2021-04-08,361.0,Accessories
744,2021-04-09,335.0,Accessories
745,2021-04-10,301.0,Accessories
746,2021-04-11,313.0,Accessories
747,2021-04-12,313.0,Accessories
748,2021-04-13,321.0,Accessories
749,2021-04-14,382.0,Accessories
750,2021-04-15,382.0,Accessories
751,2021-04-16,398.0,Accessories
752,2021-04-17,560.0,Accessories
753,2021-04-18,523.0,Accessories
754,2021-04-19,513.0,Accessories
