,date,value,name_B0744QHN8X
178,2020-11-20,11527.0,Planners
179,2020-11-21,11544.0,Planners
180,2020-11-22,11544.0,Planners
181,2020-11-23,11544.0,Planners
182,2020-11-24,11544.0,Planners
183,2020-11-25,15824.0,Planners
184,2020-11-26,15824.0,Planners
185,2020-11-27,15824.0,Planners
186,2020-11-28,12934.0,Planners
187,2020-11-29,12934.0,Planners
188,2020-11-30,12934.0,Planners
189,2020-12-01,12934.0,Planners
190,2020-12-02,17507.0,Planners
191,2020-12-03,17507.0,Planners
192,2020-12-04,17507.0,Planners
193,2020-12-05,16115.0,Planners
194,2020-12-06,16115.0,Planners
195,2020-12-07,16115.0,Planners
196,2020-12-08,17144.0,Planners
197,2020-12-09,20135.0,Planners
198,2020-12-10,20135.0,Planners
199,2020-12-11,20135.0,Planners
200,2020-12-12,20135.0,Planners
201,2020-12-13,20135.0,Planners
202,2020-12-14,20135.0,Planners
203,2020-12-15,20135.0,Planners
204,2020-12-16,20135.0,Planners
205,2020-12-17,14915.0,Planners
206,2020-12-18,14915.0,Planners
207,2020-12-19,14915.0,Planners
208,2020-12-20,14915.0,Planners
209,2020-12-21,14915.0,Planners
210,2020-12-22,14915.0,Planners
211,2020-12-23,27684.0,Planners
212,2020-12-24,27684.0,Planners
213,2020-12-25,27684.0,Planners
214,2020-12-26,7161.0,Planners
215,2020-12-27,7161.0,Planners
216,2020-12-28,7161.0,Planners
217,2020-12-29,7161.0,Planners
218,2020-12-30,4616.0,Planners
219,2020-12-31,4616.0,Planners
220,2021-01-01,4616.0,Planners
221,2021-01-02,7005.0,Planners
222,2021-01-03,7005.0,Planners
223,2021-01-04,5981.0,Planners
224,2021-01-05,5981.0,Planners
225,2021-01-06,4925.0,Planners
226,2021-01-07,4925.0,Planners
227,2021-01-08,4925.0,Planners
228,2021-01-09,4925.0,Planners
229,2021-01-10,4925.0,Planners
230,2021-01-11,4925.0,Planners
231,2021-01-12,9124.0,Planners
232,2021-01-13,9124.0,Planners
233,2021-01-14,9124.0,Planners
234,2021-01-15,9124.0,Planners
235,2021-01-16,9124.0,Planners
236,2021-01-17,9124.0,Planners
237,2021-01-18,7886.0,Planners
238,2021-01-19,8123.0,Planners
239,2021-01-20,8123.0,Planners
240,2021-01-21,8123.0,Planners
241,2021-01-22,11168.0,Planners
242,2021-01-23,11168.0,Planners
243,2021-01-24,11168.0,Planners
244,2021-01-25,11168.0,Planners
245,2021-01-26,12438.0,Planners
246,2021-01-27,12438.0,Planners
247,2021-01-28,12494.0,Planners
248,2021-01-29,12494.0,Planners
249,2021-01-30,12494.0,Planners
250,2021-01-31,12494.0,Planners
251,2021-02-01,7757.0,Planners
252,2021-02-02,7757.0,Planners
253,2021-02-03,10761.0,Planners
254,2021-02-04,10761.0,Planners
255,2021-02-05,10761.0,Planners
256,2021-02-06,10761.0,Planners
257,2021-02-07,11596.0,Planners
258,2021-02-08,11596.0,Planners
259,2021-02-09,11596.0,Planners
260,2021-02-10,11596.0,Planners
261,2021-02-11,11596.0,Planners
262,2021-02-12,11596.0,Planners
263,2021-02-13,11596.0,Planners
264,2021-02-14,11596.0,Planners
265,2021-02-15,15758.0,Planners
266,2021-02-16,15758.0,Planners
267,2021-02-17,15758.0,Planners
268,2021-02-18,15758.0,Planners
269,2021-02-19,15758.0,Planners
270,2021-02-20,15758.0,Planners
271,2021-02-21,9920.0,Planners
272,2021-02-22,9920.0,Planners
273,2021-02-23,9920.0,Planners
274,2021-02-24,9920.0,Planners
275,2021-02-25,8305.0,Planners
276,2021-02-26,8305.0,Planners
277,2021-02-27,8305.0,Planners
278,2021-02-28,8305.0,Planners
279,2021-03-01,7946.0,Planners
280,2021-03-02,7946.0,Planners
281,2021-03-03,7946.0,Planners
282,2021-03-04,7946.0,Planners
283,2021-03-05,9478.0,Planners
284,2021-03-06,9478.0,Planners
285,2021-03-07,13998.0,Planners
286,2021-03-08,13998.0,Planners
287,2021-03-09,13998.0,Planners
288,2021-03-10,13998.0,Planners
289,2021-03-11,11166.0,Planners
290,2021-03-12,11166.0,Planners
291,2021-03-13,11166.0,Planners
292,2021-03-14,11166.0,Planners
293,2021-03-15,13839.0,Planners
294,2021-03-16,13839.0,Planners
295,2021-03-17,13839.0,Planners
296,2021-03-18,13839.0,Planners
297,2021-03-19,20138.0,Planners
298,2021-03-20,20138.0,Planners
299,2021-03-21,20138.0,Planners
300,2021-03-22,9004.0,Planners
301,2021-03-23,9004.0,Planners
302,2021-03-24,9004.0,Planners
303,2021-03-25,9004.0,Planners
304,2021-03-26,7457.0,Planners
305,2021-03-27,7457.0,Planners
306,2021-03-28,7457.0,Planners
307,2021-03-29,7457.0,Planners
308,2021-03-30,7457.0,Planners
309,2021-03-31,7457.0,Planners
310,2021-04-01,7457.0,Planners
311,2021-04-02,10024.0,Planners
312,2021-04-03,10024.0,Planners
313,2021-04-04,10024.0,Planners
314,2021-04-05,10468.0,Planners
315,2021-04-06,10468.0,Planners
316,2021-04-07,10468.0,Planners
317,2021-04-08,10468.0,Planners
318,2021-04-09,6140.0,Planners
319,2021-04-10,6140.0,Planners
320,2021-04-11,6140.0,Planners
321,2021-04-12,6140.0,Planners
322,2021-04-13,9881.0,Planners
323,2021-04-14,9881.0,Planners
324,2021-04-15,9881.0,Planners
325,2021-04-16,10262.0,Planners
326,2021-04-17,11286.0,Planners
327,2021-04-18,11286.0,Planners
328,2021-04-19,11286.0,Planners
329,2021-04-20,11286.0,Planners
330,2021-04-21,11286.0,Planners
331,2021-04-22,11286.0,Planners
332,2021-04-23,14667.0,Planners
333,2021-04-24,19455.0,Planners
334,2021-04-25,19455.0,Planners
335,2021-04-26,19455.0,Planners
336,2021-04-27,24515.0,Planners
337,2021-04-28,24515.0,Planners
338,2021-04-29,21505.0,Planners
339,2021-04-30,21505.0,Planners
340,2021-05-01,21505.0,Planners
341,2021-05-02,10467.0,Planners
342,2021-05-03,10467.0,Planners
343,2021-05-04,8367.0,Planners
344,2021-05-05,8367.0,Planners
345,2021-05-06,8367.0,Planners
346,2021-05-07,9090.0,Planners
347,2021-05-08,9090.0,Planners
348,2021-05-09,9090.0,Planners
349,2021-05-10,9090.0,Planners
350,2021-05-11,6871.0,Planners
351,2021-05-12,6871.0,Planners
352,2021-05-13,6871.0,Planners
353,2021-05-14,8441.0,Planners
354,2021-05-15,8441.0,Planners
355,2021-05-16,8441.0,Planners
356,2021-05-17,5806.0,Planners
357,2021-05-18,5806.0,Planners
358,2021-05-19,6268.0,Planners
359,2021-05-20,5366.0,Planners
360,2021-05-21,5559.0,Planners
361,2021-05-22,5559.0,Planners
362,2021-05-23,5559.0,Planners
363,2021-05-24,5559.0,Planners
364,2021-05-25,7203.0,Planners
365,2021-05-26,7203.0,Planners
366,2021-05-27,9265.0,Planners
367,2021-05-28,9265.0,Planners
368,2021-05-29,6056.0,Planners
369,2021-05-30,7229.0,Planners
370,2021-05-31,6026.0,Planners
371,2021-06-01,6026.0,Planners
372,2021-06-02,6026.0,Planners
373,2021-06-03,6026.0,Planners
374,2021-06-04,6026.0,Planners
375,2021-06-05,4349.0,Planners
376,2021-06-06,5190.0,Planners
377,2021-06-07,5190.0,Planners
378,2021-06-08,4193.0,Planners
379,2021-06-09,4843.0,Planners
380,2021-06-10,4843.0,Planners
381,2021-06-11,4843.0,Planners
382,2021-06-12,5183.0,Planners
383,2021-06-13,5183.0,Planners
384,2021-06-14,4956.0,Planners
385,2021-06-15,4956.0,Planners
386,2021-06-16,4956.0,Planners
387,2021-06-17,5503.0,Planners
388,2021-06-18,5503.0,Planners
389,2021-06-19,5503.0,Planners
390,2021-06-20,3629.0,Planners
391,2021-06-21,3629.0,Planners
392,2021-06-22,4598.0,Planners
393,2021-06-23,4598.0,Planners
394,2021-06-24,4598.0,Planners
395,2021-06-25,5552.0,Planners
396,2021-06-26,5053.0,Planners
397,2021-06-27,5053.0,Planners
398,2021-06-28,6897.0,Planners
399,2021-06-29,5195.0,Planners
400,2021-06-30,5195.0,Planners
401,2021-07-01,5438.0,Planners
402,2021-07-02,5438.0,Planners
403,2021-07-03,5438.0,Planners
404,2021-07-04,5262.0,Planners
405,2021-07-05,5262.0,Planners
406,2021-07-06,6735.0,Planners
407,2021-07-07,6735.0,Planners
408,2021-07-08,5949.0,Planners
409,2021-07-09,4013.0,Planners
410,2021-07-10,4013.0,Planners
411,2021-07-11,4165.0,Planners
