,date,value,name_B01M2YFGVE
123,2020-09-23,5466.0,Blood Test Strips
124,2020-09-24,5774.0,Blood Test Strips
125,2020-09-25,4877.0,Blood Test Strips
126,2020-09-26,5441.0,Blood Test Strips
127,2020-09-27,5548.0,Blood Test Strips
128,2020-09-28,4744.0,Blood Test Strips
129,2020-09-29,5656.0,Blood Test Strips
130,2020-09-30,5722.0,Blood Test Strips
131,2020-10-01,5722.0,Blood Test Strips
132,2020-10-02,6059.0,Blood Test Strips
133,2020-10-03,6059.0,Blood Test Strips
134,2020-10-04,6059.0,Blood Test Strips
135,2020-10-05,5804.0,Blood Test Strips
136,2020-10-06,5531.0,Blood Test Strips
137,2020-10-07,5531.0,Blood Test Strips
138,2020-10-08,5106.0,Blood Test Strips
139,2020-10-09,5089.0,Blood Test Strips
140,2020-10-10,5424.0,Blood Test Strips
141,2020-10-11,5927.0,Blood Test Strips
142,2020-10-12,6535.0,Blood Test Strips
143,2020-10-13,5809.0,Blood Test Strips
144,2020-10-14,7106.0,Blood Test Strips
145,2020-10-15,7508.0,Blood Test Strips
146,2020-10-16,7845.0,Blood Test Strips
147,2020-10-17,6529.0,Blood Test Strips
148,2020-10-18,7216.0,Blood Test Strips
149,2020-10-19,5695.0,Blood Test Strips
150,2020-10-20,7020.0,Blood Test Strips
151,2020-10-21,7852.0,Blood Test Strips
152,2020-10-22,7852.0,Blood Test Strips
153,2020-10-23,6502.0,Blood Test Strips
154,2020-10-24,6502.0,Blood Test Strips
155,2020-10-25,6745.0,Blood Test Strips
156,2020-10-26,7774.0,Blood Test Strips
157,2020-10-27,8003.0,Blood Test Strips
158,2020-10-28,8003.0,Blood Test Strips
159,2020-10-29,7617.0,Blood Test Strips
160,2020-10-30,7787.0,Blood Test Strips
161,2020-10-31,8955.0,Blood Test Strips
162,2020-11-01,8180.0,Blood Test Strips
163,2020-11-02,7571.0,Blood Test Strips
164,2020-11-03,7292.0,Blood Test Strips
165,2020-11-04,7292.0,Blood Test Strips
166,2020-11-05,8702.0,Blood Test Strips
167,2020-11-06,8049.0,Blood Test Strips
168,2020-11-07,8555.0,Blood Test Strips
169,2020-11-08,8555.0,Blood Test Strips
170,2020-11-09,8572.0,Blood Test Strips
171,2020-11-10,8572.0,Blood Test Strips
172,2020-11-11,7680.0,Blood Test Strips
173,2020-11-12,8725.0,Blood Test Strips
174,2020-11-13,8671.0,Blood Test Strips
175,2020-11-14,8706.0,Blood Test Strips
176,2020-11-15,9210.0,Blood Test Strips
177,2020-11-16,9940.0,Blood Test Strips
178,2020-11-17,9090.0,Blood Test Strips
179,2020-11-18,8109.0,Blood Test Strips
180,2020-11-19,7827.0,Blood Test Strips
181,2020-11-20,8209.0,Blood Test Strips
182,2020-11-21,8209.0,Blood Test Strips
183,2020-11-22,8278.0,Blood Test Strips
184,2020-11-23,8127.0,Blood Test Strips
185,2020-11-24,7405.0,Blood Test Strips
186,2020-11-25,8223.0,Blood Test Strips
187,2020-11-26,7477.0,Blood Test Strips
188,2020-11-27,8320.0,Blood Test Strips
189,2020-11-28,9043.0,Blood Test Strips
190,2020-11-29,8726.0,Blood Test Strips
191,2020-11-30,9935.0,Blood Test Strips
192,2020-12-01,9935.0,Blood Test Strips
193,2020-12-02,10590.0,Blood Test Strips
194,2020-12-03,10590.0,Blood Test Strips
195,2020-12-04,10590.0,Blood Test Strips
196,2020-12-05,8860.0,Blood Test Strips
197,2020-12-06,9737.0,Blood Test Strips
198,2020-12-07,9737.0,Blood Test Strips
199,2020-12-08,8489.0,Blood Test Strips
200,2020-12-09,8489.0,Blood Test Strips
201,2020-12-10,8314.0,Blood Test Strips
202,2020-12-11,8674.0,Blood Test Strips
203,2020-12-12,8200.0,Blood Test Strips
204,2020-12-13,9369.0,Blood Test Strips
205,2020-12-14,8068.0,Blood Test Strips
206,2020-12-15,8068.0,Blood Test Strips
207,2020-12-16,6568.0,Blood Test Strips
208,2020-12-17,5598.0,Blood Test Strips
209,2020-12-18,6055.0,Blood Test Strips
210,2020-12-19,5875.0,Blood Test Strips
211,2020-12-20,6111.0,Blood Test Strips
212,2020-12-21,7341.0,Blood Test Strips
213,2020-12-22,7280.0,Blood Test Strips
214,2020-12-23,7467.0,Blood Test Strips
215,2020-12-24,7788.0,Blood Test Strips
216,2020-12-25,7788.0,Blood Test Strips
217,2020-12-26,7788.0,Blood Test Strips
218,2020-12-27,7788.0,Blood Test Strips
219,2020-12-28,7920.0,Blood Test Strips
220,2020-12-29,7920.0,Blood Test Strips
221,2020-12-30,6750.0,Blood Test Strips
222,2020-12-31,7091.0,Blood Test Strips
223,2021-01-01,7071.0,Blood Test Strips
224,2021-01-02,7071.0,Blood Test Strips
225,2021-01-03,8824.0,Blood Test Strips
226,2021-01-04,9581.0,Blood Test Strips
227,2021-01-05,9581.0,Blood Test Strips
228,2021-01-06,9581.0,Blood Test Strips
229,2021-01-07,8161.0,Blood Test Strips
230,2021-01-08,8161.0,Blood Test Strips
231,2021-01-09,8161.0,Blood Test Strips
232,2021-01-10,8263.0,Blood Test Strips
233,2021-01-11,8263.0,Blood Test Strips
234,2021-01-12,7850.0,Blood Test Strips
235,2021-01-13,7850.0,Blood Test Strips
236,2021-01-14,7563.0,Blood Test Strips
237,2021-01-15,8369.0,Blood Test Strips
238,2021-01-16,7465.0,Blood Test Strips
239,2021-01-17,8487.0,Blood Test Strips
240,2021-01-18,8932.0,Blood Test Strips
241,2021-01-19,8634.0,Blood Test Strips
242,2021-01-20,8326.0,Blood Test Strips
243,2021-01-21,8945.0,Blood Test Strips
244,2021-01-22,7213.0,Blood Test Strips
245,2021-01-23,6573.0,Blood Test Strips
246,2021-01-24,6163.0,Blood Test Strips
247,2021-01-25,6480.0,Blood Test Strips
248,2021-01-26,6480.0,Blood Test Strips
249,2021-01-27,6034.0,Blood Test Strips
250,2021-01-28,6387.0,Blood Test Strips
251,2021-01-29,7908.0,Blood Test Strips
252,2021-01-30,6878.0,Blood Test Strips
253,2021-01-31,6878.0,Blood Test Strips
254,2021-02-01,7688.0,Blood Test Strips
255,2021-02-02,7688.0,Blood Test Strips
256,2021-02-03,5746.0,Blood Test Strips
257,2021-02-04,6317.0,Blood Test Strips
258,2021-02-05,6317.0,Blood Test Strips
259,2021-02-06,6317.0,Blood Test Strips
260,2021-02-07,7135.0,Blood Test Strips
261,2021-02-08,6001.0,Blood Test Strips
262,2021-02-09,6001.0,Blood Test Strips
263,2021-02-10,6244.0,Blood Test Strips
264,2021-02-11,5918.0,Blood Test Strips
265,2021-02-12,5918.0,Blood Test Strips
266,2021-02-13,5189.0,Blood Test Strips
267,2021-02-14,5915.0,Blood Test Strips
268,2021-02-15,5706.0,Blood Test Strips
269,2021-02-16,6175.0,Blood Test Strips
270,2021-02-17,6317.0,Blood Test Strips
271,2021-02-18,5656.0,Blood Test Strips
272,2021-02-19,6148.0,Blood Test Strips
273,2021-02-20,6102.0,Blood Test Strips
274,2021-02-21,6102.0,Blood Test Strips
275,2021-02-22,6102.0,Blood Test Strips
276,2021-02-23,5510.0,Blood Test Strips
277,2021-02-24,6833.0,Blood Test Strips
278,2021-02-25,5896.0,Blood Test Strips
279,2021-02-26,5896.0,Blood Test Strips
280,2021-02-27,5614.0,Blood Test Strips
281,2021-02-28,5614.0,Blood Test Strips
282,2021-03-01,7777.0,Blood Test Strips
283,2021-03-02,8124.0,Blood Test Strips
284,2021-03-03,8124.0,Blood Test Strips
285,2021-03-04,7773.0,Blood Test Strips
286,2021-03-05,7773.0,Blood Test Strips
287,2021-03-06,7773.0,Blood Test Strips
288,2021-03-07,7773.0,Blood Test Strips
289,2021-03-08,9116.0,Blood Test Strips
290,2021-03-09,9125.0,Blood Test Strips
291,2021-03-10,9125.0,Blood Test Strips
292,2021-03-11,8912.0,Blood Test Strips
293,2021-03-12,9482.0,Blood Test Strips
294,2021-03-13,9494.0,Blood Test Strips
295,2021-03-14,9579.0,Blood Test Strips
296,2021-03-15,9579.0,Blood Test Strips
297,2021-03-16,10626.0,Blood Test Strips
298,2021-03-17,8877.0,Blood Test Strips
299,2021-03-18,10476.0,Blood Test Strips
300,2021-03-19,10476.0,Blood Test Strips
301,2021-03-20,10476.0,Blood Test Strips
302,2021-03-21,9006.0,Blood Test Strips
303,2021-03-22,9923.0,Blood Test Strips
304,2021-03-23,10212.0,Blood Test Strips
305,2021-03-24,10284.0,Blood Test Strips
306,2021-03-25,10284.0,Blood Test Strips
307,2021-03-26,10284.0,Blood Test Strips
308,2021-03-27,10515.0,Blood Test Strips
309,2021-03-28,10515.0,Blood Test Strips
310,2021-03-29,10804.0,Blood Test Strips
311,2021-03-30,9586.0,Blood Test Strips
312,2021-03-31,10409.0,Blood Test Strips
313,2021-04-01,10409.0,Blood Test Strips
314,2021-04-02,10409.0,Blood Test Strips
315,2021-04-03,10228.0,Blood Test Strips
316,2021-04-04,10228.0,Blood Test Strips
317,2021-04-05,12559.0,Blood Test Strips
318,2021-04-06,12559.0,Blood Test Strips
319,2021-04-07,11523.0,Blood Test Strips
320,2021-04-08,10646.0,Blood Test Strips
321,2021-04-09,7729.0,Blood Test Strips
322,2021-04-10,7691.0,Blood Test Strips
323,2021-04-11,7691.0,Blood Test Strips
324,2021-04-12,8255.0,Blood Test Strips
325,2021-04-13,8255.0,Blood Test Strips
326,2021-04-14,9347.0,Blood Test Strips
327,2021-04-15,9062.0,Blood Test Strips
328,2021-04-16,8865.0,Blood Test Strips
329,2021-04-17,8865.0,Blood Test Strips
330,2021-04-18,8198.0,Blood Test Strips
331,2021-04-19,7565.0,Blood Test Strips
332,2021-04-20,7902.0,Blood Test Strips
333,2021-04-21,8158.0,Blood Test Strips
334,2021-04-22,7600.0,Blood Test Strips
335,2021-04-23,7850.0,Blood Test Strips
336,2021-04-24,7807.0,Blood Test Strips
337,2021-04-25,7807.0,Blood Test Strips
338,2021-04-26,8045.0,Blood Test Strips
339,2021-04-27,8045.0,Blood Test Strips
340,2021-04-28,8299.0,Blood Test Strips
341,2021-04-29,9505.0,Blood Test Strips
342,2021-04-30,7647.0,Blood Test Strips
343,2021-05-01,7647.0,Blood Test Strips
344,2021-05-02,7647.0,Blood Test Strips
345,2021-05-03,7976.0,Blood Test Strips
346,2021-05-04,6958.0,Blood Test Strips
347,2021-05-05,7316.0,Blood Test Strips
348,2021-05-06,7812.0,Blood Test Strips
349,2021-05-07,7812.0,Blood Test Strips
350,2021-05-08,8671.0,Blood Test Strips
351,2021-05-09,8588.0,Blood Test Strips
352,2021-05-10,8588.0,Blood Test Strips
353,2021-05-11,10677.0,Blood Test Strips
354,2021-05-12,8401.0,Blood Test Strips
355,2021-05-13,8206.0,Blood Test Strips
356,2021-05-14,7251.0,Blood Test Strips
357,2021-05-15,8456.0,Blood Test Strips
358,2021-05-16,8456.0,Blood Test Strips
359,2021-05-17,8303.0,Blood Test Strips
360,2021-05-18,7635.0,Blood Test Strips
361,2021-05-19,7827.0,Blood Test Strips
362,2021-05-20,7384.0,Blood Test Strips
363,2021-05-21,7013.0,Blood Test Strips
364,2021-05-22,7013.0,Blood Test Strips
365,2021-05-23,9493.0,Blood Test Strips
366,2021-05-24,9493.0,Blood Test Strips
367,2021-05-25,8111.0,Blood Test Strips
368,2021-05-26,8293.0,Blood Test Strips
369,2021-05-27,7534.0,Blood Test Strips
370,2021-05-28,7345.0,Blood Test Strips
371,2021-05-29,7285.0,Blood Test Strips
372,2021-05-30,7285.0,Blood Test Strips
373,2021-05-31,8613.0,Blood Test Strips
374,2021-06-01,8369.0,Blood Test Strips
375,2021-06-02,7602.0,Blood Test Strips
376,2021-06-03,8033.0,Blood Test Strips
377,2021-06-04,6746.0,Blood Test Strips
378,2021-06-05,7658.0,Blood Test Strips
379,2021-06-06,7271.0,Blood Test Strips
380,2021-06-07,7567.0,Blood Test Strips
381,2021-06-08,7482.0,Blood Test Strips
382,2021-06-09,7339.0,Blood Test Strips
383,2021-06-10,7339.0,Blood Test Strips
384,2021-06-11,6490.0,Blood Test Strips
385,2021-06-12,5759.0,Blood Test Strips
386,2021-06-13,5759.0,Blood Test Strips
387,2021-06-14,6953.0,Blood Test Strips
388,2021-06-15,6953.0,Blood Test Strips
389,2021-06-16,7991.0,Blood Test Strips
390,2021-06-17,7494.0,Blood Test Strips
391,2021-06-18,7494.0,Blood Test Strips
392,2021-06-19,6575.0,Blood Test Strips
393,2021-06-20,6575.0,Blood Test Strips
394,2021-06-21,8002.0,Blood Test Strips
395,2021-06-22,8975.0,Blood Test Strips
396,2021-06-23,8975.0,Blood Test Strips
397,2021-06-24,7914.0,Blood Test Strips
398,2021-06-25,7914.0,Blood Test Strips
399,2021-06-26,7826.0,Blood Test Strips
400,2021-06-27,7245.0,Blood Test Strips
401,2021-06-28,7245.0,Blood Test Strips
402,2021-06-29,8246.0,Blood Test Strips
403,2021-06-30,8172.0,Blood Test Strips
404,2021-07-01,8401.0,Blood Test Strips
405,2021-07-02,9071.0,Blood Test Strips
406,2021-07-03,6935.0,Blood Test Strips
407,2021-07-04,6935.0,Blood Test Strips
408,2021-07-05,9046.0,Blood Test Strips
409,2021-07-06,9539.0,Blood Test Strips
410,2021-07-07,9373.0,Blood Test Strips
411,2021-07-08,8138.0,Blood Test Strips
412,2021-07-09,7859.0,Blood Test Strips
413,2021-07-10,7415.0,Blood Test Strips
