,date,value,name_B01M09PKO1
148,2018-11-02,5269.0,Iced Beverage Dispensers
149,2018-11-03,4319.0,Iced Beverage Dispensers
150,2018-11-04,5596.0,Iced Beverage Dispensers
151,2018-11-05,4258.0,Iced Beverage Dispensers
152,2018-11-06,4815.0,Iced Beverage Dispensers
153,2018-11-07,4815.0,Iced Beverage Dispensers
154,2018-11-08,4815.0,Iced Beverage Dispensers
155,2018-11-09,4815.0,Iced Beverage Dispensers
156,2018-11-10,4815.0,Iced Beverage Dispensers
157,2018-11-11,4815.0,Iced Beverage Dispensers
158,2018-11-12,4815.0,Iced Beverage Dispensers
159,2018-11-13,6260.0,Iced Beverage Dispensers
160,2018-11-14,6785.0,Iced Beverage Dispensers
161,2018-11-15,6785.0,Iced Beverage Dispensers
162,2018-11-16,8001.0,Iced Beverage Dispensers
163,2018-11-17,8522.0,Iced Beverage Dispensers
164,2018-11-18,8522.0,Iced Beverage Dispensers
165,2018-11-19,5936.0,Iced Beverage Dispensers
166,2018-11-20,7433.0,Iced Beverage Dispensers
167,2018-11-21,11556.0,Iced Beverage Dispensers
168,2018-11-22,11556.0,Iced Beverage Dispensers
169,2018-11-23,11556.0,Iced Beverage Dispensers
170,2018-11-24,8945.0,Iced Beverage Dispensers
171,2018-11-25,11123.0,Iced Beverage Dispensers
172,2018-11-26,7353.0,Iced Beverage Dispensers
173,2018-11-27,9625.0,Iced Beverage Dispensers
174,2018-11-28,10942.0,Iced Beverage Dispensers
175,2018-11-29,10942.0,Iced Beverage Dispensers
176,2018-11-30,13478.0,Iced Beverage Dispensers
177,2018-12-01,16646.0,Iced Beverage Dispensers
178,2018-12-02,16646.0,Iced Beverage Dispensers
179,2018-12-03,11195.0,Iced Beverage Dispensers
180,2018-12-04,42456.0,Iced Beverage Dispensers
181,2018-12-05,42456.0,Iced Beverage Dispensers
182,2018-12-06,42456.0,Iced Beverage Dispensers
183,2018-12-07,69088.0,Iced Beverage Dispensers
184,2018-12-08,69088.0,Iced Beverage Dispensers
185,2018-12-09,68918.0,Iced Beverage Dispensers
186,2018-12-10,68918.0,Iced Beverage Dispensers
187,2018-12-11,77299.0,Iced Beverage Dispensers
188,2018-12-12,87561.0,Iced Beverage Dispensers
189,2018-12-13,87561.0,Iced Beverage Dispensers
190,2018-12-14,105491.0,Iced Beverage Dispensers
191,2018-12-15,126466.0,Iced Beverage Dispensers
192,2018-12-16,126466.0,Iced Beverage Dispensers
193,2018-12-17,126466.0,Iced Beverage Dispensers
194,2018-12-18,126466.0,Iced Beverage Dispensers
195,2018-12-19,51508.0,Iced Beverage Dispensers
196,2018-12-20,51508.0,Iced Beverage Dispensers
197,2018-12-21,51508.0,Iced Beverage Dispensers
198,2018-12-22,44865.0,Iced Beverage Dispensers
199,2018-12-23,44865.0,Iced Beverage Dispensers
200,2018-12-24,44865.0,Iced Beverage Dispensers
201,2018-12-25,84207.0,Iced Beverage Dispensers
202,2018-12-26,84207.0,Iced Beverage Dispensers
203,2018-12-27,84207.0,Iced Beverage Dispensers
204,2018-12-28,35421.0,Iced Beverage Dispensers
205,2018-12-29,35421.0,Iced Beverage Dispensers
206,2018-12-30,35421.0,Iced Beverage Dispensers
207,2018-12-31,35421.0,Iced Beverage Dispensers
208,2019-01-01,35421.0,Iced Beverage Dispensers
209,2019-01-02,32622.0,Iced Beverage Dispensers
210,2019-01-03,32622.0,Iced Beverage Dispensers
211,2019-01-04,32622.0,Iced Beverage Dispensers
212,2019-01-05,38912.0,Iced Beverage Dispensers
213,2019-01-06,31443.0,Iced Beverage Dispensers
214,2019-01-07,31374.0,Iced Beverage Dispensers
215,2019-01-08,31374.0,Iced Beverage Dispensers
216,2019-01-09,31374.0,Iced Beverage Dispensers
217,2019-01-10,31374.0,Iced Beverage Dispensers
218,2019-01-11,47580.0,Iced Beverage Dispensers
219,2019-01-12,47580.0,Iced Beverage Dispensers
220,2019-01-13,47580.0,Iced Beverage Dispensers
221,2019-01-14,47580.0,Iced Beverage Dispensers
222,2019-01-15,25915.0,Iced Beverage Dispensers
223,2019-01-16,25915.0,Iced Beverage Dispensers
224,2019-01-17,25915.0,Iced Beverage Dispensers
225,2019-01-18,58286.0,Iced Beverage Dispensers
226,2019-01-19,23343.0,Iced Beverage Dispensers
227,2019-01-20,23343.0,Iced Beverage Dispensers
228,2019-01-21,23343.0,Iced Beverage Dispensers
229,2019-01-22,60970.0,Iced Beverage Dispensers
230,2019-01-23,60970.0,Iced Beverage Dispensers
231,2019-01-24,60970.0,Iced Beverage Dispensers
232,2019-01-25,46770.0,Iced Beverage Dispensers
233,2019-01-26,46770.0,Iced Beverage Dispensers
234,2019-01-27,33379.0,Iced Beverage Dispensers
235,2019-01-28,33379.0,Iced Beverage Dispensers
236,2019-01-29,46375.0,Iced Beverage Dispensers
237,2019-01-30,46375.0,Iced Beverage Dispensers
238,2019-01-31,54468.0,Iced Beverage Dispensers
239,2019-02-01,54468.0,Iced Beverage Dispensers
240,2019-02-02,42706.0,Iced Beverage Dispensers
241,2019-02-03,42706.0,Iced Beverage Dispensers
242,2019-02-04,44556.0,Iced Beverage Dispensers
243,2019-02-05,44556.0,Iced Beverage Dispensers
244,2019-02-06,44556.0,Iced Beverage Dispensers
245,2019-02-07,44556.0,Iced Beverage Dispensers
246,2019-02-08,93204.0,Iced Beverage Dispensers
247,2019-02-09,93204.0,Iced Beverage Dispensers
248,2019-02-10,93204.0,Iced Beverage Dispensers
249,2019-02-11,93789.0,Iced Beverage Dispensers
250,2019-02-12,82573.0,Iced Beverage Dispensers
251,2019-02-13,61866.0,Iced Beverage Dispensers
252,2019-02-14,88868.0,Iced Beverage Dispensers
253,2019-02-15,88868.0,Iced Beverage Dispensers
254,2019-02-16,88868.0,Iced Beverage Dispensers
255,2019-02-17,88868.0,Iced Beverage Dispensers
256,2019-02-18,88872.0,Iced Beverage Dispensers
257,2019-02-19,88872.0,Iced Beverage Dispensers
258,2019-02-20,44865.0,Iced Beverage Dispensers
259,2019-02-21,44865.0,Iced Beverage Dispensers
260,2019-02-22,35919.0,Iced Beverage Dispensers
261,2019-02-23,35919.0,Iced Beverage Dispensers
262,2019-02-24,95341.0,Iced Beverage Dispensers
263,2019-02-25,95341.0,Iced Beverage Dispensers
264,2019-02-26,95341.0,Iced Beverage Dispensers
265,2019-02-27,95341.0,Iced Beverage Dispensers
266,2019-02-28,95341.0,Iced Beverage Dispensers
267,2019-03-01,95341.0,Iced Beverage Dispensers
268,2019-03-02,60215.0,Iced Beverage Dispensers
269,2019-03-03,46039.0,Iced Beverage Dispensers
270,2019-03-04,46039.0,Iced Beverage Dispensers
271,2019-03-05,59690.0,Iced Beverage Dispensers
272,2019-03-06,59690.0,Iced Beverage Dispensers
273,2019-03-07,59690.0,Iced Beverage Dispensers
274,2019-03-08,59690.0,Iced Beverage Dispensers
275,2019-03-09,41318.0,Iced Beverage Dispensers
276,2019-03-10,56739.0,Iced Beverage Dispensers
277,2019-03-11,56739.0,Iced Beverage Dispensers
278,2019-03-12,56739.0,Iced Beverage Dispensers
279,2019-03-13,56739.0,Iced Beverage Dispensers
280,2019-03-14,56739.0,Iced Beverage Dispensers
281,2019-03-15,56739.0,Iced Beverage Dispensers
282,2019-03-16,56739.0,Iced Beverage Dispensers
283,2019-03-17,56739.0,Iced Beverage Dispensers
284,2019-03-18,56739.0,Iced Beverage Dispensers
285,2019-03-19,56739.0,Iced Beverage Dispensers
286,2019-03-20,23904.0,Iced Beverage Dispensers
287,2019-03-21,23904.0,Iced Beverage Dispensers
288,2019-03-22,23904.0,Iced Beverage Dispensers
289,2019-03-23,23904.0,Iced Beverage Dispensers
290,2019-03-24,23904.0,Iced Beverage Dispensers
291,2019-03-25,23904.0,Iced Beverage Dispensers
292,2019-03-26,23904.0,Iced Beverage Dispensers
293,2019-03-27,44997.0,Iced Beverage Dispensers
294,2019-03-28,44997.0,Iced Beverage Dispensers
295,2019-03-29,44997.0,Iced Beverage Dispensers
296,2019-03-30,44997.0,Iced Beverage Dispensers
297,2019-03-31,63636.0,Iced Beverage Dispensers
298,2019-04-01,63636.0,Iced Beverage Dispensers
299,2019-04-02,63636.0,Iced Beverage Dispensers
300,2019-04-03,63636.0,Iced Beverage Dispensers
301,2019-04-04,63636.0,Iced Beverage Dispensers
302,2019-04-05,47830.0,Iced Beverage Dispensers
303,2019-04-06,74266.0,Iced Beverage Dispensers
304,2019-04-07,74266.0,Iced Beverage Dispensers
305,2019-04-08,74266.0,Iced Beverage Dispensers
306,2019-04-09,74266.0,Iced Beverage Dispensers
307,2019-04-10,74266.0,Iced Beverage Dispensers
308,2019-04-11,74266.0,Iced Beverage Dispensers
309,2019-04-12,74266.0,Iced Beverage Dispensers
310,2019-04-13,31540.0,Iced Beverage Dispensers
311,2019-04-14,31540.0,Iced Beverage Dispensers
312,2019-04-15,31540.0,Iced Beverage Dispensers
313,2019-04-16,31540.0,Iced Beverage Dispensers
314,2019-04-17,62420.0,Iced Beverage Dispensers
315,2019-04-18,62420.0,Iced Beverage Dispensers
316,2019-04-19,62420.0,Iced Beverage Dispensers
317,2019-04-20,62420.0,Iced Beverage Dispensers
318,2019-04-21,62420.0,Iced Beverage Dispensers
319,2019-04-22,83249.0,Iced Beverage Dispensers
320,2019-04-23,83249.0,Iced Beverage Dispensers
321,2019-04-24,83249.0,Iced Beverage Dispensers
322,2019-04-25,83249.0,Iced Beverage Dispensers
323,2019-04-26,83249.0,Iced Beverage Dispensers
324,2019-04-27,83249.0,Iced Beverage Dispensers
325,2019-04-28,83249.0,Iced Beverage Dispensers
326,2019-04-29,33965.0,Iced Beverage Dispensers
327,2019-04-30,33965.0,Iced Beverage Dispensers
328,2019-05-01,33965.0,Iced Beverage Dispensers
329,2019-05-02,33965.0,Iced Beverage Dispensers
330,2019-05-03,41004.0,Iced Beverage Dispensers
331,2019-05-04,35325.0,Iced Beverage Dispensers
332,2019-05-05,35325.0,Iced Beverage Dispensers
333,2019-05-06,35325.0,Iced Beverage Dispensers
334,2019-05-07,37810.0,Iced Beverage Dispensers
335,2019-05-08,49884.0,Iced Beverage Dispensers
336,2019-05-09,41630.0,Iced Beverage Dispensers
337,2019-05-10,31663.0,Iced Beverage Dispensers
338,2019-05-11,31663.0,Iced Beverage Dispensers
339,2019-05-12,32481.0,Iced Beverage Dispensers
340,2019-05-13,35052.0,Iced Beverage Dispensers
341,2019-05-14,43988.0,Iced Beverage Dispensers
342,2019-05-15,43988.0,Iced Beverage Dispensers
343,2019-05-16,47312.0,Iced Beverage Dispensers
344,2019-05-17,47312.0,Iced Beverage Dispensers
345,2019-05-18,36861.0,Iced Beverage Dispensers
346,2019-05-19,55569.0,Iced Beverage Dispensers
347,2019-05-20,55569.0,Iced Beverage Dispensers
348,2019-05-21,40762.0,Iced Beverage Dispensers
349,2019-05-22,40762.0,Iced Beverage Dispensers
350,2019-05-23,33828.0,Iced Beverage Dispensers
351,2019-05-24,33828.0,Iced Beverage Dispensers
352,2019-05-25,9403.0,Iced Beverage Dispensers
353,2019-05-26,9403.0,Iced Beverage Dispensers
354,2019-05-27,9286.0,Iced Beverage Dispensers
355,2019-05-28,9286.0,Iced Beverage Dispensers
356,2019-05-29,9572.0,Iced Beverage Dispensers
357,2019-05-30,9572.0,Iced Beverage Dispensers
358,2019-05-31,11749.0,Iced Beverage Dispensers
359,2019-06-01,14209.0,Iced Beverage Dispensers
360,2019-06-02,14209.0,Iced Beverage Dispensers
361,2019-06-03,12373.0,Iced Beverage Dispensers
362,2019-06-04,10885.0,Iced Beverage Dispensers
363,2019-06-05,13678.0,Iced Beverage Dispensers
364,2019-06-06,12309.0,Iced Beverage Dispensers
365,2019-06-07,12309.0,Iced Beverage Dispensers
366,2019-06-08,9067.0,Iced Beverage Dispensers
367,2019-06-09,12279.0,Iced Beverage Dispensers
368,2019-06-10,13905.0,Iced Beverage Dispensers
369,2019-06-11,14036.0,Iced Beverage Dispensers
370,2019-06-12,15660.0,Iced Beverage Dispensers
371,2019-06-13,15660.0,Iced Beverage Dispensers
372,2019-06-14,15660.0,Iced Beverage Dispensers
373,2019-06-15,14557.0,Iced Beverage Dispensers
374,2019-06-16,10242.0,Iced Beverage Dispensers
375,2019-06-17,10242.0,Iced Beverage Dispensers
376,2019-06-18,9622.0,Iced Beverage Dispensers
377,2019-06-19,7334.0,Iced Beverage Dispensers
378,2019-06-20,7334.0,Iced Beverage Dispensers
379,2019-06-21,7334.0,Iced Beverage Dispensers
380,2019-06-22,10560.0,Iced Beverage Dispensers
381,2019-06-23,10560.0,Iced Beverage Dispensers
382,2019-06-24,7431.0,Iced Beverage Dispensers
383,2019-06-25,7431.0,Iced Beverage Dispensers
384,2019-06-26,8389.0,Iced Beverage Dispensers
385,2019-06-27,8389.0,Iced Beverage Dispensers
386,2019-06-28,8389.0,Iced Beverage Dispensers
387,2019-06-29,9149.0,Iced Beverage Dispensers
388,2019-06-30,9149.0,Iced Beverage Dispensers
389,2019-07-01,9149.0,Iced Beverage Dispensers
390,2019-07-02,8170.0,Iced Beverage Dispensers
391,2019-07-03,8170.0,Iced Beverage Dispensers
392,2019-07-04,8170.0,Iced Beverage Dispensers
393,2019-07-05,8363.0,Iced Beverage Dispensers
394,2019-07-06,8363.0,Iced Beverage Dispensers
395,2019-07-07,8363.0,Iced Beverage Dispensers
396,2019-07-08,8460.0,Iced Beverage Dispensers
397,2019-07-09,12119.0,Iced Beverage Dispensers
398,2019-07-10,12119.0,Iced Beverage Dispensers
399,2019-07-11,12119.0,Iced Beverage Dispensers
400,2019-07-12,11413.0,Iced Beverage Dispensers
401,2019-07-13,11413.0,Iced Beverage Dispensers
402,2019-07-14,11413.0,Iced Beverage Dispensers
403,2019-07-15,11712.0,Iced Beverage Dispensers
404,2019-07-16,11712.0,Iced Beverage Dispensers
405,2019-07-17,11712.0,Iced Beverage Dispensers
406,2019-07-18,9139.0,Iced Beverage Dispensers
407,2019-07-19,9139.0,Iced Beverage Dispensers
408,2019-07-20,9139.0,Iced Beverage Dispensers
409,2019-07-21,11197.0,Iced Beverage Dispensers
410,2019-07-22,11197.0,Iced Beverage Dispensers
411,2019-07-23,13256.0,Iced Beverage Dispensers
412,2019-07-24,13256.0,Iced Beverage Dispensers
413,2019-07-25,13962.0,Iced Beverage Dispensers
414,2019-07-26,15524.0,Iced Beverage Dispensers
415,2019-07-27,15524.0,Iced Beverage Dispensers
416,2019-07-28,15524.0,Iced Beverage Dispensers
417,2019-07-29,15236.0,Iced Beverage Dispensers
418,2019-07-30,15236.0,Iced Beverage Dispensers
419,2019-07-31,15236.0,Iced Beverage Dispensers
420,2019-08-01,20413.0,Iced Beverage Dispensers
421,2019-08-02,20413.0,Iced Beverage Dispensers
422,2019-08-03,15074.0,Iced Beverage Dispensers
423,2019-08-04,15074.0,Iced Beverage Dispensers
424,2019-08-05,15074.0,Iced Beverage Dispensers
425,2019-08-06,14064.0,Iced Beverage Dispensers
426,2019-08-07,14064.0,Iced Beverage Dispensers
427,2019-08-08,20592.0,Iced Beverage Dispensers
428,2019-08-09,21272.0,Iced Beverage Dispensers
429,2019-08-10,21272.0,Iced Beverage Dispensers
430,2019-08-11,21272.0,Iced Beverage Dispensers
431,2019-08-12,18558.0,Iced Beverage Dispensers
432,2019-08-13,18558.0,Iced Beverage Dispensers
433,2019-08-14,18558.0,Iced Beverage Dispensers
434,2019-08-15,25440.0,Iced Beverage Dispensers
435,2019-08-16,21672.0,Iced Beverage Dispensers
436,2019-08-17,21516.0,Iced Beverage Dispensers
437,2019-08-18,21516.0,Iced Beverage Dispensers
438,2019-08-19,21516.0,Iced Beverage Dispensers
439,2019-08-20,19259.0,Iced Beverage Dispensers
440,2019-08-21,19259.0,Iced Beverage Dispensers
441,2019-08-22,19259.0,Iced Beverage Dispensers
442,2019-08-23,15322.0,Iced Beverage Dispensers
443,2019-08-24,22674.0,Iced Beverage Dispensers
444,2019-08-25,22674.0,Iced Beverage Dispensers
445,2019-08-26,22674.0,Iced Beverage Dispensers
446,2019-08-27,21762.0,Iced Beverage Dispensers
447,2019-08-28,21762.0,Iced Beverage Dispensers
448,2019-08-29,23058.0,Iced Beverage Dispensers
449,2019-08-30,23058.0,Iced Beverage Dispensers
450,2019-08-31,23058.0,Iced Beverage Dispensers
451,2019-09-01,17260.0,Iced Beverage Dispensers
452,2019-09-02,20945.0,Iced Beverage Dispensers
453,2019-09-03,20945.0,Iced Beverage Dispensers
454,2019-09-04,26604.0,Iced Beverage Dispensers
455,2019-09-05,20185.0,Iced Beverage Dispensers
456,2019-09-06,20185.0,Iced Beverage Dispensers
457,2019-09-07,16771.0,Iced Beverage Dispensers
458,2019-09-08,14278.0,Iced Beverage Dispensers
459,2019-09-09,18117.0,Iced Beverage Dispensers
460,2019-09-10,21509.0,Iced Beverage Dispensers
461,2019-09-11,21046.0,Iced Beverage Dispensers
462,2019-09-12,24467.0,Iced Beverage Dispensers
463,2019-09-13,24746.0,Iced Beverage Dispensers
464,2019-09-14,24746.0,Iced Beverage Dispensers
465,2019-09-15,31527.0,Iced Beverage Dispensers
466,2019-09-16,20727.0,Iced Beverage Dispensers
467,2019-09-17,20727.0,Iced Beverage Dispensers
468,2019-09-18,20420.0,Iced Beverage Dispensers
469,2019-09-19,20420.0,Iced Beverage Dispensers
470,2019-09-20,16380.0,Iced Beverage Dispensers
471,2019-09-21,16380.0,Iced Beverage Dispensers
472,2019-09-22,18403.0,Iced Beverage Dispensers
473,2019-09-23,17638.0,Iced Beverage Dispensers
474,2019-09-24,17638.0,Iced Beverage Dispensers
475,2019-09-25,17638.0,Iced Beverage Dispensers
476,2019-09-26,20829.0,Iced Beverage Dispensers
477,2019-09-27,18937.0,Iced Beverage Dispensers
478,2019-09-28,18937.0,Iced Beverage Dispensers
479,2019-09-29,20391.0,Iced Beverage Dispensers
480,2019-09-30,20391.0,Iced Beverage Dispensers
481,2019-10-01,20391.0,Iced Beverage Dispensers
482,2019-10-02,19236.0,Iced Beverage Dispensers
483,2019-10-03,19236.0,Iced Beverage Dispensers
484,2019-10-04,19236.0,Iced Beverage Dispensers
485,2019-10-05,24352.0,Iced Beverage Dispensers
486,2019-10-06,24352.0,Iced Beverage Dispensers
487,2019-10-07,24352.0,Iced Beverage Dispensers
488,2019-10-08,23364.0,Iced Beverage Dispensers
489,2019-10-09,23364.0,Iced Beverage Dispensers
490,2019-10-10,23364.0,Iced Beverage Dispensers
491,2019-10-11,20065.0,Iced Beverage Dispensers
492,2019-10-12,20065.0,Iced Beverage Dispensers
493,2019-10-13,20065.0,Iced Beverage Dispensers
494,2019-10-14,14429.0,Iced Beverage Dispensers
495,2019-10-15,14429.0,Iced Beverage Dispensers
496,2019-10-16,14429.0,Iced Beverage Dispensers
497,2019-10-17,13833.0,Iced Beverage Dispensers
498,2019-10-18,13833.0,Iced Beverage Dispensers
499,2019-10-19,16717.0,Iced Beverage Dispensers
500,2019-10-20,16717.0,Iced Beverage Dispensers
501,2019-10-21,16717.0,Iced Beverage Dispensers
502,2019-10-22,14828.0,Iced Beverage Dispensers
503,2019-10-23,15845.0,Iced Beverage Dispensers
504,2019-10-24,12709.0,Iced Beverage Dispensers
505,2019-10-25,12224.0,Iced Beverage Dispensers
506,2019-10-26,12224.0,Iced Beverage Dispensers
507,2019-10-27,13935.0,Iced Beverage Dispensers
508,2019-10-28,13935.0,Iced Beverage Dispensers
509,2019-10-29,13935.0,Iced Beverage Dispensers
510,2019-10-30,13689.0,Iced Beverage Dispensers
511,2019-10-31,13177.0,Iced Beverage Dispensers
512,2019-11-01,13177.0,Iced Beverage Dispensers
513,2019-11-02,13177.0,Iced Beverage Dispensers
514,2019-11-03,12428.0,Iced Beverage Dispensers
515,2019-11-04,12428.0,Iced Beverage Dispensers
516,2019-11-05,12428.0,Iced Beverage Dispensers
