,date,value,name_B01IWBWXOE
517,2019-12-13,9514.0,Tumblers & Water Glasses
518,2019-12-14,7411.0,Tumblers & Water Glasses
519,2019-12-15,7362.0,Tumblers & Water Glasses
520,2019-12-16,7449.0,Tumblers & Water Glasses
521,2019-12-17,8992.0,Tumblers & Water Glasses
522,2019-12-18,8992.0,Tumblers & Water Glasses
523,2019-12-19,7455.0,Tumblers & Water Glasses
524,2019-12-20,6855.0,Tumblers & Water Glasses
525,2019-12-21,7361.0,Tumblers & Water Glasses
526,2019-12-22,7361.0,Tumblers & Water Glasses
527,2019-12-23,7096.0,Tumblers & Water Glasses
528,2019-12-24,8104.0,Tumblers & Water Glasses
529,2019-12-25,8104.0,Tumblers & Water Glasses
530,2019-12-26,7351.0,Tumblers & Water Glasses
531,2019-12-27,7351.0,Tumblers & Water Glasses
532,2019-12-28,6203.0,Tumblers & Water Glasses
533,2019-12-29,6203.0,Tumblers & Water Glasses
534,2019-12-30,5037.0,Tumblers & Water Glasses
535,2019-12-31,5585.0,Tumblers & Water Glasses
536,2020-01-01,5585.0,Tumblers & Water Glasses
537,2020-01-02,7534.0,Tumblers & Water Glasses
538,2020-01-03,7534.0,Tumblers & Water Glasses
539,2020-01-04,14456.0,Tumblers & Water Glasses
540,2020-01-05,14456.0,Tumblers & Water Glasses
541,2020-01-06,14456.0,Tumblers & Water Glasses
542,2020-01-07,14456.0,Tumblers & Water Glasses
543,2020-01-08,14456.0,Tumblers & Water Glasses
544,2020-01-09,6047.0,Tumblers & Water Glasses
545,2020-01-10,6016.0,Tumblers & Water Glasses
546,2020-01-11,6016.0,Tumblers & Water Glasses
547,2020-01-12,6016.0,Tumblers & Water Glasses
548,2020-01-13,4981.0,Tumblers & Water Glasses
549,2020-01-14,5749.0,Tumblers & Water Glasses
550,2020-01-15,5749.0,Tumblers & Water Glasses
551,2020-01-16,5749.0,Tumblers & Water Glasses
552,2020-01-17,5749.0,Tumblers & Water Glasses
553,2020-01-18,5749.0,Tumblers & Water Glasses
554,2020-01-19,4470.0,Tumblers & Water Glasses
555,2020-01-20,4470.0,Tumblers & Water Glasses
556,2020-01-21,4444.0,Tumblers & Water Glasses
557,2020-01-22,4444.0,Tumblers & Water Glasses
558,2020-01-23,4318.0,Tumblers & Water Glasses
559,2020-01-24,4449.0,Tumblers & Water Glasses
560,2020-01-25,4449.0,Tumblers & Water Glasses
561,2020-01-26,4498.0,Tumblers & Water Glasses
562,2020-01-27,4681.0,Tumblers & Water Glasses
563,2020-01-28,5172.0,Tumblers & Water Glasses
564,2020-01-29,5392.0,Tumblers & Water Glasses
565,2020-01-30,5392.0,Tumblers & Water Glasses
566,2020-01-31,5392.0,Tumblers & Water Glasses
567,2020-02-01,4852.0,Tumblers & Water Glasses
568,2020-02-02,4852.0,Tumblers & Water Glasses
569,2020-02-03,4852.0,Tumblers & Water Glasses
570,2020-02-04,4640.0,Tumblers & Water Glasses
571,2020-02-05,5183.0,Tumblers & Water Glasses
572,2020-02-06,5183.0,Tumblers & Water Glasses
573,2020-02-07,5659.0,Tumblers & Water Glasses
574,2020-02-08,4558.0,Tumblers & Water Glasses
575,2020-02-09,4558.0,Tumblers & Water Glasses
576,2020-02-10,5769.0,Tumblers & Water Glasses
577,2020-02-11,5769.0,Tumblers & Water Glasses
578,2020-02-12,6378.0,Tumblers & Water Glasses
579,2020-02-13,5664.0,Tumblers & Water Glasses
580,2020-02-14,5664.0,Tumblers & Water Glasses
581,2020-02-15,6943.0,Tumblers & Water Glasses
582,2020-02-16,6943.0,Tumblers & Water Glasses
583,2020-02-17,6943.0,Tumblers & Water Glasses
584,2020-02-18,11014.0,Tumblers & Water Glasses
585,2020-02-19,11014.0,Tumblers & Water Glasses
586,2020-02-20,11014.0,Tumblers & Water Glasses
587,2020-02-21,11014.0,Tumblers & Water Glasses
588,2020-02-22,5686.0,Tumblers & Water Glasses
589,2020-02-23,5686.0,Tumblers & Water Glasses
590,2020-02-24,5686.0,Tumblers & Water Glasses
591,2020-02-25,7541.0,Tumblers & Water Glasses
592,2020-02-26,6753.0,Tumblers & Water Glasses
593,2020-02-27,5765.0,Tumblers & Water Glasses
594,2020-02-28,4191.0,Tumblers & Water Glasses
595,2020-02-29,4191.0,Tumblers & Water Glasses
596,2020-03-01,4033.0,Tumblers & Water Glasses
597,2020-03-02,4033.0,Tumblers & Water Glasses
598,2020-03-03,4902.0,Tumblers & Water Glasses
599,2020-03-04,5102.0,Tumblers & Water Glasses
600,2020-03-05,5738.0,Tumblers & Water Glasses
601,2020-03-06,5738.0,Tumblers & Water Glasses
602,2020-03-07,5738.0,Tumblers & Water Glasses
603,2020-03-08,5738.0,Tumblers & Water Glasses
604,2020-03-09,-1.0,Tumblers & Water Glasses
