,date,value,name_B08L1V3GMY
154,2021-03-21,46295.0,Wall & Tabletop Frames
155,2021-03-22,46218.0,Wall & Tabletop Frames
156,2021-03-23,40416.0,Wall & Tabletop Frames
157,2021-03-24,42653.0,Wall & Tabletop Frames
158,2021-03-25,49707.0,Wall & Tabletop Frames
159,2021-03-26,45319.0,Wall & Tabletop Frames
160,2021-03-27,34260.0,Wall & Tabletop Frames
161,2021-03-28,34260.0,Wall & Tabletop Frames
162,2021-03-29,28967.0,Wall & Tabletop Frames
163,2021-03-30,27296.0,Wall & Tabletop Frames
164,2021-03-31,18741.0,Wall & Tabletop Frames
165,2021-04-01,16988.0,Wall & Tabletop Frames
166,2021-04-02,19609.0,Wall & Tabletop Frames
167,2021-04-03,19609.0,Wall & Tabletop Frames
168,2021-04-04,11565.0,Wall & Tabletop Frames
169,2021-04-05,11565.0,Wall & Tabletop Frames
170,2021-04-06,11690.0,Wall & Tabletop Frames
171,2021-04-07,7137.0,Wall & Tabletop Frames
172,2021-04-08,8062.0,Wall & Tabletop Frames
173,2021-04-09,8131.0,Wall & Tabletop Frames
174,2021-04-10,8131.0,Wall & Tabletop Frames
175,2021-04-11,7068.0,Wall & Tabletop Frames
176,2021-04-12,6215.0,Wall & Tabletop Frames
177,2021-04-13,6575.0,Wall & Tabletop Frames
178,2021-04-14,7190.0,Wall & Tabletop Frames
179,2021-04-15,7110.0,Wall & Tabletop Frames
180,2021-04-16,7965.0,Wall & Tabletop Frames
181,2021-04-17,8497.0,Wall & Tabletop Frames
182,2021-04-18,8497.0,Wall & Tabletop Frames
183,2021-04-19,9863.0,Wall & Tabletop Frames
184,2021-04-20,8319.0,Wall & Tabletop Frames
185,2021-04-21,8319.0,Wall & Tabletop Frames
186,2021-04-22,11517.0,Wall & Tabletop Frames
187,2021-04-23,11456.0,Wall & Tabletop Frames
188,2021-04-24,11456.0,Wall & Tabletop Frames
189,2021-04-25,19624.0,Wall & Tabletop Frames
190,2021-04-26,19624.0,Wall & Tabletop Frames
191,2021-04-27,11607.0,Wall & Tabletop Frames
192,2021-04-28,11881.0,Wall & Tabletop Frames
193,2021-04-29,8148.0,Wall & Tabletop Frames
194,2021-04-30,8398.0,Wall & Tabletop Frames
195,2021-05-01,11135.0,Wall & Tabletop Frames
196,2021-05-02,11135.0,Wall & Tabletop Frames
197,2021-05-03,11388.0,Wall & Tabletop Frames
198,2021-05-04,11011.0,Wall & Tabletop Frames
199,2021-05-05,11553.0,Wall & Tabletop Frames
200,2021-05-06,10430.0,Wall & Tabletop Frames
201,2021-05-07,10430.0,Wall & Tabletop Frames
202,2021-05-08,12599.0,Wall & Tabletop Frames
203,2021-05-09,12599.0,Wall & Tabletop Frames
204,2021-05-10,10724.0,Wall & Tabletop Frames
205,2021-05-11,10724.0,Wall & Tabletop Frames
206,2021-05-12,9606.0,Wall & Tabletop Frames
207,2021-05-13,9606.0,Wall & Tabletop Frames
208,2021-05-14,17645.0,Wall & Tabletop Frames
209,2021-05-15,17645.0,Wall & Tabletop Frames
210,2021-05-16,17645.0,Wall & Tabletop Frames
211,2021-05-17,18233.0,Wall & Tabletop Frames
212,2021-05-18,18233.0,Wall & Tabletop Frames
213,2021-05-19,12298.0,Wall & Tabletop Frames
214,2021-05-20,13779.0,Wall & Tabletop Frames
215,2021-05-21,13779.0,Wall & Tabletop Frames
216,2021-05-22,13481.0,Wall & Tabletop Frames
217,2021-05-23,13481.0,Wall & Tabletop Frames
218,2021-05-24,14210.0,Wall & Tabletop Frames
219,2021-05-25,20134.0,Wall & Tabletop Frames
220,2021-05-26,20585.0,Wall & Tabletop Frames
221,2021-05-27,16436.0,Wall & Tabletop Frames
222,2021-05-28,16436.0,Wall & Tabletop Frames
223,2021-05-29,12773.0,Wall & Tabletop Frames
224,2021-05-30,12773.0,Wall & Tabletop Frames
225,2021-05-31,13112.0,Wall & Tabletop Frames
226,2021-06-01,18511.0,Wall & Tabletop Frames
227,2021-06-02,18511.0,Wall & Tabletop Frames
228,2021-06-03,19312.0,Wall & Tabletop Frames
229,2021-06-04,17965.0,Wall & Tabletop Frames
230,2021-06-05,17965.0,Wall & Tabletop Frames
231,2021-06-06,17965.0,Wall & Tabletop Frames
232,2021-06-07,18178.0,Wall & Tabletop Frames
233,2021-06-08,18178.0,Wall & Tabletop Frames
234,2021-06-09,9705.0,Wall & Tabletop Frames
235,2021-06-10,8281.0,Wall & Tabletop Frames
236,2021-06-11,8281.0,Wall & Tabletop Frames
237,2021-06-12,5795.0,Wall & Tabletop Frames
238,2021-06-13,5795.0,Wall & Tabletop Frames
239,2021-06-14,4141.0,Wall & Tabletop Frames
240,2021-06-15,3681.0,Wall & Tabletop Frames
241,2021-06-16,2975.0,Wall & Tabletop Frames
242,2021-06-17,3962.0,Wall & Tabletop Frames
243,2021-06-18,4403.0,Wall & Tabletop Frames
244,2021-06-19,4403.0,Wall & Tabletop Frames
245,2021-06-20,5086.0,Wall & Tabletop Frames
246,2021-06-21,11663.0,Wall & Tabletop Frames
247,2021-06-22,13218.0,Wall & Tabletop Frames
248,2021-06-23,13277.0,Wall & Tabletop Frames
249,2021-06-24,12384.0,Wall & Tabletop Frames
250,2021-06-25,10992.0,Wall & Tabletop Frames
251,2021-06-26,10252.0,Wall & Tabletop Frames
252,2021-06-27,10252.0,Wall & Tabletop Frames
253,2021-06-28,12213.0,Wall & Tabletop Frames
254,2021-06-29,12631.0,Wall & Tabletop Frames
255,2021-06-30,9852.0,Wall & Tabletop Frames
256,2021-07-01,12521.0,Wall & Tabletop Frames
257,2021-07-02,11424.0,Wall & Tabletop Frames
258,2021-07-03,9316.0,Wall & Tabletop Frames
259,2021-07-04,9316.0,Wall & Tabletop Frames
260,2021-07-05,9316.0,Wall & Tabletop Frames
261,2021-07-06,17188.0,Wall & Tabletop Frames
262,2021-07-07,12826.0,Wall & Tabletop Frames
263,2021-07-08,13887.0,Wall & Tabletop Frames
264,2021-07-09,14432.0,Wall & Tabletop Frames
265,2021-07-10,14627.0,Wall & Tabletop Frames
