,date,value,name_B08595H5F2
86,2020-08-17,1272.0,Arts & Crafts Tape
87,2020-08-18,1147.0,Arts & Crafts Tape
88,2020-08-19,1147.0,Arts & Crafts Tape
89,2020-08-20,1147.0,Arts & Crafts Tape
90,2020-08-21,1033.0,Arts & Crafts Tape
91,2020-08-22,1033.0,Arts & Crafts Tape
92,2020-08-23,926.0,Arts & Crafts Tape
93,2020-08-24,926.0,Arts & Crafts Tape
94,2020-08-25,926.0,Arts & Crafts Tape
95,2020-08-26,1004.0,Arts & Crafts Tape
96,2020-08-27,1004.0,Arts & Crafts Tape
97,2020-08-28,1004.0,Arts & Crafts Tape
98,2020-08-29,728.0,Arts & Crafts Tape
99,2020-08-30,728.0,Arts & Crafts Tape
100,2020-08-31,728.0,Arts & Crafts Tape
101,2020-09-01,979.0,Arts & Crafts Tape
102,2020-09-02,933.0,Arts & Crafts Tape
103,2020-09-03,933.0,Arts & Crafts Tape
104,2020-09-04,933.0,Arts & Crafts Tape
105,2020-09-05,933.0,Arts & Crafts Tape
106,2020-09-06,1003.0,Arts & Crafts Tape
107,2020-09-07,1003.0,Arts & Crafts Tape
108,2020-09-08,832.0,Arts & Crafts Tape
109,2020-09-09,832.0,Arts & Crafts Tape
110,2020-09-10,963.0,Arts & Crafts Tape
111,2020-09-11,1181.0,Arts & Crafts Tape
112,2020-09-12,1181.0,Arts & Crafts Tape
113,2020-09-13,1045.0,Arts & Crafts Tape
114,2020-09-14,1045.0,Arts & Crafts Tape
115,2020-09-15,1045.0,Arts & Crafts Tape
116,2020-09-16,1045.0,Arts & Crafts Tape
117,2020-09-17,1278.0,Arts & Crafts Tape
118,2020-09-18,1278.0,Arts & Crafts Tape
119,2020-09-19,1540.0,Arts & Crafts Tape
120,2020-09-20,1540.0,Arts & Crafts Tape
121,2020-09-21,1894.0,Arts & Crafts Tape
122,2020-09-22,1894.0,Arts & Crafts Tape
123,2020-09-23,2004.0,Arts & Crafts Tape
124,2020-09-24,2004.0,Arts & Crafts Tape
125,2020-09-25,1641.0,Arts & Crafts Tape
126,2020-09-26,1632.0,Arts & Crafts Tape
127,2020-09-27,1561.0,Arts & Crafts Tape
128,2020-09-28,1561.0,Arts & Crafts Tape
129,2020-09-29,1043.0,Arts & Crafts Tape
130,2020-09-30,1187.0,Arts & Crafts Tape
131,2020-10-01,975.0,Arts & Crafts Tape
132,2020-10-02,975.0,Arts & Crafts Tape
133,2020-10-03,975.0,Arts & Crafts Tape
134,2020-10-04,1296.0,Arts & Crafts Tape
135,2020-10-05,1296.0,Arts & Crafts Tape
136,2020-10-06,1296.0,Arts & Crafts Tape
137,2020-10-07,1055.0,Arts & Crafts Tape
138,2020-10-08,991.0,Arts & Crafts Tape
139,2020-10-09,873.0,Arts & Crafts Tape
140,2020-10-10,1155.0,Arts & Crafts Tape
141,2020-10-11,1155.0,Arts & Crafts Tape
142,2020-10-12,977.0,Arts & Crafts Tape
143,2020-10-13,938.0,Arts & Crafts Tape
144,2020-10-14,938.0,Arts & Crafts Tape
145,2020-10-15,1933.0,Arts & Crafts Tape
146,2020-10-16,2024.0,Arts & Crafts Tape
147,2020-10-17,2024.0,Arts & Crafts Tape
148,2020-10-18,2024.0,Arts & Crafts Tape
149,2020-10-19,2272.0,Arts & Crafts Tape
150,2020-10-20,2272.0,Arts & Crafts Tape
151,2020-10-21,2272.0,Arts & Crafts Tape
152,2020-10-22,2272.0,Arts & Crafts Tape
153,2020-10-23,1975.0,Arts & Crafts Tape
154,2020-10-24,2469.0,Arts & Crafts Tape
155,2020-10-25,1864.0,Arts & Crafts Tape
156,2020-10-26,2307.0,Arts & Crafts Tape
157,2020-10-27,2694.0,Arts & Crafts Tape
158,2020-10-28,2878.0,Arts & Crafts Tape
159,2020-10-29,2878.0,Arts & Crafts Tape
160,2020-10-30,2878.0,Arts & Crafts Tape
161,2020-10-31,2404.0,Arts & Crafts Tape
162,2020-11-01,2404.0,Arts & Crafts Tape
163,2020-11-02,2404.0,Arts & Crafts Tape
164,2020-11-03,1969.0,Arts & Crafts Tape
165,2020-11-04,3036.0,Arts & Crafts Tape
166,2020-11-05,3036.0,Arts & Crafts Tape
167,2020-11-06,3036.0,Arts & Crafts Tape
168,2020-11-07,3066.0,Arts & Crafts Tape
169,2020-11-08,3066.0,Arts & Crafts Tape
170,2020-11-09,2443.0,Arts & Crafts Tape
171,2020-11-10,2687.0,Arts & Crafts Tape
172,2020-11-11,2432.0,Arts & Crafts Tape
173,2020-11-12,3822.0,Arts & Crafts Tape
174,2020-11-13,3822.0,Arts & Crafts Tape
175,2020-11-14,4178.0,Arts & Crafts Tape
176,2020-11-15,4178.0,Arts & Crafts Tape
177,2020-11-16,4178.0,Arts & Crafts Tape
178,2020-11-17,5051.0,Arts & Crafts Tape
179,2020-11-18,5051.0,Arts & Crafts Tape
180,2020-11-19,5051.0,Arts & Crafts Tape
181,2020-11-20,5051.0,Arts & Crafts Tape
182,2020-11-21,7876.0,Arts & Crafts Tape
183,2020-11-22,7876.0,Arts & Crafts Tape
184,2020-11-23,7876.0,Arts & Crafts Tape
185,2020-11-24,12404.0,Arts & Crafts Tape
186,2020-11-25,12404.0,Arts & Crafts Tape
187,2020-11-26,12404.0,Arts & Crafts Tape
188,2020-11-27,4747.0,Arts & Crafts Tape
189,2020-11-28,4117.0,Arts & Crafts Tape
190,2020-11-29,3580.0,Arts & Crafts Tape
191,2020-11-30,3580.0,Arts & Crafts Tape
192,2020-12-01,3580.0,Arts & Crafts Tape
193,2020-12-02,3549.0,Arts & Crafts Tape
194,2020-12-03,3549.0,Arts & Crafts Tape
195,2020-12-04,3549.0,Arts & Crafts Tape
196,2020-12-05,2599.0,Arts & Crafts Tape
197,2020-12-06,2599.0,Arts & Crafts Tape
198,2020-12-07,2599.0,Arts & Crafts Tape
199,2020-12-08,2885.0,Arts & Crafts Tape
200,2020-12-09,2333.0,Arts & Crafts Tape
201,2020-12-10,2928.0,Arts & Crafts Tape
202,2020-12-11,2928.0,Arts & Crafts Tape
203,2020-12-12,2539.0,Arts & Crafts Tape
204,2020-12-13,2539.0,Arts & Crafts Tape
205,2020-12-14,2539.0,Arts & Crafts Tape
206,2020-12-15,2083.0,Arts & Crafts Tape
207,2020-12-16,2022.0,Arts & Crafts Tape
208,2020-12-17,2022.0,Arts & Crafts Tape
209,2020-12-18,2022.0,Arts & Crafts Tape
210,2020-12-19,2064.0,Arts & Crafts Tape
211,2020-12-20,2064.0,Arts & Crafts Tape
212,2020-12-21,2172.0,Arts & Crafts Tape
213,2020-12-22,1650.0,Arts & Crafts Tape
214,2020-12-23,1650.0,Arts & Crafts Tape
215,2020-12-24,1520.0,Arts & Crafts Tape
216,2020-12-25,1520.0,Arts & Crafts Tape
217,2020-12-26,1520.0,Arts & Crafts Tape
218,2020-12-27,1354.0,Arts & Crafts Tape
219,2020-12-28,1636.0,Arts & Crafts Tape
220,2020-12-29,1636.0,Arts & Crafts Tape
221,2020-12-30,1050.0,Arts & Crafts Tape
222,2020-12-31,1050.0,Arts & Crafts Tape
223,2021-01-01,1050.0,Arts & Crafts Tape
224,2021-01-02,1094.0,Arts & Crafts Tape
225,2021-01-03,1094.0,Arts & Crafts Tape
226,2021-01-04,1094.0,Arts & Crafts Tape
227,2021-01-05,1049.0,Arts & Crafts Tape
228,2021-01-06,1064.0,Arts & Crafts Tape
229,2021-01-07,1064.0,Arts & Crafts Tape
230,2021-01-08,1083.0,Arts & Crafts Tape
231,2021-01-09,1083.0,Arts & Crafts Tape
232,2021-01-10,1083.0,Arts & Crafts Tape
233,2021-01-11,1410.0,Arts & Crafts Tape
234,2021-01-12,1410.0,Arts & Crafts Tape
235,2021-01-13,1410.0,Arts & Crafts Tape
236,2021-01-14,1364.0,Arts & Crafts Tape
237,2021-01-15,1364.0,Arts & Crafts Tape
238,2021-01-16,1364.0,Arts & Crafts Tape
239,2021-01-17,1364.0,Arts & Crafts Tape
240,2021-01-18,1494.0,Arts & Crafts Tape
241,2021-01-19,1494.0,Arts & Crafts Tape
242,2021-01-20,1494.0,Arts & Crafts Tape
243,2021-01-21,1845.0,Arts & Crafts Tape
244,2021-01-22,2990.0,Arts & Crafts Tape
245,2021-01-23,2990.0,Arts & Crafts Tape
246,2021-01-24,7406.0,Arts & Crafts Tape
247,2021-01-25,7406.0,Arts & Crafts Tape
248,2021-01-26,5871.0,Arts & Crafts Tape
249,2021-01-27,5871.0,Arts & Crafts Tape
250,2021-01-28,5871.0,Arts & Crafts Tape
251,2021-01-29,4490.0,Arts & Crafts Tape
252,2021-01-30,4490.0,Arts & Crafts Tape
253,2021-01-31,4490.0,Arts & Crafts Tape
254,2021-02-01,8696.0,Arts & Crafts Tape
255,2021-02-02,11618.0,Arts & Crafts Tape
256,2021-02-03,11618.0,Arts & Crafts Tape
257,2021-02-04,11618.0,Arts & Crafts Tape
258,2021-02-05,16969.0,Arts & Crafts Tape
259,2021-02-06,16969.0,Arts & Crafts Tape
260,2021-02-07,16969.0,Arts & Crafts Tape
261,2021-02-08,18789.0,Arts & Crafts Tape
262,2021-02-09,18789.0,Arts & Crafts Tape
263,2021-02-10,13269.0,Arts & Crafts Tape
264,2021-02-11,13269.0,Arts & Crafts Tape
265,2021-02-12,13269.0,Arts & Crafts Tape
266,2021-02-13,4755.0,Arts & Crafts Tape
267,2021-02-14,4755.0,Arts & Crafts Tape
268,2021-02-15,4514.0,Arts & Crafts Tape
269,2021-02-16,4514.0,Arts & Crafts Tape
270,2021-02-17,4514.0,Arts & Crafts Tape
271,2021-02-18,4514.0,Arts & Crafts Tape
272,2021-02-19,2558.0,Arts & Crafts Tape
273,2021-02-20,3504.0,Arts & Crafts Tape
274,2021-02-21,3113.0,Arts & Crafts Tape
275,2021-02-22,3835.0,Arts & Crafts Tape
276,2021-02-23,3205.0,Arts & Crafts Tape
277,2021-02-24,3205.0,Arts & Crafts Tape
278,2021-02-25,3138.0,Arts & Crafts Tape
279,2021-02-26,3104.0,Arts & Crafts Tape
280,2021-02-27,2898.0,Arts & Crafts Tape
281,2021-02-28,2898.0,Arts & Crafts Tape
282,2021-03-01,1594.0,Arts & Crafts Tape
283,2021-03-02,2021.0,Arts & Crafts Tape
284,2021-03-03,2168.0,Arts & Crafts Tape
285,2021-03-04,2168.0,Arts & Crafts Tape
286,2021-03-05,2168.0,Arts & Crafts Tape
287,2021-03-06,1796.0,Arts & Crafts Tape
288,2021-03-07,1596.0,Arts & Crafts Tape
289,2021-03-08,1596.0,Arts & Crafts Tape
290,2021-03-09,1314.0,Arts & Crafts Tape
291,2021-03-10,1314.0,Arts & Crafts Tape
292,2021-03-11,1314.0,Arts & Crafts Tape
293,2021-03-12,1291.0,Arts & Crafts Tape
294,2021-03-13,1291.0,Arts & Crafts Tape
295,2021-03-14,1291.0,Arts & Crafts Tape
296,2021-03-15,1192.0,Arts & Crafts Tape
297,2021-03-16,1601.0,Arts & Crafts Tape
298,2021-03-17,2092.0,Arts & Crafts Tape
299,2021-03-18,2107.0,Arts & Crafts Tape
300,2021-03-19,2107.0,Arts & Crafts Tape
301,2021-03-20,1604.0,Arts & Crafts Tape
302,2021-03-21,1654.0,Arts & Crafts Tape
303,2021-03-22,1654.0,Arts & Crafts Tape
304,2021-03-23,1401.0,Arts & Crafts Tape
305,2021-03-24,1426.0,Arts & Crafts Tape
306,2021-03-25,1668.0,Arts & Crafts Tape
307,2021-03-26,1668.0,Arts & Crafts Tape
308,2021-03-27,1668.0,Arts & Crafts Tape
309,2021-03-28,1812.0,Arts & Crafts Tape
310,2021-03-29,1812.0,Arts & Crafts Tape
311,2021-03-30,1812.0,Arts & Crafts Tape
312,2021-03-31,1812.0,Arts & Crafts Tape
313,2021-04-01,1806.0,Arts & Crafts Tape
314,2021-04-02,1806.0,Arts & Crafts Tape
315,2021-04-03,1806.0,Arts & Crafts Tape
316,2021-04-04,2298.0,Arts & Crafts Tape
317,2021-04-05,2298.0,Arts & Crafts Tape
318,2021-04-06,2298.0,Arts & Crafts Tape
319,2021-04-07,1789.0,Arts & Crafts Tape
320,2021-04-08,1789.0,Arts & Crafts Tape
321,2021-04-09,1590.0,Arts & Crafts Tape
322,2021-04-10,1590.0,Arts & Crafts Tape
323,2021-04-11,1947.0,Arts & Crafts Tape
324,2021-04-12,1947.0,Arts & Crafts Tape
325,2021-04-13,1947.0,Arts & Crafts Tape
326,2021-04-14,2201.0,Arts & Crafts Tape
327,2021-04-15,2201.0,Arts & Crafts Tape
328,2021-04-16,2201.0,Arts & Crafts Tape
329,2021-04-17,2316.0,Arts & Crafts Tape
330,2021-04-18,2316.0,Arts & Crafts Tape
331,2021-04-19,71358.0,Arts & Crafts Tape
332,2021-04-20,71358.0,Arts & Crafts Tape
333,2021-04-21,90476.0,Arts & Crafts Tape
334,2021-04-22,90476.0,Arts & Crafts Tape
335,2021-04-23,90476.0,Arts & Crafts Tape
336,2021-04-24,90476.0,Arts & Crafts Tape
337,2021-04-25,90476.0,Arts & Crafts Tape
338,2021-04-26,90476.0,Arts & Crafts Tape
339,2021-04-27,90476.0,Arts & Crafts Tape
340,2021-04-28,93969.0,Arts & Crafts Tape
341,2021-04-29,93969.0,Arts & Crafts Tape
342,2021-04-30,93969.0,Arts & Crafts Tape
343,2021-05-01,93969.0,Arts & Crafts Tape
344,2021-05-02,99157.0,Arts & Crafts Tape
345,2021-05-03,99157.0,Arts & Crafts Tape
346,2021-05-04,106260.0,Arts & Crafts Tape
347,2021-05-05,106260.0,Arts & Crafts Tape
348,2021-05-06,99098.0,Arts & Crafts Tape
349,2021-05-07,99098.0,Arts & Crafts Tape
350,2021-05-08,99098.0,Arts & Crafts Tape
351,2021-05-09,99098.0,Arts & Crafts Tape
352,2021-05-10,95852.0,Arts & Crafts Tape
353,2021-05-11,95852.0,Arts & Crafts Tape
354,2021-05-12,95852.0,Arts & Crafts Tape
355,2021-05-13,89563.0,Arts & Crafts Tape
356,2021-05-14,89563.0,Arts & Crafts Tape
357,2021-05-15,89563.0,Arts & Crafts Tape
358,2021-05-16,88776.0,Arts & Crafts Tape
359,2021-05-17,105689.0,Arts & Crafts Tape
360,2021-05-18,105689.0,Arts & Crafts Tape
361,2021-05-19,92342.0,Arts & Crafts Tape
362,2021-05-20,92342.0,Arts & Crafts Tape
363,2021-05-21,102468.0,Arts & Crafts Tape
364,2021-05-22,102468.0,Arts & Crafts Tape
365,2021-05-23,102468.0,Arts & Crafts Tape
366,2021-05-24,102468.0,Arts & Crafts Tape
367,2021-05-25,102468.0,Arts & Crafts Tape
368,2021-05-26,106481.0,Arts & Crafts Tape
369,2021-05-27,106481.0,Arts & Crafts Tape
370,2021-05-28,106481.0,Arts & Crafts Tape
371,2021-05-29,106481.0,Arts & Crafts Tape
372,2021-05-30,106481.0,Arts & Crafts Tape
373,2021-05-31,88649.0,Arts & Crafts Tape
374,2021-06-01,107248.0,Arts & Crafts Tape
375,2021-06-02,108336.0,Arts & Crafts Tape
376,2021-06-03,108336.0,Arts & Crafts Tape
377,2021-06-04,108336.0,Arts & Crafts Tape
378,2021-06-05,100765.0,Arts & Crafts Tape
379,2021-06-06,100765.0,Arts & Crafts Tape
380,2021-06-07,105649.0,Arts & Crafts Tape
381,2021-06-08,105649.0,Arts & Crafts Tape
382,2021-06-09,105649.0,Arts & Crafts Tape
383,2021-06-10,97730.0,Arts & Crafts Tape
384,2021-06-11,97730.0,Arts & Crafts Tape
385,2021-06-12,97730.0,Arts & Crafts Tape
386,2021-06-13,97730.0,Arts & Crafts Tape
387,2021-06-14,98323.0,Arts & Crafts Tape
388,2021-06-15,98323.0,Arts & Crafts Tape
389,2021-06-16,98323.0,Arts & Crafts Tape
390,2021-06-17,94943.0,Arts & Crafts Tape
391,2021-06-18,94943.0,Arts & Crafts Tape
392,2021-06-19,94943.0,Arts & Crafts Tape
393,2021-06-20,94943.0,Arts & Crafts Tape
394,2021-06-21,93812.0,Arts & Crafts Tape
395,2021-06-22,93812.0,Arts & Crafts Tape
396,2021-06-23,93812.0,Arts & Crafts Tape
397,2021-06-24,93812.0,Arts & Crafts Tape
398,2021-06-25,93812.0,Arts & Crafts Tape
399,2021-06-26,93812.0,Arts & Crafts Tape
400,2021-06-27,93812.0,Arts & Crafts Tape
401,2021-06-28,93051.0,Arts & Crafts Tape
402,2021-06-29,93051.0,Arts & Crafts Tape
403,2021-06-30,102978.0,Arts & Crafts Tape
404,2021-07-01,102978.0,Arts & Crafts Tape
405,2021-07-02,102978.0,Arts & Crafts Tape
406,2021-07-03,102978.0,Arts & Crafts Tape
407,2021-07-04,102978.0,Arts & Crafts Tape
408,2021-07-05,98173.0,Arts & Crafts Tape
409,2021-07-06,100594.0,Arts & Crafts Tape
410,2021-07-07,110587.0,Arts & Crafts Tape
411,2021-07-08,107019.0,Arts & Crafts Tape
412,2021-07-09,96958.0,Arts & Crafts Tape
