,date,value,name_B07ZV9QLZX
175,2020-11-16,2189.0,Inkjet Printer Paper
176,2020-11-17,2189.0,Inkjet Printer Paper
177,2020-11-18,2873.0,Inkjet Printer Paper
178,2020-11-19,2873.0,Inkjet Printer Paper
179,2020-11-20,2873.0,Inkjet Printer Paper
180,2020-11-21,1652.0,Inkjet Printer Paper
181,2020-11-22,1652.0,Inkjet Printer Paper
182,2020-11-23,1652.0,Inkjet Printer Paper
183,2020-11-24,1404.0,Inkjet Printer Paper
184,2020-11-25,1404.0,Inkjet Printer Paper
185,2020-11-26,1261.0,Inkjet Printer Paper
186,2020-11-27,1261.0,Inkjet Printer Paper
187,2020-11-28,1261.0,Inkjet Printer Paper
188,2020-11-29,931.0,Inkjet Printer Paper
189,2020-11-30,931.0,Inkjet Printer Paper
190,2020-12-01,931.0,Inkjet Printer Paper
191,2020-12-02,2151.0,Inkjet Printer Paper
192,2020-12-03,2151.0,Inkjet Printer Paper
193,2020-12-04,2151.0,Inkjet Printer Paper
194,2020-12-05,1494.0,Inkjet Printer Paper
195,2020-12-06,1956.0,Inkjet Printer Paper
196,2020-12-07,1956.0,Inkjet Printer Paper
197,2020-12-08,1641.0,Inkjet Printer Paper
198,2020-12-09,1641.0,Inkjet Printer Paper
199,2020-12-10,1786.0,Inkjet Printer Paper
200,2020-12-11,1711.0,Inkjet Printer Paper
201,2020-12-12,1711.0,Inkjet Printer Paper
202,2020-12-13,1711.0,Inkjet Printer Paper
203,2020-12-14,1613.0,Inkjet Printer Paper
204,2020-12-15,1613.0,Inkjet Printer Paper
205,2020-12-16,1706.0,Inkjet Printer Paper
206,2020-12-17,1706.0,Inkjet Printer Paper
207,2020-12-18,1706.0,Inkjet Printer Paper
208,2020-12-19,1706.0,Inkjet Printer Paper
209,2020-12-20,1706.0,Inkjet Printer Paper
210,2020-12-21,1706.0,Inkjet Printer Paper
211,2020-12-22,1161.0,Inkjet Printer Paper
212,2020-12-23,1161.0,Inkjet Printer Paper
213,2020-12-24,1161.0,Inkjet Printer Paper
214,2020-12-25,1052.0,Inkjet Printer Paper
215,2020-12-26,1052.0,Inkjet Printer Paper
216,2020-12-27,695.0,Inkjet Printer Paper
217,2020-12-28,695.0,Inkjet Printer Paper
218,2020-12-29,695.0,Inkjet Printer Paper
219,2020-12-30,844.0,Inkjet Printer Paper
220,2020-12-31,844.0,Inkjet Printer Paper
221,2021-01-01,788.0,Inkjet Printer Paper
222,2021-01-02,788.0,Inkjet Printer Paper
223,2021-01-03,788.0,Inkjet Printer Paper
224,2021-01-04,1420.0,Inkjet Printer Paper
225,2021-01-05,1420.0,Inkjet Printer Paper
226,2021-01-06,1420.0,Inkjet Printer Paper
227,2021-01-07,1420.0,Inkjet Printer Paper
228,2021-01-08,4564.0,Inkjet Printer Paper
229,2021-01-09,4564.0,Inkjet Printer Paper
230,2021-01-10,4564.0,Inkjet Printer Paper
231,2021-01-11,4564.0,Inkjet Printer Paper
232,2021-01-12,4564.0,Inkjet Printer Paper
233,2021-01-13,6750.0,Inkjet Printer Paper
234,2021-01-14,6750.0,Inkjet Printer Paper
235,2021-01-15,6750.0,Inkjet Printer Paper
236,2021-01-16,1614.0,Inkjet Printer Paper
237,2021-01-17,1614.0,Inkjet Printer Paper
238,2021-01-18,531.0,Inkjet Printer Paper
239,2021-01-19,531.0,Inkjet Printer Paper
240,2021-01-20,531.0,Inkjet Printer Paper
241,2021-01-21,524.0,Inkjet Printer Paper
242,2021-01-22,524.0,Inkjet Printer Paper
243,2021-01-23,524.0,Inkjet Printer Paper
244,2021-01-24,760.0,Inkjet Printer Paper
245,2021-01-25,760.0,Inkjet Printer Paper
246,2021-01-26,760.0,Inkjet Printer Paper
247,2021-01-27,3467.0,Inkjet Printer Paper
248,2021-01-28,3847.0,Inkjet Printer Paper
249,2021-01-29,4367.0,Inkjet Printer Paper
250,2021-01-30,4367.0,Inkjet Printer Paper
251,2021-01-31,4367.0,Inkjet Printer Paper
252,2021-02-01,5219.0,Inkjet Printer Paper
253,2021-02-02,6035.0,Inkjet Printer Paper
254,2021-02-03,6035.0,Inkjet Printer Paper
255,2021-02-04,3600.0,Inkjet Printer Paper
256,2021-02-05,3600.0,Inkjet Printer Paper
257,2021-02-06,3920.0,Inkjet Printer Paper
258,2021-02-07,3920.0,Inkjet Printer Paper
259,2021-02-08,3920.0,Inkjet Printer Paper
260,2021-02-09,3920.0,Inkjet Printer Paper
261,2021-02-10,3920.0,Inkjet Printer Paper
262,2021-02-11,1245.0,Inkjet Printer Paper
263,2021-02-12,1245.0,Inkjet Printer Paper
264,2021-02-13,1241.0,Inkjet Printer Paper
265,2021-02-14,1241.0,Inkjet Printer Paper
266,2021-02-15,1241.0,Inkjet Printer Paper
267,2021-02-16,3805.0,Inkjet Printer Paper
268,2021-02-17,3805.0,Inkjet Printer Paper
269,2021-02-18,3805.0,Inkjet Printer Paper
270,2021-02-19,4370.0,Inkjet Printer Paper
271,2021-02-20,3979.0,Inkjet Printer Paper
272,2021-02-21,3979.0,Inkjet Printer Paper
273,2021-02-22,3979.0,Inkjet Printer Paper
274,2021-02-23,4412.0,Inkjet Printer Paper
275,2021-02-24,4412.0,Inkjet Printer Paper
276,2021-02-25,4412.0,Inkjet Printer Paper
277,2021-02-26,5089.0,Inkjet Printer Paper
278,2021-02-27,5089.0,Inkjet Printer Paper
279,2021-02-28,5089.0,Inkjet Printer Paper
280,2021-03-01,5945.0,Inkjet Printer Paper
281,2021-03-02,3764.0,Inkjet Printer Paper
282,2021-03-03,3764.0,Inkjet Printer Paper
283,2021-03-04,3764.0,Inkjet Printer Paper
284,2021-03-05,3295.0,Inkjet Printer Paper
285,2021-03-06,3295.0,Inkjet Printer Paper
286,2021-03-07,3295.0,Inkjet Printer Paper
287,2021-03-08,3295.0,Inkjet Printer Paper
288,2021-03-09,7663.0,Inkjet Printer Paper
289,2021-03-10,7663.0,Inkjet Printer Paper
290,2021-03-11,7663.0,Inkjet Printer Paper
291,2021-03-12,7572.0,Inkjet Printer Paper
292,2021-03-13,7572.0,Inkjet Printer Paper
293,2021-03-14,7572.0,Inkjet Printer Paper
294,2021-03-15,7572.0,Inkjet Printer Paper
295,2021-03-16,7572.0,Inkjet Printer Paper
296,2021-03-17,5488.0,Inkjet Printer Paper
297,2021-03-18,5488.0,Inkjet Printer Paper
298,2021-03-19,5488.0,Inkjet Printer Paper
299,2021-03-20,5414.0,Inkjet Printer Paper
300,2021-03-21,5414.0,Inkjet Printer Paper
301,2021-03-22,5414.0,Inkjet Printer Paper
302,2021-03-23,5414.0,Inkjet Printer Paper
303,2021-03-24,5414.0,Inkjet Printer Paper
304,2021-03-25,5414.0,Inkjet Printer Paper
305,2021-03-26,6738.0,Inkjet Printer Paper
306,2021-03-27,6738.0,Inkjet Printer Paper
307,2021-03-28,6738.0,Inkjet Printer Paper
308,2021-03-29,6006.0,Inkjet Printer Paper
309,2021-03-30,6006.0,Inkjet Printer Paper
310,2021-03-31,6006.0,Inkjet Printer Paper
311,2021-04-01,26075.0,Inkjet Printer Paper
312,2021-04-02,26075.0,Inkjet Printer Paper
313,2021-04-03,35283.0,Inkjet Printer Paper
314,2021-04-04,35283.0,Inkjet Printer Paper
315,2021-04-05,35283.0,Inkjet Printer Paper
316,2021-04-06,35283.0,Inkjet Printer Paper
317,2021-04-07,35283.0,Inkjet Printer Paper
318,2021-04-08,35283.0,Inkjet Printer Paper
319,2021-04-09,10795.0,Inkjet Printer Paper
320,2021-04-10,10795.0,Inkjet Printer Paper
321,2021-04-11,10795.0,Inkjet Printer Paper
322,2021-04-12,10795.0,Inkjet Printer Paper
323,2021-04-13,10795.0,Inkjet Printer Paper
324,2021-04-14,31338.0,Inkjet Printer Paper
325,2021-04-15,31338.0,Inkjet Printer Paper
326,2021-04-16,31338.0,Inkjet Printer Paper
327,2021-04-17,8282.0,Inkjet Printer Paper
328,2021-04-18,8282.0,Inkjet Printer Paper
329,2021-04-19,8282.0,Inkjet Printer Paper
330,2021-04-20,8282.0,Inkjet Printer Paper
331,2021-04-21,7458.0,Inkjet Printer Paper
332,2021-04-22,7458.0,Inkjet Printer Paper
333,2021-04-23,8234.0,Inkjet Printer Paper
334,2021-04-24,10616.0,Inkjet Printer Paper
335,2021-04-25,10616.0,Inkjet Printer Paper
336,2021-04-26,10616.0,Inkjet Printer Paper
337,2021-04-27,10616.0,Inkjet Printer Paper
338,2021-04-28,10616.0,Inkjet Printer Paper
339,2021-04-29,10616.0,Inkjet Printer Paper
340,2021-04-30,8820.0,Inkjet Printer Paper
341,2021-05-01,8820.0,Inkjet Printer Paper
342,2021-05-02,8820.0,Inkjet Printer Paper
343,2021-05-03,10958.0,Inkjet Printer Paper
344,2021-05-04,10527.0,Inkjet Printer Paper
345,2021-05-05,10527.0,Inkjet Printer Paper
346,2021-05-06,6621.0,Inkjet Printer Paper
347,2021-05-07,6621.0,Inkjet Printer Paper
348,2021-05-08,6621.0,Inkjet Printer Paper
349,2021-05-09,6621.0,Inkjet Printer Paper
350,2021-05-10,6621.0,Inkjet Printer Paper
351,2021-05-11,2724.0,Inkjet Printer Paper
352,2021-05-12,2724.0,Inkjet Printer Paper
353,2021-05-13,2863.0,Inkjet Printer Paper
354,2021-05-14,2863.0,Inkjet Printer Paper
355,2021-05-15,2863.0,Inkjet Printer Paper
356,2021-05-16,2863.0,Inkjet Printer Paper
357,2021-05-17,3004.0,Inkjet Printer Paper
358,2021-05-18,3004.0,Inkjet Printer Paper
359,2021-05-19,3004.0,Inkjet Printer Paper
360,2021-05-20,1302.0,Inkjet Printer Paper
361,2021-05-21,1302.0,Inkjet Printer Paper
362,2021-05-22,1325.0,Inkjet Printer Paper
363,2021-05-23,1325.0,Inkjet Printer Paper
364,2021-05-24,1046.0,Inkjet Printer Paper
365,2021-05-25,1046.0,Inkjet Printer Paper
366,2021-05-26,1333.0,Inkjet Printer Paper
367,2021-05-27,1333.0,Inkjet Printer Paper
368,2021-05-28,1143.0,Inkjet Printer Paper
369,2021-05-29,1143.0,Inkjet Printer Paper
370,2021-05-30,1143.0,Inkjet Printer Paper
371,2021-05-31,758.0,Inkjet Printer Paper
372,2021-06-01,758.0,Inkjet Printer Paper
373,2021-06-02,1161.0,Inkjet Printer Paper
374,2021-06-03,1161.0,Inkjet Printer Paper
375,2021-06-04,1163.0,Inkjet Printer Paper
376,2021-06-05,1428.0,Inkjet Printer Paper
377,2021-06-06,1428.0,Inkjet Printer Paper
378,2021-06-07,1397.0,Inkjet Printer Paper
379,2021-06-08,1397.0,Inkjet Printer Paper
380,2021-06-09,1397.0,Inkjet Printer Paper
381,2021-06-10,1899.0,Inkjet Printer Paper
382,2021-06-11,1899.0,Inkjet Printer Paper
383,2021-06-12,1899.0,Inkjet Printer Paper
384,2021-06-13,1899.0,Inkjet Printer Paper
385,2021-06-14,2409.0,Inkjet Printer Paper
386,2021-06-15,2409.0,Inkjet Printer Paper
387,2021-06-16,2118.0,Inkjet Printer Paper
388,2021-06-17,2118.0,Inkjet Printer Paper
389,2021-06-18,1869.0,Inkjet Printer Paper
390,2021-06-19,1869.0,Inkjet Printer Paper
391,2021-06-20,1096.0,Inkjet Printer Paper
392,2021-06-21,1096.0,Inkjet Printer Paper
393,2021-06-22,1497.0,Inkjet Printer Paper
394,2021-06-23,1614.0,Inkjet Printer Paper
395,2021-06-24,1614.0,Inkjet Printer Paper
396,2021-06-25,1614.0,Inkjet Printer Paper
397,2021-06-26,1614.0,Inkjet Printer Paper
398,2021-06-27,1614.0,Inkjet Printer Paper
399,2021-06-28,1377.0,Inkjet Printer Paper
400,2021-06-29,1875.0,Inkjet Printer Paper
401,2021-06-30,2071.0,Inkjet Printer Paper
402,2021-07-01,2348.0,Inkjet Printer Paper
403,2021-07-02,2348.0,Inkjet Printer Paper
404,2021-07-03,1865.0,Inkjet Printer Paper
405,2021-07-04,1609.0,Inkjet Printer Paper
406,2021-07-05,1609.0,Inkjet Printer Paper
407,2021-07-06,2529.0,Inkjet Printer Paper
408,2021-07-07,2529.0,Inkjet Printer Paper
409,2021-07-08,2529.0,Inkjet Printer Paper
410,2021-07-09,3018.0,Inkjet Printer Paper
411,2021-07-10,3018.0,Inkjet Printer Paper
412,2021-07-11,2790.0,Inkjet Printer Paper
