,date,value,name_B07KLFGKRV
168,2020-12-03,86693.0,Multivitamins
169,2020-12-04,125749.0,Multivitamins
170,2020-12-05,125749.0,Multivitamins
171,2020-12-06,189680.0,Multivitamins
172,2020-12-07,189680.0,Multivitamins
173,2020-12-08,224212.0,Multivitamins
174,2020-12-09,233842.0,Multivitamins
175,2020-12-10,224166.0,Multivitamins
176,2020-12-11,238306.0,Multivitamins
177,2020-12-12,246878.0,Multivitamins
178,2020-12-13,246878.0,Multivitamins
179,2020-12-14,246878.0,Multivitamins
180,2020-12-15,264223.0,Multivitamins
181,2020-12-16,267958.0,Multivitamins
182,2020-12-17,267958.0,Multivitamins
183,2020-12-18,267958.0,Multivitamins
184,2020-12-19,267958.0,Multivitamins
185,2020-12-20,271787.0,Multivitamins
186,2020-12-21,268528.0,Multivitamins
187,2020-12-22,273569.0,Multivitamins
188,2020-12-23,273432.0,Multivitamins
189,2020-12-24,271684.0,Multivitamins
190,2020-12-25,267477.0,Multivitamins
191,2020-12-26,261417.0,Multivitamins
192,2020-12-27,262045.0,Multivitamins
193,2020-12-28,270119.0,Multivitamins
194,2020-12-29,282710.0,Multivitamins
195,2020-12-30,282710.0,Multivitamins
196,2020-12-31,297447.0,Multivitamins
197,2021-01-01,300423.0,Multivitamins
198,2021-01-02,301269.0,Multivitamins
199,2021-01-03,303663.0,Multivitamins
200,2021-01-04,307842.0,Multivitamins
201,2021-01-05,313786.0,Multivitamins
202,2021-01-06,312595.0,Multivitamins
203,2021-01-07,312595.0,Multivitamins
204,2021-01-08,316701.0,Multivitamins
205,2021-01-09,317731.0,Multivitamins
206,2021-01-10,316608.0,Multivitamins
207,2021-01-11,316974.0,Multivitamins
208,2021-01-12,320822.0,Multivitamins
209,2021-01-13,320070.0,Multivitamins
210,2021-01-14,319366.0,Multivitamins
211,2021-01-15,318166.0,Multivitamins
212,2021-01-16,122813.0,Multivitamins
213,2021-01-17,80230.0,Multivitamins
214,2021-01-18,112931.0,Multivitamins
215,2021-01-19,116609.0,Multivitamins
216,2021-01-20,101913.0,Multivitamins
217,2021-01-21,94767.0,Multivitamins
218,2021-01-22,110821.0,Multivitamins
219,2021-01-23,91710.0,Multivitamins
220,2021-01-24,104721.0,Multivitamins
221,2021-01-25,144979.0,Multivitamins
222,2021-01-26,160650.0,Multivitamins
223,2021-01-27,115899.0,Multivitamins
224,2021-01-28,105132.0,Multivitamins
225,2021-01-29,121263.0,Multivitamins
226,2021-01-30,85005.0,Multivitamins
227,2021-01-31,81007.0,Multivitamins
228,2021-02-01,134240.0,Multivitamins
229,2021-02-02,194815.0,Multivitamins
230,2021-02-03,194815.0,Multivitamins
231,2021-02-04,107364.0,Multivitamins
232,2021-02-05,72227.0,Multivitamins
233,2021-02-06,79967.0,Multivitamins
234,2021-02-07,96739.0,Multivitamins
235,2021-02-08,115592.0,Multivitamins
236,2021-02-09,147742.0,Multivitamins
237,2021-02-10,173930.0,Multivitamins
238,2021-02-11,197039.0,Multivitamins
239,2021-02-12,103025.0,Multivitamins
240,2021-02-13,156032.0,Multivitamins
241,2021-02-14,100677.0,Multivitamins
242,2021-02-15,132245.0,Multivitamins
243,2021-02-16,132245.0,Multivitamins
244,2021-02-17,160703.0,Multivitamins
245,2021-02-18,187714.0,Multivitamins
246,2021-02-19,120832.0,Multivitamins
247,2021-02-20,77227.0,Multivitamins
248,2021-02-21,110973.0,Multivitamins
249,2021-02-22,74930.0,Multivitamins
250,2021-02-23,93151.0,Multivitamins
251,2021-02-24,77770.0,Multivitamins
252,2021-02-25,71402.0,Multivitamins
253,2021-02-26,58155.0,Multivitamins
254,2021-02-27,75027.0,Multivitamins
255,2021-02-28,73956.0,Multivitamins
256,2021-03-01,87558.0,Multivitamins
257,2021-03-02,65313.0,Multivitamins
258,2021-03-03,81599.0,Multivitamins
259,2021-03-04,129502.0,Multivitamins
260,2021-03-05,52122.0,Multivitamins
261,2021-03-06,82080.0,Multivitamins
262,2021-03-07,82080.0,Multivitamins
263,2021-03-08,67387.0,Multivitamins
264,2021-03-09,73417.0,Multivitamins
265,2021-03-10,87049.0,Multivitamins
266,2021-03-11,70964.0,Multivitamins
267,2021-03-12,77031.0,Multivitamins
268,2021-03-13,77031.0,Multivitamins
269,2021-03-14,81316.0,Multivitamins
270,2021-03-15,120555.0,Multivitamins
271,2021-03-16,120555.0,Multivitamins
272,2021-03-17,84326.0,Multivitamins
273,2021-03-18,89114.0,Multivitamins
274,2021-03-19,67202.0,Multivitamins
275,2021-03-20,64768.0,Multivitamins
276,2021-03-21,80757.0,Multivitamins
277,2021-03-22,100723.0,Multivitamins
278,2021-03-23,86281.0,Multivitamins
279,2021-03-24,84916.0,Multivitamins
280,2021-03-25,67848.0,Multivitamins
281,2021-03-26,98739.0,Multivitamins
282,2021-03-27,72422.0,Multivitamins
283,2021-03-28,65760.0,Multivitamins
284,2021-03-29,72541.0,Multivitamins
285,2021-03-30,86502.0,Multivitamins
286,2021-03-31,87056.0,Multivitamins
287,2021-04-01,65981.0,Multivitamins
288,2021-04-02,68364.0,Multivitamins
289,2021-04-03,68074.0,Multivitamins
290,2021-04-04,64930.0,Multivitamins
291,2021-04-05,88516.0,Multivitamins
292,2021-04-06,50219.0,Multivitamins
293,2021-04-07,57785.0,Multivitamins
294,2021-04-08,53379.0,Multivitamins
295,2021-04-09,63056.0,Multivitamins
296,2021-04-10,90356.0,Multivitamins
297,2021-04-11,88129.0,Multivitamins
298,2021-04-12,90513.0,Multivitamins
299,2021-04-13,83620.0,Multivitamins
300,2021-04-14,61723.0,Multivitamins
301,2021-04-15,59440.0,Multivitamins
302,2021-04-16,61600.0,Multivitamins
303,2021-04-17,72259.0,Multivitamins
304,2021-04-18,72259.0,Multivitamins
305,2021-04-19,60524.0,Multivitamins
306,2021-04-20,55949.0,Multivitamins
307,2021-04-21,59020.0,Multivitamins
308,2021-04-22,52107.0,Multivitamins
309,2021-04-23,47810.0,Multivitamins
310,2021-04-24,46864.0,Multivitamins
311,2021-04-25,57064.0,Multivitamins
312,2021-04-26,55557.0,Multivitamins
313,2021-04-27,85943.0,Multivitamins
314,2021-04-28,100101.0,Multivitamins
315,2021-04-29,141960.0,Multivitamins
316,2021-04-30,170597.0,Multivitamins
317,2021-05-01,170597.0,Multivitamins
318,2021-05-02,192980.0,Multivitamins
319,2021-05-03,200502.0,Multivitamins
320,2021-05-04,63344.0,Multivitamins
321,2021-05-05,60053.0,Multivitamins
322,2021-05-06,60871.0,Multivitamins
323,2021-05-07,56952.0,Multivitamins
324,2021-05-08,56952.0,Multivitamins
325,2021-05-09,62268.0,Multivitamins
326,2021-05-10,69612.0,Multivitamins
327,2021-05-11,56942.0,Multivitamins
328,2021-05-12,41059.0,Multivitamins
329,2021-05-13,65751.0,Multivitamins
330,2021-05-14,57695.0,Multivitamins
331,2021-05-15,57695.0,Multivitamins
332,2021-05-16,47920.0,Multivitamins
333,2021-05-17,47903.0,Multivitamins
334,2021-05-18,55652.0,Multivitamins
335,2021-05-19,70026.0,Multivitamins
336,2021-05-20,22132.0,Multivitamins
337,2021-05-21,29310.0,Multivitamins
338,2021-05-22,29310.0,Multivitamins
339,2021-05-23,21593.0,Multivitamins
340,2021-05-24,23991.0,Multivitamins
341,2021-05-25,30669.0,Multivitamins
342,2021-05-26,28329.0,Multivitamins
343,2021-05-27,23462.0,Multivitamins
344,2021-05-28,26063.0,Multivitamins
345,2021-05-29,27425.0,Multivitamins
346,2021-05-30,23799.0,Multivitamins
347,2021-05-31,26651.0,Multivitamins
348,2021-06-01,24980.0,Multivitamins
349,2021-06-02,20806.0,Multivitamins
350,2021-06-03,19872.0,Multivitamins
351,2021-06-04,18386.0,Multivitamins
352,2021-06-05,18386.0,Multivitamins
353,2021-06-06,18386.0,Multivitamins
354,2021-06-07,19761.0,Multivitamins
355,2021-06-08,28221.0,Multivitamins
356,2021-06-09,25833.0,Multivitamins
357,2021-06-10,40406.0,Multivitamins
358,2021-06-11,40406.0,Multivitamins
359,2021-06-12,48451.0,Multivitamins
360,2021-06-13,48451.0,Multivitamins
361,2021-06-14,53351.0,Multivitamins
362,2021-06-15,37541.0,Multivitamins
363,2021-06-16,21848.0,Multivitamins
364,2021-06-17,30254.0,Multivitamins
365,2021-06-18,35962.0,Multivitamins
366,2021-06-19,25996.0,Multivitamins
367,2021-06-20,27893.0,Multivitamins
368,2021-06-21,27021.0,Multivitamins
369,2021-06-22,27133.0,Multivitamins
370,2021-06-23,27133.0,Multivitamins
371,2021-06-24,21266.0,Multivitamins
372,2021-06-25,23662.0,Multivitamins
373,2021-06-26,22717.0,Multivitamins
374,2021-06-27,21350.0,Multivitamins
375,2021-06-28,21350.0,Multivitamins
376,2021-06-29,18497.0,Multivitamins
377,2021-06-30,18013.0,Multivitamins
378,2021-07-01,17699.0,Multivitamins
379,2021-07-02,17699.0,Multivitamins
380,2021-07-03,13489.0,Multivitamins
381,2021-07-04,18855.0,Multivitamins
382,2021-07-05,18318.0,Multivitamins
383,2021-07-06,23885.0,Multivitamins
384,2021-07-07,26578.0,Multivitamins
385,2021-07-08,20769.0,Multivitamins
386,2021-07-09,22172.0,Multivitamins
387,2021-07-10,21395.0,Multivitamins
388,2021-07-11,20657.0,Multivitamins
