,date,value,name_B07CM12TBF
84,2020-09-02,80592.0,Basic Halter Harnesses
85,2020-09-03,105378.0,Basic Halter Harnesses
86,2020-09-04,105378.0,Basic Halter Harnesses
87,2020-09-05,105378.0,Basic Halter Harnesses
88,2020-09-06,105378.0,Basic Halter Harnesses
89,2020-09-07,105378.0,Basic Halter Harnesses
90,2020-09-08,105378.0,Basic Halter Harnesses
91,2020-09-09,105378.0,Basic Halter Harnesses
92,2020-09-10,105378.0,Basic Halter Harnesses
93,2020-09-11,105378.0,Basic Halter Harnesses
94,2020-09-12,105378.0,Basic Halter Harnesses
95,2020-09-13,105378.0,Basic Halter Harnesses
96,2020-09-14,88216.0,Basic Halter Harnesses
97,2020-09-15,88216.0,Basic Halter Harnesses
98,2020-09-16,88216.0,Basic Halter Harnesses
99,2020-09-17,107917.0,Basic Halter Harnesses
100,2020-09-18,107917.0,Basic Halter Harnesses
101,2020-09-19,107917.0,Basic Halter Harnesses
102,2020-09-20,107917.0,Basic Halter Harnesses
103,2020-09-21,107917.0,Basic Halter Harnesses
104,2020-09-22,117352.0,Basic Halter Harnesses
105,2020-09-23,117352.0,Basic Halter Harnesses
106,2020-09-24,118351.0,Basic Halter Harnesses
107,2020-09-25,118351.0,Basic Halter Harnesses
108,2020-09-26,118351.0,Basic Halter Harnesses
109,2020-09-27,118351.0,Basic Halter Harnesses
110,2020-09-28,118351.0,Basic Halter Harnesses
111,2020-09-29,122212.0,Basic Halter Harnesses
112,2020-09-30,122212.0,Basic Halter Harnesses
113,2020-10-01,124196.0,Basic Halter Harnesses
114,2020-10-02,124196.0,Basic Halter Harnesses
115,2020-10-03,124196.0,Basic Halter Harnesses
116,2020-10-04,124196.0,Basic Halter Harnesses
117,2020-10-05,125931.0,Basic Halter Harnesses
118,2020-10-06,125931.0,Basic Halter Harnesses
119,2020-10-07,125931.0,Basic Halter Harnesses
120,2020-10-08,125931.0,Basic Halter Harnesses
121,2020-10-09,83568.0,Basic Halter Harnesses
122,2020-10-10,83568.0,Basic Halter Harnesses
123,2020-10-11,83568.0,Basic Halter Harnesses
124,2020-10-12,83568.0,Basic Halter Harnesses
125,2020-10-13,84373.0,Basic Halter Harnesses
126,2020-10-14,84373.0,Basic Halter Harnesses
127,2020-10-15,106702.0,Basic Halter Harnesses
128,2020-10-16,106702.0,Basic Halter Harnesses
129,2020-10-17,106702.0,Basic Halter Harnesses
130,2020-10-18,106702.0,Basic Halter Harnesses
131,2020-10-19,118657.0,Basic Halter Harnesses
132,2020-10-20,118657.0,Basic Halter Harnesses
133,2020-10-21,134285.0,Basic Halter Harnesses
134,2020-10-22,134285.0,Basic Halter Harnesses
135,2020-10-23,134285.0,Basic Halter Harnesses
136,2020-10-24,134285.0,Basic Halter Harnesses
137,2020-10-25,134285.0,Basic Halter Harnesses
138,2020-10-26,134285.0,Basic Halter Harnesses
139,2020-10-27,103048.0,Basic Halter Harnesses
140,2020-10-28,103048.0,Basic Halter Harnesses
141,2020-10-29,103048.0,Basic Halter Harnesses
142,2020-10-30,103048.0,Basic Halter Harnesses
143,2020-10-31,103048.0,Basic Halter Harnesses
144,2020-11-01,103048.0,Basic Halter Harnesses
145,2020-11-02,103048.0,Basic Halter Harnesses
146,2020-11-03,103048.0,Basic Halter Harnesses
147,2020-11-04,103048.0,Basic Halter Harnesses
148,2020-11-05,103048.0,Basic Halter Harnesses
149,2020-11-06,103048.0,Basic Halter Harnesses
150,2020-11-07,103048.0,Basic Halter Harnesses
151,2020-11-08,103048.0,Basic Halter Harnesses
152,2020-11-09,103048.0,Basic Halter Harnesses
153,2020-11-10,103048.0,Basic Halter Harnesses
154,2020-11-11,103048.0,Basic Halter Harnesses
155,2020-11-12,103048.0,Basic Halter Harnesses
156,2020-11-13,103048.0,Basic Halter Harnesses
157,2020-11-14,103048.0,Basic Halter Harnesses
158,2020-11-15,103048.0,Basic Halter Harnesses
159,2020-11-16,103048.0,Basic Halter Harnesses
160,2020-11-17,103048.0,Basic Halter Harnesses
161,2020-11-18,103048.0,Basic Halter Harnesses
162,2020-11-19,103048.0,Basic Halter Harnesses
163,2020-11-20,103048.0,Basic Halter Harnesses
164,2020-11-21,103048.0,Basic Halter Harnesses
165,2020-11-22,103048.0,Basic Halter Harnesses
166,2020-11-23,103048.0,Basic Halter Harnesses
167,2020-11-24,103048.0,Basic Halter Harnesses
168,2020-11-25,103048.0,Basic Halter Harnesses
169,2020-11-26,103048.0,Basic Halter Harnesses
170,2020-11-27,103048.0,Basic Halter Harnesses
171,2020-11-28,103048.0,Basic Halter Harnesses
172,2020-11-29,103048.0,Basic Halter Harnesses
173,2020-11-30,103048.0,Basic Halter Harnesses
174,2020-12-01,103048.0,Basic Halter Harnesses
175,2020-12-02,103048.0,Basic Halter Harnesses
176,2020-12-03,103048.0,Basic Halter Harnesses
177,2020-12-04,103048.0,Basic Halter Harnesses
178,2020-12-05,103048.0,Basic Halter Harnesses
179,2020-12-06,103048.0,Basic Halter Harnesses
180,2020-12-07,103048.0,Basic Halter Harnesses
181,2020-12-08,103048.0,Basic Halter Harnesses
182,2020-12-09,103048.0,Basic Halter Harnesses
183,2020-12-10,103048.0,Basic Halter Harnesses
184,2020-12-11,103048.0,Basic Halter Harnesses
185,2020-12-12,103048.0,Basic Halter Harnesses
186,2020-12-13,103048.0,Basic Halter Harnesses
187,2020-12-14,103048.0,Basic Halter Harnesses
188,2020-12-15,103048.0,Basic Halter Harnesses
189,2020-12-16,103048.0,Basic Halter Harnesses
190,2020-12-17,103048.0,Basic Halter Harnesses
191,2020-12-18,103048.0,Basic Halter Harnesses
192,2020-12-19,103048.0,Basic Halter Harnesses
193,2020-12-20,103048.0,Basic Halter Harnesses
194,2020-12-21,103048.0,Basic Halter Harnesses
195,2020-12-22,103048.0,Basic Halter Harnesses
196,2020-12-23,103048.0,Basic Halter Harnesses
197,2020-12-24,103048.0,Basic Halter Harnesses
198,2020-12-25,103048.0,Basic Halter Harnesses
199,2020-12-26,103048.0,Basic Halter Harnesses
200,2020-12-27,103048.0,Basic Halter Harnesses
201,2020-12-28,103048.0,Basic Halter Harnesses
202,2020-12-29,103048.0,Basic Halter Harnesses
203,2020-12-30,103048.0,Basic Halter Harnesses
204,2020-12-31,103048.0,Basic Halter Harnesses
205,2021-01-01,103048.0,Basic Halter Harnesses
206,2021-01-02,103048.0,Basic Halter Harnesses
207,2021-01-03,103048.0,Basic Halter Harnesses
208,2021-01-04,103048.0,Basic Halter Harnesses
209,2021-01-05,103048.0,Basic Halter Harnesses
210,2021-01-06,103048.0,Basic Halter Harnesses
211,2021-01-07,103048.0,Basic Halter Harnesses
212,2021-01-08,103048.0,Basic Halter Harnesses
213,2021-01-09,103048.0,Basic Halter Harnesses
214,2021-01-10,103048.0,Basic Halter Harnesses
215,2021-01-11,103048.0,Basic Halter Harnesses
216,2021-01-12,103048.0,Basic Halter Harnesses
217,2021-01-13,103048.0,Basic Halter Harnesses
218,2021-01-14,103048.0,Basic Halter Harnesses
219,2021-01-15,103048.0,Basic Halter Harnesses
220,2021-01-16,103048.0,Basic Halter Harnesses
221,2021-01-17,103048.0,Basic Halter Harnesses
222,2021-01-18,103048.0,Basic Halter Harnesses
223,2021-01-19,103048.0,Basic Halter Harnesses
224,2021-01-20,103048.0,Basic Halter Harnesses
225,2021-01-21,103048.0,Basic Halter Harnesses
226,2021-01-22,103048.0,Basic Halter Harnesses
227,2021-01-23,103048.0,Basic Halter Harnesses
228,2021-01-24,103048.0,Basic Halter Harnesses
229,2021-01-25,103048.0,Basic Halter Harnesses
230,2021-01-26,103048.0,Basic Halter Harnesses
231,2021-01-27,103048.0,Basic Halter Harnesses
232,2021-01-28,103048.0,Basic Halter Harnesses
233,2021-01-29,103048.0,Basic Halter Harnesses
234,2021-01-30,103048.0,Basic Halter Harnesses
235,2021-01-31,103048.0,Basic Halter Harnesses
236,2021-02-01,103048.0,Basic Halter Harnesses
237,2021-02-02,103048.0,Basic Halter Harnesses
238,2021-02-03,103048.0,Basic Halter Harnesses
239,2021-02-04,103048.0,Basic Halter Harnesses
240,2021-02-05,103048.0,Basic Halter Harnesses
241,2021-02-06,103048.0,Basic Halter Harnesses
242,2021-02-07,103048.0,Basic Halter Harnesses
243,2021-02-08,103048.0,Basic Halter Harnesses
244,2021-02-09,103048.0,Basic Halter Harnesses
245,2021-02-10,103048.0,Basic Halter Harnesses
246,2021-02-11,103048.0,Basic Halter Harnesses
247,2021-02-12,103048.0,Basic Halter Harnesses
248,2021-02-13,103048.0,Basic Halter Harnesses
249,2021-02-14,103048.0,Basic Halter Harnesses
250,2021-02-15,103048.0,Basic Halter Harnesses
251,2021-02-16,103048.0,Basic Halter Harnesses
252,2021-02-17,103048.0,Basic Halter Harnesses
253,2021-02-18,103048.0,Basic Halter Harnesses
254,2021-02-19,103048.0,Basic Halter Harnesses
255,2021-02-20,103048.0,Basic Halter Harnesses
256,2021-02-21,103048.0,Basic Halter Harnesses
257,2021-02-22,103048.0,Basic Halter Harnesses
258,2021-02-23,103048.0,Basic Halter Harnesses
259,2021-02-24,103048.0,Basic Halter Harnesses
260,2021-02-25,103048.0,Basic Halter Harnesses
261,2021-02-26,103048.0,Basic Halter Harnesses
262,2021-02-27,103048.0,Basic Halter Harnesses
263,2021-02-28,103048.0,Basic Halter Harnesses
264,2021-03-01,103048.0,Basic Halter Harnesses
265,2021-03-02,103048.0,Basic Halter Harnesses
266,2021-03-03,103048.0,Basic Halter Harnesses
267,2021-03-04,103048.0,Basic Halter Harnesses
268,2021-03-05,103048.0,Basic Halter Harnesses
269,2021-03-06,103048.0,Basic Halter Harnesses
270,2021-03-07,103048.0,Basic Halter Harnesses
271,2021-03-08,103048.0,Basic Halter Harnesses
272,2021-03-09,103048.0,Basic Halter Harnesses
273,2021-03-10,103048.0,Basic Halter Harnesses
274,2021-03-11,103048.0,Basic Halter Harnesses
275,2021-03-12,70022.0,Basic Halter Harnesses
276,2021-03-13,1611.0,Basic Halter Harnesses
277,2021-03-14,1611.0,Basic Halter Harnesses
278,2021-03-15,1733.0,Basic Halter Harnesses
279,2021-03-16,1623.0,Basic Halter Harnesses
280,2021-03-17,1623.0,Basic Halter Harnesses
281,2021-03-18,1623.0,Basic Halter Harnesses
282,2021-03-19,109233.0,Basic Halter Harnesses
283,2021-03-20,79062.0,Basic Halter Harnesses
284,2021-03-21,79062.0,Basic Halter Harnesses
285,2021-03-22,79062.0,Basic Halter Harnesses
286,2021-03-23,66810.0,Basic Halter Harnesses
287,2021-03-24,1786.0,Basic Halter Harnesses
288,2021-03-25,1521.0,Basic Halter Harnesses
289,2021-03-26,1274.0,Basic Halter Harnesses
290,2021-03-27,1477.0,Basic Halter Harnesses
291,2021-03-28,1429.0,Basic Halter Harnesses
292,2021-03-29,1365.0,Basic Halter Harnesses
293,2021-03-30,1365.0,Basic Halter Harnesses
294,2021-03-31,1169.0,Basic Halter Harnesses
295,2021-04-01,1065.0,Basic Halter Harnesses
296,2021-04-02,1516.0,Basic Halter Harnesses
297,2021-04-03,1516.0,Basic Halter Harnesses
298,2021-04-04,1516.0,Basic Halter Harnesses
299,2021-04-05,1320.0,Basic Halter Harnesses
300,2021-04-06,1320.0,Basic Halter Harnesses
301,2021-04-07,1207.0,Basic Halter Harnesses
302,2021-04-08,1210.0,Basic Halter Harnesses
303,2021-04-09,1330.0,Basic Halter Harnesses
304,2021-04-10,1330.0,Basic Halter Harnesses
305,2021-04-11,1142.0,Basic Halter Harnesses
306,2021-04-12,1151.0,Basic Halter Harnesses
307,2021-04-13,1024.0,Basic Halter Harnesses
308,2021-04-14,991.0,Basic Halter Harnesses
309,2021-04-15,991.0,Basic Halter Harnesses
310,2021-04-16,1096.0,Basic Halter Harnesses
311,2021-04-17,1256.0,Basic Halter Harnesses
312,2021-04-18,1292.0,Basic Halter Harnesses
313,2021-04-19,1206.0,Basic Halter Harnesses
314,2021-04-20,1239.0,Basic Halter Harnesses
315,2021-04-21,1269.0,Basic Halter Harnesses
316,2021-04-22,1269.0,Basic Halter Harnesses
317,2021-04-23,1269.0,Basic Halter Harnesses
318,2021-04-24,1293.0,Basic Halter Harnesses
319,2021-04-25,1110.0,Basic Halter Harnesses
320,2021-04-26,1194.0,Basic Halter Harnesses
321,2021-04-27,1194.0,Basic Halter Harnesses
322,2021-04-28,978.0,Basic Halter Harnesses
323,2021-04-29,1027.0,Basic Halter Harnesses
324,2021-04-30,1224.0,Basic Halter Harnesses
325,2021-05-01,1224.0,Basic Halter Harnesses
326,2021-05-02,1008.0,Basic Halter Harnesses
327,2021-05-03,1008.0,Basic Halter Harnesses
328,2021-05-04,1416.0,Basic Halter Harnesses
329,2021-05-05,1234.0,Basic Halter Harnesses
330,2021-05-06,1405.0,Basic Halter Harnesses
331,2021-05-07,1286.0,Basic Halter Harnesses
332,2021-05-08,1286.0,Basic Halter Harnesses
333,2021-05-09,1299.0,Basic Halter Harnesses
334,2021-05-10,1332.0,Basic Halter Harnesses
335,2021-05-11,1153.0,Basic Halter Harnesses
336,2021-05-12,1153.0,Basic Halter Harnesses
337,2021-05-13,1279.0,Basic Halter Harnesses
338,2021-05-14,1217.0,Basic Halter Harnesses
339,2021-05-15,1126.0,Basic Halter Harnesses
340,2021-05-16,1126.0,Basic Halter Harnesses
341,2021-05-17,1362.0,Basic Halter Harnesses
342,2021-05-18,1362.0,Basic Halter Harnesses
343,2021-05-19,1295.0,Basic Halter Harnesses
344,2021-05-20,1290.0,Basic Halter Harnesses
345,2021-05-21,1239.0,Basic Halter Harnesses
346,2021-05-22,1225.0,Basic Halter Harnesses
347,2021-05-23,1225.0,Basic Halter Harnesses
348,2021-05-24,1315.0,Basic Halter Harnesses
349,2021-05-25,1230.0,Basic Halter Harnesses
350,2021-05-26,1246.0,Basic Halter Harnesses
351,2021-05-27,1403.0,Basic Halter Harnesses
352,2021-05-28,1368.0,Basic Halter Harnesses
353,2021-05-29,1514.0,Basic Halter Harnesses
354,2021-05-30,1509.0,Basic Halter Harnesses
355,2021-05-31,1588.0,Basic Halter Harnesses
356,2021-06-01,1588.0,Basic Halter Harnesses
357,2021-06-02,1200.0,Basic Halter Harnesses
358,2021-06-03,1350.0,Basic Halter Harnesses
359,2021-06-04,1414.0,Basic Halter Harnesses
360,2021-06-05,1568.0,Basic Halter Harnesses
361,2021-06-06,1568.0,Basic Halter Harnesses
362,2021-06-07,1601.0,Basic Halter Harnesses
363,2021-06-08,1458.0,Basic Halter Harnesses
364,2021-06-09,1427.0,Basic Halter Harnesses
365,2021-06-10,1427.0,Basic Halter Harnesses
366,2021-06-11,1615.0,Basic Halter Harnesses
367,2021-06-12,1599.0,Basic Halter Harnesses
368,2021-06-13,1650.0,Basic Halter Harnesses
369,2021-06-14,1471.0,Basic Halter Harnesses
370,2021-06-15,1427.0,Basic Halter Harnesses
371,2021-06-16,1539.0,Basic Halter Harnesses
372,2021-06-17,1500.0,Basic Halter Harnesses
373,2021-06-18,1459.0,Basic Halter Harnesses
374,2021-06-19,1405.0,Basic Halter Harnesses
375,2021-06-20,1528.0,Basic Halter Harnesses
376,2021-06-21,1528.0,Basic Halter Harnesses
377,2021-06-22,1566.0,Basic Halter Harnesses
378,2021-06-23,1566.0,Basic Halter Harnesses
379,2021-06-24,1426.0,Basic Halter Harnesses
380,2021-06-25,1422.0,Basic Halter Harnesses
381,2021-06-26,1282.0,Basic Halter Harnesses
382,2021-06-27,1396.0,Basic Halter Harnesses
383,2021-06-28,1281.0,Basic Halter Harnesses
384,2021-06-29,1182.0,Basic Halter Harnesses
385,2021-06-30,1331.0,Basic Halter Harnesses
386,2021-07-01,1348.0,Basic Halter Harnesses
387,2021-07-02,1608.0,Basic Halter Harnesses
388,2021-07-03,1573.0,Basic Halter Harnesses
389,2021-07-04,1438.0,Basic Halter Harnesses
390,2021-07-05,1438.0,Basic Halter Harnesses
391,2021-07-06,1258.0,Basic Halter Harnesses
392,2021-07-07,1258.0,Basic Halter Harnesses
393,2021-07-08,1396.0,Basic Halter Harnesses
394,2021-07-09,1306.0,Basic Halter Harnesses
395,2021-07-10,1306.0,Basic Halter Harnesses
396,2021-07-11,1356.0,Basic Halter Harnesses
