,date,value,name_B087NSZC83
342,2021-04-14,30373.0,Air Purifier Parts & Accessories
343,2021-04-15,30373.0,Air Purifier Parts & Accessories
344,2021-04-16,30373.0,Air Purifier Parts & Accessories
345,2021-04-17,28219.0,Air Purifier Parts & Accessories
346,2021-04-18,28219.0,Air Purifier Parts & Accessories
347,2021-04-19,33737.0,Air Purifier Parts & Accessories
348,2021-04-20,33737.0,Air Purifier Parts & Accessories
349,2021-04-21,33737.0,Air Purifier Parts & Accessories
350,2021-04-22,33737.0,Air Purifier Parts & Accessories
351,2021-04-23,33737.0,Air Purifier Parts & Accessories
352,2021-04-24,33737.0,Air Purifier Parts & Accessories
353,2021-04-25,29836.0,Air Purifier Parts & Accessories
354,2021-04-26,29836.0,Air Purifier Parts & Accessories
355,2021-04-27,29836.0,Air Purifier Parts & Accessories
356,2021-04-28,29836.0,Air Purifier Parts & Accessories
357,2021-04-29,29836.0,Air Purifier Parts & Accessories
358,2021-04-30,21936.0,Air Purifier Parts & Accessories
359,2021-05-01,19510.0,Air Purifier Parts & Accessories
360,2021-05-02,19510.0,Air Purifier Parts & Accessories
361,2021-05-03,19510.0,Air Purifier Parts & Accessories
362,2021-05-04,22861.0,Air Purifier Parts & Accessories
363,2021-05-05,22861.0,Air Purifier Parts & Accessories
364,2021-05-06,22861.0,Air Purifier Parts & Accessories
365,2021-05-07,22861.0,Air Purifier Parts & Accessories
366,2021-05-08,22861.0,Air Purifier Parts & Accessories
367,2021-05-09,30898.0,Air Purifier Parts & Accessories
368,2021-05-10,30898.0,Air Purifier Parts & Accessories
369,2021-05-11,30898.0,Air Purifier Parts & Accessories
370,2021-05-12,28278.0,Air Purifier Parts & Accessories
371,2021-05-13,28278.0,Air Purifier Parts & Accessories
372,2021-05-14,27976.0,Air Purifier Parts & Accessories
373,2021-05-15,27976.0,Air Purifier Parts & Accessories
374,2021-05-16,27976.0,Air Purifier Parts & Accessories
375,2021-05-17,27976.0,Air Purifier Parts & Accessories
376,2021-05-18,27976.0,Air Purifier Parts & Accessories
377,2021-05-19,27976.0,Air Purifier Parts & Accessories
378,2021-05-20,23389.0,Air Purifier Parts & Accessories
379,2021-05-21,23389.0,Air Purifier Parts & Accessories
380,2021-05-22,23389.0,Air Purifier Parts & Accessories
381,2021-05-23,23389.0,Air Purifier Parts & Accessories
382,2021-05-24,23389.0,Air Purifier Parts & Accessories
383,2021-05-25,18007.0,Air Purifier Parts & Accessories
384,2021-05-26,17446.0,Air Purifier Parts & Accessories
385,2021-05-27,17446.0,Air Purifier Parts & Accessories
386,2021-05-28,22311.0,Air Purifier Parts & Accessories
387,2021-05-29,22311.0,Air Purifier Parts & Accessories
388,2021-05-30,23497.0,Air Purifier Parts & Accessories
389,2021-05-31,23497.0,Air Purifier Parts & Accessories
390,2021-06-01,25202.0,Air Purifier Parts & Accessories
391,2021-06-02,25202.0,Air Purifier Parts & Accessories
392,2021-06-03,25202.0,Air Purifier Parts & Accessories
393,2021-06-04,30345.0,Air Purifier Parts & Accessories
394,2021-06-05,30345.0,Air Purifier Parts & Accessories
395,2021-06-06,30345.0,Air Purifier Parts & Accessories
396,2021-06-07,18235.0,Air Purifier Parts & Accessories
397,2021-06-08,18235.0,Air Purifier Parts & Accessories
398,2021-06-09,18235.0,Air Purifier Parts & Accessories
399,2021-06-10,18235.0,Air Purifier Parts & Accessories
400,2021-06-11,18235.0,Air Purifier Parts & Accessories
401,2021-06-12,23488.0,Air Purifier Parts & Accessories
402,2021-06-13,23488.0,Air Purifier Parts & Accessories
403,2021-06-14,23488.0,Air Purifier Parts & Accessories
404,2021-06-15,23488.0,Air Purifier Parts & Accessories
405,2021-06-16,23488.0,Air Purifier Parts & Accessories
406,2021-06-17,33194.0,Air Purifier Parts & Accessories
407,2021-06-18,33194.0,Air Purifier Parts & Accessories
408,2021-06-19,33194.0,Air Purifier Parts & Accessories
409,2021-06-20,22085.0,Air Purifier Parts & Accessories
410,2021-06-21,24358.0,Air Purifier Parts & Accessories
