,date,value,name_B01NBK0MPG
132,2020-10-03,6394.0,Doors
133,2020-10-04,6856.0,Doors
134,2020-10-05,6447.0,Doors
135,2020-10-06,6447.0,Doors
136,2020-10-07,6447.0,Doors
137,2020-10-08,6105.0,Doors
138,2020-10-09,6130.0,Doors
139,2020-10-10,6130.0,Doors
140,2020-10-11,6130.0,Doors
141,2020-10-12,7241.0,Doors
142,2020-10-13,8041.0,Doors
143,2020-10-14,9613.0,Doors
144,2020-10-15,9613.0,Doors
145,2020-10-16,9613.0,Doors
146,2020-10-17,9613.0,Doors
147,2020-10-18,9613.0,Doors
148,2020-10-19,9613.0,Doors
149,2020-10-20,7972.0,Doors
150,2020-10-21,7972.0,Doors
151,2020-10-22,7411.0,Doors
152,2020-10-23,7570.0,Doors
153,2020-10-24,7570.0,Doors
154,2020-10-25,6266.0,Doors
155,2020-10-26,5945.0,Doors
156,2020-10-27,5636.0,Doors
157,2020-10-28,5919.0,Doors
158,2020-10-29,7090.0,Doors
159,2020-10-30,6589.0,Doors
160,2020-10-31,7260.0,Doors
161,2020-11-01,7260.0,Doors
162,2020-11-02,7260.0,Doors
163,2020-11-03,9027.0,Doors
164,2020-11-04,10146.0,Doors
165,2020-11-05,10448.0,Doors
166,2020-11-06,9436.0,Doors
167,2020-11-07,9103.0,Doors
168,2020-11-08,9103.0,Doors
169,2020-11-09,6920.0,Doors
170,2020-11-10,7388.0,Doors
171,2020-11-11,6238.0,Doors
172,2020-11-12,7794.0,Doors
173,2020-11-13,7794.0,Doors
174,2020-11-14,7794.0,Doors
175,2020-11-15,7794.0,Doors
176,2020-11-16,7776.0,Doors
177,2020-11-17,7776.0,Doors
178,2020-11-18,7776.0,Doors
179,2020-11-19,7776.0,Doors
180,2020-11-20,6537.0,Doors
181,2020-11-21,6537.0,Doors
182,2020-11-22,6537.0,Doors
183,2020-11-23,6537.0,Doors
184,2020-11-24,7916.0,Doors
185,2020-11-25,8121.0,Doors
186,2020-11-26,8121.0,Doors
187,2020-11-27,7855.0,Doors
188,2020-11-28,7852.0,Doors
189,2020-11-29,7852.0,Doors
190,2020-11-30,8464.0,Doors
191,2020-12-01,8464.0,Doors
192,2020-12-02,8464.0,Doors
193,2020-12-03,8464.0,Doors
194,2020-12-04,9670.0,Doors
195,2020-12-05,9413.0,Doors
196,2020-12-06,9413.0,Doors
197,2020-12-07,8100.0,Doors
198,2020-12-08,8100.0,Doors
199,2020-12-09,8100.0,Doors
200,2020-12-10,8736.0,Doors
201,2020-12-11,8736.0,Doors
202,2020-12-12,8736.0,Doors
203,2020-12-13,8033.0,Doors
204,2020-12-14,8033.0,Doors
205,2020-12-15,8033.0,Doors
206,2020-12-16,10007.0,Doors
207,2020-12-17,9810.0,Doors
208,2020-12-18,9810.0,Doors
209,2020-12-19,9810.0,Doors
210,2020-12-20,9810.0,Doors
211,2020-12-21,9810.0,Doors
212,2020-12-22,8687.0,Doors
213,2020-12-23,11144.0,Doors
214,2020-12-24,11857.0,Doors
215,2020-12-25,11857.0,Doors
216,2020-12-26,11293.0,Doors
217,2020-12-27,7162.0,Doors
218,2020-12-28,7162.0,Doors
219,2020-12-29,7126.0,Doors
220,2020-12-30,7126.0,Doors
221,2020-12-31,7126.0,Doors
222,2021-01-01,9161.0,Doors
223,2021-01-02,9161.0,Doors
224,2021-01-03,8590.0,Doors
225,2021-01-04,8590.0,Doors
226,2021-01-05,7355.0,Doors
227,2021-01-06,7257.0,Doors
228,2021-01-07,7257.0,Doors
229,2021-01-08,7257.0,Doors
230,2021-01-09,7257.0,Doors
231,2021-01-10,7089.0,Doors
232,2021-01-11,7203.0,Doors
233,2021-01-12,7780.0,Doors
234,2021-01-13,8822.0,Doors
235,2021-01-14,9717.0,Doors
236,2021-01-15,9717.0,Doors
237,2021-01-16,9717.0,Doors
238,2021-01-17,10619.0,Doors
239,2021-01-18,10619.0,Doors
240,2021-01-19,8598.0,Doors
241,2021-01-20,9180.0,Doors
242,2021-01-21,10140.0,Doors
243,2021-01-22,10140.0,Doors
244,2021-01-23,9117.0,Doors
245,2021-01-24,7602.0,Doors
246,2021-01-25,9368.0,Doors
247,2021-01-26,9525.0,Doors
248,2021-01-27,9525.0,Doors
249,2021-01-28,9019.0,Doors
250,2021-01-29,7674.0,Doors
251,2021-01-30,10366.0,Doors
252,2021-01-31,9131.0,Doors
253,2021-02-01,8214.0,Doors
254,2021-02-02,9991.0,Doors
255,2021-02-03,9991.0,Doors
256,2021-02-04,6730.0,Doors
257,2021-02-05,6730.0,Doors
258,2021-02-06,6730.0,Doors
259,2021-02-07,7019.0,Doors
260,2021-02-08,7019.0,Doors
261,2021-02-09,7019.0,Doors
262,2021-02-10,7019.0,Doors
263,2021-02-11,7204.0,Doors
264,2021-02-12,7204.0,Doors
265,2021-02-13,7544.0,Doors
266,2021-02-14,7544.0,Doors
267,2021-02-15,7544.0,Doors
268,2021-02-16,7544.0,Doors
269,2021-02-17,6521.0,Doors
270,2021-02-18,6521.0,Doors
271,2021-02-19,7229.0,Doors
272,2021-02-20,7229.0,Doors
273,2021-02-21,7229.0,Doors
274,2021-02-22,7256.0,Doors
275,2021-02-23,7256.0,Doors
276,2021-02-24,7816.0,Doors
277,2021-02-25,5999.0,Doors
278,2021-02-26,6407.0,Doors
279,2021-02-27,7043.0,Doors
280,2021-02-28,7043.0,Doors
281,2021-03-01,7043.0,Doors
282,2021-03-02,6602.0,Doors
283,2021-03-03,6937.0,Doors
284,2021-03-04,5397.0,Doors
285,2021-03-05,5397.0,Doors
286,2021-03-06,5397.0,Doors
287,2021-03-07,5397.0,Doors
288,2021-03-08,4802.0,Doors
289,2021-03-09,6253.0,Doors
290,2021-03-10,6253.0,Doors
291,2021-03-11,3693.0,Doors
292,2021-03-12,3693.0,Doors
293,2021-03-13,3693.0,Doors
294,2021-03-14,5019.0,Doors
295,2021-03-15,7604.0,Doors
296,2021-03-16,7604.0,Doors
297,2021-03-17,7604.0,Doors
298,2021-03-18,5455.0,Doors
299,2021-03-19,5455.0,Doors
300,2021-03-20,5455.0,Doors
301,2021-03-21,4212.0,Doors
302,2021-03-22,4212.0,Doors
303,2021-03-23,4601.0,Doors
304,2021-03-24,4601.0,Doors
305,2021-03-25,4601.0,Doors
306,2021-03-26,4601.0,Doors
307,2021-03-27,4948.0,Doors
308,2021-03-28,4438.0,Doors
309,2021-03-29,6062.0,Doors
310,2021-03-30,6062.0,Doors
311,2021-03-31,6062.0,Doors
312,2021-04-01,6425.0,Doors
313,2021-04-02,5181.0,Doors
314,2021-04-03,5402.0,Doors
315,2021-04-04,5402.0,Doors
316,2021-04-05,5402.0,Doors
317,2021-04-06,5203.0,Doors
318,2021-04-07,5203.0,Doors
319,2021-04-08,4729.0,Doors
320,2021-04-09,4729.0,Doors
321,2021-04-10,6058.0,Doors
322,2021-04-11,6058.0,Doors
323,2021-04-12,6058.0,Doors
324,2021-04-13,7072.0,Doors
325,2021-04-14,7072.0,Doors
326,2021-04-15,7213.0,Doors
327,2021-04-16,7213.0,Doors
328,2021-04-17,7213.0,Doors
329,2021-04-18,8306.0,Doors
330,2021-04-19,8306.0,Doors
331,2021-04-20,8306.0,Doors
332,2021-04-21,8306.0,Doors
333,2021-04-22,8306.0,Doors
334,2021-04-23,8306.0,Doors
335,2021-04-24,10571.0,Doors
336,2021-04-25,11224.0,Doors
337,2021-04-26,11224.0,Doors
338,2021-04-27,11224.0,Doors
339,2021-04-28,11224.0,Doors
340,2021-04-29,11224.0,Doors
341,2021-04-30,10214.0,Doors
342,2021-05-01,10214.0,Doors
343,2021-05-02,12140.0,Doors
344,2021-05-03,12140.0,Doors
345,2021-05-04,9963.0,Doors
346,2021-05-05,11398.0,Doors
347,2021-05-06,11398.0,Doors
348,2021-05-07,12481.0,Doors
349,2021-05-08,12481.0,Doors
350,2021-05-09,15039.0,Doors
351,2021-05-10,15039.0,Doors
352,2021-05-11,16718.0,Doors
353,2021-05-12,16718.0,Doors
354,2021-05-13,14408.0,Doors
355,2021-05-14,14426.0,Doors
356,2021-05-15,14426.0,Doors
357,2021-05-16,14426.0,Doors
358,2021-05-17,14507.0,Doors
359,2021-05-18,14507.0,Doors
360,2021-05-19,14507.0,Doors
361,2021-05-20,9930.0,Doors
362,2021-05-21,9930.0,Doors
363,2021-05-22,10771.0,Doors
364,2021-05-23,13699.0,Doors
365,2021-05-24,13320.0,Doors
366,2021-05-25,13896.0,Doors
367,2021-05-26,12768.0,Doors
368,2021-05-27,12768.0,Doors
369,2021-05-28,12768.0,Doors
370,2021-05-29,12768.0,Doors
371,2021-05-30,12768.0,Doors
372,2021-05-31,11334.0,Doors
373,2021-06-01,11334.0,Doors
374,2021-06-02,11334.0,Doors
375,2021-06-03,11334.0,Doors
376,2021-06-04,11334.0,Doors
377,2021-06-05,8889.0,Doors
378,2021-06-06,8889.0,Doors
379,2021-06-07,8889.0,Doors
380,2021-06-08,8889.0,Doors
381,2021-06-09,8889.0,Doors
382,2021-06-10,7947.0,Doors
383,2021-06-11,7947.0,Doors
384,2021-06-12,7568.0,Doors
385,2021-06-13,7568.0,Doors
386,2021-06-14,7568.0,Doors
387,2021-06-15,7175.0,Doors
388,2021-06-16,6777.0,Doors
389,2021-06-17,6777.0,Doors
390,2021-06-18,6777.0,Doors
391,2021-06-19,6777.0,Doors
392,2021-06-20,6777.0,Doors
393,2021-06-21,7158.0,Doors
394,2021-06-22,7700.0,Doors
395,2021-06-23,6679.0,Doors
396,2021-06-24,6679.0,Doors
397,2021-06-25,6679.0,Doors
398,2021-06-26,6679.0,Doors
399,2021-06-27,7820.0,Doors
400,2021-06-28,6741.0,Doors
401,2021-06-29,6741.0,Doors
402,2021-06-30,6670.0,Doors
403,2021-07-01,6670.0,Doors
404,2021-07-02,6670.0,Doors
405,2021-07-03,6670.0,Doors
406,2021-07-04,6670.0,Doors
407,2021-07-05,6250.0,Doors
408,2021-07-06,6250.0,Doors
409,2021-07-07,6250.0,Doors
410,2021-07-08,5058.0,Doors
411,2021-07-09,5368.0,Doors
412,2021-07-10,5746.0,Doors
413,2021-07-11,6013.0,Doors
