,date,value,name_B0786S3GX3
41,2020-07-06,1366.0,Wooden Lead Pencils
42,2020-07-07,1366.0,Wooden Lead Pencils
43,2020-07-08,867.0,Wooden Lead Pencils
44,2020-07-09,867.0,Wooden Lead Pencils
45,2020-07-10,961.0,Wooden Lead Pencils
46,2020-07-11,1097.0,Wooden Lead Pencils
47,2020-07-12,1200.0,Wooden Lead Pencils
48,2020-07-13,1234.0,Wooden Lead Pencils
49,2020-07-14,1234.0,Wooden Lead Pencils
50,2020-07-15,1234.0,Wooden Lead Pencils
51,2020-07-16,1142.0,Wooden Lead Pencils
52,2020-07-17,1142.0,Wooden Lead Pencils
53,2020-07-18,1048.0,Wooden Lead Pencils
54,2020-07-19,1048.0,Wooden Lead Pencils
55,2020-07-20,1287.0,Wooden Lead Pencils
56,2020-07-21,1287.0,Wooden Lead Pencils
57,2020-07-22,1143.0,Wooden Lead Pencils
58,2020-07-23,1143.0,Wooden Lead Pencils
59,2020-07-24,1143.0,Wooden Lead Pencils
60,2020-07-25,1143.0,Wooden Lead Pencils
61,2020-07-26,1117.0,Wooden Lead Pencils
62,2020-07-27,1117.0,Wooden Lead Pencils
63,2020-07-28,978.0,Wooden Lead Pencils
64,2020-07-29,978.0,Wooden Lead Pencils
65,2020-07-30,978.0,Wooden Lead Pencils
66,2020-07-31,890.0,Wooden Lead Pencils
67,2020-08-01,855.0,Wooden Lead Pencils
68,2020-08-02,855.0,Wooden Lead Pencils
69,2020-08-03,829.0,Wooden Lead Pencils
70,2020-08-04,843.0,Wooden Lead Pencils
71,2020-08-05,843.0,Wooden Lead Pencils
72,2020-08-06,644.0,Wooden Lead Pencils
73,2020-08-07,644.0,Wooden Lead Pencils
74,2020-08-08,644.0,Wooden Lead Pencils
75,2020-08-09,607.0,Wooden Lead Pencils
76,2020-08-10,607.0,Wooden Lead Pencils
77,2020-08-11,564.0,Wooden Lead Pencils
78,2020-08-12,564.0,Wooden Lead Pencils
79,2020-08-13,516.0,Wooden Lead Pencils
80,2020-08-14,516.0,Wooden Lead Pencils
81,2020-08-15,516.0,Wooden Lead Pencils
82,2020-08-16,636.0,Wooden Lead Pencils
83,2020-08-17,636.0,Wooden Lead Pencils
84,2020-08-18,636.0,Wooden Lead Pencils
85,2020-08-19,746.0,Wooden Lead Pencils
86,2020-08-20,746.0,Wooden Lead Pencils
87,2020-08-21,746.0,Wooden Lead Pencils
88,2020-08-22,745.0,Wooden Lead Pencils
89,2020-08-23,745.0,Wooden Lead Pencils
90,2020-08-24,745.0,Wooden Lead Pencils
91,2020-08-25,820.0,Wooden Lead Pencils
92,2020-08-26,820.0,Wooden Lead Pencils
93,2020-08-27,760.0,Wooden Lead Pencils
94,2020-08-28,760.0,Wooden Lead Pencils
95,2020-08-29,760.0,Wooden Lead Pencils
96,2020-08-30,695.0,Wooden Lead Pencils
97,2020-08-31,1061.0,Wooden Lead Pencils
98,2020-09-01,1061.0,Wooden Lead Pencils
99,2020-09-02,1061.0,Wooden Lead Pencils
100,2020-09-03,897.0,Wooden Lead Pencils
101,2020-09-04,906.0,Wooden Lead Pencils
102,2020-09-05,906.0,Wooden Lead Pencils
103,2020-09-06,906.0,Wooden Lead Pencils
104,2020-09-07,1236.0,Wooden Lead Pencils
105,2020-09-08,1236.0,Wooden Lead Pencils
106,2020-09-09,1497.0,Wooden Lead Pencils
107,2020-09-10,1497.0,Wooden Lead Pencils
108,2020-09-11,1497.0,Wooden Lead Pencils
109,2020-09-12,1910.0,Wooden Lead Pencils
110,2020-09-13,1688.0,Wooden Lead Pencils
111,2020-09-14,2230.0,Wooden Lead Pencils
112,2020-09-15,1932.0,Wooden Lead Pencils
113,2020-09-16,1932.0,Wooden Lead Pencils
114,2020-09-17,1932.0,Wooden Lead Pencils
115,2020-09-18,2176.0,Wooden Lead Pencils
116,2020-09-19,2176.0,Wooden Lead Pencils
117,2020-09-20,2176.0,Wooden Lead Pencils
118,2020-09-21,2416.0,Wooden Lead Pencils
119,2020-09-22,2416.0,Wooden Lead Pencils
120,2020-09-23,2420.0,Wooden Lead Pencils
121,2020-09-24,2420.0,Wooden Lead Pencils
122,2020-09-25,2420.0,Wooden Lead Pencils
123,2020-09-26,2207.0,Wooden Lead Pencils
124,2020-09-27,2163.0,Wooden Lead Pencils
125,2020-09-28,2338.0,Wooden Lead Pencils
126,2020-09-29,2437.0,Wooden Lead Pencils
127,2020-09-30,2437.0,Wooden Lead Pencils
128,2020-10-01,2437.0,Wooden Lead Pencils
129,2020-10-02,2338.0,Wooden Lead Pencils
130,2020-10-03,2338.0,Wooden Lead Pencils
131,2020-10-04,2338.0,Wooden Lead Pencils
132,2020-10-05,3319.0,Wooden Lead Pencils
133,2020-10-06,3863.0,Wooden Lead Pencils
134,2020-10-07,3863.0,Wooden Lead Pencils
135,2020-10-08,3438.0,Wooden Lead Pencils
136,2020-10-09,3438.0,Wooden Lead Pencils
137,2020-10-10,3191.0,Wooden Lead Pencils
138,2020-10-11,3191.0,Wooden Lead Pencils
139,2020-10-12,3049.0,Wooden Lead Pencils
140,2020-10-13,3812.0,Wooden Lead Pencils
141,2020-10-14,3812.0,Wooden Lead Pencils
142,2020-10-15,1100.0,Wooden Lead Pencils
143,2020-10-16,1323.0,Wooden Lead Pencils
144,2020-10-17,1323.0,Wooden Lead Pencils
145,2020-10-18,2039.0,Wooden Lead Pencils
146,2020-10-19,2039.0,Wooden Lead Pencils
147,2020-10-20,2140.0,Wooden Lead Pencils
148,2020-10-21,2140.0,Wooden Lead Pencils
149,2020-10-22,1345.0,Wooden Lead Pencils
150,2020-10-23,1216.0,Wooden Lead Pencils
151,2020-10-24,1216.0,Wooden Lead Pencils
152,2020-10-25,1216.0,Wooden Lead Pencils
153,2020-10-26,1901.0,Wooden Lead Pencils
154,2020-10-27,1912.0,Wooden Lead Pencils
155,2020-10-28,1912.0,Wooden Lead Pencils
156,2020-10-29,2343.0,Wooden Lead Pencils
157,2020-10-30,2343.0,Wooden Lead Pencils
158,2020-10-31,2343.0,Wooden Lead Pencils
159,2020-11-01,2629.0,Wooden Lead Pencils
160,2020-11-02,2436.0,Wooden Lead Pencils
161,2020-11-03,2436.0,Wooden Lead Pencils
162,2020-11-04,2263.0,Wooden Lead Pencils
163,2020-11-05,2283.0,Wooden Lead Pencils
164,2020-11-06,2283.0,Wooden Lead Pencils
165,2020-11-07,2208.0,Wooden Lead Pencils
166,2020-11-08,2208.0,Wooden Lead Pencils
167,2020-11-09,2208.0,Wooden Lead Pencils
168,2020-11-10,2200.0,Wooden Lead Pencils
169,2020-11-11,2200.0,Wooden Lead Pencils
170,2020-11-12,1988.0,Wooden Lead Pencils
171,2020-11-13,1988.0,Wooden Lead Pencils
172,2020-11-14,1988.0,Wooden Lead Pencils
173,2020-11-15,2273.0,Wooden Lead Pencils
174,2020-11-16,2273.0,Wooden Lead Pencils
175,2020-11-17,2065.0,Wooden Lead Pencils
176,2020-11-18,1286.0,Wooden Lead Pencils
177,2020-11-19,1286.0,Wooden Lead Pencils
178,2020-11-20,2100.0,Wooden Lead Pencils
179,2020-11-21,2100.0,Wooden Lead Pencils
180,2020-11-22,2100.0,Wooden Lead Pencils
181,2020-11-23,2690.0,Wooden Lead Pencils
182,2020-11-24,2853.0,Wooden Lead Pencils
183,2020-11-25,2853.0,Wooden Lead Pencils
184,2020-11-26,2786.0,Wooden Lead Pencils
185,2020-11-27,2786.0,Wooden Lead Pencils
186,2020-11-28,2786.0,Wooden Lead Pencils
187,2020-11-29,1710.0,Wooden Lead Pencils
188,2020-11-30,1546.0,Wooden Lead Pencils
189,2020-12-01,978.0,Wooden Lead Pencils
190,2020-12-02,978.0,Wooden Lead Pencils
191,2020-12-03,978.0,Wooden Lead Pencils
192,2020-12-04,2001.0,Wooden Lead Pencils
193,2020-12-05,2001.0,Wooden Lead Pencils
194,2020-12-06,2480.0,Wooden Lead Pencils
195,2020-12-07,2480.0,Wooden Lead Pencils
196,2020-12-08,2480.0,Wooden Lead Pencils
197,2020-12-09,2129.0,Wooden Lead Pencils
198,2020-12-10,2129.0,Wooden Lead Pencils
199,2020-12-11,2129.0,Wooden Lead Pencils
200,2020-12-12,2235.0,Wooden Lead Pencils
201,2020-12-13,2235.0,Wooden Lead Pencils
202,2020-12-14,2235.0,Wooden Lead Pencils
203,2020-12-15,2780.0,Wooden Lead Pencils
204,2020-12-16,1554.0,Wooden Lead Pencils
205,2020-12-17,1554.0,Wooden Lead Pencils
206,2020-12-18,1554.0,Wooden Lead Pencils
207,2020-12-19,2412.0,Wooden Lead Pencils
208,2020-12-20,2412.0,Wooden Lead Pencils
209,2020-12-21,4013.0,Wooden Lead Pencils
210,2020-12-22,2973.0,Wooden Lead Pencils
211,2020-12-23,2968.0,Wooden Lead Pencils
212,2020-12-24,2968.0,Wooden Lead Pencils
213,2020-12-25,4176.0,Wooden Lead Pencils
214,2020-12-26,4176.0,Wooden Lead Pencils
215,2020-12-27,4131.0,Wooden Lead Pencils
216,2020-12-28,4131.0,Wooden Lead Pencils
217,2020-12-29,4131.0,Wooden Lead Pencils
218,2020-12-30,2980.0,Wooden Lead Pencils
219,2020-12-31,2661.0,Wooden Lead Pencils
220,2021-01-01,2661.0,Wooden Lead Pencils
221,2021-01-02,2911.0,Wooden Lead Pencils
222,2021-01-03,2911.0,Wooden Lead Pencils
223,2021-01-04,3283.0,Wooden Lead Pencils
224,2021-01-05,1952.0,Wooden Lead Pencils
225,2021-01-06,1952.0,Wooden Lead Pencils
226,2021-01-07,1471.0,Wooden Lead Pencils
227,2021-01-08,1717.0,Wooden Lead Pencils
228,2021-01-09,1717.0,Wooden Lead Pencils
229,2021-01-10,1717.0,Wooden Lead Pencils
230,2021-01-11,2321.0,Wooden Lead Pencils
231,2021-01-12,2321.0,Wooden Lead Pencils
232,2021-01-13,2321.0,Wooden Lead Pencils
233,2021-01-14,1877.0,Wooden Lead Pencils
234,2021-01-15,1877.0,Wooden Lead Pencils
235,2021-01-16,1907.0,Wooden Lead Pencils
236,2021-01-17,1907.0,Wooden Lead Pencils
237,2021-01-18,1907.0,Wooden Lead Pencils
238,2021-01-19,1859.0,Wooden Lead Pencils
239,2021-01-20,1426.0,Wooden Lead Pencils
240,2021-01-21,1426.0,Wooden Lead Pencils
241,2021-01-22,1426.0,Wooden Lead Pencils
242,2021-01-23,1407.0,Wooden Lead Pencils
243,2021-01-24,1407.0,Wooden Lead Pencils
244,2021-01-25,1244.0,Wooden Lead Pencils
245,2021-01-26,570.0,Wooden Lead Pencils
246,2021-01-27,570.0,Wooden Lead Pencils
247,2021-01-28,570.0,Wooden Lead Pencils
248,2021-01-29,570.0,Wooden Lead Pencils
249,2021-01-30,1448.0,Wooden Lead Pencils
250,2021-01-31,1448.0,Wooden Lead Pencils
251,2021-02-01,1923.0,Wooden Lead Pencils
252,2021-02-02,1684.0,Wooden Lead Pencils
253,2021-02-03,1684.0,Wooden Lead Pencils
254,2021-02-04,1684.0,Wooden Lead Pencils
255,2021-02-05,1430.0,Wooden Lead Pencils
256,2021-02-06,1430.0,Wooden Lead Pencils
257,2021-02-07,1678.0,Wooden Lead Pencils
258,2021-02-08,1678.0,Wooden Lead Pencils
259,2021-02-09,1678.0,Wooden Lead Pencils
260,2021-02-10,1298.0,Wooden Lead Pencils
261,2021-02-11,1304.0,Wooden Lead Pencils
262,2021-02-12,1299.0,Wooden Lead Pencils
263,2021-02-13,1299.0,Wooden Lead Pencils
264,2021-02-14,1299.0,Wooden Lead Pencils
265,2021-02-15,1785.0,Wooden Lead Pencils
266,2021-02-16,1577.0,Wooden Lead Pencils
267,2021-02-17,1577.0,Wooden Lead Pencils
268,2021-02-18,1615.0,Wooden Lead Pencils
269,2021-02-19,1615.0,Wooden Lead Pencils
270,2021-02-20,1763.0,Wooden Lead Pencils
271,2021-02-21,1763.0,Wooden Lead Pencils
272,2021-02-22,1723.0,Wooden Lead Pencils
273,2021-02-23,1684.0,Wooden Lead Pencils
274,2021-02-24,1684.0,Wooden Lead Pencils
275,2021-02-25,1684.0,Wooden Lead Pencils
276,2021-02-26,1592.0,Wooden Lead Pencils
277,2021-02-27,1592.0,Wooden Lead Pencils
278,2021-02-28,1592.0,Wooden Lead Pencils
279,2021-03-01,1592.0,Wooden Lead Pencils
280,2021-03-02,1717.0,Wooden Lead Pencils
281,2021-03-03,1751.0,Wooden Lead Pencils
282,2021-03-04,1751.0,Wooden Lead Pencils
283,2021-03-05,1672.0,Wooden Lead Pencils
284,2021-03-06,1672.0,Wooden Lead Pencils
285,2021-03-07,2094.0,Wooden Lead Pencils
286,2021-03-08,2094.0,Wooden Lead Pencils
287,2021-03-09,2094.0,Wooden Lead Pencils
288,2021-03-10,1584.0,Wooden Lead Pencils
289,2021-03-11,1584.0,Wooden Lead Pencils
290,2021-03-12,1411.0,Wooden Lead Pencils
291,2021-03-13,1411.0,Wooden Lead Pencils
292,2021-03-14,2205.0,Wooden Lead Pencils
293,2021-03-15,2089.0,Wooden Lead Pencils
294,2021-03-16,2089.0,Wooden Lead Pencils
295,2021-03-17,2559.0,Wooden Lead Pencils
296,2021-03-18,2670.0,Wooden Lead Pencils
297,2021-03-19,2498.0,Wooden Lead Pencils
298,2021-03-20,2498.0,Wooden Lead Pencils
299,2021-03-21,2772.0,Wooden Lead Pencils
300,2021-03-22,2772.0,Wooden Lead Pencils
301,2021-03-23,2772.0,Wooden Lead Pencils
302,2021-03-24,2582.0,Wooden Lead Pencils
303,2021-03-25,2582.0,Wooden Lead Pencils
304,2021-03-26,2582.0,Wooden Lead Pencils
305,2021-03-27,1982.0,Wooden Lead Pencils
306,2021-03-28,1982.0,Wooden Lead Pencils
307,2021-03-29,2695.0,Wooden Lead Pencils
308,2021-03-30,2695.0,Wooden Lead Pencils
309,2021-03-31,2695.0,Wooden Lead Pencils
310,2021-04-01,2695.0,Wooden Lead Pencils
311,2021-04-02,2872.0,Wooden Lead Pencils
312,2021-04-03,2872.0,Wooden Lead Pencils
313,2021-04-04,3260.0,Wooden Lead Pencils
314,2021-04-05,3260.0,Wooden Lead Pencils
315,2021-04-06,3260.0,Wooden Lead Pencils
316,2021-04-07,2548.0,Wooden Lead Pencils
317,2021-04-08,2089.0,Wooden Lead Pencils
318,2021-04-09,2089.0,Wooden Lead Pencils
319,2021-04-10,2089.0,Wooden Lead Pencils
320,2021-04-11,2304.0,Wooden Lead Pencils
321,2021-04-12,2304.0,Wooden Lead Pencils
322,2021-04-13,1745.0,Wooden Lead Pencils
323,2021-04-14,1120.0,Wooden Lead Pencils
324,2021-04-15,1120.0,Wooden Lead Pencils
325,2021-04-16,1099.0,Wooden Lead Pencils
326,2021-04-17,1099.0,Wooden Lead Pencils
327,2021-04-18,1263.0,Wooden Lead Pencils
328,2021-04-19,1263.0,Wooden Lead Pencils
329,2021-04-20,1263.0,Wooden Lead Pencils
330,2021-04-21,2078.0,Wooden Lead Pencils
331,2021-04-22,2078.0,Wooden Lead Pencils
332,2021-04-23,1635.0,Wooden Lead Pencils
333,2021-04-24,1900.0,Wooden Lead Pencils
334,2021-04-25,1900.0,Wooden Lead Pencils
335,2021-04-26,2773.0,Wooden Lead Pencils
336,2021-04-27,2773.0,Wooden Lead Pencils
337,2021-04-28,1802.0,Wooden Lead Pencils
338,2021-04-29,1802.0,Wooden Lead Pencils
339,2021-04-30,2073.0,Wooden Lead Pencils
340,2021-05-01,2073.0,Wooden Lead Pencils
341,2021-05-02,2073.0,Wooden Lead Pencils
342,2021-05-03,2031.0,Wooden Lead Pencils
343,2021-05-04,2031.0,Wooden Lead Pencils
344,2021-05-05,1883.0,Wooden Lead Pencils
345,2021-05-06,1883.0,Wooden Lead Pencils
346,2021-05-07,2450.0,Wooden Lead Pencils
347,2021-05-08,2450.0,Wooden Lead Pencils
348,2021-05-09,2450.0,Wooden Lead Pencils
349,2021-05-10,2411.0,Wooden Lead Pencils
350,2021-05-11,2145.0,Wooden Lead Pencils
351,2021-05-12,2145.0,Wooden Lead Pencils
352,2021-05-13,2019.0,Wooden Lead Pencils
353,2021-05-14,2019.0,Wooden Lead Pencils
354,2021-05-15,1847.0,Wooden Lead Pencils
355,2021-05-16,1847.0,Wooden Lead Pencils
356,2021-05-17,2615.0,Wooden Lead Pencils
357,2021-05-18,2615.0,Wooden Lead Pencils
358,2021-05-19,2247.0,Wooden Lead Pencils
359,2021-05-20,2404.0,Wooden Lead Pencils
360,2021-05-21,2404.0,Wooden Lead Pencils
361,2021-05-22,2454.0,Wooden Lead Pencils
362,2021-05-23,2822.0,Wooden Lead Pencils
363,2021-05-24,3423.0,Wooden Lead Pencils
364,2021-05-25,3423.0,Wooden Lead Pencils
365,2021-05-26,1992.0,Wooden Lead Pencils
366,2021-05-27,2254.0,Wooden Lead Pencils
367,2021-05-28,2460.0,Wooden Lead Pencils
368,2021-05-29,2460.0,Wooden Lead Pencils
369,2021-05-30,2460.0,Wooden Lead Pencils
370,2021-05-31,3130.0,Wooden Lead Pencils
371,2021-06-01,3114.0,Wooden Lead Pencils
372,2021-06-02,2848.0,Wooden Lead Pencils
373,2021-06-03,2848.0,Wooden Lead Pencils
374,2021-06-04,3378.0,Wooden Lead Pencils
375,2021-06-05,3378.0,Wooden Lead Pencils
376,2021-06-06,3420.0,Wooden Lead Pencils
377,2021-06-07,3426.0,Wooden Lead Pencils
378,2021-06-08,3426.0,Wooden Lead Pencils
379,2021-06-09,3426.0,Wooden Lead Pencils
380,2021-06-10,3924.0,Wooden Lead Pencils
381,2021-06-11,3924.0,Wooden Lead Pencils
382,2021-06-12,3924.0,Wooden Lead Pencils
383,2021-06-13,2870.0,Wooden Lead Pencils
384,2021-06-14,2870.0,Wooden Lead Pencils
385,2021-06-15,2742.0,Wooden Lead Pencils
386,2021-06-16,2742.0,Wooden Lead Pencils
387,2021-06-17,2742.0,Wooden Lead Pencils
388,2021-06-18,2842.0,Wooden Lead Pencils
389,2021-06-19,2842.0,Wooden Lead Pencils
390,2021-06-20,2761.0,Wooden Lead Pencils
391,2021-06-21,2894.0,Wooden Lead Pencils
392,2021-06-22,924.0,Wooden Lead Pencils
393,2021-06-23,924.0,Wooden Lead Pencils
394,2021-06-24,1028.0,Wooden Lead Pencils
395,2021-06-25,1028.0,Wooden Lead Pencils
396,2021-06-26,1028.0,Wooden Lead Pencils
397,2021-06-27,1600.0,Wooden Lead Pencils
398,2021-06-28,1600.0,Wooden Lead Pencils
399,2021-06-29,1709.0,Wooden Lead Pencils
400,2021-06-30,1709.0,Wooden Lead Pencils
401,2021-07-01,1709.0,Wooden Lead Pencils
402,2021-07-02,1981.0,Wooden Lead Pencils
403,2021-07-03,1913.0,Wooden Lead Pencils
404,2021-07-04,2048.0,Wooden Lead Pencils
405,2021-07-05,2048.0,Wooden Lead Pencils
406,2021-07-06,2108.0,Wooden Lead Pencils
407,2021-07-07,2108.0,Wooden Lead Pencils
408,2021-07-08,2108.0,Wooden Lead Pencils
409,2021-07-09,1276.0,Wooden Lead Pencils
410,2021-07-10,1276.0,Wooden Lead Pencils
411,2021-07-11,1433.0,Wooden Lead Pencils
