,date,value,name_B078HB66FD
51,2020-07-15,16351.0,Ibuprofen
52,2020-07-16,15496.0,Ibuprofen
53,2020-07-17,15496.0,Ibuprofen
54,2020-07-18,15496.0,Ibuprofen
55,2020-07-19,14586.0,Ibuprofen
56,2020-07-20,14586.0,Ibuprofen
57,2020-07-21,16005.0,Ibuprofen
58,2020-07-22,16005.0,Ibuprofen
59,2020-07-23,16712.0,Ibuprofen
60,2020-07-24,16712.0,Ibuprofen
61,2020-07-25,16712.0,Ibuprofen
62,2020-07-26,19622.0,Ibuprofen
63,2020-07-27,19622.0,Ibuprofen
64,2020-07-28,19816.0,Ibuprofen
65,2020-07-29,19816.0,Ibuprofen
66,2020-07-30,19816.0,Ibuprofen
67,2020-07-31,20773.0,Ibuprofen
68,2020-08-01,20773.0,Ibuprofen
69,2020-08-02,20244.0,Ibuprofen
70,2020-08-03,20244.0,Ibuprofen
71,2020-08-04,20244.0,Ibuprofen
72,2020-08-05,16565.0,Ibuprofen
73,2020-08-06,16565.0,Ibuprofen
74,2020-08-07,16565.0,Ibuprofen
75,2020-08-08,15734.0,Ibuprofen
76,2020-08-09,15734.0,Ibuprofen
77,2020-08-10,15734.0,Ibuprofen
78,2020-08-11,18141.0,Ibuprofen
79,2020-08-12,16466.0,Ibuprofen
80,2020-08-13,16466.0,Ibuprofen
81,2020-08-14,16676.0,Ibuprofen
82,2020-08-15,16676.0,Ibuprofen
83,2020-08-16,16676.0,Ibuprofen
84,2020-08-17,13308.0,Ibuprofen
85,2020-08-18,13308.0,Ibuprofen
86,2020-08-19,13308.0,Ibuprofen
87,2020-08-20,14031.0,Ibuprofen
88,2020-08-21,14031.0,Ibuprofen
89,2020-08-22,14031.0,Ibuprofen
90,2020-08-23,16038.0,Ibuprofen
91,2020-08-24,16038.0,Ibuprofen
92,2020-08-25,13539.0,Ibuprofen
93,2020-08-26,13539.0,Ibuprofen
94,2020-08-27,13539.0,Ibuprofen
95,2020-08-28,15144.0,Ibuprofen
96,2020-08-29,15328.0,Ibuprofen
97,2020-08-30,15328.0,Ibuprofen
98,2020-08-31,15328.0,Ibuprofen
99,2020-09-01,16290.0,Ibuprofen
100,2020-09-02,14762.0,Ibuprofen
101,2020-09-03,14762.0,Ibuprofen
102,2020-09-04,14478.0,Ibuprofen
103,2020-09-05,14478.0,Ibuprofen
104,2020-09-06,14478.0,Ibuprofen
105,2020-09-07,17892.0,Ibuprofen
106,2020-09-08,17892.0,Ibuprofen
107,2020-09-09,17892.0,Ibuprofen
108,2020-09-10,18173.0,Ibuprofen
109,2020-09-11,18173.0,Ibuprofen
110,2020-09-12,15506.0,Ibuprofen
111,2020-09-13,15506.0,Ibuprofen
112,2020-09-14,15506.0,Ibuprofen
113,2020-09-15,12575.0,Ibuprofen
114,2020-09-16,12575.0,Ibuprofen
115,2020-09-17,12575.0,Ibuprofen
116,2020-09-18,15370.0,Ibuprofen
117,2020-09-19,15370.0,Ibuprofen
118,2020-09-20,20780.0,Ibuprofen
119,2020-09-21,20780.0,Ibuprofen
120,2020-09-22,20780.0,Ibuprofen
121,2020-09-23,13808.0,Ibuprofen
122,2020-09-24,14723.0,Ibuprofen
123,2020-09-25,14723.0,Ibuprofen
124,2020-09-26,14723.0,Ibuprofen
125,2020-09-27,14723.0,Ibuprofen
126,2020-09-28,16116.0,Ibuprofen
127,2020-09-29,16116.0,Ibuprofen
128,2020-09-30,16116.0,Ibuprofen
129,2020-10-01,21689.0,Ibuprofen
130,2020-10-02,21689.0,Ibuprofen
131,2020-10-03,19768.0,Ibuprofen
132,2020-10-04,22042.0,Ibuprofen
133,2020-10-05,22042.0,Ibuprofen
134,2020-10-06,16181.0,Ibuprofen
135,2020-10-07,20098.0,Ibuprofen
136,2020-10-08,20098.0,Ibuprofen
137,2020-10-09,20098.0,Ibuprofen
138,2020-10-10,15016.0,Ibuprofen
139,2020-10-11,14659.0,Ibuprofen
140,2020-10-12,14659.0,Ibuprofen
141,2020-10-13,14659.0,Ibuprofen
142,2020-10-14,19575.0,Ibuprofen
143,2020-10-15,19575.0,Ibuprofen
144,2020-10-16,22113.0,Ibuprofen
145,2020-10-17,22113.0,Ibuprofen
146,2020-10-18,18266.0,Ibuprofen
147,2020-10-19,18266.0,Ibuprofen
148,2020-10-20,14033.0,Ibuprofen
149,2020-10-21,15093.0,Ibuprofen
150,2020-10-22,15093.0,Ibuprofen
151,2020-10-23,15093.0,Ibuprofen
152,2020-10-24,16919.0,Ibuprofen
153,2020-10-25,16472.0,Ibuprofen
154,2020-10-26,16472.0,Ibuprofen
155,2020-10-27,15459.0,Ibuprofen
156,2020-10-28,15459.0,Ibuprofen
157,2020-10-29,18608.0,Ibuprofen
158,2020-10-30,18608.0,Ibuprofen
159,2020-10-31,15654.0,Ibuprofen
160,2020-11-01,16396.0,Ibuprofen
161,2020-11-02,15988.0,Ibuprofen
162,2020-11-03,15988.0,Ibuprofen
163,2020-11-04,15988.0,Ibuprofen
164,2020-11-05,16604.0,Ibuprofen
165,2020-11-06,16604.0,Ibuprofen
166,2020-11-07,17694.0,Ibuprofen
167,2020-11-08,17694.0,Ibuprofen
168,2020-11-09,14923.0,Ibuprofen
169,2020-11-10,14923.0,Ibuprofen
170,2020-11-11,16573.0,Ibuprofen
171,2020-11-12,17250.0,Ibuprofen
172,2020-11-13,17250.0,Ibuprofen
173,2020-11-14,17250.0,Ibuprofen
174,2020-11-15,15222.0,Ibuprofen
175,2020-11-16,15222.0,Ibuprofen
176,2020-11-17,15222.0,Ibuprofen
177,2020-11-18,14853.0,Ibuprofen
178,2020-11-19,14853.0,Ibuprofen
179,2020-11-20,12377.0,Ibuprofen
180,2020-11-21,12377.0,Ibuprofen
181,2020-11-22,12377.0,Ibuprofen
182,2020-11-23,12986.0,Ibuprofen
183,2020-11-24,10457.0,Ibuprofen
184,2020-11-25,10457.0,Ibuprofen
185,2020-11-26,10457.0,Ibuprofen
186,2020-11-27,12717.0,Ibuprofen
187,2020-11-28,12717.0,Ibuprofen
188,2020-11-29,16168.0,Ibuprofen
189,2020-11-30,16168.0,Ibuprofen
190,2020-12-01,16168.0,Ibuprofen
191,2020-12-02,14106.0,Ibuprofen
192,2020-12-03,14106.0,Ibuprofen
193,2020-12-04,14106.0,Ibuprofen
194,2020-12-05,14717.0,Ibuprofen
195,2020-12-06,14717.0,Ibuprofen
196,2020-12-07,14717.0,Ibuprofen
197,2020-12-08,14577.0,Ibuprofen
198,2020-12-09,14577.0,Ibuprofen
199,2020-12-10,14991.0,Ibuprofen
200,2020-12-11,14404.0,Ibuprofen
201,2020-12-12,14404.0,Ibuprofen
202,2020-12-13,14404.0,Ibuprofen
203,2020-12-14,14918.0,Ibuprofen
204,2020-12-15,14918.0,Ibuprofen
205,2020-12-16,14918.0,Ibuprofen
206,2020-12-17,13398.0,Ibuprofen
207,2020-12-18,13398.0,Ibuprofen
208,2020-12-19,13398.0,Ibuprofen
209,2020-12-20,12445.0,Ibuprofen
210,2020-12-21,12445.0,Ibuprofen
211,2020-12-22,14993.0,Ibuprofen
212,2020-12-23,14993.0,Ibuprofen
213,2020-12-24,16584.0,Ibuprofen
214,2020-12-25,13147.0,Ibuprofen
215,2020-12-26,15357.0,Ibuprofen
216,2020-12-27,15357.0,Ibuprofen
217,2020-12-28,15357.0,Ibuprofen
218,2020-12-29,15357.0,Ibuprofen
219,2020-12-30,9687.0,Ibuprofen
220,2020-12-31,9687.0,Ibuprofen
221,2021-01-01,9687.0,Ibuprofen
222,2021-01-02,13987.0,Ibuprofen
223,2021-01-03,13987.0,Ibuprofen
224,2021-01-04,12800.0,Ibuprofen
225,2021-01-05,12800.0,Ibuprofen
226,2021-01-06,12800.0,Ibuprofen
227,2021-01-07,12018.0,Ibuprofen
228,2021-01-08,12018.0,Ibuprofen
229,2021-01-09,15244.0,Ibuprofen
230,2021-01-10,15244.0,Ibuprofen
231,2021-01-11,15244.0,Ibuprofen
232,2021-01-12,10860.0,Ibuprofen
233,2021-01-13,10860.0,Ibuprofen
234,2021-01-14,10194.0,Ibuprofen
235,2021-01-15,10194.0,Ibuprofen
236,2021-01-16,10194.0,Ibuprofen
237,2021-01-17,12631.0,Ibuprofen
238,2021-01-18,12631.0,Ibuprofen
239,2021-01-19,12631.0,Ibuprofen
240,2021-01-20,11169.0,Ibuprofen
241,2021-01-21,10473.0,Ibuprofen
242,2021-01-22,13327.0,Ibuprofen
243,2021-01-23,10867.0,Ibuprofen
244,2021-01-24,10867.0,Ibuprofen
245,2021-01-25,12682.0,Ibuprofen
246,2021-01-26,12682.0,Ibuprofen
247,2021-01-27,12062.0,Ibuprofen
248,2021-01-28,12062.0,Ibuprofen
249,2021-01-29,12531.0,Ibuprofen
250,2021-01-30,16430.0,Ibuprofen
251,2021-01-31,18679.0,Ibuprofen
252,2021-02-01,18679.0,Ibuprofen
253,2021-02-02,18679.0,Ibuprofen
254,2021-02-03,25217.0,Ibuprofen
255,2021-02-04,25217.0,Ibuprofen
256,2021-02-05,27431.0,Ibuprofen
257,2021-02-06,27431.0,Ibuprofen
258,2021-02-07,27431.0,Ibuprofen
259,2021-02-08,33423.0,Ibuprofen
260,2021-02-09,32394.0,Ibuprofen
261,2021-02-10,29326.0,Ibuprofen
262,2021-02-11,33657.0,Ibuprofen
263,2021-02-12,33657.0,Ibuprofen
264,2021-02-13,33657.0,Ibuprofen
265,2021-02-14,15371.0,Ibuprofen
266,2021-02-15,15371.0,Ibuprofen
267,2021-02-16,15371.0,Ibuprofen
268,2021-02-17,11427.0,Ibuprofen
269,2021-02-18,11427.0,Ibuprofen
270,2021-02-19,11825.0,Ibuprofen
271,2021-02-20,11137.0,Ibuprofen
272,2021-02-21,9612.0,Ibuprofen
273,2021-02-22,9612.0,Ibuprofen
274,2021-02-23,16699.0,Ibuprofen
275,2021-02-24,16699.0,Ibuprofen
276,2021-02-25,16699.0,Ibuprofen
277,2021-02-26,23824.0,Ibuprofen
278,2021-02-27,23824.0,Ibuprofen
279,2021-02-28,23824.0,Ibuprofen
280,2021-03-01,23771.0,Ibuprofen
281,2021-03-02,37725.0,Ibuprofen
282,2021-03-03,37725.0,Ibuprofen
283,2021-03-04,37725.0,Ibuprofen
284,2021-03-05,49917.0,Ibuprofen
285,2021-03-06,41183.0,Ibuprofen
286,2021-03-07,41183.0,Ibuprofen
287,2021-03-08,46926.0,Ibuprofen
288,2021-03-09,46926.0,Ibuprofen
289,2021-03-10,49854.0,Ibuprofen
290,2021-03-11,49854.0,Ibuprofen
291,2021-03-12,50522.0,Ibuprofen
292,2021-03-13,60655.0,Ibuprofen
293,2021-03-14,56350.0,Ibuprofen
294,2021-03-15,56350.0,Ibuprofen
295,2021-03-16,53265.0,Ibuprofen
296,2021-03-17,44856.0,Ibuprofen
297,2021-03-18,44856.0,Ibuprofen
298,2021-03-19,44856.0,Ibuprofen
299,2021-03-20,44478.0,Ibuprofen
300,2021-03-21,51657.0,Ibuprofen
301,2021-03-22,46401.0,Ibuprofen
302,2021-03-23,46401.0,Ibuprofen
303,2021-03-24,66857.0,Ibuprofen
304,2021-03-25,83363.0,Ibuprofen
305,2021-03-26,83363.0,Ibuprofen
306,2021-03-27,83363.0,Ibuprofen
307,2021-03-28,87932.0,Ibuprofen
308,2021-03-29,80267.0,Ibuprofen
309,2021-03-30,80267.0,Ibuprofen
310,2021-03-31,80267.0,Ibuprofen
311,2021-04-01,88437.0,Ibuprofen
312,2021-04-02,88437.0,Ibuprofen
313,2021-04-03,50910.0,Ibuprofen
314,2021-04-04,50910.0,Ibuprofen
315,2021-04-05,52587.0,Ibuprofen
316,2021-04-06,56157.0,Ibuprofen
317,2021-04-07,44468.0,Ibuprofen
318,2021-04-08,44468.0,Ibuprofen
319,2021-04-09,21205.0,Ibuprofen
320,2021-04-10,21205.0,Ibuprofen
321,2021-04-11,21205.0,Ibuprofen
322,2021-04-12,25538.0,Ibuprofen
323,2021-04-13,21192.0,Ibuprofen
324,2021-04-14,16164.0,Ibuprofen
325,2021-04-15,16164.0,Ibuprofen
326,2021-04-16,15754.0,Ibuprofen
327,2021-04-17,15754.0,Ibuprofen
328,2021-04-18,17726.0,Ibuprofen
329,2021-04-19,16019.0,Ibuprofen
330,2021-04-20,16019.0,Ibuprofen
331,2021-04-21,15890.0,Ibuprofen
332,2021-04-22,11776.0,Ibuprofen
333,2021-04-23,14711.0,Ibuprofen
334,2021-04-24,14711.0,Ibuprofen
335,2021-04-25,13814.0,Ibuprofen
336,2021-04-26,14548.0,Ibuprofen
337,2021-04-27,16971.0,Ibuprofen
338,2021-04-28,17648.0,Ibuprofen
339,2021-04-29,17648.0,Ibuprofen
340,2021-04-30,14775.0,Ibuprofen
341,2021-05-01,18712.0,Ibuprofen
342,2021-05-02,18712.0,Ibuprofen
343,2021-05-03,12991.0,Ibuprofen
344,2021-05-04,11927.0,Ibuprofen
345,2021-05-05,16013.0,Ibuprofen
346,2021-05-06,19042.0,Ibuprofen
347,2021-05-07,15478.0,Ibuprofen
348,2021-05-08,16843.0,Ibuprofen
349,2021-05-09,16843.0,Ibuprofen
350,2021-05-10,16063.0,Ibuprofen
351,2021-05-11,16063.0,Ibuprofen
352,2021-05-12,18277.0,Ibuprofen
353,2021-05-13,18277.0,Ibuprofen
354,2021-05-14,21176.0,Ibuprofen
355,2021-05-15,21176.0,Ibuprofen
356,2021-05-16,21176.0,Ibuprofen
357,2021-05-17,18297.0,Ibuprofen
358,2021-05-18,18297.0,Ibuprofen
359,2021-05-19,20511.0,Ibuprofen
360,2021-05-20,21362.0,Ibuprofen
361,2021-05-21,20800.0,Ibuprofen
362,2021-05-22,20800.0,Ibuprofen
363,2021-05-23,15324.0,Ibuprofen
364,2021-05-24,15324.0,Ibuprofen
365,2021-05-25,13423.0,Ibuprofen
366,2021-05-26,15419.0,Ibuprofen
367,2021-05-27,17922.0,Ibuprofen
368,2021-05-28,17922.0,Ibuprofen
369,2021-05-29,17922.0,Ibuprofen
370,2021-05-30,20422.0,Ibuprofen
371,2021-05-31,15930.0,Ibuprofen
372,2021-06-01,17396.0,Ibuprofen
373,2021-06-02,19335.0,Ibuprofen
374,2021-06-03,22913.0,Ibuprofen
375,2021-06-04,22913.0,Ibuprofen
376,2021-06-05,21656.0,Ibuprofen
377,2021-06-06,21656.0,Ibuprofen
378,2021-06-07,16398.0,Ibuprofen
379,2021-06-08,16398.0,Ibuprofen
380,2021-06-09,21427.0,Ibuprofen
381,2021-06-10,21427.0,Ibuprofen
382,2021-06-11,19150.0,Ibuprofen
383,2021-06-12,19150.0,Ibuprofen
384,2021-06-13,16106.0,Ibuprofen
385,2021-06-14,14990.0,Ibuprofen
386,2021-06-15,14990.0,Ibuprofen
387,2021-06-16,13801.0,Ibuprofen
388,2021-06-17,16068.0,Ibuprofen
389,2021-06-18,16068.0,Ibuprofen
390,2021-06-19,17167.0,Ibuprofen
391,2021-06-20,17167.0,Ibuprofen
392,2021-06-21,16627.0,Ibuprofen
393,2021-06-22,20847.0,Ibuprofen
394,2021-06-23,20847.0,Ibuprofen
395,2021-06-24,18167.0,Ibuprofen
396,2021-06-25,18167.0,Ibuprofen
397,2021-06-26,15818.0,Ibuprofen
398,2021-06-27,15871.0,Ibuprofen
399,2021-06-28,17312.0,Ibuprofen
400,2021-06-29,18005.0,Ibuprofen
401,2021-06-30,18005.0,Ibuprofen
402,2021-07-01,17641.0,Ibuprofen
403,2021-07-02,17641.0,Ibuprofen
404,2021-07-03,15636.0,Ibuprofen
405,2021-07-04,15636.0,Ibuprofen
406,2021-07-05,18971.0,Ibuprofen
407,2021-07-06,23418.0,Ibuprofen
408,2021-07-07,17825.0,Ibuprofen
409,2021-07-08,19731.0,Ibuprofen
410,2021-07-09,19731.0,Ibuprofen
411,2021-07-10,23082.0,Ibuprofen
412,2021-07-11,21827.0,Ibuprofen
