,date,value,name_B085GF4Z7C
134,2020-10-08,3753.0,Sleep Sound Machines
135,2020-10-09,5763.0,Sleep Sound Machines
136,2020-10-10,8655.0,Sleep Sound Machines
137,2020-10-11,8655.0,Sleep Sound Machines
138,2020-10-12,8040.0,Sleep Sound Machines
139,2020-10-13,8040.0,Sleep Sound Machines
140,2020-10-14,8040.0,Sleep Sound Machines
141,2020-10-15,7516.0,Sleep Sound Machines
142,2020-10-16,7289.0,Sleep Sound Machines
143,2020-10-17,7289.0,Sleep Sound Machines
144,2020-10-18,7289.0,Sleep Sound Machines
145,2020-10-19,7188.0,Sleep Sound Machines
146,2020-10-20,7188.0,Sleep Sound Machines
147,2020-10-21,8782.0,Sleep Sound Machines
148,2020-10-22,8782.0,Sleep Sound Machines
149,2020-10-23,8052.0,Sleep Sound Machines
150,2020-10-24,8052.0,Sleep Sound Machines
151,2020-10-25,8052.0,Sleep Sound Machines
152,2020-10-26,8984.0,Sleep Sound Machines
153,2020-10-27,8405.0,Sleep Sound Machines
154,2020-10-28,8405.0,Sleep Sound Machines
155,2020-10-29,8415.0,Sleep Sound Machines
156,2020-10-30,8415.0,Sleep Sound Machines
157,2020-10-31,8511.0,Sleep Sound Machines
158,2020-11-01,10704.0,Sleep Sound Machines
159,2020-11-02,11768.0,Sleep Sound Machines
160,2020-11-03,11768.0,Sleep Sound Machines
161,2020-11-04,7907.0,Sleep Sound Machines
162,2020-11-05,7907.0,Sleep Sound Machines
163,2020-11-06,7907.0,Sleep Sound Machines
164,2020-11-07,9696.0,Sleep Sound Machines
165,2020-11-08,9696.0,Sleep Sound Machines
166,2020-11-09,9696.0,Sleep Sound Machines
167,2020-11-10,7342.0,Sleep Sound Machines
168,2020-11-11,7342.0,Sleep Sound Machines
169,2020-11-12,7342.0,Sleep Sound Machines
170,2020-11-13,6610.0,Sleep Sound Machines
171,2020-11-14,6459.0,Sleep Sound Machines
172,2020-11-15,8711.0,Sleep Sound Machines
173,2020-11-16,8711.0,Sleep Sound Machines
174,2020-11-17,8711.0,Sleep Sound Machines
175,2020-11-18,8711.0,Sleep Sound Machines
176,2020-11-19,10392.0,Sleep Sound Machines
177,2020-11-20,10392.0,Sleep Sound Machines
178,2020-11-21,10392.0,Sleep Sound Machines
179,2020-11-22,8858.0,Sleep Sound Machines
180,2020-11-23,8858.0,Sleep Sound Machines
181,2020-11-24,8363.0,Sleep Sound Machines
182,2020-11-25,8363.0,Sleep Sound Machines
183,2020-11-26,8363.0,Sleep Sound Machines
184,2020-11-27,2212.0,Sleep Sound Machines
185,2020-11-28,2212.0,Sleep Sound Machines
186,2020-11-29,6211.0,Sleep Sound Machines
187,2020-11-30,6211.0,Sleep Sound Machines
188,2020-12-01,2663.0,Sleep Sound Machines
189,2020-12-02,4829.0,Sleep Sound Machines
190,2020-12-03,4829.0,Sleep Sound Machines
191,2020-12-04,4829.0,Sleep Sound Machines
192,2020-12-05,4829.0,Sleep Sound Machines
193,2020-12-06,6546.0,Sleep Sound Machines
194,2020-12-07,6546.0,Sleep Sound Machines
195,2020-12-08,7825.0,Sleep Sound Machines
196,2020-12-09,8148.0,Sleep Sound Machines
197,2020-12-10,8148.0,Sleep Sound Machines
198,2020-12-11,8148.0,Sleep Sound Machines
199,2020-12-12,8148.0,Sleep Sound Machines
200,2020-12-13,8148.0,Sleep Sound Machines
201,2020-12-14,11144.0,Sleep Sound Machines
202,2020-12-15,11088.0,Sleep Sound Machines
203,2020-12-16,11088.0,Sleep Sound Machines
204,2020-12-17,11088.0,Sleep Sound Machines
205,2020-12-18,11088.0,Sleep Sound Machines
206,2020-12-19,11088.0,Sleep Sound Machines
207,2020-12-20,11302.0,Sleep Sound Machines
208,2020-12-21,11302.0,Sleep Sound Machines
209,2020-12-22,11302.0,Sleep Sound Machines
210,2020-12-23,11302.0,Sleep Sound Machines
211,2020-12-24,11302.0,Sleep Sound Machines
212,2020-12-25,15420.0,Sleep Sound Machines
213,2020-12-26,15420.0,Sleep Sound Machines
214,2020-12-27,17772.0,Sleep Sound Machines
215,2020-12-28,17772.0,Sleep Sound Machines
216,2020-12-29,15544.0,Sleep Sound Machines
217,2020-12-30,15544.0,Sleep Sound Machines
218,2020-12-31,15544.0,Sleep Sound Machines
219,2021-01-01,15544.0,Sleep Sound Machines
220,2021-01-02,15836.0,Sleep Sound Machines
221,2021-01-03,14470.0,Sleep Sound Machines
222,2021-01-04,14470.0,Sleep Sound Machines
223,2021-01-05,14470.0,Sleep Sound Machines
224,2021-01-06,13900.0,Sleep Sound Machines
225,2021-01-07,13900.0,Sleep Sound Machines
226,2021-01-08,13900.0,Sleep Sound Machines
227,2021-01-09,13900.0,Sleep Sound Machines
228,2021-01-10,17184.0,Sleep Sound Machines
229,2021-01-11,17184.0,Sleep Sound Machines
230,2021-01-12,17184.0,Sleep Sound Machines
231,2021-01-13,16548.0,Sleep Sound Machines
232,2021-01-14,16548.0,Sleep Sound Machines
233,2021-01-15,16548.0,Sleep Sound Machines
234,2021-01-16,16757.0,Sleep Sound Machines
235,2021-01-17,16757.0,Sleep Sound Machines
236,2021-01-18,16757.0,Sleep Sound Machines
237,2021-01-19,16757.0,Sleep Sound Machines
238,2021-01-20,17545.0,Sleep Sound Machines
239,2021-01-21,14063.0,Sleep Sound Machines
240,2021-01-22,14063.0,Sleep Sound Machines
241,2021-01-23,14063.0,Sleep Sound Machines
242,2021-01-24,16219.0,Sleep Sound Machines
243,2021-01-25,16219.0,Sleep Sound Machines
244,2021-01-26,15539.0,Sleep Sound Machines
245,2021-01-27,15539.0,Sleep Sound Machines
246,2021-01-28,15539.0,Sleep Sound Machines
247,2021-01-29,17645.0,Sleep Sound Machines
248,2021-01-30,17645.0,Sleep Sound Machines
249,2021-01-31,17645.0,Sleep Sound Machines
250,2021-02-01,21219.0,Sleep Sound Machines
251,2021-02-02,17036.0,Sleep Sound Machines
252,2021-02-03,19096.0,Sleep Sound Machines
253,2021-02-04,18281.0,Sleep Sound Machines
254,2021-02-05,18281.0,Sleep Sound Machines
255,2021-02-06,18017.0,Sleep Sound Machines
256,2021-02-07,18017.0,Sleep Sound Machines
257,2021-02-08,18017.0,Sleep Sound Machines
258,2021-02-09,24148.0,Sleep Sound Machines
259,2021-02-10,24148.0,Sleep Sound Machines
260,2021-02-11,14713.0,Sleep Sound Machines
261,2021-02-12,14713.0,Sleep Sound Machines
262,2021-02-13,14713.0,Sleep Sound Machines
263,2021-02-14,14713.0,Sleep Sound Machines
264,2021-02-15,19760.0,Sleep Sound Machines
265,2021-02-16,19760.0,Sleep Sound Machines
266,2021-02-17,19760.0,Sleep Sound Machines
267,2021-02-18,19760.0,Sleep Sound Machines
268,2021-02-19,19760.0,Sleep Sound Machines
269,2021-02-20,13905.0,Sleep Sound Machines
270,2021-02-21,13905.0,Sleep Sound Machines
271,2021-02-22,13905.0,Sleep Sound Machines
272,2021-02-23,9869.0,Sleep Sound Machines
273,2021-02-24,9882.0,Sleep Sound Machines
274,2021-02-25,10536.0,Sleep Sound Machines
275,2021-02-26,10841.0,Sleep Sound Machines
276,2021-02-27,9577.0,Sleep Sound Machines
277,2021-02-28,9577.0,Sleep Sound Machines
278,2021-03-01,9577.0,Sleep Sound Machines
279,2021-03-02,9462.0,Sleep Sound Machines
280,2021-03-03,15018.0,Sleep Sound Machines
281,2021-03-04,16683.0,Sleep Sound Machines
282,2021-03-05,16683.0,Sleep Sound Machines
283,2021-03-06,16683.0,Sleep Sound Machines
284,2021-03-07,16683.0,Sleep Sound Machines
285,2021-03-08,18221.0,Sleep Sound Machines
286,2021-03-09,18221.0,Sleep Sound Machines
287,2021-03-10,14556.0,Sleep Sound Machines
288,2021-03-11,16393.0,Sleep Sound Machines
289,2021-03-12,16393.0,Sleep Sound Machines
290,2021-03-13,16393.0,Sleep Sound Machines
291,2021-03-14,16393.0,Sleep Sound Machines
292,2021-03-15,18509.0,Sleep Sound Machines
293,2021-03-16,19798.0,Sleep Sound Machines
294,2021-03-17,14515.0,Sleep Sound Machines
295,2021-03-18,14515.0,Sleep Sound Machines
296,2021-03-19,14515.0,Sleep Sound Machines
297,2021-03-20,14515.0,Sleep Sound Machines
298,2021-03-21,14515.0,Sleep Sound Machines
299,2021-03-22,17135.0,Sleep Sound Machines
300,2021-03-23,17319.0,Sleep Sound Machines
301,2021-03-24,17574.0,Sleep Sound Machines
302,2021-03-25,20704.0,Sleep Sound Machines
303,2021-03-26,17102.0,Sleep Sound Machines
304,2021-03-27,17102.0,Sleep Sound Machines
305,2021-03-28,17102.0,Sleep Sound Machines
306,2021-03-29,27625.0,Sleep Sound Machines
307,2021-03-30,27625.0,Sleep Sound Machines
308,2021-03-31,14896.0,Sleep Sound Machines
309,2021-04-01,14896.0,Sleep Sound Machines
310,2021-04-02,14896.0,Sleep Sound Machines
311,2021-04-03,14896.0,Sleep Sound Machines
312,2021-04-04,16144.0,Sleep Sound Machines
313,2021-04-05,16144.0,Sleep Sound Machines
314,2021-04-06,16144.0,Sleep Sound Machines
315,2021-04-07,16144.0,Sleep Sound Machines
316,2021-04-08,16144.0,Sleep Sound Machines
317,2021-04-09,14395.0,Sleep Sound Machines
318,2021-04-10,14395.0,Sleep Sound Machines
319,2021-04-11,16961.0,Sleep Sound Machines
320,2021-04-12,14590.0,Sleep Sound Machines
321,2021-04-13,14590.0,Sleep Sound Machines
322,2021-04-14,14590.0,Sleep Sound Machines
323,2021-04-15,16647.0,Sleep Sound Machines
324,2021-04-16,16647.0,Sleep Sound Machines
325,2021-04-17,16647.0,Sleep Sound Machines
326,2021-04-18,16647.0,Sleep Sound Machines
327,2021-04-19,16647.0,Sleep Sound Machines
328,2021-04-20,21024.0,Sleep Sound Machines
329,2021-04-21,21024.0,Sleep Sound Machines
330,2021-04-22,21024.0,Sleep Sound Machines
331,2021-04-23,23086.0,Sleep Sound Machines
332,2021-04-24,23086.0,Sleep Sound Machines
333,2021-04-25,23086.0,Sleep Sound Machines
334,2021-04-26,31284.0,Sleep Sound Machines
335,2021-04-27,31284.0,Sleep Sound Machines
336,2021-04-28,27176.0,Sleep Sound Machines
337,2021-04-29,27176.0,Sleep Sound Machines
338,2021-04-30,24911.0,Sleep Sound Machines
339,2021-05-01,24911.0,Sleep Sound Machines
340,2021-05-02,24911.0,Sleep Sound Machines
341,2021-05-03,24911.0,Sleep Sound Machines
342,2021-05-04,22347.0,Sleep Sound Machines
343,2021-05-05,22347.0,Sleep Sound Machines
344,2021-05-06,17248.0,Sleep Sound Machines
345,2021-05-07,17248.0,Sleep Sound Machines
346,2021-05-08,17248.0,Sleep Sound Machines
347,2021-05-09,18739.0,Sleep Sound Machines
348,2021-05-10,17154.0,Sleep Sound Machines
349,2021-05-11,17154.0,Sleep Sound Machines
350,2021-05-12,18995.0,Sleep Sound Machines
351,2021-05-13,18995.0,Sleep Sound Machines
352,2021-05-14,23909.0,Sleep Sound Machines
353,2021-05-15,23909.0,Sleep Sound Machines
354,2021-05-16,22816.0,Sleep Sound Machines
355,2021-05-17,22816.0,Sleep Sound Machines
356,2021-05-18,22816.0,Sleep Sound Machines
357,2021-05-19,13912.0,Sleep Sound Machines
358,2021-05-20,13485.0,Sleep Sound Machines
359,2021-05-21,13002.0,Sleep Sound Machines
360,2021-05-22,13002.0,Sleep Sound Machines
361,2021-05-23,13002.0,Sleep Sound Machines
362,2021-05-24,12076.0,Sleep Sound Machines
363,2021-05-25,16703.0,Sleep Sound Machines
364,2021-05-26,16703.0,Sleep Sound Machines
365,2021-05-27,20406.0,Sleep Sound Machines
366,2021-05-28,20406.0,Sleep Sound Machines
367,2021-05-29,20406.0,Sleep Sound Machines
368,2021-05-30,20930.0,Sleep Sound Machines
369,2021-05-31,27821.0,Sleep Sound Machines
370,2021-06-01,27821.0,Sleep Sound Machines
371,2021-06-02,27821.0,Sleep Sound Machines
372,2021-06-03,28392.0,Sleep Sound Machines
373,2021-06-04,28392.0,Sleep Sound Machines
374,2021-06-05,26439.0,Sleep Sound Machines
375,2021-06-06,26439.0,Sleep Sound Machines
376,2021-06-07,27017.0,Sleep Sound Machines
377,2021-06-08,27017.0,Sleep Sound Machines
378,2021-06-09,27017.0,Sleep Sound Machines
379,2021-06-10,23303.0,Sleep Sound Machines
380,2021-06-11,23303.0,Sleep Sound Machines
381,2021-06-12,23303.0,Sleep Sound Machines
382,2021-06-13,23303.0,Sleep Sound Machines
383,2021-06-14,30001.0,Sleep Sound Machines
384,2021-06-15,30001.0,Sleep Sound Machines
385,2021-06-16,23129.0,Sleep Sound Machines
386,2021-06-17,26065.0,Sleep Sound Machines
387,2021-06-18,26065.0,Sleep Sound Machines
388,2021-06-19,26065.0,Sleep Sound Machines
389,2021-06-20,19724.0,Sleep Sound Machines
390,2021-06-21,24230.0,Sleep Sound Machines
391,2021-06-22,8870.0,Sleep Sound Machines
392,2021-06-23,8870.0,Sleep Sound Machines
393,2021-06-24,11140.0,Sleep Sound Machines
394,2021-06-25,11987.0,Sleep Sound Machines
395,2021-06-26,11987.0,Sleep Sound Machines
396,2021-06-27,13370.0,Sleep Sound Machines
397,2021-06-28,13370.0,Sleep Sound Machines
398,2021-06-29,14268.0,Sleep Sound Machines
399,2021-06-30,14268.0,Sleep Sound Machines
400,2021-07-01,12251.0,Sleep Sound Machines
401,2021-07-02,12251.0,Sleep Sound Machines
402,2021-07-03,12251.0,Sleep Sound Machines
403,2021-07-04,11197.0,Sleep Sound Machines
404,2021-07-05,11197.0,Sleep Sound Machines
405,2021-07-06,10205.0,Sleep Sound Machines
406,2021-07-07,10205.0,Sleep Sound Machines
407,2021-07-08,10205.0,Sleep Sound Machines
408,2021-07-09,10205.0,Sleep Sound Machines
409,2021-07-10,11958.0,Sleep Sound Machines
