,date,value,name_B07WHN1PJW
273,2020-05-16,152277.0,Air Purifier Parts & Accessories
274,2020-05-17,152277.0,Air Purifier Parts & Accessories
275,2020-05-18,152277.0,Air Purifier Parts & Accessories
276,2020-05-19,168484.0,Air Purifier Parts & Accessories
277,2020-05-20,126492.0,Air Purifier Parts & Accessories
278,2020-05-21,126492.0,Air Purifier Parts & Accessories
279,2020-05-22,126492.0,Air Purifier Parts & Accessories
280,2020-05-23,118751.0,Air Purifier Parts & Accessories
281,2020-05-24,118751.0,Air Purifier Parts & Accessories
282,2020-05-25,118751.0,Air Purifier Parts & Accessories
283,2020-05-26,118751.0,Air Purifier Parts & Accessories
284,2020-05-27,118751.0,Air Purifier Parts & Accessories
285,2020-05-28,118751.0,Air Purifier Parts & Accessories
286,2020-05-29,118751.0,Air Purifier Parts & Accessories
287,2020-05-30,150632.0,Air Purifier Parts & Accessories
288,2020-05-31,150632.0,Air Purifier Parts & Accessories
289,2020-06-01,150632.0,Air Purifier Parts & Accessories
290,2020-06-02,150632.0,Air Purifier Parts & Accessories
291,2020-06-03,150632.0,Air Purifier Parts & Accessories
292,2020-06-04,122378.0,Air Purifier Parts & Accessories
293,2020-06-05,122378.0,Air Purifier Parts & Accessories
294,2020-06-06,99945.0,Air Purifier Parts & Accessories
295,2020-06-07,99945.0,Air Purifier Parts & Accessories
296,2020-06-08,80282.0,Air Purifier Parts & Accessories
297,2020-06-09,72076.0,Air Purifier Parts & Accessories
298,2020-06-10,72076.0,Air Purifier Parts & Accessories
299,2020-06-11,72076.0,Air Purifier Parts & Accessories
300,2020-06-12,72076.0,Air Purifier Parts & Accessories
301,2020-06-13,72076.0,Air Purifier Parts & Accessories
302,2020-06-14,72076.0,Air Purifier Parts & Accessories
303,2020-06-15,188253.0,Air Purifier Parts & Accessories
304,2020-06-16,188253.0,Air Purifier Parts & Accessories
305,2020-06-17,188253.0,Air Purifier Parts & Accessories
306,2020-06-18,188253.0,Air Purifier Parts & Accessories
307,2020-06-19,188253.0,Air Purifier Parts & Accessories
308,2020-06-20,188253.0,Air Purifier Parts & Accessories
309,2020-06-21,188253.0,Air Purifier Parts & Accessories
310,2020-06-22,188253.0,Air Purifier Parts & Accessories
311,2020-06-23,241655.0,Air Purifier Parts & Accessories
312,2020-06-24,204051.0,Air Purifier Parts & Accessories
313,2020-06-25,204051.0,Air Purifier Parts & Accessories
314,2020-06-26,27967.0,Air Purifier Parts & Accessories
315,2020-06-27,27967.0,Air Purifier Parts & Accessories
316,2020-06-28,50517.0,Air Purifier Parts & Accessories
317,2020-06-29,50517.0,Air Purifier Parts & Accessories
318,2020-06-30,50517.0,Air Purifier Parts & Accessories
319,2020-07-01,50517.0,Air Purifier Parts & Accessories
320,2020-07-02,30406.0,Air Purifier Parts & Accessories
321,2020-07-03,35608.0,Air Purifier Parts & Accessories
322,2020-07-04,35608.0,Air Purifier Parts & Accessories
323,2020-07-05,35608.0,Air Purifier Parts & Accessories
324,2020-07-06,35608.0,Air Purifier Parts & Accessories
325,2020-07-07,18463.0,Air Purifier Parts & Accessories
326,2020-07-08,18463.0,Air Purifier Parts & Accessories
327,2020-07-09,18463.0,Air Purifier Parts & Accessories
328,2020-07-10,27562.0,Air Purifier Parts & Accessories
329,2020-07-11,23824.0,Air Purifier Parts & Accessories
330,2020-07-12,23824.0,Air Purifier Parts & Accessories
331,2020-07-13,20257.0,Air Purifier Parts & Accessories
332,2020-07-14,19455.0,Air Purifier Parts & Accessories
333,2020-07-15,22138.0,Air Purifier Parts & Accessories
334,2020-07-16,20728.0,Air Purifier Parts & Accessories
335,2020-07-17,18223.0,Air Purifier Parts & Accessories
336,2020-07-18,19027.0,Air Purifier Parts & Accessories
337,2020-07-19,22007.0,Air Purifier Parts & Accessories
338,2020-07-20,36585.0,Air Purifier Parts & Accessories
339,2020-07-21,37276.0,Air Purifier Parts & Accessories
340,2020-07-22,37521.0,Air Purifier Parts & Accessories
341,2020-07-23,45912.0,Air Purifier Parts & Accessories
342,2020-07-24,51418.0,Air Purifier Parts & Accessories
343,2020-07-25,75345.0,Air Purifier Parts & Accessories
344,2020-07-26,60209.0,Air Purifier Parts & Accessories
345,2020-07-27,61254.0,Air Purifier Parts & Accessories
346,2020-07-28,61254.0,Air Purifier Parts & Accessories
347,2020-07-29,61254.0,Air Purifier Parts & Accessories
348,2020-07-30,69281.0,Air Purifier Parts & Accessories
349,2020-07-31,69281.0,Air Purifier Parts & Accessories
350,2020-08-01,56641.0,Air Purifier Parts & Accessories
351,2020-08-02,95268.0,Air Purifier Parts & Accessories
352,2020-08-03,95268.0,Air Purifier Parts & Accessories
353,2020-08-04,119727.0,Air Purifier Parts & Accessories
354,2020-08-05,119727.0,Air Purifier Parts & Accessories
355,2020-08-06,119727.0,Air Purifier Parts & Accessories
356,2020-08-07,119727.0,Air Purifier Parts & Accessories
357,2020-08-08,165299.0,Air Purifier Parts & Accessories
358,2020-08-09,165299.0,Air Purifier Parts & Accessories
359,2020-08-10,205105.0,Air Purifier Parts & Accessories
360,2020-08-11,205105.0,Air Purifier Parts & Accessories
361,2020-08-12,196239.0,Air Purifier Parts & Accessories
362,2020-08-13,196239.0,Air Purifier Parts & Accessories
363,2020-08-14,53001.0,Air Purifier Parts & Accessories
364,2020-08-15,53001.0,Air Purifier Parts & Accessories
365,2020-08-16,46552.0,Air Purifier Parts & Accessories
366,2020-08-17,32602.0,Air Purifier Parts & Accessories
367,2020-08-18,32602.0,Air Purifier Parts & Accessories
368,2020-08-19,29740.0,Air Purifier Parts & Accessories
369,2020-08-20,29353.0,Air Purifier Parts & Accessories
370,2020-08-21,23964.0,Air Purifier Parts & Accessories
371,2020-08-22,24038.0,Air Purifier Parts & Accessories
372,2020-08-23,19201.0,Air Purifier Parts & Accessories
373,2020-08-24,22233.0,Air Purifier Parts & Accessories
374,2020-08-25,22233.0,Air Purifier Parts & Accessories
375,2020-08-26,23510.0,Air Purifier Parts & Accessories
376,2020-08-27,23510.0,Air Purifier Parts & Accessories
377,2020-08-28,27480.0,Air Purifier Parts & Accessories
378,2020-08-29,28057.0,Air Purifier Parts & Accessories
379,2020-08-30,28057.0,Air Purifier Parts & Accessories
380,2020-08-31,28057.0,Air Purifier Parts & Accessories
381,2020-09-01,32570.0,Air Purifier Parts & Accessories
382,2020-09-02,29434.0,Air Purifier Parts & Accessories
383,2020-09-03,29434.0,Air Purifier Parts & Accessories
384,2020-09-04,14309.0,Air Purifier Parts & Accessories
385,2020-09-05,14309.0,Air Purifier Parts & Accessories
386,2020-09-06,14085.0,Air Purifier Parts & Accessories
387,2020-09-07,12172.0,Air Purifier Parts & Accessories
388,2020-09-08,12172.0,Air Purifier Parts & Accessories
389,2020-09-09,11363.0,Air Purifier Parts & Accessories
390,2020-09-10,8169.0,Air Purifier Parts & Accessories
391,2020-09-11,3562.0,Air Purifier Parts & Accessories
392,2020-09-12,3385.0,Air Purifier Parts & Accessories
393,2020-09-13,2990.0,Air Purifier Parts & Accessories
394,2020-09-14,2486.0,Air Purifier Parts & Accessories
395,2020-09-15,2693.0,Air Purifier Parts & Accessories
396,2020-09-16,2828.0,Air Purifier Parts & Accessories
397,2020-09-17,2828.0,Air Purifier Parts & Accessories
398,2020-09-18,3635.0,Air Purifier Parts & Accessories
399,2020-09-19,4337.0,Air Purifier Parts & Accessories
400,2020-09-20,4337.0,Air Purifier Parts & Accessories
401,2020-09-21,4337.0,Air Purifier Parts & Accessories
402,2020-09-22,4337.0,Air Purifier Parts & Accessories
403,2020-09-23,12278.0,Air Purifier Parts & Accessories
404,2020-09-24,12278.0,Air Purifier Parts & Accessories
405,2020-09-25,14871.0,Air Purifier Parts & Accessories
406,2020-09-26,14871.0,Air Purifier Parts & Accessories
407,2020-09-27,14871.0,Air Purifier Parts & Accessories
408,2020-09-28,20474.0,Air Purifier Parts & Accessories
409,2020-09-29,15397.0,Air Purifier Parts & Accessories
410,2020-09-30,15397.0,Air Purifier Parts & Accessories
411,2020-10-01,15397.0,Air Purifier Parts & Accessories
412,2020-10-02,20805.0,Air Purifier Parts & Accessories
413,2020-10-03,19283.0,Air Purifier Parts & Accessories
414,2020-10-04,19283.0,Air Purifier Parts & Accessories
415,2020-10-05,19283.0,Air Purifier Parts & Accessories
416,2020-10-06,19283.0,Air Purifier Parts & Accessories
417,2020-10-07,19145.0,Air Purifier Parts & Accessories
418,2020-10-08,19145.0,Air Purifier Parts & Accessories
419,2020-10-09,19145.0,Air Purifier Parts & Accessories
420,2020-10-10,12986.0,Air Purifier Parts & Accessories
421,2020-10-11,12986.0,Air Purifier Parts & Accessories
422,2020-10-12,12986.0,Air Purifier Parts & Accessories
423,2020-10-13,19576.0,Air Purifier Parts & Accessories
424,2020-10-14,21741.0,Air Purifier Parts & Accessories
425,2020-10-15,21741.0,Air Purifier Parts & Accessories
426,2020-10-16,21741.0,Air Purifier Parts & Accessories
427,2020-10-17,22606.0,Air Purifier Parts & Accessories
428,2020-10-18,16588.0,Air Purifier Parts & Accessories
429,2020-10-19,15808.0,Air Purifier Parts & Accessories
430,2020-10-20,16837.0,Air Purifier Parts & Accessories
431,2020-10-21,15270.0,Air Purifier Parts & Accessories
432,2020-10-22,14402.0,Air Purifier Parts & Accessories
433,2020-10-23,16112.0,Air Purifier Parts & Accessories
434,2020-10-24,16112.0,Air Purifier Parts & Accessories
435,2020-10-25,21927.0,Air Purifier Parts & Accessories
436,2020-10-26,21985.0,Air Purifier Parts & Accessories
437,2020-10-27,24379.0,Air Purifier Parts & Accessories
438,2020-10-28,23047.0,Air Purifier Parts & Accessories
439,2020-10-29,22221.0,Air Purifier Parts & Accessories
440,2020-10-30,22107.0,Air Purifier Parts & Accessories
441,2020-10-31,22107.0,Air Purifier Parts & Accessories
442,2020-11-01,21974.0,Air Purifier Parts & Accessories
443,2020-11-02,21974.0,Air Purifier Parts & Accessories
444,2020-11-03,21974.0,Air Purifier Parts & Accessories
445,2020-11-04,19281.0,Air Purifier Parts & Accessories
446,2020-11-05,16694.0,Air Purifier Parts & Accessories
447,2020-11-06,20173.0,Air Purifier Parts & Accessories
448,2020-11-07,20173.0,Air Purifier Parts & Accessories
449,2020-11-08,20173.0,Air Purifier Parts & Accessories
450,2020-11-09,13450.0,Air Purifier Parts & Accessories
451,2020-11-10,13450.0,Air Purifier Parts & Accessories
452,2020-11-11,12442.0,Air Purifier Parts & Accessories
453,2020-11-12,12442.0,Air Purifier Parts & Accessories
454,2020-11-13,12442.0,Air Purifier Parts & Accessories
455,2020-11-14,12442.0,Air Purifier Parts & Accessories
456,2020-11-15,12442.0,Air Purifier Parts & Accessories
457,2020-11-16,10208.0,Air Purifier Parts & Accessories
458,2020-11-17,10208.0,Air Purifier Parts & Accessories
459,2020-11-18,10208.0,Air Purifier Parts & Accessories
460,2020-11-19,10208.0,Air Purifier Parts & Accessories
461,2020-11-20,11911.0,Air Purifier Parts & Accessories
462,2020-11-21,11911.0,Air Purifier Parts & Accessories
463,2020-11-22,9691.0,Air Purifier Parts & Accessories
464,2020-11-23,9691.0,Air Purifier Parts & Accessories
465,2020-11-24,9691.0,Air Purifier Parts & Accessories
466,2020-11-25,9691.0,Air Purifier Parts & Accessories
467,2020-11-26,10956.0,Air Purifier Parts & Accessories
468,2020-11-27,12323.0,Air Purifier Parts & Accessories
469,2020-11-28,12323.0,Air Purifier Parts & Accessories
470,2020-11-29,12323.0,Air Purifier Parts & Accessories
471,2020-11-30,18771.0,Air Purifier Parts & Accessories
472,2020-12-01,23387.0,Air Purifier Parts & Accessories
473,2020-12-02,23387.0,Air Purifier Parts & Accessories
474,2020-12-03,17648.0,Air Purifier Parts & Accessories
475,2020-12-04,17987.0,Air Purifier Parts & Accessories
476,2020-12-05,17987.0,Air Purifier Parts & Accessories
477,2020-12-06,16307.0,Air Purifier Parts & Accessories
478,2020-12-07,15572.0,Air Purifier Parts & Accessories
479,2020-12-08,15572.0,Air Purifier Parts & Accessories
480,2020-12-09,16232.0,Air Purifier Parts & Accessories
