,date,value,name_B07VCLG1DD
45,2021-01-13,17235.0,Blended Vitamin & Mineral Supplements
46,2021-01-14,17235.0,Blended Vitamin & Mineral Supplements
47,2021-01-15,17235.0,Blended Vitamin & Mineral Supplements
48,2021-01-16,17235.0,Blended Vitamin & Mineral Supplements
49,2021-01-17,28182.0,Blended Vitamin & Mineral Supplements
50,2021-01-18,28182.0,Blended Vitamin & Mineral Supplements
51,2021-01-19,28182.0,Blended Vitamin & Mineral Supplements
52,2021-01-20,28182.0,Blended Vitamin & Mineral Supplements
53,2021-01-21,32027.0,Blended Vitamin & Mineral Supplements
54,2021-01-22,32027.0,Blended Vitamin & Mineral Supplements
55,2021-01-23,32027.0,Blended Vitamin & Mineral Supplements
56,2021-01-24,32027.0,Blended Vitamin & Mineral Supplements
57,2021-01-25,32027.0,Blended Vitamin & Mineral Supplements
58,2021-01-26,27768.0,Blended Vitamin & Mineral Supplements
59,2021-01-27,27768.0,Blended Vitamin & Mineral Supplements
60,2021-01-28,43317.0,Blended Vitamin & Mineral Supplements
61,2021-01-29,47020.0,Blended Vitamin & Mineral Supplements
62,2021-01-30,47020.0,Blended Vitamin & Mineral Supplements
63,2021-01-31,47020.0,Blended Vitamin & Mineral Supplements
64,2021-02-01,47020.0,Blended Vitamin & Mineral Supplements
65,2021-02-02,24377.0,Blended Vitamin & Mineral Supplements
66,2021-02-03,24377.0,Blended Vitamin & Mineral Supplements
67,2021-02-04,24377.0,Blended Vitamin & Mineral Supplements
68,2021-02-05,24377.0,Blended Vitamin & Mineral Supplements
69,2021-02-06,24377.0,Blended Vitamin & Mineral Supplements
70,2021-02-07,24377.0,Blended Vitamin & Mineral Supplements
71,2021-02-08,24377.0,Blended Vitamin & Mineral Supplements
72,2021-02-09,31972.0,Blended Vitamin & Mineral Supplements
73,2021-02-10,31972.0,Blended Vitamin & Mineral Supplements
74,2021-02-11,31972.0,Blended Vitamin & Mineral Supplements
75,2021-02-12,31972.0,Blended Vitamin & Mineral Supplements
76,2021-02-13,31972.0,Blended Vitamin & Mineral Supplements
77,2021-02-14,31972.0,Blended Vitamin & Mineral Supplements
78,2021-02-15,37002.0,Blended Vitamin & Mineral Supplements
79,2021-02-16,30578.0,Blended Vitamin & Mineral Supplements
80,2021-02-17,30578.0,Blended Vitamin & Mineral Supplements
81,2021-02-18,30578.0,Blended Vitamin & Mineral Supplements
82,2021-02-19,30578.0,Blended Vitamin & Mineral Supplements
83,2021-02-20,30524.0,Blended Vitamin & Mineral Supplements
84,2021-02-21,30524.0,Blended Vitamin & Mineral Supplements
85,2021-02-22,30524.0,Blended Vitamin & Mineral Supplements
86,2021-02-23,30524.0,Blended Vitamin & Mineral Supplements
87,2021-02-24,30524.0,Blended Vitamin & Mineral Supplements
88,2021-02-25,30524.0,Blended Vitamin & Mineral Supplements
89,2021-02-26,53987.0,Blended Vitamin & Mineral Supplements
90,2021-02-27,53987.0,Blended Vitamin & Mineral Supplements
91,2021-02-28,53987.0,Blended Vitamin & Mineral Supplements
92,2021-03-01,53987.0,Blended Vitamin & Mineral Supplements
93,2021-03-02,53987.0,Blended Vitamin & Mineral Supplements
94,2021-03-03,53987.0,Blended Vitamin & Mineral Supplements
95,2021-03-04,53987.0,Blended Vitamin & Mineral Supplements
96,2021-03-05,41614.0,Blended Vitamin & Mineral Supplements
97,2021-03-06,41614.0,Blended Vitamin & Mineral Supplements
98,2021-03-07,41614.0,Blended Vitamin & Mineral Supplements
99,2021-03-08,41614.0,Blended Vitamin & Mineral Supplements
100,2021-03-09,54379.0,Blended Vitamin & Mineral Supplements
101,2021-03-10,54379.0,Blended Vitamin & Mineral Supplements
102,2021-03-11,54379.0,Blended Vitamin & Mineral Supplements
103,2021-03-12,54379.0,Blended Vitamin & Mineral Supplements
104,2021-03-13,34607.0,Blended Vitamin & Mineral Supplements
105,2021-03-14,43176.0,Blended Vitamin & Mineral Supplements
106,2021-03-15,43176.0,Blended Vitamin & Mineral Supplements
107,2021-03-16,43176.0,Blended Vitamin & Mineral Supplements
108,2021-03-17,43176.0,Blended Vitamin & Mineral Supplements
109,2021-03-18,38005.0,Blended Vitamin & Mineral Supplements
110,2021-03-19,38005.0,Blended Vitamin & Mineral Supplements
111,2021-03-20,38005.0,Blended Vitamin & Mineral Supplements
112,2021-03-21,38005.0,Blended Vitamin & Mineral Supplements
113,2021-03-22,38005.0,Blended Vitamin & Mineral Supplements
114,2021-03-23,38005.0,Blended Vitamin & Mineral Supplements
115,2021-03-24,38005.0,Blended Vitamin & Mineral Supplements
116,2021-03-25,38005.0,Blended Vitamin & Mineral Supplements
117,2021-03-26,38662.0,Blended Vitamin & Mineral Supplements
118,2021-03-27,38662.0,Blended Vitamin & Mineral Supplements
119,2021-03-28,38662.0,Blended Vitamin & Mineral Supplements
120,2021-03-29,38662.0,Blended Vitamin & Mineral Supplements
121,2021-03-30,38662.0,Blended Vitamin & Mineral Supplements
122,2021-03-31,38662.0,Blended Vitamin & Mineral Supplements
123,2021-04-01,38662.0,Blended Vitamin & Mineral Supplements
124,2021-04-02,32796.0,Blended Vitamin & Mineral Supplements
125,2021-04-03,32796.0,Blended Vitamin & Mineral Supplements
126,2021-04-04,32796.0,Blended Vitamin & Mineral Supplements
127,2021-04-05,32796.0,Blended Vitamin & Mineral Supplements
128,2021-04-06,32796.0,Blended Vitamin & Mineral Supplements
129,2021-04-07,39933.0,Blended Vitamin & Mineral Supplements
130,2021-04-08,39933.0,Blended Vitamin & Mineral Supplements
131,2021-04-09,39933.0,Blended Vitamin & Mineral Supplements
132,2021-04-10,39933.0,Blended Vitamin & Mineral Supplements
133,2021-04-11,39933.0,Blended Vitamin & Mineral Supplements
134,2021-04-12,39933.0,Blended Vitamin & Mineral Supplements
135,2021-04-13,32065.0,Blended Vitamin & Mineral Supplements
136,2021-04-14,32065.0,Blended Vitamin & Mineral Supplements
137,2021-04-15,32065.0,Blended Vitamin & Mineral Supplements
138,2021-04-16,32065.0,Blended Vitamin & Mineral Supplements
139,2021-04-17,32065.0,Blended Vitamin & Mineral Supplements
140,2021-04-18,32065.0,Blended Vitamin & Mineral Supplements
141,2021-04-19,27445.0,Blended Vitamin & Mineral Supplements
142,2021-04-20,27445.0,Blended Vitamin & Mineral Supplements
143,2021-04-21,38311.0,Blended Vitamin & Mineral Supplements
