,date,value,name_B06XXQYXPF
121,2020-10-15,24576.0,Coin Envelopes
122,2020-10-16,24576.0,Coin Envelopes
123,2020-10-17,24576.0,Coin Envelopes
124,2020-10-18,24576.0,Coin Envelopes
125,2020-10-19,25133.0,Coin Envelopes
126,2020-10-20,25133.0,Coin Envelopes
127,2020-10-21,25133.0,Coin Envelopes
128,2020-10-22,25133.0,Coin Envelopes
129,2020-10-23,25133.0,Coin Envelopes
130,2020-10-24,25133.0,Coin Envelopes
131,2020-10-25,25133.0,Coin Envelopes
132,2020-10-26,25133.0,Coin Envelopes
133,2020-10-27,43793.0,Coin Envelopes
134,2020-10-28,35827.0,Coin Envelopes
135,2020-10-29,35827.0,Coin Envelopes
136,2020-10-30,35827.0,Coin Envelopes
137,2020-10-31,35827.0,Coin Envelopes
138,2020-11-01,35827.0,Coin Envelopes
139,2020-11-02,35827.0,Coin Envelopes
140,2020-11-03,33678.0,Coin Envelopes
141,2020-11-04,33678.0,Coin Envelopes
142,2020-11-05,33678.0,Coin Envelopes
143,2020-11-06,17476.0,Coin Envelopes
144,2020-11-07,17476.0,Coin Envelopes
145,2020-11-08,17476.0,Coin Envelopes
146,2020-11-09,17476.0,Coin Envelopes
147,2020-11-10,17476.0,Coin Envelopes
148,2020-11-11,17476.0,Coin Envelopes
149,2020-11-12,17476.0,Coin Envelopes
150,2020-11-13,47298.0,Coin Envelopes
151,2020-11-14,47298.0,Coin Envelopes
152,2020-11-15,47298.0,Coin Envelopes
153,2020-11-16,47298.0,Coin Envelopes
154,2020-11-17,47298.0,Coin Envelopes
155,2020-11-18,47298.0,Coin Envelopes
156,2020-11-19,47298.0,Coin Envelopes
157,2020-11-20,47298.0,Coin Envelopes
158,2020-11-21,47298.0,Coin Envelopes
159,2020-11-22,47298.0,Coin Envelopes
160,2020-11-23,47298.0,Coin Envelopes
161,2020-11-24,47298.0,Coin Envelopes
162,2020-11-25,30618.0,Coin Envelopes
163,2020-11-26,30618.0,Coin Envelopes
164,2020-11-27,30618.0,Coin Envelopes
165,2020-11-28,30618.0,Coin Envelopes
166,2020-11-29,30618.0,Coin Envelopes
167,2020-11-30,30618.0,Coin Envelopes
168,2020-12-01,42772.0,Coin Envelopes
169,2020-12-02,42772.0,Coin Envelopes
170,2020-12-03,42772.0,Coin Envelopes
171,2020-12-04,42772.0,Coin Envelopes
172,2020-12-05,42772.0,Coin Envelopes
173,2020-12-06,47746.0,Coin Envelopes
174,2020-12-07,53213.0,Coin Envelopes
175,2020-12-08,53213.0,Coin Envelopes
176,2020-12-09,25472.0,Coin Envelopes
177,2020-12-10,31305.0,Coin Envelopes
178,2020-12-11,31305.0,Coin Envelopes
179,2020-12-12,31305.0,Coin Envelopes
180,2020-12-13,31305.0,Coin Envelopes
181,2020-12-14,31305.0,Coin Envelopes
182,2020-12-15,31305.0,Coin Envelopes
183,2020-12-16,31305.0,Coin Envelopes
184,2020-12-17,58603.0,Coin Envelopes
185,2020-12-18,58603.0,Coin Envelopes
186,2020-12-19,58603.0,Coin Envelopes
187,2020-12-20,58603.0,Coin Envelopes
188,2020-12-21,36776.0,Coin Envelopes
189,2020-12-22,36776.0,Coin Envelopes
190,2020-12-23,36776.0,Coin Envelopes
191,2020-12-24,36776.0,Coin Envelopes
192,2020-12-25,36776.0,Coin Envelopes
193,2020-12-26,36776.0,Coin Envelopes
194,2020-12-27,36776.0,Coin Envelopes
195,2020-12-28,36776.0,Coin Envelopes
196,2020-12-29,36776.0,Coin Envelopes
197,2020-12-30,36776.0,Coin Envelopes
198,2020-12-31,36776.0,Coin Envelopes
199,2021-01-01,36776.0,Coin Envelopes
200,2021-01-02,36776.0,Coin Envelopes
201,2021-01-03,17892.0,Coin Envelopes
202,2021-01-04,17892.0,Coin Envelopes
203,2021-01-05,17892.0,Coin Envelopes
204,2021-01-06,17892.0,Coin Envelopes
205,2021-01-07,21368.0,Coin Envelopes
206,2021-01-08,15884.0,Coin Envelopes
207,2021-01-09,15884.0,Coin Envelopes
208,2021-01-10,15884.0,Coin Envelopes
209,2021-01-11,12485.0,Coin Envelopes
210,2021-01-12,12485.0,Coin Envelopes
211,2021-01-13,24911.0,Coin Envelopes
212,2021-01-14,24911.0,Coin Envelopes
213,2021-01-15,24911.0,Coin Envelopes
214,2021-01-16,24911.0,Coin Envelopes
215,2021-01-17,24911.0,Coin Envelopes
216,2021-01-18,23337.0,Coin Envelopes
217,2021-01-19,23337.0,Coin Envelopes
218,2021-01-20,23337.0,Coin Envelopes
219,2021-01-21,23337.0,Coin Envelopes
220,2021-01-22,23337.0,Coin Envelopes
221,2021-01-23,23337.0,Coin Envelopes
222,2021-01-24,23337.0,Coin Envelopes
223,2021-01-25,27064.0,Coin Envelopes
224,2021-01-26,27064.0,Coin Envelopes
225,2021-01-27,27064.0,Coin Envelopes
226,2021-01-28,22798.0,Coin Envelopes
227,2021-01-29,22798.0,Coin Envelopes
228,2021-01-30,22798.0,Coin Envelopes
229,2021-01-31,28580.0,Coin Envelopes
230,2021-02-01,26032.0,Coin Envelopes
231,2021-02-02,23071.0,Coin Envelopes
232,2021-02-03,23071.0,Coin Envelopes
233,2021-02-04,23071.0,Coin Envelopes
234,2021-02-05,27544.0,Coin Envelopes
235,2021-02-06,22795.0,Coin Envelopes
236,2021-02-07,22795.0,Coin Envelopes
237,2021-02-08,22795.0,Coin Envelopes
238,2021-02-09,18182.0,Coin Envelopes
239,2021-02-10,18182.0,Coin Envelopes
240,2021-02-11,18182.0,Coin Envelopes
241,2021-02-12,18182.0,Coin Envelopes
242,2021-02-13,18182.0,Coin Envelopes
243,2021-02-14,18182.0,Coin Envelopes
244,2021-02-15,18182.0,Coin Envelopes
245,2021-02-16,17667.0,Coin Envelopes
246,2021-02-17,14205.0,Coin Envelopes
247,2021-02-18,14205.0,Coin Envelopes
248,2021-02-19,21793.0,Coin Envelopes
249,2021-02-20,21793.0,Coin Envelopes
250,2021-02-21,21793.0,Coin Envelopes
251,2021-02-22,21793.0,Coin Envelopes
252,2021-02-23,21793.0,Coin Envelopes
253,2021-02-24,19724.0,Coin Envelopes
254,2021-02-25,19724.0,Coin Envelopes
255,2021-02-26,19724.0,Coin Envelopes
256,2021-02-27,19724.0,Coin Envelopes
257,2021-02-28,19724.0,Coin Envelopes
258,2021-03-01,19724.0,Coin Envelopes
259,2021-03-02,22515.0,Coin Envelopes
260,2021-03-03,22515.0,Coin Envelopes
261,2021-03-04,22515.0,Coin Envelopes
262,2021-03-05,22515.0,Coin Envelopes
263,2021-03-06,23493.0,Coin Envelopes
264,2021-03-07,23493.0,Coin Envelopes
265,2021-03-08,23493.0,Coin Envelopes
266,2021-03-09,23493.0,Coin Envelopes
267,2021-03-10,13925.0,Coin Envelopes
268,2021-03-11,13925.0,Coin Envelopes
269,2021-03-12,18005.0,Coin Envelopes
270,2021-03-13,18005.0,Coin Envelopes
271,2021-03-14,18005.0,Coin Envelopes
272,2021-03-15,31476.0,Coin Envelopes
273,2021-03-16,31476.0,Coin Envelopes
274,2021-03-17,13637.0,Coin Envelopes
275,2021-03-18,13637.0,Coin Envelopes
276,2021-03-19,13637.0,Coin Envelopes
277,2021-03-20,13637.0,Coin Envelopes
278,2021-03-21,13637.0,Coin Envelopes
279,2021-03-22,23177.0,Coin Envelopes
280,2021-03-23,23177.0,Coin Envelopes
281,2021-03-24,23177.0,Coin Envelopes
282,2021-03-25,23177.0,Coin Envelopes
283,2021-03-26,23177.0,Coin Envelopes
284,2021-03-27,15888.0,Coin Envelopes
285,2021-03-28,15888.0,Coin Envelopes
286,2021-03-29,15888.0,Coin Envelopes
287,2021-03-30,15888.0,Coin Envelopes
288,2021-03-31,15888.0,Coin Envelopes
289,2021-04-01,27048.0,Coin Envelopes
290,2021-04-02,27048.0,Coin Envelopes
291,2021-04-03,27048.0,Coin Envelopes
292,2021-04-04,27048.0,Coin Envelopes
293,2021-04-05,27048.0,Coin Envelopes
294,2021-04-06,27048.0,Coin Envelopes
295,2021-04-07,10620.0,Coin Envelopes
296,2021-04-08,10620.0,Coin Envelopes
297,2021-04-09,10620.0,Coin Envelopes
298,2021-04-10,10620.0,Coin Envelopes
299,2021-04-11,10620.0,Coin Envelopes
300,2021-04-12,10620.0,Coin Envelopes
301,2021-04-13,10620.0,Coin Envelopes
302,2021-04-14,10620.0,Coin Envelopes
303,2021-04-15,10620.0,Coin Envelopes
304,2021-04-16,10620.0,Coin Envelopes
305,2021-04-17,16418.0,Coin Envelopes
306,2021-04-18,16418.0,Coin Envelopes
307,2021-04-19,19610.0,Coin Envelopes
308,2021-04-20,19610.0,Coin Envelopes
309,2021-04-21,19610.0,Coin Envelopes
310,2021-04-22,13773.0,Coin Envelopes
311,2021-04-23,13773.0,Coin Envelopes
312,2021-04-24,14879.0,Coin Envelopes
313,2021-04-25,14879.0,Coin Envelopes
314,2021-04-26,14879.0,Coin Envelopes
315,2021-04-27,14879.0,Coin Envelopes
316,2021-04-28,13631.0,Coin Envelopes
317,2021-04-29,13631.0,Coin Envelopes
318,2021-04-30,13631.0,Coin Envelopes
319,2021-05-01,13631.0,Coin Envelopes
320,2021-05-02,13631.0,Coin Envelopes
321,2021-05-03,17927.0,Coin Envelopes
322,2021-05-04,17927.0,Coin Envelopes
323,2021-05-05,17927.0,Coin Envelopes
324,2021-05-06,17927.0,Coin Envelopes
325,2021-05-07,12378.0,Coin Envelopes
326,2021-05-08,12378.0,Coin Envelopes
327,2021-05-09,20707.0,Coin Envelopes
328,2021-05-10,20707.0,Coin Envelopes
329,2021-05-11,20707.0,Coin Envelopes
330,2021-05-12,20707.0,Coin Envelopes
331,2021-05-13,12051.0,Coin Envelopes
332,2021-05-14,10666.0,Coin Envelopes
333,2021-05-15,10666.0,Coin Envelopes
334,2021-05-16,17742.0,Coin Envelopes
335,2021-05-17,17742.0,Coin Envelopes
336,2021-05-18,17742.0,Coin Envelopes
337,2021-05-19,17742.0,Coin Envelopes
338,2021-05-20,14130.0,Coin Envelopes
339,2021-05-21,14130.0,Coin Envelopes
340,2021-05-22,14130.0,Coin Envelopes
341,2021-05-23,14130.0,Coin Envelopes
342,2021-05-24,16311.0,Coin Envelopes
343,2021-05-25,16311.0,Coin Envelopes
344,2021-05-26,22624.0,Coin Envelopes
345,2021-05-27,22624.0,Coin Envelopes
346,2021-05-28,22624.0,Coin Envelopes
347,2021-05-29,22624.0,Coin Envelopes
348,2021-05-30,22624.0,Coin Envelopes
349,2021-05-31,22624.0,Coin Envelopes
350,2021-06-01,18128.0,Coin Envelopes
351,2021-06-02,18128.0,Coin Envelopes
352,2021-06-03,15069.0,Coin Envelopes
353,2021-06-04,15069.0,Coin Envelopes
354,2021-06-05,15069.0,Coin Envelopes
355,2021-06-06,15069.0,Coin Envelopes
356,2021-06-07,15069.0,Coin Envelopes
357,2021-06-08,18785.0,Coin Envelopes
358,2021-06-09,18785.0,Coin Envelopes
359,2021-06-10,18785.0,Coin Envelopes
360,2021-06-11,18785.0,Coin Envelopes
361,2021-06-12,13302.0,Coin Envelopes
362,2021-06-13,11480.0,Coin Envelopes
363,2021-06-14,11480.0,Coin Envelopes
364,2021-06-15,15955.0,Coin Envelopes
365,2021-06-16,15354.0,Coin Envelopes
366,2021-06-17,15354.0,Coin Envelopes
367,2021-06-18,16263.0,Coin Envelopes
368,2021-06-19,16263.0,Coin Envelopes
369,2021-06-20,16263.0,Coin Envelopes
370,2021-06-21,16494.0,Coin Envelopes
371,2021-06-22,16548.0,Coin Envelopes
372,2021-06-23,16548.0,Coin Envelopes
373,2021-06-24,16548.0,Coin Envelopes
374,2021-06-25,16548.0,Coin Envelopes
375,2021-06-26,20194.0,Coin Envelopes
376,2021-06-27,20194.0,Coin Envelopes
377,2021-06-28,20194.0,Coin Envelopes
378,2021-06-29,16662.0,Coin Envelopes
379,2021-06-30,16662.0,Coin Envelopes
380,2021-07-01,16662.0,Coin Envelopes
381,2021-07-02,16662.0,Coin Envelopes
382,2021-07-03,16662.0,Coin Envelopes
383,2021-07-04,16662.0,Coin Envelopes
384,2021-07-05,15674.0,Coin Envelopes
385,2021-07-06,15674.0,Coin Envelopes
386,2021-07-07,15674.0,Coin Envelopes
387,2021-07-08,15674.0,Coin Envelopes
388,2021-07-09,15554.0,Coin Envelopes
389,2021-07-10,13581.0,Coin Envelopes
