,date,value,name_B085Y4H1JC
78,2021-01-11,12610.0,Sheet & Pillowcase Sets
79,2021-01-12,10633.0,Sheet & Pillowcase Sets
80,2021-01-13,10391.0,Sheet & Pillowcase Sets
81,2021-01-14,740966.0,Sheet & Pillowcase Sets
82,2021-01-15,804577.0,Sheet & Pillowcase Sets
83,2021-01-16,597012.0,Sheet & Pillowcase Sets
84,2021-01-17,765652.0,Sheet & Pillowcase Sets
85,2021-01-18,765652.0,Sheet & Pillowcase Sets
86,2021-01-19,11085.0,Sheet & Pillowcase Sets
87,2021-01-20,13897.0,Sheet & Pillowcase Sets
88,2021-01-21,15421.0,Sheet & Pillowcase Sets
89,2021-01-22,11699.0,Sheet & Pillowcase Sets
90,2021-01-23,12442.0,Sheet & Pillowcase Sets
91,2021-01-24,27268.0,Sheet & Pillowcase Sets
92,2021-01-25,35036.0,Sheet & Pillowcase Sets
93,2021-01-26,44992.0,Sheet & Pillowcase Sets
94,2021-01-27,28246.0,Sheet & Pillowcase Sets
95,2021-01-28,32332.0,Sheet & Pillowcase Sets
96,2021-01-29,28487.0,Sheet & Pillowcase Sets
97,2021-01-30,40772.0,Sheet & Pillowcase Sets
98,2021-01-31,49855.0,Sheet & Pillowcase Sets
99,2021-02-01,49871.0,Sheet & Pillowcase Sets
100,2021-02-02,60786.0,Sheet & Pillowcase Sets
101,2021-02-03,58969.0,Sheet & Pillowcase Sets
102,2021-02-04,61107.0,Sheet & Pillowcase Sets
103,2021-02-05,63071.0,Sheet & Pillowcase Sets
104,2021-02-06,59654.0,Sheet & Pillowcase Sets
105,2021-02-07,59654.0,Sheet & Pillowcase Sets
106,2021-02-08,43054.0,Sheet & Pillowcase Sets
107,2021-02-09,68042.0,Sheet & Pillowcase Sets
108,2021-02-10,66683.0,Sheet & Pillowcase Sets
109,2021-02-11,66683.0,Sheet & Pillowcase Sets
110,2021-02-12,76100.0,Sheet & Pillowcase Sets
111,2021-02-13,121464.0,Sheet & Pillowcase Sets
112,2021-02-14,100935.0,Sheet & Pillowcase Sets
113,2021-02-15,100935.0,Sheet & Pillowcase Sets
114,2021-02-16,111704.0,Sheet & Pillowcase Sets
115,2021-02-17,111704.0,Sheet & Pillowcase Sets
116,2021-02-18,111704.0,Sheet & Pillowcase Sets
117,2021-02-19,111704.0,Sheet & Pillowcase Sets
118,2021-02-20,103946.0,Sheet & Pillowcase Sets
119,2021-02-21,103946.0,Sheet & Pillowcase Sets
120,2021-02-22,85261.0,Sheet & Pillowcase Sets
121,2021-02-23,75430.0,Sheet & Pillowcase Sets
122,2021-02-24,111331.0,Sheet & Pillowcase Sets
123,2021-02-25,111331.0,Sheet & Pillowcase Sets
124,2021-02-26,106370.0,Sheet & Pillowcase Sets
125,2021-02-27,114424.0,Sheet & Pillowcase Sets
126,2021-02-28,94929.0,Sheet & Pillowcase Sets
127,2021-03-01,141840.0,Sheet & Pillowcase Sets
128,2021-03-02,141840.0,Sheet & Pillowcase Sets
129,2021-03-03,141840.0,Sheet & Pillowcase Sets
130,2021-03-04,83998.0,Sheet & Pillowcase Sets
131,2021-03-05,83998.0,Sheet & Pillowcase Sets
132,2021-03-06,83998.0,Sheet & Pillowcase Sets
133,2021-03-07,110666.0,Sheet & Pillowcase Sets
134,2021-03-08,110666.0,Sheet & Pillowcase Sets
135,2021-03-09,110666.0,Sheet & Pillowcase Sets
136,2021-03-10,110822.0,Sheet & Pillowcase Sets
137,2021-03-11,110822.0,Sheet & Pillowcase Sets
138,2021-03-12,164373.0,Sheet & Pillowcase Sets
139,2021-03-13,164373.0,Sheet & Pillowcase Sets
140,2021-03-14,103039.0,Sheet & Pillowcase Sets
141,2021-03-15,103039.0,Sheet & Pillowcase Sets
142,2021-03-16,103039.0,Sheet & Pillowcase Sets
143,2021-03-17,103039.0,Sheet & Pillowcase Sets
144,2021-03-18,155100.0,Sheet & Pillowcase Sets
145,2021-03-19,122601.0,Sheet & Pillowcase Sets
146,2021-03-20,122601.0,Sheet & Pillowcase Sets
147,2021-03-21,102694.0,Sheet & Pillowcase Sets
148,2021-03-22,102694.0,Sheet & Pillowcase Sets
149,2021-03-23,102694.0,Sheet & Pillowcase Sets
150,2021-03-24,102694.0,Sheet & Pillowcase Sets
151,2021-03-25,215532.0,Sheet & Pillowcase Sets
152,2021-03-26,125329.0,Sheet & Pillowcase Sets
153,2021-03-27,155620.0,Sheet & Pillowcase Sets
154,2021-03-28,193445.0,Sheet & Pillowcase Sets
155,2021-03-29,193445.0,Sheet & Pillowcase Sets
156,2021-03-30,321897.0,Sheet & Pillowcase Sets
157,2021-03-31,321897.0,Sheet & Pillowcase Sets
158,2021-04-01,242680.0,Sheet & Pillowcase Sets
159,2021-04-02,189044.0,Sheet & Pillowcase Sets
160,2021-04-03,202156.0,Sheet & Pillowcase Sets
161,2021-04-04,202156.0,Sheet & Pillowcase Sets
162,2021-04-05,202156.0,Sheet & Pillowcase Sets
163,2021-04-06,202156.0,Sheet & Pillowcase Sets
164,2021-04-07,149132.0,Sheet & Pillowcase Sets
165,2021-04-08,130520.0,Sheet & Pillowcase Sets
166,2021-04-09,130520.0,Sheet & Pillowcase Sets
167,2021-04-10,130520.0,Sheet & Pillowcase Sets
168,2021-04-11,91853.0,Sheet & Pillowcase Sets
169,2021-04-12,91853.0,Sheet & Pillowcase Sets
170,2021-04-13,116391.0,Sheet & Pillowcase Sets
171,2021-04-14,116391.0,Sheet & Pillowcase Sets
172,2021-04-15,116391.0,Sheet & Pillowcase Sets
173,2021-04-16,116391.0,Sheet & Pillowcase Sets
174,2021-04-17,100292.0,Sheet & Pillowcase Sets
175,2021-04-18,100292.0,Sheet & Pillowcase Sets
176,2021-04-19,100292.0,Sheet & Pillowcase Sets
177,2021-04-20,100292.0,Sheet & Pillowcase Sets
178,2021-04-21,143567.0,Sheet & Pillowcase Sets
179,2021-04-22,89482.0,Sheet & Pillowcase Sets
180,2021-04-23,89482.0,Sheet & Pillowcase Sets
181,2021-04-24,89482.0,Sheet & Pillowcase Sets
182,2021-04-25,89482.0,Sheet & Pillowcase Sets
183,2021-04-26,89482.0,Sheet & Pillowcase Sets
184,2021-04-27,89482.0,Sheet & Pillowcase Sets
185,2021-04-28,89482.0,Sheet & Pillowcase Sets
186,2021-04-29,89482.0,Sheet & Pillowcase Sets
187,2021-04-30,89482.0,Sheet & Pillowcase Sets
188,2021-05-01,89482.0,Sheet & Pillowcase Sets
189,2021-05-02,142761.0,Sheet & Pillowcase Sets
190,2021-05-03,139829.0,Sheet & Pillowcase Sets
191,2021-05-04,139829.0,Sheet & Pillowcase Sets
192,2021-05-05,139829.0,Sheet & Pillowcase Sets
193,2021-05-06,139829.0,Sheet & Pillowcase Sets
194,2021-05-07,139829.0,Sheet & Pillowcase Sets
195,2021-05-08,53469.0,Sheet & Pillowcase Sets
196,2021-05-09,53469.0,Sheet & Pillowcase Sets
197,2021-05-10,53469.0,Sheet & Pillowcase Sets
198,2021-05-11,56031.0,Sheet & Pillowcase Sets
199,2021-05-12,63861.0,Sheet & Pillowcase Sets
200,2021-05-13,53028.0,Sheet & Pillowcase Sets
201,2021-05-14,46635.0,Sheet & Pillowcase Sets
202,2021-05-15,45120.0,Sheet & Pillowcase Sets
203,2021-05-16,41324.0,Sheet & Pillowcase Sets
204,2021-05-17,27797.0,Sheet & Pillowcase Sets
205,2021-05-18,27797.0,Sheet & Pillowcase Sets
206,2021-05-19,27744.0,Sheet & Pillowcase Sets
207,2021-05-20,43121.0,Sheet & Pillowcase Sets
208,2021-05-21,30535.0,Sheet & Pillowcase Sets
209,2021-05-22,44967.0,Sheet & Pillowcase Sets
210,2021-05-23,44967.0,Sheet & Pillowcase Sets
211,2021-05-24,44429.0,Sheet & Pillowcase Sets
212,2021-05-25,44429.0,Sheet & Pillowcase Sets
213,2021-05-26,27029.0,Sheet & Pillowcase Sets
214,2021-05-27,31852.0,Sheet & Pillowcase Sets
215,2021-05-28,31852.0,Sheet & Pillowcase Sets
216,2021-05-29,31852.0,Sheet & Pillowcase Sets
217,2021-05-30,26544.0,Sheet & Pillowcase Sets
218,2021-05-31,26544.0,Sheet & Pillowcase Sets
219,2021-06-01,28014.0,Sheet & Pillowcase Sets
220,2021-06-02,25844.0,Sheet & Pillowcase Sets
221,2021-06-03,27562.0,Sheet & Pillowcase Sets
222,2021-06-04,26835.0,Sheet & Pillowcase Sets
223,2021-06-05,30022.0,Sheet & Pillowcase Sets
224,2021-06-06,29650.0,Sheet & Pillowcase Sets
225,2021-06-07,30166.0,Sheet & Pillowcase Sets
226,2021-06-08,26706.0,Sheet & Pillowcase Sets
227,2021-06-09,25064.0,Sheet & Pillowcase Sets
228,2021-06-10,28399.0,Sheet & Pillowcase Sets
229,2021-06-11,28894.0,Sheet & Pillowcase Sets
230,2021-06-12,28894.0,Sheet & Pillowcase Sets
231,2021-06-13,39069.0,Sheet & Pillowcase Sets
232,2021-06-14,38597.0,Sheet & Pillowcase Sets
233,2021-06-15,30314.0,Sheet & Pillowcase Sets
234,2021-06-16,33965.0,Sheet & Pillowcase Sets
235,2021-06-17,40042.0,Sheet & Pillowcase Sets
236,2021-06-18,41849.0,Sheet & Pillowcase Sets
237,2021-06-19,32127.0,Sheet & Pillowcase Sets
238,2021-06-20,38726.0,Sheet & Pillowcase Sets
239,2021-06-21,32960.0,Sheet & Pillowcase Sets
240,2021-06-22,32288.0,Sheet & Pillowcase Sets
241,2021-06-23,32288.0,Sheet & Pillowcase Sets
242,2021-06-24,42436.0,Sheet & Pillowcase Sets
243,2021-06-25,42615.0,Sheet & Pillowcase Sets
244,2021-06-26,51527.0,Sheet & Pillowcase Sets
245,2021-06-27,51527.0,Sheet & Pillowcase Sets
246,2021-06-28,922055.0,Sheet & Pillowcase Sets
247,2021-06-29,954240.0,Sheet & Pillowcase Sets
248,2021-06-30,1040942.0,Sheet & Pillowcase Sets
249,2021-07-01,1055596.0,Sheet & Pillowcase Sets
250,2021-07-02,1055596.0,Sheet & Pillowcase Sets
251,2021-07-03,1055596.0,Sheet & Pillowcase Sets
252,2021-07-04,1055596.0,Sheet & Pillowcase Sets
253,2021-07-05,1127824.0,Sheet & Pillowcase Sets
254,2021-07-06,1174591.0,Sheet & Pillowcase Sets
255,2021-07-07,1207330.0,Sheet & Pillowcase Sets
256,2021-07-08,1215166.0,Sheet & Pillowcase Sets
257,2021-07-09,1268527.0,Sheet & Pillowcase Sets
