,date,value,name_B083RVW4L2
109,2020-09-13,2289.0,Laser & Inkjet Printer Labels
110,2020-09-14,2289.0,Laser & Inkjet Printer Labels
111,2020-09-15,2289.0,Laser & Inkjet Printer Labels
112,2020-09-16,2323.0,Laser & Inkjet Printer Labels
113,2020-09-17,2025.0,Laser & Inkjet Printer Labels
114,2020-09-18,2025.0,Laser & Inkjet Printer Labels
115,2020-09-19,2025.0,Laser & Inkjet Printer Labels
116,2020-09-20,1647.0,Laser & Inkjet Printer Labels
117,2020-09-21,1575.0,Laser & Inkjet Printer Labels
118,2020-09-22,1575.0,Laser & Inkjet Printer Labels
119,2020-09-23,1575.0,Laser & Inkjet Printer Labels
120,2020-09-24,1370.0,Laser & Inkjet Printer Labels
121,2020-09-25,1370.0,Laser & Inkjet Printer Labels
122,2020-09-26,1370.0,Laser & Inkjet Printer Labels
123,2020-09-27,1186.0,Laser & Inkjet Printer Labels
124,2020-09-28,1186.0,Laser & Inkjet Printer Labels
125,2020-09-29,1186.0,Laser & Inkjet Printer Labels
126,2020-09-30,1387.0,Laser & Inkjet Printer Labels
127,2020-10-01,1387.0,Laser & Inkjet Printer Labels
128,2020-10-02,1287.0,Laser & Inkjet Printer Labels
129,2020-10-03,1287.0,Laser & Inkjet Printer Labels
130,2020-10-04,1287.0,Laser & Inkjet Printer Labels
131,2020-10-05,1287.0,Laser & Inkjet Printer Labels
132,2020-10-06,1246.0,Laser & Inkjet Printer Labels
133,2020-10-07,1161.0,Laser & Inkjet Printer Labels
134,2020-10-08,1161.0,Laser & Inkjet Printer Labels
135,2020-10-09,1161.0,Laser & Inkjet Printer Labels
136,2020-10-10,1245.0,Laser & Inkjet Printer Labels
137,2020-10-11,1245.0,Laser & Inkjet Printer Labels
138,2020-10-12,1245.0,Laser & Inkjet Printer Labels
139,2020-10-13,1111.0,Laser & Inkjet Printer Labels
140,2020-10-14,1111.0,Laser & Inkjet Printer Labels
141,2020-10-15,1111.0,Laser & Inkjet Printer Labels
142,2020-10-16,1532.0,Laser & Inkjet Printer Labels
143,2020-10-17,1532.0,Laser & Inkjet Printer Labels
144,2020-10-18,1532.0,Laser & Inkjet Printer Labels
145,2020-10-19,1532.0,Laser & Inkjet Printer Labels
146,2020-10-20,1021.0,Laser & Inkjet Printer Labels
147,2020-10-21,1021.0,Laser & Inkjet Printer Labels
148,2020-10-22,1034.0,Laser & Inkjet Printer Labels
149,2020-10-23,1034.0,Laser & Inkjet Printer Labels
150,2020-10-24,1034.0,Laser & Inkjet Printer Labels
151,2020-10-25,1034.0,Laser & Inkjet Printer Labels
152,2020-10-26,1033.0,Laser & Inkjet Printer Labels
153,2020-10-27,999.0,Laser & Inkjet Printer Labels
154,2020-10-28,967.0,Laser & Inkjet Printer Labels
155,2020-10-29,967.0,Laser & Inkjet Printer Labels
156,2020-10-30,967.0,Laser & Inkjet Printer Labels
157,2020-10-31,1097.0,Laser & Inkjet Printer Labels
158,2020-11-01,1097.0,Laser & Inkjet Printer Labels
159,2020-11-02,1097.0,Laser & Inkjet Printer Labels
160,2020-11-03,1240.0,Laser & Inkjet Printer Labels
161,2020-11-04,1240.0,Laser & Inkjet Printer Labels
162,2020-11-05,1240.0,Laser & Inkjet Printer Labels
163,2020-11-06,928.0,Laser & Inkjet Printer Labels
164,2020-11-07,1042.0,Laser & Inkjet Printer Labels
165,2020-11-08,1042.0,Laser & Inkjet Printer Labels
166,2020-11-09,1042.0,Laser & Inkjet Printer Labels
167,2020-11-10,913.0,Laser & Inkjet Printer Labels
168,2020-11-11,913.0,Laser & Inkjet Printer Labels
169,2020-11-12,732.0,Laser & Inkjet Printer Labels
170,2020-11-13,863.0,Laser & Inkjet Printer Labels
171,2020-11-14,863.0,Laser & Inkjet Printer Labels
172,2020-11-15,863.0,Laser & Inkjet Printer Labels
173,2020-11-16,918.0,Laser & Inkjet Printer Labels
174,2020-11-17,918.0,Laser & Inkjet Printer Labels
175,2020-11-18,918.0,Laser & Inkjet Printer Labels
176,2020-11-19,793.0,Laser & Inkjet Printer Labels
177,2020-11-20,793.0,Laser & Inkjet Printer Labels
178,2020-11-21,793.0,Laser & Inkjet Printer Labels
179,2020-11-22,941.0,Laser & Inkjet Printer Labels
180,2020-11-23,941.0,Laser & Inkjet Printer Labels
181,2020-11-24,877.0,Laser & Inkjet Printer Labels
182,2020-11-25,963.0,Laser & Inkjet Printer Labels
183,2020-11-26,963.0,Laser & Inkjet Printer Labels
184,2020-11-27,1730.0,Laser & Inkjet Printer Labels
185,2020-11-28,1730.0,Laser & Inkjet Printer Labels
186,2020-11-29,2435.0,Laser & Inkjet Printer Labels
187,2020-11-30,2435.0,Laser & Inkjet Printer Labels
188,2020-12-01,2435.0,Laser & Inkjet Printer Labels
189,2020-12-02,3193.0,Laser & Inkjet Printer Labels
190,2020-12-03,3193.0,Laser & Inkjet Printer Labels
191,2020-12-04,3193.0,Laser & Inkjet Printer Labels
192,2020-12-05,3593.0,Laser & Inkjet Printer Labels
193,2020-12-06,3593.0,Laser & Inkjet Printer Labels
194,2020-12-07,3593.0,Laser & Inkjet Printer Labels
195,2020-12-08,3520.0,Laser & Inkjet Printer Labels
196,2020-12-09,3520.0,Laser & Inkjet Printer Labels
197,2020-12-10,3637.0,Laser & Inkjet Printer Labels
198,2020-12-11,3637.0,Laser & Inkjet Printer Labels
199,2020-12-12,3637.0,Laser & Inkjet Printer Labels
200,2020-12-13,3499.0,Laser & Inkjet Printer Labels
201,2020-12-14,3499.0,Laser & Inkjet Printer Labels
202,2020-12-15,4564.0,Laser & Inkjet Printer Labels
203,2020-12-16,4564.0,Laser & Inkjet Printer Labels
204,2020-12-17,4564.0,Laser & Inkjet Printer Labels
205,2020-12-18,4751.0,Laser & Inkjet Printer Labels
206,2020-12-19,4751.0,Laser & Inkjet Printer Labels
207,2020-12-20,4751.0,Laser & Inkjet Printer Labels
208,2020-12-21,4751.0,Laser & Inkjet Printer Labels
209,2020-12-22,4751.0,Laser & Inkjet Printer Labels
210,2020-12-23,4857.0,Laser & Inkjet Printer Labels
211,2020-12-24,4857.0,Laser & Inkjet Printer Labels
212,2020-12-25,4738.0,Laser & Inkjet Printer Labels
213,2020-12-26,4738.0,Laser & Inkjet Printer Labels
214,2020-12-27,4738.0,Laser & Inkjet Printer Labels
215,2020-12-28,4738.0,Laser & Inkjet Printer Labels
216,2020-12-29,4181.0,Laser & Inkjet Printer Labels
217,2020-12-30,4181.0,Laser & Inkjet Printer Labels
218,2020-12-31,4181.0,Laser & Inkjet Printer Labels
219,2021-01-01,5014.0,Laser & Inkjet Printer Labels
220,2021-01-02,5014.0,Laser & Inkjet Printer Labels
221,2021-01-03,5014.0,Laser & Inkjet Printer Labels
222,2021-01-04,5014.0,Laser & Inkjet Printer Labels
223,2021-01-05,8676.0,Laser & Inkjet Printer Labels
224,2021-01-06,8676.0,Laser & Inkjet Printer Labels
225,2021-01-07,8676.0,Laser & Inkjet Printer Labels
226,2021-01-08,5865.0,Laser & Inkjet Printer Labels
227,2021-01-09,5865.0,Laser & Inkjet Printer Labels
228,2021-01-10,5865.0,Laser & Inkjet Printer Labels
229,2021-01-11,3311.0,Laser & Inkjet Printer Labels
230,2021-01-12,3519.0,Laser & Inkjet Printer Labels
231,2021-01-13,3284.0,Laser & Inkjet Printer Labels
232,2021-01-14,3284.0,Laser & Inkjet Printer Labels
233,2021-01-15,3284.0,Laser & Inkjet Printer Labels
234,2021-01-16,2105.0,Laser & Inkjet Printer Labels
235,2021-01-17,2105.0,Laser & Inkjet Printer Labels
236,2021-01-18,2105.0,Laser & Inkjet Printer Labels
237,2021-01-19,1580.0,Laser & Inkjet Printer Labels
238,2021-01-20,1580.0,Laser & Inkjet Printer Labels
239,2021-01-21,1580.0,Laser & Inkjet Printer Labels
240,2021-01-22,1676.0,Laser & Inkjet Printer Labels
241,2021-01-23,1676.0,Laser & Inkjet Printer Labels
242,2021-01-24,1676.0,Laser & Inkjet Printer Labels
243,2021-01-25,2091.0,Laser & Inkjet Printer Labels
244,2021-01-26,2091.0,Laser & Inkjet Printer Labels
245,2021-01-27,2091.0,Laser & Inkjet Printer Labels
246,2021-01-28,1810.0,Laser & Inkjet Printer Labels
247,2021-01-29,1810.0,Laser & Inkjet Printer Labels
248,2021-01-30,2103.0,Laser & Inkjet Printer Labels
249,2021-01-31,2103.0,Laser & Inkjet Printer Labels
250,2021-02-01,1664.0,Laser & Inkjet Printer Labels
251,2021-02-02,1664.0,Laser & Inkjet Printer Labels
252,2021-02-03,1771.0,Laser & Inkjet Printer Labels
253,2021-02-04,1771.0,Laser & Inkjet Printer Labels
254,2021-02-05,1505.0,Laser & Inkjet Printer Labels
255,2021-02-06,1505.0,Laser & Inkjet Printer Labels
256,2021-02-07,1505.0,Laser & Inkjet Printer Labels
257,2021-02-08,1135.0,Laser & Inkjet Printer Labels
258,2021-02-09,1243.0,Laser & Inkjet Printer Labels
259,2021-02-10,1243.0,Laser & Inkjet Printer Labels
260,2021-02-11,1259.0,Laser & Inkjet Printer Labels
261,2021-02-12,1259.0,Laser & Inkjet Printer Labels
262,2021-02-13,1259.0,Laser & Inkjet Printer Labels
263,2021-02-14,1259.0,Laser & Inkjet Printer Labels
264,2021-02-15,1240.0,Laser & Inkjet Printer Labels
265,2021-02-16,1240.0,Laser & Inkjet Printer Labels
266,2021-02-17,1216.0,Laser & Inkjet Printer Labels
267,2021-02-18,1216.0,Laser & Inkjet Printer Labels
268,2021-02-19,1216.0,Laser & Inkjet Printer Labels
269,2021-02-20,1030.0,Laser & Inkjet Printer Labels
270,2021-02-21,1030.0,Laser & Inkjet Printer Labels
271,2021-02-22,867.0,Laser & Inkjet Printer Labels
272,2021-02-23,888.0,Laser & Inkjet Printer Labels
273,2021-02-24,888.0,Laser & Inkjet Printer Labels
274,2021-02-25,848.0,Laser & Inkjet Printer Labels
275,2021-02-26,848.0,Laser & Inkjet Printer Labels
276,2021-02-27,848.0,Laser & Inkjet Printer Labels
277,2021-02-28,1723.0,Laser & Inkjet Printer Labels
278,2021-03-01,1723.0,Laser & Inkjet Printer Labels
279,2021-03-02,1723.0,Laser & Inkjet Printer Labels
280,2021-03-03,1341.0,Laser & Inkjet Printer Labels
281,2021-03-04,1038.0,Laser & Inkjet Printer Labels
282,2021-03-05,1038.0,Laser & Inkjet Printer Labels
283,2021-03-06,897.0,Laser & Inkjet Printer Labels
284,2021-03-07,897.0,Laser & Inkjet Printer Labels
285,2021-03-08,805.0,Laser & Inkjet Printer Labels
286,2021-03-09,805.0,Laser & Inkjet Printer Labels
287,2021-03-10,805.0,Laser & Inkjet Printer Labels
288,2021-03-11,805.0,Laser & Inkjet Printer Labels
289,2021-03-12,933.0,Laser & Inkjet Printer Labels
290,2021-03-13,1126.0,Laser & Inkjet Printer Labels
291,2021-03-14,1126.0,Laser & Inkjet Printer Labels
292,2021-03-15,959.0,Laser & Inkjet Printer Labels
293,2021-03-16,959.0,Laser & Inkjet Printer Labels
294,2021-03-17,926.0,Laser & Inkjet Printer Labels
295,2021-03-18,926.0,Laser & Inkjet Printer Labels
296,2021-03-19,926.0,Laser & Inkjet Printer Labels
297,2021-03-20,1053.0,Laser & Inkjet Printer Labels
298,2021-03-21,1053.0,Laser & Inkjet Printer Labels
299,2021-03-22,1093.0,Laser & Inkjet Printer Labels
300,2021-03-23,1093.0,Laser & Inkjet Printer Labels
301,2021-03-24,1093.0,Laser & Inkjet Printer Labels
302,2021-03-25,903.0,Laser & Inkjet Printer Labels
303,2021-03-26,955.0,Laser & Inkjet Printer Labels
304,2021-03-27,878.0,Laser & Inkjet Printer Labels
305,2021-03-28,878.0,Laser & Inkjet Printer Labels
306,2021-03-29,878.0,Laser & Inkjet Printer Labels
307,2021-03-30,839.0,Laser & Inkjet Printer Labels
308,2021-03-31,839.0,Laser & Inkjet Printer Labels
309,2021-04-01,896.0,Laser & Inkjet Printer Labels
310,2021-04-02,896.0,Laser & Inkjet Printer Labels
311,2021-04-03,896.0,Laser & Inkjet Printer Labels
312,2021-04-04,1005.0,Laser & Inkjet Printer Labels
313,2021-04-05,1246.0,Laser & Inkjet Printer Labels
314,2021-04-06,1246.0,Laser & Inkjet Printer Labels
315,2021-04-07,1154.0,Laser & Inkjet Printer Labels
316,2021-04-08,1154.0,Laser & Inkjet Printer Labels
317,2021-04-09,1358.0,Laser & Inkjet Printer Labels
318,2021-04-10,1358.0,Laser & Inkjet Printer Labels
319,2021-04-11,1358.0,Laser & Inkjet Printer Labels
320,2021-04-12,1311.0,Laser & Inkjet Printer Labels
321,2021-04-13,1221.0,Laser & Inkjet Printer Labels
322,2021-04-14,1331.0,Laser & Inkjet Printer Labels
323,2021-04-15,1331.0,Laser & Inkjet Printer Labels
324,2021-04-16,1727.0,Laser & Inkjet Printer Labels
325,2021-04-17,1727.0,Laser & Inkjet Printer Labels
326,2021-04-18,1663.0,Laser & Inkjet Printer Labels
327,2021-04-19,1663.0,Laser & Inkjet Printer Labels
328,2021-04-20,1642.0,Laser & Inkjet Printer Labels
329,2021-04-21,1642.0,Laser & Inkjet Printer Labels
330,2021-04-22,1642.0,Laser & Inkjet Printer Labels
331,2021-04-23,2609.0,Laser & Inkjet Printer Labels
332,2021-04-24,2483.0,Laser & Inkjet Printer Labels
333,2021-04-25,2483.0,Laser & Inkjet Printer Labels
334,2021-04-26,2483.0,Laser & Inkjet Printer Labels
335,2021-04-27,3071.0,Laser & Inkjet Printer Labels
336,2021-04-28,3071.0,Laser & Inkjet Printer Labels
337,2021-04-29,2907.0,Laser & Inkjet Printer Labels
338,2021-04-30,2907.0,Laser & Inkjet Printer Labels
339,2021-05-01,2907.0,Laser & Inkjet Printer Labels
340,2021-05-02,3222.0,Laser & Inkjet Printer Labels
341,2021-05-03,3222.0,Laser & Inkjet Printer Labels
342,2021-05-04,3222.0,Laser & Inkjet Printer Labels
343,2021-05-05,3453.0,Laser & Inkjet Printer Labels
344,2021-05-06,3453.0,Laser & Inkjet Printer Labels
345,2021-05-07,4245.0,Laser & Inkjet Printer Labels
346,2021-05-08,4245.0,Laser & Inkjet Printer Labels
347,2021-05-09,4245.0,Laser & Inkjet Printer Labels
348,2021-05-10,4245.0,Laser & Inkjet Printer Labels
349,2021-05-11,4480.0,Laser & Inkjet Printer Labels
350,2021-05-12,4480.0,Laser & Inkjet Printer Labels
351,2021-05-13,3457.0,Laser & Inkjet Printer Labels
352,2021-05-14,3457.0,Laser & Inkjet Printer Labels
353,2021-05-15,3448.0,Laser & Inkjet Printer Labels
354,2021-05-16,3448.0,Laser & Inkjet Printer Labels
355,2021-05-17,4718.0,Laser & Inkjet Printer Labels
356,2021-05-18,4718.0,Laser & Inkjet Printer Labels
357,2021-05-19,4718.0,Laser & Inkjet Printer Labels
358,2021-05-20,4585.0,Laser & Inkjet Printer Labels
359,2021-05-21,4585.0,Laser & Inkjet Printer Labels
360,2021-05-22,4585.0,Laser & Inkjet Printer Labels
361,2021-05-23,4585.0,Laser & Inkjet Printer Labels
362,2021-05-24,14265.0,Laser & Inkjet Printer Labels
363,2021-05-25,14265.0,Laser & Inkjet Printer Labels
364,2021-05-26,14265.0,Laser & Inkjet Printer Labels
365,2021-05-27,15278.0,Laser & Inkjet Printer Labels
366,2021-05-28,15278.0,Laser & Inkjet Printer Labels
367,2021-05-29,15278.0,Laser & Inkjet Printer Labels
368,2021-05-30,15278.0,Laser & Inkjet Printer Labels
369,2021-05-31,15278.0,Laser & Inkjet Printer Labels
370,2021-06-01,15278.0,Laser & Inkjet Printer Labels
371,2021-06-02,15278.0,Laser & Inkjet Printer Labels
372,2021-06-03,15278.0,Laser & Inkjet Printer Labels
373,2021-06-04,20866.0,Laser & Inkjet Printer Labels
374,2021-06-05,20866.0,Laser & Inkjet Printer Labels
375,2021-06-06,20866.0,Laser & Inkjet Printer Labels
376,2021-06-07,20866.0,Laser & Inkjet Printer Labels
377,2021-06-08,20866.0,Laser & Inkjet Printer Labels
378,2021-06-09,20866.0,Laser & Inkjet Printer Labels
379,2021-06-10,20866.0,Laser & Inkjet Printer Labels
380,2021-06-11,3417.0,Laser & Inkjet Printer Labels
381,2021-06-12,3417.0,Laser & Inkjet Printer Labels
382,2021-06-13,3417.0,Laser & Inkjet Printer Labels
383,2021-06-14,2170.0,Laser & Inkjet Printer Labels
384,2021-06-15,1931.0,Laser & Inkjet Printer Labels
385,2021-06-16,1931.0,Laser & Inkjet Printer Labels
386,2021-06-17,1931.0,Laser & Inkjet Printer Labels
387,2021-06-18,1678.0,Laser & Inkjet Printer Labels
388,2021-06-19,1678.0,Laser & Inkjet Printer Labels
389,2021-06-20,1439.0,Laser & Inkjet Printer Labels
390,2021-06-21,1439.0,Laser & Inkjet Printer Labels
391,2021-06-22,1851.0,Laser & Inkjet Printer Labels
392,2021-06-23,1851.0,Laser & Inkjet Printer Labels
393,2021-06-24,1851.0,Laser & Inkjet Printer Labels
394,2021-06-25,1426.0,Laser & Inkjet Printer Labels
395,2021-06-26,1426.0,Laser & Inkjet Printer Labels
396,2021-06-27,1426.0,Laser & Inkjet Printer Labels
397,2021-06-28,1496.0,Laser & Inkjet Printer Labels
398,2021-06-29,1284.0,Laser & Inkjet Printer Labels
399,2021-06-30,1223.0,Laser & Inkjet Printer Labels
400,2021-07-01,1223.0,Laser & Inkjet Printer Labels
401,2021-07-02,1223.0,Laser & Inkjet Printer Labels
402,2021-07-03,1478.0,Laser & Inkjet Printer Labels
403,2021-07-04,1478.0,Laser & Inkjet Printer Labels
404,2021-07-05,1234.0,Laser & Inkjet Printer Labels
405,2021-07-06,1109.0,Laser & Inkjet Printer Labels
406,2021-07-07,1109.0,Laser & Inkjet Printer Labels
407,2021-07-08,1109.0,Laser & Inkjet Printer Labels
408,2021-07-09,980.0,Laser & Inkjet Printer Labels
409,2021-07-10,980.0,Laser & Inkjet Printer Labels
410,2021-07-11,1292.0,Laser & Inkjet Printer Labels
