,date,value,name_B084ZSPRNB
74,2020-07-22,736994.0,Floating Shelves
75,2020-07-23,736994.0,Floating Shelves
76,2020-07-24,736994.0,Floating Shelves
77,2020-07-25,736994.0,Floating Shelves
78,2020-07-26,736994.0,Floating Shelves
79,2020-07-27,736994.0,Floating Shelves
80,2020-07-28,736994.0,Floating Shelves
81,2020-07-29,736994.0,Floating Shelves
82,2020-07-30,736994.0,Floating Shelves
83,2020-07-31,736994.0,Floating Shelves
84,2020-08-01,736994.0,Floating Shelves
85,2020-08-02,736994.0,Floating Shelves
86,2020-08-03,736994.0,Floating Shelves
87,2020-08-04,736994.0,Floating Shelves
88,2020-08-05,736994.0,Floating Shelves
89,2020-08-06,736994.0,Floating Shelves
90,2020-08-07,736994.0,Floating Shelves
91,2020-08-08,736994.0,Floating Shelves
92,2020-08-09,736994.0,Floating Shelves
93,2020-08-10,736994.0,Floating Shelves
94,2020-08-11,2853247.0,Floating Shelves
95,2020-08-12,2853247.0,Floating Shelves
96,2020-08-13,2853247.0,Floating Shelves
97,2020-08-14,2853247.0,Floating Shelves
98,2020-08-15,2853247.0,Floating Shelves
99,2020-08-16,2853247.0,Floating Shelves
100,2020-08-17,2853247.0,Floating Shelves
101,2020-08-18,2853247.0,Floating Shelves
102,2020-08-19,2853247.0,Floating Shelves
103,2020-08-20,2853247.0,Floating Shelves
104,2020-08-21,2853247.0,Floating Shelves
105,2020-08-22,2853247.0,Floating Shelves
106,2020-08-23,2853247.0,Floating Shelves
107,2020-08-24,2853247.0,Floating Shelves
108,2020-08-25,2853247.0,Floating Shelves
109,2020-08-26,2853247.0,Floating Shelves
110,2020-08-27,2853247.0,Floating Shelves
111,2020-08-28,2853247.0,Floating Shelves
112,2020-08-29,2853247.0,Floating Shelves
113,2020-08-30,2853247.0,Floating Shelves
114,2020-08-31,2853247.0,Floating Shelves
115,2020-09-01,2853247.0,Floating Shelves
116,2020-09-02,2853247.0,Floating Shelves
117,2020-09-03,2853247.0,Floating Shelves
118,2020-09-04,2853247.0,Floating Shelves
119,2020-09-05,2853247.0,Floating Shelves
120,2020-09-06,2853247.0,Floating Shelves
121,2020-09-07,2853247.0,Floating Shelves
122,2020-09-08,2853247.0,Floating Shelves
123,2020-09-09,2853247.0,Floating Shelves
124,2020-09-10,2853247.0,Floating Shelves
125,2020-09-11,2853247.0,Floating Shelves
126,2020-09-12,2853247.0,Floating Shelves
127,2020-09-13,2853247.0,Floating Shelves
128,2020-09-14,2853247.0,Floating Shelves
129,2020-09-15,2853247.0,Floating Shelves
130,2020-09-16,2853247.0,Floating Shelves
131,2020-09-17,2853247.0,Floating Shelves
132,2020-09-18,457603.0,Floating Shelves
133,2020-09-19,457603.0,Floating Shelves
134,2020-09-20,457603.0,Floating Shelves
135,2020-09-21,457603.0,Floating Shelves
136,2020-09-22,457603.0,Floating Shelves
137,2020-09-23,457603.0,Floating Shelves
138,2020-09-24,119714.0,Floating Shelves
139,2020-09-25,119714.0,Floating Shelves
140,2020-09-26,120643.0,Floating Shelves
141,2020-09-27,120643.0,Floating Shelves
142,2020-09-28,120643.0,Floating Shelves
143,2020-09-29,120643.0,Floating Shelves
144,2020-09-30,120643.0,Floating Shelves
145,2020-10-01,115747.0,Floating Shelves
146,2020-10-02,115747.0,Floating Shelves
147,2020-10-03,115747.0,Floating Shelves
148,2020-10-04,115747.0,Floating Shelves
149,2020-10-05,115747.0,Floating Shelves
150,2020-10-06,59840.0,Floating Shelves
151,2020-10-07,59840.0,Floating Shelves
152,2020-10-08,59840.0,Floating Shelves
153,2020-10-09,59840.0,Floating Shelves
154,2020-10-10,44243.0,Floating Shelves
155,2020-10-11,44243.0,Floating Shelves
156,2020-10-12,44243.0,Floating Shelves
157,2020-10-13,44243.0,Floating Shelves
158,2020-10-14,44243.0,Floating Shelves
159,2020-10-15,47884.0,Floating Shelves
160,2020-10-16,47884.0,Floating Shelves
161,2020-10-17,83809.0,Floating Shelves
162,2020-10-18,83809.0,Floating Shelves
163,2020-10-19,83809.0,Floating Shelves
164,2020-10-20,83809.0,Floating Shelves
165,2020-10-21,83809.0,Floating Shelves
166,2020-10-22,72175.0,Floating Shelves
167,2020-10-23,92394.0,Floating Shelves
168,2020-10-24,92394.0,Floating Shelves
169,2020-10-25,92394.0,Floating Shelves
170,2020-10-26,92394.0,Floating Shelves
171,2020-10-27,92394.0,Floating Shelves
172,2020-10-28,69296.0,Floating Shelves
173,2020-10-29,69296.0,Floating Shelves
174,2020-10-30,69296.0,Floating Shelves
175,2020-10-31,69296.0,Floating Shelves
176,2020-11-01,50571.0,Floating Shelves
177,2020-11-02,71572.0,Floating Shelves
178,2020-11-03,71572.0,Floating Shelves
179,2020-11-04,71572.0,Floating Shelves
180,2020-11-05,68088.0,Floating Shelves
181,2020-11-06,68088.0,Floating Shelves
182,2020-11-07,68088.0,Floating Shelves
183,2020-11-08,68088.0,Floating Shelves
184,2020-11-09,44108.0,Floating Shelves
185,2020-11-10,44108.0,Floating Shelves
186,2020-11-11,44108.0,Floating Shelves
187,2020-11-12,44108.0,Floating Shelves
188,2020-11-13,34911.0,Floating Shelves
189,2020-11-14,34911.0,Floating Shelves
190,2020-11-15,34911.0,Floating Shelves
191,2020-11-16,34911.0,Floating Shelves
192,2020-11-17,40265.0,Floating Shelves
193,2020-11-18,36467.0,Floating Shelves
194,2020-11-19,36467.0,Floating Shelves
195,2020-11-20,36467.0,Floating Shelves
196,2020-11-21,36467.0,Floating Shelves
197,2020-11-22,36467.0,Floating Shelves
198,2020-11-23,26965.0,Floating Shelves
199,2020-11-24,26965.0,Floating Shelves
200,2020-11-25,30365.0,Floating Shelves
201,2020-11-26,34519.0,Floating Shelves
202,2020-11-27,34519.0,Floating Shelves
203,2020-11-28,34519.0,Floating Shelves
204,2020-11-29,34519.0,Floating Shelves
205,2020-11-30,34519.0,Floating Shelves
206,2020-12-01,45141.0,Floating Shelves
207,2020-12-02,45141.0,Floating Shelves
208,2020-12-03,45141.0,Floating Shelves
209,2020-12-04,45141.0,Floating Shelves
210,2020-12-05,45141.0,Floating Shelves
211,2020-12-06,45141.0,Floating Shelves
212,2020-12-07,34378.0,Floating Shelves
213,2020-12-08,34378.0,Floating Shelves
214,2020-12-09,34378.0,Floating Shelves
215,2020-12-10,34378.0,Floating Shelves
216,2020-12-11,42484.0,Floating Shelves
217,2020-12-12,28837.0,Floating Shelves
218,2020-12-13,28837.0,Floating Shelves
219,2020-12-14,28837.0,Floating Shelves
220,2020-12-15,28837.0,Floating Shelves
221,2020-12-16,28837.0,Floating Shelves
222,2020-12-17,28837.0,Floating Shelves
223,2020-12-18,35948.0,Floating Shelves
224,2020-12-19,37322.0,Floating Shelves
225,2020-12-20,33468.0,Floating Shelves
226,2020-12-21,33468.0,Floating Shelves
227,2020-12-22,33468.0,Floating Shelves
228,2020-12-23,24295.0,Floating Shelves
229,2020-12-24,24295.0,Floating Shelves
230,2020-12-25,24295.0,Floating Shelves
231,2020-12-26,24295.0,Floating Shelves
232,2020-12-27,24295.0,Floating Shelves
233,2020-12-28,14800.0,Floating Shelves
234,2020-12-29,14800.0,Floating Shelves
235,2020-12-30,14800.0,Floating Shelves
236,2020-12-31,14800.0,Floating Shelves
237,2021-01-01,14800.0,Floating Shelves
238,2021-01-02,21873.0,Floating Shelves
239,2021-01-03,21873.0,Floating Shelves
240,2021-01-04,20308.0,Floating Shelves
241,2021-01-05,20308.0,Floating Shelves
242,2021-01-06,20308.0,Floating Shelves
243,2021-01-07,20308.0,Floating Shelves
244,2021-01-08,111914.0,Floating Shelves
245,2021-01-09,111914.0,Floating Shelves
246,2021-01-10,111914.0,Floating Shelves
247,2021-01-11,89049.0,Floating Shelves
248,2021-01-12,89049.0,Floating Shelves
249,2021-01-13,203043.0,Floating Shelves
250,2021-01-14,187577.0,Floating Shelves
251,2021-01-15,187577.0,Floating Shelves
252,2021-01-16,187577.0,Floating Shelves
253,2021-01-17,187577.0,Floating Shelves
254,2021-01-18,89771.0,Floating Shelves
255,2021-01-19,89771.0,Floating Shelves
256,2021-01-20,89771.0,Floating Shelves
257,2021-01-21,89771.0,Floating Shelves
258,2021-01-22,265568.0,Floating Shelves
259,2021-01-23,210132.0,Floating Shelves
260,2021-01-24,210132.0,Floating Shelves
261,2021-01-25,292180.0,Floating Shelves
262,2021-01-26,292180.0,Floating Shelves
263,2021-01-27,292180.0,Floating Shelves
264,2021-01-28,292180.0,Floating Shelves
265,2021-01-29,292180.0,Floating Shelves
266,2021-01-30,168052.0,Floating Shelves
267,2021-01-31,168052.0,Floating Shelves
268,2021-02-01,168052.0,Floating Shelves
269,2021-02-02,168052.0,Floating Shelves
270,2021-02-03,168052.0,Floating Shelves
271,2021-02-04,168052.0,Floating Shelves
272,2021-02-05,168052.0,Floating Shelves
273,2021-02-06,168052.0,Floating Shelves
274,2021-02-07,168052.0,Floating Shelves
275,2021-02-08,168052.0,Floating Shelves
276,2021-02-09,218818.0,Floating Shelves
277,2021-02-10,218818.0,Floating Shelves
278,2021-02-11,218818.0,Floating Shelves
279,2021-02-12,218818.0,Floating Shelves
280,2021-02-13,218818.0,Floating Shelves
281,2021-02-14,31631.0,Floating Shelves
282,2021-02-15,31631.0,Floating Shelves
283,2021-02-16,31631.0,Floating Shelves
284,2021-02-17,31631.0,Floating Shelves
285,2021-02-18,22816.0,Floating Shelves
286,2021-02-19,22816.0,Floating Shelves
287,2021-02-20,22816.0,Floating Shelves
288,2021-02-21,22816.0,Floating Shelves
289,2021-02-22,18535.0,Floating Shelves
290,2021-02-23,18535.0,Floating Shelves
291,2021-02-24,18535.0,Floating Shelves
292,2021-02-25,18535.0,Floating Shelves
293,2021-02-26,25510.0,Floating Shelves
294,2021-02-27,25510.0,Floating Shelves
295,2021-02-28,25510.0,Floating Shelves
296,2021-03-01,19374.0,Floating Shelves
297,2021-03-02,19374.0,Floating Shelves
298,2021-03-03,19374.0,Floating Shelves
299,2021-03-04,33711.0,Floating Shelves
300,2021-03-05,24313.0,Floating Shelves
301,2021-03-06,24313.0,Floating Shelves
302,2021-03-07,29455.0,Floating Shelves
303,2021-03-08,29455.0,Floating Shelves
304,2021-03-09,24877.0,Floating Shelves
305,2021-03-10,23056.0,Floating Shelves
306,2021-03-11,29718.0,Floating Shelves
307,2021-03-12,29718.0,Floating Shelves
308,2021-03-13,28517.0,Floating Shelves
309,2021-03-14,32651.0,Floating Shelves
310,2021-03-15,32651.0,Floating Shelves
311,2021-03-16,35292.0,Floating Shelves
312,2021-03-17,35292.0,Floating Shelves
313,2021-03-18,24012.0,Floating Shelves
314,2021-03-19,28146.0,Floating Shelves
315,2021-03-20,19491.0,Floating Shelves
316,2021-03-21,23884.0,Floating Shelves
317,2021-03-22,27887.0,Floating Shelves
318,2021-03-23,27887.0,Floating Shelves
319,2021-03-24,24738.0,Floating Shelves
320,2021-03-25,24738.0,Floating Shelves
321,2021-03-26,24738.0,Floating Shelves
322,2021-03-27,31362.0,Floating Shelves
323,2021-03-28,31362.0,Floating Shelves
324,2021-03-29,31362.0,Floating Shelves
325,2021-03-30,19863.0,Floating Shelves
326,2021-03-31,27323.0,Floating Shelves
327,2021-04-01,35844.0,Floating Shelves
328,2021-04-02,35844.0,Floating Shelves
329,2021-04-03,35844.0,Floating Shelves
330,2021-04-04,32833.0,Floating Shelves
331,2021-04-05,32833.0,Floating Shelves
332,2021-04-06,32833.0,Floating Shelves
333,2021-04-07,32833.0,Floating Shelves
334,2021-04-08,30373.0,Floating Shelves
335,2021-04-09,30373.0,Floating Shelves
336,2021-04-10,30373.0,Floating Shelves
337,2021-04-11,30373.0,Floating Shelves
338,2021-04-12,25806.0,Floating Shelves
339,2021-04-13,25806.0,Floating Shelves
340,2021-04-14,25806.0,Floating Shelves
341,2021-04-15,25806.0,Floating Shelves
342,2021-04-16,25806.0,Floating Shelves
343,2021-04-17,25806.0,Floating Shelves
344,2021-04-18,25806.0,Floating Shelves
345,2021-04-19,27105.0,Floating Shelves
346,2021-04-20,22444.0,Floating Shelves
347,2021-04-21,22444.0,Floating Shelves
348,2021-04-22,19409.0,Floating Shelves
349,2021-04-23,19409.0,Floating Shelves
350,2021-04-24,19409.0,Floating Shelves
351,2021-04-25,29011.0,Floating Shelves
352,2021-04-26,29011.0,Floating Shelves
353,2021-04-27,44891.0,Floating Shelves
354,2021-04-28,44891.0,Floating Shelves
355,2021-04-29,44891.0,Floating Shelves
356,2021-04-30,44891.0,Floating Shelves
357,2021-05-01,44891.0,Floating Shelves
358,2021-05-02,80924.0,Floating Shelves
359,2021-05-03,80924.0,Floating Shelves
360,2021-05-04,80924.0,Floating Shelves
361,2021-05-05,68792.0,Floating Shelves
362,2021-05-06,68792.0,Floating Shelves
363,2021-05-07,68792.0,Floating Shelves
364,2021-05-08,68792.0,Floating Shelves
365,2021-05-09,68792.0,Floating Shelves
366,2021-05-10,58369.0,Floating Shelves
367,2021-05-11,58369.0,Floating Shelves
368,2021-05-12,58369.0,Floating Shelves
369,2021-05-13,42176.0,Floating Shelves
370,2021-05-14,42176.0,Floating Shelves
371,2021-05-15,42176.0,Floating Shelves
372,2021-05-16,42176.0,Floating Shelves
373,2021-05-17,42176.0,Floating Shelves
374,2021-05-18,53914.0,Floating Shelves
375,2021-05-19,53914.0,Floating Shelves
376,2021-05-20,27428.0,Floating Shelves
377,2021-05-21,27428.0,Floating Shelves
378,2021-05-22,27428.0,Floating Shelves
379,2021-05-23,27428.0,Floating Shelves
380,2021-05-24,35026.0,Floating Shelves
381,2021-05-25,32637.0,Floating Shelves
382,2021-05-26,32637.0,Floating Shelves
383,2021-05-27,23839.0,Floating Shelves
384,2021-05-28,23839.0,Floating Shelves
385,2021-05-29,23839.0,Floating Shelves
386,2021-05-30,22369.0,Floating Shelves
387,2021-05-31,20975.0,Floating Shelves
388,2021-06-01,19609.0,Floating Shelves
389,2021-06-02,19609.0,Floating Shelves
390,2021-06-03,19609.0,Floating Shelves
391,2021-06-04,19609.0,Floating Shelves
392,2021-06-05,19609.0,Floating Shelves
393,2021-06-06,14259.0,Floating Shelves
394,2021-06-07,15458.0,Floating Shelves
395,2021-06-08,15458.0,Floating Shelves
396,2021-06-09,13530.0,Floating Shelves
397,2021-06-10,13530.0,Floating Shelves
398,2021-06-11,13530.0,Floating Shelves
399,2021-06-12,13530.0,Floating Shelves
400,2021-06-13,13530.0,Floating Shelves
401,2021-06-14,20494.0,Floating Shelves
402,2021-06-15,20494.0,Floating Shelves
403,2021-06-16,20494.0,Floating Shelves
404,2021-06-17,17389.0,Floating Shelves
405,2021-06-18,16027.0,Floating Shelves
406,2021-06-19,16027.0,Floating Shelves
407,2021-06-20,16027.0,Floating Shelves
408,2021-06-21,21507.0,Floating Shelves
409,2021-06-22,21507.0,Floating Shelves
410,2021-06-23,29213.0,Floating Shelves
411,2021-06-24,28233.0,Floating Shelves
412,2021-06-25,28422.0,Floating Shelves
413,2021-06-26,28422.0,Floating Shelves
414,2021-06-27,28422.0,Floating Shelves
415,2021-06-28,17801.0,Floating Shelves
416,2021-06-29,18152.0,Floating Shelves
417,2021-06-30,18152.0,Floating Shelves
418,2021-07-01,17301.0,Floating Shelves
419,2021-07-02,17301.0,Floating Shelves
420,2021-07-03,14313.0,Floating Shelves
421,2021-07-04,14313.0,Floating Shelves
422,2021-07-05,14313.0,Floating Shelves
423,2021-07-06,11216.0,Floating Shelves
424,2021-07-07,11216.0,Floating Shelves
425,2021-07-08,9731.0,Floating Shelves
426,2021-07-09,9731.0,Floating Shelves
427,2021-07-10,38964.0,Floating Shelves
