,date,value,name_B08HCK7SHD
91,2020-12-10,5661.0,Educational Charts & Posters
92,2020-12-11,4964.0,Educational Charts & Posters
93,2020-12-12,4964.0,Educational Charts & Posters
94,2020-12-13,4964.0,Educational Charts & Posters
95,2020-12-14,6922.0,Educational Charts & Posters
96,2020-12-15,7252.0,Educational Charts & Posters
97,2020-12-16,7252.0,Educational Charts & Posters
98,2020-12-17,7252.0,Educational Charts & Posters
99,2020-12-18,6566.0,Educational Charts & Posters
100,2020-12-19,6566.0,Educational Charts & Posters
101,2020-12-20,6566.0,Educational Charts & Posters
102,2020-12-21,7235.0,Educational Charts & Posters
103,2020-12-22,8373.0,Educational Charts & Posters
104,2020-12-23,7586.0,Educational Charts & Posters
105,2020-12-24,9290.0,Educational Charts & Posters
106,2020-12-25,7697.0,Educational Charts & Posters
107,2020-12-26,10723.0,Educational Charts & Posters
108,2020-12-27,10723.0,Educational Charts & Posters
109,2020-12-28,10723.0,Educational Charts & Posters
110,2020-12-29,9289.0,Educational Charts & Posters
111,2020-12-30,9289.0,Educational Charts & Posters
112,2020-12-31,10293.0,Educational Charts & Posters
113,2021-01-01,10293.0,Educational Charts & Posters
114,2021-01-02,8689.0,Educational Charts & Posters
115,2021-01-03,7287.0,Educational Charts & Posters
116,2021-01-04,7287.0,Educational Charts & Posters
117,2021-01-05,5096.0,Educational Charts & Posters
118,2021-01-06,5096.0,Educational Charts & Posters
119,2021-01-07,6079.0,Educational Charts & Posters
120,2021-01-08,6079.0,Educational Charts & Posters
121,2021-01-09,6293.0,Educational Charts & Posters
122,2021-01-10,6293.0,Educational Charts & Posters
123,2021-01-11,6293.0,Educational Charts & Posters
124,2021-01-12,5825.0,Educational Charts & Posters
125,2021-01-13,5935.0,Educational Charts & Posters
126,2021-01-14,5678.0,Educational Charts & Posters
127,2021-01-15,5728.0,Educational Charts & Posters
128,2021-01-16,5728.0,Educational Charts & Posters
129,2021-01-17,8210.0,Educational Charts & Posters
130,2021-01-18,7293.0,Educational Charts & Posters
131,2021-01-19,7293.0,Educational Charts & Posters
132,2021-01-20,7293.0,Educational Charts & Posters
133,2021-01-21,7470.0,Educational Charts & Posters
134,2021-01-22,7470.0,Educational Charts & Posters
135,2021-01-23,7470.0,Educational Charts & Posters
136,2021-01-24,12908.0,Educational Charts & Posters
137,2021-01-25,12494.0,Educational Charts & Posters
138,2021-01-26,4814.0,Educational Charts & Posters
139,2021-01-27,4814.0,Educational Charts & Posters
140,2021-01-28,6900.0,Educational Charts & Posters
141,2021-01-29,6900.0,Educational Charts & Posters
142,2021-01-30,6915.0,Educational Charts & Posters
143,2021-01-31,6915.0,Educational Charts & Posters
144,2021-02-01,6915.0,Educational Charts & Posters
145,2021-02-02,6117.0,Educational Charts & Posters
146,2021-02-03,6117.0,Educational Charts & Posters
147,2021-02-04,6117.0,Educational Charts & Posters
148,2021-02-05,6117.0,Educational Charts & Posters
149,2021-02-06,6117.0,Educational Charts & Posters
150,2021-02-07,6117.0,Educational Charts & Posters
151,2021-02-08,10991.0,Educational Charts & Posters
152,2021-02-09,10991.0,Educational Charts & Posters
153,2021-02-10,5550.0,Educational Charts & Posters
154,2021-02-11,5550.0,Educational Charts & Posters
155,2021-02-12,5550.0,Educational Charts & Posters
156,2021-02-13,5550.0,Educational Charts & Posters
157,2021-02-14,5550.0,Educational Charts & Posters
158,2021-02-15,8241.0,Educational Charts & Posters
159,2021-02-16,8490.0,Educational Charts & Posters
160,2021-02-17,8490.0,Educational Charts & Posters
161,2021-02-18,8490.0,Educational Charts & Posters
162,2021-02-19,7374.0,Educational Charts & Posters
163,2021-02-20,6437.0,Educational Charts & Posters
164,2021-02-21,6437.0,Educational Charts & Posters
165,2021-02-22,6437.0,Educational Charts & Posters
166,2021-02-23,6437.0,Educational Charts & Posters
167,2021-02-24,5434.0,Educational Charts & Posters
168,2021-02-25,5434.0,Educational Charts & Posters
169,2021-02-26,5434.0,Educational Charts & Posters
170,2021-02-27,5434.0,Educational Charts & Posters
171,2021-02-28,8836.0,Educational Charts & Posters
172,2021-03-01,8836.0,Educational Charts & Posters
173,2021-03-02,8836.0,Educational Charts & Posters
174,2021-03-03,8836.0,Educational Charts & Posters
175,2021-03-04,8077.0,Educational Charts & Posters
176,2021-03-05,8077.0,Educational Charts & Posters
177,2021-03-06,8077.0,Educational Charts & Posters
178,2021-03-07,8077.0,Educational Charts & Posters
179,2021-03-08,9019.0,Educational Charts & Posters
180,2021-03-09,10210.0,Educational Charts & Posters
181,2021-03-10,10210.0,Educational Charts & Posters
182,2021-03-11,10210.0,Educational Charts & Posters
183,2021-03-12,10210.0,Educational Charts & Posters
184,2021-03-13,10210.0,Educational Charts & Posters
185,2021-03-14,10210.0,Educational Charts & Posters
186,2021-03-15,13255.0,Educational Charts & Posters
187,2021-03-16,13255.0,Educational Charts & Posters
188,2021-03-17,10163.0,Educational Charts & Posters
189,2021-03-18,10163.0,Educational Charts & Posters
190,2021-03-19,10163.0,Educational Charts & Posters
191,2021-03-20,10163.0,Educational Charts & Posters
192,2021-03-21,10163.0,Educational Charts & Posters
193,2021-03-22,10163.0,Educational Charts & Posters
194,2021-03-23,10071.0,Educational Charts & Posters
195,2021-03-24,10071.0,Educational Charts & Posters
196,2021-03-25,11536.0,Educational Charts & Posters
197,2021-03-26,11536.0,Educational Charts & Posters
198,2021-03-27,11536.0,Educational Charts & Posters
199,2021-03-28,11536.0,Educational Charts & Posters
200,2021-03-29,11536.0,Educational Charts & Posters
201,2021-03-30,13135.0,Educational Charts & Posters
202,2021-03-31,13135.0,Educational Charts & Posters
203,2021-04-01,13135.0,Educational Charts & Posters
204,2021-04-02,13135.0,Educational Charts & Posters
205,2021-04-03,13135.0,Educational Charts & Posters
206,2021-04-04,13562.0,Educational Charts & Posters
207,2021-04-05,13562.0,Educational Charts & Posters
208,2021-04-06,13562.0,Educational Charts & Posters
209,2021-04-07,11819.0,Educational Charts & Posters
210,2021-04-08,11794.0,Educational Charts & Posters
211,2021-04-09,15028.0,Educational Charts & Posters
212,2021-04-10,15028.0,Educational Charts & Posters
213,2021-04-11,15028.0,Educational Charts & Posters
214,2021-04-12,14619.0,Educational Charts & Posters
215,2021-04-13,14619.0,Educational Charts & Posters
216,2021-04-14,15984.0,Educational Charts & Posters
217,2021-04-15,15984.0,Educational Charts & Posters
218,2021-04-16,15984.0,Educational Charts & Posters
219,2021-04-17,15984.0,Educational Charts & Posters
220,2021-04-18,15984.0,Educational Charts & Posters
221,2021-04-19,15984.0,Educational Charts & Posters
222,2021-04-20,9255.0,Educational Charts & Posters
223,2021-04-21,9255.0,Educational Charts & Posters
224,2021-04-22,9255.0,Educational Charts & Posters
225,2021-04-23,8313.0,Educational Charts & Posters
226,2021-04-24,8313.0,Educational Charts & Posters
227,2021-04-25,10910.0,Educational Charts & Posters
228,2021-04-26,10910.0,Educational Charts & Posters
229,2021-04-27,10910.0,Educational Charts & Posters
230,2021-04-28,8707.0,Educational Charts & Posters
231,2021-04-29,8707.0,Educational Charts & Posters
232,2021-04-30,8707.0,Educational Charts & Posters
233,2021-05-01,8707.0,Educational Charts & Posters
234,2021-05-02,8707.0,Educational Charts & Posters
235,2021-05-03,12115.0,Educational Charts & Posters
236,2021-05-04,12115.0,Educational Charts & Posters
237,2021-05-05,12115.0,Educational Charts & Posters
238,2021-05-06,12115.0,Educational Charts & Posters
239,2021-05-07,12115.0,Educational Charts & Posters
240,2021-05-08,12115.0,Educational Charts & Posters
241,2021-05-09,9084.0,Educational Charts & Posters
242,2021-05-10,9084.0,Educational Charts & Posters
243,2021-05-11,9084.0,Educational Charts & Posters
244,2021-05-12,9084.0,Educational Charts & Posters
245,2021-05-13,9075.0,Educational Charts & Posters
246,2021-05-14,9075.0,Educational Charts & Posters
247,2021-05-15,10608.0,Educational Charts & Posters
248,2021-05-16,10608.0,Educational Charts & Posters
249,2021-05-17,9664.0,Educational Charts & Posters
250,2021-05-18,9664.0,Educational Charts & Posters
251,2021-05-19,9664.0,Educational Charts & Posters
252,2021-05-20,8893.0,Educational Charts & Posters
253,2021-05-21,9156.0,Educational Charts & Posters
254,2021-05-22,9156.0,Educational Charts & Posters
255,2021-05-23,9156.0,Educational Charts & Posters
256,2021-05-24,9156.0,Educational Charts & Posters
257,2021-05-25,9156.0,Educational Charts & Posters
258,2021-05-26,9467.0,Educational Charts & Posters
259,2021-05-27,9467.0,Educational Charts & Posters
260,2021-05-28,9467.0,Educational Charts & Posters
261,2021-05-29,9467.0,Educational Charts & Posters
262,2021-05-30,9467.0,Educational Charts & Posters
263,2021-05-31,10596.0,Educational Charts & Posters
264,2021-06-01,7890.0,Educational Charts & Posters
265,2021-06-02,7890.0,Educational Charts & Posters
266,2021-06-03,11385.0,Educational Charts & Posters
267,2021-06-04,11385.0,Educational Charts & Posters
268,2021-06-05,11385.0,Educational Charts & Posters
269,2021-06-06,11385.0,Educational Charts & Posters
270,2021-06-07,11385.0,Educational Charts & Posters
271,2021-06-08,6135.0,Educational Charts & Posters
272,2021-06-09,6135.0,Educational Charts & Posters
273,2021-06-10,6135.0,Educational Charts & Posters
274,2021-06-11,6135.0,Educational Charts & Posters
275,2021-06-12,12679.0,Educational Charts & Posters
276,2021-06-13,8852.0,Educational Charts & Posters
277,2021-06-14,7778.0,Educational Charts & Posters
278,2021-06-15,8790.0,Educational Charts & Posters
279,2021-06-16,11559.0,Educational Charts & Posters
280,2021-06-17,10878.0,Educational Charts & Posters
281,2021-06-18,10878.0,Educational Charts & Posters
282,2021-06-19,10878.0,Educational Charts & Posters
283,2021-06-20,10878.0,Educational Charts & Posters
284,2021-06-21,10878.0,Educational Charts & Posters
285,2021-06-22,3065.0,Educational Charts & Posters
286,2021-06-23,3232.0,Educational Charts & Posters
287,2021-06-24,3777.0,Educational Charts & Posters
288,2021-06-25,7153.0,Educational Charts & Posters
289,2021-06-26,7153.0,Educational Charts & Posters
290,2021-06-27,9673.0,Educational Charts & Posters
291,2021-06-28,6400.0,Educational Charts & Posters
292,2021-06-29,6400.0,Educational Charts & Posters
293,2021-06-30,9170.0,Educational Charts & Posters
294,2021-07-01,9170.0,Educational Charts & Posters
295,2021-07-02,11992.0,Educational Charts & Posters
296,2021-07-03,10455.0,Educational Charts & Posters
297,2021-07-04,10455.0,Educational Charts & Posters
298,2021-07-05,12899.0,Educational Charts & Posters
299,2021-07-06,12077.0,Educational Charts & Posters
300,2021-07-07,9430.0,Educational Charts & Posters
301,2021-07-08,9224.0,Educational Charts & Posters
302,2021-07-09,9224.0,Educational Charts & Posters
303,2021-07-10,8907.0,Educational Charts & Posters
