,date,value,name_B07TKZ16R9
481,2021-05-22,24365.0,Sheet & Pillowcase Sets
482,2021-05-23,17605.0,Sheet & Pillowcase Sets
483,2021-05-24,21156.0,Sheet & Pillowcase Sets
484,2021-05-25,20520.0,Sheet & Pillowcase Sets
485,2021-05-26,27565.0,Sheet & Pillowcase Sets
486,2021-05-27,26405.0,Sheet & Pillowcase Sets
487,2021-05-28,32645.0,Sheet & Pillowcase Sets
488,2021-05-29,15481.0,Sheet & Pillowcase Sets
489,2021-05-30,15972.0,Sheet & Pillowcase Sets
490,2021-05-31,15760.0,Sheet & Pillowcase Sets
491,2021-06-01,26272.0,Sheet & Pillowcase Sets
492,2021-06-02,21568.0,Sheet & Pillowcase Sets
493,2021-06-03,27450.0,Sheet & Pillowcase Sets
494,2021-06-04,22798.0,Sheet & Pillowcase Sets
495,2021-06-05,23996.0,Sheet & Pillowcase Sets
496,2021-06-06,27794.0,Sheet & Pillowcase Sets
497,2021-06-07,20003.0,Sheet & Pillowcase Sets
498,2021-06-08,20604.0,Sheet & Pillowcase Sets
499,2021-06-09,18388.0,Sheet & Pillowcase Sets
500,2021-06-10,21372.0,Sheet & Pillowcase Sets
501,2021-06-11,21120.0,Sheet & Pillowcase Sets
502,2021-06-12,21053.0,Sheet & Pillowcase Sets
503,2021-06-13,21324.0,Sheet & Pillowcase Sets
504,2021-06-14,14325.0,Sheet & Pillowcase Sets
505,2021-06-15,19445.0,Sheet & Pillowcase Sets
506,2021-06-16,21133.0,Sheet & Pillowcase Sets
507,2021-06-17,15546.0,Sheet & Pillowcase Sets
508,2021-06-18,20242.0,Sheet & Pillowcase Sets
509,2021-06-19,18730.0,Sheet & Pillowcase Sets
510,2021-06-20,20201.0,Sheet & Pillowcase Sets
511,2021-06-21,15158.0,Sheet & Pillowcase Sets
512,2021-06-22,20803.0,Sheet & Pillowcase Sets
513,2021-06-23,29162.0,Sheet & Pillowcase Sets
514,2021-06-24,22219.0,Sheet & Pillowcase Sets
515,2021-06-25,29810.0,Sheet & Pillowcase Sets
516,2021-06-26,29952.0,Sheet & Pillowcase Sets
517,2021-06-27,18303.0,Sheet & Pillowcase Sets
518,2021-06-28,24886.0,Sheet & Pillowcase Sets
519,2021-06-29,30404.0,Sheet & Pillowcase Sets
520,2021-06-30,37122.0,Sheet & Pillowcase Sets
521,2021-07-01,31691.0,Sheet & Pillowcase Sets
522,2021-07-02,24508.0,Sheet & Pillowcase Sets
523,2021-07-03,31630.0,Sheet & Pillowcase Sets
524,2021-07-04,34338.0,Sheet & Pillowcase Sets
525,2021-07-05,34338.0,Sheet & Pillowcase Sets
526,2021-07-06,26104.0,Sheet & Pillowcase Sets
