,date,value,name_B07PGQ4BYY
91,2020-08-27,1121.0,Paper & Paper Crafts
92,2020-08-28,1121.0,Paper & Paper Crafts
93,2020-08-29,1152.0,Paper & Paper Crafts
94,2020-08-30,1282.0,Paper & Paper Crafts
95,2020-08-31,1282.0,Paper & Paper Crafts
96,2020-09-01,1282.0,Paper & Paper Crafts
97,2020-09-02,1282.0,Paper & Paper Crafts
98,2020-09-03,1155.0,Paper & Paper Crafts
99,2020-09-04,1155.0,Paper & Paper Crafts
100,2020-09-05,1456.0,Paper & Paper Crafts
101,2020-09-06,1456.0,Paper & Paper Crafts
102,2020-09-07,2105.0,Paper & Paper Crafts
103,2020-09-08,1744.0,Paper & Paper Crafts
104,2020-09-09,1744.0,Paper & Paper Crafts
105,2020-09-10,3522.0,Paper & Paper Crafts
106,2020-09-11,3522.0,Paper & Paper Crafts
107,2020-09-12,3522.0,Paper & Paper Crafts
108,2020-09-13,3522.0,Paper & Paper Crafts
109,2020-09-14,3522.0,Paper & Paper Crafts
110,2020-09-15,20341.0,Paper & Paper Crafts
111,2020-09-16,20341.0,Paper & Paper Crafts
112,2020-09-17,20341.0,Paper & Paper Crafts
113,2020-09-18,20341.0,Paper & Paper Crafts
114,2020-09-19,20341.0,Paper & Paper Crafts
115,2020-09-20,20341.0,Paper & Paper Crafts
116,2020-09-21,20341.0,Paper & Paper Crafts
117,2020-09-22,20341.0,Paper & Paper Crafts
118,2020-09-23,41393.0,Paper & Paper Crafts
119,2020-09-24,41393.0,Paper & Paper Crafts
120,2020-09-25,41393.0,Paper & Paper Crafts
121,2020-09-26,41393.0,Paper & Paper Crafts
122,2020-09-27,41393.0,Paper & Paper Crafts
123,2020-09-28,41393.0,Paper & Paper Crafts
124,2020-09-29,41393.0,Paper & Paper Crafts
125,2020-09-30,41393.0,Paper & Paper Crafts
126,2020-10-01,26028.0,Paper & Paper Crafts
127,2020-10-02,26028.0,Paper & Paper Crafts
128,2020-10-03,26028.0,Paper & Paper Crafts
129,2020-10-04,26028.0,Paper & Paper Crafts
130,2020-10-05,24097.0,Paper & Paper Crafts
131,2020-10-06,24097.0,Paper & Paper Crafts
132,2020-10-07,24097.0,Paper & Paper Crafts
133,2020-10-08,24097.0,Paper & Paper Crafts
134,2020-10-09,13529.0,Paper & Paper Crafts
135,2020-10-10,15616.0,Paper & Paper Crafts
136,2020-10-11,15616.0,Paper & Paper Crafts
137,2020-10-12,15616.0,Paper & Paper Crafts
138,2020-10-13,6847.0,Paper & Paper Crafts
139,2020-10-14,6847.0,Paper & Paper Crafts
140,2020-10-15,6847.0,Paper & Paper Crafts
141,2020-10-16,6847.0,Paper & Paper Crafts
142,2020-10-17,1716.0,Paper & Paper Crafts
143,2020-10-18,1716.0,Paper & Paper Crafts
144,2020-10-19,1839.0,Paper & Paper Crafts
145,2020-10-20,1839.0,Paper & Paper Crafts
146,2020-10-21,1839.0,Paper & Paper Crafts
147,2020-10-22,1839.0,Paper & Paper Crafts
148,2020-10-23,3171.0,Paper & Paper Crafts
149,2020-10-24,4366.0,Paper & Paper Crafts
150,2020-10-25,4366.0,Paper & Paper Crafts
151,2020-10-26,4366.0,Paper & Paper Crafts
152,2020-10-27,4366.0,Paper & Paper Crafts
153,2020-10-28,4366.0,Paper & Paper Crafts
154,2020-10-29,3967.0,Paper & Paper Crafts
155,2020-10-30,3967.0,Paper & Paper Crafts
156,2020-10-31,3967.0,Paper & Paper Crafts
157,2020-11-01,3967.0,Paper & Paper Crafts
158,2020-11-02,7957.0,Paper & Paper Crafts
159,2020-11-03,4459.0,Paper & Paper Crafts
160,2020-11-04,4459.0,Paper & Paper Crafts
161,2020-11-05,4459.0,Paper & Paper Crafts
162,2020-11-06,2683.0,Paper & Paper Crafts
163,2020-11-07,2683.0,Paper & Paper Crafts
164,2020-11-08,2683.0,Paper & Paper Crafts
165,2020-11-09,2722.0,Paper & Paper Crafts
166,2020-11-10,2722.0,Paper & Paper Crafts
167,2020-11-11,3022.0,Paper & Paper Crafts
168,2020-11-12,3022.0,Paper & Paper Crafts
169,2020-11-13,4071.0,Paper & Paper Crafts
170,2020-11-14,4071.0,Paper & Paper Crafts
171,2020-11-15,4071.0,Paper & Paper Crafts
172,2020-11-16,4071.0,Paper & Paper Crafts
173,2020-11-17,4071.0,Paper & Paper Crafts
174,2020-11-18,4071.0,Paper & Paper Crafts
175,2020-11-19,4071.0,Paper & Paper Crafts
176,2020-11-20,24075.0,Paper & Paper Crafts
177,2020-11-21,24075.0,Paper & Paper Crafts
178,2020-11-22,24075.0,Paper & Paper Crafts
179,2020-11-23,24075.0,Paper & Paper Crafts
180,2020-11-24,24075.0,Paper & Paper Crafts
181,2020-11-25,14511.0,Paper & Paper Crafts
182,2020-11-26,14511.0,Paper & Paper Crafts
183,2020-11-27,9475.0,Paper & Paper Crafts
184,2020-11-28,9475.0,Paper & Paper Crafts
185,2020-11-29,9475.0,Paper & Paper Crafts
186,2020-11-30,38697.0,Paper & Paper Crafts
187,2020-12-01,38697.0,Paper & Paper Crafts
188,2020-12-02,38697.0,Paper & Paper Crafts
189,2020-12-03,38697.0,Paper & Paper Crafts
190,2020-12-04,38697.0,Paper & Paper Crafts
191,2020-12-05,38697.0,Paper & Paper Crafts
192,2020-12-06,38697.0,Paper & Paper Crafts
193,2020-12-07,38697.0,Paper & Paper Crafts
194,2020-12-08,38697.0,Paper & Paper Crafts
195,2020-12-09,66755.0,Paper & Paper Crafts
196,2020-12-10,66755.0,Paper & Paper Crafts
197,2020-12-11,66755.0,Paper & Paper Crafts
198,2020-12-12,66755.0,Paper & Paper Crafts
199,2020-12-13,66755.0,Paper & Paper Crafts
200,2020-12-14,66755.0,Paper & Paper Crafts
201,2020-12-15,66755.0,Paper & Paper Crafts
202,2020-12-16,4995.0,Paper & Paper Crafts
203,2020-12-17,4995.0,Paper & Paper Crafts
204,2020-12-18,4995.0,Paper & Paper Crafts
205,2020-12-19,4995.0,Paper & Paper Crafts
206,2020-12-20,4995.0,Paper & Paper Crafts
207,2020-12-21,4473.0,Paper & Paper Crafts
208,2020-12-22,4473.0,Paper & Paper Crafts
209,2020-12-23,4473.0,Paper & Paper Crafts
210,2020-12-24,4503.0,Paper & Paper Crafts
211,2020-12-25,4503.0,Paper & Paper Crafts
212,2020-12-26,4503.0,Paper & Paper Crafts
213,2020-12-27,4503.0,Paper & Paper Crafts
214,2020-12-28,4503.0,Paper & Paper Crafts
215,2020-12-29,4503.0,Paper & Paper Crafts
216,2020-12-30,2899.0,Paper & Paper Crafts
217,2020-12-31,2899.0,Paper & Paper Crafts
218,2021-01-01,2899.0,Paper & Paper Crafts
219,2021-01-02,3255.0,Paper & Paper Crafts
220,2021-01-03,3255.0,Paper & Paper Crafts
221,2021-01-04,3255.0,Paper & Paper Crafts
222,2021-01-05,939.0,Paper & Paper Crafts
223,2021-01-06,939.0,Paper & Paper Crafts
224,2021-01-07,939.0,Paper & Paper Crafts
225,2021-01-08,2235.0,Paper & Paper Crafts
226,2021-01-09,2235.0,Paper & Paper Crafts
227,2021-01-10,2235.0,Paper & Paper Crafts
228,2021-01-11,3769.0,Paper & Paper Crafts
229,2021-01-12,3769.0,Paper & Paper Crafts
230,2021-01-13,4119.0,Paper & Paper Crafts
231,2021-01-14,4119.0,Paper & Paper Crafts
232,2021-01-15,4119.0,Paper & Paper Crafts
233,2021-01-16,5269.0,Paper & Paper Crafts
234,2021-01-17,5269.0,Paper & Paper Crafts
235,2021-01-18,5269.0,Paper & Paper Crafts
236,2021-01-19,1596.0,Paper & Paper Crafts
237,2021-01-20,1119.0,Paper & Paper Crafts
238,2021-01-21,1119.0,Paper & Paper Crafts
239,2021-01-22,1657.0,Paper & Paper Crafts
240,2021-01-23,1657.0,Paper & Paper Crafts
241,2021-01-24,1657.0,Paper & Paper Crafts
242,2021-01-25,1318.0,Paper & Paper Crafts
243,2021-01-26,1318.0,Paper & Paper Crafts
244,2021-01-27,1318.0,Paper & Paper Crafts
245,2021-01-28,1850.0,Paper & Paper Crafts
246,2021-01-29,1850.0,Paper & Paper Crafts
247,2021-01-30,1850.0,Paper & Paper Crafts
248,2021-01-31,1850.0,Paper & Paper Crafts
249,2021-02-01,2836.0,Paper & Paper Crafts
