,date,value,name_B00ZKIIBZS
213,2020-12-26,8484.0,Essential Oil Sets
214,2020-12-27,12428.0,Essential Oil Sets
215,2020-12-28,12428.0,Essential Oil Sets
216,2020-12-29,12428.0,Essential Oil Sets
217,2020-12-30,12428.0,Essential Oil Sets
218,2020-12-31,14238.0,Essential Oil Sets
219,2021-01-01,14238.0,Essential Oil Sets
220,2021-01-02,14238.0,Essential Oil Sets
221,2021-01-03,15025.0,Essential Oil Sets
222,2021-01-04,15025.0,Essential Oil Sets
223,2021-01-05,15025.0,Essential Oil Sets
224,2021-01-06,15025.0,Essential Oil Sets
225,2021-01-07,11897.0,Essential Oil Sets
226,2021-01-08,11897.0,Essential Oil Sets
227,2021-01-09,11897.0,Essential Oil Sets
228,2021-01-10,10029.0,Essential Oil Sets
229,2021-01-11,10029.0,Essential Oil Sets
230,2021-01-12,10029.0,Essential Oil Sets
231,2021-01-13,10029.0,Essential Oil Sets
232,2021-01-14,11365.0,Essential Oil Sets
233,2021-01-15,11365.0,Essential Oil Sets
234,2021-01-16,11365.0,Essential Oil Sets
235,2021-01-17,10480.0,Essential Oil Sets
236,2021-01-18,10480.0,Essential Oil Sets
237,2021-01-19,10480.0,Essential Oil Sets
238,2021-01-20,10983.0,Essential Oil Sets
239,2021-01-21,10778.0,Essential Oil Sets
240,2021-01-22,10778.0,Essential Oil Sets
241,2021-01-23,10778.0,Essential Oil Sets
242,2021-01-24,10778.0,Essential Oil Sets
243,2021-01-25,10255.0,Essential Oil Sets
244,2021-01-26,11607.0,Essential Oil Sets
245,2021-01-27,12163.0,Essential Oil Sets
246,2021-01-28,12163.0,Essential Oil Sets
247,2021-01-29,11390.0,Essential Oil Sets
248,2021-01-30,11390.0,Essential Oil Sets
249,2021-01-31,11722.0,Essential Oil Sets
250,2021-02-01,11722.0,Essential Oil Sets
251,2021-02-02,11722.0,Essential Oil Sets
252,2021-02-03,11722.0,Essential Oil Sets
253,2021-02-04,12187.0,Essential Oil Sets
254,2021-02-05,12187.0,Essential Oil Sets
255,2021-02-06,12187.0,Essential Oil Sets
256,2021-02-07,12187.0,Essential Oil Sets
257,2021-02-08,9739.0,Essential Oil Sets
258,2021-02-09,9739.0,Essential Oil Sets
259,2021-02-10,9739.0,Essential Oil Sets
260,2021-02-11,11600.0,Essential Oil Sets
261,2021-02-12,11137.0,Essential Oil Sets
262,2021-02-13,11137.0,Essential Oil Sets
263,2021-02-14,11137.0,Essential Oil Sets
264,2021-02-15,11137.0,Essential Oil Sets
265,2021-02-16,13050.0,Essential Oil Sets
266,2021-02-17,13050.0,Essential Oil Sets
267,2021-02-18,13050.0,Essential Oil Sets
268,2021-02-19,13050.0,Essential Oil Sets
269,2021-02-20,12237.0,Essential Oil Sets
270,2021-02-21,12237.0,Essential Oil Sets
271,2021-02-22,12237.0,Essential Oil Sets
272,2021-02-23,12237.0,Essential Oil Sets
273,2021-02-24,9633.0,Essential Oil Sets
274,2021-02-25,9633.0,Essential Oil Sets
275,2021-02-26,9633.0,Essential Oil Sets
276,2021-02-27,9633.0,Essential Oil Sets
277,2021-02-28,9633.0,Essential Oil Sets
278,2021-03-01,9633.0,Essential Oil Sets
279,2021-03-02,11564.0,Essential Oil Sets
280,2021-03-03,11564.0,Essential Oil Sets
281,2021-03-04,9573.0,Essential Oil Sets
282,2021-03-05,9573.0,Essential Oil Sets
283,2021-03-06,9573.0,Essential Oil Sets
284,2021-03-07,10649.0,Essential Oil Sets
285,2021-03-08,10649.0,Essential Oil Sets
286,2021-03-09,10649.0,Essential Oil Sets
287,2021-03-10,12912.0,Essential Oil Sets
288,2021-03-11,12912.0,Essential Oil Sets
289,2021-03-12,12912.0,Essential Oil Sets
290,2021-03-13,16300.0,Essential Oil Sets
291,2021-03-14,16300.0,Essential Oil Sets
292,2021-03-15,16300.0,Essential Oil Sets
293,2021-03-16,13959.0,Essential Oil Sets
294,2021-03-17,15055.0,Essential Oil Sets
295,2021-03-18,15055.0,Essential Oil Sets
296,2021-03-19,10733.0,Essential Oil Sets
297,2021-03-20,10733.0,Essential Oil Sets
298,2021-03-21,10733.0,Essential Oil Sets
299,2021-03-22,10733.0,Essential Oil Sets
300,2021-03-23,10733.0,Essential Oil Sets
301,2021-03-24,10733.0,Essential Oil Sets
302,2021-03-25,10733.0,Essential Oil Sets
303,2021-03-26,13887.0,Essential Oil Sets
304,2021-03-27,13887.0,Essential Oil Sets
305,2021-03-28,13887.0,Essential Oil Sets
306,2021-03-29,12135.0,Essential Oil Sets
307,2021-03-30,12135.0,Essential Oil Sets
308,2021-03-31,12670.0,Essential Oil Sets
309,2021-04-01,12670.0,Essential Oil Sets
310,2021-04-02,12670.0,Essential Oil Sets
311,2021-04-03,12670.0,Essential Oil Sets
312,2021-04-04,11269.0,Essential Oil Sets
313,2021-04-05,11269.0,Essential Oil Sets
314,2021-04-06,11269.0,Essential Oil Sets
315,2021-04-07,11269.0,Essential Oil Sets
316,2021-04-08,15574.0,Essential Oil Sets
317,2021-04-09,15574.0,Essential Oil Sets
318,2021-04-10,15574.0,Essential Oil Sets
319,2021-04-11,13534.0,Essential Oil Sets
320,2021-04-12,13534.0,Essential Oil Sets
321,2021-04-13,13038.0,Essential Oil Sets
322,2021-04-14,13038.0,Essential Oil Sets
323,2021-04-15,13038.0,Essential Oil Sets
324,2021-04-16,12906.0,Essential Oil Sets
325,2021-04-17,12906.0,Essential Oil Sets
326,2021-04-18,12906.0,Essential Oil Sets
327,2021-04-19,14838.0,Essential Oil Sets
328,2021-04-20,15107.0,Essential Oil Sets
329,2021-04-21,12639.0,Essential Oil Sets
330,2021-04-22,16416.0,Essential Oil Sets
331,2021-04-23,13827.0,Essential Oil Sets
332,2021-04-24,13827.0,Essential Oil Sets
333,2021-04-25,13827.0,Essential Oil Sets
334,2021-04-26,13687.0,Essential Oil Sets
335,2021-04-27,13687.0,Essential Oil Sets
336,2021-04-28,13687.0,Essential Oil Sets
337,2021-04-29,13687.0,Essential Oil Sets
338,2021-04-30,12163.0,Essential Oil Sets
339,2021-05-01,12163.0,Essential Oil Sets
340,2021-05-02,11219.0,Essential Oil Sets
341,2021-05-03,11219.0,Essential Oil Sets
342,2021-05-04,11219.0,Essential Oil Sets
343,2021-05-05,11339.0,Essential Oil Sets
344,2021-05-06,9953.0,Essential Oil Sets
345,2021-05-07,9953.0,Essential Oil Sets
346,2021-05-08,9953.0,Essential Oil Sets
347,2021-05-09,11741.0,Essential Oil Sets
348,2021-05-10,11741.0,Essential Oil Sets
349,2021-05-11,11741.0,Essential Oil Sets
350,2021-05-12,13696.0,Essential Oil Sets
351,2021-05-13,13696.0,Essential Oil Sets
352,2021-05-14,13696.0,Essential Oil Sets
353,2021-05-15,13696.0,Essential Oil Sets
354,2021-05-16,13696.0,Essential Oil Sets
355,2021-05-17,11882.0,Essential Oil Sets
356,2021-05-18,11882.0,Essential Oil Sets
357,2021-05-19,11882.0,Essential Oil Sets
358,2021-05-20,14275.0,Essential Oil Sets
359,2021-05-21,15464.0,Essential Oil Sets
360,2021-05-22,15464.0,Essential Oil Sets
361,2021-05-23,14538.0,Essential Oil Sets
362,2021-05-24,14538.0,Essential Oil Sets
363,2021-05-25,14538.0,Essential Oil Sets
364,2021-05-26,13065.0,Essential Oil Sets
365,2021-05-27,13312.0,Essential Oil Sets
366,2021-05-28,13312.0,Essential Oil Sets
367,2021-05-29,11710.0,Essential Oil Sets
368,2021-05-30,11710.0,Essential Oil Sets
369,2021-05-31,11710.0,Essential Oil Sets
370,2021-06-01,11710.0,Essential Oil Sets
371,2021-06-02,12828.0,Essential Oil Sets
372,2021-06-03,14567.0,Essential Oil Sets
373,2021-06-04,14567.0,Essential Oil Sets
374,2021-06-05,14567.0,Essential Oil Sets
375,2021-06-06,14567.0,Essential Oil Sets
376,2021-06-07,14567.0,Essential Oil Sets
377,2021-06-08,12540.0,Essential Oil Sets
378,2021-06-09,12540.0,Essential Oil Sets
379,2021-06-10,13522.0,Essential Oil Sets
380,2021-06-11,13522.0,Essential Oil Sets
381,2021-06-12,13522.0,Essential Oil Sets
382,2021-06-13,13522.0,Essential Oil Sets
383,2021-06-14,13402.0,Essential Oil Sets
384,2021-06-15,13402.0,Essential Oil Sets
385,2021-06-16,9764.0,Essential Oil Sets
386,2021-06-17,10912.0,Essential Oil Sets
387,2021-06-18,10912.0,Essential Oil Sets
388,2021-06-19,10912.0,Essential Oil Sets
389,2021-06-20,10912.0,Essential Oil Sets
390,2021-06-21,12677.0,Essential Oil Sets
391,2021-06-22,5831.0,Essential Oil Sets
392,2021-06-23,5831.0,Essential Oil Sets
393,2021-06-24,5831.0,Essential Oil Sets
394,2021-06-25,5831.0,Essential Oil Sets
395,2021-06-26,9456.0,Essential Oil Sets
396,2021-06-27,9456.0,Essential Oil Sets
397,2021-06-28,10499.0,Essential Oil Sets
398,2021-06-29,12468.0,Essential Oil Sets
399,2021-06-30,12468.0,Essential Oil Sets
400,2021-07-01,12468.0,Essential Oil Sets
401,2021-07-02,12468.0,Essential Oil Sets
402,2021-07-03,12795.0,Essential Oil Sets
403,2021-07-04,12795.0,Essential Oil Sets
404,2021-07-05,11893.0,Essential Oil Sets
405,2021-07-06,11893.0,Essential Oil Sets
406,2021-07-07,10692.0,Essential Oil Sets
407,2021-07-08,12643.0,Essential Oil Sets
408,2021-07-09,11295.0,Essential Oil Sets
409,2021-07-10,11295.0,Essential Oil Sets
410,2021-07-11,10598.0,Essential Oil Sets
