,date,value,name_B074QVB1BV
64,2020-07-28,3076.0,Multiminerals
65,2020-07-29,3076.0,Multiminerals
66,2020-07-30,3076.0,Multiminerals
67,2020-07-31,2640.0,Multiminerals
68,2020-08-01,2640.0,Multiminerals
69,2020-08-02,2640.0,Multiminerals
70,2020-08-03,2549.0,Multiminerals
71,2020-08-04,2345.0,Multiminerals
72,2020-08-05,2345.0,Multiminerals
73,2020-08-06,2345.0,Multiminerals
74,2020-08-07,2900.0,Multiminerals
75,2020-08-08,2466.0,Multiminerals
76,2020-08-09,2704.0,Multiminerals
77,2020-08-10,2946.0,Multiminerals
78,2020-08-11,2946.0,Multiminerals
79,2020-08-12,2838.0,Multiminerals
80,2020-08-13,2668.0,Multiminerals
81,2020-08-14,2665.0,Multiminerals
82,2020-08-15,2665.0,Multiminerals
83,2020-08-16,2689.0,Multiminerals
84,2020-08-17,2832.0,Multiminerals
85,2020-08-18,3274.0,Multiminerals
86,2020-08-19,3274.0,Multiminerals
87,2020-08-20,3603.0,Multiminerals
88,2020-08-21,3603.0,Multiminerals
89,2020-08-22,3294.0,Multiminerals
90,2020-08-23,3294.0,Multiminerals
91,2020-08-24,3294.0,Multiminerals
92,2020-08-25,3036.0,Multiminerals
93,2020-08-26,3038.0,Multiminerals
94,2020-08-27,3038.0,Multiminerals
95,2020-08-28,3079.0,Multiminerals
96,2020-08-29,2860.0,Multiminerals
97,2020-08-30,2860.0,Multiminerals
98,2020-08-31,2860.0,Multiminerals
99,2020-09-01,3001.0,Multiminerals
100,2020-09-02,3001.0,Multiminerals
101,2020-09-03,3180.0,Multiminerals
102,2020-09-04,3180.0,Multiminerals
103,2020-09-05,3037.0,Multiminerals
104,2020-09-06,3377.0,Multiminerals
105,2020-09-07,3377.0,Multiminerals
106,2020-09-08,3030.0,Multiminerals
107,2020-09-09,3030.0,Multiminerals
108,2020-09-10,2922.0,Multiminerals
109,2020-09-11,2922.0,Multiminerals
110,2020-09-12,3099.0,Multiminerals
111,2020-09-13,3099.0,Multiminerals
112,2020-09-14,2566.0,Multiminerals
113,2020-09-15,2566.0,Multiminerals
114,2020-09-16,2886.0,Multiminerals
115,2020-09-17,2886.0,Multiminerals
116,2020-09-18,2886.0,Multiminerals
117,2020-09-19,3120.0,Multiminerals
118,2020-09-20,3120.0,Multiminerals
119,2020-09-21,3120.0,Multiminerals
120,2020-09-22,2878.0,Multiminerals
121,2020-09-23,3163.0,Multiminerals
122,2020-09-24,2966.0,Multiminerals
123,2020-09-25,2966.0,Multiminerals
124,2020-09-26,2966.0,Multiminerals
125,2020-09-27,3140.0,Multiminerals
126,2020-09-28,3140.0,Multiminerals
127,2020-09-29,3301.0,Multiminerals
128,2020-09-30,3301.0,Multiminerals
129,2020-10-01,3182.0,Multiminerals
130,2020-10-02,3182.0,Multiminerals
131,2020-10-03,3182.0,Multiminerals
132,2020-10-04,2121.0,Multiminerals
133,2020-10-05,1904.0,Multiminerals
134,2020-10-06,2250.0,Multiminerals
135,2020-10-07,2265.0,Multiminerals
136,2020-10-08,2265.0,Multiminerals
137,2020-10-09,2265.0,Multiminerals
138,2020-10-10,2496.0,Multiminerals
139,2020-10-11,2496.0,Multiminerals
140,2020-10-12,2719.0,Multiminerals
141,2020-10-13,2764.0,Multiminerals
142,2020-10-14,2764.0,Multiminerals
143,2020-10-15,2764.0,Multiminerals
144,2020-10-16,3468.0,Multiminerals
145,2020-10-17,3468.0,Multiminerals
146,2020-10-18,3188.0,Multiminerals
147,2020-10-19,3188.0,Multiminerals
148,2020-10-20,3312.0,Multiminerals
149,2020-10-21,3213.0,Multiminerals
150,2020-10-22,3213.0,Multiminerals
151,2020-10-23,3362.0,Multiminerals
152,2020-10-24,3362.0,Multiminerals
153,2020-10-25,3424.0,Multiminerals
154,2020-10-26,3510.0,Multiminerals
155,2020-10-27,3143.0,Multiminerals
156,2020-10-28,3313.0,Multiminerals
157,2020-10-29,3313.0,Multiminerals
158,2020-10-30,2910.0,Multiminerals
159,2020-10-31,2873.0,Multiminerals
160,2020-11-01,2873.0,Multiminerals
161,2020-11-02,3244.0,Multiminerals
162,2020-11-03,3154.0,Multiminerals
163,2020-11-04,3154.0,Multiminerals
164,2020-11-05,2828.0,Multiminerals
165,2020-11-06,2828.0,Multiminerals
166,2020-11-07,3155.0,Multiminerals
167,2020-11-08,3135.0,Multiminerals
168,2020-11-09,3322.0,Multiminerals
169,2020-11-10,3389.0,Multiminerals
170,2020-11-11,3319.0,Multiminerals
171,2020-11-12,3577.0,Multiminerals
172,2020-11-13,3308.0,Multiminerals
173,2020-11-14,3475.0,Multiminerals
174,2020-11-15,3941.0,Multiminerals
175,2020-11-16,3594.0,Multiminerals
176,2020-11-17,3607.0,Multiminerals
177,2020-11-18,3607.0,Multiminerals
178,2020-11-19,3074.0,Multiminerals
179,2020-11-20,3074.0,Multiminerals
180,2020-11-21,3074.0,Multiminerals
181,2020-11-22,3622.0,Multiminerals
182,2020-11-23,3622.0,Multiminerals
183,2020-11-24,3622.0,Multiminerals
184,2020-11-25,3247.0,Multiminerals
185,2020-11-26,3652.0,Multiminerals
186,2020-11-27,3932.0,Multiminerals
187,2020-11-28,3932.0,Multiminerals
188,2020-11-29,4105.0,Multiminerals
189,2020-11-30,3661.0,Multiminerals
190,2020-12-01,3532.0,Multiminerals
191,2020-12-02,3532.0,Multiminerals
192,2020-12-03,3027.0,Multiminerals
193,2020-12-04,3027.0,Multiminerals
194,2020-12-05,3027.0,Multiminerals
195,2020-12-06,3402.0,Multiminerals
196,2020-12-07,3285.0,Multiminerals
197,2020-12-08,3285.0,Multiminerals
198,2020-12-09,3285.0,Multiminerals
199,2020-12-10,2874.0,Multiminerals
200,2020-12-11,3084.0,Multiminerals
201,2020-12-12,2928.0,Multiminerals
202,2020-12-13,2929.0,Multiminerals
203,2020-12-14,3050.0,Multiminerals
204,2020-12-15,2830.0,Multiminerals
205,2020-12-16,2825.0,Multiminerals
206,2020-12-17,2997.0,Multiminerals
207,2020-12-18,3064.0,Multiminerals
208,2020-12-19,2927.0,Multiminerals
209,2020-12-20,2728.0,Multiminerals
210,2020-12-21,2506.0,Multiminerals
211,2020-12-22,2806.0,Multiminerals
212,2020-12-23,2501.0,Multiminerals
213,2020-12-24,2486.0,Multiminerals
214,2020-12-25,2775.0,Multiminerals
215,2020-12-26,2686.0,Multiminerals
216,2020-12-27,2608.0,Multiminerals
217,2020-12-28,2348.0,Multiminerals
218,2020-12-29,2158.0,Multiminerals
219,2020-12-30,2176.0,Multiminerals
220,2020-12-31,1931.0,Multiminerals
221,2021-01-01,2124.0,Multiminerals
222,2021-01-02,2355.0,Multiminerals
223,2021-01-03,2533.0,Multiminerals
224,2021-01-04,2205.0,Multiminerals
225,2021-01-05,2205.0,Multiminerals
226,2021-01-06,2205.0,Multiminerals
227,2021-01-07,2135.0,Multiminerals
228,2021-01-08,2135.0,Multiminerals
229,2021-01-09,2346.0,Multiminerals
230,2021-01-10,2220.0,Multiminerals
231,2021-01-11,2220.0,Multiminerals
232,2021-01-12,2642.0,Multiminerals
233,2021-01-13,2642.0,Multiminerals
234,2021-01-14,2585.0,Multiminerals
235,2021-01-15,2585.0,Multiminerals
236,2021-01-16,2609.0,Multiminerals
237,2021-01-17,2675.0,Multiminerals
238,2021-01-18,2730.0,Multiminerals
239,2021-01-19,2730.0,Multiminerals
240,2021-01-20,2696.0,Multiminerals
241,2021-01-21,2607.0,Multiminerals
242,2021-01-22,2966.0,Multiminerals
243,2021-01-23,2855.0,Multiminerals
244,2021-01-24,2884.0,Multiminerals
245,2021-01-25,2799.0,Multiminerals
246,2021-01-26,2799.0,Multiminerals
247,2021-01-27,3309.0,Multiminerals
248,2021-01-28,3240.0,Multiminerals
249,2021-01-29,3215.0,Multiminerals
250,2021-01-30,3215.0,Multiminerals
251,2021-01-31,3215.0,Multiminerals
252,2021-02-01,3152.0,Multiminerals
253,2021-02-02,2842.0,Multiminerals
254,2021-02-03,2842.0,Multiminerals
255,2021-02-04,2666.0,Multiminerals
256,2021-02-05,2666.0,Multiminerals
257,2021-02-06,2666.0,Multiminerals
258,2021-02-07,3139.0,Multiminerals
259,2021-02-08,3029.0,Multiminerals
260,2021-02-09,3029.0,Multiminerals
261,2021-02-10,3080.0,Multiminerals
262,2021-02-11,3080.0,Multiminerals
263,2021-02-12,3155.0,Multiminerals
264,2021-02-13,3155.0,Multiminerals
265,2021-02-14,2822.0,Multiminerals
266,2021-02-15,2822.0,Multiminerals
267,2021-02-16,2822.0,Multiminerals
268,2021-02-17,2771.0,Multiminerals
269,2021-02-18,3135.0,Multiminerals
270,2021-02-19,3135.0,Multiminerals
271,2021-02-20,3460.0,Multiminerals
272,2021-02-21,3460.0,Multiminerals
273,2021-02-22,2766.0,Multiminerals
274,2021-02-23,2766.0,Multiminerals
275,2021-02-24,2766.0,Multiminerals
276,2021-02-25,3032.0,Multiminerals
277,2021-02-26,3243.0,Multiminerals
278,2021-02-27,3243.0,Multiminerals
279,2021-02-28,3042.0,Multiminerals
280,2021-03-01,3351.0,Multiminerals
281,2021-03-02,3351.0,Multiminerals
282,2021-03-03,3173.0,Multiminerals
283,2021-03-04,3331.0,Multiminerals
284,2021-03-05,3477.0,Multiminerals
285,2021-03-06,3544.0,Multiminerals
286,2021-03-07,3354.0,Multiminerals
287,2021-03-08,3946.0,Multiminerals
288,2021-03-09,3909.0,Multiminerals
289,2021-03-10,3909.0,Multiminerals
290,2021-03-11,3576.0,Multiminerals
291,2021-03-12,3296.0,Multiminerals
292,2021-03-13,3296.0,Multiminerals
293,2021-03-14,3600.0,Multiminerals
294,2021-03-15,3947.0,Multiminerals
295,2021-03-16,3947.0,Multiminerals
296,2021-03-17,3817.0,Multiminerals
297,2021-03-18,3864.0,Multiminerals
298,2021-03-19,3864.0,Multiminerals
299,2021-03-20,3864.0,Multiminerals
300,2021-03-21,3820.0,Multiminerals
301,2021-03-22,3592.0,Multiminerals
302,2021-03-23,3592.0,Multiminerals
303,2021-03-24,3772.0,Multiminerals
304,2021-03-25,3510.0,Multiminerals
305,2021-03-26,3510.0,Multiminerals
306,2021-03-27,3510.0,Multiminerals
307,2021-03-28,3990.0,Multiminerals
308,2021-03-29,3990.0,Multiminerals
309,2021-03-30,3738.0,Multiminerals
310,2021-03-31,3819.0,Multiminerals
311,2021-04-01,3819.0,Multiminerals
312,2021-04-02,3456.0,Multiminerals
313,2021-04-03,3456.0,Multiminerals
314,2021-04-04,3456.0,Multiminerals
315,2021-04-05,3761.0,Multiminerals
316,2021-04-06,3761.0,Multiminerals
317,2021-04-07,3043.0,Multiminerals
318,2021-04-08,3517.0,Multiminerals
319,2021-04-09,3517.0,Multiminerals
320,2021-04-10,3209.0,Multiminerals
321,2021-04-11,3209.0,Multiminerals
322,2021-04-12,3146.0,Multiminerals
323,2021-04-13,3432.0,Multiminerals
324,2021-04-14,3432.0,Multiminerals
325,2021-04-15,3365.0,Multiminerals
326,2021-04-16,3365.0,Multiminerals
327,2021-04-17,3208.0,Multiminerals
328,2021-04-18,3208.0,Multiminerals
329,2021-04-19,3208.0,Multiminerals
330,2021-04-20,3485.0,Multiminerals
331,2021-04-21,3485.0,Multiminerals
332,2021-04-22,3485.0,Multiminerals
333,2021-04-23,2486.0,Multiminerals
334,2021-04-24,2486.0,Multiminerals
335,2021-04-25,2576.0,Multiminerals
336,2021-04-26,2576.0,Multiminerals
337,2021-04-27,2845.0,Multiminerals
338,2021-04-28,2845.0,Multiminerals
339,2021-04-29,2619.0,Multiminerals
340,2021-04-30,2842.0,Multiminerals
341,2021-05-01,2903.0,Multiminerals
342,2021-05-02,2903.0,Multiminerals
343,2021-05-03,3215.0,Multiminerals
344,2021-05-04,3215.0,Multiminerals
345,2021-05-05,3134.0,Multiminerals
346,2021-05-06,3134.0,Multiminerals
347,2021-05-07,3441.0,Multiminerals
348,2021-05-08,3441.0,Multiminerals
349,2021-05-09,3441.0,Multiminerals
350,2021-05-10,2750.0,Multiminerals
351,2021-05-11,2750.0,Multiminerals
352,2021-05-12,2997.0,Multiminerals
353,2021-05-13,2997.0,Multiminerals
354,2021-05-14,3160.0,Multiminerals
355,2021-05-15,3160.0,Multiminerals
356,2021-05-16,2857.0,Multiminerals
357,2021-05-17,2857.0,Multiminerals
358,2021-05-18,2857.0,Multiminerals
359,2021-05-19,3230.0,Multiminerals
360,2021-05-20,3035.0,Multiminerals
361,2021-05-21,3045.0,Multiminerals
362,2021-05-22,3045.0,Multiminerals
363,2021-05-23,2601.0,Multiminerals
364,2021-05-24,2601.0,Multiminerals
365,2021-05-25,2668.0,Multiminerals
366,2021-05-26,2387.0,Multiminerals
367,2021-05-27,2387.0,Multiminerals
368,2021-05-28,2528.0,Multiminerals
369,2021-05-29,2528.0,Multiminerals
370,2021-05-30,2288.0,Multiminerals
371,2021-05-31,2636.0,Multiminerals
372,2021-06-01,2636.0,Multiminerals
373,2021-06-02,2636.0,Multiminerals
374,2021-06-03,2479.0,Multiminerals
375,2021-06-04,2437.0,Multiminerals
376,2021-06-05,2437.0,Multiminerals
377,2021-06-06,2422.0,Multiminerals
378,2021-06-07,2640.0,Multiminerals
379,2021-06-08,2640.0,Multiminerals
380,2021-06-09,2679.0,Multiminerals
381,2021-06-10,2693.0,Multiminerals
382,2021-06-11,2693.0,Multiminerals
383,2021-06-12,2858.0,Multiminerals
384,2021-06-13,2858.0,Multiminerals
385,2021-06-14,2898.0,Multiminerals
386,2021-06-15,2898.0,Multiminerals
387,2021-06-16,2871.0,Multiminerals
388,2021-06-17,2871.0,Multiminerals
389,2021-06-18,2871.0,Multiminerals
390,2021-06-19,2871.0,Multiminerals
391,2021-06-20,2540.0,Multiminerals
392,2021-06-21,2903.0,Multiminerals
393,2021-06-22,3562.0,Multiminerals
394,2021-06-23,3548.0,Multiminerals
395,2021-06-24,3548.0,Multiminerals
396,2021-06-25,3609.0,Multiminerals
397,2021-06-26,3609.0,Multiminerals
398,2021-06-27,3446.0,Multiminerals
399,2021-06-28,3446.0,Multiminerals
400,2021-06-29,3505.0,Multiminerals
401,2021-06-30,3464.0,Multiminerals
402,2021-07-01,3313.0,Multiminerals
403,2021-07-02,3313.0,Multiminerals
404,2021-07-03,3313.0,Multiminerals
405,2021-07-04,3354.0,Multiminerals
406,2021-07-05,3354.0,Multiminerals
407,2021-07-06,3678.0,Multiminerals
408,2021-07-07,3318.0,Multiminerals
409,2021-07-08,3611.0,Multiminerals
410,2021-07-09,3706.0,Multiminerals
411,2021-07-10,3788.0,Multiminerals
