,date,value,name_B07VBB2ZCD
201,2020-12-23,7939.0,Postcards
202,2020-12-24,8455.0,Postcards
203,2020-12-25,8455.0,Postcards
204,2020-12-26,8455.0,Postcards
205,2020-12-27,8455.0,Postcards
206,2020-12-28,8455.0,Postcards
207,2020-12-29,8883.0,Postcards
208,2020-12-30,8883.0,Postcards
209,2020-12-31,8883.0,Postcards
210,2021-01-01,7394.0,Postcards
211,2021-01-02,7394.0,Postcards
212,2021-01-03,7394.0,Postcards
213,2021-01-04,7394.0,Postcards
214,2021-01-05,7394.0,Postcards
215,2021-01-06,7394.0,Postcards
216,2021-01-07,8147.0,Postcards
217,2021-01-08,8147.0,Postcards
218,2021-01-09,8147.0,Postcards
219,2021-01-10,8147.0,Postcards
220,2021-01-11,8147.0,Postcards
221,2021-01-12,8147.0,Postcards
222,2021-01-13,8147.0,Postcards
223,2021-01-14,8147.0,Postcards
224,2021-01-15,5499.0,Postcards
225,2021-01-16,5718.0,Postcards
226,2021-01-17,5718.0,Postcards
227,2021-01-18,5718.0,Postcards
228,2021-01-19,14038.0,Postcards
229,2021-01-20,14038.0,Postcards
230,2021-01-21,14038.0,Postcards
231,2021-01-22,14038.0,Postcards
232,2021-01-23,14038.0,Postcards
233,2021-01-24,14038.0,Postcards
234,2021-01-25,10329.0,Postcards
235,2021-01-26,10329.0,Postcards
236,2021-01-27,7270.0,Postcards
237,2021-01-28,7270.0,Postcards
238,2021-01-29,7270.0,Postcards
239,2021-01-30,7270.0,Postcards
240,2021-01-31,7270.0,Postcards
241,2021-02-01,6880.0,Postcards
242,2021-02-02,6880.0,Postcards
243,2021-02-03,6880.0,Postcards
244,2021-02-04,6880.0,Postcards
245,2021-02-05,4466.0,Postcards
246,2021-02-06,4466.0,Postcards
247,2021-02-07,4466.0,Postcards
248,2021-02-08,5924.0,Postcards
249,2021-02-09,5924.0,Postcards
250,2021-02-10,5111.0,Postcards
251,2021-02-11,5111.0,Postcards
252,2021-02-12,5111.0,Postcards
253,2021-02-13,5111.0,Postcards
254,2021-02-14,5111.0,Postcards
255,2021-02-15,7419.0,Postcards
256,2021-02-16,7419.0,Postcards
257,2021-02-17,7419.0,Postcards
258,2021-02-18,7071.0,Postcards
259,2021-02-19,6138.0,Postcards
260,2021-02-20,6138.0,Postcards
261,2021-02-21,6138.0,Postcards
262,2021-02-22,7398.0,Postcards
263,2021-02-23,7398.0,Postcards
264,2021-02-24,7398.0,Postcards
265,2021-02-25,5899.0,Postcards
266,2021-02-26,5899.0,Postcards
267,2021-02-27,5899.0,Postcards
268,2021-02-28,5899.0,Postcards
269,2021-03-01,7169.0,Postcards
270,2021-03-02,7169.0,Postcards
271,2021-03-03,7169.0,Postcards
272,2021-03-04,5086.0,Postcards
273,2021-03-05,5086.0,Postcards
274,2021-03-06,5086.0,Postcards
275,2021-03-07,5086.0,Postcards
276,2021-03-08,5086.0,Postcards
277,2021-03-09,4628.0,Postcards
278,2021-03-10,4628.0,Postcards
279,2021-03-11,4628.0,Postcards
280,2021-03-12,2848.0,Postcards
281,2021-03-13,2848.0,Postcards
282,2021-03-14,6258.0,Postcards
283,2021-03-15,6258.0,Postcards
284,2021-03-16,4549.0,Postcards
285,2021-03-17,4549.0,Postcards
286,2021-03-18,4951.0,Postcards
287,2021-03-19,4951.0,Postcards
288,2021-03-20,4708.0,Postcards
289,2021-03-21,4708.0,Postcards
290,2021-03-22,4708.0,Postcards
291,2021-03-23,5207.0,Postcards
292,2021-03-24,5207.0,Postcards
293,2021-03-25,5046.0,Postcards
294,2021-03-26,5046.0,Postcards
295,2021-03-27,5046.0,Postcards
296,2021-03-28,5046.0,Postcards
297,2021-03-29,5046.0,Postcards
298,2021-03-30,5046.0,Postcards
299,2021-03-31,3929.0,Postcards
300,2021-04-01,3929.0,Postcards
301,2021-04-02,3929.0,Postcards
302,2021-04-03,3925.0,Postcards
303,2021-04-04,3925.0,Postcards
304,2021-04-05,3925.0,Postcards
305,2021-04-06,3925.0,Postcards
306,2021-04-07,4190.0,Postcards
307,2021-04-08,4190.0,Postcards
308,2021-04-09,4190.0,Postcards
309,2021-04-10,4190.0,Postcards
310,2021-04-11,4190.0,Postcards
311,2021-04-12,5966.0,Postcards
312,2021-04-13,5966.0,Postcards
313,2021-04-14,3990.0,Postcards
314,2021-04-15,3990.0,Postcards
315,2021-04-16,3990.0,Postcards
316,2021-04-17,4305.0,Postcards
317,2021-04-18,4305.0,Postcards
318,2021-04-19,4136.0,Postcards
319,2021-04-20,4136.0,Postcards
320,2021-04-21,3205.0,Postcards
321,2021-04-22,3205.0,Postcards
322,2021-04-23,3205.0,Postcards
323,2021-04-24,5219.0,Postcards
324,2021-04-25,5219.0,Postcards
325,2021-04-26,5219.0,Postcards
326,2021-04-27,5219.0,Postcards
327,2021-04-28,3230.0,Postcards
328,2021-04-29,3230.0,Postcards
329,2021-04-30,3230.0,Postcards
330,2021-05-01,4986.0,Postcards
331,2021-05-02,4986.0,Postcards
332,2021-05-03,3637.0,Postcards
333,2021-05-04,3637.0,Postcards
334,2021-05-05,3059.0,Postcards
335,2021-05-06,3431.0,Postcards
336,2021-05-07,3431.0,Postcards
337,2021-05-08,4087.0,Postcards
338,2021-05-09,4087.0,Postcards
339,2021-05-10,4087.0,Postcards
340,2021-05-11,3353.0,Postcards
341,2021-05-12,3353.0,Postcards
342,2021-05-13,3837.0,Postcards
343,2021-05-14,3837.0,Postcards
344,2021-05-15,3105.0,Postcards
345,2021-05-16,3105.0,Postcards
346,2021-05-17,3105.0,Postcards
347,2021-05-18,3614.0,Postcards
348,2021-05-19,3614.0,Postcards
349,2021-05-20,3749.0,Postcards
350,2021-05-21,3749.0,Postcards
351,2021-05-22,3604.0,Postcards
352,2021-05-23,3604.0,Postcards
353,2021-05-24,3604.0,Postcards
354,2021-05-25,3821.0,Postcards
355,2021-05-26,3577.0,Postcards
356,2021-05-27,3577.0,Postcards
357,2021-05-28,4019.0,Postcards
358,2021-05-29,4019.0,Postcards
359,2021-05-30,4876.0,Postcards
360,2021-05-31,4876.0,Postcards
361,2021-06-01,3953.0,Postcards
362,2021-06-02,3953.0,Postcards
363,2021-06-03,3953.0,Postcards
364,2021-06-04,5311.0,Postcards
365,2021-06-05,5311.0,Postcards
366,2021-06-06,5311.0,Postcards
367,2021-06-07,5311.0,Postcards
368,2021-06-08,4654.0,Postcards
369,2021-06-09,4654.0,Postcards
370,2021-06-10,4654.0,Postcards
371,2021-06-11,3215.0,Postcards
372,2021-06-12,3215.0,Postcards
373,2021-06-13,3215.0,Postcards
374,2021-06-14,5325.0,Postcards
375,2021-06-15,5325.0,Postcards
376,2021-06-16,5325.0,Postcards
377,2021-06-17,3037.0,Postcards
378,2021-06-18,3037.0,Postcards
379,2021-06-19,3412.0,Postcards
380,2021-06-20,3412.0,Postcards
381,2021-06-21,3412.0,Postcards
382,2021-06-22,4680.0,Postcards
383,2021-06-23,4680.0,Postcards
384,2021-06-24,3803.0,Postcards
385,2021-06-25,3803.0,Postcards
386,2021-06-26,3909.0,Postcards
387,2021-06-27,3909.0,Postcards
388,2021-06-28,3982.0,Postcards
389,2021-06-29,3982.0,Postcards
390,2021-06-30,4960.0,Postcards
391,2021-07-01,4960.0,Postcards
392,2021-07-02,4960.0,Postcards
393,2021-07-03,4443.0,Postcards
394,2021-07-04,4443.0,Postcards
395,2021-07-05,4443.0,Postcards
396,2021-07-06,3943.0,Postcards
397,2021-07-07,3943.0,Postcards
398,2021-07-08,3535.0,Postcards
399,2021-07-09,3535.0,Postcards
400,2021-07-10,4610.0,Postcards
