,date,value,name_B07WX5T9NB
88,2020-08-22,10438.0,Probiotics
89,2020-08-23,11408.0,Probiotics
90,2020-08-24,10285.0,Probiotics
91,2020-08-25,10285.0,Probiotics
92,2020-08-26,10285.0,Probiotics
93,2020-08-27,10285.0,Probiotics
94,2020-08-28,11441.0,Probiotics
95,2020-08-29,11441.0,Probiotics
96,2020-08-30,11441.0,Probiotics
97,2020-08-31,11956.0,Probiotics
98,2020-09-01,10442.0,Probiotics
99,2020-09-02,9947.0,Probiotics
100,2020-09-03,9947.0,Probiotics
101,2020-09-04,9947.0,Probiotics
102,2020-09-05,9947.0,Probiotics
103,2020-09-06,15870.0,Probiotics
104,2020-09-07,15870.0,Probiotics
105,2020-09-08,18474.0,Probiotics
106,2020-09-09,18474.0,Probiotics
107,2020-09-10,16858.0,Probiotics
108,2020-09-11,16858.0,Probiotics
109,2020-09-12,26645.0,Probiotics
110,2020-09-13,26645.0,Probiotics
111,2020-09-14,26645.0,Probiotics
112,2020-09-15,39506.0,Probiotics
113,2020-09-16,33269.0,Probiotics
114,2020-09-17,33269.0,Probiotics
115,2020-09-18,27137.0,Probiotics
116,2020-09-19,27137.0,Probiotics
117,2020-09-20,27137.0,Probiotics
118,2020-09-21,17890.0,Probiotics
119,2020-09-22,17890.0,Probiotics
120,2020-09-23,16842.0,Probiotics
121,2020-09-24,16842.0,Probiotics
122,2020-09-25,16842.0,Probiotics
123,2020-09-26,19143.0,Probiotics
124,2020-09-27,17580.0,Probiotics
125,2020-09-28,22163.0,Probiotics
126,2020-09-29,22163.0,Probiotics
127,2020-09-30,22088.0,Probiotics
128,2020-10-01,22088.0,Probiotics
129,2020-10-02,22088.0,Probiotics
130,2020-10-03,22304.0,Probiotics
131,2020-10-04,22304.0,Probiotics
132,2020-10-05,18477.0,Probiotics
133,2020-10-06,17854.0,Probiotics
134,2020-10-07,16457.0,Probiotics
135,2020-10-08,16457.0,Probiotics
136,2020-10-09,16457.0,Probiotics
137,2020-10-10,22879.0,Probiotics
138,2020-10-11,22879.0,Probiotics
139,2020-10-12,25369.0,Probiotics
140,2020-10-13,27392.0,Probiotics
141,2020-10-14,27392.0,Probiotics
142,2020-10-15,27392.0,Probiotics
143,2020-10-16,28982.0,Probiotics
144,2020-10-17,28982.0,Probiotics
145,2020-10-18,30389.0,Probiotics
146,2020-10-19,30389.0,Probiotics
147,2020-10-20,30389.0,Probiotics
148,2020-10-21,22300.0,Probiotics
149,2020-10-22,22300.0,Probiotics
150,2020-10-23,33319.0,Probiotics
151,2020-10-24,33319.0,Probiotics
152,2020-10-25,34564.0,Probiotics
153,2020-10-26,33758.0,Probiotics
154,2020-10-27,33758.0,Probiotics
155,2020-10-28,34386.0,Probiotics
156,2020-10-29,30976.0,Probiotics
157,2020-10-30,30976.0,Probiotics
158,2020-10-31,29109.0,Probiotics
159,2020-11-01,29109.0,Probiotics
160,2020-11-02,27726.0,Probiotics
161,2020-11-03,27726.0,Probiotics
162,2020-11-04,24474.0,Probiotics
163,2020-11-05,24474.0,Probiotics
164,2020-11-06,24474.0,Probiotics
165,2020-11-07,28280.0,Probiotics
166,2020-11-08,23814.0,Probiotics
167,2020-11-09,27829.0,Probiotics
168,2020-11-10,33755.0,Probiotics
169,2020-11-11,33755.0,Probiotics
170,2020-11-12,33755.0,Probiotics
171,2020-11-13,33755.0,Probiotics
172,2020-11-14,29949.0,Probiotics
173,2020-11-15,36877.0,Probiotics
174,2020-11-16,36877.0,Probiotics
175,2020-11-17,31302.0,Probiotics
176,2020-11-18,31302.0,Probiotics
177,2020-11-19,25578.0,Probiotics
178,2020-11-20,25578.0,Probiotics
179,2020-11-21,25578.0,Probiotics
180,2020-11-22,39330.0,Probiotics
181,2020-11-23,39330.0,Probiotics
182,2020-11-24,43007.0,Probiotics
183,2020-11-25,43007.0,Probiotics
184,2020-11-26,41413.0,Probiotics
185,2020-11-27,41413.0,Probiotics
186,2020-11-28,41413.0,Probiotics
187,2020-11-29,39723.0,Probiotics
188,2020-11-30,39022.0,Probiotics
189,2020-12-01,39022.0,Probiotics
190,2020-12-02,36827.0,Probiotics
191,2020-12-03,36827.0,Probiotics
192,2020-12-04,38498.0,Probiotics
193,2020-12-05,38498.0,Probiotics
194,2020-12-06,38498.0,Probiotics
195,2020-12-07,41859.0,Probiotics
196,2020-12-08,41859.0,Probiotics
197,2020-12-09,37775.0,Probiotics
198,2020-12-10,33779.0,Probiotics
199,2020-12-11,36656.0,Probiotics
200,2020-12-12,36656.0,Probiotics
201,2020-12-13,36656.0,Probiotics
202,2020-12-14,37548.0,Probiotics
203,2020-12-15,33149.0,Probiotics
204,2020-12-16,33149.0,Probiotics
205,2020-12-17,33149.0,Probiotics
206,2020-12-18,35809.0,Probiotics
207,2020-12-19,35809.0,Probiotics
208,2020-12-20,36053.0,Probiotics
209,2020-12-21,36053.0,Probiotics
210,2020-12-22,38637.0,Probiotics
211,2020-12-23,38637.0,Probiotics
212,2020-12-24,32009.0,Probiotics
213,2020-12-25,27604.0,Probiotics
214,2020-12-26,27604.0,Probiotics
215,2020-12-27,27604.0,Probiotics
216,2020-12-28,28885.0,Probiotics
217,2020-12-29,28885.0,Probiotics
218,2020-12-30,28885.0,Probiotics
219,2020-12-31,36753.0,Probiotics
220,2021-01-01,34390.0,Probiotics
221,2021-01-02,34390.0,Probiotics
222,2021-01-03,34390.0,Probiotics
223,2021-01-04,29627.0,Probiotics
224,2021-01-05,29627.0,Probiotics
225,2021-01-06,29627.0,Probiotics
226,2021-01-07,28834.0,Probiotics
227,2021-01-08,28834.0,Probiotics
228,2021-01-09,28834.0,Probiotics
229,2021-01-10,39494.0,Probiotics
230,2021-01-11,39494.0,Probiotics
231,2021-01-12,30149.0,Probiotics
232,2021-01-13,30149.0,Probiotics
233,2021-01-14,30149.0,Probiotics
234,2021-01-15,35801.0,Probiotics
235,2021-01-16,35801.0,Probiotics
236,2021-01-17,35440.0,Probiotics
237,2021-01-18,35440.0,Probiotics
238,2021-01-19,35440.0,Probiotics
239,2021-01-20,37107.0,Probiotics
240,2021-01-21,37107.0,Probiotics
241,2021-01-22,43953.0,Probiotics
242,2021-01-23,43953.0,Probiotics
243,2021-01-24,43953.0,Probiotics
244,2021-01-25,33501.0,Probiotics
245,2021-01-26,33501.0,Probiotics
246,2021-01-27,33501.0,Probiotics
247,2021-01-28,25897.0,Probiotics
248,2021-01-29,22069.0,Probiotics
249,2021-01-30,22069.0,Probiotics
250,2021-01-31,22069.0,Probiotics
251,2021-02-01,36091.0,Probiotics
252,2021-02-02,30010.0,Probiotics
253,2021-02-03,30010.0,Probiotics
254,2021-02-04,30010.0,Probiotics
255,2021-02-05,30010.0,Probiotics
256,2021-02-06,31384.0,Probiotics
257,2021-02-07,31384.0,Probiotics
258,2021-02-08,31384.0,Probiotics
259,2021-02-09,22761.0,Probiotics
260,2021-02-10,22761.0,Probiotics
261,2021-02-11,36860.0,Probiotics
262,2021-02-12,36860.0,Probiotics
263,2021-02-13,32267.0,Probiotics
264,2021-02-14,30471.0,Probiotics
265,2021-02-15,30471.0,Probiotics
266,2021-02-16,30471.0,Probiotics
267,2021-02-17,24994.0,Probiotics
268,2021-02-18,24994.0,Probiotics
269,2021-02-19,24994.0,Probiotics
270,2021-02-20,37476.0,Probiotics
271,2021-02-21,37476.0,Probiotics
272,2021-02-22,37476.0,Probiotics
273,2021-02-23,27121.0,Probiotics
274,2021-02-24,27121.0,Probiotics
275,2021-02-25,27121.0,Probiotics
276,2021-02-26,32491.0,Probiotics
277,2021-02-27,32491.0,Probiotics
278,2021-02-28,32491.0,Probiotics
279,2021-03-01,34103.0,Probiotics
280,2021-03-02,34103.0,Probiotics
281,2021-03-03,28211.0,Probiotics
282,2021-03-04,28211.0,Probiotics
283,2021-03-05,28980.0,Probiotics
284,2021-03-06,28980.0,Probiotics
285,2021-03-07,40576.0,Probiotics
286,2021-03-08,29847.0,Probiotics
287,2021-03-09,30351.0,Probiotics
288,2021-03-10,30351.0,Probiotics
289,2021-03-11,23478.0,Probiotics
290,2021-03-12,23478.0,Probiotics
291,2021-03-13,23478.0,Probiotics
292,2021-03-14,23863.0,Probiotics
293,2021-03-15,23863.0,Probiotics
294,2021-03-16,23863.0,Probiotics
295,2021-03-17,11634.0,Probiotics
296,2021-03-18,10181.0,Probiotics
297,2021-03-19,10181.0,Probiotics
298,2021-03-20,10262.0,Probiotics
299,2021-03-21,9293.0,Probiotics
300,2021-03-22,9293.0,Probiotics
301,2021-03-23,8312.0,Probiotics
302,2021-03-24,9053.0,Probiotics
303,2021-03-25,9053.0,Probiotics
304,2021-03-26,8341.0,Probiotics
305,2021-03-27,7931.0,Probiotics
306,2021-03-28,7931.0,Probiotics
307,2021-03-29,7931.0,Probiotics
308,2021-03-30,9288.0,Probiotics
309,2021-03-31,11873.0,Probiotics
310,2021-04-01,10514.0,Probiotics
311,2021-04-02,9572.0,Probiotics
312,2021-04-03,9572.0,Probiotics
313,2021-04-04,10785.0,Probiotics
314,2021-04-05,10785.0,Probiotics
315,2021-04-06,10785.0,Probiotics
316,2021-04-07,12738.0,Probiotics
317,2021-04-08,12738.0,Probiotics
318,2021-04-09,12738.0,Probiotics
319,2021-04-10,14335.0,Probiotics
320,2021-04-11,14335.0,Probiotics
321,2021-04-12,14335.0,Probiotics
322,2021-04-13,10472.0,Probiotics
323,2021-04-14,10472.0,Probiotics
324,2021-04-15,12477.0,Probiotics
325,2021-04-16,12477.0,Probiotics
326,2021-04-17,14587.0,Probiotics
327,2021-04-18,14587.0,Probiotics
328,2021-04-19,14587.0,Probiotics
329,2021-04-20,9193.0,Probiotics
330,2021-04-21,10665.0,Probiotics
331,2021-04-22,11452.0,Probiotics
332,2021-04-23,15609.0,Probiotics
333,2021-04-24,15609.0,Probiotics
334,2021-04-25,15499.0,Probiotics
335,2021-04-26,15499.0,Probiotics
336,2021-04-27,16720.0,Probiotics
337,2021-04-28,16720.0,Probiotics
338,2021-04-29,17038.0,Probiotics
339,2021-04-30,17038.0,Probiotics
340,2021-05-01,17038.0,Probiotics
341,2021-05-02,15531.0,Probiotics
342,2021-05-03,15531.0,Probiotics
343,2021-05-04,18977.0,Probiotics
344,2021-05-05,18977.0,Probiotics
345,2021-05-06,20422.0,Probiotics
346,2021-05-07,19774.0,Probiotics
347,2021-05-08,19774.0,Probiotics
348,2021-05-09,19774.0,Probiotics
349,2021-05-10,21059.0,Probiotics
350,2021-05-11,21059.0,Probiotics
351,2021-05-12,21059.0,Probiotics
352,2021-05-13,22112.0,Probiotics
353,2021-05-14,22112.0,Probiotics
354,2021-05-15,22112.0,Probiotics
355,2021-05-16,22112.0,Probiotics
356,2021-05-17,22112.0,Probiotics
357,2021-05-18,16295.0,Probiotics
358,2021-05-19,16295.0,Probiotics
359,2021-05-20,14929.0,Probiotics
360,2021-05-21,13566.0,Probiotics
361,2021-05-22,13566.0,Probiotics
362,2021-05-23,12444.0,Probiotics
363,2021-05-24,12444.0,Probiotics
364,2021-05-25,14982.0,Probiotics
365,2021-05-26,14982.0,Probiotics
366,2021-05-27,15154.0,Probiotics
367,2021-05-28,15154.0,Probiotics
368,2021-05-29,13634.0,Probiotics
369,2021-05-30,13634.0,Probiotics
370,2021-05-31,14562.0,Probiotics
371,2021-06-01,14562.0,Probiotics
372,2021-06-02,14562.0,Probiotics
373,2021-06-03,15269.0,Probiotics
374,2021-06-04,15269.0,Probiotics
375,2021-06-05,15269.0,Probiotics
376,2021-06-06,13297.0,Probiotics
377,2021-06-07,13297.0,Probiotics
378,2021-06-08,13173.0,Probiotics
379,2021-06-09,13173.0,Probiotics
380,2021-06-10,14407.0,Probiotics
381,2021-06-11,14407.0,Probiotics
382,2021-06-12,15605.0,Probiotics
383,2021-06-13,15605.0,Probiotics
384,2021-06-14,15605.0,Probiotics
385,2021-06-15,17806.0,Probiotics
386,2021-06-16,17806.0,Probiotics
387,2021-06-17,16029.0,Probiotics
388,2021-06-18,16029.0,Probiotics
389,2021-06-19,16029.0,Probiotics
390,2021-06-20,18266.0,Probiotics
391,2021-06-21,15658.0,Probiotics
392,2021-06-22,17016.0,Probiotics
393,2021-06-23,17016.0,Probiotics
394,2021-06-24,13912.0,Probiotics
395,2021-06-25,18211.0,Probiotics
396,2021-06-26,18211.0,Probiotics
397,2021-06-27,18211.0,Probiotics
398,2021-06-28,14689.0,Probiotics
399,2021-06-29,14689.0,Probiotics
400,2021-06-30,14922.0,Probiotics
401,2021-07-01,14922.0,Probiotics
402,2021-07-02,14922.0,Probiotics
403,2021-07-03,15921.0,Probiotics
404,2021-07-04,15921.0,Probiotics
405,2021-07-05,15921.0,Probiotics
406,2021-07-06,12566.0,Probiotics
407,2021-07-07,14913.0,Probiotics
408,2021-07-08,14913.0,Probiotics
409,2021-07-09,14913.0,Probiotics
410,2021-07-10,13787.0,Probiotics
411,2021-07-11,13956.0,Probiotics
