,date,value,name_B087ZRGBTK
134,2020-10-07,18660.0,Multivitamins
135,2020-10-08,18660.0,Multivitamins
136,2020-10-09,18660.0,Multivitamins
137,2020-10-10,18039.0,Multivitamins
138,2020-10-11,18039.0,Multivitamins
139,2020-10-12,23906.0,Multivitamins
140,2020-10-13,27847.0,Multivitamins
141,2020-10-14,21850.0,Multivitamins
142,2020-10-15,25226.0,Multivitamins
143,2020-10-16,24505.0,Multivitamins
144,2020-10-17,24505.0,Multivitamins
145,2020-10-18,21607.0,Multivitamins
146,2020-10-19,26145.0,Multivitamins
147,2020-10-20,27843.0,Multivitamins
148,2020-10-21,27843.0,Multivitamins
149,2020-10-22,17919.0,Multivitamins
150,2020-10-23,20704.0,Multivitamins
151,2020-10-24,22373.0,Multivitamins
152,2020-10-25,22373.0,Multivitamins
153,2020-10-26,23445.0,Multivitamins
154,2020-10-27,28198.0,Multivitamins
155,2020-10-28,22668.0,Multivitamins
156,2020-10-29,22668.0,Multivitamins
157,2020-10-30,22668.0,Multivitamins
158,2020-10-31,17437.0,Multivitamins
159,2020-11-01,23014.0,Multivitamins
160,2020-11-02,21641.0,Multivitamins
161,2020-11-03,19104.0,Multivitamins
162,2020-11-04,21241.0,Multivitamins
163,2020-11-05,20555.0,Multivitamins
164,2020-11-06,20555.0,Multivitamins
165,2020-11-07,18721.0,Multivitamins
166,2020-11-08,17870.0,Multivitamins
167,2020-11-09,17870.0,Multivitamins
168,2020-11-10,18432.0,Multivitamins
169,2020-11-11,17181.0,Multivitamins
170,2020-11-12,20616.0,Multivitamins
171,2020-11-13,18479.0,Multivitamins
172,2020-11-14,18479.0,Multivitamins
173,2020-11-15,19543.0,Multivitamins
174,2020-11-16,19543.0,Multivitamins
175,2020-11-17,19012.0,Multivitamins
176,2020-11-18,23265.0,Multivitamins
177,2020-11-19,21311.0,Multivitamins
178,2020-11-20,21311.0,Multivitamins
179,2020-11-21,21311.0,Multivitamins
180,2020-11-22,20302.0,Multivitamins
181,2020-11-23,20302.0,Multivitamins
182,2020-11-24,17282.0,Multivitamins
183,2020-11-25,17282.0,Multivitamins
184,2020-11-26,17178.0,Multivitamins
185,2020-11-27,18504.0,Multivitamins
186,2020-11-28,18504.0,Multivitamins
187,2020-11-29,18504.0,Multivitamins
188,2020-11-30,18504.0,Multivitamins
189,2020-12-01,24283.0,Multivitamins
190,2020-12-02,20974.0,Multivitamins
191,2020-12-03,20974.0,Multivitamins
192,2020-12-04,20974.0,Multivitamins
193,2020-12-05,20974.0,Multivitamins
194,2020-12-06,20152.0,Multivitamins
195,2020-12-07,21643.0,Multivitamins
196,2020-12-08,21643.0,Multivitamins
197,2020-12-09,20838.0,Multivitamins
198,2020-12-10,21752.0,Multivitamins
199,2020-12-11,21752.0,Multivitamins
200,2020-12-12,21752.0,Multivitamins
201,2020-12-13,22990.0,Multivitamins
202,2020-12-14,22990.0,Multivitamins
203,2020-12-15,20774.0,Multivitamins
204,2020-12-16,20774.0,Multivitamins
205,2020-12-17,25422.0,Multivitamins
206,2020-12-18,25422.0,Multivitamins
207,2020-12-19,25422.0,Multivitamins
208,2020-12-20,29068.0,Multivitamins
209,2020-12-21,29068.0,Multivitamins
210,2020-12-22,20891.0,Multivitamins
211,2020-12-23,17946.0,Multivitamins
212,2020-12-24,19100.0,Multivitamins
213,2020-12-25,19100.0,Multivitamins
214,2020-12-26,19100.0,Multivitamins
215,2020-12-27,18608.0,Multivitamins
216,2020-12-28,18881.0,Multivitamins
217,2020-12-29,18881.0,Multivitamins
218,2020-12-30,18881.0,Multivitamins
219,2020-12-31,17750.0,Multivitamins
220,2021-01-01,17750.0,Multivitamins
221,2021-01-02,20793.0,Multivitamins
222,2021-01-03,18947.0,Multivitamins
223,2021-01-04,21115.0,Multivitamins
224,2021-01-05,21115.0,Multivitamins
225,2021-01-06,21115.0,Multivitamins
226,2021-01-07,22224.0,Multivitamins
227,2021-01-08,21785.0,Multivitamins
228,2021-01-09,21785.0,Multivitamins
229,2021-01-10,19876.0,Multivitamins
230,2021-01-11,19876.0,Multivitamins
231,2021-01-12,19876.0,Multivitamins
232,2021-01-13,25655.0,Multivitamins
233,2021-01-14,25655.0,Multivitamins
234,2021-01-15,18044.0,Multivitamins
235,2021-01-16,18044.0,Multivitamins
236,2021-01-17,18044.0,Multivitamins
237,2021-01-18,23645.0,Multivitamins
238,2021-01-19,24521.0,Multivitamins
239,2021-01-20,28603.0,Multivitamins
240,2021-01-21,28603.0,Multivitamins
241,2021-01-22,30965.0,Multivitamins
242,2021-01-23,26506.0,Multivitamins
243,2021-01-24,19810.0,Multivitamins
244,2021-01-25,23232.0,Multivitamins
245,2021-01-26,25948.0,Multivitamins
246,2021-01-27,21558.0,Multivitamins
247,2021-01-28,25896.0,Multivitamins
248,2021-01-29,31724.0,Multivitamins
249,2021-01-30,22427.0,Multivitamins
250,2021-01-31,22427.0,Multivitamins
251,2021-02-01,22755.0,Multivitamins
252,2021-02-02,20390.0,Multivitamins
253,2021-02-03,21280.0,Multivitamins
254,2021-02-04,22790.0,Multivitamins
255,2021-02-05,24101.0,Multivitamins
256,2021-02-06,24101.0,Multivitamins
257,2021-02-07,24101.0,Multivitamins
258,2021-02-08,23923.0,Multivitamins
259,2021-02-09,26072.0,Multivitamins
260,2021-02-10,28698.0,Multivitamins
261,2021-02-11,20368.0,Multivitamins
262,2021-02-12,16818.0,Multivitamins
263,2021-02-13,16818.0,Multivitamins
264,2021-02-14,16818.0,Multivitamins
265,2021-02-15,24856.0,Multivitamins
266,2021-02-16,24856.0,Multivitamins
267,2021-02-17,28976.0,Multivitamins
268,2021-02-18,23516.0,Multivitamins
269,2021-02-19,30362.0,Multivitamins
270,2021-02-20,19015.0,Multivitamins
271,2021-02-21,22604.0,Multivitamins
272,2021-02-22,23659.0,Multivitamins
273,2021-02-23,19637.0,Multivitamins
274,2021-02-24,19637.0,Multivitamins
275,2021-02-25,19789.0,Multivitamins
276,2021-02-26,21338.0,Multivitamins
277,2021-02-27,21338.0,Multivitamins
278,2021-02-28,21338.0,Multivitamins
279,2021-03-01,23315.0,Multivitamins
280,2021-03-02,24182.0,Multivitamins
281,2021-03-03,24182.0,Multivitamins
282,2021-03-04,24158.0,Multivitamins
283,2021-03-05,24247.0,Multivitamins
284,2021-03-06,24247.0,Multivitamins
285,2021-03-07,22247.0,Multivitamins
286,2021-03-08,28040.0,Multivitamins
287,2021-03-09,28040.0,Multivitamins
288,2021-03-10,21510.0,Multivitamins
289,2021-03-11,21510.0,Multivitamins
290,2021-03-12,27105.0,Multivitamins
291,2021-03-13,24866.0,Multivitamins
292,2021-03-14,24866.0,Multivitamins
293,2021-03-15,23657.0,Multivitamins
294,2021-03-16,23698.0,Multivitamins
295,2021-03-17,20602.0,Multivitamins
296,2021-03-18,21992.0,Multivitamins
297,2021-03-19,21992.0,Multivitamins
298,2021-03-20,27864.0,Multivitamins
299,2021-03-21,27864.0,Multivitamins
300,2021-03-22,27864.0,Multivitamins
301,2021-03-23,22932.0,Multivitamins
302,2021-03-24,22932.0,Multivitamins
303,2021-03-25,29685.0,Multivitamins
304,2021-03-26,31606.0,Multivitamins
305,2021-03-27,31606.0,Multivitamins
306,2021-03-28,31606.0,Multivitamins
307,2021-03-29,24735.0,Multivitamins
308,2021-03-30,24735.0,Multivitamins
309,2021-03-31,24618.0,Multivitamins
310,2021-04-01,24618.0,Multivitamins
311,2021-04-02,22793.0,Multivitamins
312,2021-04-03,22793.0,Multivitamins
313,2021-04-04,22793.0,Multivitamins
314,2021-04-05,18215.0,Multivitamins
315,2021-04-06,19980.0,Multivitamins
316,2021-04-07,19980.0,Multivitamins
317,2021-04-08,21480.0,Multivitamins
318,2021-04-09,21480.0,Multivitamins
319,2021-04-10,18269.0,Multivitamins
320,2021-04-11,18269.0,Multivitamins
321,2021-04-12,18269.0,Multivitamins
322,2021-04-13,18269.0,Multivitamins
323,2021-04-14,18269.0,Multivitamins
324,2021-04-15,24042.0,Multivitamins
325,2021-04-16,18290.0,Multivitamins
326,2021-04-17,18290.0,Multivitamins
327,2021-04-18,23821.0,Multivitamins
328,2021-04-19,24153.0,Multivitamins
329,2021-04-20,27576.0,Multivitamins
330,2021-04-21,29033.0,Multivitamins
331,2021-04-22,29033.0,Multivitamins
332,2021-04-23,16000.0,Multivitamins
333,2021-04-24,16000.0,Multivitamins
334,2021-04-25,16000.0,Multivitamins
335,2021-04-26,18459.0,Multivitamins
336,2021-04-27,20584.0,Multivitamins
337,2021-04-28,22013.0,Multivitamins
338,2021-04-29,21388.0,Multivitamins
339,2021-04-30,21388.0,Multivitamins
340,2021-05-01,21388.0,Multivitamins
341,2021-05-02,20340.0,Multivitamins
342,2021-05-03,18434.0,Multivitamins
343,2021-05-04,18434.0,Multivitamins
344,2021-05-05,25216.0,Multivitamins
345,2021-05-06,19866.0,Multivitamins
346,2021-05-07,19866.0,Multivitamins
347,2021-05-08,19866.0,Multivitamins
348,2021-05-09,20749.0,Multivitamins
349,2021-05-10,20749.0,Multivitamins
350,2021-05-11,19963.0,Multivitamins
351,2021-05-12,19963.0,Multivitamins
352,2021-05-13,19837.0,Multivitamins
353,2021-05-14,19837.0,Multivitamins
354,2021-05-15,22458.0,Multivitamins
355,2021-05-16,22458.0,Multivitamins
356,2021-05-17,24244.0,Multivitamins
357,2021-05-18,24244.0,Multivitamins
358,2021-05-19,21463.0,Multivitamins
359,2021-05-20,23662.0,Multivitamins
360,2021-05-21,22944.0,Multivitamins
361,2021-05-22,22944.0,Multivitamins
362,2021-05-23,21404.0,Multivitamins
363,2021-05-24,21404.0,Multivitamins
364,2021-05-25,22691.0,Multivitamins
365,2021-05-26,22691.0,Multivitamins
366,2021-05-27,25371.0,Multivitamins
367,2021-05-28,26523.0,Multivitamins
368,2021-05-29,26523.0,Multivitamins
369,2021-05-30,21325.0,Multivitamins
370,2021-05-31,21325.0,Multivitamins
371,2021-06-01,22262.0,Multivitamins
372,2021-06-02,26599.0,Multivitamins
373,2021-06-03,26754.0,Multivitamins
374,2021-06-04,26754.0,Multivitamins
375,2021-06-05,26754.0,Multivitamins
376,2021-06-06,25276.0,Multivitamins
377,2021-06-07,25276.0,Multivitamins
378,2021-06-08,20855.0,Multivitamins
379,2021-06-09,20855.0,Multivitamins
380,2021-06-10,27569.0,Multivitamins
381,2021-06-11,27569.0,Multivitamins
382,2021-06-12,18604.0,Multivitamins
383,2021-06-13,18604.0,Multivitamins
384,2021-06-14,19580.0,Multivitamins
385,2021-06-15,18062.0,Multivitamins
386,2021-06-16,20267.0,Multivitamins
387,2021-06-17,18103.0,Multivitamins
388,2021-06-18,18103.0,Multivitamins
389,2021-06-19,19467.0,Multivitamins
390,2021-06-20,19585.0,Multivitamins
391,2021-06-21,24052.0,Multivitamins
392,2021-06-22,17542.0,Multivitamins
393,2021-06-23,23197.0,Multivitamins
394,2021-06-24,25246.0,Multivitamins
395,2021-06-25,27968.0,Multivitamins
396,2021-06-26,21333.0,Multivitamins
397,2021-06-27,21333.0,Multivitamins
398,2021-06-28,23291.0,Multivitamins
399,2021-06-29,23291.0,Multivitamins
400,2021-06-30,19445.0,Multivitamins
401,2021-07-01,19445.0,Multivitamins
402,2021-07-02,23155.0,Multivitamins
403,2021-07-03,21517.0,Multivitamins
404,2021-07-04,23833.0,Multivitamins
405,2021-07-05,17571.0,Multivitamins
406,2021-07-06,20956.0,Multivitamins
407,2021-07-07,26564.0,Multivitamins
408,2021-07-08,26564.0,Multivitamins
409,2021-07-09,20460.0,Multivitamins
410,2021-07-10,19717.0,Multivitamins
