,date,value,name_B086638R16
70,2020-06-04,13941.0,Stands
71,2020-06-05,11684.0,Stands
72,2020-06-06,17442.0,Stands
73,2020-06-07,17442.0,Stands
74,2020-06-08,56541.0,Stands
75,2020-06-09,70973.0,Stands
76,2020-06-10,70973.0,Stands
77,2020-06-11,94809.0,Stands
78,2020-06-12,100733.0,Stands
79,2020-06-13,108694.0,Stands
80,2020-06-14,108694.0,Stands
81,2020-06-15,108694.0,Stands
82,2020-06-16,121020.0,Stands
83,2020-06-17,127603.0,Stands
84,2020-06-18,127603.0,Stands
85,2020-06-19,127603.0,Stands
86,2020-06-20,127603.0,Stands
87,2020-06-21,127603.0,Stands
88,2020-06-22,14345.0,Stands
89,2020-06-23,14345.0,Stands
90,2020-06-24,14345.0,Stands
91,2020-06-25,22357.0,Stands
92,2020-06-26,22357.0,Stands
93,2020-06-27,20317.0,Stands
94,2020-06-28,16587.0,Stands
95,2020-06-29,9009.0,Stands
96,2020-06-30,11386.0,Stands
97,2020-07-01,7050.0,Stands
98,2020-07-02,5846.0,Stands
99,2020-07-03,5846.0,Stands
100,2020-07-04,4940.0,Stands
101,2020-07-05,4940.0,Stands
102,2020-07-06,4842.0,Stands
103,2020-07-07,5012.0,Stands
104,2020-07-08,4083.0,Stands
105,2020-07-09,4083.0,Stands
106,2020-07-10,4083.0,Stands
107,2020-07-11,3352.0,Stands
108,2020-07-12,2430.0,Stands
109,2020-07-13,2430.0,Stands
110,2020-07-14,3389.0,Stands
111,2020-07-15,3087.0,Stands
112,2020-07-16,2927.0,Stands
113,2020-07-17,2250.0,Stands
114,2020-07-18,2250.0,Stands
115,2020-07-19,2250.0,Stands
116,2020-07-20,2029.0,Stands
117,2020-07-21,1947.0,Stands
118,2020-07-22,2081.0,Stands
119,2020-07-23,2245.0,Stands
120,2020-07-24,2279.0,Stands
121,2020-07-25,2279.0,Stands
122,2020-07-26,1959.0,Stands
123,2020-07-27,1803.0,Stands
124,2020-07-28,1803.0,Stands
125,2020-07-29,2331.0,Stands
126,2020-07-30,2116.0,Stands
127,2020-07-31,2116.0,Stands
128,2020-08-01,1891.0,Stands
129,2020-08-02,1781.0,Stands
130,2020-08-03,1781.0,Stands
131,2020-08-04,1677.0,Stands
132,2020-08-05,1677.0,Stands
133,2020-08-06,1677.0,Stands
134,2020-08-07,2097.0,Stands
135,2020-08-08,1788.0,Stands
136,2020-08-09,2277.0,Stands
137,2020-08-10,2277.0,Stands
138,2020-08-11,2277.0,Stands
139,2020-08-12,3928.0,Stands
140,2020-08-13,3928.0,Stands
141,2020-08-14,4435.0,Stands
142,2020-08-15,4691.0,Stands
143,2020-08-16,4691.0,Stands
144,2020-08-17,7835.0,Stands
145,2020-08-18,7835.0,Stands
146,2020-08-19,6467.0,Stands
147,2020-08-20,6467.0,Stands
148,2020-08-21,6467.0,Stands
149,2020-08-22,6539.0,Stands
150,2020-08-23,6539.0,Stands
151,2020-08-24,6539.0,Stands
152,2020-08-25,5288.0,Stands
153,2020-08-26,5288.0,Stands
154,2020-08-27,5288.0,Stands
155,2020-08-28,3780.0,Stands
156,2020-08-29,3780.0,Stands
157,2020-08-30,3780.0,Stands
158,2020-08-31,3585.0,Stands
159,2020-09-01,5592.0,Stands
160,2020-09-02,5592.0,Stands
161,2020-09-03,5592.0,Stands
162,2020-09-04,5808.0,Stands
163,2020-09-05,5808.0,Stands
164,2020-09-06,4736.0,Stands
165,2020-09-07,4736.0,Stands
166,2020-09-08,4736.0,Stands
167,2020-09-09,3793.0,Stands
168,2020-09-10,3514.0,Stands
169,2020-09-11,2766.0,Stands
170,2020-09-12,2766.0,Stands
171,2020-09-13,2766.0,Stands
172,2020-09-14,2825.0,Stands
173,2020-09-15,3221.0,Stands
174,2020-09-16,3221.0,Stands
175,2020-09-17,3221.0,Stands
176,2020-09-18,4245.0,Stands
177,2020-09-19,4146.0,Stands
178,2020-09-20,2728.0,Stands
179,2020-09-21,2931.0,Stands
180,2020-09-22,3090.0,Stands
181,2020-09-23,2575.0,Stands
182,2020-09-24,2782.0,Stands
183,2020-09-25,2269.0,Stands
184,2020-09-26,2269.0,Stands
185,2020-09-27,1920.0,Stands
186,2020-09-28,1407.0,Stands
187,2020-09-29,1603.0,Stands
188,2020-09-30,1396.0,Stands
189,2020-10-01,1636.0,Stands
190,2020-10-02,1724.0,Stands
191,2020-10-03,1724.0,Stands
192,2020-10-04,1724.0,Stands
193,2020-10-05,1780.0,Stands
194,2020-10-06,1372.0,Stands
195,2020-10-07,1799.0,Stands
196,2020-10-08,1809.0,Stands
197,2020-10-09,1792.0,Stands
198,2020-10-10,2166.0,Stands
199,2020-10-11,2166.0,Stands
200,2020-10-12,1648.0,Stands
201,2020-10-13,1245.0,Stands
202,2020-10-14,1245.0,Stands
203,2020-10-15,377.0,Stands
204,2020-10-16,377.0,Stands
205,2020-10-17,739.0,Stands
206,2020-10-18,739.0,Stands
207,2020-10-19,739.0,Stands
208,2020-10-20,1092.0,Stands
209,2020-10-21,1205.0,Stands
210,2020-10-22,1013.0,Stands
211,2020-10-23,1031.0,Stands
212,2020-10-24,1365.0,Stands
213,2020-10-25,1365.0,Stands
214,2020-10-26,1365.0,Stands
215,2020-10-27,1171.0,Stands
216,2020-10-28,1301.0,Stands
217,2020-10-29,1314.0,Stands
218,2020-10-30,1872.0,Stands
219,2020-10-31,1600.0,Stands
220,2020-11-01,1228.0,Stands
221,2020-11-02,1367.0,Stands
222,2020-11-03,1367.0,Stands
223,2020-11-04,1388.0,Stands
224,2020-11-05,1284.0,Stands
225,2020-11-06,1547.0,Stands
226,2020-11-07,1547.0,Stands
227,2020-11-08,1547.0,Stands
228,2020-11-09,1316.0,Stands
229,2020-11-10,1103.0,Stands
230,2020-11-11,1244.0,Stands
231,2020-11-12,1419.0,Stands
232,2020-11-13,1195.0,Stands
233,2020-11-14,1195.0,Stands
234,2020-11-15,1141.0,Stands
235,2020-11-16,1248.0,Stands
236,2020-11-17,1158.0,Stands
237,2020-11-18,1545.0,Stands
238,2020-11-19,1170.0,Stands
239,2020-11-20,1553.0,Stands
240,2020-11-21,1553.0,Stands
241,2020-11-22,1541.0,Stands
242,2020-11-23,1997.0,Stands
243,2020-11-24,1997.0,Stands
244,2020-11-25,1528.0,Stands
245,2020-11-26,1685.0,Stands
246,2020-11-27,1390.0,Stands
247,2020-11-28,1390.0,Stands
248,2020-11-29,1197.0,Stands
249,2020-11-30,952.0,Stands
250,2020-12-01,1035.0,Stands
251,2020-12-02,1359.0,Stands
252,2020-12-03,1810.0,Stands
253,2020-12-04,1956.0,Stands
254,2020-12-05,2618.0,Stands
255,2020-12-06,2618.0,Stands
256,2020-12-07,1589.0,Stands
257,2020-12-08,1589.0,Stands
258,2020-12-09,2021.0,Stands
259,2020-12-10,2398.0,Stands
260,2020-12-11,2409.0,Stands
261,2020-12-12,2227.0,Stands
262,2020-12-13,2507.0,Stands
263,2020-12-14,2305.0,Stands
264,2020-12-15,2376.0,Stands
265,2020-12-16,2255.0,Stands
266,2020-12-17,2290.0,Stands
267,2020-12-18,3079.0,Stands
268,2020-12-19,2447.0,Stands
269,2020-12-20,2296.0,Stands
270,2020-12-21,2033.0,Stands
271,2020-12-22,2033.0,Stands
272,2020-12-23,1620.0,Stands
273,2020-12-24,1238.0,Stands
274,2020-12-25,1291.0,Stands
275,2020-12-26,809.0,Stands
276,2020-12-27,809.0,Stands
277,2020-12-28,309.0,Stands
278,2020-12-29,342.0,Stands
279,2020-12-30,342.0,Stands
280,2020-12-31,398.0,Stands
281,2021-01-01,398.0,Stands
282,2021-01-02,472.0,Stands
283,2021-01-03,472.0,Stands
284,2021-01-04,331.0,Stands
285,2021-01-05,430.0,Stands
286,2021-01-06,565.0,Stands
287,2021-01-07,496.0,Stands
288,2021-01-08,496.0,Stands
289,2021-01-09,553.0,Stands
290,2021-01-10,546.0,Stands
291,2021-01-11,397.0,Stands
292,2021-01-12,397.0,Stands
293,2021-01-13,489.0,Stands
294,2021-01-14,489.0,Stands
295,2021-01-15,770.0,Stands
296,2021-01-16,818.0,Stands
297,2021-01-17,760.0,Stands
298,2021-01-18,802.0,Stands
299,2021-01-19,1209.0,Stands
300,2021-01-20,1588.0,Stands
301,2021-01-21,2156.0,Stands
302,2021-01-22,3524.0,Stands
303,2021-01-23,3524.0,Stands
304,2021-01-24,2967.0,Stands
305,2021-01-25,4145.0,Stands
306,2021-01-26,4078.0,Stands
307,2021-01-27,4508.0,Stands
308,2021-01-28,4145.0,Stands
309,2021-01-29,7120.0,Stands
310,2021-01-30,4645.0,Stands
311,2021-01-31,4645.0,Stands
312,2021-02-01,2428.0,Stands
313,2021-02-02,2428.0,Stands
314,2021-02-03,2428.0,Stands
315,2021-02-04,3558.0,Stands
316,2021-02-05,3558.0,Stands
317,2021-02-06,1313.0,Stands
318,2021-02-07,1313.0,Stands
319,2021-02-08,1140.0,Stands
320,2021-02-09,1140.0,Stands
321,2021-02-10,1140.0,Stands
322,2021-02-11,1528.0,Stands
323,2021-02-12,1774.0,Stands
324,2021-02-13,1738.0,Stands
325,2021-02-14,1656.0,Stands
326,2021-02-15,1656.0,Stands
327,2021-02-16,1656.0,Stands
328,2021-02-17,1992.0,Stands
329,2021-02-18,1905.0,Stands
330,2021-02-19,2257.0,Stands
331,2021-02-20,2200.0,Stands
332,2021-02-21,2332.0,Stands
333,2021-02-22,2332.0,Stands
334,2021-02-23,3177.0,Stands
335,2021-02-24,3177.0,Stands
336,2021-02-25,4867.0,Stands
337,2021-02-26,3148.0,Stands
338,2021-02-27,3148.0,Stands
339,2021-02-28,3148.0,Stands
340,2021-03-01,2176.0,Stands
341,2021-03-02,3028.0,Stands
342,2021-03-03,2846.0,Stands
343,2021-03-04,2388.0,Stands
344,2021-03-05,2388.0,Stands
345,2021-03-06,1862.0,Stands
346,2021-03-07,1862.0,Stands
347,2021-03-08,1862.0,Stands
348,2021-03-09,1973.0,Stands
349,2021-03-10,1973.0,Stands
350,2021-03-11,1973.0,Stands
351,2021-03-12,1708.0,Stands
352,2021-03-13,1694.0,Stands
353,2021-03-14,1233.0,Stands
354,2021-03-15,1200.0,Stands
355,2021-03-16,1232.0,Stands
356,2021-03-17,1231.0,Stands
357,2021-03-18,1655.0,Stands
358,2021-03-19,1341.0,Stands
359,2021-03-20,869.0,Stands
360,2021-03-21,869.0,Stands
361,2021-03-22,1175.0,Stands
362,2021-03-23,1225.0,Stands
363,2021-03-24,1217.0,Stands
364,2021-03-25,1002.0,Stands
365,2021-03-26,1002.0,Stands
366,2021-03-27,1118.0,Stands
367,2021-03-28,1175.0,Stands
368,2021-03-29,1056.0,Stands
369,2021-03-30,848.0,Stands
370,2021-03-31,703.0,Stands
371,2021-04-01,724.0,Stands
372,2021-04-02,517.0,Stands
373,2021-04-03,587.0,Stands
374,2021-04-04,587.0,Stands
375,2021-04-05,587.0,Stands
376,2021-04-06,1586.0,Stands
377,2021-04-07,1586.0,Stands
378,2021-04-08,2971.0,Stands
379,2021-04-09,3033.0,Stands
380,2021-04-10,4571.0,Stands
381,2021-04-11,4571.0,Stands
382,2021-04-12,5229.0,Stands
383,2021-04-13,5289.0,Stands
384,2021-04-14,5093.0,Stands
385,2021-04-15,5379.0,Stands
386,2021-04-16,5379.0,Stands
387,2021-04-17,6130.0,Stands
388,2021-04-18,6130.0,Stands
389,2021-04-19,4729.0,Stands
390,2021-04-20,6024.0,Stands
391,2021-04-21,4622.0,Stands
392,2021-04-22,3951.0,Stands
393,2021-04-23,3951.0,Stands
394,2021-04-24,3937.0,Stands
395,2021-04-25,3937.0,Stands
396,2021-04-26,6853.0,Stands
397,2021-04-27,6783.0,Stands
398,2021-04-28,6395.0,Stands
399,2021-04-29,5693.0,Stands
400,2021-04-30,5693.0,Stands
401,2021-05-01,5693.0,Stands
402,2021-05-02,6348.0,Stands
403,2021-05-03,6304.0,Stands
404,2021-05-04,7125.0,Stands
405,2021-05-05,7125.0,Stands
406,2021-05-06,7125.0,Stands
407,2021-05-07,7781.0,Stands
408,2021-05-08,7781.0,Stands
409,2021-05-09,5927.0,Stands
410,2021-05-10,4148.0,Stands
411,2021-05-11,4148.0,Stands
412,2021-05-12,6779.0,Stands
413,2021-05-13,6779.0,Stands
414,2021-05-14,6779.0,Stands
415,2021-05-15,5041.0,Stands
416,2021-05-16,2775.0,Stands
417,2021-05-17,3201.0,Stands
418,2021-05-18,3565.0,Stands
419,2021-05-19,3565.0,Stands
420,2021-05-20,4809.0,Stands
421,2021-05-21,4499.0,Stands
422,2021-05-22,4499.0,Stands
423,2021-05-23,3887.0,Stands
424,2021-05-24,3659.0,Stands
425,2021-05-25,4284.0,Stands
426,2021-05-26,4657.0,Stands
427,2021-05-27,5121.0,Stands
428,2021-05-28,4727.0,Stands
429,2021-05-29,3780.0,Stands
430,2021-05-30,4950.0,Stands
431,2021-05-31,3616.0,Stands
432,2021-06-01,5272.0,Stands
433,2021-06-02,7421.0,Stands
434,2021-06-03,7421.0,Stands
435,2021-06-04,6892.0,Stands
436,2021-06-05,8087.0,Stands
437,2021-06-06,7134.0,Stands
438,2021-06-07,7134.0,Stands
439,2021-06-08,9254.0,Stands
440,2021-06-09,5580.0,Stands
441,2021-06-10,5580.0,Stands
442,2021-06-11,3530.0,Stands
443,2021-06-12,3724.0,Stands
444,2021-06-13,3724.0,Stands
445,2021-06-14,2786.0,Stands
446,2021-06-15,2949.0,Stands
447,2021-06-16,2949.0,Stands
448,2021-06-17,2809.0,Stands
449,2021-06-18,3152.0,Stands
450,2021-06-19,2551.0,Stands
451,2021-06-20,2822.0,Stands
452,2021-06-21,2227.0,Stands
453,2021-06-22,2227.0,Stands
454,2021-06-23,1019.0,Stands
455,2021-06-24,1114.0,Stands
456,2021-06-25,1391.0,Stands
457,2021-06-26,1749.0,Stands
458,2021-06-27,1728.0,Stands
459,2021-06-28,1728.0,Stands
460,2021-06-29,1708.0,Stands
461,2021-06-30,1940.0,Stands
462,2021-07-01,2026.0,Stands
463,2021-07-02,2026.0,Stands
464,2021-07-03,1769.0,Stands
465,2021-07-04,1536.0,Stands
466,2021-07-05,1780.0,Stands
467,2021-07-06,1780.0,Stands
468,2021-07-07,1332.0,Stands
469,2021-07-08,1808.0,Stands
470,2021-07-09,1694.0,Stands
471,2021-07-10,1785.0,Stands
472,2021-07-11,1497.0,Stands
